stock_id,name,period,market,現金及約當現金,應收款項,本期所得稅資產,待出售資產,待分配予業主之資產（或處分群組）,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之金融資產,避險之金融資產,採用權益法之投資－淨額,其他金融資產－淨額,投資性不動產,放款,保險合約資產,再保險合約資產,不動產及設備,使用權資產,無形資產,遞延所得稅資產,其他資產,分離帳戶保險商品資產,資產總計,短期債務,應付款項,本期所得稅負債,與待出售資產直接相關之負債,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,應付債券,特別股負債,其他金融負債,租賃負債,負債準備,遞延所得稅負債,其他負債,負債總計,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值
2816,旺旺保,2026Q2,twse,3587058,491961,0,,,3060301,3269287,3970519,,,4312000,868249,,13022,5475897,1469332,14683,155584,,553522,,27241415,,1089732,177705,,,,,,,14765,37674,62700,2222659,17603145,2236080,,0,7273165,129025,,,,,,9638270,,0,0,43.10
2832,台產,2026Q2,twse,3646718,313854,,,,2141462,4619057,3402778,,317802,2859400,2169029,,22460,3706477,2346378,49337,3970,8562,620485,,26227769,,1490547,168378,,,,,,,50734,40362,274231,3030040,14125551,2535403,,98964,8770005,697846,,,,,,12102218,,0,0,47.73
2850,新產,2026Q2,twse,1868086,686361,,,,7970592,11469240,23567313,,,0,2469680,,,10021571,1047948,291862,42169,355409,937005,,60727236,,3690986,509882,,133509,,,,,316389,0,36309,6390883,38722667,3159633,,64839,16993752,1786345,0,,,,,22004569,,0,0,69.64
2851,中再保,2026Q2,twse,20106955,1235622,0,47009,,9442048,2768567,26521774,,,746000,340082,,8052,1440372,269841,267,21331,25664,2451592,,65425176,,5299720,944345,,455057,,,,,279,,196953,3344071,39124095,8003888,,1560000,16606037,131156,,,,,,26301081,0,0,0,32.86
2852,第一保,2026Q2,twse,2059336,276370,,,,2269163,2695258,4791824,,,4307540,920408,,2049,1546370,617813,3439,31815,3741,562574,,20087700,,712489,143829,,,,,,,3495,,97812,3087510,10845946,3011638,,,5875430,354686,,,,,,9241754,,0,0,30.69
