stock_id,name,period,market,現金及約當現金,存放央行及拆借金融同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產,附賣回票券及債券投資,應收款項－淨額,當期所得稅資產,待出售資產－淨額,,貼現及放款－淨額,再保險合約資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,投資性不動產－淨額,不動產及設備－淨額,使用權資產－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及金融同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,附買回票券及債券負債,應付商業本票－淨額,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,負債準備,其他金融負債,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,共同控制下前手權益,歸屬於母公司業主之權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
2880,華南金,2025Q1,twse,37534314,232642712,168656262,395828756,760475175,,2249287,87766923,341096,,,2366592960,6465317,266307,,15683537,13478570,33651603,2113285,999772,3835682,4499538,4133081096,276715763,,4287239,,87241171,54672310,50160754,4092085,,3220573757,71389794,2998858,,25333324,87761209,2154653,6204299,8863151,3902448367,137791734,17766839,78129634,-3057948,,,230630259,2470,230632729,,0,0,16.74
2881,富邦金,2025Q1,twse,342449070,524374871,1725029904,792270094,3902244160,11864574,121185851,397207803,3577632,3831195,,3116092006,44838175,61318416,,542181721,299963563,75007713,14705978,34012310,56353742,56571030,12125079808,150848125,61547,99062602,22877420,55490161,81066890,207252983,12940178,189133,4530241107,373635618,14866346,,4879345353,586443518,21979124,65839151,93863701,11196002957,152657119,158485692,686556660,-83522337,,,914177134,14899717,929076851,,0,0,59.88
2882,國泰金,2025Q1,twse,300176221,319582253,2001122029,1084422399,4972689105,16924,32272659,278448464,1776843,0,,3156872677,23826403,64300872,,800967681,484949395,109784620,5366724,32757635,87506821,111302999,13868142724,173213770,,167647869,3024385,31047321,86732057,108350235,8018069,0,3874254412,249456157,40226412,,7270316832,850710923,19857849,76462230,25214071,12984532592,162025102,203133269,613735247,-112779994,0,0,866113624,17496508,883610132,,0,0,53.46
2883,凱基金,2025Q1,twse,69672937,47062138,590518667,259951831,1746982987,418001,100991783,203338474,986210,,,533512737,806827,28674471,,187316949,56323698,30638834,12321905,17032581,23221105,104993016,4014765151,11085535,,62686456,856287,188104958,63878666,132324190,2034482,,628903143,110173532,28354449,,2135381458,239425893,4731308,28223130,79202026,3715365513,183900741,33745063,119105051,-37490278,,,299260577,139061,299399638,0,0,0,16.27
2884,玉山金,2025Q1,twse,47884517,295672988,272906495,379473208,504313663,32921,29648207,158126705,437119,,,2339635864,,,,5796206,1341138,34500835,7433471,6800782,3632794,27842632,4115479545,63508370,,85575590,204786,32779516,24570808,52029340,4690320,,3406170796,44450000,341847,,1018280,123197333,4782342,3661776,4923742,3851904846,160138000,35432297,61511631,6309823,,,263391751,182948,263574699,,0,0,16.47
2885,元大金,2025Q1,twse,81073327,102497567,617457591,338455879,558455144,,69809200,423740451,2935725,66640,,1329702762,1184624,2579793,6944022,131485818,14666720,29043266,10947490,30537979,7166243,103528821,3862279062,7569374,,185831459,,257397939,154272797,228458495,6114842,,1748310810,116224527,71893472,,399532956,175431916,6102810,8131690,151341881,3516614968,129428640,38313685,146044369,9097206,,,322883900,22780194,345664094,0,0,0,24.95
2886,兆豐金,2025Q1,twse,95355597,587728365,246170817,586693848,620913643,,2391824,117769510,2559491,0,,2329534267,15111767,5442691,,6465221,2120424,22443621,2061555,1454549,6440641,9249044,4659906875,585557122,7583736,27388174,,303400607,46938843,92321505,9499071,,3092888066,43700000,3492808,,30363622,22934687,2144296,2060398,13556690,4283829625,148333783,76840889,146370576,4532002,0,0,376077250,0,376077250,0,0,0,25.35
2887,台新新光金,2025Q1,twse,29934763,106660283,201101488,172828625,810170856,,8939373,188356758,,,,1764054718,762379,522937,,59961454,10967226,25112951,2262748,3623768,7391984,22681388,3415333699,19127467,,45934279,,74629921,50344770,48499258,3430161,,2423834563,60331400,10080003,,282333127,152776533,2338125,2064496,9801236,3185525339,140761443,38197778,55253022,-4341179,-89298,,229781766,26594,229808360,,0,1927518,16.33
2889,國票金,2025Q1,twse,2736421,235,172773738,142720765,699384,,224685,48964330,40568,,,,,5557229,,16016188,395433,6991438,185582,262702,510876,5222446,403302020,,16354416,2099777,,269696198,29354721,15999313,602991,,,,,,1711649,11972525,182432,53880,5298130,353326032,35321896,403398,5832294,1028367,,,42585955,7390033,49975988,0,0,0,12.06
2890,永豐金,2025Q1,twse,31049408,201501306,131463195,404577475,317742510,,84727016,183249442,531853,,,1706765111,,1070827,,59412317,2141672,13678306,4454372,8721260,3228940,29694273,3184009283,124305281,0,59273903,,98277257,70527922,68189131,4259242,,2333793307,62783143,20617920,18437,2815929,101479800,4008194,1848483,16295897,2968493846,126858509,6129361,86854610,-6374576,,,213467904,2047533,215515437,,0,0,16.83
2891,中信金,2025Q1,twse,101953515,413579913,783422491,577366568,2223887714,84978,38173287,286538438,4512597,,,4063656283,5251551,21315107,,140264848,114725812,49398096,17133986,40151862,20247789,79455487,8981120322,109283503,41473164,121916422,170982,266809969,68509047,108314687,7793293,,5401103807,145364002,,,1892010027,216185205,16930305,25102567,35950261,8456917241,201532667,60587009,270550999,-36060529,,,496610146,27592935,524203081,0,0,0,24.64
2892,第一金,2025Q1,twse,52443481,351997215,208125995,418430621,934716075,,2775590,83199739,1036565,,,2658972914,93105,3473350,,16601355,12524898,27605037,2659664,1217401,5526082,6445345,4787844432,349074442,0,10733928,,22060336,34242602,59647805,5348080,,3763078189,70800000,7850000,,77428307,89195921,2527940,8676466,10825805,4511489821,140287499,26107246,86097560,23862306,,,276354611,0,276354611,0,0,0,19.70
5880,合庫金,2025Q1,twse,71679557,375938140,172341004,525600535,763071656,,1993221,53032357,2924730,,,3059926652,191328,147360,,86030445,11344712,31971319,1676718,4833485,1422215,4953680,5169079114,467475135,,4761764,,72113689,41700702,56363895,1592001,,4047787125,79140000,7058511,,40551781,77107699,1649335,5790384,1267403,4904359424,152242106,45652306,69513388,-8398862,,,259008938,5710752,264719690,,0,0,17.01
