stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益－具證券性質之虛擬通貨,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
2855,統一證,2020Q2,twse,100428102,8002590,108430692,81990583,178882,82169465,13998378,,91261,11340616,764947,0,26195202,,,66025,26261227,0,0,0,19.09
6005,群益證,2020Q2,twse,138163820,16603821,154767641,116854623,2185171,119039794,21709081,,2743205,6879207,1726879,0,33058372,,,2669475,35727847,,0,0,15.23
6024,群益期,2020Q2,twse,46812328,545498,47357826,41223953,23665,41247618,2104376,,1873598,2155642,-52435,,6081181,,,29027,6110208,,0,0,28.90
