stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1409,新纖,2019Q4,twse,99117241,58065591,157182832,106686622,12319271,119005893,16184093,1567399,9459191,2642440,-29834,29823289,,8353650,38176939,,0,4680487,18.48
1718,中纖,2019Q4,twse,538261854,173642382,711904236,631868016,19433814,651301830,16213672,1710808,5012171,295021,-1227909,22003763,0,38598643,60602406,,0,330985968,17.05
2207,和泰車,2019Q4,twse,172608940,82925115,255534055,159822615,20102813,179925428,5461792,2816734,49094707,1213203,,58586436,,17022191,75608627,0,0,0,107.27
2905,三商,2019Q4,twse,187578588,1096021364,1283599952,15229734,1224519214,1239748948,8266827,1913534,10121738,-1740041,-532672,18029386,0,25821618,43851004,0,0,47752000,23.15
