stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
2855,統一證,2019Q2,twse,88873857,5843267,94717124,68684728,201109,68885837,13723900,91261,11127619,819838,0,25762618,,,68669,25831287,0,0,0,18.77
6005,群益證,2019Q2,twse,110331995,16941318,127273313,88958333,2346596,91304929,23209081,2852299,6238472,1555808,0,33855660,,,2112724,35968384,0,0,0,14.59
6024,群益期,2019Q2,twse,40337849,555661,40893510,36084288,22490,36106778,1764376,1047338,1957168,-11689,,4757193,,,29539,4786732,,0,0,26.96
