stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1101,台泥,2016Q1,twse,78482102,200347937,278830039,64818835,59260936,124079771,36921759,12309615,45794052,12684034,,107709460,,,47040808,154750268,,0,0,29.17
1102,亞泥,2016Q1,twse,48453008,207240042,255693050,58894214,50688489,109582703,33614472,1155643,91749522,871496,,127391133,,,18719214,146110347,,0,0,37.90
1103,嘉泥,2016Q1,twse,10270628,16545849,26816477,1515478,11316666,12832144,7747805,605621,8184726,-3079840,-1149426,12308886,,,1675447,13984333,,0,131226016,19.13
1104,環泥,2016Q1,twse,2976457,17239993,20216450,2470844,1382159,3853003,6282891,49272,8983685,899463,,16215311,,,148136,16363447,,0,0,25.81
1108,幸福,2016Q1,twse,5199696,2541416,7741112,2034747,760985,2795732,4047380,8,831498,31701,0,4910587,,,34793,4945380,,0,0,12.13
1109,信大,2016Q1,twse,2318190,6184521,8502711,969912,1178998,2148910,3789007,22299,1478347,122286,0,5411939,,,941862,6353801,0,0,0,14.28
1110,東泥,2016Q1,twse,2088707,7401560,9490267,253395,320232,573627,5720008,184834,2130538,759833,-12185,8783028,,,133612,8916640,,0,2112865,15.41
1201,味全,2016Q1,twse,21407304,14657015,36064319,22909717,4763759,27673476,5060629,688,406310,184117,,5651744,,,2739099,8390843,0,0,0,11.17
1203,味王,2016Q1,twse,3428134,4823601,8251735,1325255,1651229,2976484,2400000,112965,1741290,87936,-38464,4303727,,,971524,5275251,0,0,2293865,18.11
1210,大成,2016Q1,twse,19608669,19021953,38630622,15760007,3108048,18868055,7363944,2433202,3345472,1281147,-306199,14117566,,,5645001,19762567,,0,52894691,20.65
