stock_id,name,period,market,現金及約當現金,存放央行及拆借金融同業,透過損益按公允價值衡量之金融資產,備供出售金融資產－淨額,避險之衍生金融資產,附賣回票券及債券投資,應收款項－淨額,當期所得稅資產,待出售資產－淨額,貼現及放款－淨額,再保險合約資產－淨額,持有至到期日金融資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,投資性不動產－淨額,不動產及設備－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及金融同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,附買回票券及債券負債,應付商業本票－淨額,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,負債準備,其他金融負債,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,共同控制下前手權益,歸屬於母公司業主之權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
2880,華南金,2015Q4,twse,39189783,257536539,63497701,94537729,1679,478215,34978290,858262,,1479452609,3239368,269363346,63224,,59583095,9591967,32481139,496292,2270567,2668769,2350288574,85215804,,18565366,35281,27460217,12541697,30454649,1968250,,1917853865,48845006,975000,,17808362,24310651,6125912,5059187,2197219247,99063042,17758986,35132790,1112981,,,153067799,1528,153069327,,0,0,15.45
2881,富邦金,2015Q4,twse,208836603,216023430,177305204,1638251176,1156569,102275630,143813875,1624664,50840,1677221207,15821690,320507861,24068390,,1107998645,171286794,54572490,30298621,11710969,84643156,5987467814,141766219,4577611,111348712,2188523,122117688,1279520,73109007,5718154,,2040556450,151622704,1250000,,2747161664,173721796,14247518,20725715,5611391281,102336040,74460529,211603298,-20778140,,,367621727,8454806,376076533,0,0,0,35.92
2882,國泰金,2015Q4,twse,191780120,100169436,296117926,1486393125,447326,55880471,141665344,4323586,0,1766476353,7000785,81708446,25500488,,2790400892,381149809,97488736,56943768,14425707,71102715,7568975033,41226909,0,137471418,0,55523982,35677634,43680334,946549,,1854495831,71800000,,,4262002527,549564053,34775271,20748323,7107912831,125632102,88781174,230195428,10448290,0,0,455056994,6005208,461062202,0,0,0,36.22
2883,凱基金,2015Q4,twse,25090329,87125284,157780085,70643015,,52622253,100754149,990101,,217780328,,402564,10775665,29776730,59869095,2048311,14717160,8584490,5561925,22197691,866719175,10024399,,39898179,0,119611868,13139202,57152044,911029,,325312132,28618692,21809459,,1419454,65475084,1460166,13116729,697948437,151125441,654803,18507160,-2746831,-2376747,,165163826,3606912,168770738,,137038,323231938,11.17
2884,玉山金,2015Q4,twse,36710732,67401915,349603244,131281637,0,896844,78562234,104,0,1021994720,0,5289839,0,0,43697797,461799,26792354,5953922,500739,6136051,1775283931,71170130,0,35875595,0,8034391,2279200,21441650,1144949,0,1456393949,50750000,1269940,0,499097,1319959,1288004,2156169,1653623033,79517000,20501164,18253944,2654998,0,0,120927106,733792,121660898,0,0,0,15.21
2885,元大金,2015Q4,twse,41773169,80771635,364746108,136286218,,27052332,118698145,2071128,0,485843127,389969,83479054,2054034,2222031,127723229,6396805,17311422,26198945,5868618,22259233,1551145202,32744363,,96786712,,154992859,4762459,140516925,3626180,,625561930,58044635,29166061,,129403232,53530171,4150542,20495083,1353781152,107129605,35845672,31461740,7870765,-197606,,182110176,15253874,197364050,0,0,15621000,17.02
2886,兆豐金,2015Q4,twse,152871868,499296918,182036664,346461364,,7079210,175747221,2307563,0,1773269054,3308814,201233939,2976409,,17189576,1368553,21834486,299644,4716552,6520471,3398518306,428405839,45459095,22980692,,192936650,19945870,63623826,10517577,,2230143429,41878505,2280000,,22917606,10720861,2195423,11057625,3105062998,135998240,68194233,88373007,838599,0,,293404079,51229,293455308,0,0,0,21.57
2887,台新新光金,2015Q4,twse,22250463,46840901,119742250,290124810,0,2978852,104718618,389782,,834605345,,5110,34986174,,11074488,891781,18234698,2022001,3517778,27847591,1520230642,64689878,,49915794,,80211187,2672740,21115147,625188,,1040466391,75000000,9455210,,1020107,47180126,57347,2861598,1395270713,95855246,10220503,18825174,-71305,,0,124829618,130311,124959929,,467500,0,13.02
2889,國票金,2015Q4,twse,2734098,120050,127070694,102316875,,9998,15740911,851436,,,,987991,1588668,,4884159,,1920318,366123,110489,1479000,260180810,,12947067,269914,,193195917,7900802,7458154,190741,,,,,,1447804,1438599,30732,920019,225799749,27664862,7544,2842712,645859,-807476,,30353501,4027560,34381061,0,0,90000000,11.34
2890,永豐金,2015Q4,twse,28056696,92897887,115223185,198608674,,11121490,108175419,260197,,879165818,,69118675,449707,,46102980,2383510,12960235,2702649,2940812,17436717,1587604651,61329958,,30188309,42569,44552287,31704540,30997414,356048,,1148614361,43428046,21306475,18437,3342224,30376080,1716199,7916877,1455889824,101679807,2227009,25256910,2491658,0,,131655384,59443,131714827,,0,0,12.95
