stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1259,安心,2016Q3,tpex,2133118,503970,2637088,914215,30685,944900,323895,809816,540040,-7456,-8034,1658261,,,33927,1692188,0,0,93000,51.34
1264,德麥,2016Q3,tpex,1867600,829976,2697576,379173,44284,423457,306327,737569,915598,-17855,,1941639,,,332480,2274119,0,0,0,63.38
1336,台翰,2016Q3,tpex,1173743,1299275,2473018,1143629,139676,1283305,627532,670434,-72194,-36059,0,1189713,,,,1189713,,0,0,18.96
1565,精華,2016Q3,tpex,4127077,2465156,6592233,1357117,536697,1893814,504165,526000,3664478,3776,,4698419,,,,4698419,0,0,0,93.19
1569,濱川,2016Q3,tpex,2118610,2314704,4433314,2100397,442157,2542554,937847,681949,300374,-29410,,1890760,,,,1890760,0,0,0,20.16
1570,力肯,2016Q3,tpex,628509,248770,877279,256975,8482,265457,515008,0,98090,-1276,0,611822,,,0,611822,0,0,0,11.88
1580,新麥,2016Q3,tpex,1980732,862638,2843370,894212,157590,1051802,485316,74943,1225364,-44072,,1741551,,,50017,1791568,0,0,0,35.88
1584,精剛,2016Q3,tpex,907811,1225220,2133031,432247,607565,1039812,824705,291652,2771,-25909,0,,,,,1093219,,0,0,13.26
1586,和勤,2016Q3,tpex,1472229,1139348,2611577,1258074,329606,1587680,545694,270494,242525,-34816,0,1023897,,,,1023897,,0,0,18.76
1591,駿吉-KY,2016Q3,tpex,230207,401468,631675,186084,82582,268666,301498,22159,148712,-109360,,363009,,,,363009,0,0,0,12.04
1593,祺驊,2016Q3,tpex,688148,304620,992768,219841,13458,233299,303006,277906,194986,-19730,0,756168,,,3301,759469,0,0,0,24.96
1595,川寶,2016Q3,tpex,1617279,800988,2418267,314916,280535,595451,406218,253563,1161517,1518,,1822816,,,,1822816,,0,0,44.87
1599,宏佳騰,2016Q3,tpex,1596417,703681,2300098,912097,26085,938182,517276,487161,425406,-67927,,1361916,,,,1361916,0,0,0,26.33
