stock_id,name,period,market,現金及約當現金,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,待分配予業主之資產－淨額,貼現及放款－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,使用權資產－淨額,投資性不動產投資－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債－淨額,附買回票券及債券負債,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付金融債券,應付公司債,特別股負債,其他金融負債,負債準備,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值
2801,彰銀,2020Q3,twse,27320897,182923562,22100432,116511902,307367941,262399,,22373312,408715,,,1463346239,,,40308381,20681516,1574792,13867596,682358,3311995,1844482,2224886519,102809584,10998230,5536030,,1753032,29130671,767325,,1836093649,54579773,,,2313623,5158767,1402252,8279160,2481193,2061303289,103847236,,,56245911,3490083,0,163583230,,,,163583230,,0,0,15.75
2812,台中銀,2020Q3,twse,11880929,33525924,25367651,38955524,112351823,,12217335,11552013,3363,,,450373747,165101,949768,4746,12237584,1037456,18036,190345,870696,2129018,713831059,7026107,7738085,473634,,3224876,7885296,73096,,617160528,11500000,,,1685164,1368104,1062110,111021,885599,660193620,39016943,,726981,12636479,1257036,0,53637439,0,,0,53637439,0,0,0,13.75
2820,華票,2020Q3,twse,240646,0,111285730,103633938,,,7322042,925082,268510,,,,,,566664,154205,3666,,,67734,59025,224527242,14951101,,12593,,177712119,616567,62729,,,,,,4498756,1390141,3555,131195,470844,199849600,13429600,,8804,10101588,1137650,,,,,,24677642,,0,0,18.38
2834,臺企銀,2020Q3,twse,32329346,83347122,29046139,114714511,230816898,,10644096,41556291,122855,,,1184757119,,,14372,14489846,1015074,,372622,2037942,10023917,1755288150,114740534,17058790,8961099,,3028033,51605359,1500,,1388929286,59250000,,,5908558,3158910,991305,895743,3402899,1657932016,74885834,0,815900,18171949,3482451,0,97356134,0,,0,97356134,0,0,0,13.00
2836,高雄銀,2020Q3,twse,3184787,10210151,867458,21944791,47321160,,4396120,1244136,0,,,175816694,,,206695,3139858,313026,,131764,156064,190135,269122839,12221961,660470,22664,,6633109,3816185,15450,,223313125,5500000,,,0,388160,309222,,167377,253047723,10809165,,1243348,3612300,410303,,,,,,16075116,0,0,0,14.87
2838,聯邦銀,2020Q3,twse,9514362,20818524,49843593,52246547,90275206,,68776792,22619979,370824,,,413118035,1546351,,4765748,7908170,1738148,5321816,2150218,757962,9317934,761090209,27424627,2704810,543519,,56629335,6269225,331778,,583937789,10200000,1464440,,6731105,328359,1714578,1600589,3450043,703330197,32933688,,8040035,12034737,4749816,,57758276,,,1736,57760012,,0,0,17.54
2845,遠東銀,2020Q3,twse,6057389,37139627,32920889,148098669,1884531,,6242852,20635713,,,,400260976,1873937,,6901361,2977280,878561,,1655007,336712,304158,668167662,2978638,16840,4268431,,5089096,6543926,197808,,557348476,25001900,,,15528277,1243460,891003,,637227,619745082,34481044,,456426,12527922,957188,,48422580,,,,48422580,,0,0,14.04
2849,安泰銀,2020Q3,twse,2451232,13417305,12740037,45187367,32723767,,889159,4460886,3883,,,196839063,,,0,676358,685761,,185708,469265,1351566,312081357,8829026,30700,640074,,0,2531354,27908,,260270858,,,0,4559872,514637,689955,24079,96089,278214552,19579101,,404990,13290886,591828,,,,,,33866805,,0,0,17.30
2897,王道銀行,2020Q3,twse,8560396,19576030,171739616,169792092,,,7322042,14441372,376882,,,191333494,863564,,1395559,2702314,421007,,2222939,773271,956711,592477289,46438619,,535931,,179908518,2451471,187191,,272812288,16400000,,,17230236,2023194,433009,567532,2341929,541329918,27130063,,10510,6049506,-151771,-38304,33000004,,,18147367,51147371,,5737000,0,12.19
5876,上海商銀,2020Q3,twse,93864262,206877812,14159546,509058413,123253823,,221447,17894667,212084,,,1172894216,1897827,,1701520,20961790,2250066,5785470,1696039,910514,6775077,2180414573,57954062,,5381518,,36464580,43114793,2108148,,1722766601,82705853,,,8466829,2813747,2326234,9745536,3633068,1977480969,44816031,,16443359,85899752,5736557,-83144,152812555,,,50121049,202933604,,11397439,0,34.18
