stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1409,新纖,2018Q1,twse,90588226,56247145,146835371,102170933,8381123,110552056,16184093,1575732,7693820,2683500,-29834,28107311,,8176004,36283315,,0,4680487,17.42
1718,中纖,2018Q1,twse,538607121,154180649,692787770,610969254,26569911,637539165,14294934,1677818,7227158,-186322,-1227909,21785679,,33462926,55248605,,0,291816145,19.15
2207,和泰車,2018Q1,twse,148401874,64019346,212421220,119050100,35256860,154306960,5461792,263060,42968847,797612,,49491311,,8622949,58114260,0,0,0,90.61
2905,三商,2018Q1,twse,131859035,968506730,1100365765,16053708,1047002609,1063056317,7654587,1012858,7526356,-351367,-532672,15309762,0,21999686,37309448,0,0,44215000,21.23
