stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1259,安心,2015Q3,tpex,2061333,496962,2558295,872721,31252,903973,323895,809816,464190,-8446,,1589455,,,64867,1654322,0,0,0,49.07
1264,德麥,2015Q3,tpex,2059843,773528,2833371,613891,41047,654938,306327,737569,824602,7256,,1875754,,,302679,2178433,0,0,0,61.23
1336,台翰,2015Q3,tpex,1009002,1727652,2736654,1066969,236284,1303253,627532,822855,-73403,56417,0,1433401,,,,1433401,,0,0,22.84
1565,精華,2015Q3,tpex,3338433,2659993,5998426,1185261,623192,1808453,504165,526000,3151003,8805,,4189973,,,,4189973,0,0,0,83.11
1569,濱川,2015Q3,tpex,2110057,2570265,4680322,1603583,1102328,2705911,937847,681949,174281,180334,,1974411,,,,1974411,0,0,0,21.05
1570,力肯,2015Q3,tpex,529253,252579,781832,163412,12717,176129,515008,0,89718,977,0,605703,,,0,605703,0,0,0,11.76
1580,新麥,2015Q3,tpex,2114669,948648,3063317,1139433,178501,1317934,485316,74811,1031686,88889,,1680702,,,64681,1745383,,0,0,34.63
1584,精剛,2015Q3,tpex,835808,2307622,3143430,863238,908043,1771281,1034705,409889,-25985,-29084,-17376,,,,,1372149,,0,1000000,13.39
1586,和勤,2015Q3,tpex,1514891,1118891,2633782,1160751,495302,1656053,451063,223957,281272,71144,-49707,977729,,,0,977729,0,0,2276000,22.83
1591,駿吉-KY,2015Q3,tpex,252680,405853,658533,247223,100483,347706,301498,22159,106121,-118951,,310827,,,,310827,0,0,0,10.31
1593,祺驊,2015Q3,tpex,709768,341425,1051193,185407,70921,256328,303006,282451,175279,14183,0,774919,,,19946,794865,0,0,0,25.57
1595,川寶,2015Q3,tpex,1756448,810611,2567059,385805,301231,687036,386875,253563,1222706,16879,,1880023,,,,1880023,,0,0,48.60
1599,宏佳騰,2015Q3,tpex,1389963,668135,2058098,839714,24829,864543,449805,487161,304241,-47652,,1193555,,,,1193555,0,0,0,26.53
1742,台蠟,2015Q3,tpex,583564,512338,1095902,380291,56576,436867,646906,,5791,6338,,659035,,,0,659035,0,0,0,10.19
1777,生泰,2015Q3,tpex,764825,372123,1136948,128068,73303,201371,300595,314322,323673,-3013,,,,,,935577,0,0,0,31.12
1781,合世,2015Q3,tpex,550328,255898,806226,221634,1608,223242,474076,126797,-33563,15674,,582984,,,,582984,0,0,0,12.30
1784,訊聯,2015Q3,tpex,780192,1133250,1913442,160016,346595,506611,496889,622539,41427,-5322,-10799,1144734,,,262097,1406831,0,0,377000,23.21
1785,光洋科,2015Q3,tpex,13715486,10152649,23868135,15601921,3267915,18869836,4085643,3048106,-2372936,195552,-244773,4711592,,,286707,4998299,0,0,10807000,11.85
1788,杏昌,2015Q3,tpex,1806318,571372,2377690,879290,11713,891003,350000,661626,471415,3646,,1486687,,,0,1486687,0,0,0,42.48
1799,易威,2015Q3,tpex,588834,441868,1030702,48730,4645,53375,654114,635167,-372211,6101,,923171,0,,54156,977327,,0,0,14.11
1813,寶利徠,2015Q3,tpex,457578,658599,1116177,81676,29909,111585,466355,262855,283045,-7663,,1004592,,,0,1004592,0,0,0,21.54
1815,富喬,2015Q3,tpex,3299982,9372708,12672690,2123737,3945120,6068857,4175573,1733399,901339,-46856,-159622,6603833,,,,6603833,,0,14671000,16.39
2035,唐榮公司,2015Q3,tpex,4102179,14849218,18951397,4080394,9197359,13277753,3500000,0,2078711,94933,0,5673644,,,0,5673644,0,0,0,16.21
2061,風青,2015Q3,tpex,820883,216028,1036911,397947,4909,402856,621481,90620,-76723,,-1323,634055,,,0,634055,0,0,73000,10.21
2063,世鎧精密,2015Q3,tpex,582890,575959,1158849,338601,224123,562724,432689,28778,133552,1106,,596125,,,,596125,0,0,0,13.78
2064,晉椿,2015Q3,tpex,1571707,1104751,2676458,917016,314343,1231359,700000,93653,651446,,,,,,,1445099,0,0,0,20.64
2066,世德,2015Q3,tpex,951242,337418,1288660,286401,9217,295618,360402,144968,487672,,,,,,,993042,0,0,0,27.55
2067,嘉鋼,2015Q3,tpex,706533,654149,1360682,654425,246757,901182,303662,95200,133,29043,,428038,,,31462,459500,,0,0,14.10
2221,大甲,2015Q3,tpex,699942,471487,1171429,279659,297439,577098,424250,52151,116536,-4954,-5504,582479,0,,11852,594331,0,0,365000,13.85
2230,泰茂,2015Q3,tpex,515010,321050,836060,216020,81509,297529,396173,59878,67557,14923,,538531,,,,538531,,0,0,13.59
2235,謚源,2015Q3,tpex,458556,1001690,1460246,500689,23355,524044,318780,203150,414272,0,,,,,,936202,,0,0,29.37
2596,綠意,2015Q3,tpex,2262839,153600,2416439,827071,151,827222,827315,113303,439318,0,0,1379936,,,209281,1589217,,0,0,16.68
2640,大車隊,2015Q3,tpex,990391,1484695,2475086,1233453,58115,1291568,442244,452542,286658,,,1181444,,,2074,1183518,0,0,0,26.71
2641,正德,2015Q3,tpex,181491,3982469,4163960,582402,2048971,2631373,1195438,52057,174936,110156,,1532587,,,,1532587,0,0,0,12.82
2643,捷迅,2015Q3,tpex,693008,153895,846903,336483,78506,414989,216020,,176303,39591,,431914,,,,431914,,0,0,19.99
2718,全心投控,2015Q3,tpex,275783,601694,877477,94678,199526,294204,225760,82463,276328,-1278,,,,,,583273,,0,0,25.84
2719,燦星旅,2015Q3,tpex,863997,93514,957511,450625,2783,453408,362920,107692,33249,242,,504103,,,,504103,0,0,0,13.89
2724,藝舍-KY,2015Q3,tpex,446145,1867888,2314033,1227375,367858,1595233,381723,324585,-15606,28098,,718800,,,,718800,,0,0,18.83
2726,雅茗-KY,2015Q3,tpex,952962,306934,1259896,436703,290818,727521,273503,94513,99005,43909,,510930,,,21445,532375,,0,0,18.68
2729,瓦城,2015Q3,tpex,1189231,1005668,2194899,367646,30088,397734,232660,1210890,344028,9587,,1797165,,,,1797165,0,0,0,77.24
2732,六角,2015Q3,tpex,848812,385414,1234226,357234,41860,399094,279515,407858,189718,-14857,-75889,786345,,,48787,835132,0,0,811000,28.97
2734,易飛網,2015Q3,tpex,824808,307472,1132280,271308,289525,560833,302598,216714,50838,1297,,571447,,,,571447,,0,0,18.88
2736,富野,2015Q3,tpex,604292,1065507,1669799,249265,265839,515104,444743,305317,404635,,,1154695,,,,1154695,0,0,0,25.96
2740,華軒,2015Q3,tpex,131432,208621,340053,120405,11134,131539,145322,14546,48342,304,,208514,,,,208514,0,0,0,14.35
2916,滿心,2015Q3,tpex,1088731,260973,1349704,393751,82242,475993,546269,127250,182146,18046,,873711,,,,873711,0,0,0,15.99
2924,宏太-KY,2015Q3,tpex,899425,268166,1167591,267697,5769,273466,351051,383603,103893,55578,,894125,,,,894125,,0,0,25.47
2926,誠品生活,2015Q3,tpex,2457888,1617554,4075442,2047158,574278,2621436,451330,616351,378013,8312,,1454006,,,,1454006,,0,0,32.22
3064,泰偉,2015Q3,tpex,364701,688100,1052801,346674,8742,355416,726051,110766,-207247,65650,-16624,678596,,,18789,697385,0,0,500000,9.41
3066,李洲,2015Q3,tpex,546102,984722,1530824,526891,103501,630392,830706,3952,-367486,95612,,562784,,,337648,900432,,0,0,6.77
3067,全域,2015Q3,tpex,257810,108918,366728,83052,13092,96144,290252,1360,-34606,13578,0,270584,,,0,270584,0,0,0,9.32
3071,協禧,2015Q3,tpex,1945032,638102,2583134,1047791,25108,1072899,1460679,33039,-67034,83551,,1510235,,,0,1510235,0,0,0,10.34
3073,天方能源,2015Q3,tpex,281225,293906,575131,70807,170982,241789,466637,14339,-140545,684,-7773,333342,,,,333342,,0,199992,7.17
3078,僑威,2015Q3,tpex,4267332,1618865,5886197,1923355,151408,2074763,2273911,214286,1095364,227873,0,3811434,,,0,3811434,0,0,0,16.76
3081,聯亞,2015Q3,tpex,2641686,936071,3577757,293980,4456,298436,699098,1527434,1052789,0,,,,,,3279321,0,0,0,46.91
3083,網龍,2015Q3,tpex,1278923,194035,1472958,191831,684,192515,857044,421551,-8215,2933,0,1273313,,,7130,1280443,0,0,0,14.86
3085,新零售,2015Q3,tpex,372211,25763,397974,91282,0,91282,712267,0,-405575,0,0,306692,,,0,306692,0,0,0,4.31
3086,華義*,2015Q3,tpex,401086,497952,899038,248213,283659,531872,598117,27925,-267088,7692,,366646,,,520,367166,,560742,0,6.08
3088,艾訊,2015Q3,tpex,2094758,693997,2788755,916326,238622,1154948,792684,136371,630477,33619,0,1593151,,,40656,1633807,0,224000,0,20.16
3093,港建*,2015Q3,tpex,856150,314457,1170607,223493,32764,256257,362888,49699,397246,4942,,814775,,,99575,914350,0,0,0,22.45
3095,及成,2015Q3,tpex,2121966,3254455,5376421,4119482,509519,4629001,1092763,43425,-542166,-38821,0,555201,,,192219,747420,0,0,0,5.08
3105,穩懋,2015Q3,tpex,6717999,15550869,22268868,3561842,2389348,5951190,5955077,3801463,6339307,221831,,16317678,,,0,16317678,0,0,0,27.40
3114,好德,2015Q3,tpex,1255349,277831,1533180,690473,7365,697838,500137,52062,238359,44784,0,835342,,,,835342,,0,0,16.70
3115,富榮綱,2015Q3,tpex,561782,172515,734297,310360,3796,314156,436976,0,-34945,18110,,420141,,,,420141,,0,0,9.61
3118,進階,2015Q3,tpex,458649,180812,639461,132898,5138,138036,324529,55945,120951,,,,,,,501425,0,0,0,15.45
3122,笙泉,2015Q3,tpex,422841,210568,633409,120612,6513,127125,395309,39246,83992,1157,-13420,506284,,,0,506284,,0,1195000,13.21
3128,昇銳,2015Q3,tpex,545019,409144,954163,294697,73566,368263,420000,117415,30661,-79,,567997,,,17903,585900,,0,0,13.52
3131,弘塑,2015Q3,tpex,2318231,828757,3146988,1392858,227304,1620162,246838,601772,679121,-905,0,1526826,,,0,1526826,0,0,0,61.86
