stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1240,茂生農經,2018Q3,tpex,964304,652784,1617088,410684,28502,439186,330000,134278,258617,455007,,,,,,1177902,,0,0,35.69
1259,安心,2018Q3,tpex,2311779,615134,2926913,1130146,26239,1156385,323895,809816,638635,-21297,-10123,1740926,,,29602,1770528,0,0,117000,53.94
1264,德麥,2018Q3,tpex,2133446,913372,3046818,378239,60954,439193,336960,706936,1157573,-36534,,2164935,,,442690,2607625,0,0,0,64.25
1268,漢來美食,2018Q3,tpex,1495203,1124565,2619768,1078384,79443,1157827,392987,1006818,378736,24971,-341571,1461941,,,,1461941,,0,2500000,39.73
1336,台翰,2018Q3,tpex,1242496,1290107,2532603,871001,32780,903781,841524,762908,107697,-83307,,1628822,,,,1628822,,0,0,19.36
1565,精華,2018Q3,tpex,4050332,4303023,8353355,2052530,918841,2971371,504165,526000,4350803,1016,,5381984,,,,5381984,0,0,0,106.75
1569,濱川,2018Q3,tpex,3013977,2987694,6001671,2352413,964197,3316610,1127133,1039658,551699,-140716,,2577774,,,107287,2685061,0,0,0,22.87
1570,力肯,2018Q3,tpex,647241,240881,888122,168853,6483,175336,515008,0,200420,-2642,0,712786,,,0,712786,0,0,0,13.84
1580,新麥,2018Q3,tpex,2039296,980782,3020078,905285,168036,1073321,502302,74943,1421592,-112073,,1886764,,,59993,1946757,0,0,0,37.56
1584,精剛,2018Q3,tpex,684087,1416334,2100421,697558,481986,1179544,824705,286822,-88965,-141372,,881190,,,39687,920877,,0,0,10.68
1586,和勤,2018Q3,tpex,2184786,1154313,3339099,1634719,169728,1804447,764888,512998,365180,-99177,-9237,1534652,,,,1534652,,0,242000,20.13
1591,駿吉-KY,2018Q3,tpex,344170,361821,705991,255949,43232,299181,331648,22159,178565,-125562,,406810,,,,406810,0,0,0,12.27
1593,祺驊,2018Q3,tpex,701771,321935,1023706,176958,6973,183931,319484,285787,269372,-41281,0,833362,,,6413,839775,0,0,0,26.08
1595,川寶,2018Q3,tpex,2490360,1126830,3617190,872107,354146,1226253,471481,545756,1381102,-7402,,2390937,,,,2390937,,0,0,50.71
1599,宏佳騰,2018Q3,tpex,1749032,795240,2544272,1051991,30213,1082204,620025,487161,508018,-38431,-114705,1462068,,,,1462068,0,0,2783000,24.69
1742,台蠟,2018Q3,tpex,592813,451964,1044777,424547,51563,476110,550500,23080,174,6347,-11434,568667,,,,568667,0,0,598000,10.44
1777,生泰,2018Q3,tpex,1073703,712672,1786375,687714,39446,727160,300595,314322,446503,-2205,,,,,,1059215,0,0,0,35.24
1781,合世,2018Q3,tpex,446813,237569,684382,322342,1556,323898,474076,0,-102404,-11188,,360484,,,,360484,0,0,0,7.60
1784,訊聯,2018Q3,tpex,831249,988344,1819593,168910,275860,444770,496889,614324,33133,-6180,-14181,1123985,,,250838,1374823,0,0,529000,22.86
1785,光洋科,2018Q3,tpex,11489239,8348414,19837653,10152228,4418651,14570879,3985012,613596,629968,-140685,-1743,5086148,,,180626,5266774,0,0,70000,12.77
1788,杏昌,2018Q3,tpex,1916187,894984,2811171,1215814,14457,1230271,350000,658219,575713,-3032,,1580900,,,0,1580900,0,0,0,45.17
1796,金穎生技,2018Q3,tpex,284184,270793,554977,107473,40749,148222,282067,98856,28520,-2688,,406755,,,,406755,0,267000,0,14.68
1799,易威,2018Q3,tpex,435300,749542,1184842,226754,22193,248947,988427,12324,-201269,6936,,806418,,,129477,935895,0,0,0,8.16
1813,寶利徠,2018Q3,tpex,434496,700342,1134838,88167,36708,124875,466355,263085,215574,-10022,,934992,,,74971,1009963,0,0,0,20.05
1815,富喬,2018Q3,tpex,4156423,10332367,14488790,2154299,4895885,7050184,4337844,1805643,1679005,-271010,-112876,7438606,,,,7438606,,0,10000000,17.55
