stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益－具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1409,新纖,2024Q4,twse,146262124,68029821,214291945,135661949,29003386,164665335,16184093,,2165692,14860762,4903427,-29834,38084140,,11542470,49626610,,0,4680487,23.60
1718,中纖,2024Q4,twse,745922400,250658203,996580603,883413218,29109861,912523079,16859057,,1712237,2633385,1221655,-1135056,21291278,,62766246,84057524,,0,344225645,15.87
2207,和泰車,2024Q4,twse,370575705,139983867,510559572,361071093,35366483,396437576,5571028,,2871305,63147078,6694406,,78283817,,35838179,114121996,0,0,0,140.52
2905,三商,2024Q4,twse,125547721,1532253813,1657801534,20473141,1587149068,1607622209,11224957,0,4456229,4899582,-3327357,-592930,16660481,0,33518844,50179325,0,0,57093000,15.64
