stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益－具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1409,新纖,2020Q4,twse,116205250,57749070,173954320,114241019,17548056,131789075,16184093,,1951573,11423081,2127001,-29834,31655914,,10509331,42165245,,0,4680487,19.62
1718,中纖,2020Q4,twse,573571299,189519767,763091066,678322996,18367919,696690915,16213672,0,1663531,5921888,335721,-1136802,22998010,0,43402141,66400151,,0,331289968,17.83
2207,和泰車,2020Q4,twse,200152277,90099683,290251960,184721570,21645048,206366618,5461792,,2818336,55264500,1933076,,65477704,,18407638,83885342,0,0,0,119.88
2905,三商,2020Q4,twse,237423940,1127988919,1365412859,15938752,1302659726,1318598478,9093510,0,2032125,12123192,-3087013,-532672,19629142,0,27185239,46814381,0,0,52528000,22.91
