nA,nB,r,cagr,mdd,end_value,cost_sum,held_mean,held_max,overlap_mean,maxw,maxw_date
5,5,33,0.33667868851293714,-0.46395618987504117,15480963.42795332,0.010794435163897362,8.362300043233896,10,0.7297881539126675,0.33391164608567814,2017-05-19
5,5,34,0.2965217807429703,-0.4405392401029012,11607362.239450347,0.009365920653614069,8.377864245568526,10,0.7142239515780372,0.3339116460856781,2017-05-19
5,5,35,0.33127091051389534,-0.4507567344481792,14899670.286306191,0.01091306002583705,8.38780804150454,10,0.7042801556420234,0.33391164608567814,2017-05-19
5,5,36,0.3348070099218232,-0.4624108384353926,15277518.623078208,0.012203166237880314,8.377864245568526,10,0.7142239515780372,0.33391164608567814,2017-05-19
5,5,37,0.33242917171945474,-0.44054755146325,15022505.104324114,0.011593435334847363,8.38780804150454,10,0.7042801556420234,0.33391164608567814,2017-05-19
5,5,38,0.29763411260783257,-0.425199827884615,11701718.48594918,0.009834045687795626,8.413316039775184,10,0.6787721573713792,0.33391164608567814,2017-05-19
5,5,39,0.3116334712568314,-0.4491732810062855,12949293.862373533,0.00925585148157566,8.40337224383917,10,0.688715953307393,0.3339116460856781,2017-05-19
5,5,40,0.30053238840697905,-0.4500205903934823,11950801.332256708,0.00838571851806905,8.40337224383917,10,0.688715953307393,0.33391164608567814,2017-05-19
5,5,41,0.31117856193750026,-0.4462921403109598,12906955.665179279,0.008457110473931813,8.362300043233896,10,0.7297881539126675,0.33391164608567814,2017-05-19
5,5,42,0.2989001456578766,-0.4507567344481792,11809946.799699645,0.009980538759946138,8.40337224383917,10,0.688715953307393,0.33391164608567814,2017-05-19
5,5,43,0.2994442440097287,-0.4364778955730665,11856733.998022823,0.009195864197554946,8.454388240380458,10,0.6376999567661046,0.33391164608567814,2017-05-19
5,5,44,0.3433207940987544,-0.44055247651054175,16222633.571517257,0.012123895290893583,8.38780804150454,10,0.7042801556420234,0.33391164608567814,2017-05-19
5,5,45,0.3308699871875975,-0.4498601846292682,14857361.637332555,0.009260898037381608,8.40337224383917,10,0.688715953307393,0.3339116460856781,2017-05-19
5,5,46,0.3444801866277052,-0.4495331390699417,16355300.938511463,0.013227631371798923,8.40337224383917,10,0.688715953307393,0.3339116460856781,2017-05-19
5,5,47,0.2840592677548093,-0.440539240102901,10595749.910071965,0.007226756973271536,8.40337224383917,10,0.688715953307393,0.33391164608567814,2017-05-19
5,5,48,0.3061970772911511,-0.44933379402464524,12451363.195639892,0.008919688754654806,8.38780804150454,10,0.7042801556420234,0.3339116460856781,2017-05-19
5,5,49,0.33088326303327453,-0.44788830213964287,14858760.889830269,0.012752311299644202,8.40337224383917,10,0.688715953307393,0.33391164608567814,2017-05-19
5,5,50,0.3079185464640908,-0.44053924010290113,12607151.120281091,0.009932631118626183,8.38780804150454,10,0.7042801556420234,0.33391164608567814,2017-05-19
5,5,51,0.3220907032906506,-0.4379384188769182,13957421.745716022,0.010994752182709231,8.40337224383917,10,0.688715953307393,0.3339116460856781,2017-05-19
5,5,52,0.3229483141172591,-0.44055247651054197,14043132.042756667,0.011133169889517614,8.40337224383917,10,0.688715953307393,0.3339116460856781,2017-05-19
5,5,53,0.303911125791106,-0.44054755146325014,12247152.204973772,0.010332313163067548,8.413316039775184,10,0.6787721573713792,0.33391164608567814,2017-05-19
5,5,54,0.30224595287659506,-0.4604797390861056,12100287.852282127,0.008299409010506386,8.362300043233896,10,0.7297881539126675,0.3339116460856781,2017-05-19
5,5,55,0.3385607974246647,-0.440539387581816,15687981.097375661,0.012872745805438634,8.428880242109814,10,0.6632079550367488,0.3339116460856781,2017-05-19
5,5,56,0.29250460865036443,-0.4251865799099018,11272233.90426201,0.008371656448011617,8.438824038045828,10,0.653264159100735,0.33391164608567814,2017-05-19
5,5,57,0.3446386379869979,-0.4604797390861056,16373507.405303365,0.012127819029845147,8.362300043233896,10,0.7297881539126675,0.3339116460856781,2017-05-19
5,5,58,0.3003321018897225,-0.46276203733157384,11933437.129001824,0.009622960881289121,8.377864245568526,10,0.7142239515780372,0.3339116460856781,2017-05-19
5,5,59,0.329576817897548,-0.4498601846292684,14721627.009155184,0.009704779567306854,8.413316039775184,10,0.6787721573713792,0.3339116460856781,2017-05-19
5,5,60,0.3502638347066016,-0.4495331390699415,17031715.165427182,0.011103803346646682,8.362300043233896,10,0.7297881539126675,0.33391164608567814,2017-05-19
5,5,61,0.3015942516210781,-0.46276203733157384,12043239.422196262,0.009088737385121878,8.377864245568526,10,0.7142239515780372,0.3339116460856781,2017-05-19
5,5,62,0.33810089840344637,-0.4495331390699414,15637168.507998865,0.012304037319646762,8.377864245568526,10,0.7142239515780372,0.33391164608567814,2017-05-19
5,5,63,0.30596659070220467,-0.4507567344481796,12430636.026219651,0.008271695288694376,8.362300043233896,10,0.7297881539126675,0.3339116460856781,2017-05-19
5,5,64,0.2813069397252761,-0.4363135352089827,10383263.699518526,0.00702379600943912,8.38780804150454,10,0.7042801556420234,0.33391164608567814,2017-05-19
5,5,65,0.30543572053185764,-0.45908195061615203,12383013.30581624,0.009033881225747858,8.377864245568526,10,0.7142239515780372,0.33391164608567814,2017-05-19
5,5,66,0.2721912446360346,-0.4405524765105418,9706441.187294388,0.009169581056291733,8.362300043233896,10,0.7297881539126675,0.33391164608567814,2017-05-19
5,5,67,0.30712563613304633,-0.4495331390699417,12535179.884354029,0.009152406324012822,8.377864245568526,10,0.7142239515780372,0.3339116460856781,2017-05-19
5,5,68,0.2998024398306922,-0.4604797390861054,11887625.767555926,0.008646909517950038,8.336792044963252,10,0.7552961521833117,0.33391164608567814,2017-05-19
5,5,69,0.29884931511680257,-0.45927777232387934,11805584.306831261,0.009510412718411831,8.362300043233896,10,0.7297881539126675,0.3339116460856781,2017-05-19
5,5,70,0.2880001186552472,-0.4405524765105419,10906762.390204893,0.0075752383128627815,8.377864245568526,10,0.7142239515780372,0.33391164608567814,2017-05-19
5,5,71,0.32571237803729347,-0.4405393875818161,14322586.603226596,0.010916823571164901,8.40337224383917,10,0.688715953307393,0.3339116460856781,2017-05-19
5,5,72,0.29834579505710335,-0.44055247651054175,11762447.837945739,0.00896106921458567,8.40337224383917,10,0.688715953307393,0.33391164608567814,2017-05-19
5,5,73,0.3371642736038789,-0.4493337940246449,15534138.953851882,0.011637103117437873,8.362300043233896,10,0.7297881539126675,0.33391164608567814,2017-05-19
5,5,74,0.29264377616721315,-0.4507567344481796,11283697.547967745,0.007777959309977099,8.38780804150454,10,0.7042801556420234,0.3339116460856781,2017-05-19
5,5,75,0.3068470419270528,-0.4405392401029009,12509979.669567125,0.008219448786903715,8.362300043233896,10,0.7297881539126675,0.33391164608567814,2017-05-19
5,5,76,0.3002573743407697,-0.43793841887691803,11926964.268906407,0.010495083874395768,8.428880242109814,10,0.6632079550367488,0.3339116460856781,2017-05-19
5,5,77,0.3070087125535925,-0.43793841887691765,12524598.050467206,0.008623577169003091,8.413316039775184,10,0.6787721573713792,0.33391164608567814,2017-05-19
5,5,78,0.27808751516812835,-0.4624108384353926,10139557.015016535,0.006529338985059897,8.377864245568526,10,0.7142239515780372,0.33391164608567814,2017-05-19
5,5,79,0.3440673217843879,-0.4251948985334073,16307946.706352731,0.01326942525568351,8.38780804150454,10,0.7042801556420234,0.33391164608567814,2017-05-19
5,5,80,0.33527508932836514,-0.462762037331574,15328171.749478957,0.012436510069478842,8.352356247297882,10,0.7397319498486814,0.3339116460856781,2017-05-19
5,5,81,0.34248773876495187,-0.46276203733157384,16127903.336658562,0.011624849330056948,8.352356247297882,10,0.7397319498486814,0.3339116460856781,2017-05-19
5,5,82,0.29207904480656555,-0.44053938758181604,11237243.51735437,0.00929802354258671,8.40337224383917,10,0.688715953307393,0.33391164608567814,2017-05-19
5,5,83,0.33222783774659304,-0.43793841887691803,15001088.633861521,0.009848303541533867,8.438824038045828,10,0.653264159100735,0.3339116460856781,2017-05-19
5,5,84,0.35722201810337184,-0.440539387581816,17878568.79354029,0.011561604913968269,8.38780804150454,10,0.7042801556420234,0.33391164608567814,2017-05-19
5,5,85,0.2916445551173681,-0.4624108384353926,11201619.453818487,0.007192626794317802,8.377864245568526,10,0.7142239515780372,0.33391164608567814,2017-05-19
5,5,86,0.305384674196834,-0.45908195061615276,12378442.705012204,0.009262003574973688,8.352356247297882,10,0.7397319498486814,0.33391164608567814,2017-05-19
5,5,87,0.3312142012696644,-0.4507567344481796,14893679.338345278,0.011488792890968595,8.413316039775184,10,0.6787721573713792,0.3339116460856781,2017-05-19
5,5,88,0.3416604818309117,-0.4251867275176961,16034322.192353684,0.010700253739009735,8.428880242109814,10,0.6632079550367488,0.3339116460856781,2017-05-19
5,5,89,0.3273047035943244,-0.45927777232387884,14485822.642995253,0.011577764819583352,8.40337224383917,10,0.688715953307393,0.33391164608567814,2017-05-19
5,5,90,0.28795026381147437,-0.45144596936840214,10902777.412356624,0.00980059129162331,8.38780804150454,10,0.7042801556420234,0.33391164608567814,2017-05-19
5,5,91,0.27974048766771764,-0.4498601846292678,10264038.63147058,0.007572668289184656,8.362300043233896,10,0.7297881539126675,0.33391164608567814,2017-05-19
5,5,92,0.33561955759985773,-0.42518672751769604,15365544.174017511,0.013220955447497556,8.454388240380458,10,0.6376999567661046,0.3339116460856781,2017-05-19
5,5,93,0.31498506463104836,-0.44054755146325003,13265072.28872488,0.00953036141447099,8.40337224383917,10,0.688715953307393,0.33391164608567814,2017-05-19
5,5,94,0.29917061711606263,-0.4405392401029012,11833184.056785462,0.007911918673411324,8.38780804150454,10,0.7042801556420234,0.33391164608567814,2017-05-19
5,5,95,0.3110936093067498,-0.44055247651054175,12899062.892286967,0.00996489022565512,8.38780804150454,10,0.7042801556420234,0.3339116460856781,2017-05-19
5,5,96,0.29946835447888476,-0.4251948985334072,11858811.09438595,0.008960285547262324,8.428880242109814,10,0.6632079550367488,0.33391164608567814,2017-05-19
5,5,97,0.35766030869296905,-0.44933379402464446,17933150.30035222,0.0140036318938599,8.40337224383917,10,0.688715953307393,0.33391164608567814,2017-05-19
5,5,98,0.387572087705242,-0.42518672751769593,22029699.159163285,0.017088716242438445,8.454388240380458,10,0.6376999567661046,0.33391164608567814,2017-05-19
5,5,99,0.31360820379541354,-0.44053938758181604,13134524.357251845,0.00975875394412862,8.413316039775184,10,0.6787721573713792,0.33391164608567814,2017-05-19
5,5,100,0.3268917739355557,-0.440539387581816,14443332.51892029,0.012582487750710046,8.413316039775184,10,0.6787721573713792,0.3339116460856781,2017-05-19
5,5,101,0.3517912590541714,-0.4379384188769175,17214476.052872945,0.014409658719628179,8.454388240380458,10,0.6376999567661046,0.33391164608567814,2017-05-19
5,5,102,0.36258756787635327,-0.4495331390699417,18557088.13626471,0.014520587452709614,8.413316039775184,10,0.6787721573713792,0.3339116460856781,2017-05-19
5,5,103,0.3359362657718896,-0.42518657990990183,15399976.68204278,0.00992822837716479,8.413316039775184,10,0.6787721573713792,0.33391164608567814,2017-05-19
5,5,104,0.3571110517062144,-0.44054755146325014,17864773.433668654,0.014646839317764997,8.377864245568526,10,0.7142239515780372,0.33391164608567814,2017-05-19
5,5,105,0.3399667200381489,-0.462762037331574,15844233.177129272,0.012511868144652072,8.352356247297882,10,0.7397319498486814,0.3339116460856781,2017-05-19
5,5,106,0.30328071115404276,-0.4405393875818161,12191364.698618464,0.01071660422074252,8.362300043233896,10,0.7297881539126675,0.33391164608567814,2017-05-19
5,5,107,0.2928978130938762,-0.425186727517696,11304650.210229475,0.008575981138209943,8.38780804150454,10,0.7042801556420234,0.33391164608567814,2017-05-19
5,5,108,0.34811890429545267,-0.4625674894343377,16777996.388280082,0.012830004142778437,8.38780804150454,10,0.7042801556420234,0.33391164608567814,2017-05-19
5,5,109,0.2954924857217287,-0.43631353520898264,11520656.3796066,0.009216531552188387,8.40337224383917,10,0.688715953307393,0.3339116460856781,2017-05-19
5,5,110,0.3283114511903167,-0.4251998278846151,14589884.9156282,0.01111043746208703,8.428880242109814,10,0.6632079550367488,0.33391164608567814,2017-05-19
5,5,111,0.36326036479577417,-0.4251998278846151,18643773.17279043,0.013743057221629516,8.40337224383917,10,0.688715953307393,0.3339116460856781,2017-05-19
5,5,112,0.33858954615608927,-0.4405392401029013,15691162.338265045,0.011132446172758648,8.40337224383917,10,0.688715953307393,0.3339116460856781,2017-05-19
5,5,113,0.2901406330129477,-0.44055247651054175,11079090.287662107,0.008373648527143564,8.38780804150454,10,0.7042801556420234,0.3339116460856781,2017-05-19
5,5,114,0.32198180709599655,-0.4495331390699417,13946572.107990695,0.009838476059951683,8.38780804150454,10,0.7042801556420234,0.3339116460856781,2017-05-19
5,5,115,0.3006951802676232,-0.4624108384353929,11964931.506932618,0.010059041031482991,8.377864245568526,10,0.7142239515780372,0.3339116460856781,2017-05-19
5,5,116,0.31806741530183036,-0.4491732810062854,13561542.09013672,0.009997209504597947,8.38780804150454,10,0.7042801556420234,0.3339116460856781,2017-05-19
5,5,117,0.3152867185968684,-0.4589242751591816,13293828.249759862,0.009242255499587008,8.352356247297882,10,0.7397319498486814,0.33391164608567814,2017-05-19
5,5,118,0.3250234525878837,-0.46395618987504184,14252473.10877706,0.009187535595174589,8.377864245568526,10,0.7142239515780372,0.3339116460856781,2017-05-19
5,5,119,0.34985579951700285,-0.4495331390699418,16983187.086824644,0.012005066723587806,8.38780804150454,10,0.7042801556420234,0.33391164608567814,2017-05-19
5,5,120,0.3504867276094694,-0.42518657990990166,17058276.391623683,0.0111968051286523,8.40337224383917,10,0.688715953307393,0.3339116460856781,2017-05-19
5,5,121,0.32106090798400566,-0.45075673444818004,13855121.389283689,0.011202661250418584,8.377864245568526,10,0.7142239515780372,0.3339116460856781,2017-05-19
5,5,122,0.28880156354023123,-0.45075673444817976,10971002.152368246,0.010549840340081796,8.377864245568526,10,0.7142239515780372,0.3339116460856781,2017-05-19
5,5,123,0.3114075150347053,-0.4495331390699417,12928248.727470418,0.009916774071555437,8.377864245568526,10,0.7142239515780372,0.3339116460856781,2017-05-19
5,5,124,0.32593942870204806,-0.43631353520898264,14345761.531936502,0.009499420487755119,8.413316039775184,10,0.6787721573713792,0.3339116460856781,2017-05-19
5,5,125,0.3119791250624755,-0.46276203733157384,12981546.67227643,0.01063828944947647,8.40337224383917,10,0.688715953307393,0.3339116460856781,2017-05-19
5,5,126,0.3204383620414495,-0.42518672751769626,13793603.014823979,0.008100550448500886,8.454388240380458,10,0.6376999567661046,0.3339116460856781,2017-05-19
5,5,127,0.3088172168790164,-0.45075673444817926,12689168.512838261,0.009299183699111917,8.40337224383917,10,0.688715953307393,0.33391164608567814,2017-05-19
5,5,128,0.34543761362314673,-0.42519489853340714,16465588.093259092,0.014275034992193505,8.428880242109814,10,0.6632079550367488,0.3339116460856781,2017-05-19
5,5,129,0.32879500332619793,-0.462410838435393,14640104.386653667,0.010865619519777651,8.336792044963252,10,0.7552961521833117,0.3339116460856781,2017-05-19
5,5,130,0.3014604738052693,-0.4639561898750418,12031558.611933794,0.009154683180792086,8.377864245568526,10,0.7142239515780372,0.3339116460856781,2017-05-19
5,5,131,0.36846139619571194,-0.4405392401029013,19326200.826994624,0.018200669932810592,8.40337224383917,10,0.688715953307393,0.3339116460856781,2017-05-19
5,5,132,0.3248594884568188,-0.45927777232387884,14235831.38670816,0.010553925283559518,8.40337224383917,10,0.688715953307393,0.3339116460856781,2017-05-19
5,5,133,0.291852370106749,-0.43647789557306654,11218645.70871596,0.008333017332432871,8.428880242109814,10,0.6632079550367488,0.3339116460856781,2017-05-19
5,5,134,0.32596808634980734,-0.4405524765105418,14348688.982877804,0.012925706773962289,8.40337224383917,10,0.688715953307393,0.3339116460856781,2017-05-19
5,5,135,0.3185013396691443,-0.4590819506161522,13603750.454895154,0.009749224143129809,8.336792044963252,10,0.7552961521833117,0.33391164608567814,2017-05-19
5,5,136,0.30364778157497074,-0.4405393875818162,12223820.294399189,0.008358479608417594,8.38780804150454,10,0.7042801556420234,0.3339116460856781,2017-05-19
5,5,137,0.32229656837809695,-0.45908195061615203,13977953.290195556,0.01128674493202806,8.377864245568526,10,0.7142239515780372,0.33391164608567814,2017-05-19
5,5,138,0.29054884847451823,-0.4364778955730665,11112229.796327842,0.009701414649153237,8.428880242109814,10,0.6632079550367488,0.33391164608567814,2017-05-19
5,5,139,0.28574357236238357,-0.43793841887691765,10727691.647936434,0.008648337223481047,8.40337224383917,10,0.688715953307393,0.33391164608567814,2017-05-19
5,5,140,0.3149300819171763,-0.4251998278846151,13259836.912642075,0.008757401671796693,8.428880242109814,10,0.6632079550367488,0.3339116460856781,2017-05-19
5,5,141,0.3378893468225934,-0.4498601846292678,15613844.385387285,0.01104858220967453,8.40337224383917,10,0.688715953307393,0.33391164608567814,2017-05-19
5,5,142,0.31816745081087694,-0.4405524765105419,13571262.269978544,0.011727969583114686,8.377864245568526,10,0.7142239515780372,0.3339116460856781,2017-05-19
5,5,143,0.2995476244824502,-0.44933379402464524,11865642.430945467,0.01117483710066508,8.362300043233896,10,0.7297881539126675,0.3339116460856781,2017-05-19
5,5,144,0.3355066602572334,-0.4502206206491348,15353286.628432348,0.010292014511220814,8.40337224383917,10,0.688715953307393,0.33391164608567814,2017-05-19
5,5,145,0.33230157652506054,-0.4364778955730664,15008929.268434025,0.011096757680320852,8.454388240380458,10,0.6376999567661046,0.33391164608567814,2017-05-19
5,5,146,0.34302157966495606,-0.4251865799099017,16188551.539633444,0.012062081296205727,8.454388240380458,10,0.6376999567661046,0.33391164608567814,2017-05-19
5,5,147,0.3043660838538078,-0.4495331390699416,12287554.650450373,0.00917556640428609,8.38780804150454,10,0.7042801556420234,0.33391164608567814,2017-05-19
5,5,148,0.2879089316997807,-0.462762037331574,10899474.657221332,0.007524285526635227,8.377864245568526,10,0.7142239515780372,0.3339116460856781,2017-05-19
5,5,149,0.29634315820453594,-0.4589242751591813,11592273.706365738,0.0073612643294816045,8.377864245568526,10,0.7142239515780372,0.33391164608567814,2017-05-19
5,5,150,0.3119830952931406,-0.43631353520898253,12981917.549658317,0.009436012205683799,8.428880242109814,10,0.6632079550367488,0.33391164608567814,2017-05-19
5,5,151,0.30877717659543324,-0.4251867275176957,12685504.096710416,0.009070678699520896,8.40337224383917,10,0.688715953307393,0.33391164608567814,2017-05-19
5,5,152,0.35239968082011974,-0.43631353520898264,17287762.48261066,0.013375516871525139,8.454388240380458,10,0.6376999567661046,0.3339116460856781,2017-05-19
5,5,153,0.299849388594557,-0.4363135352089827,11891680.084462011,0.00854833515876614,8.428880242109814,10,0.6632079550367488,0.33391164608567814,2017-05-19
5,5,154,0.2946816126372842,-0.4495331390699417,11452758.255158186,0.008874649049654178,8.413316039775184,10,0.6787721573713792,0.3339116460856781,2017-05-19
5,5,155,0.3304057795126003,-0.44788830213964287,14808508.923432242,0.010924115613918605,8.377864245568526,10,0.7142239515780372,0.33391164608567814,2017-05-19
5,5,156,0.31142651769223306,-0.4251865799099017,12930017.42056434,0.01058734636782863,8.413316039775184,10,0.6787721573713792,0.3339116460856781,2017-05-19
5,5,157,0.27699290925987996,-0.44055247651054175,10057869.355342863,0.008682032429854018,8.377864245568526,10,0.7142239515780372,0.33391164608567814,2017-05-19
5,5,158,0.2891636117245244,-0.4379384188769181,11000132.865547141,0.009311820693891394,8.413316039775184,10,0.6787721573713792,0.3339116460856781,2017-05-19
5,5,159,0.3130131765825843,-0.4604797390861052,13078462.850978328,0.008709706816110828,8.40337224383917,10,0.688715953307393,0.3339116460856781,2017-05-19
5,5,160,0.2886877570484845,-0.4493337940246452,10961859.441561157,0.008567637223799027,8.40337224383917,10,0.688715953307393,0.3339116460856781,2017-05-19
5,5,161,0.3254907428545135,-0.42518657990990144,14299996.719918994,0.010744818213320415,8.413316039775184,10,0.6787721573713792,0.3339116460856781,2017-05-19
5,5,162,0.28905886010169346,-0.46256748943433806,10991697.35695948,0.008156801269454783,8.352356247297882,10,0.7397319498486814,0.3339116460856781,2017-05-19
5,5,163,0.30482204282217595,-0.45908195061615265,12328165.499886746,0.009064292539946115,8.40337224383917,10,0.688715953307393,0.33391164608567814,2017-05-19
5,5,164,0.3511811488259713,-0.46276203733157384,17141265.29272135,0.01378661929193351,8.40337224383917,10,0.688715953307393,0.33391164608567814,2017-05-19
5,5,165,0.32465278900822114,-0.4491732810062855,14214876.952638268,0.009128730020573309,8.40337224383917,10,0.688715953307393,0.3339116460856781,2017-05-19
5,5,166,0.31033489645486756,-0.42518672751769615,12828763.592261242,0.008612838355782795,8.40337224383917,10,0.688715953307393,0.3339116460856781,2017-05-19
5,5,167,0.3069156347600581,-0.4251948985334072,12516180.021478161,0.009126226302140272,8.40337224383917,10,0.688715953307393,0.3339116460856781,2017-05-19
5,5,168,0.30234547514103505,-0.45075673444817926,12109021.035338685,0.007312709508375426,8.413316039775184,10,0.6787721573713792,0.33391164608567814,2017-05-19
5,5,169,0.3293704103894932,-0.4491732810062848,14700064.818272807,0.009765723195269142,8.40337224383917,10,0.688715953307393,0.33391164608567814,2017-05-19
5,5,170,0.28602925583294314,-0.4405392401029012,10750216.081218963,0.0072239889023740745,8.40337224383917,10,0.688715953307393,0.3339116460856781,2017-05-19
5,5,171,0.296766308885559,-0.4627620373315732,11628046.396818057,0.008364199380871599,8.362300043233896,10,0.7297881539126675,0.33391164608567814,2017-05-19
5,5,172,0.29756576798887324,-0.4405392401029014,11695901.276077189,0.009926070800671294,8.40337224383917,10,0.688715953307393,0.3339116460856781,2017-05-19
5,5,173,0.30057060349082776,-0.4495331390699417,11954117.023471575,0.007527532751650059,8.40337224383917,10,0.688715953307393,0.3339116460856781,2017-05-19
5,5,174,0.29554891524956917,-0.4502206206491352,11525394.849540448,0.008035283588883401,8.413316039775184,10,0.6787721573713792,0.3339116460856781,2017-05-19
5,5,175,0.27161712292222884,-0.44055247651054197,9665165.518137414,0.008182865859848924,8.40337224383917,10,0.688715953307393,0.3339116460856781,2017-05-19
5,5,176,0.3211203745050357,-0.4366828581471854,13861010.532037271,0.009414235680092958,8.413316039775184,10,0.6787721573713792,0.3339116460856781,2017-05-19
5,5,177,0.272592293597014,-0.4405392401029013,9735367.45789448,0.007564430901578637,8.40337224383917,10,0.688715953307393,0.3339116460856781,2017-05-19
5,5,178,0.3151800182218869,-0.44917328100628495,13283650.39060767,0.009318594357636498,8.377864245568526,10,0.7142239515780372,0.33391164608567814,2017-05-19
5,5,179,0.2958301276368467,-0.4514459693684024,11549034.653758856,0.01001646217495749,8.38780804150454,10,0.7042801556420234,0.33391164608567814,2017-05-19
5,5,180,0.3165438037862254,-0.4363135352089825,13414264.243291957,0.009506576363256967,8.413316039775184,10,0.6787721573713792,0.33391164608567814,2017-05-19
