arm,N,r,seed,cagr,mdd,vol,end_value,first,end,trades,eq_sha,held_mean,held_max,maxw
A,8,140,1140,0.42961805786815743,-0.37894984911280843,0.30745984199365894,29201405.041273665,526,2859,133,b9d9a3f80c5c0dcd,6.842628620838737,8,0.38621472292714826
A,8,141,1141,0.41852283680114133,-0.433406061249886,0.30552489443377046,27130570.184209187,526,2859,133,a4d8249a526f0c76,6.843060959792477,8,0.38479691346738043
A,8,142,1142,0.4150839342014925,-0.4002380441859181,0.3014753324512886,26515941.898532405,526,2859,133,daffac4aa3a34fb3,6.843060959792477,8,0.38464117898747147
A,8,143,1143,0.3862498489753181,-0.4385691876350324,0.29771277001019364,21832308.56602208,526,2859,133,630b620b54f78427,6.842628620838737,8,0.38464133617881496
A,8,144,1144,0.38394150517422587,-0.4626182210562934,0.30476756958737655,21491494.129884966,526,2859,133,4f5fc3f71a50544f,6.843060959792477,8,0.3843616009196687
A,8,145,1145,0.3790140220828022,-0.43867173576729357,0.2996708668968799,20779844.508021,526,2859,133,31edf80350c1e9d1,6.842628620838737,8,0.3844903979169145
A,8,146,1146,0.368141663914904,-0.39948611321060923,0.2923288159680753,19283613.364577554,526,2859,133,98d62c3614450018,6.842628620838737,8,0.38464125143755107
A,8,147,1147,0.40404196333767106,-0.3994861158203727,0.3012580267647651,24625686.183444202,526,2859,133,ca0f63058339b28b,6.842628620838737,8,0.38618923270443917
A,8,148,1148,0.40984311887976865,-0.40027899032962827,0.3096135232808551,25603186.512984104,526,2859,133,7e951136a4953f2f,6.842628620838737,8,0.38436155829795327
A,8,149,1149,0.38175818317159704,-0.36310355754713003,0.3016599682375439,21173524.015488695,526,2859,133,69b754226629a511,6.842628620838737,8,0.3847969134673757
A,8,150,1150,0.3690994478528702,-0.4211072985154078,0.3010742146470006,19411438.98825456,526,2859,133,53a0e4e7ab1e60fc,6.842628620838737,8,0.3847958512861108
A,8,151,1151,0.4055788084418124,-0.3848394051604135,0.30278223635761686,24881341.587757483,526,2859,133,0a88a7c9576aa307,6.842628620838737,8,0.3846411789874764
A,8,152,1152,0.39849859639409835,-0.40930745802453244,0.2949038562363767,23722940.33409132,526,2859,133,2fa43cee5cf12ffb,6.842628620838737,8,0.3861892327044305
A,8,153,1153,0.43004118794730894,-0.36871922470983276,0.2999242249183679,29283102.720769353,526,2859,133,74ac0b343b3d1b5b,6.842628620838737,8,0.38436152185825306
A,8,154,1154,0.3479816962705711,-0.3336979695364111,0.29942868583035787,16761881.977948057,526,2859,133,efafb0bdcf872cb1,6.842628620838737,8,0.3847969134673651
A,8,155,1155,0.3944494197474089,-0.43848646663429747,0.3012059940403229,23082348.30184722,526,2859,133,18006eda22800412,6.842628620838737,8,0.3847958512861094
A,8,156,1156,0.3970545285388154,-0.39363158222235356,0.3029041180581472,23492683.922978736,526,2859,133,5ffcfb95f4b90126,6.842628620838737,8,0.3843612911719134
A,8,157,1157,0.4075275921663304,-0.37657081383387364,0.300917467469021,25208934.378121488,526,2859,133,b71cb153fa04a300,6.842628620838737,8,0.3843612911719122
A,8,158,1158,0.4246312416698894,-0.41238086240756255,0.30432483489104284,28253791.23964807,526,2859,133,e397618f2db393fe,6.842628620838737,8,0.38436155829795743
A,8,159,1159,0.3771512791893714,-0.42335291566194205,0.3002352132518167,20516356.124860823,526,2859,133,1d31b96c5e133ee5,6.842628620838737,8,0.38479691346737166
A,8,160,1160,0.34166074083071574,-0.4317297143418973,0.29816345066270017,16034351.414850231,526,2859,133,ae1137d3047c602b,6.842628620838737,8,0.3844902286652176
A,8,161,1161,0.3856662161673723,-0.409522498383151,0.2945853039022683,21745685.044496205,526,2859,133,ef3f7d5fba3b2196,6.842628620838737,8,0.38621503759117104
A,8,162,1162,0.36806389613133783,-0.42771133114245596,0.3030894272698947,19273267.603774082,526,2859,133,876477c895c6800d,6.842628620838737,8,0.38618931834983533
A,8,163,1163,0.39518104168403734,-0.44854742231275996,0.3012627483662259,23196935.29948984,526,2859,133,b229a87dbee18a3d,6.842628620838737,8,0.3862150375911767
A,8,164,1164,0.4017124620548975,-0.43859349961530913,0.30256820252976674,24242648.42228432,526,2859,133,ecbf813b4bba0b44,6.842628620838737,8,0.38618923270443883
A,8,165,1165,0.3911300306845624,-0.44010974647119555,0.3083709605614813,22568794.796220127,526,2859,133,7bc7b06c5bdf1edd,6.843060959792477,8,0.3846407203331058
A,8,166,1166,0.3918555079586936,-0.3555675949093926,0.3033085154818434,22680155.008045245,526,2859,133,1cef8ed1030a1ae0,6.843060959792477,8,0.3844905426199106
A,8,167,1167,0.3580916111294823,-0.4378121564643234,0.30096206559740213,17987006.9424479,526,2859,133,efe84780f5b337c7,6.843060959792477,8,0.3861893183498399
A,8,168,1168,0.40715722963632217,-0.42270533364194496,0.30200137284706247,25146380.83447954,526,2859,133,12f213f33fd834a3,6.843060959792477,8,0.3847959961819803
A,8,169,1169,0.341154013399805,-0.4332117904267717,0.2964974293639115,15977269.243647737,526,2859,133,6580bab8e8bb021d,6.842628620838737,8,0.38479599618196964
A,8,170,1170,0.3363726491165502,-0.4095224983831511,0.2949717635350338,15447533.285310209,526,2859,133,21c38bbcaa84787e,6.842628620838737,8,0.38621503759117104
A,8,171,1171,0.4236827861935748,-0.42225728222245995,0.3046880241700782,28076706.63620933,526,2859,133,0ab6e59e81fcb739,6.843060959792477,8,0.3861893183498288
A,8,172,1172,0.39476229519107875,-0.405813310433091,0.30083786102294174,23131288.929706622,526,2859,133,12e12b23b17c06a9,6.842628620838737,8,0.3846412514375512
A,8,173,1173,0.4188089731712188,-0.37619346781143714,0.3065585637976853,27182280.233386286,526,2859,133,0a781119c802874d,6.842628620838737,8,0.38449145868411133
A,8,174,1174,0.5057290486151533,-0.37358925624869854,0.30936681893984025,47651345.104765326,526,2859,133,1022998ee4305d69,6.842628620838737,8,0.38436129117191076
A,8,175,1175,0.42847021915174976,-0.3992814821339425,0.3035091049126991,28980806.343071543,526,2859,133,0b0691890339b7c4,6.842628620838737,8,0.38449054261989063
A,8,176,1176,0.41914026492507395,-0.39948611773988363,0.3036957136481003,27242260.743143495,526,2859,133,af62b2f08e090958,6.842628620838737,8,0.38618923270444433
A,8,177,1177,0.4141157259052668,-0.46261822105629347,0.30309772236634996,26345157.008697838,526,2859,133,27694886fb65118a,6.842628620838737,8,0.3844902286652335
A,8,178,1178,0.3998792685714192,-0.3400013019966641,0.30250877107008495,23944972.962367866,526,2859,133,3fa570dff8f0af66,6.842628620838737,8,0.3847969134673651
A,8,179,1179,0.4184014517452366,-0.429009906284951,0.30535173328520787,27108660.27785347,526,2859,133,cd68e600d563005d,6.842628620838737,8,0.38479691346736533
A,8,180,1180,0.4074242102594654,-0.4285865142802983,0.29988381390862845,25191459.38410139,526,2859,133,fc07ba1ed97090d4,6.842628620838737,8,0.3861892327044352
A,8,181,1181,0.36235012493775787,-0.4385691876350325,0.29825003278803636,18526581.463980842,526,2859,133,9181e3fd0856ddeb,6.842628620838737,8,0.38449022866525057
A,8,182,1182,0.39729212124210367,-0.4111147991723457,0.30271333536390044,23530430.159827583,526,2859,133,5f6e778cdad16320,6.842628620838737,8,0.3844903979169243
A,8,183,1183,0.4195641192170789,-0.4307526512671419,0.3055428152451107,27319172.272804976,526,2859,133,da748e5518134d2a,6.842628620838737,8,0.3844903979169051
A,8,184,1184,0.4191325953811449,-0.4136005785484389,0.30356463106309023,27240870.83210166,526,2859,133,9ac2da60b256632c,6.842628620838737,8,0.38436155829795277
A,8,185,1185,0.3797027344498005,-0.45910556747950065,0.29709390731223306,20878027.577243052,526,2859,133,2003ee13095b5344,6.842628620838737,8,0.3846411789874816
A,8,186,1186,0.42355165863919186,-0.399486113165464,0.3035293657172579,28052302.264709033,526,2859,133,e36f0679e7d71594,6.843060959792477,8,0.3847958512861296
A,8,187,1187,0.3707778721576229,-0.4138440297972479,0.2997442611356987,19637269.217006553,526,2859,133,89dc3e4f60b222a4,6.842628620838737,8,0.38436155829795277
A,8,188,1188,0.36691716977303135,-0.41298522313497454,0.30159167361251965,19121289.005957868,526,2859,133,9d3971a7c16c8dc2,6.842628620838737,8,0.38621499429298056
A,8,189,1189,0.41238904076378624,-0.430384437716852,0.30225940446835553,26043021.675300773,526,2859,133,38b0820fcc3c18c9,6.842628620838737,8,0.3861891594813651
A,8,190,1190,0.48021056560696396,-0.33369796804147817,0.3111625436183295,40550188.56269832,526,2859,133,a18f85102f7a5513,6.842628620838737,8,0.3847969134673728
A,8,191,1191,0.44846135758579164,-0.4330700834215086,0.3076081494260288,33044000.176544655,526,2859,133,72fd188f8fd8ff20,6.842628620838737,8,0.38436152185824835
A,8,192,1192,0.4570126541553081,-0.33556667601235046,0.3067222750382325,34932302.679476425,526,2859,133,b8a3e9031c8fdeaa,6.842628620838737,8,0.38464072033310936
A,8,193,1193,0.41625046836678825,-0.3994861115520548,0.2995279233166833,26723024.348178353,526,2859,133,9b6bbe3ed8638050,6.842628620838737,8,0.38436155829795116
A,8,194,1194,0.4245187361167049,-0.42648048851396214,0.29951044233621393,28232733.437896226,526,2859,133,40beae0fdf7f067c,6.842628620838737,8,0.38621499429297257
A,8,195,1195,0.4023156963563881,-0.43501223904615133,0.3018476259520939,24341323.080198556,526,2859,133,a0c023a6919ba768,6.842628620838737,8,0.38479599618198435
A,8,196,1196,0.3773088267803708,-0.4095224993490593,0.2920969320975383,20538525.302792206,526,2859,133,0dd074d00a2be940,6.842628620838737,8,0.38479568180882456
A,8,197,1197,0.41700819375845244,-0.4246700969830639,0.3023218040197028,26858308.76264078,526,2859,133,4996abc86409ebe4,6.842628620838737,8,0.38621503759117437
A,8,198,1198,0.3891353630360759,-0.4370148420787234,0.3045366673011281,22265130.289318908,526,2859,133,7b4fc28a259bd409,6.843060959792477,8,0.3862149942929789
A,8,199,1199,0.4125545911358215,-0.36482128326165447,0.30860416135033014,26071854.79214045,526,2859,133,1767cbe7476bb7b8,6.842628620838737,8,0.3844914586841245
A,10,0,1000,0.4245474925809207,-0.3779174551837645,0.2858868790271357,28238114.48503909,526,2859,163,ea98c4b878bf35b6,8.386078685689581,10,0.3191304164305869
A,10,1,1001,0.37154827317964134,-0.4450722379745732,0.28306297149907655,19741710.150128085,526,2859,163,469805073227539f,8.38651102464332,10,0.31912242721961753
A,10,2,1002,0.4371455969386213,-0.3407715731344233,0.2840347252652851,30685685.395484284,526,2859,163,6d062c39413a87fd,8.386078685689581,10,0.3141687182140511
A,10,3,1003,0.37964691804997663,-0.3716907206603616,0.28073781645355544,20870054.95546447,526,2859,163,b00d91851d0521b7,8.386078685689581,10,0.31415311805646995
A,10,4,1004,0.36110753129829765,-0.40915949898760773,0.27997285947448525,18367663.1261233,526,2859,163,28a9be99e60f0998,8.386078685689581,10,0.3141531180565493
A,10,5,1005,0.3629288658238661,-0.3772896807240475,0.27867203222853704,18601016.77813557,526,2859,163,862ff0904ad997e4,8.386078685689581,10,0.3191211788946851
A,10,6,1006,0.40608065576235286,-0.3759275163057537,0.28913826393343656,24965336.746502798,526,2859,163,7309dca4cfa70448,8.38651102464332,10,0.319121178894846
A,10,7,1007,0.38850567796269675,-0.4418143661252927,0.2850051870461571,22170029.763188373,526,2859,163,3bf29e8500eae651,8.38651102464332,10,0.31416871821403364
A,10,8,1008,0.3999006422506848,-0.3732840193676708,0.2877319401454195,23948424.722360913,526,2859,163,6815546863fd0aef,8.386078685689581,10,0.3191196983599347
A,10,9,1009,0.3890721412723608,-0.3610793738076328,0.28160418175091506,22255565.543955922,526,2859,163,61edec561b1b61fb,8.386078685689581,10,0.31415311805648954
A,10,10,1010,0.37484851618420567,-0.41876211344399256,0.28431624802512967,20194757.307818726,526,2859,163,2b785c59ff968961,8.386078685689581,10,0.31415311805635837
A,10,11,1011,0.4282380395346925,-0.3770291882845814,0.2841464246191341,28936366.24419042,526,2859,163,5f55e7c7437c0c06,8.386078685689581,10,0.31415522616396724
A,10,12,1012,0.37413571440142324,-0.3724641373437118,0.2811078066519777,20096126.630672023,526,2859,163,dd62f2d351f01d6b,8.386078685689581,10,0.31912242721972356
A,10,13,1013,0.391500024738062,-0.38426392662825415,0.28225390298744346,22625527.368157417,526,2859,163,2e8c448105dcbf82,8.386078685689581,10,0.3191196983596335
A,10,14,1014,0.4073073240690659,-0.3665960686001029,0.28962945227655645,25171714.76110888,526,2859,163,891c683fd70a2fa5,8.38651102464332,10,0.31415311805661517
A,10,15,1015,0.360432874522564,-0.3906959783862837,0.2785772826468421,18281891.121329542,526,2859,163,94defc8ca9e705b0,8.386078685689581,10,0.3141531180565358
A,10,16,1016,0.39390087801270046,-0.3944711386690046,0.2817924590165112,22996767.66068146,526,2859,163,26c08cd917c69049,8.386078685689581,10,0.314168718214122
A,10,17,1017,0.3897347216020439,-0.37203184493706437,0.28360355612616406,22355989.276375886,526,2859,163,3dff5e8e187fac5d,8.386078685689581,10,0.31913041643056805
A,10,18,1018,0.44329784876785694,-0.3920102707555435,0.28957817637005767,31948493.891484987,526,2859,163,c53a2ae91b0cc673,8.386078685689581,10,0.314168718214046
A,10,19,1019,0.4270265137864946,-0.3686267060008421,0.28745870392011996,28705462.32964338,526,2859,163,88ddd13268885d72,8.386078685689581,10,0.3141687182141793
A,10,20,1020,0.37951550194193917,-0.43262467650861774,0.28470835659506155,20851294.680335183,526,2859,163,eadcc4f8ad1b6092,8.386078685689581,10,0.3191304164306213
A,10,21,1021,0.41010389844611916,-0.38973244196571505,0.2869963437517541,25647931.603818636,526,2859,163,928169f049abeb76,8.386078685689581,10,0.31415522616361324
A,10,22,1022,0.3979041891863262,-0.39500040320697294,0.2841640222294046,23627918.98811383,526,2859,163,cdcc39ff96d1f3b5,8.386078685689581,10,0.31912117889480485
A,10,23,1023,0.4093027490233616,-0.40461017483688644,0.28522280526960564,25510690.82796382,526,2859,163,4316ae5cb8551769,8.386078685689581,10,0.3191196983598885
A,10,24,1024,0.4335305939990399,-0.3612069657591807,0.2876298960036636,29964665.77215451,526,2859,163,552226ac3b3867d6,8.386078685689581,10,0.3191304164306742
A,10,25,1025,0.37388946208296403,-0.3732840193531702,0.285823636787001,20062152.82765575,526,2859,163,2ac809f040360f09,8.38651102464332,10,0.31415061782007464
A,10,26,1026,0.3593853455267706,-0.38339115521215794,0.28220908583731336,18149423.82355407,526,2859,163,b881b15a7c429c6e,8.386078685689581,10,0.319121178894683
A,10,27,1027,0.38080301476718215,-0.3517023880486701,0.28087277527618854,21035744.741398994,526,2859,163,ea5e7eb2ab7d3bc4,8.386078685689581,10,0.3191224272196395
A,10,28,1028,0.3607061663843001,-0.3581349649245083,0.2814675902457525,18316592.639790706,526,2859,163,ea2544c525d4dc08,8.386078685689581,10,0.31913041643061496
A,10,29,1029,0.36719567073015846,-0.38338340954816774,0.2835927384874319,19158100.604546674,526,2859,163,adffa0c721505d8d,8.386078685689581,10,0.31415061781984543
A,10,30,1030,0.403933891762873,-0.40867252197196496,0.28800208655847054,24607797.095312685,526,2859,163,7246dbe19ea4c180,8.386078685689581,10,0.3141506178199383
A,10,31,1031,0.4292109634439303,-0.33944967995568565,0.28221384379962494,29122995.926888924,526,2859,163,d04d77a1223f6e1c,8.386078685689581,10,0.3191304164305747
A,10,32,1032,0.41243142610161754,-0.38249029219862807,0.2874644512819313,26050401.01046488,526,2859,163,2cccc36997264a53,8.386078685689581,10,0.3191304164306661
A,10,33,1033,0.4090768573982624,-0.44504325515532245,0.2866503938240088,25472113.350374416,526,2859,163,fe9643630ab2ad62,8.386078685689581,10,0.31911969835984655
A,10,34,1034,0.362647613297316,-0.44346407307781976,0.28196865322532616,18564809.88423586,526,2859,163,31571d367a921fb5,8.386078685689581,10,0.31416871821409015
A,10,35,1035,0.4087363667005195,-0.37121485570254525,0.2843087064733352,25414063.349281672,526,2859,163,264942beb4c0807a,8.386078685689581,10,0.31912117889467645
A,10,36,1036,0.41935304870362167,-0.43297562631252323,0.2845983796128814,27280847.71742926,526,2859,163,ed1a7c98e62d34c5,8.386078685689581,10,0.3191304164305982
A,10,37,1037,0.39639226097943947,-0.3849305148018943,0.28627614802120327,23387755.394351825,526,2859,163,15a5a4ab6959a650,8.386078685689581,10,0.3191196983596512
A,10,38,1038,0.4210208210665136,-0.37383347601248357,0.2915022859662676,27584984.10409718,526,2859,163,19e7d9c21295f3ee,8.38651102464332,10,0.3191224272196829
A,10,39,1039,0.35610718326343593,-0.42163057486857625,0.2814227384281008,17740404.178504687,526,2859,163,e9196bd82d97a7c6,8.386078685689581,10,0.3191304164306513
A,10,40,1040,0.39702819693561664,-0.3731041245996695,0.28923178339538114,23488503.968209505,526,2859,163,b5afd08227e4ac49,8.38651102464332,10,0.31415311805625323
A,10,41,1041,0.41927291291317514,-0.3919284451111631,0.288446991493377,27266309.872981835,526,2859,163,ab9e51d77f97d5dc,8.38651102464332,10,0.31911969836000265
A,10,42,1042,0.40736121037860995,-0.4099038281341802,0.28500039139394784,25180815.61259404,526,2859,163,81b73b41fc50cacb,8.386078685689581,10,0.319119698359713
A,10,43,1043,0.42370658285503104,-0.3868914312498698,0.28719816258367104,28081137.50763209,526,2859,163,f29a343b3f9a40d1,8.386078685689581,10,0.3141552261638135
A,10,44,1044,0.39208143293413045,-0.4535599757619948,0.2828120850657429,22714934.496581573,526,2859,163,4fb969c9164523ce,8.386078685689581,10,0.31911969835967846
A,10,45,1045,0.39771235385102544,-0.39086254187636826,0.286961378824834,23597325.097936552,526,2859,163,62e80145e0300063,8.386078685689581,10,0.31415061782046655
A,10,46,1046,0.41064720416596856,-0.3916417679476996,0.2828425296157739,25741377.74385371,526,2859,163,e99c50a4e1f8f72f,8.386078685689581,10,0.3141687182140275
A,10,47,1047,0.41290612045627495,-0.3948076260361124,0.28134240581365083,26133173.637634024,526,2859,163,71cad1261710703e,8.386078685689581,10,0.31416871821405257
A,10,48,1048,0.3782494841590234,-0.3962826285762002,0.28205645525879486,20671335.39218201,526,2859,163,9169395e50fe3efa,8.386078685689581,10,0.31912117889462743
A,10,49,1049,0.42418616385140573,-0.38408481285276175,0.2864723402054756,28170567.504056565,526,2859,163,f397eb3b98048894,8.38651102464332,10,0.3141552261640972
A,10,50,1050,0.38685557114222346,-0.3733251784741574,0.2858021325329621,21922536.742461793,526,2859,163,dbd9a454ce2cdd95,8.386078685689581,10,0.3191211788947802
A,10,51,1051,0.39893148236721077,-0.42675347464839164,0.28691496231640345,23792355.914218314,526,2859,163,f6eb0738f1e12a17,8.38651102464332,10,0.31415522616402386
A,10,52,1052,0.36033553252762873,-0.36853135762887057,0.2810725755864712,18269545.224413794,526,2859,163,a0da4a89c44bebfd,8.386078685689581,10,0.31415311805651264
A,10,53,1053,0.45249862217761483,-0.36205941468416847,0.2917669743428288,33923825.61349487,526,2859,163,762e14bb4b93a4dd,8.386078685689581,10,0.319121178894793
A,10,54,1054,0.40719177450206345,-0.3760999780568251,0.2836481695364523,25152209.523927324,526,2859,163,4eeeb67cff0fbfde,8.386078685689581,10,0.31415311805626284
A,10,55,1055,0.39791385407101276,-0.4075468994817912,0.28558315222148184,23629461.28138688,526,2859,163,fced43d33a3c72ee,8.386078685689581,10,0.31415311805658064
A,10,56,1056,0.4072744384643634,-0.3913544272576497,0.28628998079735296,25166162.160913277,526,2859,163,33502fd2b45355da,8.38651102464332,10,0.31416871821403936
A,10,57,1057,0.38825000818285726,-0.45608336160243274,0.27843127074420054,22131520.06743012,526,2859,163,07179545ee761687,8.386078685689581,10,0.31415522616385044
A,10,58,1058,0.3777722863623596,-0.33872916231538236,0.28246553212937764,20603864.859210517,526,2859,163,653f1cc7a1748cfb,8.386078685689581,10,0.31415522616373714
A,10,59,1059,0.3701589603932396,-0.36980144590079694,0.27791134298938197,19553723.36894363,526,2859,163,e501b15c079b5aff,8.386078685689581,10,0.3191224272197502
A,10,60,1060,0.38790432714229084,-0.3610793763976242,0.2783806423308131,22079547.722861443,526,2859,163,0cc9e08c8f5b1638,8.386078685689581,10,0.31415311805632473
A,10,61,1061,0.36009196061360216,-0.43297292327181025,0.27857003747219566,18238685.6247476,526,2859,163,fb112ce41c0c833e,8.386078685689581,10,0.3141531180564172
A,10,62,1062,0.41167868914076955,-0.3890353729689392,0.2895534378406231,25919626.46975645,526,2859,163,c4734751f2c9493a,8.386078685689581,10,0.31416871821409015
A,10,63,1063,0.3652205193870104,-0.39328490510788516,0.283665925950166,18898392.693820063,526,2859,163,ccb6bf6b4028866a,8.386078685689581,10,0.3141506178197125
A,10,64,1064,0.38832631012252206,-0.4431811228299171,0.2821159833387492,22143006.612708777,526,2859,163,4ef2a46b2d0b0e14,8.386078685689581,10,0.31912117889476954
A,10,65,1065,0.4579931448583876,-0.38417063253091266,0.290635412351175,35154864.50189135,526,2859,163,4cb38cd41ef4e7cf,8.386078685689581,10,0.3141687182140461
A,10,66,1066,0.4122781216937783,-0.4327642676548604,0.2857144223293301,26023719.38413252,526,2859,163,8ba9dbc577c638de,8.38651102464332,10,0.31415522616392266
A,10,67,1067,0.41090639732505085,-0.4134751567381598,0.2862846800713645,25786064.955798704,526,2859,163,33ce15711fe53a01,8.386078685689581,10,0.31415522616396724
A,10,68,1068,0.41330694666699763,-0.4260617129113953,0.28352463163786107,26203248.86856076,526,2859,163,0c69707a7437ef69,8.386078685689581,10,0.3141552261636263
A,10,69,1069,0.37934963241698516,-0.4541532880063414,0.2839610561686599,20827637.541609876,526,2859,163,5613f80223bc7a1f,8.386078685689581,10,0.3141531180563427
A,10,70,1070,0.36382373593308603,-0.40955593802191775,0.285345341745022,18716637.793875583,526,2859,163,05e4090f5f70f5e4,8.386078685689581,10,0.31415311805624263
A,10,71,1071,0.38374870184382015,-0.3877837039938632,0.2827376170694277,21463244.184114095,526,2859,163,42701acab0928e3c,8.38651102464332,10,0.3141687182141038
A,10,72,1072,0.4135480102462359,-0.3748053852502217,0.28720089384130854,26245474.139900614,526,2859,163,5a059a4f173dbd47,8.386078685689581,10,0.314153118056363
A,10,73,1073,0.3874761511514049,-0.39072376964182404,0.2820661653980975,22015323.758744475,526,2859,163,1bb470602b228926,8.386078685689581,10,0.3191196983596785
A,10,74,1074,0.38735406460833044,-0.38897330043039513,0.28147805618006144,21997042.099076126,526,2859,163,58ad5e3506ac7891,8.386078685689581,10,0.31415061781969267
A,10,75,1075,0.411002088570424,-0.3697778710054744,0.28491642862048855,25802580.501948286,526,2859,163,429e6b76ed47bde0,8.386078685689581,10,0.31912117889466474
A,10,76,1076,0.37328350140613065,-0.450820056138683,0.28640918869818066,19978770.991425805,526,2859,163,5241dadfa1fc2c17,8.38651102464332,10,0.3191211788947103
A,10,77,1077,0.4352191372399832,-0.44095832663233,0.2864055007583042,30299541.83385006,526,2859,163,adf3bf3981acb9f5,8.386078685689581,10,0.31913041643060985
A,10,78,1078,0.4006250529877651,-0.3687188382888119,0.28673350502352996,24065677.41470587,526,2859,163,741bfca4f216f9cd,8.386078685689581,10,0.3141552261637372
A,10,79,1079,0.4662001252006296,-0.35161053864438113,0.2875877000144616,37068069.55352682,526,2859,163,27acaa1e119b5be7,8.386078685689581,10,0.3191304164305852
A,10,80,1080,0.42882216268362683,-0.3893405204100861,0.28959231421754217,29048286.088870384,526,2859,163,58d40440bd0ab374,8.386078685689581,10,0.31912242721981354
A,10,81,1081,0.36524191037603315,-0.3833764545610204,0.28269354892052767,18901188.39786089,526,2859,163,a7595bf95636b683,8.386078685689581,10,0.3141506178198455
A,10,82,1082,0.3683983819658012,-0.3983935703592576,0.28203825171676306,19317800.857283223,526,2859,163,e31db682892370e1,8.386078685689581,10,0.3141552261637761
A,10,83,1083,0.3920076715300371,-0.40452644945804783,0.2825747657777272,22703574.23178637,526,2859,163,066e6fa44771da3f,8.386078685689581,10,0.3141531180567256
A,10,84,1084,0.37396574727460585,-0.42870882559992535,0.28507555127313094,20072671.896702327,526,2859,163,3d4b2cca6f742f6f,8.38651102464332,10,0.3191211788948277
A,10,85,1085,0.38580699540500385,-0.38973244196571494,0.28598847994907034,21766551.507813096,526,2859,163,2b13c95e717c9c64,8.38651102464332,10,0.3191224272197005
A,10,86,1086,0.40801481527366446,-0.39621691092890426,0.2865154645742273,25291437.34100446,526,2859,163,139d36f0b5f22cfd,8.38651102464332,10,0.3191211788947054
A,10,87,1087,0.3842267244505819,-0.4331765624804211,0.28755294868404324,21533346.01959545,526,2859,163,d930b8ba9b18d2ed,8.38651102464332,10,0.3141506178199388
A,10,88,1088,0.41695003242410067,-0.3821106231161274,0.28990508682715505,26847902.97448495,526,2859,163,205e0ee75db828e1,8.386078685689581,10,0.3191304164306179
A,10,89,1089,0.371559651274479,-0.45247690673762697,0.28213425741993836,19743256.358344488,526,2859,163,455442484805ae58,8.386078685689581,10,0.31415311805620727
A,10,90,1090,0.3798644010549117,-0.44578034872975664,0.2855759409619102,20901134.84453673,526,2859,163,b8157926424c61fd,8.38651102464332,10,0.3141506178204815
A,10,91,1091,0.3911605184911122,-0.429124706173217,0.28422482159702384,22573464.79256076,526,2859,163,45c91c9fdfc3701d,8.386078685689581,10,0.3141552261641404
A,10,92,1092,0.40153452826498603,-0.4535599757619949,0.28558405648999585,24213611.107789867,526,2859,163,08ab20caa741226f,8.386078685689581,10,0.31912242721971223
A,10,93,1093,0.4055201554486505,-0.35810231798731096,0.2844956978278105,24871541.232078142,526,2859,163,79d5bdae00fa6fcd,8.386078685689581,10,0.31912242721954404
A,10,94,1094,0.4209342341637876,-0.3634886811878108,0.2831881584261317,27569119.750959177,526,2859,163,36e0785c743468b6,8.386078685689581,10,0.3141531180562078
A,10,95,1095,0.3780281924348774,-0.3739258628616675,0.2832787824147573,20640022.647067457,526,2859,163,4b60bd6ee647548e,8.386078685689581,10,0.3191211788946419
A,10,96,1096,0.38499225768632694,-0.43606513236116207,0.28292948910686944,21646037.67620792,526,2859,163,185b24ac8a8c5a20,8.38651102464332,10,0.3141506178204011
A,10,97,1097,0.380469460137856,-0.4015636214709685,0.28564391627399166,20987819.97988505,526,2859,163,27a507a15b3f994f,8.386078685689581,10,0.3141506178202367
A,10,98,1098,0.37679191541011736,-0.40953790936613793,0.28227286402176816,20465868.58774063,526,2859,163,8aa4c37ee12903d0,8.386078685689581,10,0.31911969835986803
A,10,99,1099,0.38634594963493196,-0.4049926177614866,0.2818130442890897,21846601.491637226,526,2859,163,c0c45e371b717843,8.386078685689581,10,0.3141506178199139
A,10,100,1100,0.43338914692617836,-0.40962578427952245,0.28919855471775313,29936764.42720332,526,2859,163,e3cd486f97d42b62,8.386078685689581,10,0.31911969835991216
A,10,101,1101,0.4566740702883625,-0.38827055564138796,0.2882101583420189,34855740.58543109,526,2859,163,8448dbcc22a52567,8.386078685689581,10,0.31913041643056833
A,10,102,1102,0.40764323607190156,-0.37991892958199314,0.28560312652315384,25228494.901315127,526,2859,163,9c55d598a56a2c91,8.386078685689581,10,0.3191304164306595
A,10,103,1103,0.4043653849990403,-0.4179968321691499,0.28408729321329057,24679291.658626746,526,2859,163,51097104166d0434,8.386078685689581,10,0.3141552261640693
A,10,104,1104,0.38937828501788974,-0.3786267824036554,0.2788324311092234,22301915.86717269,526,2859,163,ad4f5851085575c2,8.386078685689581,10,0.3191211788948458
A,10,105,1105,0.4022710874193385,-0.3720901954787571,0.28121830681406124,24334013.852297746,526,2859,163,fe5f13050323d507,8.386078685689581,10,0.31912117889466174
A,10,106,1106,0.3746692822044386,-0.38341135908403057,0.28480127252572324,20169915.983282477,526,2859,163,4899db909d64f1d3,8.386078685689581,10,0.3141552261637761
A,10,107,1107,0.3732698283005127,-0.3620330461006261,0.28602335553632946,19976893.114896208,526,2859,163,bf581684e0b70628,8.38651102464332,10,0.31912117889495395
A,10,108,1108,0.39906622309504725,-0.3553402044919183,0.2840704076041653,23813999.339187615,526,2859,163,1cf053611bda1314,8.386078685689581,10,0.3141552261636231
