date,stock_id,name,split_auction
2020-08-11,052006,康友富邦98購01,0
2020-08-11,052079,康友元富98購01,0
2020-08-11,052080,康友元富98購02,0
2020-08-11,053855,康友國泰98購01,0
2020-08-11,057104,康友中信99購01,0
2020-08-11,057378,康友元大98購02,0
2020-08-11,057469,康友永豐98購02,0
2020-08-11,057827,康友元大98購03,0
2020-08-11,058338,康友元富99購01,0
2020-08-11,058339,康友元富99購02,0
2020-08-11,058734,康友永豐99購01,0
2020-08-11,058764,康友群益99購01,0
2020-08-11,058781,康友國票9A購01,0
2020-08-11,059283,康友永豐99購02,0
2020-08-11,059326,康友元大99購01,0
2020-08-11,060202,康友元富9A購01,0
2020-08-11,060399,康友國票9A購02,0
2020-08-11,060685,康友元大9A購01,0
2020-08-11,060686,康友元大9A購02,0
2020-08-11,060708,康友富邦9B購01,0
2020-08-11,060809,康友群益9A購01,0
2020-08-11,060850,康友國票9A購03,0
2020-08-11,060918,康友國泰9C購01,0
2020-08-11,061040,康友永豐9A購01,0
2020-08-11,061050,康友中信9A購01,0
2020-08-11,061355,康友元大9A購03,0
2020-08-11,061791,康友群益9B購01,0
2020-08-11,061857,康友國票9B購01,0
2020-08-11,062287,康友群益9B購02,0
2020-08-11,062295,康友永豐9B購01,0
2020-08-11,062920,康友元大9B購01,0
2020-08-11,064072,康友永豐9C購01,0
2020-08-11,064785,康友群益9C購01,0
2020-08-11,065421,康友國票01購01,0
2020-08-11,065452,康友統一02購01,0
2020-08-11,065453,康友統一02購02,0
2020-08-11,065484,康友元大9C購01,0
2020-08-11,065502,康友富邦03購01,0
2020-08-11,065764,康友元大9C購02,0
2020-08-11,065795,康友永豐9C購02,0
2020-08-11,065883,康友台新9C購01,0
2020-08-11,066082,康友國泰03購01,0
2020-08-11,066221,康友台新01購01,0
2020-08-11,066574,康友元大01購01,0
2020-08-11,068124,康友元富07購01,0
2020-08-11,068889,康友統一04購01,0
2020-08-11,068968,康友群益02購01,0
2020-08-11,06990P,康友元富99售03,0
2020-08-11,1213,大飲,0
2020-08-11,1418,東華,0
2020-08-11,1471,首利,0
2020-08-11,1475,本盟,1
2020-08-11,1512,瑞利,1
2020-08-11,1538,正峰新,0
2020-08-11,2025,千興,1
2020-08-11,2321,東訊,1
2020-08-11,2364,倫飛,1
2020-08-11,2371,大同,0
2020-08-11,2434,統懋,1
2020-08-11,3043,科風,1
2020-08-11,3051,力特,0
2020-08-11,3536,誠創,1
2020-08-11,4725,信昌化,0
2020-08-11,6131,鈞泰,1
2020-08-11,6225,天瀚,1
2020-08-11,6289,華上,1
2020-08-11,6452,康友-KY,0
2020-08-11,8101,華冠,0
2020-08-11,9928,中視,1
2020-08-11,9946,三發地產,0
