pattern,recall_top50,recall_rest,ratio
P1_box_breakout,0.9966666666666667,0.9966666666666667,1.0
P2_breakaway_gap,0.9966666666666667,0.9966666666666667,1.0
P3_false_breakout,0.6866666666666666,0.6166666666666667,1.1135135135135135
P4_hammer,1.0,1.0,1.0
P4_shooting_star,1.0,1.0,1.0
P5_ma_cross_up,0.8633333333333333,0.8633333333333333,1.0
P6_cup_handle,1.0,0.9966666666666667,1.0033444816053512
