date,stock_id,high,low,avg_price,volume,amount,transactions,price_basis
2026-04-01,7879,119.50,108.00,112.73,339242,38244042,429,均價
2026-04-02,7879,118.00,106.50,110.83,256401,28417950,323,均價
2026-04-07,7879,113.00,99.80,103.65,470535,48773074,569,均價
2026-04-08,7879,107.00,98.00,100.46,232107,23316697,376,均價
2026-04-09,7879,101.00,95.60,97.87,198200,19397196,312,均價
2026-04-10,7879,107.50,93.60,99.66,238509,23770225,370,均價
2026-04-13,7879,107.50,95.10,101.33,354386,35908750,465,均價
2026-04-14,7879,111.00,103.00,106.67,394705,42102059,447,均價
2026-04-15,7879,123.00,110.00,116.57,698100,81379651,712,均價
2026-04-16,7879,117.50,102.00,108.88,322862,35151735,422,均價
2026-04-17,7879,123.00,106.00,112.87,506712,57190398,541,均價
2026-04-20,7879,125.00,115.50,120.11,597974,71823481,594,均價
2026-04-21,7879,138.00,116.50,126.81,1054039,133665177,1208,均價
2026-04-22,7879,134.50,116.00,123.73,684487,84690387,901,均價
2026-04-23,7879,129.00,101.00,113.02,598648,67656423,932,均價
2026-04-24,7879,117.50,103.50,108.24,273922,29648968,345,均價
2026-04-27,7879,110.00,99.50,102.16,321434,32836647,399,均價
2026-04-28,7879,105.00,99.00,101.40,210236,21318054,299,均價
2026-04-29,7879,104.50,99.10,100.53,121881,12252242,179,均價
2026-04-30,7879,126.00,100.50,118.71,1089968,129385609,1388,均價
2026-05-04,7879,154.00,124.00,142.54,2616565,372953676,2908,均價
2026-05-05,7879,153.50,136.00,141.50,1112807,157460493,1397,均價
2026-05-06,7879,148.50,133.00,139.45,934688,130342813,1161,均價
2026-05-07,7879,140.50,124.00,129.77,801488,104011649,1084,均價
2026-05-08,7879,131.50,117.00,122.18,615695,75226546,799,均價
2026-05-11,7879,124.00,117.50,119.94,395209,47401143,567,均價
2026-05-12,7879,120.50,113.50,115.18,469518,54076834,560,均價
2026-05-13,7879,116.00,107.50,109.55,454672,49811312,545,均價
2026-05-14,7879,126.00,111.00,120.51,551095,66410053,575,均價
2026-05-15,7879,124.50,109.50,114.82,297676,34178065,447,均價
2026-05-18,7879,121.50,107.00,114.67,257496,29526317,434,均價
2026-05-19,7879,118.00,114.50,116.19,182131,21162043,203,均價
2026-05-20,7879,117.50,111.50,114.03,199149,22709106,227,均價
2026-05-21,7879,119.50,117.00,118.31,467913,55358263,564,均價
2026-05-22,7879,125.00,115.50,120.91,814880,98528872,913,均價
2026-05-25,7879,126.50,119.50,123.47,815896,100741188,927,均價
2026-05-26,7879,126.50,122.00,123.90,294585,36498431,466,均價
2026-05-27,7879,126.50,120.00,124.22,483656,60077493,645,均價
2026-05-28,7879,125.00,114.50,117.76,490071,57711643,767,均價
2026-05-29,7879,125.00,114.50,119.17,707473,84308524,905,均價
2026-06-01,7879,127.00,120.50,123.26,454514,56023198,609,均價
2026-06-02,7879,121.00,117.00,119.35,202101,24119845,379,均價
2026-06-03,7879,120.50,117.00,118.61,286530,33986674,435,均價
2026-06-04,7879,118.50,114.00,115.31,184961,21327400,361,均價
2026-06-05,7879,117.50,110.00,113.47,249037,28258463,399,均價
2026-06-08,7879,110.00,100.00,103.99,373486,38837794,493,均價
2026-06-09,7879,109.50,105.50,107.53,151182,16257215,284,均價
2026-06-10,7879,109.50,99.60,104.04,253719,26396191,437,均價
2026-06-11,7879,106.00,99.00,102.10,231624,23647861,322,均價
2026-06-12,7879,105.50,100.00,103.81,192533,19986558,220,均價
2026-06-15,7879,107.00,102.50,104.12,131449,13686238,217,均價
2026-06-16,7879,105.50,99.00,100.70,205868,20730480,354,均價
2026-06-17,7879,101.50,98.10,99.79,282203,28160375,379,均價
2026-06-18,7879,102.50,100.00,101.08,198880,20101949,211,均價
2026-06-22,7879,102.50,99.10,100.10,175848,17602705,191,均價
2026-06-23,7879,100.00,98.00,98.84,188566,18638040,296,均價
2026-06-24,7879,99.20,94.70,96.24,207334,19954675,382,均價
2026-06-25,7879,96.70,89.40,92.47,291940,26995025,563,均價
2026-06-26,7879,91.40,76.50,82.49,782097,64515029,893,均價
2026-06-29,7879,82.10,77.50,78.65,310197,24395887,449,均價
2026-06-30,7879,80.90,78.00,79.79,154187,12303128,189,均價
2026-07-01,7879,81.00,79.00,80.07,126022,10090314,168,均價
2026-07-02,7879,80.30,79.50,79.92,138091,11036718,133,均價
2026-07-03,7879,80.90,79.50,80.05,100214,8022188,111,均價
2026-07-06,7879,80.30,79.30,79.81,153373,12240618,155,均價
2026-07-07,7879,80.00,76.80,78.11,238569,18633646,234,均價
2026-07-08,7879,78.00,72.10,73.84,175226,12939030,329,均價
2026-07-09,7879,76.90,73.00,74.82,117887,8820016,222,均價
2026-07-13,7879,74.00,67.00,68.60,289982,19892335,470,均價
2026-07-14,7879,68.90,60.00,62.27,391446,24374861,502,均價
2026-07-15,7879,66.20,60.90,62.71,157239,9861034,217,均價
2026-07-16,7879,63.10,59.10,60.38,255222,15409217,214,均價
2026-07-17,7879,60.90,56.50,57.25,381900,21862820,304,均價
2026-07-20,7879,57.60,54.00,54.74,117877,6452584,161,均價
2026-07-21,7879,57.00,54.00,55.58,77573,4311363,132,均價
2026-07-22,7879,66.20,55.10,62.07,189626,11770998,302,均價
2026-07-23,7879,66.50,63.60,65.23,161002,10502789,184,均價
2026-07-24,7879,65.90,63.60,64.88,42646,2767048,55,均價
2026-07-27,7879,66.20,64.00,65.16,37220,2425426,64,均價
2026-07-28,7879,65.90,60.40,62.70,62082,3892379,94,均價
2026-07-29,7879,63.00,54.30,57.35,159937,9172990,214,均價
2026-07-30,7879,56.90,54.00,54.68,85060,4651087,128,均價
2026-07-31,7879,57.30,55.10,56.59,47031,2661261,73,均價
2026-08-03,7879,57.70,56.40,57.18,28863,1650513,43,均價
2026-08-04,7879,60.40,56.90,58.80,66739,3924575,94,均價
2026-08-05,7879,61.90,58.50,60.68,85455,5185614,110,均價
2026-08-06,7879,62.00,60.00,61.10,64516,3941614,76,均價
2026-08-07,7879,61.90,60.10,60.67,24276,1472879,33,均價
2026-08-10,7879,62.00,60.00,60.60,20633,1250376,51,均價
2026-08-11,7879,62.50,60.00,60.94,47799,2912728,71,均價
2026-08-12,7879,61.70,60.10,60.56,35995,2180035,54,均價
2026-08-13,7879,61.70,60.00,60.53,24807,1501565,45,均價
2026-08-14,7879,61.70,59.90,60.36,13499,814752,27,均價
2026-08-17,7879,61.20,59.80,60.49,19567,1183619,37,均價
2026-08-18,7879,61.00,59.10,59.88,63618,3809621,101,均價
2026-08-19,7879,60.20,58.70,59.61,9560,569872,35,均價
2026-08-20,7879,60.70,58.70,59.89,13908,832886,35,均價
2026-08-21,7879,60.70,59.10,59.78,13608,813511,38,均價
2026-08-24,7879,60.80,59.10,60.22,22906,1379322,63,均價
2026-08-25,7879,60.70,59.00,59.32,24618,1460223,47,均價
2026-08-26,7879,60.10,58.90,59.70,49524,2956391,44,均價
2026-08-27,7879,60.10,59.30,59.68,12794,763514,25,均價
2026-08-28,7879,63.40,58.60,60.49,120091,7263981,159,均價
2026-08-31,7879,63.40,61.60,62.62,72055,4511878,85,均價
2026-09-01,7879,71.50,63.40,68.09,214207,14585483,308,均價
2026-09-02,7879,70.90,65.10,66.41,126632,8409447,172,均價
