date,stock_id,high,low,avg_price,volume,amount,transactions,price_basis
2017-11-17,6434,,,,0,0,0,無成交
2017-11-20,6434,,,,0,0,0,無成交
2017-11-21,6434,,,,0,0,0,無成交
2017-11-22,6434,,,,0,0,0,無成交
2017-11-23,6434,,,,0,0,0,無成交
2017-11-24,6434,,,,0,0,0,無成交
2017-11-27,6434,3.88,3.88,3.88,5000,19400,1,均價
2017-11-28,6434,3.90,3.88,3.89,25000,97200,8,均價
2017-11-29,6434,3.88,3.88,3.88,2000,7760,1,均價
2017-11-30,6434,3.89,3.89,3.89,1000,3890,1,均價
2017-12-01,6434,3.89,3.89,3.89,3000,11670,1,均價
2017-12-04,6434,,,,0,0,0,無成交
2017-12-05,6434,,,,0,0,0,無成交
2017-12-06,6434,,,,0,0,0,無成交
2017-12-07,6434,,,,0,0,0,無成交
2017-12-08,6434,,,,0,0,0,無成交
2017-12-11,6434,,,,0,0,0,無成交
2017-12-12,6434,,,,0,0,0,無成交
2017-12-13,6434,4.08,4.08,4.08,12000,48960,3,均價
2017-12-14,6434,4.11,4.11,4.11,2000,8220,1,均價
2017-12-15,6434,4.22,4.09,4.12,45000,185370,10,均價
2017-12-18,6434,4.12,4.08,4.09,10000,40890,3,均價
2017-12-19,6434,3.97,3.97,3.97,1000,3970,1,均價
2017-12-20,6434,,,,0,0,0,無成交
2017-12-21,6434,3.92,3.92,3.92,1000,3920,1,均價
2017-12-22,6434,3.99,3.92,3.94,13000,51170,3,均價
2017-12-25,6434,,,,0,0,0,無成交
2017-12-26,6434,4.08,4.08,4.08,1,4,1,均價
2017-12-27,6434,,,,0,0,0,無成交
2017-12-28,6434,,,,0,0,0,無成交
2017-12-29,6434,,,,0,0,0,無成交
2018-01-02,6434,,,,0,0,0,無成交
2018-01-03,6434,4.07,4.07,4.07,1000,4070,1,均價
2018-01-04,6434,4.07,4.05,4.06,13000,52770,6,均價
2018-01-05,6434,3.94,3.94,3.94,1000,3940,1,均價
2018-01-08,6434,4.08,4.08,4.08,2000,8160,1,均價
2018-01-09,6434,4.08,4.08,4.08,2000,8160,1,均價
2018-01-10,6434,,,,0,0,0,無成交
2018-01-11,6434,4.08,3.98,4.01,12000,48060,4,均價
2018-01-12,6434,4.07,4.01,4.05,6000,24300,4,均價
2018-01-15,6434,,,,0,0,0,無成交
2018-01-16,6434,,,,0,0,0,無成交
2018-01-17,6434,,,,0,0,0,無成交
2018-01-18,6434,4.03,4.03,4.03,5000,20150,1,均價
2018-01-19,6434,4.09,4.07,4.08,29000,118370,10,均價
2018-01-22,6434,4.20,4.20,4.20,1000,4200,1,均價
2018-01-23,6434,4.02,4.02,4.02,1000,4020,1,均價
2018-01-24,6434,4.08,4.02,4.03,72000,290380,18,均價
2018-01-25,6434,4.18,4.04,4.04,36490,147488,5,均價
2018-01-26,6434,4.18,4.18,4.18,500,2090,1,均價
2018-01-29,6434,4.10,4.03,4.06,8000,32460,3,均價
2018-01-30,6434,,,,0,0,0,無成交
2018-01-31,6434,,,,0,0,0,無成交
2018-02-01,6434,4.62,4.12,4.37,146000,637960,40,均價
2018-02-02,6434,4.54,4.18,4.32,94100,406704,35,均價
2018-02-05,6434,4.40,4.35,4.38,22100,96798,8,均價
2018-02-06,6434,4.38,4.18,4.27,57000,243540,14,均價
2018-02-07,6434,5.14,4.20,4.68,123200,575978,37,均價
2018-02-08,6434,4.89,4.74,4.85,85200,413538,22,均價
2018-02-09,6434,4.74,4.40,4.54,53000,240450,14,均價
2018-02-12,6434,4.80,4.60,4.70,45000,211600,11,均價
2018-02-21,6434,5.07,4.83,4.95,53000,262200,12,均價
2018-02-22,6434,4.90,4.88,4.89,14000,68500,4,均價
2018-02-23,6434,5.04,4.91,4.98,28000,139330,7,均價
2018-02-26,6434,5.02,4.88,4.94,32000,157950,7,均價
2018-02-27,6434,5.00,4.88,4.94,22000,108750,8,均價
2018-03-01,6434,5.01,4.99,5.00,10000,49990,3,均價
2018-03-02,6434,5.02,4.78,4.84,52000,251740,13,均價
2018-03-05,6434,5.01,4.90,4.92,22000,108220,5,均價
2018-03-06,6434,5.35,5.00,5.15,56000,288560,15,均價
2018-03-07,6434,5.15,5.03,5.09,19000,96790,6,均價
2018-03-08,6434,5.22,4.94,4.98,26500,132020,7,均價
2018-03-09,6434,4.86,4.73,4.79,53000,253810,13,均價
2018-03-12,6434,5.02,4.60,4.83,132000,637300,32,均價
2018-03-13,6434,4.95,4.79,4.87,37000,180160,8,均價
2018-03-14,6434,5.12,4.79,4.93,77000,379950,17,均價
2018-03-15,6434,5.00,5.00,5.00,5000,25000,1,均價
2018-03-16,6434,4.98,4.75,4.84,63500,307290,18,均價
2018-03-19,6434,5.04,4.77,4.88,54000,263410,12,均價
2018-03-20,6434,4.91,4.91,4.91,5000,24550,1,均價
2018-03-21,6434,4.90,4.85,4.88,39000,190340,10,均價
2018-03-22,6434,4.88,4.73,4.77,25000,119350,5,均價
2018-03-23,6434,4.89,4.68,4.75,14000,66460,3,均價
2018-03-26,6434,4.91,4.88,4.89,31000,151680,7,均價
2018-03-27,6434,5.12,4.90,5.08,18000,91500,6,均價
2018-03-28,6434,5.14,4.98,5.03,37000,186210,12,均價
2018-03-29,6434,5.02,5.02,5.02,1000,5020,1,均價
2018-03-30,6434,5.02,4.98,4.99,11996,59880,6,均價
2018-03-31,6434,5.02,4.90,4.97,95001,472425,26,均價
2018-04-02,6434,5.02,4.95,4.98,12000,59770,4,均價
2018-04-03,6434,5.04,4.95,5.00,13096,65540,5,均價
2018-04-09,6434,5.01,5.00,5.00,6000,30010,2,均價
2018-04-10,6434,,,,0,0,0,無成交
2018-04-11,6434,5.02,5.02,5.02,7000,35140,3,均價
2018-04-12,6434,5.02,5.00,5.00,6000,30020,2,均價
2018-04-13,6434,5.02,5.02,5.02,3000,15060,2,均價
2018-04-16,6434,5.02,5.02,5.02,1000,5020,1,均價
2018-04-17,6434,5.02,4.80,4.98,29000,144500,9,均價
2018-04-18,6434,,,,0,0,0,無成交
2018-04-19,6434,4.78,4.78,4.78,1000,4780,1,均價
2018-04-20,6434,,,,0,0,0,無成交
2018-04-23,6434,,,,0,0,0,無成交
2018-04-24,6434,5.00,4.77,4.83,13000,62750,5,均價
2018-04-25,6434,4.98,4.90,4.94,10000,49400,2,均價
2018-04-26,6434,,,,0,0,0,無成交
2018-04-27,6434,4.97,4.96,4.97,10000,49650,2,均價
2018-04-30,6434,,,,0,0,0,無成交
2018-05-02,6434,4.98,4.75,4.88,11000,53650,3,均價
2018-05-03,6434,4.98,4.75,4.91,14000,68770,6,均價
2018-05-04,6434,,,,0,0,0,無成交
2018-05-07,6434,,,,0,0,0,無成交
2018-05-08,6434,,,,0,0,0,無成交
2018-05-09,6434,4.80,4.80,4.80,5000,24000,1,均價
2018-05-10,6434,,,,0,0,0,無成交
2018-05-11,6434,4.85,4.85,4.85,5000,24250,1,均價
2018-05-14,6434,4.87,4.87,4.87,1000,4870,1,均價
2018-05-15,6434,4.66,4.66,4.66,12000,55920,3,均價
2018-05-16,6434,4.62,4.62,4.62,1000,4620,1,均價
2018-05-17,6434,4.70,4.62,4.63,11000,50900,3,均價
2018-05-18,6434,,,,0,0,0,無成交
2018-05-21,6434,4.58,4.36,4.47,37000,165570,8,均價
2018-05-22,6434,,,,0,0,0,無成交
2018-05-23,6434,4.32,4.28,4.29,49000,210310,11,均價
2018-05-24,6434,4.21,4.17,4.19,40000,167530,9,均價
2018-05-25,6434,4.63,4.25,4.40,88000,387209,24,均價
2018-05-28,6434,5.10,4.83,4.99,56000,279630,13,均價
2018-05-29,6434,5.10,5.00,5.04,50000,252150,10,均價
2018-05-30,6434,5.02,5.00,5.01,10000,50100,2,均價
2018-05-31,6434,5.36,5.10,5.26,53000,278580,14,均價
2018-06-01,6434,5.97,5.30,5.74,171400,983740,43,均價
2018-06-04,6434,6.00,5.83,5.94,72000,428010,20,均價
2018-06-05,6434,6.29,5.95,6.01,134000,804880,35,均價
2018-06-06,6434,6.09,6.00,6.04,47000,283710,14,均價
2018-06-07,6434,6.02,5.45,5.76,65000,374490,16,均價
2018-06-08,6434,5.67,5.47,5.52,67000,370010,19,均價
2018-06-11,6434,5.62,5.50,5.59,39000,217880,9,均價
2018-06-12,6434,5.86,5.60,5.63,83000,467690,19,均價
2018-06-13,6434,5.62,5.48,5.51,51000,280860,15,均價
2018-06-14,6434,5.52,5.50,5.51,24000,132200,9,均價
2018-06-15,6434,5.52,5.50,5.51,49000,269980,11,均價
2018-06-19,6434,5.52,5.52,5.52,1000,5520,1,均價
2018-06-20,6434,5.30,5.04,5.22,82000,428440,21,均價
2018-06-21,6434,5.25,5.22,5.25,11000,57720,3,均價
2018-06-22,6434,,,,0,0,0,無成交
2018-06-25,6434,5.22,5.00,5.09,40000,203600,8,均價
2018-06-26,6434,5.03,5.02,5.03,11000,55320,3,均價
2018-06-27,6434,5.25,5.02,5.11,3000,15320,3,均價
2018-06-28,6434,5.26,5.26,5.26,1000,5260,1,均價
2018-06-29,6434,5.30,5.26,5.29,3000,15860,2,均價
2018-07-02,6434,5.15,5.05,5.06,17000,86030,6,均價
2018-07-03,6434,5.02,4.98,4.99,19000,94900,4,均價
2018-07-04,6434,5.05,5.02,5.05,21000,106020,5,均價
2018-07-05,6434,,,,0,0,0,無成交
2018-07-06,6434,6.00,5.27,5.73,199000,1139840,53,均價
2018-07-09,6434,6.52,5.83,6.09,288210,1755285,64,均價
2018-07-10,6434,6.92,5.98,6.51,393000,2559100,103,均價
2018-07-11,6434,6.83,6.30,6.53,210000,1372020,49,均價
2018-07-12,6434,6.67,6.48,6.61,220000,1453810,51,均價
2018-07-13,6434,6.53,6.29,6.35,136000,862980,33,均價
2018-07-16,6434,6.52,6.30,6.41,45000,288550,10,均價
2018-07-17,6434,6.52,6.50,6.51,58000,377560,17,均價
2018-07-18,6434,6.59,6.49,6.52,76000,495560,23,均價
2018-07-19,6434,6.73,6.50,6.55,101000,661600,28,均價
2018-07-20,6434,6.73,6.41,6.50,34010,221046,13,均價
2018-07-23,6434,6.62,6.38,6.42,19210,123381,9,均價
2018-07-24,6434,6.60,6.38,6.46,86000,555940,21,均價
2018-07-25,6434,6.45,6.28,6.37,56990,363307,14,均價
2018-07-26,6434,6.52,6.35,6.42,43000,275970,11,均價
2018-07-27,6434,6.32,6.21,6.30,57000,358940,11,均價
2018-07-30,6434,6.42,6.18,6.30,3000,18900,3,均價
2018-07-31,6434,6.41,6.35,6.40,40000,255960,9,均價
2018-08-01,6434,6.41,6.30,6.31,41000,258760,9,均價
2018-08-02,6434,6.32,6.12,6.27,52000,326040,14,均價
2018-08-03,6434,6.30,6.13,6.24,6000,37460,2,均價
2018-08-06,6434,6.10,6.00,6.05,55000,332800,13,均價
2018-08-07,6434,6.07,5.81,5.91,39000,230550,12,均價
2018-08-08,6434,6.09,6.09,6.09,2000,12180,2,均價
2018-08-09,6434,,,,0,0,0,無成交
2018-08-10,6434,5.85,5.73,5.80,61000,353720,19,均價
2018-08-13,6434,5.74,5.49,5.54,26000,144040,6,均價
2018-08-14,6434,5.68,5.55,5.58,19000,106070,7,均價
2018-08-15,6434,5.89,5.43,5.66,18000,101930,12,均價
2018-08-16,6434,5.88,5.88,5.88,1000,5880,1,均價
2018-08-17,6434,5.89,5.89,5.89,1000,5890,1,均價
2018-08-20,6434,5.63,5.60,5.62,25000,140450,6,均價
2018-08-21,6434,5.55,5.53,5.54,12000,66480,4,均價
2018-08-22,6434,5.48,5.45,5.46,19000,103730,8,均價
2018-08-23,6434,5.50,5.50,5.50,1000,5500,1,均價
2018-08-24,6434,5.48,5.48,5.48,5000,27400,1,均價
2018-08-27,6434,5.73,5.50,5.67,35000,198500,8,均價
2018-08-28,6434,5.89,5.80,5.86,17000,99570,4,均價
2018-08-29,6434,6.12,5.82,5.95,70000,416550,19,均價
2018-08-30,6434,6.02,5.84,5.92,61000,361170,15,均價
2018-08-31,6434,5.92,5.92,5.92,3000,17760,1,均價
2018-09-03,6434,5.92,5.71,5.76,20000,115120,6,均價
2018-09-04,6434,5.78,5.76,5.77,15000,86600,4,均價
2018-09-05,6434,5.91,5.91,5.91,1000,5910,1,均價
2018-09-06,6434,5.78,5.51,5.69,92000,523710,18,均價
2018-09-07,6434,5.72,5.70,5.71,32000,182700,8,均價
2018-09-10,6434,5.48,5.44,5.46,18000,98320,5,均價
2018-09-11,6434,5.48,5.28,5.34,13000,69460,6,均價
2018-09-12,6434,5.51,5.34,5.35,41000,219510,8,均價
2018-09-13,6434,5.52,5.35,5.44,2000,10870,2,均價
2018-09-14,6434,5.53,5.40,5.49,77000,422650,16,均價
2018-09-17,6434,5.60,5.48,5.50,22000,121000,5,均價
2018-09-18,6434,5.74,5.50,5.59,21000,117440,5,均價
2018-09-19,6434,5.63,5.46,5.59,42000,234860,10,均價
2018-09-20,6434,5.71,5.48,5.59,75000,419560,15,均價
2018-09-21,6434,5.72,5.60,5.63,43000,242260,10,均價
2018-09-25,6434,5.60,5.48,5.53,13000,71900,5,均價
2018-09-26,6434,5.50,5.29,5.43,15000,81450,2,均價
2018-09-27,6434,5.54,5.43,5.45,24000,130850,7,均價
2018-09-28,6434,5.52,5.48,5.49,22000,120880,7,均價
2018-10-01,6434,5.51,5.49,5.50,33000,181510,10,均價
2018-10-02,6434,5.50,5.28,5.37,16000,85900,5,均價
2018-10-03,6434,5.24,4.98,5.06,174000,879940,37,均價
2018-10-04,6434,5.02,5.00,5.01,60000,300540,15,均價
2018-10-05,6434,5.12,5.00,5.02,28000,140570,7,均價
2018-10-08,6434,5.01,4.88,4.90,22000,107710,6,均價
2018-10-09,6434,5.01,4.78,4.87,12000,58420,4,均價
2018-10-11,6434,,,,0,0,0,無成交
2018-10-12,6434,5.02,5.02,5.02,5000,25100,2,均價
2018-10-15,6434,5.02,5.00,5.01,40000,200400,5,均價
2018-10-16,6434,,,,0,0,0,無成交
2018-10-17,6434,5.26,5.00,5.05,26000,131230,6,均價
2018-10-18,6434,5.24,5.10,5.18,50000,259100,10,均價
2018-10-19,6434,5.22,5.00,5.16,112000,577740,19,均價
2018-10-22,6434,5.20,4.98,5.12,15000,76820,5,均價
2018-10-23,6434,5.09,5.00,5.03,104000,523180,24,均價
2018-10-24,6434,5.21,5.00,5.03,82000,412160,14,均價
2018-10-25,6434,5.08,4.85,4.99,13000,64810,5,均價
2018-10-26,6434,5.02,4.98,5.01,37000,185320,10,均價
2018-10-29,6434,5.02,5.00,5.00,6000,30020,2,均價
2018-10-30,6434,5.18,5.05,5.12,4000,20460,2,均價
2018-10-31,6434,5.50,5.00,5.16,227000,1172010,42,均價
2018-11-01,6434,5.59,5.50,5.52,110000,606770,21,均價
2018-11-02,6434,5.50,5.09,5.34,88000,469510,19,均價
2018-11-05,6434,5.24,5.00,5.03,39000,196260,11,均價
2018-11-06,6434,5.12,5.00,5.02,9000,45180,3,均價
2018-11-07,6434,5.05,4.88,4.99,39000,194760,10,均價
2018-11-08,6434,5.10,4.98,5.00,28000,140070,8,均價
2018-11-09,6434,5.25,5.05,5.10,92000,469410,19,均價
2018-11-12,6434,5.18,5.00,5.03,42000,211160,9,均價
2018-11-13,6434,5.07,5.00,5.02,13000,65220,5,均價
2018-11-14,6434,5.07,5.00,5.01,74000,371010,17,均價
2018-11-15,6434,5.03,5.00,5.01,75000,375730,14,均價
2018-11-16,6434,5.04,5.00,5.01,110000,551370,22,均價
2018-11-19,6434,5.02,5.00,5.01,62000,310640,15,均價
2018-11-20,6434,5.02,5.02,5.02,3000,15060,2,均價
2018-11-21,6434,5.02,5.02,5.02,2000,10040,1,均價
2018-11-22,6434,5.02,5.02,5.02,1000,5020,1,均價
2018-11-23,6434,,,,0,0,0,無成交
2018-11-26,6434,,,,0,0,0,無成交
2018-11-27,6434,5.07,5.00,5.01,37000,185410,9,均價
2018-11-28,6434,5.02,4.90,4.99,27000,134740,6,均價
2018-11-29,6434,4.90,4.85,4.87,11000,53600,3,均價
2018-11-30,6434,5.10,5.00,5.04,65000,327650,15,均價
2018-12-03,6434,5.02,4.80,4.89,32000,156370,10,均價
2018-12-04,6434,,,,0,0,0,無成交
2018-12-05,6434,5.02,5.00,5.01,25000,125300,7,均價
2018-12-06,6434,4.88,4.78,4.79,24000,114940,7,均價
2018-12-07,6434,4.98,4.89,4.90,11000,53880,3,均價
2018-12-10,6434,5.02,5.01,5.01,6000,30070,2,均價
2018-12-11,6434,5.04,5.00,5.01,150000,751700,28,均價
2018-12-12,6434,5.07,5.00,5.01,185000,927190,39,均價
2018-12-13,6434,5.02,4.98,5.01,174000,871620,36,均價
2018-12-14,6434,5.02,5.00,5.01,11000,55120,3,均價
2018-12-17,6434,5.02,5.02,5.02,3000,15060,1,均價
2018-12-18,6434,5.02,5.00,5.01,8000,40060,2,均價
2018-12-19,6434,5.02,5.02,5.02,3000,15060,1,均價
2018-12-20,6434,5.02,5.00,5.00,13000,65060,3,均價
2018-12-21,6434,5.01,4.78,4.92,5000,24590,2,均價
2018-12-22,6434,5.02,5.02,5.02,1000,5020,1,均價
2018-12-24,6434,5.02,5.02,5.02,2000,10040,2,均價
2018-12-25,6434,5.02,5.00,5.01,7000,35040,3,均價
2018-12-26,6434,5.08,5.00,5.01,68000,340840,20,均價
2018-12-27,6434,5.04,5.00,5.01,31000,155340,6,均價
2018-12-28,6434,5.20,5.02,5.05,15000,75810,5,均價
2019-01-02,6434,5.25,4.98,5.03,686000,3448170,116,均價
2019-01-03,6434,5.13,5.00,5.01,148000,741620,29,均價
2019-01-04,6434,5.02,5.00,5.01,3000,15020,2,均價
2019-01-07,6434,5.02,5.00,5.01,50000,250500,12,均價
2019-01-08,6434,5.02,4.99,5.00,16000,79970,4,均價
2019-01-09,6434,5.02,4.99,5.00,6000,29970,2,均價
2019-01-10,6434,5.02,4.98,4.99,93000,464460,13,均價
2019-01-11,6434,5.07,4.89,5.01,113000,566590,27,均價
2019-01-14,6434,5.26,5.00,5.04,145000,730250,34,均價
2019-01-15,6434,5.21,5.00,5.03,40000,201230,12,均價
2019-01-16,6434,5.11,4.98,5.02,30000,150570,9,均價
2019-01-17,6434,5.22,4.99,5.02,41000,205680,11,均價
2019-01-18,6434,5.02,5.00,5.01,20000,100100,4,均價
2019-01-21,6434,5.05,4.98,5.00,47000,235050,13,均價
2019-01-22,6434,,,,0,0,0,無成交
2019-01-23,6434,5.02,5.02,5.02,1000,5020,1,均價
2019-01-24,6434,5.07,5.00,5.02,43000,215750,11,均價
2019-01-25,6434,5.02,4.99,5.01,77000,385710,18,均價
2019-01-28,6434,5.02,5.00,5.01,16000,80120,4,均價
2019-01-29,6434,5.02,4.98,4.99,31000,154770,6,均價
2019-01-30,6434,5.03,4.98,4.99,20501,102320,6,均價
2019-02-11,6434,5.14,5.00,5.03,61000,306640,14,均價
2019-02-12,6434,5.04,4.99,5.01,33000,165320,8,均價
2019-02-13,6434,5.12,5.03,5.10,28000,142690,9,均價
2019-02-14,6434,5.14,5.05,5.07,33000,167430,8,均價
2019-02-15,6434,6.12,5.14,5.78,275000,1588780,75,均價
2019-02-18,6434,6.19,5.80,6.06,105750,640425,38,均價
2019-02-19,6434,6.10,5.80,5.89,19000,111880,8,均價
2019-02-20,6434,5.89,5.51,5.68,71749,407419,22,均價
2019-02-21,6434,5.34,5.10,5.23,105000,549080,30,均價
2019-02-22,6434,5.20,5.08,5.11,34000,173800,8,均價
2019-02-25,6434,5.20,5.01,5.04,109000,549670,31,均價
2019-02-26,6434,5.03,4.75,4.98,64000,318750,18,均價
2019-02-27,6434,5.01,4.88,4.91,17000,83480,7,均價
2019-03-04,6434,5.39,5.02,5.19,58000,301190,20,均價
2019-03-05,6434,5.41,5.13,5.29,73000,386400,21,均價
2019-03-06,6434,5.42,5.39,5.40,17000,91850,6,均價
2019-03-07,6434,5.42,5.33,5.38,13000,69910,3,均價
2019-03-08,6434,5.39,5.14,5.29,29000,153510,8,均價
2019-03-11,6434,5.30,5.11,5.21,92000,479640,22,均價
2019-03-12,6434,5.50,5.24,5.39,95000,511760,26,均價
2019-03-13,6434,5.51,5.28,5.40,89000,480510,22,均價
2019-03-14,6434,5.52,5.28,5.38,39000,209640,10,均價
2019-03-15,6434,5.52,5.28,5.34,68000,363180,20,均價
2019-03-18,6434,5.80,5.41,5.53,94000,520080,27,均價
2019-03-19,6434,5.58,5.33,5.47,37000,202310,12,均價
2019-03-20,6434,5.57,5.48,5.52,34000,187530,12,均價
2019-03-21,6434,5.56,5.36,5.42,17000,92120,5,均價
2019-03-22,6434,5.58,5.33,5.50,52500,288975,19,均價
2019-03-25,6434,5.72,5.58,5.62,54000,303265,21,均價
2019-03-26,6434,5.71,5.49,5.57,42000,234140,12,均價
2019-03-27,6434,5.64,5.58,5.59,21000,117430,6,均價
2019-03-28,6434,5.76,5.60,5.67,63500,359940,19,均價
2019-03-29,6434,5.82,5.68,5.75,114000,655200,32,均價
2019-04-01,6434,6.47,5.82,6.20,237000,1469510,66,均價
2019-04-02,6434,6.37,6.18,6.25,113490,709483,36,均價
2019-04-03,6434,6.55,6.08,6.23,352500,2196115,90,均價
2019-04-08,6434,6.53,6.28,6.40,252900,1618645,60,均價
2019-04-09,6434,6.37,6.27,6.30,175500,1105320,38,均價
2019-04-10,6434,6.42,6.27,6.35,71600,454785,27,均價
2019-04-11,6434,6.73,6.33,6.47,125726,813708,42,均價
2019-04-12,6434,6.61,6.30,6.46,130000,840205,38,均價
2019-04-15,6434,6.68,6.45,6.53,108220,706563,41,均價
2019-04-16,6434,6.68,6.43,6.50,67740,440188,26,均價
2019-04-17,6434,6.87,6.48,6.77,212475,1438221,65,均價
2019-04-18,6434,7.25,6.60,7.03,114500,805180,37,均價
2019-04-19,6434,8.86,7.23,7.98,389400,3105918,111,均價
2019-04-22,6434,8.88,8.13,8.47,244410,2070917,85,均價
2019-04-23,6434,8.96,8.56,8.79,97500,856790,31,均價
2019-04-24,6434,8.94,8.53,8.67,115000,997170,46,均價
2019-04-25,6434,8.73,7.90,8.40,106500,894705,34,均價
2019-04-26,6434,8.13,7.62,7.99,238500,1905880,54,均價
2019-04-29,6434,8.25,7.90,8.08,211000,1704395,57,均價
2019-04-30,6434,8.33,8.05,8.12,65000,528040,19,均價
2019-05-02,6434,8.27,8.10,8.16,86500,706225,27,均價
2019-05-03,6434,8.19,7.88,7.97,138001,1099387,42,均價
2019-05-06,6434,7.84,7.42,7.66,71500,547985,22,均價
2019-05-07,6434,8.24,7.82,7.94,92000,730910,32,均價
2019-05-08,6434,8.22,7.90,8.05,70210,565155,26,均價
2019-05-09,6434,8.03,7.74,7.87,42710,336275,25,均價
2019-05-10,6434,8.02,7.64,7.79,108000,841670,43,均價
2019-05-13,6434,7.71,6.66,7.09,118900,842692,38,均價
2019-05-14,6434,7.68,6.67,7.20,130500,940230,44,均價
2019-05-15,6434,7.59,7.22,7.32,118000,863590,33,均價
2019-05-16,6434,7.64,7.22,7.33,76900,563783,30,均價
2019-05-17,6434,7.56,7.20,7.37,118200,871566,36,均價
2019-05-20,6434,7.28,7.10,7.18,133700,960425,29,均價
2019-05-21,6434,7.36,6.89,6.99,76000,531420,21,均價
2019-05-22,6434,7.31,6.80,6.95,59500,413815,18,均價
2019-05-23,6434,7.05,6.50,6.73,75500,508300,28,均價
2019-05-24,6434,7.26,6.50,6.89,44500,306640,18,均價
2019-05-27,6434,7.05,6.99,7.01,89500,627420,29,均價
2019-05-28,6434,7.09,7.06,7.08,29500,208735,8,均價
2019-05-29,6434,7.12,6.97,7.04,51000,359030,19,均價
2019-05-30,6434,7.02,6.70,6.89,40000,275710,13,均價
2019-05-31,6434,7.05,6.97,6.99,22000,153790,7,均價
2019-06-03,6434,7.04,6.69,6.85,47000,322020,12,均價
2019-06-04,6434,6.92,6.67,6.79,92000,624765,24,均價
2019-06-05,6434,6.90,6.70,6.75,57500,388135,13,均價
2019-06-06,6434,6.73,6.36,6.52,132600,865175,46,均價
2019-06-10,6434,6.62,6.38,6.45,48600,313318,21,均價
2019-06-11,6434,6.63,6.48,6.50,75000,487570,17,均價
2019-06-12,6434,6.75,6.30,6.45,102500,661465,29,均價
2019-06-13,6434,6.59,6.19,6.31,99000,624985,29,均價
2019-06-14,6434,6.32,5.63,5.89,89500,527530,25,均價
2019-06-17,6434,5.80,5.58,5.64,148000,834230,41,均價
2019-06-18,6434,5.70,5.45,5.53,100500,555980,31,均價
2019-06-19,6434,5.70,5.45,5.52,78500,433070,22,均價
2019-06-20,6434,5.59,5.37,5.42,71500,387295,24,均價
2019-06-21,6434,5.63,4.95,5.20,129500,673525,39,均價
2019-06-24,6434,5.20,4.80,4.92,138500,681040,39,均價
2019-06-25,6434,5.40,5.10,5.21,17500,91160,6,均價
2019-06-26,6434,5.43,5.19,5.33,60700,323825,23,均價
2019-06-27,6434,6.41,5.38,5.77,122000,703630,55,均價
2019-06-28,6434,6.42,5.98,6.13,194500,1193090,50,均價
2019-07-01,6434,6.73,6.22,6.56,126600,830908,37,均價
2019-07-02,6434,6.59,6.39,6.48,42500,275415,18,均價
2019-07-03,6434,6.69,6.22,6.42,54300,348618,20,均價
2019-07-04,6434,6.45,6.40,6.44,10500,67575,6,均價
2019-07-05,6434,6.53,5.91,6.08,64100,389905,21,均價
2019-07-08,6434,5.99,5.47,5.69,117500,668095,34,均價
2019-07-09,6434,5.96,5.52,5.73,102278,586121,35,均價
2019-07-10,6434,5.79,5.61,5.71,31500,179945,9,均價
2019-07-11,6434,5.91,5.62,5.70,71800,409098,22,均價
2019-07-12,6434,5.89,5.74,5.76,11000,63345,7,均價
2019-07-15,6434,6.32,5.66,6.06,118000,714740,36,均價
2019-07-16,6434,6.49,6.18,6.40,48000,307350,18,均價
2019-07-17,6434,6.48,6.17,6.30,68992,434420,23,均價
2019-07-18,6434,6.44,6.10,6.15,58210,358201,13,均價
2019-07-19,6434,6.31,6.15,6.23,2000,12450,3,均價
2019-07-22,6434,6.21,6.14,6.17,17000,104810,4,均價
2019-07-23,6434,6.21,6.04,6.15,5221,32129,6,均價
2019-07-24,6434,6.22,6.08,6.20,45800,283759,16,均價
2019-07-25,6434,6.22,6.19,6.21,27500,170680,8,均價
2019-07-26,6434,6.22,6.22,6.22,11000,68420,2,均價
2019-07-29,6434,6.22,6.13,6.17,40000,246830,12,均價
2019-07-30,6434,6.22,6.20,6.21,6000,37245,4,均價
2019-07-31,6434,6.23,6.18,6.20,98000,607975,25,均價
2019-08-01,6434,6.37,6.19,6.25,23000,143725,10,均價
2019-08-02,6434,6.37,6.18,6.20,82000,508010,14,均價
2019-08-05,6434,6.35,6.17,6.27,19500,122325,8,均價
2019-08-06,6434,6.36,5.78,6.13,102500,628640,29,均價
2019-08-07,6434,6.40,6.30,6.33,33000,208820,10,均價
2019-08-08,6434,6.51,6.20,6.45,81500,525785,27,均價
2019-08-12,6434,6.54,6.27,6.51,99000,644010,29,均價
2019-08-13,6434,6.56,6.36,6.53,60000,391775,18,均價
2019-08-14,6434,6.81,6.45,6.57,66600,437666,22,均價
2019-08-15,6434,6.75,6.42,6.66,39400,262460,17,均價
2019-08-16,6434,6.87,6.65,6.72,26648,179073,14,均價
2019-08-19,6434,6.87,6.67,6.70,13000,87150,5,均價
2019-08-20,6434,6.91,6.38,6.65,44000,292760,15,均價
2019-08-21,6434,6.76,6.45,6.62,6000,39740,6,均價
2019-08-22,6434,6.76,6.68,6.72,13000,87400,4,均價
2019-08-23,6434,6.80,6.57,6.65,23500,156190,9,均價
2019-08-26,6434,6.80,6.80,6.80,1000,6800,1,均價
2019-08-27,6434,6.73,6.46,6.49,21000,136330,5,均價
2019-08-28,6434,6.73,6.53,6.64,33500,222565,11,均價
2019-08-29,6434,6.49,6.18,6.37,46000,292935,15,均價
