r,w,cagr,mdd,calmar,peak,trough
42,1.0,0.13687675776885344,-0.41985689205209337,0.32600812410117724,2020-01-02,2020-03-19
43,0.0,0.24020209886370614,-0.3395700527611012,0.7073712681980713,2022-01-17,2022-10-25
43,0.25,0.25984385288584044,-0.3172077108641223,0.81915995099232,2022-01-04,2022-10-25
43,0.5,0.2771978298919664,-0.31130253038535166,0.8904451549071313,2022-01-04,2022-10-28
43,0.75,0.29276408286007216,-0.320631913406626,0.9130846638113287,2020-01-02,2020-03-19
43,1.0,0.3068927910524115,-0.3935147647705408,0.7798761788045266,2018-05-30,2018-10-26
44,0.0,0.24020209886370614,-0.3395700527611012,0.7073712681980713,2022-01-17,2022-10-25
44,0.25,0.26170810179309156,-0.3417050368875828,0.7658889203883484,2024-07-11,2025-04-09
44,0.5,0.2805041695629671,-0.39396798030818736,0.7119973794406806,2024-07-17,2025-04-09
44,0.75,0.29722523482056573,-0.43764168197458175,0.6791520256469277,2024-07-17,2025-04-09
44,1.0,0.3123037236519508,-0.4700157078896213,0.6644538010318846,2024-07-17,2025-04-09
45,0.0,0.24020209886370614,-0.3395700527611012,0.7073712681980713,2022-01-17,2022-10-25
45,0.25,0.272381252968837,-0.3029963513480482,0.8989588546429589,2020-01-14,2020-03-19
45,0.5,0.29887924654729936,-0.32541452217053735,0.9184570023296875,2024-07-11,2025-04-09
45,0.75,0.32147493043207787,-0.38723858143095535,0.8301727819685158,2018-06-12,2020-03-19
45,1.0,0.34121550465696715,-0.4548876235651791,0.7501094489726773,2018-06-12,2020-03-19
46,0.0,0.24020209886370614,-0.3395700527611012,0.7073712681980713,2022-01-17,2022-10-25
46,0.25,0.2756267168204034,-0.3668038919789147,0.7514280051211875,2024-07-11,2025-04-09
46,0.5,0.3042964125050238,-0.43180926115042284,0.7047009869457633,2024-07-17,2025-04-09
46,0.75,0.32846658833136355,-0.47878950472917037,0.6860354813273576,2024-07-17,2025-04-09
46,1.0,0.34941245733226034,-0.5119066160044939,0.6825707002176993,2024-07-17,2025-04-09
47,0.0,0.24020209886370614,-0.3395700527611012,0.7073712681980713,2022-01-17,2022-10-25
47,0.25,0.2530171804004606,-0.33609689812314236,0.7528102217347981,2024-07-11,2025-04-09
47,0.5,0.2648131410640677,-0.38927160886939877,0.6802785896284385,2024-07-11,2025-04-09
47,0.75,0.2757477466344114,-0.43642189587172975,0.6318375618703085,2024-07-17,2025-04-09
