r,w,cagr,mdd,calmar,peak,trough
58,0.0,0.24020209886370614,-0.3395700527611012,0.7073712681980713,2022-01-17,2022-10-25
58,0.25,0.3249492522156052,-0.28586436981011254,1.1367252674107482,2025-01-07,2025-04-09
58,0.5,0.3795608057733786,-0.2906050940445271,1.3061051356354458,2025-01-07,2025-04-09
58,0.75,0.420395412874371,-0.2962335590120919,1.4191350037326829,2018-01-22,2018-10-30
58,1.0,0.45322081990138097,-0.36224603957781126,1.2511408556173549,2018-01-05,2018-10-30
59,0.0,0.24020209886370614,-0.3395700527611012,0.7073712681980713,2022-01-17,2022-10-25
59,0.25,0.2396541001969099,-0.3144241420479574,0.7622000608348859,2022-01-04,2022-10-25
59,0.5,0.23910404910575167,-0.32399104943512297,0.7379958474859987,2020-01-20,2020-03-19
59,0.75,0.23855192923708457,-0.3468891484357149,0.6876892238135052,2020-01-20,2020-03-19
59,1.0,0.23799772403783082,-0.40370438435114037,0.5895346527394199,2021-12-30,2025-04-09
60,0.0,0.24020209886370614,-0.3395700527611012,0.7073712681980713,2022-01-17,2022-10-25
60,0.25,0.2380491160774827,-0.34465603684099805,0.6906860482101554,2024-07-11,2025-04-09
60,0.5,0.23586405871520033,-0.4045535790388629,0.5830230430183448,2024-07-11,2025-04-09
60,0.75,0.23364589730852825,-0.45404520251439406,0.5145873054371084,2024-07-17,2025-04-09
60,1.0,0.23139355103069614,-0.49572495260139426,0.46677809905759693,2024-07-17,2025-04-09
61,0.0,0.24020209886370614,-0.3395700527611012,0.7073712681980713,2022-01-17,2022-10-25
61,0.25,0.25210873990028504,-0.322144269227327,0.7825957621564266,2024-07-11,2025-04-09
61,0.5,0.26313012938050306,-0.36308497207838203,0.7247067480493219,2024-07-17,2025-04-09
61,0.75,0.2733950657970643,-0.3990553066846442,0.6851057014338024,2024-07-17,2025-04-09
61,1.0,0.28300574472715123,-0.4259652962154679,0.664386857900267,2024-07-17,2025-04-09
62,0.0,0.24020209886370614,-0.3395700527611012,0.7073712681980713,2022-01-17,2022-10-25
62,0.25,0.23112344098994342,-0.3007855119493204,0.7683995133013108,2022-01-17,2022-10-25
62,0.5,0.22144186626910134,-0.32472995223090434,0.6819262120657155,2024-07-09,2025-04-09
62,0.75,0.2110656908468742,-0.3558393522321907,0.5931488170795415,2024-07-05,2025-04-09
62,1.0,0.19988005201237158,-0.38636143143899915,0.5173395575948676,2024-07-05,2025-04-09
63,0.0,0.24020209886370614,-0.3395700527611012,0.7073712681980713,2022-01-17,2022-10-25
63,0.25,0.2254315392835753,-0.3270989901722995,0.6891844550324938,2024-07-11,2025-04-09
63,0.5,0.20898553485679927,-0.3807903983330299,0.5488203898303803,2024-07-11,2025-04-09
63,0.75,0.19040207661665187,-0.4325184942190041,0.4402171910832615,2024-07-17,2025-04-09
63,1.0,0.168990717415479,-0.4907952898860008,0.3443201695247141,2023-07-11,2025-04-09
64,0.0,0.24020209886370614,-0.3395700527611012,0.7073712681980713,2022-01-17,2022-10-25
64,0.25,0.26809547879890516,-0.300714517479985,0.8915282210036604,2019-12-17,2020-03-19
64,0.5,0.29160859016800855,-0.3206443334018529,0.9094456373958282,2019-12-17,2020-03-19
64,0.75,0.3119834752742401,-0.3389124157887172,0.9205430687695283,2019-12-17,2020-03-19
64,1.0,0.32999339838699937,-0.35642414365767294,0.925844683248902,2019-12-16,2020-03-19
65,0.0,0.24020209886370614,-0.3395700527611012,0.7073712681980713,2022-01-17,2022-10-25
65,0.25,0.23685508504651231,-0.3169166354814688,0.7473734683781282,2024-07-11,2025-04-09
65,0.5,0.2334298286872385,-0.35765450523151215,0.6526684978737729,2024-07-11,2025-04-09
65,0.75,0.2299223506730419,-0.3985877973461772,0.5768424226829809,2024-07-17,2025-04-09
65,1.0,0.22632835413583674,-0.4316047302041218,0.5243880298271932,2024-07-17,2025-04-09
66,0.0,0.24020209886370614,-0.3395700527611012,0.7073712681980713,2022-01-17,2022-10-25
66,0.25,0.2702786494684717,-0.31282764356285236,0.8639858242392449,2024-07-11,2025-04-09
66,0.5,0.295329425322167,-0.341645535289845,0.8644322691693179,2024-07-11,2025-04-09
66,0.75,0.31685678465112854,-0.36297510357181595,0.8729435752841855,2024-07-10,2025-04-09
66,1.0,0.3357694142226091,-0.4018745245518258,0.8355080845123543,2023-07-05,2025-04-09
67,0.0,0.24020209886370614,-0.3395700527611012,0.7073712681980713,2022-01-17,2022-10-25
67,0.25,0.23205030554368578,-0.29946668468035514,0.7748785337887308,2020-01-14,2020-03-19
67,0.5,0.22341612507555308,-0.32081699463315994,0.696397412895846,2024-07-11,2025-04-09
67,0.75,0.21423476839808608,-0.3828095060616853,0.5596380575867013,2018-06-07,2018-10-29
67,1.0,0.20442712803147023,-0.45445446556114777,0.44982972667910587,2018-06-07,2018-10-29
68,0.0,0.24020209886370614,-0.3395700527611012,0.7073712681980713,2022-01-17,2022-10-25
68,0.25,0.27845995919225097,-0.2926554880413717,0.9514940623730455,2020-01-14,2020-03-19
68,0.5,0.3089666587423867,-0.3079723003096714,1.003228726842367,2024-07-17,2025-04-09
68,0.75,0.33444290431576773,-0.3225435414774342,1.0368922681999075,2024-07-17,2025-04-09
68,1.0,0.35637564271556266,-0.3670832282505993,0.9708306326440858,2018-05-30,2018-10-30
69,0.0,0.24020209886370614,-0.3395700527611012,0.7073712681980713,2022-01-17,2022-10-25
69,0.25,0.23530577722291257,-0.28939615634075005,0.8130922683916069,2022-01-04,2022-10-25
69,0.5,0.23023994827416794,-0.2957186622774846,0.7785776741344942,2024-07-11,2025-04-09
69,0.75,0.22499167765628636,-0.32839539391003947,0.6851243404404159,2018-06-12,2018-10-26
69,1.0,0.21954645940508977,-0.3820525600552077,0.5746498842289256,2018-06-12,2018-10-26
70,0.0,0.24020209886370614,-0.3395700527611012,0.7073712681980713,2022-01-17,2022-10-25
70,0.25,0.26090398364837797,-0.30382008524537013,0.8587450149573476,2024-07-11,2025-04-09
70,0.5,0.2790818103772057,-0.3327826104180992,0.8386309910441977,2024-07-05,2025-04-09
70,0.75,0.2953100480794404,-0.3622272445278971,0.8152618350514409,2024-07-05,2025-04-09
70,1.0,0.30998463133198806,-0.38380885987512375,0.8076536623798752,2024-07-05,2025-04-09
71,0.0,0.24020209886370614,-0.3395700527611012,0.7073712681980713,2022-01-17,2022-10-25
71,0.25,0.32666241230169435,-0.30196584354240685,1.0817859678087043,2024-07-11,2025-04-09
71,0.5,0.38199245401280035,-0.3163265075283212,1.2075891362932965,2024-07-17,2025-04-09
71,0.75,0.42324390234269194,-0.36553075439506877,1.1578886242913675,2018-07-12,2018-10-30
71,1.0,0.4563507044351982,-0.42373142061827435,1.0769810361698655,2018-07-12,2018-10-30
72,0.0,0.24020209886370614,-0.3395700527611012,0.7073712681980713,2022-01-17,2022-10-25
72,0.25,0.24511281788241224,-0.32610538507869513,0.7516368299875271,2024-07-11,2025-04-09
72,0.5,0.24986530449255873,-0.36791943940914584,0.6791304772964043,2024-07-11,2025-04-09
72,0.75,0.25446998524661746,-0.3984069901423741,0.6387186759842755,2024-07-11,2025-04-09
72,1.0,0.2589362721044388,-0.42532719704102734,0.6087931218737974,2024-07-17,2025-04-09
73,0.0,0.24020209886370614,-0.3395700527611012,0.7073712681980713,2022-01-17,2022-10-25
73,0.25,0.23308497930371797,-0.3070624376971794,0.7590800784744081,2022-01-04,2022-10-25
73,0.5,0.22560325496889821,-0.3073000960429488,0.7341463861350942,2024-07-11,2025-04-09
73,0.75,0.21771493674105757,-0.32779290453559107,0.664184409511581,2024-07-11,2025-04-09
73,1.0,0.2093701655175959,-0.4010684572989355,0.5220309942288539,2018-06-12,2018-10-30
74,0.0,0.24020209886370614,-0.3395700527611012,0.7073712681980713,2022-01-17,2022-10-25
74,0.25,0.24901764844257235,-0.3063730637298244,0.8127922390140961,2022-01-17,2022-10-25
74,0.5,0.2573373584359093,-0.3196218809581729,0.8051306051527355,2024-07-11,2025-04-09
74,0.75,0.2652168320071404,-0.3492415833985178,0.7594079417069383,2024-07-17,2025-04-09
74,1.0,0.27270267496298617,-0.3745184691616083,0.7281421276057612,2024-07-17,2025-04-09
75,0.0,0.24020209886370614,-0.3395700527611012,0.7073712681980713,2022-01-17,2022-10-25
75,0.25,0.22019714695160397,-0.32560585863298647,0.6762689955152307,2022-01-17,2022-10-25
75,0.5,0.19696956466306936,-0.36614441837164646,0.5379559397328841,2020-01-14,2020-03-19
75,0.75,0.16917190298121243,-0.40624509777466344,0.4164281708453967,2020-01-20,2020-03-19
75,1.0,0.1343439177065795,-0.44782665544903294,0.2999908917254461,2023-07-17,2025-04-09
76,0.0,0.24020209886370614,-0.3395700527611012,0.7073712681980713,2022-01-17,2022-10-25
76,0.25,0.24089561696385386,-0.35433189304423107,0.6798586909414417,2022-01-04,2022-10-25
76,0.5,0.24158587878236548,-0.37414626550540864,0.6456990248346421,2021-12-06,2022-10-26
76,0.75,0.24227291653995575,-0.42398844999665986,0.5714139537099757,2018-07-12,2020-03-19
76,1.0,0.24295676197272198,-0.4813343431604269,0.5047567567638643,2018-07-12,2020-03-19
77,0.0,0.24020209886370614,-0.3395700527611012,0.7073712681980713,2022-01-17,2022-10-25
77,0.25,0.24979898554032398,-0.3189142895113487,0.7832793755434241,2020-01-20,2020-03-19
77,0.5,0.2588114638150325,-0.3492369024024135,0.7410770798694494,2020-01-20,2020-03-19
77,0.75,0.26731014460800306,-0.3785734927576998,0.7060984187265611,2024-04-15,2025-04-09
77,1.0,0.2753533806266615,-0.41166265631289234,0.6688811248824419,2024-04-15,2025-04-09
78,0.0,0.24020209886370614,-0.3395700527611012,0.7073712681980713,2022-01-17,2022-10-25
78,0.25,0.2834016472012013,-0.2966522656662547,0.9553328256728677,2022-01-04,2022-10-25
78,0.5,0.3169888950067321,-0.27644720621006463,1.146652553854572,2021-08-05,2022-10-26
78,0.75,0.34460507972719046,-0.2781293121409065,1.2390102901221927,2021-08-05,2022-10-26
78,1.0,0.3681307423022351,-0.29978633914812086,1.2279770430778236,2018-01-04,2018-10-11
79,0.0,0.24020209886370614,-0.3395700527611012,0.7073712681980713,2022-01-17,2022-10-25
79,0.25,0.24359317663683688,-0.30431780530708086,0.8004565371751153,2024-07-11,2025-04-09
79,0.5,0.24690795446502167,-0.3325265143417663,0.7425211037795711,2024-07-11,2025-04-09
79,0.75,0.2501499801831839,-0.4071451901991671,0.6143999393946313,2018-07-12,2018-10-30
79,1.0,0.25332255558660144,-0.4715729696466926,0.5371863357146898,2018-07-12,2018-10-30
80,0.0,0.24020209886370614,-0.3395700527611012,0.7073712681980713,2022-01-17,2022-10-25
80,0.25,0.24848787304988718,-0.3021795201086924,0.8223187096217088,2020-01-14,2020-03-19
80,0.5,0.2563339683581316,-0.3215161572824597,0.7972662105840486,2020-01-02,2020-03-19
80,0.75,0.26378705572658734,-0.3421271160272989,0.7710206042409667,2020-01-02,2020-03-19
80,1.0,0.27088663638853205,-0.40738720843220233,0.6649365291340835,2018-06-12,2018-10-11
81,0.0,0.24020209886370614,-0.3395700527611012,0.7073712681980713,2022-01-17,2022-10-25
81,0.25,0.24235063137181823,-0.2991749772471501,0.8100631730694878,2020-01-14,2020-03-19
81,0.5,0.24446825091602853,-0.3154600533950951,0.7749578695780112,2020-01-02,2020-03-19
81,0.75,0.2465558848360776,-0.33177457724449694,0.7431427895525022,2024-07-05,2025-04-09
81,1.0,0.2486144186275494,-0.34887184152514983,0.7126239181147185,2024-07-05,2025-04-09
82,0.0,0.24020209886370614,-0.3395700527611012,0.7073712681980713,2022-01-17,2022-10-25
82,0.25,0.27314489662180086,-0.31788446841281975,0.8592583902749285,2024-07-11,2025-04-09
82,0.5,0.30016055640321215,-0.3475876167699861,0.8635536535866911,2024-07-17,2025-04-09
82,0.75,0.3231346248078002,-0.36941118871157075,0.8747288514319949,2024-07-17,2025-04-09
82,1.0,0.3431664565233603,-0.4004801516900212,0.8568875512936214,2018-06-12,2018-10-29
83,0.0,0.24020209886370614,-0.3395700527611012,0.7073712681980713,2022-01-17,2022-10-25
83,0.25,0.2500631657673056,-0.3125884569623518,0.799975687513705,2024-07-11,2025-04-09
83,0.5,0.25930834714365925,-0.3350974077061966,0.7738297616763812,2024-07-11,2025-04-09
83,0.75,0.2680138410928341,-0.3486970149436368,0.7686152436267792,2019-12-17,2020-03-19
83,1.0,0.27624231967125934,-0.3672741155556702,0.7521420867172096,2019-12-17,2020-03-19
84,0.0,0.24020209886370614,-0.3395700527611012,0.7073712681980713,2022-01-17,2022-10-25
84,0.25,0.23783472618922064,-0.3131178019676787,0.7595694805425688,2020-01-14,2020-03-19
84,0.5,0.2354285083813119,-0.35033116776547807,0.6720170228728112,2020-01-02,2020-03-19
84,0.75,0.23298206985398817,-0.389719268997172,0.5978202475168832,2020-01-02,2020-03-19
84,1.0,0.23049395917007165,-0.430399652036412,0.53553472471342,2020-01-02,2020-03-19
85,0.0,0.24020209886370614,-0.3395700527611012,0.7073712681980713,2022-01-17,2022-10-25
85,0.25,0.24649955829417958,-0.3017892602365702,0.8167936728462455,2019-12-18,2020-03-19
85,0.5,0.25253940292909016,-0.32282184251226054,0.7822872237014101,2019-12-17,2020-03-19
85,0.75,0.258342985131109,-0.3804711104626313,0.6790081507554635,2018-07-12,2020-03-19
85,1.0,0.2639290660496558,-0.4368875248208258,0.6041121594348502,2018-07-12,2020-03-19
86,0.0,0.24020209886370614,-0.3395700527611012,0.7073712681980713,2022-01-17,2022-10-25
86,0.25,0.24534317019002727,-0.3144101144678325,0.7803284910388227,2024-07-11,2025-04-09
86,0.5,0.2503111069255899,-0.3623797488461329,0.6907425365865918,2024-07-11,2025-04-09
86,0.75,0.2551178141336268,-0.41131223024162916,0.6202534118272035,2024-07-08,2025-04-09
86,1.0,0.2597739897472551,-0.5098072147553367,0.509553380628252,2023-07-06,2025-04-09
87,0.0,0.24020209886370614,-0.3395700527611012,0.7073712681980713,2022-01-17,2022-10-25
87,0.25,0.23620761772199184,-0.32041775622527857,0.7371864172094119,2024-07-11,2025-04-09
87,0.5,0.23210112504370595,-0.3607992440364902,0.6432971489824737,2024-07-11,2025-04-09
87,0.75,0.22787575063366794,-0.3924824908422723,0.5806010610680842,2024-07-17,2025-04-09
87,1.0,0.22352395882607667,-0.4211002839495518,0.530809328195217,2024-07-17,2025-04-09
88,0.0,0.24020209886370614,-0.3395700527611012,0.7073712681980713,2022-01-17,2022-10-25
88,0.25,0.26964880456019813,-0.2952062549231636,0.9134251055431818,2025-01-07,2025-04-09
88,0.5,0.2942596817661023,-0.30889057328637387,0.9526340627212757,2024-07-11,2025-04-09
88,0.75,0.31545919332283034,-0.36903850631456137,0.8548137604208136,2018-06-12,2018-10-11
88,1.0,0.3341160500172671,-0.4339031178665342,0.7700245429442594,2018-06-12,2018-10-11
89,0.0,0.24020209886370614,-0.3395700527611012,0.7073712681980713,2022-01-17,2022-10-25
89,0.25,0.28485837232298383,-0.29418033156020285,0.9683120921518463,2025-01-07,2025-04-09
89,0.5,0.3193252203652652,-0.3178507025222536,1.0046390265345044,2024-10-21,2025-04-09
89,0.75,0.34754136628486876,-0.3364740527078638,1.0328920268530004,2024-10-16,2025-04-09
89,1.0,0.3715085133223428,-0.35589505856086545,1.0438709512422386,2018-06-12,2018-10-26
90,0.0,0.24020209886370614,-0.3395700527611012,0.7073712681980713,2022-01-17,2022-10-25
90,0.25,0.24421957649745174,-0.3640532698209306,0.6708347287131295,2022-01-04,2022-10-25
90,0.5,0.24813045553671897,-0.38645622626165477,0.642066134985025,2024-07-11,2025-04-09
90,0.75,0.25194055573178953,-0.4332668955343036,0.5814904354072497,2024-07-16,2025-04-09
90,1.0,0.2556552249220929,-0.4808657144271168,0.5316561718829753,2024-05-27,2025-04-09
91,0.0,0.24020209886370614,-0.3395700527611012,0.7073712681980713,2022-01-17,2022-10-25
91,0.25,0.2467650152981391,-0.31299647498597666,0.7883955092759273,2022-01-04,2022-10-25
91,0.5,0.2530486747699632,-0.32031162334900676,0.7900077809360203,2020-01-14,2020-03-19
91,0.75,0.2590771111843304,-0.33762940232440464,0.7673416752235376,2020-01-02,2020-03-19
91,1.0,0.26487133477752334,-0.3964510684572422,0.6681059930251899,2018-06-12,2018-10-26
92,0.0,0.24020209886370614,-0.3395700527611012,0.7073712681980713,2022-01-17,2022-10-25
92,0.25,0.2402021029434962,-0.3308678823390505,0.7259758827160918,2022-01-04,2022-10-25
92,0.5,0.24020210702328626,-0.33209686552218226,0.7232892928561594,2022-01-04,2022-10-25
92,0.75,0.2402021111030761,-0.3354284008435236,0.7161054654257786,2021-12-30,2022-10-25
92,1.0,0.24020211518286572,-0.3406790207362804,0.7050687026859987,2021-12-30,2022-10-21
93,0.0,0.24020209886370614,-0.3395700527611012,0.7073712681980713,2022-01-17,2022-10-25
93,0.25,0.26830551624118226,-0.32515292784203,0.8251671544890222,2024-07-11,2025-04-09
93,0.5,0.29196814985991315,-0.35695119859617636,0.8179497673860471,2024-07-17,2025-04-09
93,0.75,0.31245590424155756,-0.38120641194489757,0.8196501801935122,2024-07-17,2025-04-09
93,1.0,0.33055468232969765,-0.4006436832157659,0.8250590142255608,2020-01-20,2020-03-19
94,0.0,0.24020209886370614,-0.3395700527611012,0.7073712681980713,2022-01-17,2022-10-25
94,0.25,0.28559079028988177,-0.29162334893853176,0.9793138695148805,2020-01-20,2020-03-19
94,0.5,0.3204951705757586,-0.3086479149615109,1.0383843695031119,2020-01-20,2020-03-19
94,0.75,0.34900798002077527,-0.3267274368691066,1.0681930583031956,2020-01-20,2020-03-19
94,1.0,0.3731926299777786,-0.3736109744990101,0.9988802670430319,2017-08-21,2018-10-11
95,0.0,0.24020209886370614,-0.3395700527611012,0.7073712681980713,2022-01-17,2022-10-25
95,0.25,0.23771486450549117,-0.3024109167069767,0.7860657515079946,2020-01-14,2020-03-19
95,0.5,0.23518471190552592,-0.32521017606635955,0.7231775916431846,2020-01-20,2020-03-19
95,0.75,0.23261004125147577,-0.3499175371265138,0.6647567400069316,2020-01-20,2020-03-19
95,1.0,0.22998915977938528,-0.3778241999561409,0.6087200338307689,2024-07-10,2025-04-09
96,0.0,0.24020209886370614,-0.3395700527611012,0.7073712681980713,2022-01-17,2022-10-25
96,0.25,0.28314514470617924,-0.29488050633539215,0.9602029928154515,2024-07-11,2025-04-09
96,0.5,0.31657620146606225,-0.3142380913680724,1.0074405686713874,2024-07-05,2025-04-09
96,0.75,0.3440853482572137,-0.33112773600085266,1.0391317635087134,2024-07-05,2025-04-09
96,1.0,0.36753201655949574,-0.35868897457966326,1.0246537881187885,2018-06-12,2018-10-11
97,0.0,0.24020209886370614,-0.3395700527611012,0.7073712681980713,2022-01-17,2022-10-25
97,0.25,0.2412212390044015,-0.29692601165757543,0.8123951069756244,2020-01-14,2020-03-19
97,0.5,0.2422333644966388,-0.31233296211019046,0.7755613203936488,2020-01-20,2020-03-19
97,0.75,0.24323857684190986,-0.34534288256079104,0.7043393367144097,2018-06-12,2020-03-19
97,1.0,0.2442369753145619,-0.408183364188237,0.598351125358284,2018-06-12,2018-10-30
98,0.0,0.24020209886370614,-0.3395700527611012,0.7073712681980713,2022-01-17,2022-10-25
98,0.25,0.23539547634907265,-0.3135270880586967,0.7507978905637757,2020-01-14,2020-03-19
98,0.5,0.23042561690935992,-0.34564954518977975,0.6666452194602025,2020-01-20,2020-03-19
98,0.75,0.2252803109930266,-0.3774898096205588,0.5967851455896822,2020-01-20,2020-03-19
98,1.0,0.2199458960704901,-0.45249933951752536,0.48606898808958715,2021-08-05,2025-04-09
99,0.0,0.24020209886370614,-0.3395700527611012,0.7073712681980713,2022-01-17,2022-10-25
99,0.25,0.22429045903698674,-0.32390568751646215,0.6924560687918992,2024-07-11,2025-04-09
99,0.5,0.2064147560714582,-0.3752297178332116,0.5501023673269102,2024-07-11,2025-04-09
99,0.75,0.1859777267761462,-0.4205566128457105,0.44221805363544675,2024-07-17,2025-04-09
99,1.0,0.16205040811051785,-0.46600307459682955,0.3477453625187312,2024-07-17,2025-04-09
100,0.0,0.24020209886370614,-0.3395700527611012,0.7073712681980713,2022-01-17,2022-10-25
100,0.25,0.27962301064361483,-0.3230918814455801,0.8654597243128594,2024-07-11,2025-04-09
100,0.5,0.3108685518767005,-0.3607524601441751,0.8617226109905433,2024-07-11,2025-04-09
100,0.75,0.3368636723277514,-0.39296920256408885,0.8572266481183414,2024-07-17,2025-04-09
100,1.0,0.35918533384766715,-0.42133950337304865,0.8524843528133392,2018-06-12,2018-10-11
101,0.0,0.24020209886370614,-0.3395700527611012,0.7073712681980713,2022-01-17,2022-10-25
101,0.25,0.3147280304017708,-0.3634722652898673,0.8658928354568587,2024-07-11,2025-04-09
101,0.5,0.3648429577681027,-0.41282910457047145,0.8837626846772444,2024-07-17,2025-04-09
101,0.75,0.4030237530151748,-0.43990565651707964,0.9161595152153428,2024-07-17,2025-04-09
101,1.0,0.43404381063814124,-0.45681890322312413,0.9501441546654674,2024-07-17,2025-04-09
102,0.0,0.24020209886370614,-0.3395700527611012,0.7073712681980713,2022-01-17,2022-10-25
102,0.25,0.27293726233011206,-0.30653023786103833,0.8904089339918392,2019-12-17,2020-03-19
102,0.5,0.2998125817715278,-0.3328169786319938,0.9008331936786195,2019-12-17,2020-03-19
102,0.75,0.3226842620860362,-0.3591326902307968,0.8985098568405537,2020-01-20,2020-03-19
102,1.0,0.34263738285585443,-0.3841641571458327,0.8919035690406322,2020-01-20,2020-03-19
103,0.0,0.24020209886370614,-0.3395700527611012,0.7073712681980713,2022-01-17,2022-10-25
103,0.25,0.3055881373263072,-0.2959753127283615,1.0324784675766796,2020-01-14,2020-03-19
103,0.5,0.35134766883543733,-0.3101034308204712,1.1330015534037858,2020-01-20,2020-03-19
103,0.75,0.3868772304674244,-0.32716388165360877,1.1825181572978105,2020-01-20,2020-03-19
103,1.0,0.41606677275627124,-0.3440870741509568,1.2091903591058342,2020-01-20,2020-03-19
104,0.0,0.24020209886370614,-0.3395700527611012,0.7073712681980713,2022-01-17,2022-10-25
104,0.25,0.26417859307501734,-0.3415565387121924,0.7734549426899526,2022-01-05,2022-10-26
104,0.5,0.28483912143783097,-0.37848363468228646,0.7525797559964138,2024-07-11,2025-04-09
104,0.75,0.30302645263821426,-0.4123992058077376,0.7347891275510521,2023-07-03,2025-04-09
104,1.0,0.31929442713290945,-0.4691957785891241,0.6805142793335239,2023-07-03,2025-04-09
105,0.0,0.24020209886370614,-0.3395700527611012,0.7073712681980713,2022-01-17,2022-10-25
105,0.25,0.24829926244585443,-0.29922757108246545,0.8298007484658709,2024-07-11,2025-04-09
105,0.5,0.255975974234808,-0.32417282940327663,0.7896280965496014,2024-07-11,2025-04-09
105,0.75,0.2632759587693927,-0.348666454902873,0.7550940306050741,2024-07-17,2025-04-09
105,1.0,0.27023635276949154,-0.4212071945394084,0.6415758236632115,2018-06-12,2018-10-30
106,0.0,0.24020209886370614,-0.3395700527611012,0.7073712681980713,2022-01-17,2022-10-25
106,0.25,0.24872053534413086,-0.31083417762945587,0.8001711306040148,2024-07-11,2025-04-09
106,0.5,0.25677501904037436,-0.3563447373188236,0.7205803598290168,2024-07-11,2025-04-09
106,0.75,0.2644160231523307,-0.40174504686780366,0.6581687197237261,2024-07-11,2025-04-09
106,1.0,0.2716860844742055,-0.45647564048155254,0.5951819996081151,2024-07-05,2025-04-09
107,0.0,0.24020209886370614,-0.3395700527611012,0.7073712681980713,2022-01-17,2022-10-25
107,0.25,0.25236130259653455,-0.35382734533756405,0.7132328971232361,2024-07-11,2025-04-09
107,0.5,0.2635989022575045,-0.4096321941187169,0.6435014289455726,2024-07-11,2025-04-09
107,0.75,0.2740513910682998,-0.4492974469870311,0.6099553712269596,2024-07-17,2025-04-09
107,1.0,0.2838266004495269,-0.4804205244750213,0.5907878327215056,2024-07-17,2025-04-09
108,0.0,0.24020209886370614,-0.3395700527611012,0.7073712681980713,2022-01-17,2022-10-25
108,0.25,0.26592301173067656,-0.323532257538864,0.8219366246617088,2022-01-04,2022-10-25
108,0.5,0.287869233929231,-0.33969472175530563,0.847435110094509,2021-04-16,2022-10-25
108,0.75,0.3070506798615329,-0.36011585052835327,0.8526441682892757,2021-04-16,2022-10-26
108,1.0,0.32411500159545903,-0.3762981180312778,0.8613250666550469,2021-04-16,2022-10-26
109,0.0,0.24020209886370614,-0.3395700527611012,0.7073712681980713,2022-01-17,2022-10-25
109,0.25,0.24965669155776693,-0.3059163095920459,0.8160947413712467,2022-01-04,2022-10-25
109,0.5,0.2585435110569254,-0.32950507379429783,0.7846419725188449,2024-07-11,2025-04-09
109,0.75,0.26693026780044504,-0.3606610216287439,0.7401139901256556,2024-07-17,2025-04-09
109,1.0,0.274873061191768,-0.4244080987645283,0.6476621487477178,2018-06-12,2018-10-30
110,0.0,0.24020209886370614,-0.3395700527611012,0.7073712681980713,2022-01-17,2022-10-25
110,0.25,0.24016702897518005,-0.30500544096037896,0.7874188349524506,2020-01-14,2020-03-19
110,0.5,0.24013195071373827,-0.3268613767183391,0.7346599134001178,2024-07-11,2025-04-09
110,0.75,0.24009686407514508,-0.39267156923675034,0.6114444815595635,2018-07-12,2020-03-19
110,1.0,0.24006176905516052,-0.44794154508804584,0.5359220900306865,2018-07-12,2020-03-19
111,0.0,0.24020209886370614,-0.3395700527611012,0.7073712681980713,2022-01-17,2022-10-25
111,0.25,0.2637417720445143,-0.32935571921288626,0.8007809084804114,2024-07-11,2025-04-09
111,0.5,0.2840764068504904,-0.37759935392204574,0.7523222799505561,2024-07-11,2025-04-09
111,0.75,0.30200957506637316,-0.4163705368088602,0.7253384866783074,2024-07-17,2025-04-09
111,1.0,0.31807265290220665,-0.45082437483859966,0.7055356157618592,2024-07-17,2025-04-09
112,0.0,0.24020209886370614,-0.3395700527611012,0.7073712681980713,2022-01-17,2022-10-25
112,0.25,0.29742901680265943,-0.3200274323668471,0.9293860048276014,2022-01-04,2022-10-25
112,0.5,0.3389979669374634,-0.3189339759796364,1.0629095438834903,2021-12-29,2022-10-13
112,0.75,0.37189274079962176,-0.3245689891754126,1.1458049080549502,2021-12-29,2022-10-13
112,1.0,0.39923241420492395,-0.32856067188661264,1.2150949531254318,2021-12-29,2022-10-13
113,0.0,0.24020209886370614,-0.3395700527611012,0.7073712681980713,2022-01-17,2022-10-25
113,0.25,0.2952047639823121,-0.30193885118572583,0.9776971821381425,2024-07-11,2025-04-09
113,0.5,0.33557703693780083,-0.3196149853428684,1.0499414993881124,2024-07-11,2025-04-09
113,0.75,0.3677030681736202,-0.3341990375742987,1.1002517267628962,2024-04-18,2025-04-09
113,1.0,0.39449667194500915,-0.3733439386216629,1.0566574976453065,2018-06-12,2018-10-26
114,0.0,0.24020209886370614,-0.3395700527611012,0.7073712681980713,2022-01-17,2022-10-25
114,0.25,0.2648184502707578,-0.3496585400096534,0.7573630269789683,2022-01-04,2022-10-25
114,0.5,0.28595347931104875,-0.3838603038411835,0.7449415228654582,2024-07-11,2025-04-09
114,0.75,0.30450928702778457,-0.42312402687481954,0.7196690986254796,2021-12-29,2025-04-09
114,1.0,0.32107337026933824,-0.47586785823804145,0.6747111928470046,2021-12-29,2025-04-09
115,0.0,0.24020209886370614,-0.3395700527611012,0.7073712681980713,2022-01-17,2022-10-25
115,0.25,0.2537533912555976,-0.3001459593096806,0.8454333079786136,2024-07-11,2025-04-09
115,0.5,0.26617080584248654,-0.3241327600888208,0.8211783522577255,2024-07-11,2025-04-09
115,0.75,0.277638256393965,-0.34532527801972435,0.8039905389668776,2024-07-09,2025-04-09
115,1.0,0.2882976480038677,-0.40987114009548326,0.7033860640607829,2018-06-12,2018-10-29
116,0.0,0.24020209886370614,-0.3395700527611012,0.7073712681980713,2022-01-17,2022-10-25
