date,stock_id,close,yield_pct,dividend_year,per,pbr,fs_quarter
2021-07-08,1101,52.80,6.63,109,12.63,1.52,110/1
2021-07-08,1102,53.00,6.70,109,10.37,1.18,110/1
2021-07-08,1103,24.00,5.83,109,8.36,0.62,110/1
2021-07-08,1104,23.90,4.60,109,10.91,0.83,110/1
2021-07-08,1108,14.40,4.86,109,16.55,1.31,110/1
2021-07-08,1109,27.05,5.55,109,7.73,1.19,110/1
2021-07-08,1110,16.55,0.60,109,137.92,1.11,110/1
2021-07-08,1201,22.15,2.39,109,18.93,1.69,110/1
2021-07-08,1203,33.95,3.24,109,18.25,1.53,110/1
2021-07-08,1210,60.10,4.99,109,14.04,2.52,110/1
2021-07-08,1213,8.42,0.00,108,,0.91,110/1
2021-07-08,1215,80.10,5.62,109,11.87,2.43,110/1
2021-07-08,1216,74.10,3.64,109,18.71,3.52,110/1
2021-07-08,1217,11.85,0.00,108,21.16,0.91,110/1
2021-07-08,1218,29.40,4.76,109,16.07,1.99,110/1
2021-07-08,1219,23.75,4.21,109,13.12,1.64,110/1
2021-07-08,1220,17.30,5.78,109,13.41,1.26,110/1
2021-07-08,1225,46.25,3.03,109,20.29,2.89,110/1
2021-07-08,1227,54.80,4.56,109,15.70,2.72,110/1
2021-07-08,1229,50.60,5.34,109,15.62,2.00,110/1
2021-07-08,1231,69.20,3.76,109,16.40,3.00,110/1
2021-07-08,1232,167.00,3.59,109,17.65,5.30,110/1
2021-07-08,1233,35.00,2.29,109,47.95,2.13,110/1
2021-07-08,1234,35.90,5.01,109,15.75,0.79,110/1
2021-07-08,1235,33.00,4.55,109,48.53,0.83,110/1
2021-07-08,1236,15.55,1.29,109,35.34,1.02,110/1
2021-07-08,1256,503.00,2.39,109,17.64,6.04,110/1
2021-07-08,1301,103.50,2.32,109,18.62,1.83,110/1
2021-07-08,1303,85.50,2.81,109,16.01,1.85,110/1
2021-07-08,1304,37.45,2.67,109,11.67,1.79,110/1
2021-07-08,1305,38.85,5.92,109,10.01,2.04,110/1
2021-07-08,1307,24.30,2.06,109,30.38,1.22,110/1
2021-07-08,1308,37.95,3.69,109,14.60,1.69,110/1
2021-07-08,1309,45.10,6.65,109,6.85,2.25,110/1
2021-07-08,1310,21.35,2.34,109,13.43,1.48,110/1
2021-07-08,1312,32.10,0.31,109,4.93,0.97,110/1
2021-07-08,1313,26.50,3.77,109,8.03,1.34,110/1
2021-07-08,1314,13.95,2.15,108,34.02,0.64,110/1
2021-07-08,1315,70.00,11.43,109,1.72,0.78,110/1
2021-07-08,1316,12.75,0.00,109,41.13,1.21,110/1
2021-07-08,1319,35.95,2.23,109,30.73,0.97,110/1
2021-07-08,1321,37.70,2.65,109,12.57,1.14,110/1
2021-07-08,1323,35.90,4.46,109,11.58,1.53,110/1
2021-07-08,1324,11.85,2.53,109,169.29,0.92,110/1
2021-07-08,1325,91.80,13.07,109,3.90,2.01,110/1
2021-07-08,1326,85.60,2.92,109,13.52,1.36,110/1
2021-07-08,1337,8.42,0.00,108,,0.40,110/1
2021-07-08,1338,66.00,5.30,109,13.10,0.86,110/1
2021-07-08,1339,38.20,5.24,109,26.71,0.80,110/1
2021-07-08,1340,12.05,0.00,108,,0.34,110/1
2021-07-08,1341,84.20,7.13,109,11.91,3.09,110/1
2021-07-08,1342,55.00,4.55,109,19.86,2.47,110/1
2021-07-08,1402,32.95,4.10,109,19.05,0.85,110/1
2021-07-08,1409,22.50,4.89,109,10.32,1.18,110/1
2021-07-08,1410,34.70,2.59,109,36.15,1.97,110/1
2021-07-08,1413,11.20,0.00,109,,1.41,110/1
2021-07-08,1414,17.70,1.41,109,40.23,1.23,110/1
2021-07-08,1416,11.10,4.50,109,,0.58,110/1
2021-07-08,1417,15.85,1.89,109,,1.13,110/1
2021-07-08,1418,11.15,0.00,108,,2.30,110/1
2021-07-08,1419,40.35,2.48,109,29.03,1.32,110/1
2021-07-08,1423,22.20,8.11,109,7.33,1.02,110/1
2021-07-08,1432,14.75,27.12,108,77.63,1.40,110/1
2021-07-08,1434,32.30,3.10,109,23.41,0.88,110/1
2021-07-08,1435,20.40,0.00,108,,3.11,110/1
2021-07-08,1436,40.55,4.93,109,17.18,1.39,110/1
2021-07-08,1437,25.05,2.79,109,11.08,0.80,110/1
2021-07-08,1438,29.60,0.00,108,,2.72,110/1
2021-07-08,1439,24.50,0.00,109,,0.98,110/1
2021-07-08,1440,28.45,1.23,109,24.11,1.82,110/1
2021-07-08,1441,11.95,0.00,108,,1.47,110/1
2021-07-08,1442,18.80,2.66,109,50.81,1.24,110/1
2021-07-08,1443,16.00,0.00,108,,1.78,110/1
2021-07-08,1444,13.15,0.00,108,,1.22,110/1
2021-07-08,1445,12.35,1.62,109,,1.02,110/1
2021-07-08,1446,31.80,0.94,109,353.33,2.77,110/1
2021-07-08,1447,13.40,0.00,108,,1.17,110/1
2021-07-08,1449,17.25,0.00,108,,1.47,110/1
2021-07-08,1451,21.60,2.78,109,,0.56,110/1
2021-07-08,1452,26.90,2.60,109,15.64,1.33,110/1
2021-07-08,1453,9.10,2.20,108,12.47,0.71,110/1
2021-07-08,1454,10.75,1.86,109,,0.84,110/1
2021-07-08,1455,25.30,1.19,109,24.80,1.94,110/1
2021-07-08,1456,20.50,0.00,108,9.86,1.36,110/1
2021-07-08,1457,19.15,7.83,109,5.65,0.91,110/1
2021-07-08,1459,15.10,0.00,108,15.25,1.63,110/1
2021-07-08,1460,13.85,0.00,109,,1.78,110/1
2021-07-08,1463,14.80,2.03,109,51.03,1.12,110/1
2021-07-08,1464,18.20,1.65,109,,1.47,110/1
2021-07-08,1465,13.15,2.28,109,,0.80,110/1
2021-07-08,1466,19.20,0.00,108,22.59,1.32,110/1
