date,stock_id,close,yield_pct,dividend_year,per,pbr,fs_quarter
2020-12-15,1101,42.50,7.06,108,10.12,1.30,109/3
2020-12-15,1102,42.95,6.98,108,10.06,1.01,109/3
2020-12-15,1103,17.85,5.60,108,33.68,0.52,109/3
2020-12-15,1104,22.35,4.47,108,11.18,0.82,109/3
2020-12-15,1108,11.50,1.30,108,12.50,1.02,109/3
2020-12-15,1109,19.85,5.54,108,7.43,0.97,109/3
2020-12-15,1110,17.65,0.57,108,,1.19,109/3
2020-12-15,1201,20.70,6.43,108,27.60,1.60,109/3
2020-12-15,1203,36.45,2.74,108,18.69,1.72,109/3
2020-12-15,1210,45.70,4.81,108,12.91,1.90,109/3
2020-12-15,1213,7.69,0.00,108,,0.79,109/3
2020-12-15,1215,70.40,5.68,108,10.70,2.37,109/3
2020-12-15,1216,65.00,3.85,108,17.76,3.34,109/3
2020-12-15,1217,8.16,0.00,108,19.90,0.68,109/3
2020-12-15,1218,24.80,3.63,108,15.70,1.76,109/3
2020-12-15,1219,18.95,2.11,108,10.08,1.43,109/3
2020-12-15,1220,12.10,4.96,108,12.60,0.92,109/3
2020-12-15,1225,31.55,4.12,108,21.32,2.19,109/3
2020-12-15,1227,59.90,4.42,108,15.48,3.24,109/3
2020-12-15,1229,41.10,7.79,108,19.48,1.81,109/3
2020-12-15,1231,44.75,4.69,108,12.61,2.16,109/3
2020-12-15,1232,126.00,3.97,108,18.34,4.89,109/3
2020-12-15,1233,35.60,4.49,108,46.84,2.23,109/3
2020-12-15,1234,33.00,5.15,108,15.07,0.74,109/3
2020-12-15,1235,24.05,4.57,108,30.83,0.92,109/3
2020-12-15,1236,13.85,2.17,108,46.17,0.93,109/3
2020-12-15,1256,284.50,2.18,108,13.70,3.98,109/3
2020-12-15,1301,89.20,4.93,108,45.51,1.94,109/3
2020-12-15,1303,67.20,3.27,108,30.13,1.69,109/3
2020-12-15,1304,20.55,2.43,108,15.81,1.14,109/3
2020-12-15,1305,23.35,4.28,108,15.16,1.49,109/3
2020-12-15,1307,21.65,3.70,108,40.85,1.09,109/3
