stock_id,name,market,kind,first_seen,last_seen
5254,欣訊科技,emerging,stock,2026-09-02,2026-09-02
5258,虹堡,twse,stock,2026-09-02,2026-09-02
5262,立達,emerging,stock,2026-09-02,2026-09-02
5263,智崴,tpex,stock,2026-09-02,2026-09-02
5267,龍翩,emerging,stock,2026-09-02,2026-09-02
5269,祥碩,twse,stock,2026-09-02,2026-09-02
5271,紘通,emerging,stock,2026-09-02,2026-09-02
5272,笙科,tpex,stock,2026-09-02,2026-09-02
5274,信驊,tpex,stock,2026-09-02,2026-09-02
5276,達輝-KY,tpex,stock,2026-09-02,2026-09-02
5278,尚凡*,tpex,stock,2026-09-02,2026-09-02
5283,禾聯碩,twse,stock,2026-09-02,2026-09-02
5284,jpp-KY,twse,stock,2026-09-02,2026-09-02
5285,界霖,twse,stock,2026-09-02,2026-09-02
5287,數字,tpex,stock,2026-09-02,2026-09-02
5288,豐祥-KY,twse,stock,2026-09-02,2026-09-02
5289,宜鼎,tpex,stock,2026-09-02,2026-09-02
5291,邑昇,tpex,stock,2026-09-02,2026-09-02
5292,華懋,twse,stock,2026-09-02,2026-09-02
5297,廣化,emerging,stock,2026-09-02,2026-09-02
5299,杰力,tpex,stock,2026-09-02,2026-09-02
5301,寶得利,tpex,stock,2026-09-02,2026-09-02
5302,太欣,tpex,stock,2026-09-02,2026-09-02
5306,桂盟,twse,stock,2026-09-02,2026-09-02
5309,系統電,tpex,stock,2026-09-02,2026-09-02
5310,天剛,tpex,stock,2026-09-02,2026-09-02
5312,寶島科,tpex,stock,2026-09-02,2026-09-02
5314,世紀*,tpex,stock,2026-09-02,2026-09-02
5315,光聯,tpex,stock,2026-09-02,2026-09-02
5321,美而快,tpex,stock,2026-09-02,2026-09-02
5324,士開,tpex,stock,2026-09-02,2026-09-02
5328,華容,tpex,stock,2026-09-02,2026-09-02
5340,建榮,tpex,stock,2026-09-02,2026-09-02
5344,立衛,tpex,stock,2026-09-02,2026-09-02
5345,馥鴻,tpex,stock,2026-09-02,2026-09-02
5347,世界,tpex,stock,2026-09-02,2026-09-02
5348,正能量智能,tpex,stock,2026-09-02,2026-09-02
5351,鈺創,tpex,stock,2026-09-02,2026-09-02
5353,台林,tpex,stock,2026-09-02,2026-09-02
5355,佳總,tpex,stock,2026-09-02,2026-09-02
5356,協益,tpex,stock,2026-09-02,2026-09-02
5364,力麗店,tpex,stock,2026-09-02,2026-09-02
5381,光譜,tpex,stock,2026-09-02,2026-09-02
5386,青雲,tpex,stock,2026-09-02,2026-09-02
5388,中磊,twse,stock,2026-09-02,2026-09-02
5392,能率,tpex,stock,2026-09-02,2026-09-02
5398,慕康生醫,tpex,stock,2026-09-02,2026-09-02
5403,中菲,tpex,stock,2026-09-02,2026-09-02
5410,國眾,tpex,stock,2026-09-02,2026-09-02
5425,台半,tpex,stock,2026-09-02,2026-09-02
5426,振發,tpex,stock,2026-09-02,2026-09-02
5432,新門,tpex,stock,2026-09-02,2026-09-02
5434,崇越,twse,stock,2026-09-02,2026-09-02
5438,東友,tpex,stock,2026-09-02,2026-09-02
5439,高技,tpex,stock,2026-09-02,2026-09-02
5443,均豪,tpex,stock,2026-09-02,2026-09-02
5450,南良,tpex,stock,2026-09-02,2026-09-02
5452,佶優,tpex,stock,2026-09-02,2026-09-02
5455,昇益,tpex,stock,2026-09-02,2026-09-02
5457,宣德,tpex,stock,2026-09-02,2026-09-02
5460,同協,tpex,stock,2026-09-02,2026-09-02
5464,霖宏,tpex,stock,2026-09-02,2026-09-02
5465,富驊,tpex,stock,2026-09-02,2026-09-02
5468,凱鈺,tpex,stock,2026-09-02,2026-09-02
5469,瀚宇博,twse,stock,2026-09-02,2026-09-02
5471,松翰,twse,stock,2026-09-02,2026-09-02
5474,聰泰,tpex,stock,2026-09-02,2026-09-02
5475,德宏,tpex,stock,2026-09-02,2026-09-02
5478,智冠,tpex,stock,2026-09-02,2026-09-02
5481,新華,tpex,stock,2026-09-02,2026-09-02
5483,中美晶,tpex,stock,2026-09-02,2026-09-02
5484,慧友,twse,stock,2026-09-02,2026-09-02
5487,通泰,tpex,stock,2026-09-02,2026-09-02
5488,松普,tpex,stock,2026-09-02,2026-09-02
5489,彩富,tpex,stock,2026-09-02,2026-09-02
5490,同亨,tpex,stock,2026-09-02,2026-09-02
5493,三聯,tpex,stock,2026-09-02,2026-09-02
5498,凱崴,tpex,stock,2026-09-02,2026-09-02
5508,永信建,tpex,stock,2026-09-02,2026-09-02
5511,德昌,tpex,stock,2026-09-02,2026-09-02
5512,力麒,tpex,stock,2026-09-02,2026-09-02
5514,三豐,tpex,stock,2026-09-02,2026-09-02
5515,建國,twse,stock,2026-09-02,2026-09-02
5516,雙喜,tpex,stock,2026-09-02,2026-09-02
5519,隆大,twse,stock,2026-09-02,2026-09-02
5520,力泰,tpex,stock,2026-09-02,2026-09-02
5521,工信,twse,stock,2026-09-02,2026-09-02
5522,遠雄,twse,stock,2026-09-02,2026-09-02
5523,豐謙,tpex,stock,2026-09-02,2026-09-02
5525,順天,twse,stock,2026-09-02,2026-09-02
5529,鉅陞,tpex,stock,2026-09-02,2026-09-02
5530,龍巖,tpex,stock,2026-09-02,2026-09-02
5531,鄉林,twse,stock,2026-09-02,2026-09-02
5533,皇鼎,twse,stock,2026-09-02,2026-09-02
5534,長虹,twse,stock,2026-09-02,2026-09-02
5536,聖暉*,tpex,stock,2026-09-02,2026-09-02
5538,東明-KY,twse,stock,2026-09-02,2026-09-02
5543,桓鼎-KY,tpex,stock,2026-09-02,2026-09-02
5546,永固-KY,twse,stock,2026-09-02,2026-09-02
5547,久舜,tpex,stock,2026-09-02,2026-09-02
5548,安倉,tpex,stock,2026-09-02,2026-09-02
5603,陸海,tpex,stock,2026-09-02,2026-09-02
5604,中連,tpex,stock,2026-09-02,2026-09-02
5607,遠雄港,twse,stock,2026-09-02,2026-09-02
5608,四維航,twse,stock,2026-09-02,2026-09-02
5609,中菲行,tpex,stock,2026-09-02,2026-09-02
5701,劍湖山,tpex,stock,2026-09-02,2026-09-02
5703,亞都,tpex,stock,2026-09-02,2026-09-02
5704,老爺知,tpex,stock,2026-09-02,2026-09-02
5706,鳳凰,twse,stock,2026-09-02,2026-09-02
5859,遠壽,emerging,stock,2026-09-02,2026-09-02
5863,瑞興銀,emerging,stock,2026-09-02,2026-09-02
5864,致和證,tpex,stock,2026-09-02,2026-09-02
5871,中租-KY,twse,stock,2026-09-02,2026-09-02
5871A,中租-KY甲特,twse,special,2026-09-02,2026-09-02
5876,上海商銀,twse,stock,2026-09-02,2026-09-02
5878,台名,tpex,stock,2026-09-02,2026-09-02
5880,合庫金,twse,stock,2026-09-02,2026-09-02
5902,德記,tpex,stock,2026-09-02,2026-09-02
5903,全家,tpex,stock,2026-09-02,2026-09-02
5904,寶雅*,tpex,stock,2026-09-02,2026-09-02
5905,南仁湖,tpex,stock,2026-09-02,2026-09-02
5906,台南-KY,twse,stock,2026-09-02,2026-09-02
5907,大洋-KY,twse,stock,2026-09-02,2026-09-02
6005,群益證,twse,stock,2026-09-02,2026-09-02
6015,宏遠證,tpex,stock,2026-09-02,2026-09-02
6016,康和證,tpex,stock,2026-09-02,2026-09-02
6020,大展證,tpex,stock,2026-09-02,2026-09-02
6021,美好證,tpex,stock,2026-09-02,2026-09-02
6023,元大期,tpex,stock,2026-09-02,2026-09-02
6024,群益期,twse,stock,2026-09-02,2026-09-02
6026,福邦證,tpex,stock,2026-09-02,2026-09-02
6027,德信,emerging,stock,2026-09-02,2026-09-02
6028,公勝保經,tpex,stock,2026-09-02,2026-09-02
6035,悠遊卡,emerging,stock,2026-09-02,2026-09-02
6101,寬魚國際,tpex,stock,2026-09-02,2026-09-02
6103,合邦,tpex,stock,2026-09-02,2026-09-02
6104,創惟,tpex,stock,2026-09-02,2026-09-02
6108,競國,twse,stock,2026-09-02,2026-09-02
6109,亞元,tpex,stock,2026-09-02,2026-09-02
6111,光聚晶電,tpex,stock,2026-09-02,2026-09-02
6112,邁達特,twse,stock,2026-09-02,2026-09-02
6113,亞矽,tpex,stock,2026-09-02,2026-09-02
6114,久威,tpex,stock,2026-09-02,2026-09-02
6115,鎰勝,twse,stock,2026-09-02,2026-09-02
6116,彩晶,twse,stock,2026-09-02,2026-09-02
6117,迎廣,twse,stock,2026-09-02,2026-09-02
6118,建達,tpex,stock,2026-09-02,2026-09-02
6120,達運,twse,stock,2026-09-02,2026-09-02
6121,新普,tpex,stock,2026-09-02,2026-09-02
6122,擎邦,tpex,stock,2026-09-02,2026-09-02
6123,上奇,tpex,stock,2026-09-02,2026-09-02
6124,業強,tpex,stock,2026-09-02,2026-09-02
6125,廣運,tpex,stock,2026-09-02,2026-09-02
6126,信音,tpex,stock,2026-09-02,2026-09-02
6127,九豪,tpex,stock,2026-09-02,2026-09-02
6128,上福,twse,stock,2026-09-02,2026-09-02
6129,普誠,tpex,stock,2026-09-02,2026-09-02
6130,上亞科技,tpex,stock,2026-09-02,2026-09-02
6133,金橋,twse,stock,2026-09-02,2026-09-02
6134,萬旭,tpex,stock,2026-09-02,2026-09-02
6136,富爾特,twse,stock,2026-09-02,2026-09-02
6138,茂達,tpex,stock,2026-09-02,2026-09-02
6139,亞翔,twse,stock,2026-09-02,2026-09-02
6140,訊達,tpex,stock,2026-09-02,2026-09-02
6141,柏承,twse,stock,2026-09-02,2026-09-02
6142,友勁,twse,stock,2026-09-02,2026-09-02
6143,振曜,tpex,stock,2026-09-02,2026-09-02
6144,得利影,tpex,stock,2026-09-02,2026-09-02
6146,耕興,tpex,stock,2026-09-02,2026-09-02
6147,頎邦,tpex,stock,2026-09-02,2026-09-02
6148,驊宏資,tpex,stock,2026-09-02,2026-09-02
6150,撼訊,tpex,stock,2026-09-02,2026-09-02
6151,晉倫,tpex,stock,2026-09-02,2026-09-02
6152,百一,twse,stock,2026-09-02,2026-09-02
6153,嘉聯益,twse,stock,2026-09-02,2026-09-02
6154,順發,tpex,stock,2026-09-02,2026-09-02
6155,鈞寶,twse,stock,2026-09-02,2026-09-02
6156,松上,tpex,stock,2026-09-02,2026-09-02
6158,禾昌,tpex,stock,2026-09-02,2026-09-02
6160,欣技,tpex,stock,2026-09-02,2026-09-02
6161,捷波,tpex,stock,2026-09-02,2026-09-02
6163,華電網,tpex,stock,2026-09-02,2026-09-02
6164,華興,twse,stock,2026-09-02,2026-09-02
6165,浪凡,twse,stock,2026-09-02,2026-09-02
6166,凌華,twse,stock,2026-09-02,2026-09-02
6167,久正,tpex,stock,2026-09-02,2026-09-02
6168,宏齊,twse,stock,2026-09-02,2026-09-02
6169,昱泉,tpex,stock,2026-09-02,2026-09-02
6170,統振,tpex,stock,2026-09-02,2026-09-02
6171,大城地產,tpex,stock,2026-09-02,2026-09-02
6173,信昌電,tpex,stock,2026-09-02,2026-09-02
6174,安碁,tpex,stock,2026-09-02,2026-09-02
6175,立敦,tpex,stock,2026-09-02,2026-09-02
6176,瑞儀,twse,stock,2026-09-02,2026-09-02
6177,達麗,twse,stock,2026-09-02,2026-09-02
6179,亞通,tpex,stock,2026-09-02,2026-09-02
6180,橘子,tpex,stock,2026-09-02,2026-09-02
6182,合晶,tpex,stock,2026-09-02,2026-09-02
6183,關貿,twse,stock,2026-09-02,2026-09-02
6184,大豐電,twse,stock,2026-09-02,2026-09-02
6185,幃翔,tpex,stock,2026-09-02,2026-09-02
6186,新潤,tpex,stock,2026-09-02,2026-09-02
6187,萬潤,tpex,stock,2026-09-02,2026-09-02
6188,廣明,tpex,stock,2026-09-02,2026-09-02
6189,豐藝,twse,stock,2026-09-02,2026-09-02
6190,萬泰科,tpex,stock,2026-09-02,2026-09-02
6191,精成科,twse,stock,2026-09-02,2026-09-02
6192,巨路,twse,stock,2026-09-02,2026-09-02
6194,育富,tpex,stock,2026-09-02,2026-09-02
6195,詩肯,tpex,stock,2026-09-02,2026-09-02
6196,帆宣,twse,stock,2026-09-02,2026-09-02
6197,佳必琪,twse,stock,2026-09-02,2026-09-02
6198,瑞築,tpex,stock,2026-09-02,2026-09-02
6199,天品,tpex,stock,2026-09-02,2026-09-02
6201,亞弘電,twse,stock,2026-09-02,2026-09-02
6202,盛群,twse,stock,2026-09-02,2026-09-02
6203,海韻電,tpex,stock,2026-09-02,2026-09-02
6204,艾華,tpex,stock,2026-09-02,2026-09-02
6205,詮欣,twse,stock,2026-09-02,2026-09-02
6206,飛捷,twse,stock,2026-09-02,2026-09-02
6207,雷科,tpex,stock,2026-09-02,2026-09-02
6208,日揚,tpex,stock,2026-09-02,2026-09-02
6209,今國光,twse,stock,2026-09-02,2026-09-02
6210,慶生,tpex,stock,2026-09-02,2026-09-02
6213,聯茂,twse,stock,2026-09-02,2026-09-02
6214,精誠,twse,stock,2026-09-02,2026-09-02
6215,和椿,twse,stock,2026-09-02,2026-09-02
6216,居易,twse,stock,2026-09-02,2026-09-02
6217,中探針,tpex,stock,2026-09-02,2026-09-02
6218,豪勉,tpex,stock,2026-09-02,2026-09-02
6219,富旺,tpex,stock,2026-09-02,2026-09-02
6220,岳豐,tpex,stock,2026-09-02,2026-09-02
6221,晉泰,tpex,stock,2026-09-02,2026-09-02
6222,立軒,tpex,stock,2026-09-02,2026-09-02
6223,旺矽,tpex,stock,2026-09-02,2026-09-02
6224,聚鼎,twse,stock,2026-09-02,2026-09-02
6225,天瀚,twse,stock,2026-09-02,2026-09-02
6226,光鼎,twse,stock,2026-09-02,2026-09-02
6227,茂綸,tpex,stock,2026-09-02,2026-09-02
6229,研通,tpex,stock,2026-09-02,2026-09-02
6230,尼得科超眾,twse,stock,2026-09-02,2026-09-02
6231,系微,tpex,stock,2026-09-02,2026-09-02
6233,旺玖,tpex,stock,2026-09-02,2026-09-02
6234,高僑,tpex,stock,2026-09-02,2026-09-02
6235,華孚,twse,stock,2026-09-02,2026-09-02
6237,驊訊,tpex,stock,2026-09-02,2026-09-02
6239,力成,twse,stock,2026-09-02,2026-09-02
6240,松崗,tpex,stock,2026-09-02,2026-09-02
6241,鑫永洋,tpex,stock,2026-09-02,2026-09-02
6242,立康,tpex,stock,2026-09-02,2026-09-02
6243,迅杰,twse,stock,2026-09-02,2026-09-02
6244,茂迪,tpex,stock,2026-09-02,2026-09-02
6245,立端,tpex,stock,2026-09-02,2026-09-02
6246,臺龍,tpex,stock,2026-09-02,2026-09-02
6248,沛波,tpex,stock,2026-09-02,2026-09-02
6257,矽格,twse,stock,2026-09-02,2026-09-02
6259,百徽,tpex,stock,2026-09-02,2026-09-02
6261,久元,tpex,stock,2026-09-02,2026-09-02
6263,普萊德,tpex,stock,2026-09-02,2026-09-02
6264,富裔,tpex,stock,2026-09-02,2026-09-02
6265,方土昶,tpex,stock,2026-09-02,2026-09-02
6266,泰詠,tpex,stock,2026-09-02,2026-09-02
6269,台郡,twse,stock,2026-09-02,2026-09-02
6270,倍微,tpex,stock,2026-09-02,2026-09-02
6271,同欣電,twse,stock,2026-09-02,2026-09-02
6272,驊陞,twse,stock,2026-09-02,2026-09-02
6274,台燿,tpex,stock,2026-09-02,2026-09-02
6275,元山,tpex,stock,2026-09-02,2026-09-02
6276,安鈦克,tpex,stock,2026-09-02,2026-09-02
6277,宏正,twse,stock,2026-09-02,2026-09-02
6278,台表科,twse,stock,2026-09-02,2026-09-02
6279,胡連,tpex,stock,2026-09-02,2026-09-02
6281,全國電,twse,stock,2026-09-02,2026-09-02
6282,康舒,twse,stock,2026-09-02,2026-09-02
6283,淳安,twse,stock,2026-09-02,2026-09-02
6284,佳邦,tpex,stock,2026-09-02,2026-09-02
6285,啟碁,twse,stock,2026-09-02,2026-09-02
6290,良維,tpex,stock,2026-09-02,2026-09-02
6291,沛亨,tpex,stock,2026-09-02,2026-09-02
6292,迅德,tpex,stock,2026-09-02,2026-09-02
6294,智基,tpex,stock,2026-09-02,2026-09-02
6405,悅城,twse,stock,2026-09-02,2026-09-02
6407,相互,emerging,stock,2026-09-02,2026-09-02
6409,旭隼,twse,stock,2026-09-02,2026-09-02
6411,晶焱,tpex,stock,2026-09-02,2026-09-02
6412,群電,twse,stock,2026-09-02,2026-09-02
6414,樺漢,twse,stock,2026-09-02,2026-09-02
6415,矽力*-KY,twse,stock,2026-09-02,2026-09-02
6416,瑞祺電通,twse,stock,2026-09-02,2026-09-02
6417,韋僑,tpex,stock,2026-09-02,2026-09-02
6418,詠昇,tpex,stock,2026-09-02,2026-09-02
6419,京晨科,tpex,stock,2026-09-02,2026-09-02
6423,億而得,tpex,stock,2026-09-02,2026-09-02
6425,易發,tpex,stock,2026-09-02,2026-09-02
6426,統新,twse,stock,2026-09-02,2026-09-02
6428,淘米,emerging,stock,2026-09-02,2026-09-02
6431,光麗-KY,twse,stock,2026-09-02,2026-09-02
6432,今展科,tpex,stock,2026-09-02,2026-09-02
6434,達輝光電,emerging,stock,2026-09-02,2026-09-02
6435,大中,tpex,stock,2026-09-02,2026-09-02
6438,迅得,twse,stock,2026-09-02,2026-09-02
6441,廣錠,tpex,stock,2026-09-02,2026-09-02
6442,光聖,twse,stock,2026-09-02,2026-09-02
6443,元晶,twse,stock,2026-09-02,2026-09-02
6446,藥華藥,twse,stock,2026-09-02,2026-09-02
6449,鈺邦,twse,stock,2026-09-02,2026-09-02
6451,訊芯-KY,twse,stock,2026-09-02,2026-09-02
6456,GIS-KY,twse,stock,2026-09-02,2026-09-02
6462,神盾,tpex,stock,2026-09-02,2026-09-02
6464,台數科,twse,stock,2026-09-02,2026-09-02
6465,威潤,tpex,stock,2026-09-02,2026-09-02
6467,泰合,emerging,stock,2026-09-02,2026-09-02
6469,大樹,tpex,stock,2026-09-02,2026-09-02
6470,宇智,tpex,stock,2026-09-02,2026-09-02
6472,保瑞,twse,stock,2026-09-02,2026-09-02
6473,美賣*,emerging,stock,2026-09-02,2026-09-02
6474,華豫寧,tpex,stock,2026-09-02,2026-09-02
6477,安集,twse,stock,2026-09-02,2026-09-02
6482,弘煜科,tpex,stock,2026-09-02,2026-09-02
6483,原創生醫,emerging,stock,2026-09-02,2026-09-02
6485,點序,tpex,stock,2026-09-02,2026-09-02
6486,互動,tpex,stock,2026-09-02,2026-09-02
6488,環球晶,tpex,stock,2026-09-02,2026-09-02
6491,晶碩,twse,stock,2026-09-02,2026-09-02
6492,生華科,tpex,stock,2026-09-02,2026-09-02
6493,雷虎生,emerging,stock,2026-09-02,2026-09-02
6494,九齊,tpex,stock,2026-09-02,2026-09-02
6496,科懋,tpex,stock,2026-09-02,2026-09-02
6498,久禾光,tpex,stock,2026-09-02,2026-09-02
6499,益安,tpex,stock,2026-09-02,2026-09-02
6504,南六,twse,stock,2026-09-02,2026-09-02
6505,台塑化,twse,stock,2026-09-02,2026-09-02
6506,雙邦,tpex,stock,2026-09-02,2026-09-02
6508,惠光,tpex,stock,2026-09-02,2026-09-02
6509,聚和,tpex,stock,2026-09-02,2026-09-02
6510,精測,tpex,stock,2026-09-02,2026-09-02
6515,穎崴,twse,stock,2026-09-02,2026-09-02
6516,勤崴國際,tpex,stock,2026-09-02,2026-09-02
6517,保勝光學,tpex,stock,2026-09-02,2026-09-02
6518,康科特,emerging,stock,2026-09-02,2026-09-02
6523,達爾膚,tpex,stock,2026-09-02,2026-09-02
6525,捷敏-KY,twse,stock,2026-09-02,2026-09-02
6526,達發,twse,stock,2026-09-02,2026-09-02
6527,明達醫,tpex,stock,2026-09-02,2026-09-02
6530,創威,tpex,stock,2026-09-02,2026-09-02
6531,愛普*,twse,stock,2026-09-02,2026-09-02
6532,瑞耘,tpex,stock,2026-09-02,2026-09-02
6533,晶心科,twse,stock,2026-09-02,2026-09-02
6534,正瀚-創,twse,stock,2026-09-02,2026-09-02
6535,順藥,tpex,stock,2026-09-02,2026-09-02
6536,碩豐,emerging,stock,2026-09-02,2026-09-02
6538,倉和,tpex,stock,2026-09-02,2026-09-02
6539,麗彤,emerging,stock,2026-09-02,2026-09-02
6541,泰福-KY,twse,stock,2026-09-02,2026-09-02
6542,隆中,tpex,stock,2026-09-02,2026-09-02
6543,普惠醫工,emerging,stock,2026-09-02,2026-09-02
6546,正基,tpex,stock,2026-09-02,2026-09-02
6547,高端疫苗,tpex,stock,2026-09-02,2026-09-02
6548,長科*,tpex,stock,2026-09-02,2026-09-02
6549,景凱,emerging,stock,2026-09-02,2026-09-02
6550,北極星藥業-KY,twse,stock,2026-09-02,2026-09-02
6552,易華電,twse,stock,2026-09-02,2026-09-02
6555,榮炭,emerging,stock,2026-09-02,2026-09-02
6556,勝品,tpex,stock,2026-09-02,2026-09-02
6558,興能高,twse,stock,2026-09-02,2026-09-02
6559,研晶,emerging,stock,2026-09-02,2026-09-02
6560,欣普羅,tpex,stock,2026-09-02,2026-09-02
6561,是方,tpex,stock,2026-09-02,2026-09-02
6563,映智,emerging,stock,2026-09-02,2026-09-02
6564,安特羅,emerging,stock,2026-09-02,2026-09-02
6565,物聯,emerging,stock,2026-09-02,2026-09-02
6568,宏觀,tpex,stock,2026-09-02,2026-09-02
6569,醫揚,tpex,stock,2026-09-02,2026-09-02
6570,維田,tpex,stock,2026-09-02,2026-09-02
6572,博錸,emerging,stock,2026-09-02,2026-09-02
6573,虹揚-KY,twse,stock,2026-09-02,2026-09-02
6574,霈方,tpex,stock,2026-09-02,2026-09-02
6576,逸達,tpex,stock,2026-09-02,2026-09-02
6577,勁豐,tpex,stock,2026-09-02,2026-09-02
6578,達邦蛋白,tpex,stock,2026-09-02,2026-09-02
6579,研揚,twse,stock,2026-09-02,2026-09-02
6580,台睿,emerging,stock,2026-09-02,2026-09-02
6581,鋼聯,twse,stock,2026-09-02,2026-09-02
6582,申豐,twse,stock,2026-09-02,2026-09-02
6583,友松,emerging,stock,2026-09-02,2026-09-02
6584,南俊國際,tpex,stock,2026-09-02,2026-09-02
6585,鼎基,twse,stock,2026-09-02,2026-09-02
6586,醣基,emerging,stock,2026-09-02,2026-09-02
6588,東典光電,tpex,stock,2026-09-02,2026-09-02
6589,台康生技,twse,stock,2026-09-02,2026-09-02
6590,普鴻,tpex,stock,2026-09-02,2026-09-02
6591,動力-KY,twse,stock,2026-09-02,2026-09-02
6592,和潤企業,twse,stock,2026-09-02,2026-09-02
6592A,和潤企業甲特,twse,special,2026-09-02,2026-09-02
6592B,和潤企業乙特,twse,special,2026-09-02,2026-09-02
6593,台灣銘板,tpex,stock,2026-09-02,2026-09-02
6595,光禹國際,emerging,stock,2026-09-02,2026-09-02
6596,寬宏藝術,tpex,stock,2026-09-02,2026-09-02
6597,立誠,tpex,stock,2026-09-02,2026-09-02
6598,ABC-KY,twse,stock,2026-09-02,2026-09-02
6599,普達系統,emerging,stock,2026-09-02,2026-09-02
6603,富強鑫,tpex,stock,2026-09-02,2026-09-02
6604,儒億,emerging,stock,2026-09-02,2026-09-02
6605,帝寶,twse,stock,2026-09-02,2026-09-02
6606,建德工業,twse,stock,2026-09-02,2026-09-02
6609,瀧澤科,tpex,stock,2026-09-02,2026-09-02
6610,安成生技,emerging,stock,2026-09-02,2026-09-02
6612,奈米醫材,tpex,stock,2026-09-02,2026-09-02
6613,朋億*,tpex,stock,2026-09-02,2026-09-02
6614,資拓宏宇,twse,stock,2026-09-02,2026-09-02
6615,慧智,tpex,stock,2026-09-02,2026-09-02
6616,特昇-KY,tpex,stock,2026-09-02,2026-09-02
6617,共信-KY,tpex,stock,2026-09-02,2026-09-02
6618,永虹先進,emerging,stock,2026-09-02,2026-09-02
6620,漢達,tpex,stock,2026-09-02,2026-09-02
6621,華宇藥,emerging,stock,2026-09-02,2026-09-02
6622,百聿數碼,emerging,stock,2026-09-02,2026-09-02
6624,萬年清,tpex,stock,2026-09-02,2026-09-02
6625,必應,twse,stock,2026-09-02,2026-09-02
6629,泰金-KY,tpex,stock,2026-09-02,2026-09-02
6634,欣耀,emerging,stock,2026-09-02,2026-09-02
6637,醫影,tpex,stock,2026-09-02,2026-09-02
6638,沅聖,emerging,stock,2026-09-02,2026-09-02
6639,源大環能,emerging,stock,2026-09-02,2026-09-02
6640,均華,tpex,stock,2026-09-02,2026-09-02
6641,基士德-KY,twse,stock,2026-09-02,2026-09-02
6642,富致,tpex,stock,2026-09-02,2026-09-02
6643,M31,tpex,stock,2026-09-02,2026-09-02
6645,金萬林-創,twse,stock,2026-09-02,2026-09-02
6648,斯其大,emerging,stock,2026-09-02,2026-09-02
6650,帝圖,emerging,stock,2026-09-02,2026-09-02
6651,全宇昕,tpex,stock,2026-09-02,2026-09-02
6654,天正國際,tpex,stock,2026-09-02,2026-09-02
6655,科定,twse,stock,2026-09-02,2026-09-02
6657,華安,twse,stock,2026-09-02,2026-09-02
6658,聯策,twse,stock,2026-09-02,2026-09-02
6659,天明製藥,emerging,stock,2026-09-02,2026-09-02
6661,威健生技,tpex,stock,2026-09-02,2026-09-02
6662,樂斯科,tpex,stock,2026-09-02,2026-09-02
6664,群翊,tpex,stock,2026-09-02,2026-09-02
6665,康聯生醫,emerging,stock,2026-09-02,2026-09-02
6666,羅麗芬-KY,twse,stock,2026-09-02,2026-09-02
6667,信紘科,tpex,stock,2026-09-02,2026-09-02
6668,中揚光,twse,stock,2026-09-02,2026-09-02
6669,緯穎,twse,stock,2026-09-02,2026-09-02
6670,復盛應用,twse,stock,2026-09-02,2026-09-02
6671,三能-KY,twse,stock,2026-09-02,2026-09-02
6672,騰輝電子-KY,twse,stock,2026-09-02,2026-09-02
6673,和詮,emerging,stock,2026-09-02,2026-09-02
6674,鋐寶科技,twse,stock,2026-09-02,2026-09-02
6676,祥翊,emerging,stock,2026-09-02,2026-09-02
6677,瑩碩生技,emerging,stock,2026-09-02,2026-09-02
6679,鈺太,tpex,stock,2026-09-02,2026-09-02
6682,華旭先進,emerging,stock,2026-09-02,2026-09-02
6683,雍智科技,tpex,stock,2026-09-02,2026-09-02
6684,安格,tpex,stock,2026-09-02,2026-09-02
6689,伊雲谷,twse,stock,2026-09-02,2026-09-02
6690,安碁資訊,tpex,stock,2026-09-02,2026-09-02
6691,洋基工程,twse,stock,2026-09-02,2026-09-02
6692,進能服,tpex,stock,2026-09-02,2026-09-02
6693,廣閎科,tpex,stock,2026-09-02,2026-09-02
6695,芯鼎,twse,stock,2026-09-02,2026-09-02
6696,仁新*,emerging,stock,2026-09-02,2026-09-02
6697,東捷資訊,tpex,stock,2026-09-02,2026-09-02
6698,旭暉應材,twse,stock,2026-09-02,2026-09-02
6703,軒郁,tpex,stock,2026-09-02,2026-09-02
6704,國璽幹細胞,emerging,stock,2026-09-02,2026-09-02
6705,振躍精密,emerging,stock,2026-09-02,2026-09-02
6706,惠特,twse,stock,2026-09-02,2026-09-02
6707,富基電通,emerging,stock,2026-09-02,2026-09-02
6708,天擎,tpex,stock,2026-09-02,2026-09-02
6709,昱厚生技,emerging,stock,2026-09-02,2026-09-02
6712,長聖,tpex,stock,2026-09-02,2026-09-02
6715,嘉基,twse,stock,2026-09-02,2026-09-02
6716,應廣,tpex,stock,2026-09-02,2026-09-02
6719,力智,twse,stock,2026-09-02,2026-09-02
6720,久昌,tpex,stock,2026-09-02,2026-09-02
6721,信實,tpex,stock,2026-09-02,2026-09-02
6722,輝創,twse,stock,2026-09-02,2026-09-02
6723,傑智環境,emerging,stock,2026-09-02,2026-09-02
6725,矽科宏晟,tpex,stock,2026-09-02,2026-09-02
6727,亞泰金屬,tpex,stock,2026-09-02,2026-09-02
6728,上洋,tpex,stock,2026-09-02,2026-09-02
6729,機光科技,emerging,stock,2026-09-02,2026-09-02
6730,常廣,tpex,stock,2026-09-02,2026-09-02
6732,昇佳電子,tpex,stock,2026-09-02,2026-09-02
6733,博晟生醫,tpex,stock,2026-09-02,2026-09-02
6734,安盛生,emerging,stock,2026-09-02,2026-09-02
6735,美達科技,tpex,stock,2026-09-02,2026-09-02
6737,秀育,emerging,stock,2026-09-02,2026-09-02
