date,new_semantics,n_rows,n_notrade,n_notrade_twse,n_notrade_tpex,n_notrade_emerging
2020-08-11,0,1966,0,0,0,0
2020-08-12,0,1963,0,0,0,0
2020-08-13,0,1965,0,0,0,0
2020-08-14,0,1965,0,0,0,0
2020-08-17,0,1976,0,0,0,0
2020-08-18,0,1979,0,0,0,0
2020-08-19,0,1977,0,0,0,0
2020-08-20,0,1982,0,0,0,0
2020-08-21,0,1973,0,0,0,0
2020-08-24,0,1973,0,0,0,0
2020-08-25,0,1972,0,0,0,0
2020-08-26,0,1962,0,0,0,0
2020-08-27,0,1974,0,0,0,0
2020-08-28,0,1969,0,0,0,0
2020-08-31,0,1973,0,0,0,0
2020-09-01,0,1982,0,0,0,0
2020-09-02,0,1971,0,0,0,0
2020-09-03,0,1972,0,0,0,0
2020-09-04,0,1969,0,0,0,0
2020-09-07,0,1978,0,0,0,0
2020-09-08,0,1973,0,0,0,0
2020-09-09,0,1971,0,0,0,0
2020-09-10,0,1969,0,0,0,0
2020-09-11,0,1968,0,0,0,0
2020-09-14,0,1966,0,0,0,0
2020-09-15,0,1969,0,0,0,0
2020-09-16,0,1971,0,0,0,0
2020-09-17,0,1970,0,0,0,0
2020-09-18,0,1954,0,0,0,0
2020-09-21,0,1973,0,0,0,0
2020-09-22,0,1971,0,0,0,0
2020-09-23,0,1970,0,0,0,0
2020-09-24,0,1968,0,0,0,0
2020-09-25,0,1974,0,0,0,0
2020-09-28,0,1966,0,0,0,0
2020-09-29,0,1964,0,0,0,0
2020-09-30,0,1954,0,0,0,0
2020-10-05,0,1963,0,0,0,0
2020-10-06,0,1969,0,0,0,0
2020-10-07,0,1963,0,0,0,0
2020-10-08,0,1967,0,0,0,0
2020-10-12,0,1962,0,0,0,0
2020-10-13,0,1969,0,0,0,0
2020-10-14,0,1959,0,0,0,0
2020-10-15,0,1960,0,0,0,0
2020-10-16,0,1965,0,0,0,0
2020-10-19,0,1973,0,0,0,0
2020-10-20,0,1969,0,0,0,0
2020-10-21,0,1978,0,0,0,0
2020-10-22,0,1971,0,0,0,0
2020-10-23,0,1966,0,0,0,0
2020-10-26,0,1963,0,0,0,0
2020-10-27,0,1967,0,0,0,0
2020-10-28,0,1959,0,0,0,0
2020-10-29,0,1958,0,0,0,0
2020-10-30,0,1966,0,0,0,0
2020-11-02,0,1959,0,0,0,0
2020-11-03,0,1973,0,0,0,0
2020-11-04,0,1965,0,0,0,0
2020-11-05,0,1965,0,0,0,0
2020-11-06,0,1976,0,0,0,0
2020-11-09,0,1975,0,0,0,0
2020-11-10,0,1982,0,0,0,0
2020-11-11,0,1980,0,0,0,0
2020-11-12,0,1971,0,0,0,0
2020-11-13,0,1961,0,0,0,0
2020-11-16,0,1983,0,0,0,0
2020-11-17,0,1975,0,0,0,0
2020-11-18,0,1981,0,0,0,0
2020-11-19,0,1976,0,0,0,0
2020-11-20,0,1971,0,0,0,0
2020-11-23,0,1968,0,0,0,0
2020-11-24,0,1967,0,0,0,0
2020-11-25,0,1977,0,0,0,0
2020-11-26,0,1975,0,0,0,0
2020-11-27,0,1970,0,0,0,0
2020-11-30,0,1976,0,0,0,0
2020-12-01,0,1973,0,0,0,0
2020-12-02,0,1978,0,0,0,0
2020-12-03,0,1973,0,0,0,0
2020-12-04,0,1974,0,0,0,0
2020-12-07,0,1977,0,0,0,0
2020-12-08,0,1973,0,0,0,0
2020-12-09,0,1973,0,0,0,0
2020-12-10,0,1972,0,0,0,0
2020-12-11,0,1974,0,0,0,0
2020-12-14,0,1966,0,0,0,0
2020-12-15,0,1972,0,0,0,0
2020-12-16,0,1982,0,0,0,0
2020-12-17,0,1977,0,0,0,0
2020-12-18,0,1979,0,0,0,0
2020-12-21,0,1974,0,0,0,0
2020-12-22,0,1973,0,0,0,0
2020-12-23,0,1977,0,0,0,0
2020-12-24,0,1975,0,0,0,0
2020-12-25,0,1971,0,0,0,0
2020-12-28,0,1985,0,0,0,0
2020-12-29,0,1980,0,0,0,0
2020-12-30,0,1981,0,0,0,0
2020-12-31,0,1979,0,0,0,0
2021-01-04,0,1979,0,0,0,0
2021-01-05,0,1984,0,0,0,0
2021-01-06,0,1990,0,0,0,0
2021-01-07,0,1982,0,0,0,0
2021-01-08,0,1983,0,0,0,0
2021-01-11,0,1985,0,0,0,0
2021-01-12,0,1983,0,0,0,0
2021-01-13,0,1990,0,0,0,0
2021-01-14,0,1986,0,0,0,0
2021-01-15,0,1986,0,0,0,0
2021-01-18,0,1987,0,0,0,0
2021-01-19,0,1993,0,0,0,0
2021-01-20,0,1994,0,0,0,0
2021-01-21,0,1989,0,0,0,0
2021-01-22,0,1983,0,0,0,0
2021-01-25,0,1979,0,0,0,0
2021-01-26,0,1978,0,0,0,0
2021-01-27,0,1984,0,0,0,0
2021-01-28,0,1983,0,0,0,0
2021-01-29,0,1987,0,0,0,0
2021-02-01,0,1982,0,0,0,0
2021-02-02,0,1991,0,0,0,0
2021-02-03,0,1982,0,0,0,0
2021-02-04,0,1977,0,0,0,0
2021-02-05,0,1987,0,0,0,0
2021-02-17,0,2000,0,0,0,0
2021-02-18,0,1996,0,0,0,0
2021-02-19,0,2003,0,0,0,0
2021-02-22,0,2005,0,0,0,0
2021-02-23,0,2001,0,0,0,0
2021-02-24,0,2003,0,0,0,0
2021-02-25,0,2001,0,0,0,0
2021-02-26,0,1997,0,0,0,0
2021-03-02,0,2002,0,0,0,0
2021-03-03,0,1997,0,0,0,0
2021-03-04,0,1995,0,0,0,0
2021-03-05,0,1998,0,0,0,0
2021-03-08,0,1999,0,0,0,0
2021-03-09,0,1996,0,0,0,0
2021-03-10,0,1998,0,0,0,0
2021-03-11,0,2000,0,0,0,0
2021-03-12,0,1998,0,0,0,0
2021-03-15,0,1997,0,0,0,0
2021-03-16,0,2003,0,0,0,0
2021-03-17,0,1998,0,0,0,0
2021-03-18,0,2002,0,0,0,0
2021-03-19,0,1998,0,0,0,0
2021-03-22,0,1992,0,0,0,0
2021-03-23,0,1996,0,0,0,0
2021-03-24,0,1997,0,0,0,0
2021-03-25,0,1998,0,0,0,0
2021-03-26,0,1997,0,0,0,0
2021-03-29,0,2004,0,0,0,0
2021-03-30,0,2002,0,0,0,0
2021-03-31,0,2001,0,0,0,0
2021-04-01,0,2000,0,0,0,0
2021-04-06,0,2005,0,0,0,0
2021-04-07,0,2005,0,0,0,0
2021-04-08,0,2004,0,0,0,0
2021-04-09,0,2003,0,0,0,0
2021-04-12,0,2004,0,0,0,0
2021-04-13,0,2004,0,0,0,0
2021-04-14,0,2004,0,0,0,0
2021-04-15,0,1997,0,0,0,0
2021-04-16,0,2002,0,0,0,0
2021-04-19,0,2008,0,0,0,0
2021-04-20,0,2005,0,0,0,0
2021-04-21,0,2009,0,0,0,0
2021-04-22,0,2008,0,0,0,0
2021-04-23,0,2004,0,0,0,0
2021-04-26,0,2009,0,0,0,0
2021-04-27,0,2010,0,0,0,0
2021-04-28,0,2005,0,0,0,0
2021-04-29,0,2005,0,0,0,0
2021-05-03,0,2014,0,0,0,0
2021-05-04,0,2006,0,0,0,0
2021-05-05,0,2003,0,0,0,0
2021-05-06,0,2006,0,0,0,0
2021-05-07,0,2007,0,0,0,0
2021-05-10,0,2013,0,0,0,0
2021-05-11,0,2015,0,0,0,0
2021-05-12,0,2014,0,0,0,0
2021-05-13,0,2008,0,0,0,0
2021-05-14,0,2007,0,0,0,0
2021-05-17,0,2006,0,0,0,0
2021-05-18,0,2005,0,0,0,0
2021-05-19,0,1985,0,0,0,0
2021-05-20,0,1990,0,0,0,0
2021-05-21,0,2004,0,0,0,0
2021-05-24,0,1976,0,0,0,0
2021-05-25,0,2004,0,0,0,0
2021-05-26,0,1995,0,0,0,0
2021-05-27,0,1989,0,0,0,0
2021-05-28,0,2008,0,0,0,0
2021-05-31,0,1996,0,0,0,0
2021-06-01,0,2010,0,0,0,0
2021-06-02,0,2002,0,0,0,0
2021-06-03,0,2007,0,0,0,0
2021-06-04,0,1991,0,0,0,0
2021-06-07,0,1988,0,0,0,0
2021-06-08,0,1990,0,0,0,0
2021-06-09,0,1996,0,0,0,0
2021-06-10,0,1992,0,0,0,0
2021-06-11,0,1999,0,0,0,0
2021-06-15,0,1995,0,0,0,0
2021-06-16,0,1992,0,0,0,0
2021-06-17,0,2002,0,0,0,0
2021-06-18,0,1998,0,0,0,0
2021-06-21,0,1996,0,0,0,0
2021-06-22,0,1991,0,0,0,0
2021-06-23,0,2000,0,0,0,0
2021-06-24,0,1998,0,0,0,0
2021-06-25,0,2002,0,0,0,0
2021-06-28,0,2009,0,0,0,0
2021-06-29,0,2004,0,0,0,0
2021-06-30,0,1997,0,0,0,0
2021-07-01,0,2003,0,0,0,0
2021-07-02,0,2005,0,0,0,0
2021-07-05,0,2008,0,0,0,0
2021-07-06,0,2001,0,0,0,0
2021-07-07,0,2005,0,0,0,0
2021-07-08,0,2001,0,0,0,0
2021-07-09,0,2009,0,0,0,0
2021-07-12,0,2007,0,0,0,0
2021-07-13,0,2007,0,0,0,0
2021-07-14,0,2000,0,0,0,0
2021-07-15,0,1993,0,0,0,0
2021-07-16,0,1999,0,0,0,0
2021-07-19,0,1991,0,0,0,0
2021-07-20,0,1993,0,0,0,0
2021-07-21,0,1997,0,0,0,0
2021-07-22,0,2010,0,0,0,0
2021-07-23,0,2004,0,0,0,0
2021-07-26,0,2006,0,0,0,0
2021-07-27,0,1998,0,0,0,0
2021-07-28,0,2005,0,0,0,0
2021-07-29,0,2006,0,0,0,0
2021-07-30,0,1990,0,0,0,0
2021-08-02,0,1991,0,0,0,0
2021-08-03,0,1995,0,0,0,0
2021-08-04,0,1995,0,0,0,0
2021-08-05,0,1997,0,0,0,0
2021-08-06,0,1990,0,0,0,0
2021-08-09,0,1998,0,0,0,0
2021-08-10,0,1995,0,0,0,0
2021-08-11,0,2000,0,0,0,0
2021-08-12,0,1986,0,0,0,0
2021-08-13,0,1993,0,0,0,0
2021-08-16,0,2002,0,0,0,0
2021-08-17,0,1997,0,0,0,0
2021-08-18,0,2004,0,0,0,0
2021-08-19,0,1995,0,0,0,0
2021-08-20,0,2001,0,0,0,0
2021-08-23,0,2001,0,0,0,0
2021-08-24,0,2000,0,0,0,0
2021-08-25,0,1996,0,0,0,0
2021-08-26,0,1990,0,0,0,0
2021-08-27,0,2005,0,0,0,0
2021-08-30,0,2006,0,0,0,0
2021-08-31,0,1997,0,0,0,0
2021-09-01,0,1999,0,0,0,0
2021-09-02,0,1996,0,0,0,0
2021-09-03,0,2004,0,0,0,0
2021-09-06,0,1994,0,0,0,0
2021-09-07,0,1989,0,0,0,0
2021-09-08,0,1999,0,0,0,0
2021-09-09,0,1981,0,0,0,0
2021-09-10,0,1998,0,0,0,0
2021-09-13,0,1996,0,0,0,0
2021-09-14,0,1992,0,0,0,0
2021-09-15,0,1997,0,0,0,0
2021-09-16,0,1997,0,0,0,0
2021-09-17,0,1996,0,0,0,0
2021-09-22,0,1995,0,0,0,0
2021-09-23,0,1988,0,0,0,0
2021-09-24,0,2001,0,0,0,0
2021-09-27,0,2001,0,0,0,0
2021-09-28,0,1998,0,0,0,0
2021-09-29,0,2004,0,0,0,0
2021-09-30,0,1997,0,0,0,0
2021-10-01,0,2003,0,0,0,0
2021-10-04,0,2008,0,0,0,0
2021-10-05,0,1996,0,0,0,0
2021-10-06,0,1997,0,0,0,0
2021-10-07,0,2007,0,0,0,0
2021-10-08,0,1997,0,0,0,0
2021-10-12,0,1997,0,0,0,0
2021-10-13,0,1995,0,0,0,0
2021-10-14,0,1991,0,0,0,0
2021-10-15,0,1998,0,0,0,0
2021-10-18,0,2000,0,0,0,0
2021-10-19,0,2001,0,0,0,0
2021-10-20,0,1998,0,0,0,0
2021-10-21,0,1996,0,0,0,0
2021-10-22,0,1988,0,0,0,0
2021-10-25,0,2003,0,0,0,0
2021-10-26,0,2005,0,0,0,0
2021-10-27,0,1996,0,0,0,0
2021-10-28,0,1997,0,0,0,0
2021-10-29,0,1999,0,0,0,0
2021-11-01,0,1999,0,0,0,0
2021-11-02,0,2001,0,0,0,0
2021-11-03,0,1998,0,0,0,0
2021-11-04,0,2005,0,0,0,0
2021-11-05,0,1993,0,0,0,0
2021-11-08,0,2009,0,0,0,0
2021-11-09,0,2005,0,0,0,0
2021-11-10,0,2010,0,0,0,0
2021-11-11,0,2005,0,0,0,0
2021-11-12,0,1999,0,0,0,0
2021-11-15,0,2010,0,0,0,0
2021-11-16,0,2011,0,0,0,0
2021-11-17,0,2006,0,0,0,0
2021-11-18,0,2012,0,0,0,0
2021-11-19,0,2005,0,0,0,0
2021-11-22,0,2001,0,0,0,0
2021-11-23,0,1999,0,0,0,0
2021-11-24,0,2003,0,0,0,0
2021-11-25,0,2002,0,0,0,0
2021-11-26,0,2002,0,0,0,0
2021-11-29,0,2008,0,0,0,0
2021-11-30,0,2005,0,0,0,0
2021-12-01,0,2000,0,0,0,0
2021-12-02,0,1993,0,0,0,0
2021-12-03,0,2008,0,0,0,0
2021-12-06,0,2006,0,0,0,0
2021-12-07,0,2007,0,0,0,0
2021-12-08,0,2015,0,0,0,0
2021-12-09,0,2008,0,0,0,0
2021-12-10,0,2006,0,0,0,0
2021-12-13,0,2013,0,0,0,0
2021-12-14,0,2003,0,0,0,0
2021-12-15,0,2006,0,0,0,0
2021-12-16,0,2007,0,0,0,0
2021-12-17,0,2007,0,0,0,0
2021-12-20,0,1995,0,0,0,0
2021-12-21,0,1997,0,0,0,0
2021-12-22,0,2010,0,0,0,0
2021-12-23,0,2005,0,0,0,0
2021-12-24,0,2007,0,0,0,0
2021-12-27,0,2010,0,0,0,0
2021-12-28,0,2012,0,0,0,0
2021-12-29,0,2016,0,0,0,0
2021-12-30,0,2008,0,0,0,0
2022-01-03,0,2010,0,0,0,0
2022-01-04,0,2018,0,0,0,0
2022-01-05,0,2017,0,0,0,0
2022-01-06,0,2013,0,0,0,0
2022-01-07,0,2016,0,0,0,0
2022-01-10,0,2017,0,0,0,0
2022-01-11,0,2018,0,0,0,0
2022-01-12,0,2004,0,0,0,0
2022-01-13,0,2009,0,0,0,0
2022-01-14,0,2018,0,0,0,0
2022-01-17,0,2019,0,0,0,0
2022-01-18,0,2007,0,0,0,0
2022-01-19,0,2010,0,0,0,0
2022-01-20,0,2011,0,0,0,0
2022-01-21,0,2019,0,0,0,0
2022-01-24,0,2014,0,0,0,0
2022-01-25,0,2024,0,0,0,0
2022-01-26,0,2018,0,0,0,0
2022-02-07,0,2024,0,0,0,0
2022-02-08,0,2017,0,0,0,0
2022-02-09,0,2015,0,0,0,0
2022-02-10,0,2016,0,0,0,0
2022-02-11,0,2022,0,0,0,0
2022-02-14,0,2019,0,0,0,0
2022-02-15,0,2024,0,0,0,0
2022-02-16,0,2021,0,0,0,0
2022-02-17,0,2028,0,0,0,0
2022-02-18,0,2023,0,0,0,0
2022-02-21,0,2021,0,0,0,0
2022-02-22,0,2020,0,0,0,0
2022-02-23,0,2014,0,0,0,0
2022-02-24,0,2030,0,0,0,0
2022-02-25,0,2020,0,0,0,0
2022-03-01,0,2021,0,0,0,0
2022-03-02,0,2009,0,0,0,0
2022-03-03,0,2019,0,0,0,0
2022-03-04,0,2015,0,0,0,0
2022-03-07,0,2021,0,0,0,0
2022-03-08,0,2030,0,0,0,0
2022-03-09,0,2016,0,0,0,0
2022-03-10,0,2013,0,0,0,0
2022-03-11,0,2014,0,0,0,0
2022-03-14,0,2024,0,0,0,0
2022-03-15,0,2023,0,0,0,0
2022-03-16,0,2025,0,0,0,0
2022-03-17,0,2028,0,0,0,0
2022-03-18,0,2020,0,0,0,0
2022-03-21,0,2024,0,0,0,0
2022-03-22,0,2021,0,0,0,0
2022-03-23,0,2039,0,0,0,0
2022-03-24,0,2023,0,0,0,0
2022-03-25,0,2029,0,0,0,0
2022-03-28,0,2026,0,0,0,0
2022-03-29,0,2034,0,0,0,0
2022-03-30,0,2027,0,0,0,0
2022-03-31,0,2025,0,0,0,0
2022-04-01,0,2026,0,0,0,0
2022-04-06,0,2027,0,0,0,0
2022-04-07,0,2029,0,0,0,0
2022-04-08,0,2023,0,0,0,0
2022-04-11,0,2030,0,0,0,0
2022-04-12,0,2024,0,0,0,0
2022-04-13,0,2026,0,0,0,0
2022-04-14,0,2023,0,0,0,0
2022-04-15,0,2022,0,0,0,0
2022-04-18,0,2019,0,0,0,0
2022-04-19,0,2022,0,0,0,0
2022-04-20,0,2023,0,0,0,0
2022-04-21,0,2019,0,0,0,0
2022-04-22,0,2015,0,0,0,0
2022-04-25,0,2029,0,0,0,0
2022-04-26,0,2021,0,0,0,0
2022-04-27,0,2026,0,0,0,0
2022-04-28,0,2028,0,0,0,0
2022-04-29,0,2027,0,0,0,0
2022-05-03,0,2013,0,0,0,0
2022-05-04,0,2016,0,0,0,0
2022-05-05,0,2015,0,0,0,0
2022-05-06,0,2022,0,0,0,0
2022-05-09,0,2029,0,0,0,0
2022-05-10,0,2034,0,0,0,0
2022-05-11,0,2016,0,0,0,0
2022-05-12,0,2036,0,0,0,0
2022-05-13,0,2040,0,0,0,0
2022-05-16,0,2017,0,0,0,0
2022-05-17,0,2018,0,0,0,0
2022-05-18,0,2025,0,0,0,0
2022-05-19,0,2012,0,0,0,0
2022-05-20,0,2019,0,0,0,0
2022-05-23,0,2020,0,0,0,0
2022-05-24,0,2015,0,0,0,0
2022-05-25,0,2031,0,0,0,0
2022-05-26,0,2024,0,0,0,0
2022-05-27,0,2024,0,0,0,0
2022-05-30,0,2038,0,0,0,0
2022-05-31,0,2023,0,0,0,0
2022-06-01,0,2024,0,0,0,0
2022-06-02,0,2019,0,0,0,0
2022-06-06,0,2036,0,0,0,0
2022-06-07,0,2031,0,0,0,0
2022-06-08,0,2034,0,0,0,0
2022-06-09,0,2035,0,0,0,0
2022-06-10,0,2033,0,0,0,0
2022-06-13,0,2033,0,0,0,0
2022-06-14,0,2035,0,0,0,0
2022-06-15,0,2039,0,0,0,0
2022-06-16,0,2037,0,0,0,0
2022-06-17,0,2036,0,0,0,0
2022-06-20,0,2039,0,0,0,0
2022-06-21,0,2039,0,0,0,0
2022-06-22,0,2031,0,0,0,0
2022-06-23,0,2036,0,0,0,0
2022-06-24,0,2031,0,0,0,0
2022-06-27,0,2041,0,0,0,0
2022-06-28,0,2024,0,0,0,0
2022-06-29,0,2027,0,0,0,0
2022-06-30,0,2033,0,0,0,0
2022-07-01,0,2049,0,0,0,0
2022-07-04,0,2032,0,0,0,0
2022-07-05,0,2039,0,0,0,0
2022-07-06,0,2037,0,0,0,0
2022-07-07,0,2034,0,0,0,0
2022-07-08,0,2036,0,0,0,0
2022-07-11,0,2025,0,0,0,0
2022-07-12,0,2024,0,0,0,0
2022-07-13,0,2040,0,0,0,0
2022-07-14,0,2026,0,0,0,0
2022-07-15,0,2041,0,0,0,0
2022-07-18,0,2039,0,0,0,0
2022-07-19,0,2026,0,0,0,0
2022-07-20,0,2038,0,0,0,0
2022-07-21,0,2038,0,0,0,0
2022-07-22,0,2029,0,0,0,0
2022-07-25,0,2024,0,0,0,0
2022-07-26,0,2030,0,0,0,0
2022-07-27,0,2030,0,0,0,0
2022-07-28,0,2032,0,0,0,0
2022-07-29,0,2041,0,0,0,0
2022-08-01,0,2030,0,0,0,0
2022-08-02,0,2024,0,0,0,0
2022-08-03,0,2033,0,0,0,0
2022-08-04,0,2026,0,0,0,0
2022-08-05,0,2041,0,0,0,0
2022-08-08,0,2036,0,0,0,0
2022-08-09,0,2029,0,0,0,0
2022-08-10,0,2035,0,0,0,0
2022-08-11,0,2040,0,0,0,0
2022-08-12,0,2037,0,0,0,0
2022-08-15,0,2038,0,0,0,0
2022-08-16,0,2038,0,0,0,0
2022-08-17,0,2037,0,0,0,0
2022-08-18,0,2032,0,0,0,0
2022-08-19,0,2032,0,0,0,0
2022-08-22,0,2033,0,0,0,0
2022-08-23,0,2035,0,0,0,0
2022-08-24,0,2033,0,0,0,0
2022-08-25,0,2031,0,0,0,0
2022-08-26,0,2038,0,0,0,0
2022-08-29,0,2032,0,0,0,0
2022-08-30,0,2033,0,0,0,0
2022-08-31,0,2036,0,0,0,0
2022-09-01,0,2035,0,0,0,0
2022-09-02,0,2028,0,0,0,0
2022-09-05,0,2038,0,0,0,0
2022-09-06,0,2043,0,0,0,0
2022-09-07,0,2034,0,0,0,0
2022-09-08,0,2042,0,0,0,0
2022-09-12,0,2037,0,0,0,0
2022-09-13,0,2050,0,0,0,0
2022-09-14,0,2033,0,0,0,0
2022-09-15,0,2040,0,0,0,0
2022-09-16,0,2040,0,0,0,0
2022-09-19,0,2033,0,0,0,0
2022-09-20,0,2028,0,0,0,0
2022-09-21,0,2030,0,0,0,0
2022-09-22,0,2031,0,0,0,0
2022-09-23,0,2033,0,0,0,0
2022-09-26,0,2043,0,0,0,0
2022-09-27,0,2034,0,0,0,0
2022-09-28,0,2045,0,0,0,0
2022-09-29,0,2028,0,0,0,0
2022-09-30,0,2015,0,0,0,0
2022-10-03,0,2025,0,0,0,0
2022-10-04,0,2032,0,0,0,0
2022-10-05,0,2036,0,0,0,0
2022-10-06,0,2024,0,0,0,0
2022-10-07,0,2012,0,0,0,0
2022-10-11,0,2033,0,0,0,0
2022-10-12,0,2044,0,0,0,0
2022-10-13,0,2047,0,0,0,0
2022-10-14,0,2046,0,0,0,0
2022-10-17,0,2021,0,0,0,0
2022-10-18,0,2020,0,0,0,0
2022-10-19,0,2022,0,0,0,0
2022-10-20,0,2023,0,0,0,0
2022-10-21,0,2018,0,0,0,0
2022-10-24,0,2026,0,0,0,0
2022-10-25,0,2025,0,0,0,0
2022-10-26,0,2021,0,0,0,0
2022-10-27,0,2027,0,0,0,0
2022-10-28,0,2007,0,0,0,0
2022-10-31,0,2031,0,0,0,0
2022-11-01,0,2021,0,0,0,0
2022-11-02,0,2030,0,0,0,0
2022-11-03,0,2013,0,0,0,0
2022-11-04,0,2036,0,0,0,0
2022-11-07,0,2036,0,0,0,0
2022-11-08,0,2031,0,0,0,0
2022-11-09,0,2040,0,0,0,0
2022-11-10,0,2032,0,0,0,0
2022-11-11,0,2042,0,0,0,0
2022-11-14,0,2044,0,0,0,0
2022-11-15,0,2043,0,0,0,0
2022-11-16,0,2040,0,0,0,0
2022-11-17,0,2042,0,0,0,0
2022-11-18,0,2048,0,0,0,0
2022-11-21,0,2041,0,0,0,0
2022-11-22,0,2034,0,0,0,0
2022-11-23,0,2041,0,0,0,0
2022-11-24,0,2042,0,0,0,0
2022-11-25,0,2041,0,0,0,0
2022-11-28,0,2028,0,0,0,0
2022-11-29,0,2044,0,0,0,0
2022-11-30,0,2056,0,0,0,0
2022-12-01,0,2061,0,0,0,0
2022-12-02,0,2055,0,0,0,0
2022-12-05,0,2053,0,0,0,0
2022-12-06,0,2051,0,0,0,0
2022-12-07,0,2046,0,0,0,0
2022-12-08,0,2028,0,0,0,0
2022-12-09,0,2043,0,0,0,0
2022-12-12,0,2030,0,0,0,0
2022-12-13,0,2040,0,0,0,0
2022-12-14,0,2053,0,0,0,0
2022-12-15,0,2051,0,0,0,0
2022-12-16,0,2048,0,0,0,0
2022-12-19,0,2040,0,0,0,0
2022-12-20,0,2051,0,0,0,0
2022-12-21,0,2038,0,0,0,0
2022-12-22,0,2033,0,0,0,0
2022-12-23,0,2020,0,0,0,0
2022-12-26,0,2018,0,0,0,0
2022-12-27,0,2038,0,0,0,0
2022-12-28,0,2044,0,0,0,0
2022-12-29,0,2033,0,0,0,0
2022-12-30,0,2040,0,0,0,0
2023-01-03,0,2036,0,0,0,0
2023-01-04,0,2029,0,0,0,0
2023-01-05,0,2047,0,0,0,0
2023-01-06,0,2046,0,0,0,0
2023-01-09,0,2055,0,0,0,0
2023-01-10,0,2044,0,0,0,0
2023-01-11,0,2056,0,0,0,0
2023-01-12,0,2053,0,0,0,0
2023-01-13,0,2044,0,0,0,0
2023-01-16,0,2049,0,0,0,0
2023-01-17,0,2045,0,0,0,0
2023-01-30,0,2065,0,0,0,0
2023-01-31,0,2057,0,0,0,0
2023-02-01,0,2059,0,0,0,0
2023-02-02,0,2059,0,0,0,0
2023-02-03,0,2048,0,0,0,0
2023-02-06,0,2053,0,0,0,0
2023-02-07,0,2054,0,0,0,0
2023-02-08,0,2048,0,0,0,0
2023-02-09,0,2050,0,0,0,0
2023-02-10,0,2043,0,0,0,0
2023-02-13,0,2042,0,0,0,0
2023-02-14,0,2047,0,0,0,0
2023-02-15,0,2051,0,0,0,0
2023-02-16,0,2054,0,0,0,0
2023-02-17,0,2051,0,0,0,0
2023-02-20,0,2060,0,0,0,0
2023-02-21,0,2060,0,0,0,0
2023-02-22,0,2061,0,0,0,0
2023-02-23,0,2064,0,0,0,0
2023-02-24,0,2057,0,0,0,0
2023-03-01,0,2059,0,0,0,0
2023-03-02,0,2054,0,0,0,0
2023-03-03,0,2056,0,0,0,0
2023-03-06,0,2062,0,0,0,0
2023-03-07,0,2067,0,0,0,0
2023-03-08,0,2060,0,0,0,0
2023-03-09,0,2063,0,0,0,0
2023-03-10,0,2059,0,0,0,0
2023-03-13,0,2065,0,0,0,0
2023-03-14,0,2063,0,0,0,0
2023-03-15,0,2067,0,0,0,0
2023-03-16,0,2061,0,0,0,0
2023-03-17,0,2064,0,0,0,0
2023-03-20,0,2060,0,0,0,0
2023-03-21,0,2061,0,0,0,0
2023-03-22,0,2064,0,0,0,0
2023-03-23,0,2064,0,0,0,0
2023-03-24,0,2067,0,0,0,0
2023-03-27,0,2070,0,0,0,0
2023-03-28,0,2065,0,0,0,0
2023-03-29,0,2061,0,0,0,0
2023-03-30,0,2069,0,0,0,0
2023-03-31,0,2072,0,0,0,0
2023-04-06,0,2067,0,0,0,0
2023-04-07,0,2060,0,0,0,0
2023-04-10,0,2064,0,0,0,0
2023-04-11,0,2070,0,0,0,0
2023-04-12,0,2064,0,0,0,0
2023-04-13,0,2059,0,0,0,0
2023-04-14,0,2061,0,0,0,0
2023-04-17,0,2073,0,0,0,0
2023-04-18,0,2065,0,0,0,0
2023-04-19,0,2067,0,0,0,0
2023-04-20,0,2064,0,0,0,0
2023-04-21,0,2067,0,0,0,0
2023-04-24,0,2060,0,0,0,0
2023-04-25,0,2070,0,0,0,0
2023-04-26,0,2058,0,0,0,0
2023-04-27,0,2058,0,0,0,0
2023-04-28,0,2077,0,0,0,0
2023-05-02,0,2069,0,0,0,0
2023-05-03,0,2055,0,0,0,0
2023-05-04,0,2067,0,0,0,0
2023-05-05,0,2055,0,0,0,0
2023-05-08,0,2068,0,0,0,0
2023-05-09,0,2056,0,0,0,0
2023-05-10,0,2062,0,0,0,0
2023-05-11,0,2066,0,0,0,0
2023-05-12,0,2072,0,0,0,0
2023-05-15,0,2063,0,0,0,0
2023-05-16,0,2076,0,0,0,0
2023-05-17,0,2070,0,0,0,0
2023-05-18,0,2077,0,0,0,0
2023-05-19,0,2073,0,0,0,0
2023-05-22,0,2069,0,0,0,0
2023-05-23,0,2071,0,0,0,0
2023-05-24,0,2070,0,0,0,0
2023-05-25,0,2072,0,0,0,0
2023-05-26,0,2080,0,0,0,0
2023-05-29,0,2074,0,0,0,0
2023-05-30,0,2071,0,0,0,0
2023-05-31,0,2066,0,0,0,0
2023-06-01,0,2065,0,0,0,0
2023-06-02,0,2079,0,0,0,0
2023-06-05,0,2085,0,0,0,0
2023-06-06,0,2071,0,0,0,0
2023-06-07,0,2072,0,0,0,0
2023-06-08,0,2075,0,0,0,0
2023-06-09,0,2081,0,0,0,0
2023-06-12,0,2080,0,0,0,0
2023-06-13,0,2078,0,0,0,0
2023-06-14,0,2074,0,0,0,0
2023-06-15,0,2081,0,0,0,0
2023-06-16,0,2084,0,0,0,0
2023-06-19,0,2074,0,0,0,0
2023-06-20,0,2074,0,0,0,0
