market,stock_id,start,end,days,open_ended
tpex,4712,2015-01-05,2016-11-09,451,0
tpex,4712,2016-11-23,2024-09-24,1913,0
tpex,4714,2015-01-05,2026-09-11,2850,1
tpex,4716,2015-01-05,2026-09-11,2850,1
tpex,4720,2015-01-05,2015-06-23,111,0
tpex,4721,2015-01-05,2026-09-11,2850,1
tpex,4726,2022-07-14,2026-09-11,1012,1
tpex,4728,2015-01-05,2026-09-11,2850,1
tpex,4729,2023-05-08,2026-09-11,817,1
tpex,4735,2016-04-21,2026-09-11,2537,1
tpex,4736,2015-01-05,2023-12-21,2191,0
tpex,4739,2015-04-20,2017-09-07,589,0
tpex,4741,2018-09-07,2026-09-11,1949,1
tpex,4743,2022-07-19,2026-09-11,1009,1
tpex,4744,2019-01-15,2026-09-11,1860,1
tpex,4745,2015-01-05,2026-09-11,2850,1
tpex,4747,2015-03-13,2026-09-11,2808,1
tpex,4749,2025-07-24,2026-09-11,278,1
tpex,4754,2023-12-29,2026-09-11,654,1
tpex,4760,2020-08-07,2026-09-11,1484,1
tpex,4767,2024-09-18,2026-09-11,482,1
tpex,4768,2023-01-30,2026-09-11,881,1
tpex,4772,2025-03-26,2026-09-11,360,1
tpex,4803,2016-06-22,2021-12-24,1353,0
tpex,4804,2016-08-17,2026-09-11,2456,1
tpex,4806,2017-09-04,2026-09-11,2199,1
tpex,4903,2015-01-05,2026-09-11,2850,1
tpex,4905,2015-01-05,2026-09-11,2850,1
tpex,4907,2015-01-05,2026-09-11,2850,1
tpex,4908,2015-01-05,2026-09-11,2850,1
tpex,4909,2015-01-05,2026-09-11,2850,1
tpex,4911,2024-05-13,2026-09-11,570,1
tpex,4912,2015-01-05,2015-05-20,88,0
tpex,4923,2023-08-08,2026-09-11,754,1
tpex,4924,2015-01-05,2026-09-11,2850,1
tpex,4927,2015-01-05,2015-09-07,164,0
tpex,4931,2020-03-20,2026-09-11,1579,1
tpex,4933,2015-01-05,2026-09-11,2850,1
tpex,4939,2015-01-05,2026-09-11,2850,1
tpex,4944,2015-01-05,2018-09-12,905,0
tpex,4944,2018-09-21,2023-10-31,1243,0
tpex,4945,2021-05-31,2025-09-05,1042,0
tpex,4946,2026-06-09,2026-09-11,67,1
tpex,4947,2015-01-05,2020-05-27,1317,0
tpex,4951,2023-05-08,2026-09-11,817,1
tpex,4953,2015-01-05,2026-09-11,2850,1
tpex,4966,2015-01-05,2026-09-11,2850,1
tpex,4971,2015-01-05,2026-09-11,2850,1
tpex,4972,2015-01-05,2026-09-11,2850,1
tpex,4973,2015-01-05,2026-09-11,2850,1
tpex,4974,2015-01-05,2026-09-11,2850,1
tpex,4979,2015-01-05,2026-09-11,2850,1
tpex,4987,2024-09-09,2026-05-28,414,0
tpex,4991,2015-03-19,2026-09-11,2804,1
tpex,4995,2015-01-05,2026-09-11,2850,1
tpex,5009,2015-01-05,2026-09-11,2850,1
tpex,5011,2015-01-05,2026-09-11,2850,1
tpex,5013,2015-01-05,2026-09-11,2850,1
tpex,5014,2015-01-05,2026-09-11,2850,1
tpex,5015,2015-01-05,2026-09-11,2850,1
tpex,5016,2015-01-05,2026-09-11,2850,1
tpex,5102,2015-01-05,2022-07-14,1839,0
tpex,5201,2015-01-05,2026-09-11,2850,1
tpex,5202,2015-01-05,2026-09-11,2850,1
tpex,5206,2015-01-05,2026-09-11,2850,1
tpex,5209,2025-11-27,2026-09-11,192,1
tpex,5210,2015-01-05,2026-09-11,2850,1
tpex,5211,2015-01-05,2026-09-11,2850,1
tpex,5212,2015-01-05,2026-09-11,2850,1
tpex,5213,2015-01-05,2017-10-18,682,0
tpex,5213,2017-10-30,2018-09-12,216,0
tpex,5213,2018-09-21,2026-09-11,1939,1
tpex,5220,2018-10-31,2026-09-11,1913,1
tpex,5223,2019-01-04,2026-09-11,1867,1
tpex,5227,2025-11-27,2026-09-11,192,1
tpex,5228,2022-11-24,2026-09-11,919,1
tpex,5230,2015-01-05,2026-09-11,2850,1
tpex,5236,2022-02-14,2026-07-15,1073,0
tpex,5245,2015-11-26,2026-09-11,2632,1
tpex,5251,2015-01-05,2026-09-11,2850,1
tpex,5255,2015-01-28,2018-11-21,936,0
tpex,5263,2015-10-23,2026-09-11,2656,1
tpex,5272,2015-01-05,2026-09-11,2850,1
tpex,5274,2015-08-26,2026-09-11,2695,1
tpex,5278,2025-05-02,2026-09-11,336,1
tpex,5281,2016-10-05,2023-10-30,1727,0
tpex,5284,2015-05-05,2017-03-08,452,0
tpex,5287,2015-01-05,2026-09-11,2850,1
tpex,5289,2015-01-05,2026-09-11,2850,1
tpex,5291,2015-06-29,2026-09-11,2736,1
tpex,5299,2018-07-26,2026-09-11,1980,1
tpex,5301,2016-01-25,2026-09-11,2591,1
tpex,5302,2015-01-05,2026-09-11,2850,1
tpex,5304,2015-01-05,2020-11-19,1438,0
tpex,5306,2015-01-05,2022-03-07,1750,0
tpex,5309,2015-01-05,2018-09-25,913,0
tpex,5309,2018-10-02,2026-09-11,1933,1
tpex,5310,2015-01-05,2026-09-11,2850,1
tpex,5312,2015-01-05,2026-09-11,2850,1
tpex,5314,2015-01-05,2026-09-11,2850,1
tpex,5315,2015-01-05,2026-09-11,2850,1
tpex,5317,2015-01-05,2019-01-02,982,0
tpex,5317,2019-01-11,2019-09-17,163,0
tpex,5321,2015-01-05,2026-09-11,2850,1
tpex,5324,2015-01-05,2026-09-11,2850,1
tpex,5328,2015-01-05,2026-09-11,2850,1
tpex,5340,2015-01-05,2026-09-11,2850,1
tpex,5344,2015-01-05,2026-09-11,2850,1
tpex,5345,2015-01-05,2019-09-19,1153,0
tpex,5345,2019-09-27,2026-09-11,1692,1
tpex,5347,2015-01-05,2026-09-11,2850,1
tpex,5349,2015-01-05,2020-11-03,1426,0
tpex,5351,2015-01-05,2026-09-11,2850,1
tpex,5353,2015-01-05,2016-09-22,420,0
tpex,5353,2016-10-06,2017-10-03,247,0
tpex,5353,2017-10-19,2026-09-11,2168,1
tpex,5355,2015-01-05,2026-09-11,2850,1
tpex,5356,2015-01-05,2018-08-27,893,0
tpex,5356,2018-09-03,2026-09-11,1953,1
tpex,5364,2025-11-27,2026-09-11,192,1
tpex,5371,2015-01-05,2016-08-11,391,0
tpex,5371,2016-08-25,2026-09-02,2443,0
tpex,5381,2015-01-05,2018-01-03,736,0
tpex,5381,2018-01-12,2026-09-11,2108,1
tpex,5383,2015-01-05,2017-12-20,727,0
tpex,5383,2017-12-29,2024-05-30,1561,0
tpex,5384,2015-01-05,2017-08-21,642,0
tpex,5386,2015-01-05,2026-09-11,2850,1
tpex,5392,2015-01-05,2026-09-11,2850,1
tpex,5395,2015-01-05,2016-07-06,366,0
tpex,5398,2015-01-05,2016-03-08,284,0
tpex,5398,2016-03-18,2026-09-11,2559,1
tpex,5403,2015-01-05,2015-10-06,183,0
tpex,5403,2015-10-20,2026-09-11,2659,1
tpex,5410,2015-01-05,2026-09-11,2850,1
tpex,5425,2015-01-05,2026-09-11,2850,1
tpex,5426,2015-01-05,2026-09-11,2850,1
tpex,5432,2015-01-05,2026-09-11,2850,1
tpex,5438,2015-01-05,2026-09-11,2850,1
tpex,5439,2015-01-05,2026-09-11,2850,1
tpex,5443,2015-01-05,2026-09-11,2850,1
tpex,5450,2015-01-05,2026-09-11,2850,1
tpex,5452,2015-01-05,2026-09-11,2850,1
tpex,5455,2015-01-05,2026-09-11,2850,1
tpex,5457,2015-01-05,2026-09-11,2850,1
tpex,5460,2015-01-05,2019-10-23,1174,0
tpex,5460,2019-11-01,2026-09-11,1670,1
tpex,5464,2015-01-05,2026-09-11,2850,1
tpex,5465,2015-01-05,2026-09-11,2850,1
tpex,5466,2015-01-05,2015-06-04,99,0
tpex,5468,2015-01-05,2019-09-25,1157,0
tpex,5468,2019-10-04,2026-09-11,1688,1
tpex,5474,2015-01-05,2026-09-11,2850,1
tpex,5475,2015-01-05,2017-04-12,551,0
tpex,5475,2017-04-24,2026-09-11,2292,1
tpex,5478,2015-01-05,2026-09-11,2850,1
tpex,5480,2015-01-05,2019-03-20,1028,0
tpex,5481,2015-01-05,2018-12-05,963,0
tpex,5481,2018-12-14,2026-09-11,1881,1
tpex,5483,2015-01-05,2026-09-11,2850,1
tpex,5487,2015-01-05,2026-09-11,2850,1
tpex,5488,2015-01-05,2026-09-11,2850,1
tpex,5489,2015-01-05,2026-09-11,2850,1
tpex,5490,2015-01-05,2026-09-11,2850,1
tpex,5491,2015-01-05,2017-12-18,725,0
tpex,5493,2015-01-05,2026-09-11,2850,1
tpex,5498,2015-01-05,2026-09-11,2850,1
tpex,5505,2015-01-05,2015-05-13,83,0
tpex,5506,2015-01-05,2015-04-02,57,0
tpex,5506,2015-09-22,2015-11-25,44,0
tpex,5508,2015-01-05,2026-09-11,2850,1
tpex,5511,2015-01-05,2016-08-31,405,0
tpex,5511,2016-09-13,2017-08-23,230,0
tpex,5511,2017-09-05,2026-09-11,2198,1
tpex,5512,2015-01-05,2026-09-11,2850,1
tpex,5514,2015-01-05,2026-09-11,2850,1
tpex,5516,2015-01-05,2026-09-11,2850,1
tpex,5520,2015-01-05,2018-10-24,933,0
tpex,5520,2018-11-02,2026-09-11,1911,1
tpex,5523,2015-01-05,2026-09-11,2850,1
tpex,5529,2015-01-05,2019-10-30,1179,0
tpex,5529,2019-11-08,2026-09-11,1665,1
tpex,5530,2015-01-05,2026-09-11,2850,1
tpex,5536,2015-01-05,2026-09-11,2850,1
tpex,5543,2021-10-25,2026-09-11,1187,1
tpex,5547,2026-08-05,2026-09-11,28,1
tpex,5548,2024-09-25,2026-09-11,477,1
tpex,5601,2021-08-09,2026-09-11,1239,1
tpex,5603,2015-01-05,2026-09-11,2850,1
tpex,5604,2015-01-05,2026-09-11,2850,1
tpex,5609,2015-01-05,2026-09-11,2850,1
tpex,5701,2015-01-05,2026-09-11,2850,1
tpex,5703,2015-01-05,2026-09-11,2850,1
tpex,5704,2015-01-05,2026-09-11,2850,1
tpex,5820,2015-01-05,2022-11-10,1922,0
tpex,5864,2018-10-04,2026-09-11,1931,1
tpex,5902,2015-01-05,2026-09-11,2850,1
tpex,5903,2015-01-05,2026-09-11,2850,1
tpex,5904,2015-01-05,2026-09-11,2850,1
tpex,5905,2015-01-05,2026-09-11,2850,1
tpex,6015,2015-01-05,2026-09-11,2850,1
tpex,6016,2015-01-05,2026-09-11,2850,1
tpex,6020,2015-01-05,2026-09-11,2850,1
tpex,6021,2015-01-05,2026-09-11,2850,1
tpex,6022,2015-01-05,2017-08-21,642,0
tpex,6023,2015-01-05,2026-09-11,2850,1
tpex,6024,2015-01-05,2017-10-13,679,0
tpex,6026,2016-08-01,2026-09-11,2468,1
tpex,6101,2015-01-05,2026-09-11,2850,1
tpex,6103,2015-01-05,2015-03-05,37,0
tpex,6103,2015-03-19,2026-09-11,2804,1
tpex,6104,2015-01-05,2026-09-11,2850,1
tpex,6105,2015-01-05,2017-10-06,676,0
tpex,6107,2015-01-05,2017-11-16,703,0
tpex,6109,2015-01-05,2018-09-12,905,0
tpex,6109,2018-09-21,2026-09-11,1939,1
tpex,6111,2015-01-05,2026-09-11,2850,1
tpex,6113,2015-01-05,2026-09-11,2850,1
tpex,6114,2015-01-05,2026-09-11,2850,1
tpex,6118,2015-01-05,2026-09-11,2850,1
tpex,6121,2015-01-05,2017-09-13,659,0
tpex,6121,2017-09-27,2026-09-11,2182,1
tpex,6122,2015-01-05,2026-09-11,2850,1
tpex,6123,2015-01-05,2026-09-11,2850,1
tpex,6124,2015-01-05,2026-09-11,2850,1
tpex,6125,2015-01-05,2026-09-11,2850,1
tpex,6126,2015-01-05,2026-09-11,2850,1
tpex,6127,2015-01-05,2026-09-11,2850,1
tpex,6129,2015-01-05,2026-09-11,2850,1
tpex,6130,2025-11-27,2026-09-11,192,1
tpex,6134,2015-01-05,2026-09-11,2850,1
tpex,6135,2015-01-05,2015-08-18,150,0
tpex,6138,2015-01-05,2018-09-19,910,0
tpex,6138,2018-09-28,2026-09-11,1935,1
tpex,6140,2015-01-05,2026-09-11,2850,1
tpex,6143,2015-01-05,2026-09-11,2850,1
tpex,6144,2015-01-05,2026-09-11,2850,1
tpex,6146,2015-01-05,2026-09-11,2850,1
tpex,6147,2015-01-05,2026-09-11,2850,1
tpex,6148,2015-01-05,2018-09-19,910,0
tpex,6148,2018-09-28,2019-01-29,86,0
tpex,6148,2019-02-15,2026-09-11,1844,1
tpex,6150,2015-01-05,2015-09-21,174,0
tpex,6150,2015-10-05,2016-10-19,255,0
tpex,6150,2016-11-02,2026-09-11,2405,1
tpex,6151,2015-01-05,2026-09-11,2850,1
tpex,6154,2015-01-05,2026-09-11,2850,1
tpex,6156,2015-01-05,2015-10-06,183,0
tpex,6156,2015-10-21,2026-09-11,2658,1
tpex,6158,2015-01-05,2019-09-26,1158,0
tpex,6158,2019-10-04,2026-09-11,1688,1
tpex,6160,2015-01-05,2026-09-11,2850,1
tpex,6161,2015-01-05,2018-09-19,910,0
tpex,6161,2018-09-28,2026-09-11,1935,1
tpex,6163,2015-01-05,2026-09-11,2850,1
tpex,6167,2015-01-05,2026-09-11,2850,1
tpex,6169,2025-11-27,2026-09-11,192,1
tpex,6170,2015-01-05,2026-09-11,2850,1
tpex,6171,2015-01-05,2026-09-11,2850,1
tpex,6173,2015-01-05,2017-09-06,654,0
tpex,6173,2017-09-18,2026-09-11,2189,1
tpex,6174,2015-01-05,2026-09-11,2850,1
tpex,6175,2015-01-05,2026-09-11,2850,1
tpex,6179,2015-01-05,2026-09-11,2850,1
tpex,6180,2015-01-05,2026-09-11,2850,1
tpex,6182,2015-01-05,2026-09-11,2850,1
tpex,6185,2015-01-05,2026-09-11,2850,1
tpex,6186,2015-01-05,2026-09-11,2850,1
tpex,6187,2015-01-05,2026-09-11,2850,1
tpex,6188,2015-01-05,2026-09-11,2850,1
tpex,6190,2015-01-05,2026-09-11,2850,1
tpex,6194,2015-01-05,2015-10-22,194,0
tpex,6194,2015-11-05,2019-10-07,961,0
tpex,6194,2019-10-18,2026-09-11,1680,1
tpex,6195,2015-01-05,2026-09-11,2850,1
tpex,6199,2025-06-11,2026-09-11,309,1
tpex,6201,2016-09-26,2016-09-26,1,0
tpex,6203,2015-01-05,2026-09-11,2850,1
tpex,6204,2015-01-05,2019-09-25,1157,0
tpex,6204,2019-10-04,2026-09-11,1688,1
tpex,6207,2015-01-05,2026-09-11,2850,1
tpex,6208,2015-01-05,2016-10-04,426,0
tpex,6208,2016-10-14,2026-09-11,2418,1
tpex,6210,2015-01-05,2026-09-11,2850,1
tpex,6211,2015-01-05,2015-12-31,244,0
tpex,6212,2015-01-05,2026-09-11,2850,1
tpex,6217,2015-01-05,2026-09-11,2850,1
tpex,6218,2015-01-05,2026-09-11,2850,1
tpex,6219,2015-01-05,2017-08-17,640,0
tpex,6219,2017-08-31,2026-09-11,2201,1
tpex,6220,2015-01-05,2026-09-11,2850,1
tpex,6221,2015-01-05,2026-09-11,2850,1
tpex,6222,2015-01-05,2016-06-28,360,0
tpex,6222,2017-01-06,2019-01-08,495,0
tpex,6222,2019-06-27,2026-09-11,1756,1
tpex,6223,2015-01-05,2026-09-11,2850,1
tpex,6227,2015-01-05,2026-09-11,2850,1
tpex,6228,2015-01-05,2016-11-02,446,0
tpex,6228,2016-11-14,2026-09-11,2397,1
tpex,6229,2015-01-05,2026-09-11,2850,1
tpex,6231,2015-01-05,2026-09-11,2850,1
tpex,6233,2015-01-05,2026-09-11,2850,1
tpex,6234,2015-01-05,2026-09-11,2850,1
tpex,6237,2015-01-05,2026-09-11,2850,1
tpex,6238,2015-01-05,2020-06-18,1333,0
tpex,6240,2015-01-05,2016-07-06,366,0
tpex,6240,2016-11-22,2026-09-11,2391,1
tpex,6241,2015-01-05,2026-09-11,2850,1
tpex,6244,2015-01-05,2026-09-11,2850,1
tpex,6245,2015-01-05,2026-09-11,2850,1
tpex,6246,2015-01-05,2016-10-18,435,0
tpex,6246,2016-10-28,2026-09-11,2408,1
tpex,6248,2015-01-05,2015-12-17,234,0
tpex,6248,2015-12-30,2026-09-11,2608,1
tpex,6259,2025-11-27,2026-09-11,192,1
tpex,6261,2015-01-05,2026-09-11,2850,1
tpex,6263,2015-01-05,2026-09-11,2850,1
tpex,6264,2015-01-05,2016-02-03,268,0
tpex,6264,2016-02-23,2026-09-11,2576,1
tpex,6265,2015-01-05,2026-09-11,2850,1
tpex,6266,2015-01-05,2026-09-11,2850,1
tpex,6270,2015-01-05,2026-09-11,2850,1
tpex,6274,2015-01-05,2026-09-11,2850,1
tpex,6275,2015-01-05,2026-09-11,2850,1
tpex,6276,2015-01-05,2016-09-20,418,0
tpex,6276,2016-09-30,2019-09-18,729,0
tpex,6276,2019-09-27,2026-09-11,1692,1
tpex,6279,2015-01-05,2026-09-11,2850,1
tpex,6284,2015-01-05,2019-11-13,1189,0
tpex,6284,2019-11-22,2026-09-11,1655,1
tpex,6287,2015-01-05,2025-06-20,2549,0
tpex,6290,2015-01-05,2026-09-11,2850,1
tpex,6291,2015-01-05,2017-09-01,651,0
tpex,6291,2017-09-14,2019-02-25,354,0
tpex,6291,2019-03-08,2026-09-11,1831,1
tpex,6292,2015-01-05,2026-09-11,2850,1
tpex,6294,2015-01-05,2026-09-11,2850,1
tpex,6298,2015-01-05,2018-09-17,908,0
tpex,6404,2015-03-02,2024-07-01,2282,0
tpex,6411,2015-01-05,2026-09-11,2850,1
tpex,6417,2016-04-12,2026-09-11,2544,1
tpex,6418,2019-08-26,2026-09-11,1715,1
tpex,6419,2025-11-27,2026-09-11,192,1
tpex,6423,2026-01-22,2026-09-11,154,1
tpex,6425,2019-07-23,2026-09-11,1738,1
tpex,6426,2015-06-23,2021-03-23,1407,0
tpex,6432,2021-06-29,2026-09-11,1268,1
tpex,6435,2016-08-02,2026-09-11,2467,1
tpex,6438,2017-10-26,2021-01-18,792,0
tpex,6441,2018-09-05,2026-09-11,1951,1
tpex,6446,2023-07-28,2024-01-24,124,0
tpex,6457,2021-12-17,2024-12-31,737,0
tpex,6461,2020-08-11,2026-09-11,1482,1
tpex,6462,2017-05-02,2026-09-11,2287,1
tpex,6465,2017-08-25,2026-09-11,2205,1
tpex,6469,2017-11-22,2026-09-11,2144,1
tpex,6470,2016-05-05,2026-09-11,2528,1
tpex,6472,2020-05-18,2023-12-18,879,0
tpex,6474,2026-05-29,2026-09-11,74,1
tpex,6482,2025-11-27,2026-09-11,192,1
tpex,6485,2016-08-31,2026-09-11,2446,1
tpex,6486,2017-03-17,2018-09-10,369,0
tpex,6486,2018-09-17,2026-09-11,1943,1
tpex,6488,2016-03-28,2026-09-11,2553,1
tpex,6492,2023-09-28,2026-09-11,717,1
tpex,6494,2018-08-06,2026-09-11,1973,1
tpex,6496,2016-07-29,2026-09-11,2469,1
tpex,6498,2025-11-24,2026-09-11,195,1
tpex,6499,2021-09-08,2026-09-11,1217,1
tpex,6506,2015-01-05,2026-09-11,2850,1
tpex,6508,2015-01-05,2026-09-11,2850,1
tpex,6509,2015-01-05,2026-09-11,2850,1
tpex,6510,2016-09-29,2026-09-11,2428,1
tpex,6514,2019-09-02,2024-10-17,1247,0
tpex,6516,2019-11-08,2026-09-11,1665,1
tpex,6517,2023-11-22,2026-09-11,681,1
tpex,6523,2016-12-21,2026-09-11,2370,1
tpex,6527,2026-07-09,2026-09-11,46,1
tpex,6530,2018-07-26,2026-09-11,1980,1
tpex,6532,2017-04-06,2026-09-11,2304,1
tpex,6538,2017-04-26,2026-09-11,2290,1
tpex,6542,2017-03-10,2026-09-11,2321,1
tpex,6546,2022-11-30,2026-09-11,915,1
tpex,6547,2022-06-21,2026-09-11,1029,1
tpex,6548,2017-04-21,2019-08-28,581,0
tpex,6548,2019-09-06,2026-09-11,1706,1
tpex,6554,2017-07-28,2018-05-23,201,0
tpex,6560,2025-11-27,2026-09-11,192,1
tpex,6561,2018-12-10,2026-09-11,1885,1
tpex,6568,2022-12-06,2026-09-11,911,1
tpex,6569,2023-06-19,2026-09-11,787,1
tpex,6570,2021-06-08,2026-09-11,1282,1
tpex,6577,2017-10-17,2026-09-11,2170,1
tpex,6578,2020-11-02,2026-09-11,1426,1
tpex,6584,2023-11-27,2026-09-11,678,1
tpex,6588,2025-11-27,2026-09-11,192,1
tpex,6589,2022-07-19,2025-07-18,728,0
tpex,6593,2025-11-27,2026-09-11,192,1
tpex,6594,2022-03-08,2023-03-31,262,0
tpex,6596,2020-10-26,2026-09-11,1431,1
tpex,6603,2015-01-05,2026-09-11,2850,1
tpex,6609,2015-01-05,2026-09-11,2850,1
tpex,6612,2019-01-22,2026-09-11,1855,1
tpex,6613,2018-07-09,2026-09-11,1993,1
tpex,6615,2026-03-18,2026-09-11,123,1
tpex,6616,2023-10-06,2026-09-11,712,1
tpex,6617,2025-11-27,2026-09-11,192,1
tpex,6620,2026-06-29,2026-09-11,54,1
tpex,6624,2025-12-09,2026-09-11,184,1
tpex,6629,2024-12-19,2026-09-11,420,1
tpex,6637,2025-11-27,2026-09-11,192,1
tpex,6640,2025-11-27,2026-09-11,192,1
tpex,6642,2021-05-03,2026-09-11,1308,1
tpex,6643,2019-07-25,2026-09-11,1736,1
tpex,6649,2023-05-09,2026-09-11,816,1
tpex,6651,2021-08-05,2026-09-11,1241,1
tpex,6654,2019-04-25,2026-09-11,1799,1
tpex,6664,2019-03-15,2026-09-11,1826,1
tpex,6667,2019-05-17,2026-09-11,1784,1
tpex,6679,2019-11-15,2026-09-11,1660,1
tpex,6683,2025-11-27,2026-09-11,192,1
tpex,6684,2023-07-07,2026-09-11,775,1
tpex,6690,2025-02-21,2026-09-11,382,1
tpex,6692,2024-09-18,2026-09-11,482,1
tpex,6693,2022-09-05,2026-09-11,975,1
tpex,6697,2025-11-27,2026-09-11,192,1
tpex,6703,2025-05-05,2026-09-11,335,1
tpex,6708,2026-05-26,2026-09-11,77,1
tpex,6712,2022-05-05,2026-09-11,1061,1
tpex,6716,2024-05-14,2026-09-11,569,1
tpex,6720,2025-10-22,2026-09-11,217,1
tpex,6725,2026-07-03,2026-09-11,50,1
tpex,6727,2026-01-14,2026-09-11,160,1
tpex,6728,2025-01-02,2026-09-11,411,1
tpex,6730,2026-06-15,2026-09-11,63,1
tpex,6732,2020-12-10,2026-09-11,1398,1
tpex,6735,2024-02-22,2026-09-11,623,1
tpex,6739,2026-01-14,2026-09-11,160,1
tpex,6741,2021-12-01,2026-09-11,1160,1
tpex,6751,2025-11-27,2026-09-11,192,1
tpex,6752,2023-10-05,2026-09-11,713,1
tpex,6761,2024-03-28,2026-09-11,599,1
tpex,6763,2025-04-17,2026-09-11,346,1
tpex,6785,2024-07-31,2026-09-11,516,1
tpex,6788,2022-04-13,2026-09-11,1076,1
tpex,6791,2025-11-27,2026-09-11,192,1
tpex,6803,2015-01-05,2026-09-11,2850,1
tpex,6804,2023-03-13,2026-09-11,853,1
tpex,6811,2023-02-14,2026-09-11,870,1
tpex,6821,2023-11-27,2026-09-11,678,1
tpex,6823,2026-01-14,2026-09-11,160,1
tpex,6829,2022-09-16,2026-09-11,967,1
tpex,6840,2025-11-27,2026-09-11,192,1
tpex,6841,2024-01-22,2026-09-11,639,1
tpex,6843,2023-06-02,2026-09-11,798,1
tpex,6859,2023-06-02,2026-09-11,798,1
tpex,6865,2025-11-27,2026-09-11,192,1
tpex,6870,2025-11-27,2026-09-11,192,1
tpex,6874,2025-11-27,2026-09-11,192,1
tpex,6877,2023-12-21,2026-09-11,660,1
tpex,6894,2025-11-27,2026-09-11,192,1
tpex,6895,2024-03-04,2026-09-11,617,1
tpex,6899,2024-10-15,2026-09-11,466,1
tpex,6903,2024-12-16,2026-09-11,423,1
tpex,6907,2026-08-03,2026-09-11,30,1
tpex,6910,2026-06-16,2026-09-11,62,1
tpex,6913,2025-04-11,2026-09-11,350,1
tpex,6922,2025-11-27,2026-09-11,192,1
tpex,6925,2025-12-03,2026-09-11,188,1
tpex,6953,2024-11-20,2026-09-11,441,1
tpex,6961,2026-07-28,2026-09-11,34,1
tpex,6967,2025-11-27,2026-09-11,192,1
tpex,6968,2025-02-20,2026-09-11,383,1
tpex,6971,2026-04-13,2026-09-11,107,1
tpex,6982,2025-06-24,2026-09-11,300,1
tpex,6996,2025-06-13,2026-09-11,307,1
tpex,7402,2023-09-08,2026-09-11,731,1
tpex,7547,2026-02-02,2026-09-11,147,1
tpex,7556,2025-11-27,2026-09-11,192,1
tpex,7584,2025-11-27,2026-09-11,192,1
tpex,7642,2025-11-26,2026-09-11,193,1
tpex,7703,2025-05-21,2026-09-11,323,1
tpex,7704,2025-09-11,2026-09-11,243,1
tpex,7709,2026-02-06,2026-09-11,143,1
tpex,7712,2025-08-15,2026-09-11,262,1
tpex,7714,2025-11-27,2026-09-11,192,1
tpex,7715,2025-07-25,2026-09-11,277,1
tpex,7717,2026-05-21,2026-09-11,80,1
tpex,7718,2025-09-19,2026-09-11,237,1
tpex,7723,2025-11-04,2026-09-11,209,1
tpex,7728,2025-11-27,2026-09-11,192,1
tpex,7734,2025-11-27,2026-09-11,192,1
tpex,7738,2026-04-17,2026-09-11,103,1
tpex,7744,2026-05-28,2026-09-11,75,1
tpex,7751,2026-08-13,2026-09-11,22,1
tpex,7753,2026-02-24,2026-09-11,138,1
tpex,7757,2026-05-11,2026-09-11,88,1
tpex,7767,2026-08-13,2026-09-11,22,1
tpex,7777,2026-06-29,2026-09-11,54,1
tpex,7782,2026-04-30,2026-09-11,94,1
tpex,7792,2026-07-29,2026-09-11,33,1
tpex,7805,2026-06-29,2026-09-11,54,1
tpex,7810,2026-06-29,2026-09-11,54,1
tpex,8024,2015-01-05,2026-09-11,2850,1
tpex,8027,2015-12-11,2026-09-11,2621,1
tpex,8032,2015-01-05,2026-09-11,2850,1
tpex,8034,2015-01-05,2026-09-11,2850,1
tpex,8040,2015-01-05,2019-10-07,1164,0
tpex,8040,2019-10-18,2026-09-11,1680,1
tpex,8042,2015-01-05,2026-09-11,2850,1
tpex,8043,2015-01-05,2026-09-11,2850,1
tpex,8044,2015-01-05,2026-09-11,2850,1
tpex,8047,2015-01-05,2026-09-11,2850,1
tpex,8048,2015-01-05,2026-09-11,2850,1
tpex,8049,2015-01-05,2026-09-11,2850,1
tpex,8050,2015-01-05,2026-09-11,2850,1
tpex,8054,2015-01-05,2026-09-11,2850,1
tpex,8059,2015-01-05,2026-09-11,2850,1
tpex,8064,2015-01-05,2026-09-11,2850,1
tpex,8066,2017-08-18,2026-09-11,2210,1
tpex,8068,2015-01-05,2026-09-11,2850,1
tpex,8069,2015-01-05,2026-09-11,2850,1
tpex,8071,2015-01-05,2026-09-11,2850,1
tpex,8074,2015-01-05,2026-09-11,2850,1
tpex,8076,2015-01-05,2026-09-11,2850,1
tpex,8079,2015-01-05,2016-08-24,400,0
tpex,8080,2015-01-05,2019-11-18,1192,0
tpex,8080,2019-12-13,2026-09-11,1640,1
tpex,8082,2015-01-05,2016-09-23,421,0
tpex,8083,2015-01-05,2026-09-11,2850,1
tpex,8085,2015-01-05,2026-09-11,2850,1
tpex,8086,2015-01-05,2026-09-11,2850,1
tpex,8087,2025-08-15,2026-09-11,262,1
tpex,8088,2015-01-05,2026-09-11,2850,1
tpex,8089,2021-03-30,2026-09-11,1329,1
tpex,8091,2015-01-05,2017-12-06,717,0
tpex,8091,2017-12-14,2026-09-11,2128,1
tpex,8093,2015-01-05,2026-09-11,2850,1
tpex,8096,2015-01-05,2026-09-11,2850,1
tpex,8097,2015-01-05,2026-09-11,2850,1
tpex,8099,2015-01-05,2026-09-11,2850,1
tpex,8102,2026-06-29,2026-09-11,54,1
tpex,8107,2015-01-05,2016-02-18,272,0
tpex,8107,2016-03-03,2017-09-22,386,0
tpex,8107,2017-10-05,2026-09-11,2176,1
