stock_id,roc_year,volume,amount,transactions,high,high_date,low,low_date,avg_close,asof
1905,104,408862554,4009858861,107035,11.30,4/29,7.39,8/25,9.43,20260909
1905,105,125277251,1187776089,42703,10.25,4/15,8.53,11/09,9.32,20260909
1905,106,790812939,8735788580,201820,12.85,3/07,9.16,1/04,10.58,20260909
1905,107,368872606,4064820089,100672,12.60,2/26,8.80,10/12,10.49,20260909
1905,108,297398892,2981979080,87247,11.25,7/18,8.83,11/19,9.62,20260909
1905,109,977378132,9706862547,294031,13.35,12/29,6.01,3/19,8.80,20260909
1905,110,5050839518,121850328009,1989572,33.60,7/08,9.72,1/20,21.33,20260909
1905,111,386596290,7802315301,217326,24.95,1/03,15.40,9/28,18.96,20260909
1905,112,3187273001,85695153193,1481880,33.90,7/28,15.90,3/16,22.40,20260909
1905,113,611363716,13445405671,337361,25.00,3/04,16.05,12/20,20.88,20260909
1905,114,337977796,4431706825,186799,18.00,2/17,11.00,6/23,13.31,20260909
1905,80,866142039,25939507454,243393,37.50,4/12,21.10,1/17,29.01,20260909
1905,81,530378547,15034218445,114386,37.50,1/21,14.20,12/29,26.69,20260909
1905,82,1435238097,27138175310,239477,31.50,12/31,12.90,9/16,16.24,20260909
1905,83,4594756042,179195536195,784434,55.00,7/30,24.50,3/19,39.54,20260909
1905,84,2297880257,101918635741,459110,71.00,2/16,24.60,11/10,42.51,20260909
1905,85,1585928188,42272749362,284659,31.50,5/04,21.00,3/12,25.83,20260909
1905,86,1807189377,46945645383,317141,32.00,4/19,16.00,12/01,23.89,20260909
1905,87,2151688523,39300843337,334300,24.50,7/07,10.20,9/02,17.57,20260909
1905,88,3345434102,74676095282,535708,29.20,5/11,10.35,2/05,20.63,20260909
1905,89,2506176477,66975588773,481752,39.90,2/21,10.20,11/21,23.26,20260909
1905,90,731001666,7851031926,132446,14.75,1/29,5.80,9/26,9.03,20260909
1905,91,2514347682,28103882429,350917,14.85,6/24,6.70,1/02,10.22,20260909
1905,92,3629962125,59750507068,552110,21.60,1/23,11.85,5/22,15.86,20260909
1905,93,2441620956,46697345891,374599,26.60,3/09,13.25,8/03,17.42,20260909
1905,94,1247397663,15703242878,204280,17.00,1/03,10.40,5/12,12.52,20260909
1905,95,1547762841,23555976043,261542,19.10,12/05,11.35,3/30,14.46,20260909
1905,96,1723217906,31840304150,339217,27.15,10/16,14.25,3/27,18.19,20260909
1905,97,1560517007,28269415195,333008,27.00,5/23,7.25,10/28,16.97,20260909
1905,98,1815159769,21912343140,324184,16.90,12/07,7.70,2/11,11.74,20260909
1905,99,1751508469,27638626937,341497,18.15,10/26,12.60,6/07,15.25,20260909
1906,100,17251550,139507150,6476,9.19,1/05,6.45,10/04,7.73,20260909
1906,101,14889625,103428637,6217,8.40,3/14,5.11,8/07,6.48,20260909
1906,102,36309423,308663916,10011,10.45,12/20,6.31,3/05,7.58,20260909
1906,103,202899983,2411906377,53370,14.45,8/05,8.78,4/28,11.22,20260909
1906,104,46105861,399141868,10830,11.80,1/08,6.99,6/10,8.94,20260909
1906,105,254212026,3453208804,80094,17.95,10/24,6.50,1/18,10.96,20260909
1906,106,429837756,12089098855,196659,39.85,9/14,17.10,1/03,28.36,20260909
1906,107,100494798,2321871509,45803,32.00,2/26,13.80,10/30,21.84,20260909
1906,108,77332700,1124826056,30561,18.15,3/18,12.00,8/15,13.90,20260909
1906,109,209403720,3065897349,72909,19.00,12/29,9.68,3/19,13.56,20260909
1906,110,314691848,6559176063,119511,25.10,5/11,14.90,2/02,19.67,20260909
1906,111,154104666,2936383141,45534,21.95,5/04,15.00,10/21,18.57,20260909
1906,112,67939002,1125181545,39756,18.10,2/24,14.55,10/26,16.14,20260909
1906,113,26720789,415093488,43344,16.90,5/20,13.30,12/31,15.40,20260909
1906,114,17563323,224859182,28512,14.30,3/06,10.35,4/09,12.86,20260909
1906,80,43365747,835680722,11972,25.00,7/15,13.80,12/03,19.01,20260909
1906,81,71835411,1200770730,17112,22.10,1/28,7.70,12/28,14.26,20260909
1906,82,40843426,355633814,7446,11.25,4/08,5.90,10/02,8.13,20260909
1906,83,135896947,1954263384,20701,21.30,12/27,7.35,3/26,12.53,20260909
1906,84,60467146,852719558,8326,20.50,1/05,10.20,11/30,14.50,20260909
1906,85,43897289,411973799,8182,11.20,1/04,7.35,9/03,9.07,20260909
1906,86,165793859,2068993998,27202,17.00,4/10,8.70,7/17,11.72,20260909
1906,87,371975304,5280939706,90747,20.50,2/24,7.90,12/29,12.32,20260909
1906,88,136132959,1230671829,33103,12.20,5/06,3.46,12/17,7.62,20260909
1906,89,108244104,724444540,24928,10.80,2/22,2.06,12/27,4.53,20260909
1906,90,19214869,52515187,5599,4.00,2/26,1.49,7/06,2.46,20260909
1906,91,95684420,314748855,18625,4.92,4/26,1.75,10/17,2.80,20260909
1906,92,255165502,1234591852,49118,8.00,1/24,2.80,5/05,4.30,20260909
1906,93,208617835,1508440179,45276,9.20,4/19,4.89,8/19,6.45,20260909
1906,94,27458167,120495547,7827,6.15,1/03,3.02,11/17,4.07,20260909
1906,95,117152503,658030306,24446,8.30,12/28,3.01,3/31,4.54,20260909
1906,96,117272544,994057922,29143,11.65,7/19,5.52,12/21,7.59,20260909
1906,97,45353036,312159357,15164,8.74,4/21,2.97,10/28,5.96,20260909
1906,98,68398821,385378158,22245,8.18,12/10,3.04,3/03,5.03,20260909
1906,99,178668520,1562977661,47300,10.95,4/15,6.46,5/26,8.17,20260909
1907,100,696629916,9202596518,187142,15.40,1/03,11.05,8/09,12.85,20260909
1907,101,726952597,9592391369,200304,14.65,12/24,11.60,7/16,12.62,20260909
1907,102,888005273,13139610506,272057,16.55,10/08,13.40,1/17,14.59,20260909
1907,103,417109758,5829499357,147074,15.30,1/02,11.90,10/17,13.76,20260909
1907,104,303034431,3518506330,113424,13.80,1/07,8.50,8/25,11.51,20260909
1907,105,321792755,3094085252,117915,11.00,3/08,8.86,9/14,9.72,20260909
1907,106,977429279,11340637256,260170,14.40,12/29,9.50,6/30,11.30,20260909
1907,107,536174063,6947700982,184951,14.70,2/26,10.95,10/26,12.41,20260909
1907,108,302165937,3687087905,115700,14.00,12/19,11.05,8/06,11.93,20260909
1907,109,1416123849,25005356510,448393,30.70,12/30,10.00,3/19,16.06,20260909
1907,110,2772154595,107539399421,1303399,51.80,6/08,23.20,1/29,34.52,20260909
1907,111,447011687,12628334991,277918,35.70,1/03,21.85,7/15,27.93,20260909
1907,112,1411936618,47308172028,739823,40.95,6/26,24.20,1/03,31.02,20260909
1907,113,321942112,9825003917,214167,33.35,10/04,26.90,8/06,30.44,20260909
1907,114,226679785,5948353372,143910,30.95,2/17,22.55,7/11,26.56,20260909
1907,80,658437155,24629184868,185017,45.30,6/22,24.30,1/17,36.18,20260909
1907,81,255021702,8560880746,65216,38.70,1/21,24.80,12/29,32.80,20260909
1907,82,616930666,17991919849,119965,39.40,12/31,20.50,9/16,25.67,20260909
1907,83,1278443271,48233667991,247022,43.80,7/25,31.50,3/14,36.75,20260909
1907,84,380327812,11539779891,85382,40.90,1/05,19.60,11/16,29.16,20260909
1907,85,385770424,9633252340,84943,29.10,7/02,21.00,5/21,24.25,20260909
1907,86,773670069,19279771992,137686,32.30,4/10,15.20,12/01,22.16,20260909
1907,87,331720939,4944836970,65642,18.00,4/09,10.70,9/01,14.53,20260909
1907,88,572783253,8630152942,99088,20.00,5/05,10.00,2/05,13.23,20260909
1907,89,1001788072,16847658771,204901,24.30,2/22,8.40,12/30,14.49,20260909
1907,90,266351168,2505367818,55114,12.00,3/29,6.60,10/08,8.71,20260909
1907,91,1212971002,11780582727,166437,11.60,6/11,7.45,10/03,9.04,20260909
1907,92,2490156742,33232877124,356530,16.70,1/27,9.70,1/02,12.83,20260909
1907,93,1911297757,33664241628,315878,21.30,4/22,13.80,8/09,17.12,20260909
1907,94,657529007,8491619940,139745,17.70,1/03,9.97,11/03,12.98,20260909
1907,95,801551795,10427471763,169767,15.40,5/09,10.55,1/24,12.53,20260909
1907,96,1106279066,16202092906,228319,18.10,7/26,11.05,12/18,13.78,20260909
1907,97,829980859,10713391057,207175,16.65,5/22,6.01,10/28,11.18,20260909
1907,98,2331601735,26955363812,441734,14.80,11/26,6.40,3/04,10.40,20260909
1907,99,1491843987,20554919711,344237,16.45,10/15,10.80,5/25,13.22,20260909
1909,100,319881521,3644708235,79226,13.65,1/03,8.10,12/19,10.56,20260909
1909,101,118343885,1009198152,37695,10.05,3/02,7.40,10/29,8.24,20260909
1909,102,649242473,7776572408,153968,15.30,12/13,8.03,1/28,10.57,20260909
1909,103,788742190,12095392145,211985,16.95,1/15,12.85,4/28,15.05,20260909
1909,104,312528741,3884558950,99214,14.50,1/05,9.82,8/24,12.10,20260909
1909,105,664725790,9831762902,218279,16.70,12/05,9.78,1/18,14.04,20260909
1909,106,3099530410,101849807895,1173025,52.40,9/12,16.35,1/03,35.26,20260909
1909,107,1184558363,32083047993,530443,42.45,1/02,14.10,12/25,26.75,20260909
1909,108,1242787416,20095971549,447867,21.60,3/18,12.95,12/05,15.03,20260909
1909,109,3330136722,56298511189,969214,25.05,12/29,10.35,3/23,15.44,20260909
1909,110,5202215646,138074188456,1969146,33.60,7/08,19.05,2/01,25.47,20260909
1909,111,732266875,13668596902,340098,24.45,1/03,14.30,9/30,17.85,20260909
1909,112,723156371,12180240158,317535,19.05,2/24,13.65,11/01,16.14,20260909
1909,113,447676760,6323455768,185952,16.05,5/02,11.25,12/20,13.83,20260909
1909,114,513627799,5131165216,205141,12.05,2/17,8.18,6/16,10.06,20260909
1909,80,1362037189,45115046579,410764,44.00,7/05,16.00,1/17,31.29,20260909
1909,81,682324421,17670197564,169488,31.90,1/21,16.00,12/29,24.31,20260909
1909,82,788051133,16429474421,145906,28.30,12/31,14.90,9/07,19.12,20260909
1909,83,1490862687,51207824359,284776,42.50,12/27,23.40,1/14,33.22,20260909
1909,84,488773437,12830140402,102032,41.00,1/06,15.70,8/14,27.54,20260909
1909,85,500575497,9194689421,92629,20.50,6/07,16.00,3/12,17.95,20260909
1909,86,884405727,17887934634,165078,27.90,4/17,13.25,10/28,18.43,20260909
1909,87,578463130,7760423108,102319,18.20,4/09,8.10,12/29,13.09,20260909
1909,88,1208391112,15940023381,165696,17.50,5/18,7.00,2/06,11.59,20260909
1909,89,518265606,4910729563,84397,13.80,2/21,4.50,12/22,8.04,20260909
1909,90,418609603,2331501804,57520,7.60,4/10,3.00,12/03,4.62,20260909
1909,91,882580027,4723567102,103572,6.55,4/25,3.51,1/02,4.95,20260909
1909,92,1849273667,12729543151,226228,9.35,1/23,4.35,5/02,6.28,20260909
1909,93,2137823567,24283872046,314574,13.90,3/15,8.70,8/18,10.77,20260909
1909,94,392350458,3513753925,70928,11.30,1/03,6.67,10/20,8.31,20260909
1909,95,1479705724,18439985827,251329,17.05,12/26,7.06,1/23,10.17,20260909
1909,96,1060421244,16839203774,224531,18.20,7/19,9.86,12/21,14.77,20260909
1909,97,343715393,3922251259,87662,14.40,4/17,5.56,10/27,9.96,20260909
1909,98,576693826,5888826588,119466,13.00,9/17,5.61,3/03,8.71,20260909
1909,99,1023643212,11763921340,193030,13.50,10/27,9.00,2/06,10.80,20260909
2002,100,8675075490,273472623273,2513724,35.80,4/28,26.85,11/21,31.98,20260909
2002,101,4559499644,125790207313,1500370,30.90,3/02,24.00,9/06,27.59,20260909
2002,102,3786729001,97928836077,1217510,28.40,1/03,23.00,6/24,25.88,20260909
2002,103,3690848849,94843432071,1155474,27.00,1/02,24.60,5/30,25.71,20260909
2002,104,4483214166,98955683729,1457239,26.75,1/13,16.75,12/14,22.77,20260909
2002,105,6171109029,135166740285,1865430,25.90,12/20,17.05,1/11,21.80,20260909
2002,106,3540242288,88444118898,1245274,26.40,2/16,23.65,5/09,24.92,20260909
2002,107,4010229897,97333640346,1378181,25.55,10/01,23.20,6/29,24.20,20260909
2002,108,3094295776,74876609264,1033185,25.50,3/04,22.80,8/28,24.21,20260909
2002,109,4956334504,106722171321,1574404,25.60,12/22,18.35,3/19,21.24,20260909
2002,110,32067440193,1160418204575,10326586,46.75,5/11,22.95,1/29,33.25,20260909
2002,111,9622596605,315573244736,3608760,40.25,3/21,26.20,10/03,31.94,20260909
2002,112,5764619205,160126026579,2398682,32.30,1/31,23.50,10/25,28.32,20260909
2002,113,5659376621,131958330323,2433236,27.00,1/02,19.55,12/31,23.27,20260909
2002,114,7387276178,151101393021,2705833,24.90,3/10,17.60,11/20,19.96,20260909
2002,80,1882444554,61504597084,525496,43.30,4/09,22.00,1/17,31.19,20260909
2002,81,1412034530,29795365264,320416,28.70,1/29,14.75,12/28,20.94,20260909
2002,82,7818748844,164341695619,934572,28.30,12/31,13.90,1/29,19.06,20260909
2002,83,13450123951,370710775263,1692368,34.60,12/27,21.00,4/01,25.94,20260909
2002,84,8208257710,213738409999,1123582,33.50,1/06,17.90,11/24,23.67,20260909
2002,85,8438171639,219647178758,1177207,31.50,6/14,19.00,3/12,24.85,20260909
2002,86,13668587623,387190173727,1876144,34.00,7/29,22.20,12/01,27.36,20260909
2002,87,5671891764,121926262258,822024,25.20,1/15,19.10,9/01,21.16,20260909
2002,88,8220745779,197166000000,1246436,28.40,5/05,16.00,2/05,22.84,20260909
2002,89,6049684126,135774543666,873047,26.80,1/28,17.00,11/21,21.55,20260909
2002,90,3264156244,53653041683,465059,21.80,2/27,11.00,9/24,16.22,20260909
2002,91,8338904016,150592650972,931903,21.20,11/18,13.60,1/02,16.91,20260909
2002,92,17698839357,432816621708,2138381,28.70,11/06,18.90,3/12,24.22,20260909
2002,93,14532497964,474636082822,1900362,37.40,10/12,27.00,5/17,32.47,20260909
2002,94,9341092364,286959713113,1572841,37.55,3/01,23.15,12/19,30.79,20260909
2002,95,8031994830,237699953988,1586646,34.95,12/27,24.40,1/03,29.68,20260909
2002,96,8093390046,335397512735,1938880,52.00,10/03,32.60,1/12,40.65,20260909
2002,97,11079545893,425853929107,2951521,54.40,5/20,19.20,10/28,39.72,20260909
2002,98,17524120963,473362595514,3903788,33.00,12/31,21.00,3/12,27.67,20260909
2002,99,7036622737,226795165229,1857131,35.80,1/11,29.25,6/09,31.90,20260909
2006,100,892428608,28514783635,327968,36.50,1/05,24.40,10/04,30.91,20260909
2006,101,480709604,13911718964,200106,31.60,2/20,26.30,7/26,28.58,20260909
2006,102,639712481,16880475324,259068,30.65,1/14,22.80,8/30,27.31,20260909
2006,103,315319280,8015651973,142699,27.35,1/14,22.80,10/17,25.18,20260909
2006,104,158991617,3311321453,85958,24.30,1/08,16.25,12/15,20.89,20260909
2006,105,293323435,5815194288,145866,22.40,11/23,16.15,1/18,19.36,20260909
2006,106,272222976,6516212650,129663,26.30,12/28,20.70,1/10,23.80,20260909
2006,107,299654079,7085875865,149458,27.90,1/15,18.75,12/26,23.25,20260909
2006,108,279342398,6048904676,127767,23.75,7/15,18.55,1/04,21.53,20260909
2006,109,1210179737,36048550681,510415,40.60,12/22,19.20,3/19,25.92,20260909
2006,110,3039378607,146276676387,1514140,69.30,12/20,31.00,2/01,45.64,20260909
2006,111,939166120,60250890010,727765,83.00,3/21,48.05,7/18,59.19,20260909
2006,112,402271165,24867293649,356758,73.60,12/20,51.60,1/03,60.76,20260909
2006,113,423770276,30991320542,550748,81.30,10/07,67.90,12/31,73.09,20260909
2006,114,416166105,27751265049,474913,79.30,3/10,58.70,9/19,65.78,20260909
2006,80,672021840,44382083945,262567,86.00,6/18,36.50,1/17,66.22,20260909
2006,81,341524975,17501980089,110974,62.00,1/30,36.50,9/18,49.35,20260909
2006,82,661520131,29005588391,165567,53.50,3/12,30.70,9/16,40.87,20260909
2006,83,826339232,34769948404,174532,48.20,1/10,33.70,10/11,40.74,20260909
2006,84,2158547984,97076331884,444774,65.00,4/10,23.50,8/15,39.62,20260909
2006,85,1477100492,42753733832,284523,34.40,6/14,22.50,2/28,28.02,20260909
2006,86,1613187619,52917305871,314551,41.00,4/14,20.00,10/20,29.08,20260909
2006,87,779413032,16457139641,142740,26.30,3/12,15.10,12/29,20.32,20260909
2006,88,1177208873,19477743894,210796,19.80,10/15,9.95,8/11,14.90,20260909
2006,89,2126905194,36880667135,359152,23.00,2/21,9.50,10/02,14.89,20260909
2006,90,239190555,2413627741,48104,13.40,2/06,7.30,7/19,9.37,20260909
2006,91,746959219,8004770525,124079,12.75,6/11,6.95,10/08,9.95,20260909
2006,92,2731226690,34109453137,425773,16.50,1/16,8.00,5/02,11.45,20260909
2006,93,7305874324,176203992427,1258942,33.80,10/12,13.30,1/14,23.71,20260909
2006,94,1809871805,38640303062,360402,27.20,2/22,16.90,10/24,21.16,20260909
2006,95,2630977067,70387317743,512074,32.40,12/27,17.85,1/03,26.17,20260909
2006,96,2298904160,98106863931,559621,58.80,10/01,30.40,1/08,41.67,20260909
2006,97,2749448026,115701881829,831103,64.40,5/26,16.10,10/28,42.88,20260909
2006,98,2453861926,75077563027,771398,38.20,8/04,20.75,1/15,30.88,20260909
2006,99,1440171048,46403308990,477562,38.75,1/20,25.15,6/08,31.01,20260909
2007,100,136244441,1024964735,44734,9.18,2/09,3.71,12/19,6.94,20260909
2007,101,86604591,471901448,25206,6.80,2/20,4.10,1/18,5.13,20260909
2007,102,177804718,1354648691,49055,8.58,1/10,6.20,11/19,7.17,20260909
2007,103,82887539,557193446,26207,8.10,8/27,5.35,12/01,6.37,20260909
2007,104,41423734,194430680,16093,6.23,2/06,2.80,8/24,4.55,20260909
2007,105,29739095,145716979,11107,5.57,3/08,4.10,5/18,4.76,20260909
2007,106,63533373,341245313,20183,6.53,2/16,4.45,8/16,5.01,20260909
2007,107,40594722,215041558,16217,6.26,1/22,4.37,10/12,5.18,20260909
2007,108,19915966,96360013,31610,5.83,1/24,4.00,12/25,4.81,20260909
2007,109,261944781,2033522578,87162,11.10,12/22,3.27,3/23,5.15,20260909
2007,110,3051506739,74317289313,1243833,34.90,7/30,7.22,1/22,18.78,20260909
2007,111,547263768,8645215151,242957,22.40,3/08,8.65,10/13,14.05,20260909
2007,112,234728724,2782325049,100640,13.80,12/25,9.16,10/24,10.74,20260909
2007,113,286520737,3324308389,123876,13.70,1/04,9.35,12/31,10.94,20260909
2007,114,78674445,711653291,46603,11.65,2/14,6.91,12/01,8.26,20260909
2007,80,838544470,31661199579,313377,50.00,4/12,20.00,1/16,35.94,20260909
2007,81,550479033,15204539017,169560,35.80,1/29,17.20,12/29,25.70,20260909
2007,82,1342066182,30226254860,267216,28.80,5/12,16.40,1/08,21.22,20260909
2007,83,2137904605,55609561844,365560,36.50,12/30,20.10,10/11,24.02,20260909
2007,84,2213767155,62200665450,390061,38.90,2/15,16.00,8/14,24.04,20260909
2007,85,1558237881,31137438050,253174,24.10,4/26,16.10,11/11,19.13,20260909
2007,86,1516854241,28822332123,247259,26.90,4/09,10.00,11/15,16.72,20260909
2007,87,659017358,7734381970,96010,14.70,4/16,7.10,12/31,11.01,20260909
2007,88,1211322009,13286859162,153872,14.00,5/05,6.60,2/05,9.82,20260909
2007,89,534329895,4369143596,76123,12.80,2/21,1.61,11/21,6.53,20260909
2007,90,249858673,500320736,28390,3.73,2/21,0.46,11/29,1.78,20260909
2007,91,1893207822,6700367755,190106,4.95,6/17,0.75,1/07,3.15,20260909
2007,92,3766866688,22111449462,453251,9.10,2/07,3.00,5/06,5.64,20260909
2007,93,3642054936,35715511013,558351,13.40,3/05,6.00,1/14,9.15,20260909
2007,94,1033958143,6414018860,173014,9.55,1/18,3.26,11/09,5.93,20260909
2007,95,1474218535,6286986575,203014,5.50,4/12,2.55,9/15,3.97,20260909
2007,96,1198439405,9106228744,187917,11.80,4/17,3.89,1/11,7.55,20260909
2007,97,541751034,3842700986,114905,10.20,5/23,2.24,10/30,5.61,20260909
2007,98,465045958,2192266295,87426,8.78,8/31,2.75,3/03,4.85,20260909
2007,99,290889221,2357141128,70238,9.10,4/15,6.31,2/06,7.85,20260909
2008,100,24424414,142460766,5343,7.48,1/12,3.85,12/15,5.44,20260909
2008,101,29221698,178201633,4745,8.50,9/07,3.83,1/02,5.63,20260909
2008,102,149784189,1669014715,28255,15.05,12/31,6.50,1/10,9.33,20260909
2008,103,197422182,2768387862,61238,17.60,3/26,9.90,10/17,12.41,20260909
2008,104,45293125,419130220,11809,11.55,1/05,6.12,8/26,9.45,20260909
2008,105,113677530,1161391307,21904,13.15,12/08,7.10,6/24,8.84,20260909
2008,106,59582789,674291664,12466,12.10,11/30,9.65,8/14,10.56,20260909
2008,107,11480152,144192699,4174,13.40,1/19,11.00,10/12,12.50,20260909
2008,108,11111966,137457205,2428,13.30,3/14,12.00,8/06,12.38,20260909
2008,109,37835068,646927596,16419,21.45,12/30,12.10,3/19,12.96,20260909
2008,110,346827224,7751024382,174274,29.65,7/06,12.65,2/01,19.45,20260909
2008,111,18276250,339732143,12635,21.75,3/08,15.20,5/13,17.61,20260909
2008,112,24976275,512982331,10867,25.20,12/25,17.85,1/03,19.99,20260909
2008,113,37490354,1072930222,31474,43.00,9/02,21.40,1/18,27.02,20260909
2008,114,10459503,271230231,7317,30.50,11/26,22.00,4/09,26.75,20260909
2008,80,1493844999,59488597559,481047,55.00,5/06,20.70,1/17,38.55,20260909
2008,81,887368016,30578144135,229414,43.30,2/27,17.70,12/29,30.84,20260909
2008,82,1484976813,38882240410,297379,34.00,4/03,15.50,1/08,24.57,20260909
2008,83,3258306624,95487997128,514850,42.50,12/31,20.60,10/11,25.25,20260909
2008,84,1908127184,72153154896,312499,64.50,5/15,15.50,8/15,36.39,20260909
2008,85,650057906,16529480468,131838,31.20,6/24,19.60,2/07,25.03,20260909
2008,86,765716188,23110362282,144535,36.80,5/10,20.10,10/29,28.47,20260909
2008,87,797928490,21244554289,142732,32.20,4/07,15.40,12/31,24.50,20260909
2008,88,308907200,4080256165,59605,19.00,5/05,7.10,11/05,12.27,20260909
2008,89,226836686,1994713814,40683,12.30,2/21,3.31,11/22,7.19,20260909
2008,90,46151829,198017404,10639,5.70,2/06,2.70,7/26,4.08,20260909
2008,91,360622298,3052668436,75245,12.30,8/27,3.31,1/30,6.78,20260909
2008,92,477346543,4767280566,102841,12.60,11/18,6.10,5/05,9.20,20260909
2008,93,1186969105,17345018204,241775,17.90,12/23,8.40,8/18,12.44,20260909
2008,94,564861212,6946245213,133815,16.90,3/01,5.23,12/14,9.88,20260909
2008,95,299391115,2051743750,69504,8.68,5/16,4.41,9/15,6.28,20260909
2008,96,427011746,3855165370,96468,12.20,7/26,5.96,2/12,8.14,20260909
2008,97,459419607,5015090470,117127,14.50,5/20,3.81,10/28,8.46,20260909
2008,98,304337916,1982288579,74532,8.46,6/03,3.94,3/02,6.06,20260909
2008,99,431537171,3817466348,96996,11.50,4/15,6.60,1/04,8.38,20260909
2009,100,208991643,2801040519,73215,15.70,1/04,7.45,12/20,11.99,20260909
2009,101,106925121,981344103,33409,11.20,12/27,6.90,7/25,8.64,20260909
2009,102,72053312,714442485,25023,12.00,1/03,8.70,4/08,9.50,20260909
2009,103,63131929,678547614,22639,11.70,1/10,9.85,12/17,10.47,20260909
2009,104,24235877,206083821,10965,10.25,5/07,5.49,8/25,8.39,20260909
2009,105,67544297,517709724,23408,8.89,3/08,6.16,1/26,6.93,20260909
2009,106,352121063,3841515401,106183,13.85,12/29,7.30,1/04,9.94,20260909
2009,107,431928228,5520776045,132329,14.95,1/11,8.50,10/25,10.79,20260909
2009,108,85429441,875109986,38782,11.55,2/26,9.02,12/03,9.90,20260909
2009,109,802375957,14885242891,273245,28.65,12/24,5.35,3/19,9.58,20260909
2009,110,4824205759,254031627043,2295756,76.60,5/11,19.00,2/01,46.14,20260909
2009,111,1034571496,39120941273,578206,55.30,3/07,19.55,10/17,33.38,20260909
2009,112,571175602,19332739497,339808,38.35,2/08,27.55,10/20,31.79,20260909
2009,113,1491510405,72182710692,914831,64.10,5/22,30.00,1/18,41.91,20260909
2009,114,1334521585,57005440562,866079,54.40,12/29,29.60,4/11,37.50,20260909
2009,80,647009480,28885218511,234662,59.00,4/25,23.70,1/16,43.30,20260909
2009,81,666606875,27804168662,179943,53.00,2/10,20.80,12/29,37.98,20260909
2009,82,811260153,20171698621,188446,33.00,4/08,17.70,9/07,23.16,20260909
2009,83,2197609300,61098811279,412976,33.40,12/24,21.40,10/11,26.34,20260909
2009,84,1025747260,22825104235,216606,32.60,1/05,14.90,8/15,21.45,20260909
2009,85,792043119,14847658244,164270,21.40,6/18,15.80,9/04,17.86,20260909
2009,86,767796271,15742082663,149151,25.30,3/21,12.90,11/19,17.95,20260909
2009,87,763473500,12238314188,135133,20.70,3/13,9.85,9/01,14.27,20260909
2009,88,503256063,5851694139,88940,15.00,5/05,8.70,8/07,10.85,20260909
2009,89,394195858,4264057751,70317,15.00,2/21,2.71,11/23,8.20,20260909
2009,90,130057040,543650407,21442,6.65,2/06,2.13,9/24,3.76,20260909
2009,91,439751431,2524686509,69795,8.00,4/29,2.88,1/30,5.05,20260909
2009,92,1119078344,9408958448,186580,11.60,1/24,5.15,5/02,7.71,20260909
2009,93,2769158161,37528875416,538082,16.90,10/11,8.50,5/18,12.57,20260909
2009,94,1160898380,13474818826,253212,14.60,2/22,8.00,5/17,10.78,20260909
2009,95,1625249399,20820231502,325584,16.65,12/29,9.22,1/04,12.09,20260909
2009,96,906100477,14457763097,199274,18.85,1/05,10.30,12/18,14.78,20260909
2009,97,386887915,4777178859,102082,15.50,4/17,4.63,10/28,9.91,20260909
2009,98,633862984,6038542434,150321,13.45,12/31,5.00,3/03,8.60,20260909
2009,99,818555716,11981093749,216683,17.00,4/14,12.15,6/07,14.05,20260909
2010,100,244847862,3611032079,75323,16.30,1/05,10.80,11/24,14.14,20260909
2010,101,118168733,1411602204,36998,13.05,3/27,10.75,11/21,11.80,20260909
2010,102,82322162,934921131,26880,12.25,1/03,10.75,7/09,11.25,20260909
2010,103,177809902,2195467537,57044,13.80,7/03,11.10,10/27,11.93,20260909
2010,104,71463725,746254630,32369,11.95,1/08,8.00,8/25,10.39,20260909
2010,105,139057742,1527449976,48264,12.50,11/24,8.48,1/08,10.51,20260909
2010,106,91324122,1094275499,34374,13.00,3/17,10.90,12/08,11.73,20260909
2010,107,110360036,1264316894,37965,12.60,3/31,9.96,10/29,10.94,20260909
2010,108,69322227,720159755,22120,10.90,7/17,9.95,8/06,10.33,20260909
2010,109,488703010,6234779623,139118,15.65,12/22,8.06,3/23,10.51,20260909
2010,110,3160457486,79632172255,1293603,37.55,7/01,11.50,2/01,22.15,20260909
2010,111,353296570,7714887988,196816,26.80,3/22,13.95,10/17,18.64,20260909
2010,112,197350297,3460469595,107777,19.70,7/07,15.65,3/16,16.93,20260909
2010,113,252180928,4932172862,150645,22.90,5/03,16.80,9/11,18.88,20260909
2010,114,296481725,5831889196,152464,22.35,8/18,16.95,4/22,19.56,20260909
2010,80,476317490,21513790316,159606,56.00,4/12,25.50,1/16,45.37,20260909
2010,81,261663087,12203830584,87055,60.00,2/29,29.50,12/29,43.86,20260909
2010,82,346541284,11032882018,87373,39.50,4/07,26.00,9/16,30.54,20260909
2010,83,1449420801,49605122221,270001,41.30,12/30,25.50,3/21,31.34,20260909
2010,84,1251295561,41924907261,253524,42.40,2/11,22.30,8/15,31.02,20260909
2010,85,500763586,11811208209,100172,27.40,4/23,19.10,9/05,22.46,20260909
2010,86,604143774,13303101789,121011,27.00,3/21,13.80,12/01,19.65,20260909
2010,87,346276285,5440753859,68213,19.50,3/09,11.10,9/01,14.99,20260909
2010,88,459660831,6396922961,83125,17.30,10/05,9.75,2/05,12.68,20260909
2010,89,359771456,4971560462,64605,18.90,2/22,5.80,11/21,11.38,20260909
2010,90,85656294,716322774,17236,10.45,3/28,5.40,11/14,7.74,20260909
