stock_id,dataset
4703,TaiwanStockDividendResult
4706,TaiwanStockCapitalReductionReferencePrice
4706,TaiwanStockDividendResult
4707,TaiwanStockCapitalReductionReferencePrice
4707,TaiwanStockDividendResult
4711,TaiwanStockCapitalReductionReferencePrice
4711,TaiwanStockDividendResult
4712,TaiwanStockCapitalReductionReferencePrice
4712,TaiwanStockDividendResult
4714,TaiwanStockCapitalReductionReferencePrice
4714,TaiwanStockDividendResult
4716,TaiwanStockCapitalReductionReferencePrice
4716,TaiwanStockDividendResult
4721,TaiwanStockCapitalReductionReferencePrice
4721,TaiwanStockDividendResult
4726,TaiwanStockCapitalReductionReferencePrice
4726,TaiwanStockDividendResult
4728,TaiwanStockCapitalReductionReferencePrice
4728,TaiwanStockDividendResult
4729,TaiwanStockCapitalReductionReferencePrice
4729,TaiwanStockDividendResult
4735,TaiwanStockCapitalReductionReferencePrice
4735,TaiwanStockDividendResult
4741,TaiwanStockCapitalReductionReferencePrice
4741,TaiwanStockDividendResult
4743,TaiwanStockCapitalReductionReferencePrice
4743,TaiwanStockDividendResult
4744,TaiwanStockCapitalReductionReferencePrice
4744,TaiwanStockDividendResult
4745,TaiwanStockCapitalReductionReferencePrice
4745,TaiwanStockDividendResult
4747,TaiwanStockCapitalReductionReferencePrice
4747,TaiwanStockDividendResult
4749,TaiwanStockCapitalReductionReferencePrice
4749,TaiwanStockDividendResult
4754,TaiwanStockCapitalReductionReferencePrice
4754,TaiwanStockDividendResult
4760,TaiwanStockCapitalReductionReferencePrice
4760,TaiwanStockDividendResult
4762,TaiwanStockCapitalReductionReferencePrice
4762,TaiwanStockDividendResult
4767,TaiwanStockCapitalReductionReferencePrice
4767,TaiwanStockDividendResult
4768,TaiwanStockCapitalReductionReferencePrice
4768,TaiwanStockDividendResult
4772,TaiwanStockCapitalReductionReferencePrice
4772,TaiwanStockDividendResult
4803,TaiwanStockCapitalReductionReferencePrice
4803,TaiwanStockDividendResult
4804,TaiwanStockCapitalReductionReferencePrice
4804,TaiwanStockDividendResult
4806,TaiwanStockCapitalReductionReferencePrice
4806,TaiwanStockDividendResult
4903,TaiwanStockCapitalReductionReferencePrice
4903,TaiwanStockDividendResult
4905,TaiwanStockCapitalReductionReferencePrice
4905,TaiwanStockDividendResult
4907,TaiwanStockCapitalReductionReferencePrice
4907,TaiwanStockDividendResult
4908,TaiwanStockCapitalReductionReferencePrice
4908,TaiwanStockDividendResult
4909,TaiwanStockCapitalReductionReferencePrice
4909,TaiwanStockDividendResult
4911,TaiwanStockCapitalReductionReferencePrice
4911,TaiwanStockDividendResult
4923,TaiwanStockCapitalReductionReferencePrice
4923,TaiwanStockDividendResult
4924,TaiwanStockCapitalReductionReferencePrice
4924,TaiwanStockDividendResult
4931,TaiwanStockCapitalReductionReferencePrice
4931,TaiwanStockDividendResult
4933,TaiwanStockCapitalReductionReferencePrice
4933,TaiwanStockDividendResult
4939,TaiwanStockCapitalReductionReferencePrice
4939,TaiwanStockDividendResult
4944,TaiwanStockCapitalReductionReferencePrice
4944,TaiwanStockDividendResult
4945,TaiwanStockCapitalReductionReferencePrice
4945,TaiwanStockDividendResult
4946,TaiwanStockCapitalReductionReferencePrice
4946,TaiwanStockDividendResult
4947,TaiwanStockCapitalReductionReferencePrice
4947,TaiwanStockDividendResult
4950,TaiwanStockCapitalReductionReferencePrice
4950,TaiwanStockDividendResult
4951,TaiwanStockCapitalReductionReferencePrice
4951,TaiwanStockDividendResult
4953,TaiwanStockCapitalReductionReferencePrice
4953,TaiwanStockDividendResult
4965,TaiwanStockCapitalReductionReferencePrice
4965,TaiwanStockDividendResult
4966,TaiwanStockCapitalReductionReferencePrice
4966,TaiwanStockDividendResult
4971,TaiwanStockCapitalReductionReferencePrice
4971,TaiwanStockDividendResult
4972,TaiwanStockCapitalReductionReferencePrice
4972,TaiwanStockDividendResult
4973,TaiwanStockCapitalReductionReferencePrice
4973,TaiwanStockDividendResult
4974,TaiwanStockCapitalReductionReferencePrice
4974,TaiwanStockDividendResult
4979,TaiwanStockCapitalReductionReferencePrice
4979,TaiwanStockDividendResult
4987,TaiwanStockCapitalReductionReferencePrice
4987,TaiwanStockDividendResult
4991,TaiwanStockCapitalReductionReferencePrice
4991,TaiwanStockDividendResult
4995,TaiwanStockCapitalReductionReferencePrice
4995,TaiwanStockDividendResult
5009,TaiwanStockCapitalReductionReferencePrice
5009,TaiwanStockDividendResult
5011,TaiwanStockCapitalReductionReferencePrice
5011,TaiwanStockDividendResult
5013,TaiwanStockCapitalReductionReferencePrice
5013,TaiwanStockDividendResult
5014,TaiwanStockCapitalReductionReferencePrice
5014,TaiwanStockDividendResult
5015,TaiwanStockCapitalReductionReferencePrice
5015,TaiwanStockDividendResult
5016,TaiwanStockCapitalReductionReferencePrice
5016,TaiwanStockDividendResult
5102,TaiwanStockCapitalReductionReferencePrice
5102,TaiwanStockDividendResult
5201,TaiwanStockCapitalReductionReferencePrice
5201,TaiwanStockDividendResult
5202,TaiwanStockCapitalReductionReferencePrice
5202,TaiwanStockDividendResult
5205,TaiwanStockCapitalReductionReferencePrice
5205,TaiwanStockDividendResult
5206,TaiwanStockCapitalReductionReferencePrice
5206,TaiwanStockDividendResult
5209,TaiwanStockCapitalReductionReferencePrice
5209,TaiwanStockDividendResult
5210,TaiwanStockCapitalReductionReferencePrice
5210,TaiwanStockDividendResult
5211,TaiwanStockCapitalReductionReferencePrice
5211,TaiwanStockDividendResult
5212,TaiwanStockCapitalReductionReferencePrice
5212,TaiwanStockDividendResult
5213,TaiwanStockCapitalReductionReferencePrice
5213,TaiwanStockDividendResult
5220,TaiwanStockCapitalReductionReferencePrice
5220,TaiwanStockDividendResult
5223,TaiwanStockCapitalReductionReferencePrice
5223,TaiwanStockDividendResult
5227,TaiwanStockCapitalReductionReferencePrice
5227,TaiwanStockDividendResult
5228,TaiwanStockCapitalReductionReferencePrice
5228,TaiwanStockDividendResult
5230,TaiwanStockCapitalReductionReferencePrice
5230,TaiwanStockDividendResult
5245,TaiwanStockCapitalReductionReferencePrice
5245,TaiwanStockDividendResult
5251,TaiwanStockCapitalReductionReferencePrice
5251,TaiwanStockDividendResult
5255,TaiwanStockCapitalReductionReferencePrice
5255,TaiwanStockDividendResult
5263,TaiwanStockCapitalReductionReferencePrice
5263,TaiwanStockDividendResult
5266,TaiwanStockCapitalReductionReferencePrice
5266,TaiwanStockDividendResult
5272,TaiwanStockCapitalReductionReferencePrice
5272,TaiwanStockDividendResult
5274,TaiwanStockCapitalReductionReferencePrice
5274,TaiwanStockDividendResult
5276,TaiwanStockCapitalReductionReferencePrice
5276,TaiwanStockDividendResult
5278,TaiwanStockCapitalReductionReferencePrice
5278,TaiwanStockDividendResult
5281,TaiwanStockCapitalReductionReferencePrice
5281,TaiwanStockDividendResult
5287,TaiwanStockCapitalReductionReferencePrice
5287,TaiwanStockDividendResult
5289,TaiwanStockCapitalReductionReferencePrice
5289,TaiwanStockDividendResult
5291,TaiwanStockCapitalReductionReferencePrice
5291,TaiwanStockDividendResult
5299,TaiwanStockCapitalReductionReferencePrice
5299,TaiwanStockDividendResult
5301,TaiwanStockCapitalReductionReferencePrice
5301,TaiwanStockDividendResult
5302,TaiwanStockCapitalReductionReferencePrice
5302,TaiwanStockDividendResult
5304,TaiwanStockCapitalReductionReferencePrice
5304,TaiwanStockDividendResult
5309,TaiwanStockCapitalReductionReferencePrice
5309,TaiwanStockDividendResult
5310,TaiwanStockCapitalReductionReferencePrice
5310,TaiwanStockDividendResult
5312,TaiwanStockCapitalReductionReferencePrice
5312,TaiwanStockDividendResult
5314,TaiwanStockCapitalReductionReferencePrice
5314,TaiwanStockDividendResult
5315,TaiwanStockCapitalReductionReferencePrice
5315,TaiwanStockDividendResult
5317,TaiwanStockCapitalReductionReferencePrice
5317,TaiwanStockDividendResult
5321,TaiwanStockCapitalReductionReferencePrice
5321,TaiwanStockDividendResult
5324,TaiwanStockCapitalReductionReferencePrice
5324,TaiwanStockDividendResult
5328,TaiwanStockCapitalReductionReferencePrice
5328,TaiwanStockDividendResult
5340,TaiwanStockCapitalReductionReferencePrice
5340,TaiwanStockDividendResult
5344,TaiwanStockCapitalReductionReferencePrice
5344,TaiwanStockDividendResult
5345,TaiwanStockCapitalReductionReferencePrice
5345,TaiwanStockDividendResult
5347,TaiwanStockCapitalReductionReferencePrice
5347,TaiwanStockDividendResult
5348,TaiwanStockCapitalReductionReferencePrice
5348,TaiwanStockDividendResult
5349,TaiwanStockCapitalReductionReferencePrice
5349,TaiwanStockDividendResult
5351,TaiwanStockCapitalReductionReferencePrice
5351,TaiwanStockDividendResult
5353,TaiwanStockCapitalReductionReferencePrice
5353,TaiwanStockDividendResult
5355,TaiwanStockCapitalReductionReferencePrice
5355,TaiwanStockDividendResult
5356,TaiwanStockCapitalReductionReferencePrice
5356,TaiwanStockDividendResult
5364,TaiwanStockCapitalReductionReferencePrice
5364,TaiwanStockDividendResult
5371,TaiwanStockCapitalReductionReferencePrice
5371,TaiwanStockDividendResult
5381,TaiwanStockCapitalReductionReferencePrice
5381,TaiwanStockDividendResult
5383,TaiwanStockCapitalReductionReferencePrice
5383,TaiwanStockDividendResult
5384,TaiwanStockCapitalReductionReferencePrice
5384,TaiwanStockDividendResult
5386,TaiwanStockCapitalReductionReferencePrice
5386,TaiwanStockDividendResult
5392,TaiwanStockCapitalReductionReferencePrice
5392,TaiwanStockDividendResult
5395,TaiwanStockCapitalReductionReferencePrice
5395,TaiwanStockDividendResult
5398,TaiwanStockCapitalReductionReferencePrice
5398,TaiwanStockDividendResult
5403,TaiwanStockCapitalReductionReferencePrice
5403,TaiwanStockDividendResult
5410,TaiwanStockCapitalReductionReferencePrice
5410,TaiwanStockDividendResult
5425,TaiwanStockCapitalReductionReferencePrice
5425,TaiwanStockDividendResult
5426,TaiwanStockCapitalReductionReferencePrice
5426,TaiwanStockDividendResult
5432,TaiwanStockCapitalReductionReferencePrice
5432,TaiwanStockDividendResult
5438,TaiwanStockCapitalReductionReferencePrice
5438,TaiwanStockDividendResult
5439,TaiwanStockCapitalReductionReferencePrice
5439,TaiwanStockDividendResult
5443,TaiwanStockCapitalReductionReferencePrice
5443,TaiwanStockDividendResult
5450,TaiwanStockCapitalReductionReferencePrice
5450,TaiwanStockDividendResult
5452,TaiwanStockCapitalReductionReferencePrice
5452,TaiwanStockDividendResult
5455,TaiwanStockCapitalReductionReferencePrice
5455,TaiwanStockDividendResult
5457,TaiwanStockCapitalReductionReferencePrice
5457,TaiwanStockDividendResult
5460,TaiwanStockCapitalReductionReferencePrice
5460,TaiwanStockDividendResult
5464,TaiwanStockCapitalReductionReferencePrice
5464,TaiwanStockDividendResult
5465,TaiwanStockCapitalReductionReferencePrice
5465,TaiwanStockDividendResult
5466,TaiwanStockCapitalReductionReferencePrice
5466,TaiwanStockDividendResult
5468,TaiwanStockCapitalReductionReferencePrice
5468,TaiwanStockDividendResult
5474,TaiwanStockCapitalReductionReferencePrice
5474,TaiwanStockDividendResult
5475,TaiwanStockCapitalReductionReferencePrice
5475,TaiwanStockDividendResult
5478,TaiwanStockCapitalReductionReferencePrice
5478,TaiwanStockDividendResult
5480,TaiwanStockCapitalReductionReferencePrice
5480,TaiwanStockDividendResult
5481,TaiwanStockCapitalReductionReferencePrice
5481,TaiwanStockDividendResult
5483,TaiwanStockCapitalReductionReferencePrice
5483,TaiwanStockDividendResult
5487,TaiwanStockCapitalReductionReferencePrice
5487,TaiwanStockDividendResult
5488,TaiwanStockCapitalReductionReferencePrice
5488,TaiwanStockDividendResult
5489,TaiwanStockCapitalReductionReferencePrice
5489,TaiwanStockDividendResult
5490,TaiwanStockCapitalReductionReferencePrice
5490,TaiwanStockDividendResult
5491,TaiwanStockCapitalReductionReferencePrice
5491,TaiwanStockDividendResult
5493,TaiwanStockCapitalReductionReferencePrice
5493,TaiwanStockDividendResult
5498,TaiwanStockCapitalReductionReferencePrice
5498,TaiwanStockDividendResult
5505,TaiwanStockCapitalReductionReferencePrice
5505,TaiwanStockDividendResult
5506,TaiwanStockCapitalReductionReferencePrice
5506,TaiwanStockDividendResult
5508,TaiwanStockCapitalReductionReferencePrice
5508,TaiwanStockDividendResult
5511,TaiwanStockCapitalReductionReferencePrice
5511,TaiwanStockDividendResult
5512,TaiwanStockCapitalReductionReferencePrice
5512,TaiwanStockDividendResult
5514,TaiwanStockCapitalReductionReferencePrice
5514,TaiwanStockDividendResult
5516,TaiwanStockCapitalReductionReferencePrice
5516,TaiwanStockDividendResult
5520,TaiwanStockCapitalReductionReferencePrice
5520,TaiwanStockDividendResult
5523,TaiwanStockCapitalReductionReferencePrice
5523,TaiwanStockDividendResult
5529,TaiwanStockCapitalReductionReferencePrice
5529,TaiwanStockDividendResult
5530,TaiwanStockCapitalReductionReferencePrice
5530,TaiwanStockDividendResult
5536,TaiwanStockCapitalReductionReferencePrice
5536,TaiwanStockDividendResult
5543,TaiwanStockCapitalReductionReferencePrice
5543,TaiwanStockDividendResult
5547,TaiwanStockCapitalReductionReferencePrice
5547,TaiwanStockDividendResult
5548,TaiwanStockCapitalReductionReferencePrice
5548,TaiwanStockDividendResult
5601,TaiwanStockCapitalReductionReferencePrice
5601,TaiwanStockDividendResult
5603,TaiwanStockCapitalReductionReferencePrice
5603,TaiwanStockDividendResult
5604,TaiwanStockCapitalReductionReferencePrice
5604,TaiwanStockDividendResult
5609,TaiwanStockCapitalReductionReferencePrice
5609,TaiwanStockDividendResult
5701,TaiwanStockCapitalReductionReferencePrice
5701,TaiwanStockDividendResult
5703,TaiwanStockCapitalReductionReferencePrice
5703,TaiwanStockDividendResult
5704,TaiwanStockCapitalReductionReferencePrice
5704,TaiwanStockDividendResult
5820,TaiwanStockCapitalReductionReferencePrice
5820,TaiwanStockDividendResult
5864,TaiwanStockCapitalReductionReferencePrice
5864,TaiwanStockDividendResult
5878,TaiwanStockCapitalReductionReferencePrice
5878,TaiwanStockDividendResult
5902,TaiwanStockCapitalReductionReferencePrice
5902,TaiwanStockDividendResult
5903,TaiwanStockCapitalReductionReferencePrice
5903,TaiwanStockDividendResult
5904,TaiwanStockCapitalReductionReferencePrice
5904,TaiwanStockDividendResult
5905,TaiwanStockCapitalReductionReferencePrice
5905,TaiwanStockDividendResult
6015,TaiwanStockCapitalReductionReferencePrice
6015,TaiwanStockDividendResult
6016,TaiwanStockCapitalReductionReferencePrice
6016,TaiwanStockDividendResult
6020,TaiwanStockCapitalReductionReferencePrice
6020,TaiwanStockDividendResult
6021,TaiwanStockCapitalReductionReferencePrice
6021,TaiwanStockDividendResult
6022,TaiwanStockCapitalReductionReferencePrice
6022,TaiwanStockDividendResult
6023,TaiwanStockCapitalReductionReferencePrice
6023,TaiwanStockDividendResult
6026,TaiwanStockCapitalReductionReferencePrice
6026,TaiwanStockDividendResult
6028,TaiwanStockCapitalReductionReferencePrice
6028,TaiwanStockDividendResult
6101,TaiwanStockCapitalReductionReferencePrice
6101,TaiwanStockDividendResult
6103,TaiwanStockCapitalReductionReferencePrice
6103,TaiwanStockDividendResult
6104,TaiwanStockCapitalReductionReferencePrice
6104,TaiwanStockDividendResult
6105,TaiwanStockCapitalReductionReferencePrice
6105,TaiwanStockDividendResult
6107,TaiwanStockCapitalReductionReferencePrice
6107,TaiwanStockDividendResult
6109,TaiwanStockCapitalReductionReferencePrice
6109,TaiwanStockDividendResult
6111,TaiwanStockCapitalReductionReferencePrice
6111,TaiwanStockDividendResult
6113,TaiwanStockCapitalReductionReferencePrice
6113,TaiwanStockDividendResult
6114,TaiwanStockCapitalReductionReferencePrice
6114,TaiwanStockDividendResult
6118,TaiwanStockCapitalReductionReferencePrice
6118,TaiwanStockDividendResult
6121,TaiwanStockCapitalReductionReferencePrice
6121,TaiwanStockDividendResult
6122,TaiwanStockCapitalReductionReferencePrice
6122,TaiwanStockDividendResult
6123,TaiwanStockCapitalReductionReferencePrice
6123,TaiwanStockDividendResult
6124,TaiwanStockCapitalReductionReferencePrice
6124,TaiwanStockDividendResult
6125,TaiwanStockCapitalReductionReferencePrice
6125,TaiwanStockDividendResult
6126,TaiwanStockCapitalReductionReferencePrice
6126,TaiwanStockDividendResult
6127,TaiwanStockCapitalReductionReferencePrice
6127,TaiwanStockDividendResult
6129,TaiwanStockCapitalReductionReferencePrice
6129,TaiwanStockDividendResult
6130,TaiwanStockCapitalReductionReferencePrice
6130,TaiwanStockDividendResult
6134,TaiwanStockCapitalReductionReferencePrice
6134,TaiwanStockDividendResult
6135,TaiwanStockCapitalReductionReferencePrice
6135,TaiwanStockDividendResult
6138,TaiwanStockCapitalReductionReferencePrice
6138,TaiwanStockDividendResult
6140,TaiwanStockCapitalReductionReferencePrice
6140,TaiwanStockDividendResult
6143,TaiwanStockCapitalReductionReferencePrice
6143,TaiwanStockDividendResult
6144,TaiwanStockCapitalReductionReferencePrice
6144,TaiwanStockDividendResult
6146,TaiwanStockCapitalReductionReferencePrice
6146,TaiwanStockDividendResult
6147,TaiwanStockCapitalReductionReferencePrice
6147,TaiwanStockDividendResult
6148,TaiwanStockCapitalReductionReferencePrice
6148,TaiwanStockDividendResult
6150,TaiwanStockCapitalReductionReferencePrice
6150,TaiwanStockDividendResult
6151,TaiwanStockCapitalReductionReferencePrice
6151,TaiwanStockDividendResult
6154,TaiwanStockCapitalReductionReferencePrice
6154,TaiwanStockDividendResult
6156,TaiwanStockCapitalReductionReferencePrice
6156,TaiwanStockDividendResult
6158,TaiwanStockCapitalReductionReferencePrice
6158,TaiwanStockDividendResult
6160,TaiwanStockCapitalReductionReferencePrice
6160,TaiwanStockDividendResult
6161,TaiwanStockCapitalReductionReferencePrice
6161,TaiwanStockDividendResult
6163,TaiwanStockCapitalReductionReferencePrice
6163,TaiwanStockDividendResult
6167,TaiwanStockCapitalReductionReferencePrice
6167,TaiwanStockDividendResult
6169,TaiwanStockCapitalReductionReferencePrice
6169,TaiwanStockDividendResult
6170,TaiwanStockCapitalReductionReferencePrice
6170,TaiwanStockDividendResult
6171,TaiwanStockCapitalReductionReferencePrice
6171,TaiwanStockDividendResult
6173,TaiwanStockCapitalReductionReferencePrice
6173,TaiwanStockDividendResult
6174,TaiwanStockCapitalReductionReferencePrice
6174,TaiwanStockDividendResult
6175,TaiwanStockCapitalReductionReferencePrice
6175,TaiwanStockDividendResult
6179,TaiwanStockCapitalReductionReferencePrice
6179,TaiwanStockDividendResult
6180,TaiwanStockCapitalReductionReferencePrice
6180,TaiwanStockDividendResult
6182,TaiwanStockCapitalReductionReferencePrice
6182,TaiwanStockDividendResult
6185,TaiwanStockCapitalReductionReferencePrice
6185,TaiwanStockDividendResult
6186,TaiwanStockCapitalReductionReferencePrice
6186,TaiwanStockDividendResult
6187,TaiwanStockCapitalReductionReferencePrice
6187,TaiwanStockDividendResult
6188,TaiwanStockCapitalReductionReferencePrice
6188,TaiwanStockDividendResult
6190,TaiwanStockCapitalReductionReferencePrice
6190,TaiwanStockDividendResult
6194,TaiwanStockCapitalReductionReferencePrice
6194,TaiwanStockDividendResult
6195,TaiwanStockCapitalReductionReferencePrice
6195,TaiwanStockDividendResult
6198,TaiwanStockCapitalReductionReferencePrice
6198,TaiwanStockDividendResult
6199,TaiwanStockCapitalReductionReferencePrice
6199,TaiwanStockDividendResult
6203,TaiwanStockCapitalReductionReferencePrice
6203,TaiwanStockDividendResult
6204,TaiwanStockCapitalReductionReferencePrice
6204,TaiwanStockDividendResult
6207,TaiwanStockCapitalReductionReferencePrice
6207,TaiwanStockDividendResult
6208,TaiwanStockCapitalReductionReferencePrice
6208,TaiwanStockDividendResult
6210,TaiwanStockCapitalReductionReferencePrice
6210,TaiwanStockDividendResult
6211,TaiwanStockCapitalReductionReferencePrice
6211,TaiwanStockDividendResult
6212,TaiwanStockCapitalReductionReferencePrice
6212,TaiwanStockDividendResult
6217,TaiwanStockCapitalReductionReferencePrice
6217,TaiwanStockDividendResult
6218,TaiwanStockCapitalReductionReferencePrice
6218,TaiwanStockDividendResult
6219,TaiwanStockCapitalReductionReferencePrice
6219,TaiwanStockDividendResult
6220,TaiwanStockCapitalReductionReferencePrice
6220,TaiwanStockDividendResult
6221,TaiwanStockCapitalReductionReferencePrice
6221,TaiwanStockDividendResult
6222,TaiwanStockCapitalReductionReferencePrice
6222,TaiwanStockDividendResult
6223,TaiwanStockCapitalReductionReferencePrice
6223,TaiwanStockDividendResult
6227,TaiwanStockCapitalReductionReferencePrice
6227,TaiwanStockDividendResult
6228,TaiwanStockCapitalReductionReferencePrice
6228,TaiwanStockDividendResult
6229,TaiwanStockCapitalReductionReferencePrice
6229,TaiwanStockDividendResult
6231,TaiwanStockCapitalReductionReferencePrice
6231,TaiwanStockDividendResult
6233,TaiwanStockCapitalReductionReferencePrice
6233,TaiwanStockDividendResult
6234,TaiwanStockCapitalReductionReferencePrice
6234,TaiwanStockDividendResult
6236,TaiwanStockCapitalReductionReferencePrice
6236,TaiwanStockDividendResult
6237,TaiwanStockCapitalReductionReferencePrice
6237,TaiwanStockDividendResult
6238,TaiwanStockCapitalReductionReferencePrice
6238,TaiwanStockDividendResult
6240,TaiwanStockCapitalReductionReferencePrice
6240,TaiwanStockDividendResult
6241,TaiwanStockCapitalReductionReferencePrice
6241,TaiwanStockDividendResult
6242,TaiwanStockCapitalReductionReferencePrice
6242,TaiwanStockDividendResult
6244,TaiwanStockCapitalReductionReferencePrice
6244,TaiwanStockDividendResult
6245,TaiwanStockCapitalReductionReferencePrice
6245,TaiwanStockDividendResult
6246,TaiwanStockCapitalReductionReferencePrice
6246,TaiwanStockDividendResult
6247,TaiwanStockCapitalReductionReferencePrice
6247,TaiwanStockDividendResult
6248,TaiwanStockCapitalReductionReferencePrice
6248,TaiwanStockDividendResult
6250,TaiwanStockCapitalReductionReferencePrice
6250,TaiwanStockDividendResult
6259,TaiwanStockCapitalReductionReferencePrice
6259,TaiwanStockDividendResult
6261,TaiwanStockCapitalReductionReferencePrice
6261,TaiwanStockDividendResult
6263,TaiwanStockCapitalReductionReferencePrice
6263,TaiwanStockDividendResult
6264,TaiwanStockCapitalReductionReferencePrice
6264,TaiwanStockDividendResult
6265,TaiwanStockCapitalReductionReferencePrice
6265,TaiwanStockDividendResult
6266,TaiwanStockCapitalReductionReferencePrice
6266,TaiwanStockDividendResult
6270,TaiwanStockCapitalReductionReferencePrice
6270,TaiwanStockDividendResult
6274,TaiwanStockCapitalReductionReferencePrice
6274,TaiwanStockDividendResult
6275,TaiwanStockCapitalReductionReferencePrice
6275,TaiwanStockDividendResult
6276,TaiwanStockCapitalReductionReferencePrice
6276,TaiwanStockDividendResult
6279,TaiwanStockCapitalReductionReferencePrice
6279,TaiwanStockDividendResult
6284,TaiwanStockCapitalReductionReferencePrice
6284,TaiwanStockDividendResult
6287,TaiwanStockCapitalReductionReferencePrice
6287,TaiwanStockDividendResult
6290,TaiwanStockCapitalReductionReferencePrice
6290,TaiwanStockDividendResult
6291,TaiwanStockCapitalReductionReferencePrice
6291,TaiwanStockDividendResult
6292,TaiwanStockCapitalReductionReferencePrice
6292,TaiwanStockDividendResult
6294,TaiwanStockCapitalReductionReferencePrice
6294,TaiwanStockDividendResult
6298,TaiwanStockCapitalReductionReferencePrice
6298,TaiwanStockDividendResult
6404,TaiwanStockCapitalReductionReferencePrice
6404,TaiwanStockDividendResult
6411,TaiwanStockCapitalReductionReferencePrice
6411,TaiwanStockDividendResult
6417,TaiwanStockCapitalReductionReferencePrice
6417,TaiwanStockDividendResult
6418,TaiwanStockCapitalReductionReferencePrice
6418,TaiwanStockDividendResult
6419,TaiwanStockCapitalReductionReferencePrice
6419,TaiwanStockDividendResult
6423,TaiwanStockCapitalReductionReferencePrice
6423,TaiwanStockDividendResult
6425,TaiwanStockCapitalReductionReferencePrice
6425,TaiwanStockDividendResult
6432,TaiwanStockCapitalReductionReferencePrice
6432,TaiwanStockDividendResult
6435,TaiwanStockCapitalReductionReferencePrice
6435,TaiwanStockDividendResult
6441,TaiwanStockCapitalReductionReferencePrice
6441,TaiwanStockDividendResult
6457,TaiwanStockCapitalReductionReferencePrice
6457,TaiwanStockDividendResult
6461,TaiwanStockCapitalReductionReferencePrice
6461,TaiwanStockDividendResult
6462,TaiwanStockCapitalReductionReferencePrice
6462,TaiwanStockDividendResult
6465,TaiwanStockCapitalReductionReferencePrice
6465,TaiwanStockDividendResult
6469,TaiwanStockCapitalReductionReferencePrice
6469,TaiwanStockDividendResult
6470,TaiwanStockCapitalReductionReferencePrice
6470,TaiwanStockDividendResult
6474,TaiwanStockCapitalReductionReferencePrice
6474,TaiwanStockDividendResult
6482,TaiwanStockCapitalReductionReferencePrice
6482,TaiwanStockDividendResult
6485,TaiwanStockCapitalReductionReferencePrice
6485,TaiwanStockDividendResult
6486,TaiwanStockCapitalReductionReferencePrice
6486,TaiwanStockDividendResult
6488,TaiwanStockCapitalReductionReferencePrice
6488,TaiwanStockDividendResult
6492,TaiwanStockCapitalReductionReferencePrice
6492,TaiwanStockDividendResult
6494,TaiwanStockCapitalReductionReferencePrice
6494,TaiwanStockDividendResult
6496,TaiwanStockCapitalReductionReferencePrice
6496,TaiwanStockDividendResult
6497,TaiwanStockCapitalReductionReferencePrice
6497,TaiwanStockDividendResult
6498,TaiwanStockCapitalReductionReferencePrice
6498,TaiwanStockDividendResult
6499,TaiwanStockCapitalReductionReferencePrice
6499,TaiwanStockDividendResult
6506,TaiwanStockCapitalReductionReferencePrice
6506,TaiwanStockDividendResult
6508,TaiwanStockCapitalReductionReferencePrice
6508,TaiwanStockDividendResult
6509,TaiwanStockCapitalReductionReferencePrice
6509,TaiwanStockDividendResult
6510,TaiwanStockCapitalReductionReferencePrice
6510,TaiwanStockDividendResult
6512,TaiwanStockCapitalReductionReferencePrice
6512,TaiwanStockDividendResult
6514,TaiwanStockCapitalReductionReferencePrice
6514,TaiwanStockDividendResult
6516,TaiwanStockCapitalReductionReferencePrice
6516,TaiwanStockDividendResult
6517,TaiwanStockCapitalReductionReferencePrice
6517,TaiwanStockDividendResult
6523,TaiwanStockCapitalReductionReferencePrice
6523,TaiwanStockDividendResult
6527,TaiwanStockCapitalReductionReferencePrice
6527,TaiwanStockDividendResult
6530,TaiwanStockCapitalReductionReferencePrice
6530,TaiwanStockDividendResult
6532,TaiwanStockCapitalReductionReferencePrice
6532,TaiwanStockDividendResult
6535,TaiwanStockCapitalReductionReferencePrice
6535,TaiwanStockDividendResult
6538,TaiwanStockCapitalReductionReferencePrice
6538,TaiwanStockDividendResult
6542,TaiwanStockCapitalReductionReferencePrice
6542,TaiwanStockDividendResult
6546,TaiwanStockCapitalReductionReferencePrice
6546,TaiwanStockDividendResult
6547,TaiwanStockCapitalReductionReferencePrice
6547,TaiwanStockDividendResult
6548,TaiwanStockCapitalReductionReferencePrice
6548,TaiwanStockDividendResult
6554,TaiwanStockCapitalReductionReferencePrice
6554,TaiwanStockDividendResult
6556,TaiwanStockCapitalReductionReferencePrice
6556,TaiwanStockDividendResult
6560,TaiwanStockCapitalReductionReferencePrice
6560,TaiwanStockDividendResult
6561,TaiwanStockCapitalReductionReferencePrice
6561,TaiwanStockDividendResult
6568,TaiwanStockCapitalReductionReferencePrice
6568,TaiwanStockDividendResult
6569,TaiwanStockCapitalReductionReferencePrice
6569,TaiwanStockDividendResult
6570,TaiwanStockCapitalReductionReferencePrice
6570,TaiwanStockDividendResult
6574,TaiwanStockCapitalReductionReferencePrice
6574,TaiwanStockDividendResult
6576,TaiwanStockCapitalReductionReferencePrice
6576,TaiwanStockDividendResult
6577,TaiwanStockCapitalReductionReferencePrice
6577,TaiwanStockDividendResult
6578,TaiwanStockCapitalReductionReferencePrice
6578,TaiwanStockDividendResult
6584,TaiwanStockCapitalReductionReferencePrice
6584,TaiwanStockDividendResult
