date,stock_id,name,market,sources,why
2020-11-03,3073,天方能源,tpex,otcmargin,
2020-11-03,3086,華義*,tpex,otcper+otcmargin,
2020-11-03,4305,世坤,tpex,otcper+otcmargin,
2020-11-03,4712,南璋,tpex,otcper+otcmargin,
2020-11-03,5202,力新,tpex,otcper+otcmargin,
2020-11-03,5349,先豐,tpex,otcmargin,
2020-11-03,5455,昇益,tpex,otcper+otcmargin,
2020-11-03,5703,亞都,tpex,otcper+otcmargin,
2020-11-03,6103,合邦,tpex,otcper+otcmargin,
2020-11-03,6198,瑞築,tpex,otcper,
2020-11-03,6236,中湛,tpex,otcper,
2020-11-03,6452,康友-KY,twse,margin,
2020-11-03,6574,霈方,tpex,otcper,
2020-11-03,6593,台灣銘板,tpex,otcper,
2020-11-03,6680,鑫創電子,tpex,otcper,
2020-11-03,8087,麗升能源,tpex,otcper,
2020-11-03,8427,基勝-KY,twse,per+margin,
2020-11-03,8455,大拓-KY,tpex,otcper,
2020-11-03,8921,沈氏,tpex,otcper,
2020-11-03,8923,時報,tpex,otcper+otcmargin,
2020-11-03,9960,邁達康,tpex,otcper+otcmargin,
2020-11-04,1333,恩得利,tpex,otcmargin,
2020-11-04,1418,東華,twse,per+margin,
2020-11-04,1470,大統新創,twse,per+margin,
2020-11-04,2035,唐榮,tpex,otcper+otcmargin,
2020-11-04,2061,風青,tpex,otcper,
2020-11-04,2373,震旦行,twse,per+margin,
2020-11-04,2499,東貝,twse,margin,
2020-11-04,2718,全心投控,tpex,otcper,
2020-11-04,2724,藝舍-KY,tpex,otcper+otcmargin,
2020-11-04,2740,華軒,tpex,otcper,
2020-11-04,2752,豆府,tpex,otcper,
2020-11-04,2926,誠品生活,tpex,otcper+otcmargin,
2020-11-04,3073,天方能源,tpex,otcmargin,
2020-11-04,3426,台興,tpex,otcper,
2020-11-04,4304,勝昱,tpex,otcper+otcmargin,
2020-11-04,4429,聚紡,tpex,otcper+otcmargin,
2020-11-04,4807,日成-KY,twse,per+margin,
2020-11-04,5202,力新,tpex,otcper+otcmargin,
2020-11-04,5205,中茂,tpex,otcper,
2020-11-04,5516,雙喜,tpex,otcper+otcmargin,
2020-11-04,5703,亞都,tpex,otcper+otcmargin,
2020-11-04,6103,合邦,tpex,otcper+otcmargin,
2020-11-04,6124,業強,tpex,otcper+otcmargin,
2020-11-04,6144,得利影,tpex,otcper+otcmargin,
2020-11-04,6198,瑞築,tpex,otcper,
2020-11-04,6236,中湛,tpex,otcper,
2020-11-04,6240,松崗,tpex,otcper+otcmargin,
2020-11-04,6242,立康,tpex,otcper,
2020-11-04,6248,沛波,tpex,otcper+otcmargin,
2020-11-04,6452,康友-KY,twse,margin,
2020-11-04,6574,霈方,tpex,otcper,
2020-11-04,6680,鑫創電子,tpex,otcper,
2020-11-04,8067,志旭,tpex,otcper,
2020-11-04,8427,基勝-KY,twse,per+margin,
2020-11-04,8455,大拓-KY,tpex,otcper,
2020-11-04,8921,沈氏,tpex,otcper,
2020-11-04,8923,時報,tpex,otcper+otcmargin,
2020-11-04,9928,中視,twse,per+margin,
2020-11-04,9960,邁達康,tpex,otcper+otcmargin,
2020-11-05,1259,安心,tpex,otcper+otcmargin,
2020-11-05,1333,恩得利,tpex,otcmargin,
2020-11-05,2035,唐榮,tpex,otcper+otcmargin,
2020-11-05,2499,東貝,twse,margin,
2020-11-05,2718,全心投控,tpex,otcper,
2020-11-05,3073,天方能源,tpex,otcmargin,
2020-11-05,3434,哲固,tpex,otcper+otcmargin,
2020-11-05,3555,博士旺,tpex,otcper+otcmargin,
2020-11-05,3577,泓格,tpex,otcper+otcmargin,
2020-11-05,3701,大眾控,twse,per,
2020-11-05,4304,勝昱,tpex,otcper+otcmargin,
2020-11-05,4305,世坤,tpex,otcper+otcmargin,
2020-11-05,4429,聚紡,tpex,otcper+otcmargin,
2020-11-05,4542,科嶠,tpex,otcper,
2020-11-05,4556,旭然,tpex,otcper+otcmargin,
2020-11-05,4563,百德,tpex,otcper+otcmargin,
2020-11-05,5205,中茂,tpex,otcper,
2020-11-05,5345,馥鴻,tpex,otcper+otcmargin,
2020-11-05,5703,亞都,tpex,otcper+otcmargin,
2020-11-05,6103,合邦,tpex,otcper+otcmargin,
2020-11-05,6452,康友-KY,twse,margin,
2020-11-05,6482,弘煜科,tpex,otcper,
2020-11-05,6512,啟發電,tpex,otcper,
2020-11-05,6574,霈方,tpex,otcper,
2020-11-05,6680,鑫創電子,tpex,otcper,
2020-11-05,8067,志旭,tpex,otcper,
2020-11-05,8077,洛碁,tpex,otcper,
2020-11-05,8087,麗升能源,tpex,otcper,
2020-11-05,8427,基勝-KY,twse,per+margin,
2020-11-05,8455,大拓-KY,tpex,otcper,
2020-11-05,9926,新海,twse,per+margin,
2020-11-05,9960,邁達康,tpex,otcper+otcmargin,
2020-11-06,1333,恩得利,tpex,otcmargin,
2020-11-06,1418,東華,twse,per+margin,
2020-11-06,1470,大統新創,twse,per+margin,
2020-11-06,1475,業旺,twse,per+margin,
2020-11-06,2499,東貝,twse,margin,
2020-11-06,2712,遠雄來,twse,per+margin,
2020-11-06,3073,天方能源,tpex,otcmargin,
2020-11-06,3434,哲固,tpex,otcper+otcmargin,
2020-11-06,4154,樂威科-KY,tpex,otcper,
2020-11-06,4304,勝昱,tpex,otcper+otcmargin,
2020-11-06,4429,聚紡,tpex,otcper+otcmargin,
2020-11-06,4542,科嶠,tpex,otcper,
2020-11-06,4711,永純,tpex,otcper+otcmargin,
2020-11-06,5205,中茂,tpex,otcper,
2020-11-06,5703,亞都,tpex,otcper+otcmargin,
2020-11-06,6103,合邦,tpex,otcper+otcmargin,
2020-11-06,6198,瑞築,tpex,otcper,
2020-11-06,6212,理銘,tpex,otcper+otcmargin,
2020-11-06,6236,中湛,tpex,otcper,
2020-11-06,6242,立康,tpex,otcper,
2020-11-06,6452,康友-KY,twse,margin,
2020-11-06,8427,基勝-KY,twse,per+margin,
2020-11-06,8433,弘帆,tpex,otcper+otcmargin,
2020-11-06,8488,吉源-KY,twse,per+margin,
2020-11-06,8917,欣泰,tpex,otcper+otcmargin,
2020-11-06,8921,沈氏,tpex,otcper,
2020-11-09,1333,恩得利,tpex,otcmargin,
2020-11-09,1418,東華,twse,per+margin,
2020-11-09,1470,大統新創,twse,per+margin,
2020-11-09,1538,正峰,twse,margin,
2020-11-09,2499,東貝,twse,margin,
2020-11-09,2712,遠雄來,twse,per+margin,
2020-11-09,2718,全心投控,tpex,otcper,
2020-11-09,3073,天方能源,tpex,otcmargin,
2020-11-09,3086,華義*,tpex,otcper+otcmargin,
2020-11-09,3555,博士旺,tpex,otcper+otcmargin,
2020-11-09,4304,勝昱,tpex,otcper+otcmargin,
2020-11-09,4741,泓瀚,tpex,otcper+otcmargin,
2020-11-09,4806,桂田文創,tpex,otcper+otcmargin,
2020-11-09,5205,中茂,tpex,otcper,
2020-11-09,5314,世紀*,tpex,otcper+otcmargin,
2020-11-09,5514,三豐,tpex,otcper+otcmargin,
2020-11-09,5516,雙喜,tpex,otcper+otcmargin,
2020-11-09,6103,合邦,tpex,otcper+otcmargin,
2020-11-09,6198,瑞築,tpex,otcper,
2020-11-09,6199,天品,tpex,otcper,
2020-11-09,6452,康友-KY,twse,margin,
2020-11-09,6482,弘煜科,tpex,otcper,
2020-11-09,7402,邑錡,tpex,otcper,
2020-11-09,8423,保綠-KY,tpex,otcper,
2020-11-09,8427,基勝-KY,twse,per+margin,
2020-11-09,8455,大拓-KY,tpex,otcper,
2020-11-09,8921,沈氏,tpex,otcper,
2020-11-10,1333,恩得利,tpex,otcmargin,
2020-11-10,1418,東華,twse,per+margin,
2020-11-10,1470,大統新創,twse,per+margin,
2020-11-10,1538,正峰,twse,margin,
2020-11-10,3066,李洲,tpex,otcper+otcmargin,
2020-11-10,3073,天方能源,tpex,otcmargin,
2020-11-10,3434,哲固,tpex,otcper+otcmargin,
2020-11-10,3629,地心引力,tpex,otcper,
2020-11-10,4304,勝昱,tpex,otcper+otcmargin,
2020-11-10,4556,旭然,tpex,otcper+otcmargin,
2020-11-10,4711,永純,tpex,otcper+otcmargin,
2020-11-10,4905,台聯電,tpex,otcper+otcmargin,
2020-11-10,5205,中茂,tpex,otcper,
2020-11-10,5703,亞都,tpex,otcper+otcmargin,
2020-11-10,6103,合邦,tpex,otcper+otcmargin,
2020-11-10,6199,天品,tpex,otcper,
2020-11-10,6236,中湛,tpex,otcper,
2020-11-10,6452,康友-KY,twse,margin,
2020-11-10,8067,志旭,tpex,otcper,
2020-11-10,8427,基勝-KY,twse,per+margin,
2020-11-10,8917,欣泰,tpex,otcper+otcmargin,
2020-11-10,8921,沈氏,tpex,otcper,
2020-11-10,8923,時報,tpex,otcper+otcmargin,
2020-11-11,1333,恩得利,tpex,otcmargin,
2020-11-11,1538,正峰,twse,margin,
2020-11-11,3073,天方能源,tpex,otcmargin,
2020-11-11,4429,聚紡,tpex,otcper+otcmargin,
2020-11-11,5205,中茂,tpex,otcper,
2020-11-11,5703,亞都,tpex,otcper+otcmargin,
2020-11-11,6103,合邦,tpex,otcper+otcmargin,
2020-11-11,6212,理銘,tpex,otcper+otcmargin,
2020-11-11,6452,康友-KY,twse,margin,
2020-11-11,8067,志旭,tpex,otcper,
2020-11-11,8087,麗升能源,tpex,otcper,
2020-11-11,8917,欣泰,tpex,otcper+otcmargin,
2020-11-11,8921,沈氏,tpex,otcper,
2020-11-12,1333,恩得利,tpex,otcmargin,
2020-11-12,1472,三洋實業,twse,per+margin,官方暫停交易
2020-11-12,1538,正峰,twse,margin,
2020-11-12,2442,新美齊,twse,margin,
2020-11-12,2712,遠雄來,twse,per+margin,
2020-11-12,3073,天方能源,tpex,otcmargin,
2020-11-12,3130,一零四,twse,per+margin,
2020-11-12,3188,鑫龍騰,tpex,otcper+otcmargin,
2020-11-12,4429,聚紡,tpex,otcper+otcmargin,
2020-11-12,4741,泓瀚,tpex,otcper+otcmargin,
2020-11-12,5205,中茂,tpex,otcper,
2020-11-12,5455,昇益,tpex,otcper+otcmargin,
2020-11-12,5703,亞都,tpex,otcper+otcmargin,
2020-11-12,6103,合邦,tpex,otcper+otcmargin,
2020-11-12,6236,中湛,tpex,otcper,
2020-11-12,6452,康友-KY,twse,margin,
2020-11-12,6574,霈方,tpex,otcper,
2020-11-12,6590,普鴻,tpex,otcper,
2020-11-12,6593,台灣銘板,tpex,otcper,
2020-11-12,6615,慧智,tpex,otcper,
2020-11-12,8087,麗升能源,tpex,otcper,
2020-11-12,8467,波力-KY,twse,per+margin,
2020-11-12,8917,欣泰,tpex,otcper+otcmargin,
2020-11-12,8921,沈氏,tpex,otcper,
2020-11-12,9928,中視,twse,per+margin,
2020-11-13,1213,大飲,twse,per+margin,
2020-11-13,1333,恩得利,tpex,otcmargin,
2020-11-13,1538,正峰,twse,margin,
2020-11-13,2442,新美齊,twse,margin,
2020-11-13,2719,燦星旅,tpex,otcper+otcmargin,
2020-11-13,2740,華軒,tpex,otcper,
2020-11-13,3073,天方能源,tpex,otcmargin,
2020-11-13,3086,華義*,tpex,otcper+otcmargin,
2020-11-13,3130,一零四,twse,per+margin,
2020-11-13,3308,聯德,twse,per+margin,
2020-11-13,3701,大眾控,twse,per,
2020-11-13,4420,光明,tpex,otcper+otcmargin,
2020-11-13,4429,聚紡,tpex,otcper+otcmargin,
2020-11-13,4712,南璋,tpex,otcper+otcmargin,
2020-11-13,4905,台聯電,tpex,otcper+otcmargin,
2020-11-13,4911,德英,tpex,otcper,
2020-11-13,5205,中茂,tpex,otcper,
2020-11-13,5211,蒙恬,tpex,otcper+otcmargin,
2020-11-13,5703,亞都,tpex,otcper+otcmargin,
2020-11-13,6103,合邦,tpex,otcper+otcmargin,
2020-11-13,6228,全譜,tpex,otcper+otcmargin,
2020-11-13,6236,中湛,tpex,otcper,
2020-11-13,6240,松崗,tpex,otcper+otcmargin,
2020-11-13,6242,立康,tpex,otcper,
2020-11-13,6452,康友-KY,twse,margin,
2020-11-13,6615,慧智,tpex,otcper,
2020-11-13,7402,邑錡,tpex,otcper,
2020-11-13,8427,基勝-KY,twse,per+margin,
2020-11-13,8917,欣泰,tpex,otcper+otcmargin,
2020-11-13,8921,沈氏,tpex,otcper,
2020-11-13,9928,中視,twse,per+margin,
2020-11-13,9949,琉園,tpex,otcper+otcmargin,
2020-11-16,1333,恩得利,tpex,otcmargin,
2020-11-16,2064,晉椿,tpex,otcper+otcmargin,
2020-11-16,2442,新美齊,twse,margin,
2020-11-16,3073,天方能源,tpex,otcmargin,
2020-11-16,3162,精確,tpex,otcper+otcmargin,
2020-11-16,5455,昇益,tpex,otcper+otcmargin,
2020-11-16,5703,亞都,tpex,otcper+otcmargin,
2020-11-16,6130,上亞科技,tpex,otcper,
2020-11-16,6199,天品,tpex,otcper,
2020-11-16,6236,中湛,tpex,otcper,
2020-11-16,6247,淇譽電,tpex,otcper,
2020-11-16,6452,康友-KY,twse,margin,
2020-11-16,6482,弘煜科,tpex,otcper,
2020-11-16,6680,鑫創電子,tpex,otcper,
2020-11-16,8067,志旭,tpex,otcper,
2020-11-16,8423,保綠-KY,tpex,otcper,
2020-11-16,8427,基勝-KY,twse,per+margin,
2020-11-16,8921,沈氏,tpex,otcper,
2020-11-17,2442,新美齊,twse,margin,
2020-11-17,2718,全心投控,tpex,otcper,
2020-11-17,3064,泰偉,tpex,otcper+otcmargin,
2020-11-17,3073,天方能源,tpex,otcmargin,
2020-11-17,3629,地心引力,tpex,otcper,
2020-11-17,4304,勝昱,tpex,otcper+otcmargin,
2020-11-17,4419,皇家美食,tpex,otcper,
2020-11-17,4429,聚紡,tpex,otcper+otcmargin,
2020-11-17,4905,台聯電,tpex,otcper+otcmargin,
2020-11-17,5455,昇益,tpex,otcper+otcmargin,
2020-11-17,5703,亞都,tpex,otcper+otcmargin,
2020-11-17,6103,合邦,tpex,otcper+otcmargin,
2020-11-17,6236,中湛,tpex,otcper,
2020-11-17,6452,康友-KY,twse,margin,
2020-11-17,6482,弘煜科,tpex,otcper,
2020-11-17,6680,鑫創電子,tpex,otcper,
2020-11-17,7402,邑錡,tpex,otcper,
2020-11-17,8087,麗升能源,tpex,otcper,
2020-11-17,8917,欣泰,tpex,otcper+otcmargin,
2020-11-17,9960,邁達康,tpex,otcper+otcmargin,
2020-11-18,2442,新美齊,twse,margin,
2020-11-18,2740,華軒,tpex,otcper,
2020-11-18,3073,天方能源,tpex,otcmargin,
2020-11-18,4131,浩泰,tpex,otcper,
2020-11-18,4429,聚紡,tpex,otcper+otcmargin,
2020-11-18,4806,桂田文創,tpex,otcper+otcmargin,
2020-11-18,5205,中茂,tpex,otcper,
2020-11-18,5348,正能量智能,tpex,otcper,
2020-11-18,5455,昇益,tpex,otcper+otcmargin,
2020-11-18,5703,亞都,tpex,otcper+otcmargin,
2020-11-18,6103,合邦,tpex,otcper+otcmargin,
2020-11-18,6199,天品,tpex,otcper,
2020-11-18,6236,中湛,tpex,otcper,
2020-11-18,6247,淇譽電,tpex,otcper,
2020-11-18,6452,康友-KY,twse,margin,
2020-11-18,8087,麗升能源,tpex,otcper,
2020-11-18,8455,大拓-KY,tpex,otcper,
2020-11-18,9960,邁達康,tpex,otcper+otcmargin,
2020-11-19,1449,佳和,twse,margin,
2020-11-19,1470,大統新創,twse,per+margin,
2020-11-19,2035,唐榮,tpex,otcper+otcmargin,
2020-11-19,2442,新美齊,twse,margin,
2020-11-19,2718,全心投控,tpex,otcper,
2020-11-19,2740,華軒,tpex,otcper,
2020-11-19,3073,天方能源,tpex,otcmargin,
2020-11-19,4304,勝昱,tpex,otcper+otcmargin,
2020-11-19,4429,聚紡,tpex,otcper+otcmargin,
2020-11-19,4754,國碳科,tpex,otcper,
2020-11-19,5468,凱鈺,tpex,otcper+otcmargin,
2020-11-19,6103,合邦,tpex,otcper+otcmargin,
2020-11-19,6225,天瀚,twse,per+margin,
2020-11-19,6236,中湛,tpex,otcper,
2020-11-19,6242,立康,tpex,otcper,
2020-11-19,6271,同欣電,twse,margin,
2020-11-19,6452,康友-KY,twse,margin,
2020-11-19,6482,弘煜科,tpex,otcper,
2020-11-19,8067,志旭,tpex,otcper,
2020-11-19,8147,正淩,tpex,otcper+otcmargin,
2020-11-19,8477,創業家,tpex,otcper,
2020-11-19,8921,沈氏,tpex,otcper,
2020-11-20,1449,佳和,twse,margin,
2020-11-20,2064,晉椿,tpex,otcper+otcmargin,
2020-11-20,2442,新美齊,twse,margin,
2020-11-20,2718,全心投控,tpex,otcper,
2020-11-20,2724,藝舍-KY,tpex,otcper+otcmargin,
2020-11-20,2740,華軒,tpex,otcper,
2020-11-20,3066,李洲,tpex,otcper+otcmargin,
2020-11-20,3073,天方能源,tpex,otcmargin,
2020-11-20,3332,幸康,tpex,otcper+otcmargin,
2020-11-20,3434,哲固,tpex,otcper+otcmargin,
2020-11-20,4304,勝昱,tpex,otcper+otcmargin,
2020-11-20,4416,三圓,tpex,otcper+otcmargin,
2020-11-20,4419,皇家美食,tpex,otcper,
2020-11-20,4535,至興,tpex,otcper+otcmargin,
2020-11-20,5703,亞都,tpex,otcper+otcmargin,
2020-11-20,6199,天品,tpex,otcper,
2020-11-20,6271,同欣電,twse,margin,
2020-11-20,6452,康友-KY,twse,margin,
2020-11-20,6574,霈方,tpex,otcper,
2020-11-20,8067,志旭,tpex,otcper,
2020-11-20,8427,基勝-KY,twse,per+margin,
2020-11-20,8455,大拓-KY,tpex,otcper,
2020-11-20,8921,沈氏,tpex,otcper,
2020-11-23,1213,大飲,twse,per+margin,
2020-11-23,1449,佳和,twse,margin,
2020-11-23,2064,晉椿,tpex,otcper+otcmargin,
2020-11-23,2718,全心投控,tpex,otcper,
2020-11-23,3064,泰偉,tpex,otcper+otcmargin,
2020-11-23,3066,李洲,tpex,otcper+otcmargin,
2020-11-23,3073,天方能源,tpex,otcmargin,
2020-11-23,3207,耀勝,tpex,otcper+otcmargin,
2020-11-23,3629,地心引力,tpex,otcper,
2020-11-23,4416,三圓,tpex,otcper+otcmargin,
2020-11-23,4429,聚紡,tpex,otcper+otcmargin,
2020-11-23,4543,萬在,tpex,otcper+otcmargin,
2020-11-23,4609,唐鋒,tpex,otcper+otcmargin,
2020-11-23,6103,合邦,tpex,otcper+otcmargin,
2020-11-23,6144,得利影,tpex,otcper+otcmargin,
2020-11-23,6199,天品,tpex,otcper,
2020-11-23,6236,中湛,tpex,otcper,
2020-11-23,6271,同欣電,twse,margin,
2020-11-23,6291,沛亨,tpex,otcper+otcmargin,
2020-11-23,6452,康友-KY,twse,margin,
2020-11-23,6482,弘煜科,tpex,otcper,
2020-11-23,6574,霈方,tpex,otcper,
2020-11-23,6590,普鴻,tpex,otcper,
2020-11-23,8067,志旭,tpex,otcper,
2020-11-23,8427,基勝-KY,twse,per+margin,
2020-11-24,1418,東華,twse,per+margin,
2020-11-24,1449,佳和,twse,margin,
2020-11-24,2035,唐榮,tpex,otcper+otcmargin,
2020-11-24,2718,全心投控,tpex,otcper,
2020-11-24,3073,天方能源,tpex,otcmargin,
2020-11-24,4429,聚紡,tpex,otcper+otcmargin,
2020-11-24,5016,松和,tpex,otcper+otcmargin,
2020-11-24,5205,中茂,tpex,otcper,
2020-11-24,5305,敦南,twse,margin,
2020-11-24,5348,正能量智能,tpex,otcper,
2020-11-24,5703,亞都,tpex,otcper+otcmargin,
2020-11-24,6103,合邦,tpex,otcper+otcmargin,
2020-11-24,6144,得利影,tpex,otcper+otcmargin,
2020-11-24,6236,中湛,tpex,otcper,
2020-11-24,6271,同欣電,twse,margin,
2020-11-24,6452,康友-KY,twse,margin,
2020-11-24,6482,弘煜科,tpex,otcper,
2020-11-24,6574,霈方,tpex,otcper,
2020-11-24,6615,慧智,tpex,otcper,
2020-11-24,8427,基勝-KY,twse,per+margin,
2020-11-24,8921,沈氏,tpex,otcper,
2020-11-24,8923,時報,tpex,otcper+otcmargin,
2020-11-24,9918,欣天然,twse,per+margin,
2020-11-24,9931,欣高,twse,per+margin,
2020-11-24,9960,邁達康,tpex,otcper+otcmargin,
2020-11-25,1213,大飲,twse,per+margin,
2020-11-25,1449,佳和,twse,margin,
2020-11-25,1470,大統新創,twse,per+margin,
2020-11-25,2718,全心投控,tpex,otcper,
2020-11-25,3073,天方能源,tpex,otcmargin,
2020-11-25,4416,三圓,tpex,otcper+otcmargin,
2020-11-25,5305,敦南,twse,margin,
2020-11-25,5455,昇益,tpex,otcper+otcmargin,
2020-11-25,6131,鈞泰,twse,margin,
2020-11-25,6144,得利影,tpex,otcper+otcmargin,
2020-11-25,6199,天品,tpex,otcper,
2020-11-25,6271,同欣電,twse,margin,
2020-11-25,6452,康友-KY,twse,margin,
2020-11-25,6482,弘煜科,tpex,otcper,
2020-11-25,8427,基勝-KY,twse,per+margin,
2020-11-25,8923,時報,tpex,otcper+otcmargin,
2020-11-26,1258,其祥-KY,tpex,otcper+otcmargin,
2020-11-26,1449,佳和,twse,margin,
2020-11-26,2712,遠雄來,twse,per+margin,
2020-11-26,3073,天方能源,tpex,otcmargin,
2020-11-26,3426,台興,tpex,otcper,
2020-11-26,3629,地心引力,tpex,otcper,
2020-11-26,4416,三圓,tpex,otcper+otcmargin,
2020-11-26,5305,敦南,twse,margin,
2020-11-26,5345,馥鴻,tpex,otcper+otcmargin,
2020-11-26,5455,昇益,tpex,otcper+otcmargin,
2020-11-26,5703,亞都,tpex,otcper+otcmargin,
2020-11-26,6130,上亞科技,tpex,otcper,
2020-11-26,6131,鈞泰,twse,margin,
2020-11-26,6236,中湛,tpex,otcper,
2020-11-26,6271,同欣電,twse,margin,
2020-11-26,6452,康友-KY,twse,margin,
2020-11-26,6593,台灣銘板,tpex,otcper,
2020-11-26,8427,基勝-KY,twse,per+margin,
2020-11-26,8923,時報,tpex,otcper+otcmargin,
2020-11-27,1449,佳和,twse,margin,
2020-11-27,2035,唐榮,tpex,otcper+otcmargin,
2020-11-27,2434,統懋,twse,per+margin,
2020-11-27,3073,天方能源,tpex,otcmargin,
2020-11-27,3629,地心引力,tpex,otcper,
2020-11-27,4305,世坤,tpex,otcper+otcmargin,
2020-11-27,4416,三圓,tpex,otcper+otcmargin,
2020-11-27,4905,台聯電,tpex,otcper+otcmargin,
2020-11-27,5205,中茂,tpex,otcper,
2020-11-27,5305,敦南,twse,margin,
2020-11-27,5455,昇益,tpex,otcper+otcmargin,
2020-11-27,5703,亞都,tpex,otcper+otcmargin,
2020-11-27,6131,鈞泰,twse,margin,
2020-11-27,6199,天品,tpex,otcper,
2020-11-27,6236,中湛,tpex,otcper,
2020-11-27,6271,同欣電,twse,margin,
2020-11-27,6452,康友-KY,twse,margin,
2020-11-27,6680,鑫創電子,tpex,otcper,
2020-11-27,8291,尚茂,tpex,otcper,
2020-11-27,8427,基勝-KY,twse,per+margin,
2020-11-27,8455,大拓-KY,tpex,otcper,
2020-11-27,9960,邁達康,tpex,otcper+otcmargin,
2020-11-30,3073,天方能源,tpex,otcmargin,
2020-11-30,4304,勝昱,tpex,otcper+otcmargin,
2020-11-30,4429,聚紡,tpex,otcper+otcmargin,
2020-11-30,5205,中茂,tpex,otcper,
2020-11-30,5481,新華,tpex,otcper+otcmargin,
2020-11-30,5703,亞都,tpex,otcper+otcmargin,
2020-11-30,6130,上亞科技,tpex,otcper,
2020-11-30,6131,鈞泰,twse,margin,
2020-11-30,6198,瑞築,tpex,otcper,
2020-11-30,6236,中湛,tpex,otcper,
2020-11-30,6452,康友-KY,twse,margin,
2020-11-30,6482,弘煜科,tpex,otcper,
2020-12-01,2035,唐榮,tpex,otcper+otcmargin,
2020-12-01,3073,天方能源,tpex,otcmargin,
2020-12-01,3426,台興,tpex,otcper,
2020-12-01,3531,先益,tpex,otcper+otcmargin,
2020-12-01,3629,地心引力,tpex,otcper,
2020-12-01,4131,浩泰,tpex,otcper,
2020-12-01,4304,勝昱,tpex,otcper+otcmargin,
2020-12-01,4429,聚紡,tpex,otcper+otcmargin,
2020-12-01,4741,泓瀚,tpex,otcper+otcmargin,
2020-12-01,4767,誠泰科技,tpex,otcper,
2020-12-01,5205,中茂,tpex,otcper,
2020-12-01,6131,鈞泰,twse,margin,
2020-12-01,6144,得利影,tpex,otcper+otcmargin,
2020-12-01,6212,理銘,tpex,otcper+otcmargin,
2020-12-01,6452,康友-KY,twse,margin,
2020-12-01,6593,台灣銘板,tpex,otcper,
2020-12-01,8087,麗升能源,tpex,otcper,
2020-12-01,8427,基勝-KY,twse,per+margin,
2020-12-01,8455,大拓-KY,tpex,otcper,
2020-12-01,8921,沈氏,tpex,otcper,
2020-12-02,1470,大統新創,twse,per+margin,
2020-12-02,2718,全心投控,tpex,otcper,
2020-12-02,2724,藝舍-KY,tpex,otcper+otcmargin,
2020-12-02,3073,天方能源,tpex,otcmargin,
2020-12-02,4131,浩泰,tpex,otcper,
2020-12-02,4304,勝昱,tpex,otcper+otcmargin,
2020-12-02,4535,至興,tpex,otcper+otcmargin+otcinst,
2020-12-02,5205,中茂,tpex,otcper,
2020-12-02,5703,亞都,tpex,otcper+otcmargin+otcinst,
2020-12-02,6131,鈞泰,twse,margin,
2020-12-02,6225,天瀚,twse,per+margin,
2020-12-02,6452,康友-KY,twse,margin,
2020-12-02,6655,科定,twse,per+margin,
2020-12-02,8455,大拓-KY,tpex,otcper,
2020-12-02,8921,沈氏,tpex,otcper,
2020-12-03,1470,大統新創,twse,per+margin,
2020-12-03,1475,業旺,twse,per+margin,
2020-12-03,2534,宏盛,twse,margin,
2020-12-03,2712,遠雄來,twse,per+margin,
2020-12-03,2724,藝舍-KY,tpex,otcper+otcmargin,
2020-12-03,3073,天方能源,tpex,otcmargin,
2020-12-03,4304,勝昱,tpex,otcper+otcmargin,
2020-12-03,4556,旭然,tpex,otcper+otcmargin,
2020-12-03,5205,中茂,tpex,otcper,
2020-12-03,5455,昇益,tpex,otcper+otcmargin,
2020-12-03,6103,合邦,tpex,otcper+otcmargin,
2020-12-03,6131,鈞泰,twse,margin,
2020-12-03,6199,天品,tpex,otcper,
2020-12-03,6236,中湛,tpex,otcper,
2020-12-03,6452,康友-KY,twse,margin,
2020-12-03,6482,弘煜科,tpex,otcper,
2020-12-03,8427,基勝-KY,twse,per+margin,
2020-12-03,8917,欣泰,tpex,otcper+otcmargin,
2020-12-03,8921,沈氏,tpex,otcper,
2020-12-03,9929,秋雨,twse,margin,
2020-12-04,1475,業旺,twse,per+margin,
2020-12-04,2534,宏盛,twse,margin,
2020-12-04,2724,藝舍-KY,tpex,otcper+otcmargin,
2020-12-04,3064,泰偉,tpex,otcper+otcmargin,
2020-12-04,3073,天方能源,tpex,otcmargin,
2020-12-04,3219,倚強科,tpex,otcper+otcmargin,
2020-12-04,4304,勝昱,tpex,otcper+otcmargin,
2020-12-04,4429,聚紡,tpex,otcper+otcmargin,
2020-12-04,4806,桂田文創,tpex,otcper+otcmargin,
2020-12-04,5205,中茂,tpex,otcper,
2020-12-04,5703,亞都,tpex,otcper+otcmargin,
2020-12-04,6130,上亞科技,tpex,otcper,
2020-12-04,6131,鈞泰,twse,margin,
2020-12-04,6198,瑞築,tpex,otcper,
2020-12-04,6199,天品,tpex,otcper,
2020-12-04,6236,中湛,tpex,otcper,
2020-12-04,6452,康友-KY,twse,margin,
2020-12-04,6574,霈方,tpex,otcper,
2020-12-04,8921,沈氏,tpex,otcper,
2020-12-04,9929,秋雨,twse,margin,
2020-12-07,1470,大統新創,twse,per+margin,
2020-12-07,2534,宏盛,twse,margin,
2020-12-07,2719,燦星旅,tpex,otcper+otcmargin,
2020-12-07,3073,天方能源,tpex,otcmargin,
2020-12-07,3434,哲固,tpex,otcper+otcmargin,
2020-12-07,4304,勝昱,tpex,otcper+otcmargin,
2020-12-07,4416,三圓,tpex,otcper+otcmargin,
