stock_id,name,market,prev_date,date,missing_trading_days,rows_in_hole,notrade_in_hole,halted_days,kind
6144,得利影,tpex,2015-08-17,2015-08-26,6,6,6,0,notrade
6144,得利影,tpex,2015-10-20,2015-10-29,6,6,6,0,notrade
6144,得利影,tpex,2015-11-20,2015-12-08,11,11,11,0,notrade
6144,得利影,tpex,2015-12-15,2015-12-24,6,6,6,0,notrade
6144,得利影,tpex,2016-04-22,2016-05-04,6,6,6,0,notrade
6144,得利影,tpex,2016-07-19,2016-07-29,7,7,7,0,notrade
6144,得利影,tpex,2016-10-31,2016-11-09,6,6,6,0,notrade
6144,得利影,tpex,2016-11-17,2016-11-25,5,5,5,0,notrade
6144,得利影,tpex,2017-01-10,2017-01-19,6,6,6,0,notrade
6144,得利影,tpex,2017-03-17,2017-03-27,5,5,5,0,notrade
6144,得利影,tpex,2017-04-11,2017-04-20,6,6,6,0,notrade
6144,得利影,tpex,2017-05-15,2017-05-24,6,6,6,0,notrade
6144,得利影,tpex,2017-06-29,2017-07-10,6,6,6,0,notrade
6144,得利影,tpex,2017-07-10,2017-07-24,9,9,9,0,notrade
6144,得利影,tpex,2017-08-08,2017-08-21,8,8,8,0,notrade
6144,得利影,tpex,2017-11-23,2017-12-04,6,6,6,0,notrade
6144,得利影,tpex,2017-12-04,2017-12-13,6,6,6,0,notrade
6144,得利影,tpex,2018-08-06,2018-08-15,6,6,6,0,notrade
6144,得利影,tpex,2018-08-30,2018-09-13,9,9,9,0,notrade
6144,得利影,tpex,2018-09-20,2018-10-05,9,9,9,0,notrade
6144,得利影,tpex,2018-11-14,2018-11-22,5,5,5,0,notrade
6144,得利影,tpex,2020-04-16,2020-04-28,7,7,7,0,notrade
6198,瑞築,tpex,2015-08-06,2015-08-14,5,5,5,0,notrade
6198,瑞築,tpex,2015-12-07,2015-12-16,6,6,6,0,notrade
6198,瑞築,tpex,2016-12-06,2016-12-15,6,6,6,0,notrade
6198,瑞築,tpex,2018-03-02,2018-03-12,5,5,5,0,notrade
6198,瑞築,tpex,2018-03-12,2018-03-22,7,7,7,0,notrade
6198,瑞築,tpex,2018-06-25,2018-07-05,7,7,7,0,notrade
6198,瑞築,tpex,2018-07-27,2018-08-06,5,5,5,0,notrade
6198,瑞築,tpex,2018-12-05,2018-12-21,11,11,11,0,notrade
6198,瑞築,tpex,2019-01-07,2019-01-16,6,6,6,0,notrade
6198,瑞築,tpex,2019-01-18,2019-02-14,11,11,11,0,notrade
6198,瑞築,tpex,2019-03-06,2019-03-15,6,6,6,0,notrade
6198,瑞築,tpex,2019-03-15,2019-04-03,12,12,12,0,notrade
6198,瑞築,tpex,2019-08-05,2019-08-14,5,5,5,0,notrade
6198,瑞築,tpex,2019-08-19,2019-09-02,9,9,9,0,notrade
6198,瑞築,tpex,2019-11-06,2019-11-15,6,6,6,0,notrade
6198,瑞築,tpex,2020-02-04,2020-02-12,5,5,5,0,notrade
6198,瑞築,tpex,2020-04-23,2020-05-07,8,8,8,0,notrade
6198,瑞築,tpex,2020-08-19,2020-09-01,8,8,8,0,notrade
6198,瑞築,tpex,2021-06-11,2021-06-30,11,11,11,0,notrade
6199,天品,tpex,2015-03-25,2015-04-07,6,6,6,0,notrade
6199,天品,tpex,2015-04-15,2015-04-30,10,10,10,0,notrade
6199,天品,tpex,2015-04-30,2015-05-11,5,5,5,0,notrade
6199,天品,tpex,2015-05-12,2015-05-27,10,10,10,0,notrade
6199,天品,tpex,2015-05-27,2015-06-16,13,13,13,0,notrade
6199,天品,tpex,2015-07-27,2015-08-24,19,19,19,0,notrade
6199,天品,tpex,2015-08-26,2015-09-11,11,11,11,0,notrade
6199,天品,tpex,2015-09-17,2015-10-08,12,12,12,0,notrade
6199,天品,tpex,2015-10-08,2016-01-11,64,64,64,0,notrade
6199,天品,tpex,2016-01-14,2016-01-29,10,10,10,0,notrade
6199,天品,tpex,2016-04-29,2016-05-13,8,8,8,0,notrade
6199,天品,tpex,2016-05-25,2016-06-28,22,22,22,0,notrade
6199,天品,tpex,2016-06-28,2016-07-19,13,13,13,0,notrade
6199,天品,tpex,2016-07-19,2016-08-10,15,15,15,0,notrade
6199,天品,tpex,2016-08-15,2016-08-25,7,7,7,0,notrade
6199,天品,tpex,2016-09-19,2016-09-29,5,5,5,0,notrade
6199,天品,tpex,2016-11-29,2016-12-07,5,5,5,0,notrade
6199,天品,tpex,2016-12-08,2016-12-27,12,12,12,0,notrade
6199,天品,tpex,2017-01-18,2017-02-07,7,7,7,0,notrade
6199,天品,tpex,2017-02-20,2017-03-07,8,8,8,0,notrade
6199,天品,tpex,2017-04-17,2017-04-25,5,5,5,0,notrade
6199,天品,tpex,2019-02-14,2019-02-25,6,6,6,0,notrade
6199,天品,tpex,2019-07-12,2019-07-26,9,9,9,0,notrade
6199,天品,tpex,2019-08-20,2019-08-29,6,6,6,0,notrade
6199,天品,tpex,2019-12-17,2019-12-25,5,5,5,0,notrade
6199,天品,tpex,2020-03-06,2020-03-16,5,5,5,0,notrade
6199,天品,tpex,2020-03-24,2020-04-06,6,6,6,0,notrade
6199,天品,tpex,2020-04-30,2020-05-11,5,5,5,0,notrade
6199,天品,tpex,2020-05-26,2020-06-03,5,5,5,0,notrade
6199,天品,tpex,2020-12-15,2020-12-23,5,5,5,0,notrade
6212,理銘,tpex,2016-11-30,2016-12-09,6,6,6,0,notrade
6212,理銘,tpex,2017-07-13,2017-07-21,5,5,5,0,notrade
6212,理銘,tpex,2017-07-21,2017-07-31,5,5,5,0,notrade
6212,理銘,tpex,2017-10-02,2017-10-13,5,5,5,0,notrade
6212,理銘,tpex,2017-10-17,2017-10-30,8,8,8,0,notrade
6212,理銘,tpex,2020-06-16,2020-07-01,8,8,8,0,notrade
6212,理銘,tpex,2021-11-01,2021-11-16,10,10,10,0,notrade
6212,理銘,tpex,2022-03-11,2022-03-23,7,7,7,0,notrade
6212,理銘,tpex,2022-04-18,2022-04-26,5,5,5,0,notrade
6212,理銘,tpex,2023-02-08,2023-02-21,8,8,8,0,notrade
6222,立軒,tpex,2018-07-26,2018-08-06,6,6,6,0,notrade
6222,立軒,tpex,2018-11-15,2018-11-23,5,5,5,0,notrade
6222,立軒,tpex,2018-11-23,2018-12-03,5,5,5,0,notrade
6222,立軒,tpex,2018-12-14,2018-12-26,8,8,8,0,notrade
6222,立軒,tpex,2019-01-08,2019-06-28,109,0,0,109,halted
6222,立軒,tpex,2020-02-19,2020-02-27,5,5,5,0,notrade
6222,立軒,tpex,2020-03-27,2020-04-09,6,6,6,0,notrade
6225,天瀚,twse,2015-12-31,2016-01-11,5,5,5,0,notrade
6236,中湛,tpex,2016-05-24,2016-06-01,5,5,5,0,notrade
6236,中湛,tpex,2016-06-02,2016-06-16,8,8,8,0,notrade
6236,中湛,tpex,2016-06-22,2016-06-30,5,5,5,0,notrade
6236,中湛,tpex,2017-12-14,2017-12-22,5,5,5,0,notrade
6236,中湛,tpex,2018-09-06,2018-09-27,13,13,13,0,notrade
6236,中湛,tpex,2018-09-27,2018-10-17,12,12,12,0,notrade
6236,中湛,tpex,2018-11-02,2018-11-12,5,5,5,0,notrade
6236,中湛,tpex,2018-11-12,2018-12-05,16,16,16,0,notrade
6236,中湛,tpex,2018-12-19,2018-12-27,6,6,6,0,notrade
6236,中湛,tpex,2018-12-27,2019-01-09,6,6,6,0,notrade
6236,中湛,tpex,2019-05-09,2019-05-20,6,6,6,0,notrade
6236,中湛,tpex,2019-05-31,2019-06-12,6,6,6,0,notrade
6236,中湛,tpex,2019-08-08,2019-08-20,6,6,6,0,notrade
6236,中湛,tpex,2019-08-20,2019-08-28,5,5,5,0,notrade
6236,中湛,tpex,2019-09-06,2019-09-23,9,9,9,0,notrade
6236,中湛,tpex,2019-09-23,2019-10-16,13,13,13,0,notrade
6236,中湛,tpex,2019-10-30,2019-11-19,13,13,13,0,notrade
6236,中湛,tpex,2019-11-19,2019-11-27,5,5,5,0,notrade
6236,中湛,tpex,2020-01-02,2020-01-15,8,8,8,0,notrade
6236,中湛,tpex,2020-01-15,2020-02-20,18,18,18,0,notrade
6236,中湛,tpex,2020-03-04,2020-03-20,11,11,11,0,notrade
6236,中湛,tpex,2020-04-14,2020-04-29,10,10,10,0,notrade
6236,中湛,tpex,2020-04-29,2020-05-18,11,11,11,0,notrade
6236,中湛,tpex,2020-05-25,2020-06-02,5,5,5,0,notrade
6236,中湛,tpex,2020-08-05,2020-08-13,5,5,5,0,notrade
6236,中湛,tpex,2020-08-25,2020-09-03,6,6,6,0,notrade
6236,中湛,tpex,2020-11-11,2020-11-20,6,6,6,0,notrade
6236,中湛,tpex,2020-12-28,2021-01-13,10,10,10,0,notrade
6236,中湛,tpex,2021-03-04,2021-03-15,6,6,6,0,notrade
6236,中湛,tpex,2021-06-17,2021-06-25,5,5,5,0,notrade
6236,中湛,tpex,2021-07-23,2021-08-04,7,7,7,0,notrade
6236,中湛,tpex,2022-02-10,2022-02-22,7,7,7,0,notrade
6236,中湛,tpex,2022-02-22,2022-03-04,6,6,6,0,notrade
6236,中湛,tpex,2022-03-04,2022-03-29,16,16,16,0,notrade
6236,中湛,tpex,2022-04-18,2022-05-06,12,12,12,0,notrade
6236,中湛,tpex,2022-06-17,2022-06-28,6,6,6,0,notrade
6236,中湛,tpex,2022-08-18,2022-09-07,13,13,13,0,notrade
6236,中湛,tpex,2022-09-26,2022-10-14,12,12,12,0,notrade
6236,中湛,tpex,2022-10-14,2022-10-25,6,6,6,0,notrade
6236,中湛,tpex,2022-12-07,2022-12-19,7,7,7,0,notrade
6236,中湛,tpex,2022-12-30,2023-01-31,12,12,12,0,notrade
6236,中湛,tpex,2023-07-14,2023-07-31,10,10,10,0,notrade
6236,中湛,tpex,2024-01-17,2024-02-02,11,11,11,0,notrade
6236,中湛,tpex,2024-04-29,2024-05-08,5,5,5,0,notrade
6236,中湛,tpex,2024-09-13,2024-09-25,6,6,6,0,notrade
6236,中湛,tpex,2024-11-19,2024-11-28,6,6,6,0,notrade
6236,中湛,tpex,2024-12-06,2024-12-16,5,5,5,0,notrade
6236,中湛,tpex,2025-01-08,2025-02-05,12,12,12,0,notrade
6236,中湛,tpex,2025-02-24,2025-03-05,5,5,5,0,notrade
6236,中湛,tpex,2025-03-31,2025-04-10,5,5,5,0,notrade
6236,中湛,tpex,2025-04-10,2025-04-25,10,10,10,0,notrade
6236,中湛,tpex,2025-05-05,2025-05-14,6,6,6,0,notrade
6236,中湛,tpex,2025-05-14,2025-05-23,6,6,6,0,notrade
6236,中湛,tpex,2025-05-23,2025-06-11,11,11,11,0,notrade
6236,中湛,tpex,2025-06-12,2025-07-24,29,29,29,0,notrade
6236,中湛,tpex,2025-07-30,2025-08-13,9,9,9,0,notrade
6236,中湛,tpex,2025-10-13,2025-10-28,9,9,9,0,notrade
6236,中湛,tpex,2025-11-03,2025-12-26,37,37,37,0,notrade
6236,中湛,tpex,2025-12-30,2026-01-12,7,1,1,0,mixed
6236,中湛,tpex,2026-02-26,2026-04-14,29,0,0,0,unexplained
6236,中湛,tpex,2026-04-22,2026-05-21,19,0,0,0,unexplained
6236,中湛,tpex,2026-05-21,2026-06-02,7,0,0,0,unexplained
6236,中湛,tpex,2026-06-02,2026-06-10,5,0,0,0,unexplained
6236,中湛,tpex,2026-06-10,2026-07-01,13,0,0,0,unexplained
6236,中湛,tpex,2026-07-07,2026-08-12,24,0,0,0,unexplained
6240,松崗,tpex,2015-01-14,2015-02-05,15,15,15,0,notrade
6240,松崗,tpex,2015-02-10,2015-04-13,34,34,34,0,notrade
6240,松崗,tpex,2015-05-14,2015-05-22,5,5,5,0,notrade
6240,松崗,tpex,2015-05-28,2015-06-05,5,5,5,0,notrade
6240,松崗,tpex,2015-07-24,2015-11-17,78,78,78,0,notrade
6240,松崗,tpex,2015-11-17,2015-12-16,20,20,20,0,notrade
6240,松崗,tpex,2015-12-16,2015-12-24,5,5,5,0,notrade
6240,松崗,tpex,2015-12-24,2016-03-25,57,57,57,0,notrade
6240,松崗,tpex,2016-03-25,2016-11-23,163,69,69,94,mixed
6240,松崗,tpex,2017-06-30,2017-07-11,6,6,6,0,notrade
6240,松崗,tpex,2017-08-11,2017-08-24,8,8,8,0,notrade
6240,松崗,tpex,2017-09-05,2017-09-19,9,9,9,0,notrade
6240,松崗,tpex,2017-09-25,2017-10-03,6,6,6,0,notrade
6240,松崗,tpex,2017-12-08,2017-12-20,7,7,7,0,notrade
6240,松崗,tpex,2018-01-24,2018-02-12,12,12,12,0,notrade
6242,立康,tpex,2015-05-27,2015-09-09,72,72,72,0,notrade
6242,立康,tpex,2015-09-16,2015-10-07,12,12,12,0,notrade
6242,立康,tpex,2015-10-12,2015-10-21,6,6,6,0,notrade
6242,立康,tpex,2015-10-26,2016-03-17,94,94,94,0,notrade
6242,立康,tpex,2016-03-17,2016-03-31,9,9,9,0,notrade
6242,立康,tpex,2016-04-22,2016-05-09,9,9,9,0,notrade
6242,立康,tpex,2016-05-10,2016-05-19,6,6,6,0,notrade
6242,立康,tpex,2016-05-19,2016-06-17,19,19,19,0,notrade
6242,立康,tpex,2016-06-17,2016-06-30,8,8,8,0,notrade
6242,立康,tpex,2016-06-30,2016-07-21,13,13,13,0,notrade
6242,立康,tpex,2016-07-22,2016-08-03,7,7,7,0,notrade
6242,立康,tpex,2016-09-19,2016-10-11,12,12,12,0,notrade
6247,淇譽電,tpex,2018-11-20,2018-11-28,5,5,5,0,notrade
6248,沛波,tpex,2016-03-30,2016-04-11,5,5,5,0,notrade
6248,沛波,tpex,2017-09-20,2017-09-28,5,5,5,0,notrade
6259,百徽,tpex,2018-12-11,2018-12-20,6,6,6,0,notrade
6259,百徽,tpex,2019-05-10,2019-05-22,7,7,7,0,notrade
6287,元隆,tpex,2024-08-01,2024-08-09,5,5,5,0,notrade
6287,元隆,tpex,2024-12-17,2024-12-26,6,6,6,0,notrade
6287,元隆,tpex,2025-01-13,2025-01-22,6,6,6,0,notrade
6291,沛亨,tpex,2015-08-07,2015-08-19,7,7,7,0,notrade
6291,沛亨,tpex,2015-08-19,2015-08-27,5,5,5,0,notrade
6291,沛亨,tpex,2015-09-09,2015-09-18,6,6,6,0,notrade
6291,沛亨,tpex,2019-01-11,2019-01-21,5,5,5,0,notrade
6291,沛亨,tpex,2019-12-31,2020-01-10,6,6,6,0,notrade
6291,沛亨,tpex,2020-02-12,2020-02-20,5,5,5,0,notrade
6404,通訊-KY,tpex,2022-06-30,2022-07-12,7,7,7,0,notrade
6404,通訊-KY,tpex,2022-07-29,2022-08-08,5,5,5,0,notrade
6404,通訊-KY,tpex,2022-08-08,2022-08-18,7,7,7,0,notrade
6404,通訊-KY,tpex,2022-08-22,2022-09-14,15,15,15,0,notrade
6404,通訊-KY,tpex,2022-10-04,2022-10-14,6,6,6,0,notrade
6464,台數科,twse,2018-03-13,2018-03-21,5,5,5,0,notrade
6464,台數科,twse,2019-04-26,2019-05-08,6,6,6,0,notrade
6482,弘煜科,tpex,2018-08-14,2018-08-23,6,6,6,0,notrade
6482,弘煜科,tpex,2018-11-15,2018-11-26,6,6,6,0,notrade
6482,弘煜科,tpex,2018-12-20,2019-01-02,7,7,7,0,notrade
6482,弘煜科,tpex,2019-01-15,2019-01-25,7,7,7,0,notrade
6482,弘煜科,tpex,2022-12-16,2022-12-26,5,5,5,0,notrade
6542,隆中,tpex,2022-04-25,2022-05-04,5,5,5,0,notrade
6542,隆中,tpex,2022-08-02,2022-08-11,6,6,6,0,notrade
6542,隆中,tpex,2022-11-15,2022-11-23,5,5,5,0,notrade
6574,霈方,tpex,2019-09-02,2019-09-11,6,6,6,0,notrade
6574,霈方,tpex,2019-11-11,2019-11-25,9,9,9,0,notrade
6574,霈方,tpex,2019-12-19,2019-12-27,5,5,5,0,notrade
6574,霈方,tpex,2020-01-13,2020-01-30,5,5,5,0,notrade
6574,霈方,tpex,2020-01-30,2020-02-10,6,6,6,0,notrade
6574,霈方,tpex,2020-03-03,2020-03-13,7,7,7,0,notrade
6574,霈方,tpex,2022-03-08,2022-03-17,6,6,6,0,notrade
6574,霈方,tpex,2022-06-13,2022-06-23,7,7,7,0,notrade
6574,霈方,tpex,2022-07-26,2022-08-04,6,6,6,0,notrade
6574,霈方,tpex,2022-09-28,2022-10-07,6,6,6,0,notrade
6574,霈方,tpex,2022-10-31,2022-11-09,6,6,6,0,notrade
6574,霈方,tpex,2025-11-11,2025-11-21,7,7,7,0,notrade
6629,泰金-KY,tpex,2022-09-07,2022-09-26,11,11,11,0,notrade
6629,泰金-KY,tpex,2022-09-26,2022-10-04,5,5,5,0,notrade
6680,鑫創電子,tpex,2021-06-04,2021-06-16,6,6,6,0,notrade
6680,鑫創電子,tpex,2021-09-14,2021-09-24,5,5,5,0,notrade
6680,鑫創電子,tpex,2021-10-27,2021-11-04,5,5,5,0,notrade
6680,鑫創電子,tpex,2022-02-17,2022-02-25,5,5,5,0,notrade
6680,鑫創電子,tpex,2022-04-15,2022-04-26,6,6,6,0,notrade
6752,叡揚,tpex,2022-09-15,2022-09-26,6,6,6,0,notrade
6752,叡揚,tpex,2022-10-18,2022-10-27,6,6,6,0,notrade
6762,達亞,tpex,2022-01-18,2022-02-07,6,6,6,0,notrade
6762,達亞,tpex,2022-02-07,2022-02-16,6,6,6,0,notrade
6762,達亞,tpex,2026-08-17,2026-08-25,5,0,0,0,unexplained
6856,鑫傳,tpex,2025-07-28,2025-08-05,5,5,5,0,notrade
6997,博弘,tpex,2026-03-31,2026-04-10,5,0,0,0,unexplained
7716,昱臺國際,tpex,2026-04-01,2026-04-13,5,0,0,0,unexplained
8047,星雲,tpex,2016-05-03,2016-05-12,6,6,6,0,notrade
8053,巨擘,tpex,2016-03-04,2016-03-14,5,5,5,0,notrade
8067,志旭,tpex,2016-12-29,2017-01-09,5,5,5,0,notrade
8077,洛碁,tpex,2015-06-29,2015-07-13,8,8,8,0,notrade
8077,洛碁,tpex,2015-08-24,2015-09-08,10,10,10,0,notrade
8077,洛碁,tpex,2018-03-12,2018-03-20,5,5,5,0,notrade
8077,洛碁,tpex,2018-07-25,2018-08-03,6,6,6,0,notrade
8077,洛碁,tpex,2018-08-03,2018-08-13,5,5,5,0,notrade
8077,洛碁,tpex,2019-08-29,2019-09-06,5,5,5,0,notrade
8077,洛碁,tpex,2020-03-25,2020-04-06,5,5,5,0,notrade
8077,洛碁,tpex,2022-05-16,2022-05-25,6,6,6,0,notrade
8077,洛碁,tpex,2022-06-27,2022-07-07,7,7,7,0,notrade
8077,洛碁,tpex,2022-07-07,2022-07-15,5,5,5,0,notrade
8077,洛碁,tpex,2022-12-15,2022-12-27,7,7,7,0,notrade
8077,洛碁,tpex,2023-06-29,2023-07-17,11,11,11,0,notrade
8077,洛碁,tpex,2023-08-23,2023-09-05,8,8,8,0,notrade
8077,洛碁,tpex,2023-12-22,2024-01-02,5,5,5,0,notrade
8077,洛碁,tpex,2025-02-03,2025-02-11,5,5,5,0,notrade
8077,洛碁,tpex,2025-03-17,2025-03-26,6,6,6,0,notrade
8077,洛碁,tpex,2025-03-26,2025-04-07,5,5,5,0,notrade
8077,洛碁,tpex,2025-07-04,2025-07-14,5,5,5,0,notrade
8077,洛碁,tpex,2025-07-23,2025-08-04,7,7,7,0,notrade
8077,洛碁,tpex,2025-09-22,2025-10-01,5,5,5,0,notrade
8077,洛碁,tpex,2025-10-22,2025-11-04,7,7,7,0,notrade
8077,洛碁,tpex,2025-11-26,2025-12-04,5,5,5,0,notrade
8077,洛碁,tpex,2026-02-26,2026-03-13,9,0,0,0,unexplained
8077,洛碁,tpex,2026-03-24,2026-04-01,5,0,0,0,unexplained
8077,洛碁,tpex,2026-04-27,2026-05-07,6,0,0,0,unexplained
8080,泰霖,tpex,2019-11-18,2020-01-17,42,0,0,42,halted
8080,泰霖,tpex,2021-04-06,2021-10-07,127,0,0,127,halted
8080,泰霖,tpex,2022-04-06,2022-05-05,19,0,0,19,halted
8080,泰霖,tpex,2023-10-06,2024-01-24,74,0,0,74,halted
8087,麗升能源,tpex,2016-08-04,2016-08-16,7,7,7,0,notrade
8087,麗升能源,tpex,2016-11-07,2016-11-17,7,7,7,0,notrade
8087,麗升能源,tpex,2016-11-24,2016-12-07,8,8,8,0,notrade
8087,麗升能源,tpex,2017-04-10,2017-04-19,6,6,6,0,notrade
8087,麗升能源,tpex,2019-03-26,2019-04-03,5,5,5,0,notrade
8101,華冠,twse,2024-08-21,2024-11-19,58,0,0,0,uncovered
8105,凌巨,twse,2026-08-18,2026-08-27,6,0,0,0,uncovered
8291,尚茂,tpex,2018-06-28,2018-07-10,7,7,7,0,notrade
8291,尚茂,tpex,2018-07-10,2018-07-18,5,5,5,0,notrade
8291,尚茂,tpex,2018-09-05,2018-09-17,7,7,7,0,notrade
8291,尚茂,tpex,2018-09-18,2018-09-27,5,5,5,0,notrade
8291,尚茂,tpex,2018-10-12,2018-10-26,9,9,9,0,notrade
8291,尚茂,tpex,2018-10-26,2018-11-12,10,10,10,0,notrade
8291,尚茂,tpex,2019-02-14,2019-02-25,6,6,6,0,notrade
8291,尚茂,tpex,2019-05-15,2019-05-28,8,8,8,0,notrade
8291,尚茂,tpex,2019-07-15,2019-07-23,5,5,5,0,notrade
8291,尚茂,tpex,2019-10-31,2019-11-26,17,17,17,0,notrade
8291,尚茂,tpex,2019-12-25,2020-01-08,8,8,8,0,notrade
8291,尚茂,tpex,2020-05-06,2020-05-15,6,6,6,0,notrade
8291,尚茂,tpex,2021-06-01,2021-06-09,5,5,5,0,notrade
8291,尚茂,tpex,2021-09-01,2021-09-09,5,5,5,0,notrade
8291,尚茂,tpex,2021-09-17,2021-09-30,6,6,6,0,notrade
8291,尚茂,tpex,2021-09-30,2021-10-25,15,15,15,0,notrade
8291,尚茂,tpex,2021-11-10,2021-11-18,5,5,5,0,notrade
8291,尚茂,tpex,2022-04-20,2022-05-09,11,11,11,0,notrade
8291,尚茂,tpex,2022-06-16,2022-07-01,10,10,10,0,notrade
8291,尚茂,tpex,2022-09-23,2022-10-03,5,5,5,0,notrade
8291,尚茂,tpex,2022-10-06,2022-10-24,10,10,10,0,notrade
8291,尚茂,tpex,2022-12-09,2022-12-19,5,5,5,0,notrade
8291,尚茂,tpex,2022-12-28,2023-01-06,5,5,5,0,notrade
8291,尚茂,tpex,2023-01-13,2023-02-06,7,7,7,0,notrade
8291,尚茂,tpex,2023-04-06,2023-04-17,6,6,6,0,notrade
8291,尚茂,tpex,2023-04-27,2023-05-08,5,5,5,0,notrade
8291,尚茂,tpex,2023-05-08,2023-05-18,7,7,7,0,notrade
8291,尚茂,tpex,2023-05-19,2023-05-31,7,7,7,0,notrade
8291,尚茂,tpex,2023-06-06,2023-06-29,14,14,14,0,notrade
8291,尚茂,tpex,2023-07-07,2023-07-18,6,6,6,0,notrade
8291,尚茂,tpex,2023-08-16,2023-09-01,11,11,11,0,notrade
8291,尚茂,tpex,2025-08-19,2026-02-25,122,0,0,122,halted
8342,益張,tpex,2026-03-13,2026-03-23,5,0,0,0,unexplained
8423,保綠-KY,tpex,2015-06-24,2015-07-02,5,5,5,0,notrade
8423,保綠-KY,tpex,2016-05-31,2016-06-14,8,8,8,0,notrade
8423,保綠-KY,tpex,2016-06-20,2016-06-28,5,5,5,0,notrade
8423,保綠-KY,tpex,2016-07-25,2016-08-02,5,5,5,0,notrade
8423,保綠-KY,tpex,2016-09-30,2016-10-11,5,5,5,0,notrade
8423,保綠-KY,tpex,2016-12-09,2016-12-19,5,5,5,0,notrade
8423,保綠-KY,tpex,2022-10-27,2022-11-09,8,8,8,0,notrade
8423,保綠-KY,tpex,2023-01-03,2023-01-12,6,6,6,0,notrade
8423,保綠-KY,tpex,2023-08-18,2023-08-28,5,5,5,0,notrade
8423,保綠-KY,tpex,2023-10-31,2023-11-09,6,6,6,0,notrade
8426,紅木-KY,tpex,2018-12-19,2018-12-26,5,5,5,0,notrade
8427,基勝-KY,twse,2019-11-06,2019-11-14,5,5,5,0,notrade
8427,基勝-KY,twse,2020-11-02,2020-11-11,6,6,6,0,notrade
8427,基勝-KY,twse,2020-11-19,2020-11-30,6,6,6,0,notrade
8455,大拓-KY,tpex,2020-10-27,2020-11-06,7,7,7,0,notrade
8455,大拓-KY,tpex,2021-07-26,2021-08-03,5,5,5,0,notrade
8455,大拓-KY,tpex,2022-09-02,2022-09-13,5,5,5,0,notrade
8455,大拓-KY,tpex,2022-09-27,2022-10-12,9,9,9,0,notrade
8455,大拓-KY,tpex,2023-12-22,2024-01-02,5,5,5,0,notrade
8455,大拓-KY,tpex,2024-01-18,2024-02-01,9,9,9,0,notrade
8467,波力-KY,twse,2021-07-23,2021-08-02,5,5,5,0,notrade
8472,夠麻吉,tpex,2022-04-28,2022-05-10,6,6,6,0,notrade
8472,夠麻吉,tpex,2022-06-08,2022-06-16,5,5,5,0,notrade
8472,夠麻吉,tpex,2023-02-08,2023-02-20,7,7,7,0,notrade
8480,泰昇-KY,twse,2021-10-29,2021-11-09,6,6,6,0,notrade
8497,格威傳媒,twse,2020-08-28,2020-09-09,7,7,7,0,notrade
8905,裕國,tpex,2020-05-19,2020-06-11,16,0,0,16,halted
8917,欣泰,tpex,2015-01-28,2015-02-09,7,7,7,0,notrade
8917,欣泰,tpex,2015-08-03,2015-08-14,8,8,8,0,notrade
8917,欣泰,tpex,2015-09-09,2015-10-08,18,18,18,0,notrade
8917,欣泰,tpex,2015-10-15,2015-10-23,5,5,5,0,notrade
8917,欣泰,tpex,2015-10-23,2015-11-02,5,5,5,0,notrade
8917,欣泰,tpex,2015-11-02,2015-12-01,20,20,20,0,notrade
8917,欣泰,tpex,2015-12-18,2015-12-31,8,8,8,0,notrade
8917,欣泰,tpex,2016-02-15,2016-02-23,5,5,5,0,notrade
8917,欣泰,tpex,2016-02-24,2016-03-08,7,7,7,0,notrade
8917,欣泰,tpex,2016-04-20,2016-04-29,6,6,6,0,notrade
8917,欣泰,tpex,2016-05-17,2016-05-30,8,8,8,0,notrade
8917,欣泰,tpex,2016-06-04,2016-06-22,10,10,10,0,notrade
8917,欣泰,tpex,2016-06-30,2016-07-13,7,7,7,0,notrade
8917,欣泰,tpex,2016-07-18,2016-07-26,5,5,5,0,notrade
8917,欣泰,tpex,2016-08-08,2016-08-25,12,12,12,0,notrade
8917,欣泰,tpex,2016-11-15,2016-11-25,7,7,7,0,notrade
8917,欣泰,tpex,2016-11-28,2016-12-06,5,5,5,0,notrade
8917,欣泰,tpex,2017-02-22,2017-03-06,5,5,5,0,notrade
8917,欣泰,tpex,2017-03-06,2017-03-31,18,18,18,0,notrade
8917,欣泰,tpex,2017-06-02,2017-06-09,5,5,5,0,notrade
8917,欣泰,tpex,2017-06-23,2017-07-03,5,5,5,0,notrade
8917,欣泰,tpex,2017-07-06,2017-07-14,5,5,5,0,notrade
8917,欣泰,tpex,2017-07-20,2017-07-28,5,5,5,0,notrade
8917,欣泰,tpex,2017-08-01,2017-08-09,5,5,5,0,notrade
8917,欣泰,tpex,2017-09-05,2017-09-22,12,12,12,0,notrade
8917,欣泰,tpex,2017-10-05,2017-10-26,12,12,12,0,notrade
8917,欣泰,tpex,2017-10-26,2017-11-17,15,15,15,0,notrade
8917,欣泰,tpex,2017-12-12,2017-12-20,5,5,5,0,notrade
8917,欣泰,tpex,2017-12-21,2017-12-29,5,5,5,0,notrade
8917,欣泰,tpex,2018-05-07,2018-05-21,9,9,9,0,notrade
8917,欣泰,tpex,2018-06-28,2018-07-11,8,8,8,0,notrade
8917,欣泰,tpex,2018-08-21,2018-09-07,12,12,12,0,notrade
8917,欣泰,tpex,2018-09-07,2018-09-26,11,11,11,0,notrade
8917,欣泰,tpex,2018-09-26,2018-10-11,9,9,9,0,notrade
8917,欣泰,tpex,2018-10-16,2018-10-25,6,6,6,0,notrade
