stock_id,name,market,sec_kind,halt_date,resume_date,source,asof
03009X,元展09,twse,其他,2017-10-19,2017-10-20,twse-TWTAWU,2026-09-07
03010X,元展10,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
03022X,富展01,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
03026P,J8元富,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
03027P,J9元富,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
03040X,元展37,twse,其他,2018-06-29,2018-07-02,twse-TWTAWU,2026-09-07
03042X,元展39,twse,其他,2016-05-26,2016-05-27,twse-TWTAWU,2026-09-07
03043X,元展40,twse,其他,2016-05-26,2016-05-27,twse-TWTAWU,2026-09-07
03044X,元展41,twse,其他,2018-08-07,2018-08-08,twse-TWTAWU,2026-09-07
03046P,中壽群益6A售03,twse,其他,2017-10-19,2017-10-20,twse-TWTAWU,2026-09-07
03050P,永豐IJ,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
03051X,元展48,twse,其他,2017-07-27,2017-07-28,twse-TWTAWU,2026-09-07
03060P,宏達電統一6A售05,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
03062P,玉山H9,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
03065X,元展60,twse,其他,2017-04-19,2017-04-21,twse-TWTAWU,2026-09-07
03071P,康和DP,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
03071X,元展66,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
03072X,元展67,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
03075X,元展70,twse,其他,2018-04-24,2018-04-25,twse-TWTAWU,2026-09-07
03085P,MW兆豐,twse,其他,2016-05-26,2016-05-27,twse-TWTAWU,2026-09-07
03113P,大成鋼台新83售01,twse,其他,2018-10-02,2018-10-03,twse-TWTAWU,2026-09-07
03114P,群益2G,twse,其他,2016-05-26,2016-05-27,twse-TWTAWU,2026-09-07
03126P,大成鋼元大83售01,twse,其他,2018-10-02,2018-10-03,twse-TWTAWU,2026-09-07
03130P,群益2Q,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
03137P,AZ富邦,twse,其他,2016-05-26,2016-05-27,twse-TWTAWU,2026-09-07
03141P,N7元富,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
03150P,宏達電兆豐6C售02,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
03161P,凱基7R,twse,其他,2016-05-26,2016-05-27,twse-TWTAWU,2026-09-07
03172P,HM國泰,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
03176P,宏達電國泰6C售01,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
03179P,宏達電群益6B售02,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
03192P,群益4K,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
03196P,凱基8Y,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
03197P,凱基8Z,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
03203P,元大3W,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
03203P,宏達電台新6B售01,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
03206P,中信15,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
03219P,玉山L1,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
03226P,兆豐2A,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
03229P,群益4X,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
03235P,永昌BX,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
03236P,永昌BY,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
03247P,20凱基,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
032693,A3統一,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
03277P,群益6K,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
03293P,日盛L4,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
03297P,兆豐3N,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
03300P,兆豐3R,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
03303P,DF富邦,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
03304P,永豐LX,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
03324P,大成鋼群益83售02,twse,其他,2018-10-02,2018-10-03,twse-TWTAWU,2026-09-07
033352,F8統一,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
033353,F9統一,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
03336P,宏達電元富6B售01,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
03350P,元大6X,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
03351P,元大6Y,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
03363P,元大8E,twse,其他,2016-05-26,2016-05-27,twse-TWTAWU,2026-09-07
033744,兆豐7A,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
03377P,宏達電兆豐71售02,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
03379P,兆豐4P,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
03388P,凱基BX,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
03394P,永豐NP,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
03403P,元大9G,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
03410P,JP國泰,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
03414P,FC富邦,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
03426P,凱基CT,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
03432P,FL元富,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
03453P,玉山M8,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
034586,富邦5Q,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
03460P,宏達電永豐6B售02,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
03467P,兆豐5Y,twse,其他,2016-05-26,2016-05-27,twse-TWTAWU,2026-09-07
03468P,兆豐5Z,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
03474P,BK元大,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
035022,國票FW,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
03505P,台新4Y,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
03507P,FW富邦,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
03525P,CI元大,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
03535P,DD元大,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
035404,元富47,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
035556,元富67,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
03571P,宏達電元大6C售02,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
03583P,中信75,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
03593P,3P群益,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
03594P,統一群益71售03,twse,其他,2017-07-27,2017-07-28,twse-TWTAWU,2026-09-07
035985,日盛MF,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
03610P,FV元大,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
036219,2Y富邦,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
03621P,JA元富,twse,其他,2016-05-26,2016-05-27,twse-TWTAWU,2026-09-07
036269,亞東KA,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
036270,亞東KB,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
036314,兆豐DN,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
036330,21凱基,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
03635P,統一群益71售04,twse,其他,2017-07-27,2017-07-28,twse-TWTAWU,2026-09-07
03639P,4R群益,twse,其他,2016-10-12,2016-10-13,twse-TWTAWU,2026-09-07
03640P,宏達電玉山6C售01,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
036659,CZ統一,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
036727,DF統一,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
036728,DG統一,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
03672P,宏達電群益6C售02,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
036774,兆豐HK,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
03694P,大成鋼元大83售04,twse,其他,2018-10-02,2018-10-03,twse-TWTAWU,2026-09-07
03699P,4J永豐,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
03741P,4Z永豐,twse,其他,2016-05-26,2016-05-27,twse-TWTAWU,2026-09-07
03748P,大成鋼永豐83售02,twse,其他,2018-10-02,2018-10-03,twse-TWTAWU,2026-09-07
037499,E5群益,twse,其他,2016-03-30,,twse-TWTAWU,2026-09-07
03752P,7S群益,twse,其他,2016-10-12,2016-10-13,twse-TWTAWU,2026-09-07
03755P,兆豐9M,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
03756P,兆豐9N,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
03757P,宏達電群益6C售04,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
03762P,宏達電元大6C售03,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
037638,ZI元大,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
03764P,宏達電富邦6C售01,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
03767P,宏達電統一6C售02,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
037707,FP統一,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
03774P,大成鋼凱基83售03,twse,其他,2018-10-02,2018-10-03,twse-TWTAWU,2026-09-07
037756,AD中信,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
037757,AE中信,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
037775,8L富邦,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
037805,LS第一,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
03780P,JN元大,twse,其他,2016-05-26,2016-05-27,twse-TWTAWU,2026-09-07
037815,FU統一,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
037866,兆豐NF,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
037883,GB統一,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
03788P,大成鋼富邦83售01,twse,其他,2018-10-02,2018-10-03,twse-TWTAWU,2026-09-07
037894,元大B9,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
03792P,8J群益,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
03792P,大成鋼群益83售06,twse,其他,2018-10-02,2018-10-03,twse-TWTAWU,2026-09-07
03793P,8K群益,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
03805P,凱基KN,twse,其他,2016-05-26,2016-05-27,twse-TWTAWU,2026-09-07
038079,兆豐A3,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
038093,GZ統一,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
038139,HK統一,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
03818P,大成鋼群益83售08,twse,其他,2018-10-02,2018-10-03,twse-TWTAWU,2026-09-07
038356,富邦A9,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
03851P,大成鋼元大84售03,twse,其他,2018-10-02,2018-10-03,twse-TWTAWU,2026-09-07
038543,CM中信,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
038544,CN中信,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
038554,CY中信,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
038555,CZ中信,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
038643,兆豐G7,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
038760,永昌49,twse,其他,2016-03-30,,twse-TWTAWU,2026-09-07
038763,永昌52,twse,其他,2016-03-30,,twse-TWTAWU,2026-09-07
03876P,台新6W,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
03890P,大成鋼元富84售01,twse,其他,2018-10-02,2018-10-03,twse-TWTAWU,2026-09-07
03896P,宏達電群益6C售06,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
039076,LJ統一,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
039104,兆豐L5,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
039138,HS群益,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
039139,HT群益,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
03913P,LC元大,twse,其他,2016-10-12,2016-10-13,twse-TWTAWU,2026-09-07
039186,亞東LJ,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
039208,富邦AY,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
039232,IC群益,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
03927P,NY元富,twse,其他,2016-10-12,2016-10-13,twse-TWTAWU,2026-09-07
039280,永豐2Z,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
03932P,宏達電凱基6C售02,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
03933P,宏達電凱基6C售03,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
039342,IN群益,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
03934P,中壽凱基6C售02,twse,其他,2017-10-19,2017-10-20,twse-TWTAWU,2026-09-07
03938P,大成鋼統一84售01,twse,其他,2018-10-03,2018-10-03,twse-TWTAWU,2026-09-07
039526,元大IM,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
03953P,大成鋼元富84售03,twse,其他,2018-10-03,2018-10-03,twse-TWTAWU,2026-09-07
039558,玉山NS,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
039571,元富GY,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
039572,元富GZ,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
039577,日盛3T,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
039586,3F兆豐,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
039614,富邦DC,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
039615,富邦DD,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
039646,FW中信,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
03964P,宏達電群益71售01,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
039683,元大JW,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
039695,元富JP,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
039701,大展H6,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
039735,GC中信,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
039782,CF凱基,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
039790,4B兆豐,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
039796,4Q兆豐,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
039815,1N統一,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
039828,玉山NU,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
039848,GK中信,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
039858,5B兆豐,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
039865,富邦EN,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
039872,1V統一,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
039879,DC凱基,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
039919,元大LP,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
039926,1Y統一,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
039968,2C統一,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
039972,國票JQ,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
039987,DP凱基,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
039996,BP國泰,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
040012,永豐5S,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
040034,6G兆豐,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
040037,6K兆豐,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
040049,LY群益,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
040076,EE凱基,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
040077,EF凱基,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
04013P,宏達電元大6C售04,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
040147,MN群益,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
040164,日盛5G,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
040171,富邦GG,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
040200,7S兆豐,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
040229,元大NQ,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
040241,2W統一,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
040244,2Z統一,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
040255,大展I3,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
040378,元富NJ,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
040379,元富NK,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
040385,永豐7F,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
040405,元富NP,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
040418,元大XY,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
040429,NC群益,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
040436,富邦JC,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
040442,元大YJ,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
040443,元大YK,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
040452,NN群益,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
040458,HB凱基,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
040466,HJ中信,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
040482,永昌D3,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
040525,兆豐21,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
040526,兆豐22,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
040538,元大YY,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
040560,日盛6D,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
04056P,NU國泰,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
040585,永豐8T,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
040596,HM中信,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
040634,14元富,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
040646,兆豐65,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
040652,HQ中信,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
040654,日盛6F,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
04065P,75群益,twse,其他,2016-05-26,2016-05-27,twse-TWTAWU,2026-09-07
040691,日盛6J,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
040701,JT凱基,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
04070P,XC元大,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
040722,大展J2,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
040728,富邦KD,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
040746,4L統一,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
040765,富邦KK,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
04077P,NK富邦,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
04078P,NL富邦,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
040791,兆豐93,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
04079P,日盛DT,twse,其他,2016-05-26,2016-05-27,twse-TWTAWU,2026-09-07
040834,群益31,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
040835,群益32,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
040840,KC凱基,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
040849,玉山B8,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
040850,DA國泰,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
04086P,A6凱基,twse,其他,2016-05-26,2016-05-27,twse-TWTAWU,2026-09-07
040891,48元富,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
040915,4W統一,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
040920,群益44,twse,其他,2016-05-26,2016-05-27,twse-TWTAWU,2026-09-07
040922,群益47,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
040941,KW凱基,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
040942,KX凱基,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
040943,KY凱基,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
040955,富邦LD,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
040957,富邦LF,twse,其他,2016-05-26,2016-05-27,twse-TWTAWU,2026-09-07
040967,永昌F9,twse,其他,2016-05-26,2016-05-27,twse-TWTAWU,2026-09-07
040979,H3元大,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
04097P,中信D4,twse,其他,2016-05-26,2016-05-27,twse-TWTAWU,2026-09-07
040985,臺銀91,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
041003,群益59,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
041007,I6元大,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
041069,永豐C6,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
041073,大展J6,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
041074,大展J7,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
04108P,兆豐AF,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
041115,5V統一,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
041119,國票KE,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
041155,5Z統一,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
04116P,統一MR,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
041177,BG兆豐,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
041179,BJ兆豐,twse,其他,2016-05-26,2016-05-27,twse-TWTAWU,2026-09-07
041196,群益79,twse,其他,2016-05-26,2016-05-27,twse-TWTAWU,2026-09-07
04121P,元富69,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
041221,88元富,twse,其他,2016-05-26,2016-05-27,twse-TWTAWU,2026-09-07
041227,日盛7G,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
041236,6J統一,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
041255,6L統一,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
041256,康和CM,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
041259,95元富,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
04129P,94群益,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
041303,5A凱基,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
04130P,95群益,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
041317,CE兆豐,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
041318,CF兆豐,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
041319,CG兆豐,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
04131P,96群益,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
041351,永豐G5,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
04135P,中信E6,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
041365,07元大,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
041368,11元大,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
041373,18元大,twse,其他,2016-05-26,2016-05-27,twse-TWTAWU,2026-09-07
041386,富邦NP,twse,其他,2016-05-26,2016-05-27,twse-TWTAWU,2026-09-07
041394,1Q凱基,twse,其他,2016-05-26,2016-05-27,twse-TWTAWU,2026-09-07
041411,29元大,twse,其他,2016-05-26,2016-05-27,twse-TWTAWU,2026-09-07
041413,永豐H1,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
041420,永豐H8,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
041458,35元大,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
