stock_id,name,market,sec_kind,halt_date,resume_date,source,asof
045556,台新5S,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
04556P,宏達電中信74售01,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
045581,5J群益,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
045582,5K群益,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
045608,兆豐9H,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
045617,中信83,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
045629,4H永豐,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
04568P,宏達電元大72售04,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
045725,凱基JR,twse,其他,2016-05-26,2016-05-27,twse-TWTAWU,2026-09-07
045766,4Y永豐,twse,其他,2016-05-26,2016-05-27,twse-TWTAWU,2026-09-07
045772,JD元大,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
045784,兆豐9P,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
045794,兆豐9Z,twse,其他,2016-10-12,2016-10-13,twse-TWTAWU,2026-09-07
045821,玉山31,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
045846,LX元富,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
045857,JP元大,twse,其他,2016-05-26,2016-05-27,twse-TWTAWU,2026-09-07
045859,JR元大,twse,其他,2016-05-26,2016-05-27,twse-TWTAWU,2026-09-07
045928,MB國泰,twse,其他,2016-10-12,2016-10-13,twse-TWTAWU,2026-09-07
045929,MC國泰,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
045944,凱基KR,twse,其他,2016-05-26,2016-05-27,twse-TWTAWU,2026-09-07
045950,KC元大,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
045960,永昌DP,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
045967,MZ元富,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
045984,8X群益,twse,其他,2016-10-12,2016-10-13,twse-TWTAWU,2026-09-07
045998,LL富邦,twse,其他,2016-10-12,2016-10-13,twse-TWTAWU,2026-09-07
046020,D8兆豐,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
046080,NK元富,twse,其他,2016-10-12,2016-10-13,twse-TWTAWU,2026-09-07
046112,中信A6,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
046198,日盛DC,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
046216,大展N8,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
046217,大展N9,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
046234,8A永豐,twse,其他,2016-05-26,2016-05-27,twse-TWTAWU,2026-09-07
046264,統一LH,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
046296,凱基MQ,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
046341,日盛DJ,twse,其他,2016-05-26,2016-05-27,twse-TWTAWU,2026-09-07
046342,凱基MS,twse,其他,2016-05-26,2016-05-27,twse-TWTAWU,2026-09-07
046385,凱基NA,twse,其他,2016-05-26,2016-05-27,twse-TWTAWU,2026-09-07
046410,中信C1,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
046433,XB元大,twse,其他,2016-05-26,2016-05-27,twse-TWTAWU,2026-09-07
046461,NS國泰,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
046469,中信C5,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
046474,9P永豐,twse,其他,2016-05-26,2016-05-27,twse-TWTAWU,2026-09-07
046475,9Q永豐,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
046480,日盛DS,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
046485,74群益,twse,其他,2016-05-26,2016-05-27,twse-TWTAWU,2026-09-07
046490,XG元大,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
046491,XH元大,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
046494,元富53,twse,其他,2016-05-26,2016-05-27,twse-TWTAWU,2026-09-07
046501,NE富邦,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
046502,NF富邦,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
046509,B2凱基,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
046527,XW元大,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
046541,中信C9,twse,其他,2016-05-26,2016-05-27,twse-TWTAWU,2026-09-07
046566,元富60,twse,其他,2016-05-26,2016-05-27,twse-TWTAWU,2026-09-07
046574,統一ML,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
046582,元富66,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
046590,92群益,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
046591,93群益,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
046593,合庫03,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
046598,中信D7,twse,其他,2016-05-26,2016-05-27,twse-TWTAWU,2026-09-07
046600,中信D9,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
046618,NR富邦,twse,其他,2016-05-26,2016-05-27,twse-TWTAWU,2026-09-07
046649,兆豐AY,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
046650,兆豐AZ,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
04666P,宏達電群益72售04,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
046672,統一MU,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
046715,ZV元大,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
046721,永昌EL,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
046733,元富91,twse,其他,2016-05-26,2016-05-27,twse-TWTAWU,2026-09-07
046741,群益B4,twse,其他,2016-05-26,2016-05-27,twse-TWTAWU,2026-09-07
04675P,宏達電群益72售05,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
046760,富邦13,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
046761,富邦14,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
046762,富邦15,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
046766,統一NE,twse,其他,2016-10-12,2016-10-13,twse-TWTAWU,2026-09-07
046767,統一NF,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
046868,26國泰,twse,其他,2016-05-26,2016-05-27,twse-TWTAWU,2026-09-07
046883,永昌EY,twse,其他,2016-05-26,2016-05-27,twse-TWTAWU,2026-09-07
04691P,宏達電永豐72售02,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
046929,兆豐CD,twse,其他,2016-05-26,2016-05-27,twse-TWTAWU,2026-09-07
046939,富邦25,twse,其他,2016-05-26,2016-05-27,twse-TWTAWU,2026-09-07
047001,K3凱基,twse,其他,2016-05-26,2016-05-27,twse-TWTAWU,2026-09-07
047004,日盛EX,twse,其他,2016-05-26,2016-05-27,twse-TWTAWU,2026-09-07
047038,元大CM,twse,其他,2016-05-26,2016-05-27,twse-TWTAWU,2026-09-07
047100,群益L1,twse,其他,2016-05-26,2016-05-27,twse-TWTAWU,2026-09-07
047101,群益L2,twse,其他,2016-05-26,2016-05-27,twse-TWTAWU,2026-09-07
04714P,康和HA,twse,其他,2016-10-12,2016-10-13,twse-TWTAWU,2026-09-07
047169,統一1Z,twse,其他,2016-05-26,2016-05-27,twse-TWTAWU,2026-09-07
047170,統一2A,twse,其他,2016-05-26,2016-05-27,twse-TWTAWU,2026-09-07
04719P,DJ群益,twse,其他,2016-10-12,2016-10-13,twse-TWTAWU,2026-09-07
047212,群益N8,twse,其他,2016-05-26,2016-05-27,twse-TWTAWU,2026-09-07
047228,49國泰,twse,其他,2016-05-26,2016-05-27,twse-TWTAWU,2026-09-07
047237,A5群益,twse,其他,2016-05-27,2016-05-27,twse-TWTAWU,2026-09-07
047242,元大EQ,twse,其他,2016-05-27,2016-05-27,twse-TWTAWU,2026-09-07
047250,合庫09,twse,其他,2016-05-27,2016-05-27,twse-TWTAWU,2026-09-07
047274,玉山62,twse,其他,2016-05-27,2016-05-27,twse-TWTAWU,2026-09-07
047330,中信J2,twse,其他,2016-10-12,2016-10-13,twse-TWTAWU,2026-09-07
047412,永昌FJ,twse,其他,2016-10-12,2016-10-13,twse-TWTAWU,2026-09-07
047590,元大HD,twse,其他,2016-10-12,2016-10-13,twse-TWTAWU,2026-09-07
047597,J2群益,twse,其他,2016-10-12,2016-10-13,twse-TWTAWU,2026-09-07
047655,凱基FT,twse,其他,2016-10-12,2016-10-13,twse-TWTAWU,2026-09-07
047714,國票NQ,twse,其他,2016-10-12,2016-10-13,twse-TWTAWU,2026-09-07
047804,統一4N,twse,其他,2016-10-12,2016-10-13,twse-TWTAWU,2026-09-07
04781P,樺漢群益63售01,twse,其他,2016-10-12,2016-10-13,twse-TWTAWU,2026-09-07
04801P,宏達電元大72售07,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
048042,兆豐KK,twse,其他,2016-10-12,2016-10-13,twse-TWTAWU,2026-09-07
048072,CP群益,twse,其他,2016-10-12,2016-10-13,twse-TWTAWU,2026-09-07
04822P,宏達電元富73售02,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
048285,樺漢永豐61購01,twse,其他,2016-10-12,2016-10-13,twse-TWTAWU,2026-09-07
048764,樺漢元富61購01,twse,其他,2016-10-12,2016-10-13,twse-TWTAWU,2026-09-07
04886P,中壽群益73售01,twse,其他,2017-10-19,2017-10-20,twse-TWTAWU,2026-09-07
048989,樺漢凱基61購01,twse,其他,2016-10-12,2016-10-13,twse-TWTAWU,2026-09-07
049573,樺漢元大63購01,twse,其他,2016-10-12,2016-10-13,twse-TWTAWU,2026-09-07
049589,樺漢永豐62購01,twse,其他,2016-10-12,2016-10-13,twse-TWTAWU,2026-09-07
049647,樺漢統一63購02,twse,其他,2016-10-12,2016-10-13,twse-TWTAWU,2026-09-07
049654,樺漢凱基62購02,twse,其他,2016-10-12,2016-10-13,twse-TWTAWU,2026-09-07
04966P,宏達電凱基73售04,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
04967P,宏達電凱基73售05,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
049763,樺漢國泰62購01,twse,其他,2016-10-12,2016-10-13,twse-TWTAWU,2026-09-07
049788,樺漢中信62購01,twse,其他,2016-10-12,2016-10-13,twse-TWTAWU,2026-09-07
049953,樺漢兆豐62購01,twse,其他,2016-10-12,2016-10-13,twse-TWTAWU,2026-09-07
049984,樺漢元大62購01,twse,其他,2016-10-12,2016-10-13,twse-TWTAWU,2026-09-07
05000P,樺漢元大61售01,twse,其他,2016-10-12,2016-10-13,twse-TWTAWU,2026-09-07
05014P,宏達電元富73售04,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
05019P,樺漢兆豐74售01,twse,其他,2018-03-30,2018-03-31,twse-TWTAWU,2026-09-07
05029P,宏達電兆豐74售02,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
05039P,宏達電日盛73售03,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
050571,樺漢富邦63購01,twse,其他,2016-10-12,2016-10-13,twse-TWTAWU,2026-09-07
050683,樺漢元大63購02,twse,其他,2016-10-12,2016-10-13,twse-TWTAWU,2026-09-07
050691,樺漢元富63購01,twse,其他,2016-10-12,2016-10-13,twse-TWTAWU,2026-09-07
050720,樺漢群益63購02,twse,其他,2016-10-12,2016-10-13,twse-TWTAWU,2026-09-07
050941,樺漢國泰63購02,twse,其他,2016-10-12,2016-10-13,twse-TWTAWU,2026-09-07
050991,樺漢永豐63購01,twse,其他,2016-10-12,2016-10-13,twse-TWTAWU,2026-09-07
051113,樺漢群益64購01,twse,其他,2016-10-12,2016-10-13,twse-TWTAWU,2026-09-07
051160,樺漢統一64購01,twse,其他,2016-10-12,2016-10-13,twse-TWTAWU,2026-09-07
05117P,中壽富邦76售02,twse,其他,2017-10-19,2017-10-20,twse-TWTAWU,2026-09-07
051248,台泥統一65購01,twse,其他,2017-04-19,2017-04-21,twse-TWTAWU,2026-09-07
051668,樺漢兆豐63購01,twse,其他,2016-10-12,2016-10-13,twse-TWTAWU,2026-09-07
051931,奇力新凱基64購01,twse,其他,2017-01-23,2017-01-24,twse-TWTAWU,2026-09-07
051932,長華凱基64購01,twse,其他,2016-11-11,2016-11-14,twse-TWTAWU,2026-09-07
051967,長華統一65購01,twse,其他,2016-11-11,2016-11-14,twse-TWTAWU,2026-09-07
051977,長華群益64購01,twse,其他,2016-11-11,2016-11-14,twse-TWTAWU,2026-09-07
052005,奇力新元富65購01,twse,其他,2017-01-23,2017-01-24,twse-TWTAWU,2026-09-07
052006,長華元富64購01,twse,其他,2016-11-11,2016-11-14,twse-TWTAWU,2026-09-07
052032,奇力新元大64購01,twse,其他,2017-01-23,2017-01-24,twse-TWTAWU,2026-09-07
052033,奇力新元大65購01,twse,其他,2017-01-23,2017-01-24,twse-TWTAWU,2026-09-07
052034,長華元大64購01,twse,其他,2016-11-11,2016-11-14,twse-TWTAWU,2026-09-07
052069,奇力新永豐64購01,twse,其他,2017-01-23,2017-01-24,twse-TWTAWU,2026-09-07
052070,長華永豐64購01,twse,其他,2016-11-11,2016-11-14,twse-TWTAWU,2026-09-07
052095,奇力新國泰65購01,twse,其他,2017-01-23,2017-01-24,twse-TWTAWU,2026-09-07
052169,長華國泰64購01,twse,其他,2016-11-11,2016-11-14,twse-TWTAWU,2026-09-07
052237,長華台新64購01,twse,其他,2016-11-11,2016-11-14,twse-TWTAWU,2026-09-07
052280,長華國泰66購01,twse,其他,2016-11-11,2016-11-14,twse-TWTAWU,2026-09-07
052284,樺漢富邦64購01,twse,其他,2016-10-12,2016-10-13,twse-TWTAWU,2026-09-07
052311,長華群益64購02,twse,其他,2016-11-11,2016-11-14,twse-TWTAWU,2026-09-07
052321,長華元大65購01,twse,其他,2016-11-11,2016-11-14,twse-TWTAWU,2026-09-07
05243P,樺漢統一63售01,twse,其他,2016-10-12,2016-10-13,twse-TWTAWU,2026-09-07
05245P,樺漢凱基62售01,twse,其他,2016-10-12,2016-10-13,twse-TWTAWU,2026-09-07
052700,文曄元大65購01,twse,其他,2017-04-06,2017-04-07,twse-TWTAWU,2026-09-07
052825,奇力新永豐64購02,twse,其他,2017-01-23,2017-01-24,twse-TWTAWU,2026-09-07
052830,台泥元大64購01,twse,其他,2017-04-19,2017-04-21,twse-TWTAWU,2026-09-07
052879,文曄元富65購01,twse,其他,2017-04-06,2017-04-07,twse-TWTAWU,2026-09-07
052896,長華永豐65購01,twse,其他,2016-11-11,2016-11-14,twse-TWTAWU,2026-09-07
052956,長華國泰65購02,twse,其他,2016-11-11,2016-11-14,twse-TWTAWU,2026-09-07
052977,長華元富65購01,twse,其他,2016-11-11,2016-11-14,twse-TWTAWU,2026-09-07
053112,長華群益65購01,twse,其他,2016-11-11,2016-11-14,twse-TWTAWU,2026-09-07
053120,長華玉山67購01,twse,其他,2016-11-11,2016-11-14,twse-TWTAWU,2026-09-07
053184,長華元大65購02,twse,其他,2016-11-11,2016-11-14,twse-TWTAWU,2026-09-07
053762,台泥永豐65購01,twse,其他,2017-04-19,2017-04-21,twse-TWTAWU,2026-09-07
054326,文曄永豐66購01,twse,其他,2017-04-06,2017-04-07,twse-TWTAWU,2026-09-07
054420,台泥凱基66購01,twse,其他,2017-04-19,2017-04-21,twse-TWTAWU,2026-09-07
05442P,樺漢元富74售01,twse,其他,2018-03-30,2018-03-31,twse-TWTAWU,2026-09-07
054699,台泥元大68購01,twse,其他,2017-04-19,2017-04-21,twse-TWTAWU,2026-09-07
054804,奇力新永豐66購01,twse,其他,2017-01-23,2017-01-24,twse-TWTAWU,2026-09-07
054836,台泥國泰66購01,twse,其他,2017-04-19,2017-04-21,twse-TWTAWU,2026-09-07
054849,台泥元富66購01,twse,其他,2017-04-19,2017-04-21,twse-TWTAWU,2026-09-07
055116,台泥永豐66購01,twse,其他,2017-04-19,2017-04-21,twse-TWTAWU,2026-09-07
05512P,奇力新群益75售01,twse,其他,2018-01-03,2018-01-04,twse-TWTAWU,2026-09-07
055167,台泥群益67購01,twse,其他,2017-04-19,2017-04-21,twse-TWTAWU,2026-09-07
055178,振樺電元大69購01,twse,其他,2017-07-14,2017-07-17,twse-TWTAWU,2026-09-07
055267,奇力新元大67購01,twse,其他,2017-01-23,2017-01-24,twse-TWTAWU,2026-09-07
055284,振樺電元富68購01,twse,其他,2017-07-14,2017-07-17,twse-TWTAWU,2026-09-07
055306,奇力新凱基67購01,twse,其他,2017-01-23,2017-01-24,twse-TWTAWU,2026-09-07
055407,中壽第一71購01,twse,其他,2017-10-19,2017-10-20,twse-TWTAWU,2026-09-07
05545P,樺漢元大74售02,twse,其他,2018-03-30,2018-03-31,twse-TWTAWU,2026-09-07
055474,統一國票69購01,twse,其他,2017-07-27,2017-07-28,twse-TWTAWU,2026-09-07
05551P,奇力新元大75售02,twse,其他,2018-01-03,2018-01-04,twse-TWTAWU,2026-09-07
055958,宏達電中信6B購01,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
05603P,奇力新凱基75售02,twse,其他,2018-01-03,2018-01-04,twse-TWTAWU,2026-09-07
056111,統一群益68購01,twse,其他,2017-07-27,2017-07-28,twse-TWTAWU,2026-09-07
05625P,奇力新群益76售01,twse,其他,2018-01-03,2018-01-04,twse-TWTAWU,2026-09-07
056691,宏達電中信6A購01,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
056820,統一永豐69購01,twse,其他,2017-07-27,2017-07-28,twse-TWTAWU,2026-09-07
056884,康舒永豐68購01,twse,其他,2017-08-09,2017-08-10,twse-TWTAWU,2026-09-07
056919,康舒群益68購01,twse,其他,2017-08-09,2017-08-10,twse-TWTAWU,2026-09-07
056930,台泥永豐68購01,twse,其他,2017-04-19,2017-04-21,twse-TWTAWU,2026-09-07
056942,台泥元大68購02,twse,其他,2017-04-19,2017-04-21,twse-TWTAWU,2026-09-07
056958,台泥日盛69購01,twse,其他,2017-04-19,2017-04-21,twse-TWTAWU,2026-09-07
056992,台泥群益68購01,twse,其他,2017-04-19,2017-04-21,twse-TWTAWU,2026-09-07
057010,宏達電凱基6A購01,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
057031,宏達電中信6A購02,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
057111,宏達電統一6A購01,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
057113,文曄第一72購01,twse,其他,2017-04-06,2017-04-07,twse-TWTAWU,2026-09-07
057119,文曄中信68購01,twse,其他,2017-04-06,2017-04-07,twse-TWTAWU,2026-09-07
057148,統一元大68購01,twse,其他,2017-07-27,2017-07-28,twse-TWTAWU,2026-09-07
057194,文曄日盛68購01,twse,其他,2017-04-06,2017-04-07,twse-TWTAWU,2026-09-07
057214,文曄永豐68購01,twse,其他,2017-04-06,2017-04-07,twse-TWTAWU,2026-09-07
057218,文曄元大68購01,twse,其他,2017-04-06,2017-04-07,twse-TWTAWU,2026-09-07
057291,統一群益69購01,twse,其他,2017-07-27,2017-07-28,twse-TWTAWU,2026-09-07
057295,文曄元富68購01,twse,其他,2017-04-06,2017-04-07,twse-TWTAWU,2026-09-07
057310,文曄國泰68購01,twse,其他,2017-04-06,2017-04-07,twse-TWTAWU,2026-09-07
057317,宏達電兆豐6A購01,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
057346,宏達電永豐69購02,twse,其他,2017-09-21,,twse-TWTAWU,2026-09-07
057404,宏達電兆豐6A購02,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
057442,康舒群益69購01,twse,其他,2017-08-09,2017-08-10,twse-TWTAWU,2026-09-07
057476,宏達電統一6A購02,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
057548,統一富邦69購01,twse,其他,2017-07-27,2017-07-28,twse-TWTAWU,2026-09-07
057562,台泥元大69購01,twse,其他,2017-04-19,2017-04-21,twse-TWTAWU,2026-09-07
057563,宏達電元大6A購01,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
057630,台泥宏遠69購01,twse,其他,2017-04-19,2017-04-21,twse-TWTAWU,2026-09-07
057718,宏達電兆豐6A購03,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
057773,統一兆豐69購01,twse,其他,2017-07-27,2017-07-28,twse-TWTAWU,2026-09-07
05778P,國巨元大75售03,twse,其他,2018-04-27,2018-04-30,twse-TWTAWU,2026-09-07
057812,台泥凱基69購01,twse,其他,2017-04-19,2017-04-21,twse-TWTAWU,2026-09-07
057888,統一凱基69購01,twse,其他,2017-07-27,2017-07-28,twse-TWTAWU,2026-09-07
05798P,奇力新元富75售01,twse,其他,2018-01-03,2018-01-04,twse-TWTAWU,2026-09-07
058035,統一元大69購01,twse,其他,2017-07-27,2017-07-28,twse-TWTAWU,2026-09-07
058172,宏達電富邦69購03,twse,其他,2017-09-21,,twse-TWTAWU,2026-09-07
058193,中壽元大6A購01,twse,其他,2017-10-19,2017-10-20,twse-TWTAWU,2026-09-07
058196,宏達電元大69購04,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
058206,宏達電永豐6A購01,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
058226,康舒凱基69購01,twse,其他,2017-08-09,2017-08-10,twse-TWTAWU,2026-09-07
058267,宏達電國泰6A購01,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
058268,宏達電國泰6A購02,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
058278,康舒富邦69購01,twse,其他,2017-08-09,2017-08-10,twse-TWTAWU,2026-09-07
058332,宏達電元大69購05,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
058360,宏達電群益6A購03,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
058418,宏達電群益6B購01,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
05841P,樺漢凱基75售03,twse,其他,2018-03-30,2018-03-31,twse-TWTAWU,2026-09-07
058481,文曄元大71購01,twse,其他,2017-04-06,2017-04-07,twse-TWTAWU,2026-09-07
05849P,奇力新凱基75售04,twse,其他,2018-01-03,2018-01-04,twse-TWTAWU,2026-09-07
058514,宏達電中信6C購01,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
058518,文曄永豐6A購01,twse,其他,2017-04-07,2017-04-07,twse-TWTAWU,2026-09-07
058544,宏達電元大6C購01,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
058545,奇力新元大71購02,twse,其他,2018-01-03,2018-01-04,twse-TWTAWU,2026-09-07
05855P,樺漢元富64售01,twse,其他,2016-10-12,2016-10-13,twse-TWTAWU,2026-09-07
058561,宏達電兆豐6C購01,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
05884P,樺漢國泰63售01,twse,其他,2016-10-12,2016-10-13,twse-TWTAWU,2026-09-07
058921,中壽國票6B購01,twse,其他,2017-10-19,2017-10-20,twse-TWTAWU,2026-09-07
058968,宏達電日盛6A購01,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
058977,台泥元大6A購02,twse,其他,2017-04-19,2017-04-21,twse-TWTAWU,2026-09-07
05899P,奇力新凱基75售05,twse,其他,2018-01-03,2018-01-04,twse-TWTAWU,2026-09-07
059011,宏達電國泰6B購02,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
059029,統一元富6A購01,twse,其他,2017-07-27,2017-07-28,twse-TWTAWU,2026-09-07
059035,康舒元大6B購01,twse,其他,2017-08-09,2017-08-10,twse-TWTAWU,2026-09-07
059061,宏達電台新6A購01,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
059260,宏達電元富6A購01,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
059304,宏達電元大6B購02,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
059359,宏達電永豐6A購02,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
059362,康舒永豐6A購01,twse,其他,2017-08-09,2017-08-10,twse-TWTAWU,2026-09-07
059373,宏達電元大6B購03,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
059394,宏達電兆豐6B購02,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
059424,宏達電群益6A購07,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
059442,統一宏遠6A購01,twse,其他,2017-07-27,2017-07-28,twse-TWTAWU,2026-09-07
059500,宏達電富邦6A購01,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
059517,宏達電凱基6A購03,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
059531,中壽元大6A購04,twse,其他,2017-10-19,2017-10-20,twse-TWTAWU,2026-09-07
059594,中壽中信6C購01,twse,其他,2017-10-19,2017-10-20,twse-TWTAWU,2026-09-07
059614,宏達電富邦6B購01,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
059671,宏達電群益6A購09,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
059694,宏達電元大6B購05,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
059769,宏達電兆豐71購01,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
059849,中壽兆豐6B購01,twse,其他,2017-10-19,2017-10-20,twse-TWTAWU,2026-09-07
059892,中壽元大6C購01,twse,其他,2017-10-19,2017-10-20,twse-TWTAWU,2026-09-07
059901,宏達電永昌6B購01,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
059914,宏達電富邦6B購02,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
060002,宏達電元大6B購06,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
060131,中壽富邦6C購01,twse,其他,2017-10-19,2017-10-20,twse-TWTAWU,2026-09-07
060190,宏達電台新6B購02,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
060197,宏達電永豐6C購01,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
060266,宏達電統一6B購01,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
060272,宏達電凱基6B購01,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
06027P,奇力新元大76售01,twse,其他,2018-01-03,2018-01-04,twse-TWTAWU,2026-09-07
060317,宏達電元大72購01,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
06038P,聯電台新78售02,twse,其他,2018-06-29,2018-07-02,twse-TWTAWU,2026-09-07
060463,宏達電永豐6B購01,twse,其他,2017-09-21,2017-09-22,twse-TWTAWU,2026-09-07
