stock_id,roc_year,asof
1301,112,20260916
1301,113,20260916
1301,114,20260916
1301,115,20260916
1303,104,20260916
1303,105,20260916
1303,106,20260916
1303,107,20260916
1303,108,20260916
1303,109,20260916
1303,110,20260916
1303,111,20260916
1303,112,20260916
1303,113,20260916
1303,114,20260916
1303,115,20260916
1304,104,20260916
1304,105,20260916
1304,106,20260916
1304,107,20260916
1304,108,20260916
1304,109,20260916
1304,110,20260916
1304,111,20260916
1304,112,20260916
1304,113,20260916
1304,114,20260916
1304,115,20260916
1305,104,20260916
1305,105,20260916
1305,106,20260916
1305,107,20260916
1305,108,20260916
1305,109,20260916
1305,110,20260916
1305,111,20260916
1305,112,20260916
1305,113,20260916
1305,114,20260916
1305,115,20260916
1307,104,20260916
1307,105,20260916
1307,106,20260916
1307,107,20260916
1307,108,20260916
1307,109,20260916
1307,110,20260916
1307,111,20260916
1307,112,20260916
1307,113,20260916
1307,114,20260916
1307,115,20260916
1308,104,20260916
1308,105,20260916
1308,106,20260916
1308,107,20260916
1308,108,20260916
1308,109,20260916
1308,110,20260916
1308,111,20260916
1308,112,20260916
1308,113,20260916
1308,114,20260916
1308,115,20260916
1309,104,20260916
1309,105,20260916
1309,106,20260916
1309,107,20260916
1309,108,20260916
1309,109,20260916
1309,110,20260916
1309,111,20260916
1309,112,20260916
1309,113,20260916
1309,114,20260916
1309,115,20260916
1310,104,20260916
1310,105,20260916
1310,106,20260916
1310,107,20260916
1310,108,20260916
1310,109,20260916
1310,110,20260916
1310,111,20260916
1310,112,20260916
1310,113,20260916
1310,114,20260916
1310,115,20260916
1312,104,20260916
1312,105,20260916
1312,106,20260916
1312,107,20260916
1312,108,20260916
1312,109,20260916
1312,110,20260916
1312,111,20260916
1312,112,20260916
1312,113,20260916
1312,114,20260916
1312,115,20260916
1313,104,20260916
1313,105,20260916
1313,106,20260916
1313,107,20260916
1313,108,20260916
1313,109,20260916
1313,110,20260916
1313,111,20260916
1313,112,20260916
1313,113,20260916
1313,114,20260916
1313,115,20260916
1314,104,20260916
1314,105,20260916
1314,106,20260916
1314,107,20260916
1314,108,20260916
1314,109,20260916
1314,110,20260916
1314,111,20260916
1314,112,20260916
1314,113,20260916
1314,114,20260916
1314,115,20260916
1315,104,20260916
1315,105,20260916
1315,106,20260916
1315,107,20260916
1315,108,20260916
1315,109,20260916
1315,110,20260916
1315,111,20260916
1315,112,20260916
1315,113,20260916
1315,114,20260916
1315,115,20260916
1316,104,20260916
1316,105,20260916
1316,106,20260916
1316,107,20260916
1316,108,20260916
1316,109,20260916
1316,110,20260916
1316,111,20260916
1316,112,20260916
1316,113,20260916
1316,114,20260916
1316,115,20260916
1319,104,20260916
1319,105,20260916
1319,106,20260916
1319,107,20260916
1319,108,20260916
1319,109,20260916
1319,110,20260916
1319,111,20260916
1319,112,20260916
1319,113,20260916
1319,114,20260916
1319,115,20260916
1321,104,20260916
1321,105,20260916
1321,106,20260916
1321,107,20260916
1321,108,20260916
1321,109,20260916
1321,110,20260916
1321,111,20260916
1321,112,20260916
1321,113,20260916
1321,114,20260916
1321,115,20260916
1323,104,20260916
1323,105,20260916
1323,106,20260916
1323,107,20260916
1323,108,20260916
1323,109,20260916
1323,110,20260916
1323,111,20260916
1323,112,20260916
1323,113,20260916
1323,114,20260916
1323,115,20260916
1324,104,20260916
1324,105,20260916
1324,106,20260916
1324,107,20260916
1324,108,20260916
1324,109,20260916
1324,110,20260916
1324,111,20260916
1324,112,20260916
1324,113,20260916
1324,114,20260916
1324,115,20260916
1325,104,20260916
1325,105,20260916
1325,106,20260916
1325,107,20260916
1325,108,20260916
1325,109,20260916
1325,110,20260916
1325,111,20260916
1325,112,20260916
1325,113,20260916
1325,114,20260916
1325,115,20260916
1326,104,20260916
1326,105,20260916
1326,106,20260916
1326,107,20260916
1326,108,20260916
1326,109,20260916
1326,110,20260916
1326,111,20260916
1326,112,20260916
1326,113,20260916
1326,114,20260916
1326,115,20260916
1337,104,20260916
1337,105,20260916
1337,106,20260916
1337,107,20260916
1337,108,20260916
1337,109,20260916
1337,110,20260916
1337,111,20260916
1337,112,20260916
1337,113,20260916
1337,114,20260916
1337,115,20260916
1338,104,20260916
1338,105,20260916
1338,106,20260916
1338,107,20260916
1338,108,20260916
1338,109,20260916
1338,110,20260916
1338,111,20260916
1338,112,20260916
1338,113,20260916
1338,114,20260916
1338,115,20260916
1339,104,20260916
1339,105,20260916
1339,106,20260916
1339,107,20260916
1339,108,20260916
1339,109,20260916
1339,110,20260916
1339,111,20260916
1339,112,20260916
1339,113,20260916
1339,114,20260916
1339,115,20260916
1340,104,20260916
1340,105,20260916
1340,106,20260916
1340,107,20260916
1340,108,20260916
1340,109,20260916
1340,110,20260916
1340,111,20260916
1340,112,20260916
1340,113,20260916
1340,114,20260916
1340,115,20260916
1341,107,20260916
1341,108,20260916
1341,109,20260916
1341,110,20260916
1341,111,20260916
1341,112,20260916
1341,113,20260916
1341,114,20260916
1341,115,20260916
1342,109,20260916
1342,110,20260916
1342,111,20260916
1342,112,20260916
1342,113,20260916
1342,114,20260916
1342,115,20260916
1402,104,20260916
1402,105,20260916
1402,106,20260916
1402,107,20260916
1402,108,20260916
1402,109,20260916
1402,110,20260916
1402,111,20260916
1402,112,20260916
1402,113,20260916
1402,114,20260916
1402,115,20260916
1409,104,20260916
1409,105,20260916
1409,106,20260916
1409,107,20260916
1409,108,20260916
1409,109,20260916
1409,110,20260916
1409,111,20260916
1409,112,20260916
1409,113,20260916
1409,114,20260916
1409,115,20260916
1410,104,20260916
1410,105,20260916
1410,106,20260916
1410,107,20260916
1410,108,20260916
1410,109,20260916
1410,110,20260916
1410,111,20260916
1410,112,20260916
1410,113,20260916
1410,114,20260916
1410,115,20260916
1413,104,20260916
1413,105,20260916
1413,106,20260916
1413,107,20260916
1413,108,20260916
1413,109,20260916
1413,110,20260916
1413,111,20260916
1413,112,20260916
1413,113,20260916
1413,114,20260916
1413,115,20260916
1414,104,20260916
1414,105,20260916
1414,106,20260916
1414,107,20260916
1414,108,20260916
1414,109,20260916
1414,110,20260916
1414,111,20260916
1414,112,20260916
1414,113,20260916
1414,114,20260916
1414,115,20260916
1416,104,20260916
1416,105,20260916
1416,106,20260916
1416,107,20260916
1416,108,20260916
1416,109,20260916
1416,110,20260916
1416,111,20260916
1416,112,20260916
1416,113,20260916
1416,114,20260916
1416,115,20260916
1417,104,20260916
1417,105,20260916
1417,106,20260916
1417,107,20260916
1417,108,20260916
1417,109,20260916
1417,110,20260916
1417,111,20260916
1417,112,20260916
1417,113,20260916
1417,114,20260916
1417,115,20260916
1418,104,20260916
1418,105,20260916
1418,106,20260916
1418,107,20260916
1418,108,20260916
1418,109,20260916
1418,110,20260916
1418,111,20260916
1418,112,20260916
1418,113,20260916
1418,114,20260916
1418,115,20260916
1419,104,20260916
1419,105,20260916
1419,106,20260916
1419,107,20260916
1419,108,20260916
1419,109,20260916
1419,110,20260916
1419,111,20260916
1419,112,20260916
1419,113,20260916
1419,114,20260916
1419,115,20260916
1423,104,20260916
1423,105,20260916
1423,106,20260916
1423,107,20260916
1423,108,20260916
1423,109,20260916
1423,110,20260916
1423,111,20260916
1423,112,20260916
1423,113,20260916
1423,114,20260916
1423,115,20260916
1432,104,20260916
1432,105,20260916
1432,106,20260916
1432,107,20260916
1432,108,20260916
1432,109,20260916
1432,110,20260916
1432,111,20260916
1432,112,20260916
1432,113,20260916
1432,114,20260916
1432,115,20260916
1434,104,20260916
1434,105,20260916
1434,106,20260916
1434,107,20260916
1434,108,20260916
1434,109,20260916
1434,110,20260916
1434,111,20260916
1434,112,20260916
1434,113,20260916
1434,114,20260916
1434,115,20260916
1435,104,20260916
1435,105,20260916
1435,106,20260916
1435,107,20260916
1435,108,20260916
1435,109,20260916
1435,110,20260916
1435,111,20260916
1435,112,20260916
1435,113,20260916
1435,114,20260916
1435,115,20260916
1436,104,20260916
1436,105,20260916
1436,106,20260916
1436,107,20260916
1436,108,20260916
1436,109,20260916
1436,110,20260916
1436,111,20260916
1436,112,20260916
1436,113,20260916
1436,114,20260916
1436,115,20260916
1437,104,20260916
1437,105,20260916
1437,106,20260916
1437,107,20260916
1437,108,20260916
1437,109,20260916
1437,110,20260916
1437,111,20260916
1437,112,20260916
1437,113,20260916
1437,114,20260916
1437,115,20260916
1438,104,20260916
1438,105,20260916
1438,106,20260916
1438,107,20260916
1438,108,20260916
1438,109,20260916
1438,110,20260916
1438,111,20260916
1438,112,20260916
1438,113,20260916
1438,114,20260916
1438,115,20260916
1439,104,20260916
1439,105,20260916
1439,106,20260916
1439,107,20260916
1439,108,20260916
1439,109,20260916
1439,110,20260916
1439,111,20260916
1439,112,20260916
1439,113,20260916
1439,114,20260916
1439,115,20260916
1440,104,20260916
1440,105,20260916
1440,106,20260916
1440,107,20260916
1440,108,20260916
1440,109,20260916
1440,110,20260916
1440,111,20260916
1440,112,20260916
1440,113,20260916
1440,114,20260916
1440,115,20260916
1441,104,20260916
1441,105,20260916
1441,106,20260916
1441,107,20260916
1441,108,20260916
1441,109,20260916
1441,110,20260916
1441,111,20260916
1441,112,20260916
1441,113,20260916
1441,114,20260916
1441,115,20260916
1442,104,20260916
1442,105,20260916
1442,106,20260916
1442,107,20260916
1442,108,20260916
1442,109,20260916
1442,110,20260916
1442,111,20260916
1442,112,20260916
1442,113,20260916
1442,114,20260916
1442,115,20260916
1443,104,20260916
1443,105,20260916
1443,106,20260916
1443,107,20260916
1443,108,20260916
1443,109,20260916
1443,110,20260916
1443,111,20260916
1443,112,20260916
1443,113,20260916
1443,114,20260916
1443,115,20260916
1444,104,20260916
1444,105,20260916
1444,106,20260916
1444,107,20260916
1444,108,20260916
1444,109,20260916
1444,110,20260916
1444,111,20260916
1444,112,20260916
1444,113,20260916
1444,114,20260916
1444,115,20260916
1445,104,20260916
1445,105,20260916
1445,106,20260916
1445,107,20260916
1445,108,20260916
1445,109,20260916
1445,110,20260916
1445,111,20260916
1445,112,20260916
1445,113,20260916
1445,114,20260916
1445,115,20260916
1446,104,20260916
1446,105,20260916
1446,106,20260916
1446,107,20260916
1446,108,20260916
1446,109,20260916
1446,110,20260916
1446,111,20260916
1446,112,20260916
1446,113,20260916
1446,114,20260916
1446,115,20260916
1447,104,20260916
1447,105,20260916
1447,106,20260916
1447,107,20260916
1447,108,20260916
1447,109,20260916
1447,110,20260916
1447,111,20260916
1447,112,20260916
1447,113,20260916
1447,114,20260916
1447,115,20260916
1449,104,20260916
1449,105,20260916
1449,106,20260916
1449,107,20260916
1449,108,20260916
1449,109,20260916
1449,110,20260916
1449,111,20260916
1449,112,20260916
1449,113,20260916
1449,114,20260916
1449,115,20260916
1451,104,20260916
1451,105,20260916
1451,106,20260916
1451,107,20260916
1451,108,20260916
1451,109,20260916
1451,110,20260916
1451,111,20260916
1451,112,20260916
1451,113,20260916
1451,114,20260916
1451,115,20260916
1452,104,20260916
1452,105,20260916
1452,106,20260916
1452,107,20260916
1452,108,20260916
1452,109,20260916
1452,110,20260916
1452,111,20260916
1452,112,20260916
1452,113,20260916
1452,114,20260916
1452,115,20260916
1453,104,20260916
1453,105,20260916
1453,106,20260916
1453,107,20260916
1453,108,20260916
1453,109,20260916
1453,110,20260916
1453,111,20260916
1453,112,20260916
1453,113,20260916
1453,114,20260916
1453,115,20260916
1454,104,20260916
1454,105,20260916
1454,106,20260916
1454,107,20260916
1454,108,20260916
1454,109,20260916
1454,110,20260916
1454,111,20260916
1454,112,20260916
1454,113,20260916
1454,114,20260916
1454,115,20260916
1455,104,20260916
1455,105,20260916
1455,106,20260916
1455,107,20260916
1455,108,20260916
1455,109,20260916
1455,110,20260916
1455,111,20260916
1455,112,20260916
1455,113,20260916
1455,114,20260916
1455,115,20260916
1456,104,20260916
1456,105,20260916
1456,106,20260916
1456,107,20260916
1456,108,20260916
1456,109,20260916
1456,110,20260916
1456,111,20260916
1456,112,20260916
1456,113,20260916
1456,114,20260916
1456,115,20260916
1457,104,20260916
1457,105,20260916
1457,106,20260916
1457,107,20260916
1457,108,20260916
1457,109,20260916
1457,110,20260916
1457,111,20260916
1457,112,20260916
1457,113,20260916
1457,114,20260916
1457,115,20260916
1459,104,20260916
1459,105,20260916
1459,106,20260916
1459,107,20260916
1459,108,20260916
1459,109,20260916
1459,110,20260916
1459,111,20260916
1459,112,20260916
1459,113,20260916
1459,114,20260916
1459,115,20260916
1460,104,20260916
1460,105,20260916
1460,106,20260916
1460,107,20260916
1460,108,20260916
1460,109,20260916
1460,110,20260916
1460,111,20260916
1460,112,20260916
1460,113,20260916
1460,114,20260916
1460,115,20260916
1463,104,20260916
1463,105,20260916
1463,106,20260916
1463,107,20260916
1463,108,20260916
1463,109,20260916
1463,110,20260916
1463,111,20260916
1463,112,20260916
1463,113,20260916
1463,114,20260916
1463,115,20260916
1464,104,20260916
1464,105,20260916
1464,106,20260916
1464,107,20260916
1464,108,20260916
1464,109,20260916
1464,110,20260916
1464,111,20260916
1464,112,20260916
1464,113,20260916
1464,114,20260916
1464,115,20260916
1465,104,20260916
1465,105,20260916
1465,106,20260916
1465,107,20260916
1465,108,20260916
1465,109,20260916
1465,110,20260916
1465,111,20260916
1465,112,20260916
1465,113,20260916
1465,114,20260916
1465,115,20260916
1466,104,20260916
1466,105,20260916
1466,106,20260916
1466,107,20260916
1466,108,20260916
1466,109,20260916
1466,110,20260916
1466,111,20260916
1466,112,20260916
1466,113,20260916
1466,114,20260916
1466,115,20260916
1467,104,20260916
1467,105,20260916
1467,106,20260916
1467,107,20260916
1467,108,20260916
1467,109,20260916
1467,110,20260916
1467,111,20260916
1467,112,20260916
1467,113,20260916
1467,114,20260916
1467,115,20260916
1468,104,20260916
1468,105,20260916
1468,106,20260916
1468,107,20260916
1468,108,20260916
1468,109,20260916
1468,110,20260916
1468,111,20260916
1468,112,20260916
1468,113,20260916
1468,114,20260916
1468,115,20260916
1469,104,20260916
1469,105,20260916
1469,106,20260916
1469,107,20260916
1470,104,20260916
1470,105,20260916
1470,106,20260916
1470,107,20260916
1470,108,20260916
1470,109,20260916
1470,110,20260916
1470,111,20260916
1470,112,20260916
1470,113,20260916
1470,114,20260916
1470,115,20260916
1471,104,20260916
1471,105,20260916
1471,106,20260916
1471,107,20260916
1471,108,20260916
1471,109,20260916
1471,110,20260916
1471,111,20260916
1471,112,20260916
1471,113,20260916
1471,114,20260916
1471,115,20260916
1472,104,20260916
1472,105,20260916
1472,106,20260916
1472,107,20260916
1472,108,20260916
1472,109,20260916
1472,110,20260916
1472,111,20260916
1472,112,20260916
1472,113,20260916
1472,114,20260916
1472,115,20260916
1473,104,20260916
1473,105,20260916
1473,106,20260916
1473,107,20260916
1473,108,20260916
1473,109,20260916
1473,110,20260916
1473,111,20260916
1473,112,20260916
1473,113,20260916
1473,114,20260916
1473,115,20260916
1474,104,20260916
1474,105,20260916
1474,106,20260916
1474,107,20260916
1474,108,20260916
1474,109,20260916
1474,110,20260916
1474,111,20260916
1474,112,20260916
1474,113,20260916
1474,114,20260916
1474,115,20260916
1475,104,20260916
1475,105,20260916
1475,106,20260916
1475,107,20260916
1475,108,20260916
1475,109,20260916
1475,110,20260916
1475,111,20260916
1475,112,20260916
1475,113,20260916
1475,114,20260916
1475,115,20260916
1476,104,20260916
1476,105,20260916
1476,106,20260916
1476,107,20260916
1476,108,20260916
1476,109,20260916
1476,110,20260916
1476,111,20260916
1476,112,20260916
1476,113,20260916
1476,114,20260916
1476,115,20260916
1477,104,20260916
1477,105,20260916
1477,106,20260916
1477,107,20260916
1477,108,20260916
1477,109,20260916
1477,110,20260916
1477,111,20260916
1477,112,20260916
1477,113,20260916
1477,114,20260916
1477,115,20260916
1503,104,20260916
1503,105,20260916
1503,106,20260916
1503,107,20260916
1503,108,20260916
1503,109,20260916
1503,110,20260916
1503,111,20260916
1503,112,20260916
1503,113,20260916
1503,114,20260916
1503,115,20260916
1504,104,20260916
1504,105,20260916
1504,106,20260916
1504,107,20260916
1504,108,20260916
1504,109,20260916
1504,110,20260916
1504,111,20260916
1504,112,20260916
1504,113,20260916
1504,114,20260916
1504,115,20260916
1506,104,20260916
1506,105,20260916
1506,106,20260916
1506,107,20260916
1506,108,20260916
1506,109,20260916
1506,110,20260916
1506,111,20260916
1506,112,20260916
1506,113,20260916
1506,114,20260916
1506,115,20260916
1507,104,20260916
1507,105,20260916
1507,106,20260916
1507,107,20260916
1507,108,20260916
1507,109,20260916
1507,110,20260916
1507,111,20260916
1512,104,20260916
1512,105,20260916
1512,106,20260916
1512,107,20260916
1512,108,20260916
1512,109,20260916
1512,110,20260916
1512,111,20260916
1512,112,20260916
1512,113,20260916
1512,114,20260916
1512,115,20260916
1513,104,20260916
1513,105,20260916
1513,106,20260916
1513,107,20260916
1513,108,20260916
1513,109,20260916
1513,110,20260916
1513,111,20260916
1513,112,20260916
1513,113,20260916
1513,114,20260916
1513,115,20260916
1514,104,20260916
1514,105,20260916
1514,106,20260916
1514,107,20260916
1514,108,20260916
1514,109,20260916
1514,110,20260916
1514,111,20260916
1514,112,20260916
1514,113,20260916
1514,114,20260916
1514,115,20260916
1515,104,20260916
1515,105,20260916
1515,106,20260916
1515,107,20260916
1515,108,20260916
1515,109,20260916
1515,110,20260916
1515,111,20260916
1515,112,20260916
1515,113,20260916
1515,114,20260916
1515,115,20260916
1516,104,20260916
1516,105,20260916
1516,106,20260916
1516,107,20260916
1516,108,20260916
1516,109,20260916
1516,110,20260916
1516,111,20260916
1516,112,20260916
1516,113,20260916
1516,114,20260916
1516,115,20260916
1517,104,20260916
1517,105,20260916
1517,106,20260916
1517,107,20260916
1517,108,20260916
1517,109,20260916
1517,110,20260916
1517,111,20260916
1517,112,20260916
1517,113,20260916
1517,114,20260916
1517,115,20260916
1519,104,20260916
1519,105,20260916
1519,106,20260916
1519,107,20260916
1519,108,20260916
1519,109,20260916
1519,110,20260916
1519,111,20260916
1519,112,20260916
1519,113,20260916
1519,114,20260916
1519,115,20260916
1521,104,20260916
1521,105,20260916
1521,106,20260916
1521,107,20260916
1521,108,20260916
1521,109,20260916
1521,110,20260916
1521,111,20260916
1521,112,20260916
1521,113,20260916
1521,114,20260916
1521,115,20260916
1522,104,20260916
1522,105,20260916
1522,106,20260916
1522,107,20260916
1522,108,20260916
1522,109,20260916
1522,110,20260916
1522,111,20260916
1522,112,20260916
1522,113,20260916
1522,114,20260916
1522,115,20260916
1524,104,20260916
1524,105,20260916
1524,106,20260916
1524,107,20260916
1524,108,20260916
1524,109,20260916
1524,110,20260916
1524,111,20260916
1524,112,20260916
1524,113,20260916
1524,114,20260916
1524,115,20260916
1525,104,20260916
1525,105,20260916
1525,106,20260916
1525,107,20260916
1525,108,20260916
1525,109,20260916
1525,110,20260916
1525,111,20260916
1525,112,20260916
1525,113,20260916
1525,114,20260916
1525,115,20260916
1526,104,20260916
1526,105,20260916
1526,106,20260916
1526,107,20260916
1526,108,20260916
1526,109,20260916
1526,110,20260916
1526,111,20260916
1526,112,20260916
1526,113,20260916
1526,114,20260916
1526,115,20260916
1527,104,20260916
1527,105,20260916
1527,106,20260916
1527,107,20260916
1527,108,20260916
1527,109,20260916
1527,110,20260916
1527,111,20260916
1527,112,20260916
1527,113,20260916
1527,114,20260916
1527,115,20260916
1528,104,20260916
1528,105,20260916
1528,106,20260916
1528,107,20260916
1528,108,20260916
1528,109,20260916
1528,110,20260916
1528,111,20260916
1528,112,20260916
1528,113,20260916
1528,114,20260916
1528,115,20260916
1529,104,20260916
1529,105,20260916
1529,106,20260916
1529,107,20260916
1529,108,20260916
1529,109,20260916
1529,110,20260916
1529,111,20260916
1529,112,20260916
1529,113,20260916
1529,114,20260916
1529,115,20260916
1530,104,20260916
1530,105,20260916
1530,106,20260916
1530,107,20260916
1530,108,20260916
1530,109,20260916
1530,110,20260916
1530,111,20260916
1530,112,20260916
1530,113,20260916
1530,114,20260916
1530,115,20260916
1531,104,20260916
1531,105,20260916
1531,106,20260916
1531,107,20260916
1531,108,20260916
1531,109,20260916
1531,110,20260916
1531,111,20260916
1531,112,20260916
1531,113,20260916
1531,114,20260916
1531,115,20260916
1532,104,20260916
1532,105,20260916
1532,106,20260916
1532,107,20260916
1532,108,20260916
1532,109,20260916
1532,110,20260916
1532,111,20260916
1532,112,20260916
1532,113,20260916
1532,114,20260916
1532,115,20260916
1533,104,20260916
1533,105,20260916
1533,106,20260916
1533,107,20260916
1533,108,20260916
1533,109,20260916
1533,110,20260916
1533,111,20260916
1533,112,20260916
1533,113,20260916
1533,114,20260916
1533,115,20260916
1535,104,20260916
1535,105,20260916
1535,106,20260916
1535,107,20260916
1535,108,20260916
1535,109,20260916
1535,110,20260916
1535,111,20260916
1535,112,20260916
1535,113,20260916
1535,114,20260916
1535,115,20260916
1536,104,20260916
1536,105,20260916
1536,106,20260916
1536,107,20260916
1536,108,20260916
1536,109,20260916
1536,110,20260916
1536,111,20260916
1536,112,20260916
1536,113,20260916
1536,114,20260916
1536,115,20260916
1537,104,20260916
1537,105,20260916
1537,106,20260916
1537,107,20260916
1537,108,20260916
1537,109,20260916
1537,110,20260916
1537,111,20260916
1537,112,20260916
1537,113,20260916
1537,114,20260916
1537,115,20260916
1538,104,20260916
1538,105,20260916
1538,106,20260916
1538,107,20260916
1538,108,20260916
1538,109,20260916
1538,110,20260916
1538,111,20260916
1538,112,20260916
1538,113,20260916
1538,114,20260916
1538,115,20260916
1539,104,20260916
1539,105,20260916
1539,106,20260916
1539,107,20260916
1539,108,20260916
1539,109,20260916
1539,110,20260916
1539,111,20260916
1539,112,20260916
1539,113,20260916
1539,114,20260916
1539,115,20260916
1540,104,20260916
1540,105,20260916
1540,106,20260916
1540,107,20260916
1540,108,20260916
1540,109,20260916
1540,110,20260916
1540,111,20260916
