stock_id,name,market,industry_code,industry_name,source,asof
7935,安富,esb,27,通信網路業,tpex-mopsfin-R:1150908,1150908
7936,寰聖,esb,28,電子零組件業,tpex-mopsfin-R:1150908,1150908
7939,技宸,esb,25,電腦及週邊設備業,tpex-mopsfin-R:1150908,1150908
7942,東佑達,esb,05,電機機械,tpex-mopsfin-R:1150908,1150908
7943,鴻璟科技,esb,36,數位雲端,tpex-mopsfin-R:1150908,1150908
7944,睿禾金碳,esb,35,綠能環保,tpex-mopsfin-R:1150908,1150908
7945,廣盛科技,esb,25,電腦及週邊設備業,tpex-mopsfin-R:1150908,1150908
8058,耐特,esb,31,其他電子業,tpex-mopsfin-R:1150908,1150908
8098,慶康科技,esb,24,半導體業,tpex-mopsfin-R:1150908,1150908
8119,公信,esb,25,電腦及週邊設備業,tpex-mopsfin-R:1150908,1150908
8298,威睿,esb,30,資訊服務業,tpex-mopsfin-R:1150908,1150908
8329,台視,esb,32,,tpex-mopsfin-R:1150908,1150908
8345,超秦,esb,33,,tpex-mopsfin-R:1150908,1150908
8359,錢櫃,esb,16,觀光餐旅,tpex-mopsfin-R:1150908,1150908
8458,影一,esb,32,,tpex-mopsfin-R:1150908,1150908
8999,台灣積層,esb,20,其他,tpex-mopsfin-R:1150908,1150908
9957,燁聯,esb,10,鋼鐵工業,tpex-mopsfin-R:1150908,1150908
