stock_id,date,kind,factor,share_factor,ratio,lag,shares_before,shares_after
8114,2017-09-27,權息,0.92825535,0.97394461,0.953088,24,72969656,74921772
2358,2017-09-29,權,0.96758640,0.62319213,1.552629,15,49616172,79616172
1595,2017-10-02,除權,0.98558692,0.87130490,1.131162,0,40621820,46621820
2442,2017-10-05,權息,0.99625909,0.99740745,0.998849,13,239280876,239902837
2231,2017-10-12,權息,0.88814980,0.90909091,0.976965,22,91985553,101184108
2637,2017-10-17,權,0.99361075,0.94811155,1.047989,14,584707566,616707566
3490,2017-10-25,除權息,0.96851312,0.97753231,0.990774,0,67215594,68760483
3587,2017-10-26,除權,0.98865169,0.85556822,1.155550,0,53313157,62313157
2027,2017-10-30,權,0.99499247,0.90485775,1.099612,35,855951973,945951973
6443,2017-10-30,權,0.98924573,0.89514632,1.105122,19,426855000,476855000
2344,2017-10-31,權,0.98437482,0.89949749,1.094361,33,3580000193,3980000193
9906,2017-11-01,權,0.93876033,0.93876036,1.000000,14,70000000,74566421
3356,2017-11-02,權息,0.85026944,0.86388429,0.984240,20,77259483,89432675
8933,2017-11-02,除權,0.97748918,0.83181663,1.175126,0,148376732,178376732
5543,2017-11-06,除權,0.99670588,0.88599347,1.124958,0,27199996,30699996
2603,2017-11-07,權,0.98433406,0.87538494,1.124459,20,3512355986,4012355986
3209,2017-11-08,權,0.97930870,0.90089962,1.087034,32,145452454,161452454
6452,2017-11-08,權,0.99603610,0.95588235,1.042007,14,65000000,68000000
5434,2017-11-14,權,0.99025893,0.91304327,1.084570,19,165899567,181699567
6548,2017-11-15,除權,0.99360577,0.83382772,1.191620,0,30107105,36107105
3362,2017-11-16,除權,0.98384401,0.90326762,1.089205,0,93378000,103378000
2067,2017-11-17,除權,0.98203125,0.82169196,1.195133,0,36866177,44866177
3036,2017-11-20,權,0.97306627,0.86150346,1.129498,19,475741787,552222724
2235,2017-12-05,除權,0.98673036,0.88851107,1.110544,0,31878000,35878000
6438,2017-12-05,除權,0.99138817,0.91349481,1.085270,0,52800000,57800000
2929,2017-12-07,權,0.91071483,0.91071483,1.000000,8,71682000,78709600
3016,2017-12-08,權,0.99280279,0.89067108,1.114668,17,244401315,274401315
6452,2017-12-14,權息,0.85648680,0.87179487,0.982441,5,68000000,78000000
6246,2017-12-18,除權,0.84677716,0.84666361,1.000134,0,24019010,28369012
5264,2017-12-25,權,0.98137937,0.81006963,1.211475,33,341206991,421206991
3224,2017-12-27,除權,0.94847162,0.75868745,1.250148,0,44016045,58016045
8476,2018-01-09,除權,0.97826087,0.87174633,1.122185,0,33985240,38985240
6477,2018-01-11,權,0.98271343,0.87295749,1.125729,16,82456570,94456570
1569,2018-01-29,除權,0.98427230,0.90616995,1.086190,0,102137373,112713264
6153,2018-02-05,權,0.98353426,0.80789984,1.217396,22,323159665,399999665
3491,2018-02-07,除權,0.99338731,0.91975926,1.080051,0,51581241,56081241
3512,2018-02-08,除權,0.95803109,0.83098592,1.152885,0,59000000,71000000
3689,2018-02-09,除權,0.99666667,0.94570809,1.053884,0,69675807,73675807
6186,2018-02-09,除權,0.94834437,0.70010319,1.354578,0,70034408,100034408
4979,2018-02-22,除權,0.99198664,0.88389222,1.122294,0,90971613,102921613
8403,2018-02-26,除權,0.97835498,0.84091441,1.163442,0,79288868,94288868
4803,2018-03-08,除權,0.97329545,0.86277841,1.128094,0,32820661,38040661
6128,2018-03-19,權,0.95412088,0.68649271,1.389849,15,87588740,127588740
6182,2018-04-26,除權,0.98949580,0.94127991,1.051224,0,480898436,510898436
6449,2018-04-26,權,0.98402038,0.85001856,1.157646,14,73190126,86104150
2528,2018-05-29,權,0.92585895,0.75286323,1.229784,28,137085409,182085409
1566,2018-06-01,除權,0.98393352,0.76869796,1.280000,0,66467028,86467028
8913,2018-06-04,除權息,0.08706731,0.09633911,0.903759,0,7399873,76810682
2017,2018-06-12,權息,0.91831695,0.95693780,0.959641,27,327145898,341867462
9940,2018-06-19,權息,0.83222421,0.88417330,0.941246,15,651500000,736846500
2723,2018-06-21,權息,0.88915519,0.90552000,0.981928,10,162993600,180000000
2722,2018-06-22,權息,0.94901026,0.96153846,0.986971,33,107233616,111522961
5234,2018-06-26,權息,0.87450593,0.90909091,0.961957,11,93378101,102715911
5536,2018-06-27,除權息,0.82265560,0.86962936,0.945984,0,47152819,54221742
6494,2018-06-28,除權,0.99316629,0.84157005,1.180135,0,26559690,31559690
6469,2018-06-29,除權,0.97394286,0.91045164,1.069736,0,30501450,33501450
4155,2018-07-02,權息,0.92067895,0.97117938,0.948001,21,74052207,76249773
2239,2018-07-04,權息,0.96976313,0.92436975,1.049107,25,110000000,119000000
3232,2018-07-04,除權,0.97025440,0.86326793,1.123932,0,31567865,36567865
8416,2018-07-04,除權息,0.87144828,0.90909091,0.958593,0,25646100,28210710
3528,2018-07-05,權息,0.91827364,0.98039215,0.936639,12,64071290,65352716
4745,2018-07-05,除權息,0.90484988,0.90909090,0.995335,0,57698085,63467894
4746,2018-07-05,權息,0.96095809,0.93940162,1.022947,23,93012550,99012550
6472,2018-07-06,除權,0.97542857,0.89817392,1.086013,0,26462000,29462000
2327,2018-07-09,權息,0.82408430,0.82686131,0.996641,13,350739298,424181531
6114,2018-07-09,除權息,0.90437710,0.95238097,0.949596,0,41820893,43911937
8279,2018-07-09,除權息,0.90214559,0.90909092,0.992360,0,21000774,23100851
1268,2018-07-10,除權息,0.91910569,0.96782251,0.949663,0,38010000,39273730
4139,2018-07-10,除權,0.90911765,0.90909091,1.000029,0,38147670,41962437
6465,2018-07-10,除權息,0.89564516,0.91339836,0.980564,0,30072585,32923844
6541,2018-07-10,權,0.98893116,0.89669083,1.102867,39,216992061,241992061
8446,2018-07-10,除權息,0.84332326,0.86956522,0.969822,0,47345700,54447555
8462,2018-07-10,除權息,0.78721228,0.79453163,0.990788,0,47973123,60379123
6464,2018-07-11,權息,0.94867228,0.99046646,0.957804,24,125729240,126939422
3580,2018-07-12,除權,0.99222357,0.89865889,1.104116,0,35470657,39470657
4722,2018-07-12,權息,0.91042584,0.95238095,0.955947,19,95246818,100009159
8489,2018-07-12,除權息,0.81929293,0.83333331,0.983152,0,30017431,36020918
3625,2018-07-13,除權息,0.95551724,0.90255311,1.058683,0,74096002,82096002
8042,2018-07-13,除權息,0.95195783,0.93644012,1.016571,0,114274601,122030868
1313,2018-07-16,權息,0.88183419,0.92707088,0.951205,16,1199557064,1293921629
1580,2018-07-16,除權,0.96615385,0.96618356,0.999969,0,48531634,50230242
3454,2018-07-17,權息,0.92743149,0.97581168,0.950421,6,82505104,84550232
5306,2018-07-17,除權息,0.92130435,0.95238095,0.967370,0,120000000,126000000
2231,2018-07-18,權息,0.86887531,0.88511952,0.981647,28,101541104,114720218
5263,2018-07-18,除權息,0.81736842,0.83468469,0.979254,0,44677977,53526772
5465,2018-07-18,除權,0.97561905,0.87811701,1.111035,0,144091811,164091811
6525,2018-07-18,權息,0.87868653,0.90909091,0.966555,10,106650731,117315804
2385,2018-07-19,權,0.99502487,0.99504385,0.999981,15,726760003,730379874
4714,2018-07-19,除權息,0.94733333,0.84357298,1.123001,0,86284117,102284117
6146,2018-07-19,除權息,0.94969900,0.99009901,0.959196,0,91455697,92370254
6411,2018-07-19,除權息,0.91642857,0.94339622,0.971414,0,69795780,73983527
2496,2018-07-20,權息,0.90669477,0.95238095,0.952030,21,16628000,17459400
3206,2018-07-20,除權息,0.93714286,0.98039215,0.955886,0,51822972,52859432
6625,2018-07-20,權息,0.94304388,0.95238095,0.990196,12,33800520,35490546
2049,2018-07-23,權息,0.95375047,0.97087379,0.982363,25,280157307,288562026
3092,2018-07-24,除權息,0.89832636,0.98044200,0.916246,0,69800759,71193155
3413,2018-07-24,權息,0.92246323,0.95238095,0.968586,14,78750000,82687500
3450,2018-07-24,權息,0.88360237,0.90909091,0.971963,14,132437620,145681382
6594,2018-07-24,除權息,0.94219653,0.96525097,0.976116,0,19300000,19994800
2108,2018-07-25,權息,0.92074037,0.95238095,0.966777,19,468968246,492416659
2851,2018-07-25,權息,0.90745731,0.95238095,0.952830,14,562275000,590388750
3362,2018-07-25,除權息,0.97324841,0.97412122,0.999104,0,93378000,95858706
5386,2018-07-25,除權息,0.85514950,0.86956522,0.983422,0,13516047,15543454
6185,2018-07-25,除權息,0.93056380,0.97087378,0.958481,0,123612726,127321108
1101,2018-07-26,權息,0.87885506,0.90920769,0.966616,6,4246509010,4670559911
1304,2018-07-26,權息,0.95945851,0.98039216,0.978648,28,1165454412,1188763500
1305,2018-07-26,權息,0.92296882,0.97087379,0.950658,28,491999560,506759546
1308,2018-07-26,權息,0.92416630,0.93457944,0.988858,27,518114715,554382745
1437,2018-07-26,權,0.95238094,0.95238095,1.000000,20,193686937,203371284
1717,2018-07-26,權息,0.91797943,0.93457944,0.982238,17,1159139677,1240279455
2732,2018-07-26,除權息,0.91062147,0.95188041,0.956655,0,36309681,38145213
2884,2018-07-26,權息,0.91656325,0.94058492,0.974461,16,10185500000,10828900000
3546,2018-07-26,除權息,0.87782705,0.91032712,0.964298,0,38004261,41747917
6294,2018-07-26,除權息,0.85543307,0.90909091,0.940976,0,21275100,23402610
6412,2018-07-26,權,0.99502473,1.00183639,0.993201,4,386695410,385986588
3338,2018-07-27,權,0.97984289,0.80732457,1.213691,16,69835985,86502985
4541,2018-07-27,除權息,0.95855856,0.78305964,1.224119,0,54143426,69143426
4943,2018-07-27,權息,0.89373464,0.90909091,0.983108,11,107171857,117889043
6432,2018-07-27,除權息,0.97681529,0.92157593,1.059940,0,20311658,22040135
6603,2018-07-27,除權息,0.94109589,0.97700818,0.963243,0,142600194,145955988
1528,2018-07-30,權,0.99024514,0.90000000,1.100272,19,180000000,200000000
1597,2018-07-30,除權息,0.79516616,0.79999999,0.993958,0,59045489,73806862
6112,2018-07-30,權息,0.87272728,0.90909091,0.960000,18,101121766,111233942
8480,2018-07-30,權息,0.88348271,0.90909091,0.971831,6,35700000,39270000
2812,2018-07-31,權息,0.93438676,0.97560976,0.957746,13,3293178983,3375508458
3090,2018-07-31,權息,0.90612086,0.93457944,0.969549,20,166969299,178657150
5871,2018-07-31,權息,0.94557450,0.98039216,0.964486,17,1264229994,1289514593
8404,2018-07-31,權息,0.90371168,0.90909091,0.994083,12,265301453,291831598
8929,2018-07-31,除權息,0.83722084,0.86956521,0.962804,0,42702289,49107633
9930,2018-07-31,權息,0.89418777,0.90909091,0.983607,17,225945789,248540368
3231,2018-08-01,權息,0.92356884,0.97181615,0.950353,12,2765573467,2845778450
2889,2018-08-02,權息,0.93204681,1.00722892,0.925357,19,2786665944,2766665944
3018,2018-08-02,權,0.92759022,0.92731274,1.000299,18,67824136,73140520
4953,2018-08-02,除權息,0.90202492,0.91007894,0.991150,0,43878322,48213754
8437,2018-08-02,除權息,0.92590551,0.95247285,0.972107,0,36188124,37993864
2823,2018-08-03,權息,0.92042158,0.94339623,0.975647,7,3786398400,4013582304
2905,2018-08-03,權息,0.89681921,0.92592978,0.968561,6,765454749,826687688
3114,2018-08-03,除權息,0.94771084,0.96153845,0.985619,0,50013691,52014239
6024,2018-08-03,權,0.90909091,0.90909091,1.000000,16,160397804,176437584
6573,2018-08-03,權,0.99578184,0.96203667,1.035077,33,63353020,65853020
6245,2018-08-06,除權息,0.93832976,0.98038662,0.957102,0,106169438,108293438
6506,2018-08-06,除權息,0.92570093,0.97087382,0.953472,0,78394088,80745908
8436,2018-08-06,除權息,0.86625407,0.86513940,1.001288,0,87070100,100642856
2867,2018-08-07,權,0.86430421,0.86430424,1.000000,12,1920459353,2221971471
3209,2018-08-07,權息,0.91618594,0.95238096,0.961995,18,161452454,169525076
4561,2018-08-07,除權息,0.92124583,0.93548958,0.984774,0,54502466,58260901
8415,2018-08-07,除權息,0.87315175,0.59282598,1.472863,0,611500000,1031500000
1586,2018-08-08,除權息,0.98496815,0.99009902,0.994818,0,75731542,76488857
3426,2018-08-08,除權息,0.82150997,0.83333333,0.985812,0,22000000,26400000
3362,2018-08-09,除權,0.99418070,0.86469263,1.149750,0,95858706,110858706
4114,2018-08-09,除權息,0.90393013,0.91191117,0.991248,0,184055654,201835069
4123,2018-08-09,除權息,0.92964135,0.94377289,0.985027,0,328108359,347656055
5392,2018-08-09,除權息,0.88362235,0.90090090,0.980821,0,113041776,125476371
6156,2018-08-09,除權息,0.94005602,0.96153846,0.977658,0,77381355,80476609
6285,2018-08-09,權息,0.93446946,0.98047603,0.953077,15,366777149,374080691
9958,2018-08-09,權息,0.98397331,0.90270391,1.090029,14,185558102,205558102
2367,2018-08-10,權息,0.96638652,0.98039216,0.985714,14,607261936,619407175
2838,2018-08-10,權息,0.93474819,0.96845351,0.965197,16,2605152427,2690012883
2892,2018-08-10,權息,0.94836178,0.99009901,0.957845,14,12216393291,12338557223
3252,2018-08-10,除權,0.95684211,0.62646243,1.527373,0,31445754,50195754
5820,2018-08-13,除權息,0.92941176,0.97881340,0.949529,0,3542360671,3619035741
6150,2018-08-13,除權息,0.87566176,0.90909089,0.963228,0,30264054,33290460
8477,2018-08-13,除權,0.90905730,0.90909094,0.999963,0,20602368,22662604
2534,2018-08-14,權息,0.79228241,0.83333333,0.950739,21,617484335,740981202
2890,2018-08-15,權息,0.93758026,0.98040954,0.956315,12,11060053045,11281054106
4207,2018-08-15,除權息,0.91777778,0.97672001,0.939653,0,170152169,174207723
6126,2018-08-15,除權息,0.94242424,0.96320586,0.978425,0,125633215,130432362
2880,2018-08-16,權息,0.93128263,0.95693780,0.973190,14,11046519863,11543613256
7402,2018-08-17,除權息,0.93198294,0.94057149,0.990869,0,21468327,22824769
2505,2018-08-20,權,0.98116891,0.82773038,1.185373,16,576582479,696582479
2596,2018-08-20,除權息,0.89450102,0.97381229,0.918556,0,97381229,100000000
6508,2018-08-20,除權息,0.94285714,0.99009902,0.952286,0,83247249,84079721
8476,2018-08-20,除權,0.95220779,0.95238095,0.999818,0,38936940,40883787
3033,2018-08-21,權息,0.90996585,0.94920872,0.958657,32,326693911,344175000
5880,2018-08-21,權息,0.93234704,0.97087379,0.960317,14,12202703627,12568784736
8930,2018-08-21,除權息,0.81408451,0.84745763,0.960620,0,67423226,79559406
2701,2018-08-22,權息,0.95689679,0.97513408,0.981298,18,438778975,449967838
2887,2018-08-22,權息,0.92373987,0.95839254,0.963843,7,10206711016,10649823116
1460,2018-08-23,權,0.98039214,0.98039216,1.000000,15,490036699,499837433
2023,2018-08-23,權息,0.95238095,0.97087379,0.980952,19,1821176011,1875811292
4161,2018-08-23,除權,0.95117493,0.95436999,0.996652,0,50654844,53076736
4426,2018-08-23,權息,0.93472131,0.94339623,0.990805,14,140186135,148597303
5531,2018-08-23,權,0.95238087,0.95238095,1.000000,27,926425500,972746775
6441,2018-08-23,除權息,0.89263323,0.95238093,0.937265,0,29092625,30547257
8354,2018-08-23,除權息,0.88773585,0.90909091,0.976509,0,63743720,70118092
8423,2018-08-23,除權息,0.93205128,0.95238548,0.978649,0,20022000,21023000
8908,2018-08-23,除權,0.92755102,0.92764378,0.999900,0,153402098,165367462
1340,2018-08-24,權息,0.90083894,0.90909091,0.990923,16,126382524,139020777
2027,2018-08-24,權息,0.92753916,0.96153846,0.964641,20,945951973,983790052
2337,2018-08-24,權息,0.95089269,0.98038899,0.969914,15,1804478493,1840574009
3594,2018-08-24,除權息,0.96278119,0.97176870,0.990751,0,62780700,64604571
4716,2018-08-24,除權息,0.98366446,0.99009901,0.993501,0,74427288,75171561
6005,2018-08-24,權息,0.91796462,0.93457944,0.982222,22,2169072987,2320908097
6609,2018-08-24,除權息,0.95461741,0.98039215,0.973710,0,71035535,72456246
1229,2018-08-27,權息,0.86927672,0.90909091,0.956204,16,956484711,1052133182
1231,2018-08-27,權息,0.92629882,0.96153846,0.963351,16,159885893,166281329
2104,2018-08-27,權息,0.85610237,0.90909091,0.941713,19,628586987,691445686
3236,2018-08-27,除權息,0.84511111,0.85470086,0.988780,0,73197759,85641378
6531,2018-08-27,權息,0.93177934,0.94757378,0.983332,21,71234260,75175423
6533,2018-08-27,權,0.95238095,0.95238095,1.000000,15,40619915,42650911
9935,2018-08-27,權,1.00027823,0.90567336,1.104458,15,153623342,169623342
1516,2018-08-28,權,0.95287399,0.95287404,1.000000,16,30390653,31893673
2706,2018-08-28,權息,0.95514253,0.97304661,0.981600,16,486521695,499998346
5498,2018-08-28,除權息,0.98248848,0.98405826,0.998405,0,161895880,164518592
8076,2018-08-28,除權息,0.95681818,0.97087378,0.985523,0,251610380,259158692
9906,2018-08-28,權,0.89468273,0.89468274,1.000000,18,74566421,83343981
1718,2018-08-29,權息,0.93139476,0.93896714,0.991935,13,1429493458,1522410532
2509,2018-08-29,權息,0.86696332,0.87719298,0.988338,27,151752042,172997328
2603,2018-08-29,權息,0.93832362,0.95238095,0.985240,12,4012355986,4212973786
2640,2018-08-29,除權,0.95233918,0.95238096,0.999956,0,48757426,51195297
4303,2018-08-29,除權息,0.23375758,0.28571429,0.818152,0,20000000,70000000
4707,2018-08-29,除權息,0.90954357,0.91743120,0.991402,0,245706232,267819792
5289,2018-08-30,除權息,0.93514950,0.96932511,0.964743,0,75540752,77931286
8429,2018-08-30,權息,0.97694040,0.98328417,0.993548,9,179589216,182642233
1337,2018-08-31,權息,0.99706374,0.99561777,1.001452,12,267776108,268954729
1436,2018-09-03,權息,0.89480048,0.95238095,0.939541,18,75900000,79695000
3562,2018-09-03,除權,0.99616858,0.74388526,1.339143,0,58090000,78090000
2801,2018-09-04,權息,0.93900240,0.96153846,0.976562,8,9413000718,9789520746
6482,2018-09-04,除權,0.90923318,0.90984369,0.999329,0,15602400,17148440
1210,2018-09-05,權息,0.88943065,0.93457944,0.951691,16,736394380,787941987
2069,2018-09-05,權,0.98932770,0.92313038,1.071710,13,142036377,153863831
2836,2018-09-05,權息,0.95146246,0.96432015,0.986667,17,1003223825,1040343106
3706,2018-09-05,權息,0.83786989,0.86951237,0.963609,8,819574968,942568493
2539,2018-09-06,權息,0.88119520,0.92592593,0.951691,15,378002601,408242809
2834,2018-09-06,權息,0.93832288,0.96153846,0.975856,14,6147961724,6393880193
2845,2018-09-06,權息,0.93528161,0.97361503,0.960628,13,3182928614,3269185979
3527,2018-09-06,除權息,0.93773913,0.95534478,0.981571,0,38263001,40051510
6469,2018-09-06,除權息,0.89842615,0.91655234,0.980224,0,33501450,36551595
8403,2018-09-06,除權息,0.93722397,0.95238096,0.984085,0,92797868,97437761
9946,2018-09-06,權息,0.89226388,0.93023256,0.959184,14,261526510,281140998
2236,2018-09-10,權息,0.91077731,0.93023255,0.979086,7,38229196,41096386
4534,2018-09-10,除權息,0.95985915,0.98103232,0.978417,0,87502146,89193948
2618,2018-09-11,權息,0.93976662,0.95238095,0.986755,14,4173449024,4382121476
6499,2018-09-11,除權,0.99880734,0.86551318,1.154006,0,51931054,60000304
6016,2018-09-14,除權息,0.91773779,0.94931973,0.966732,0,613336792,646080316
4968,2018-09-18,權息,0.89869659,0.90909092,0.988566,15,54887344,60376078
2514,2018-09-20,權息,0.95956349,0.97560976,0.983553,11,493572290,505911597
2888,2018-09-20,權息,0.95853942,0.88478572,1.083358,2,10642039745,12027815940
3312,2018-09-21,權,0.98814222,0.98814229,1.000000,39,109002365,110310394
4113,2018-09-21,除權息,0.96431925,0.97454957,0.989503,0,205764581,211138137
6596,2018-09-26,除權,0.90904059,0.90909091,0.999945,0,23000000,25300000
8941,2018-09-27,除權,0.90910653,0.90909092,1.000017,0,23632403,25995643
2233,2018-09-28,除權息,0.78701422,0.81632652,0.964092,0,49214766,60288089
6246,2018-10-11,除權,0.96124031,0.96153840,0.999690,0,28436705,29574175
8450,2018-10-12,除權,0.90911111,0.91135750,0.997535,0,47957406,52621947
2812,2018-10-18,權,0.99918173,0.95745295,1.043583,31,3375508458,3525508458
4190,2018-10-18,權,0.99652356,1.00147542,0.995055,26,61089700,60999700
2022,2018-10-19,權,0.96917408,0.79155896,1.224386,36,379751976,479751976
3632,2018-10-24,除權,0.96833333,0.81235928,1.192001,0,47189738,58089738
1526,2018-10-25,權,0.94962217,0.83333333,1.139547,33,50000000,60000000
4502,2018-10-29,除權息,0.93184165,0.95238095,0.978434,0,44303661,46518844
2603,2018-10-31,權,0.99619304,0.93352499,1.067131,20,4212973786,4512973786
1235,2018-11-13,權,0.68965517,0.68965518,1.000000,16,60662337,87960388
4739,2018-11-13,權,0.98875673,0.93204876,1.060842,18,86626216,92941721
1909,2018-11-15,權,1.00083187,0.97088258,1.030847,19,1133685727,1167685727
2342,2018-11-15,權,0.96344713,0.72928055,1.321093,20,113142161,155142161
4953,2018-11-15,除權,0.97118959,0.80070998,1.212911,0,48213754,60213754
1316,2018-11-20,權息,0.83733667,0.72028809,1.162502,16,128990971,179082471
6499,2018-11-23,除權,0.99453735,0.99958351,0.994952,0,60000304,60025304
3533,2018-11-26,權,0.98111652,0.90336101,1.086074,33,93477900,103477900
5258,2018-11-26,權息,0.95188265,0.83248193,1.143427,20,74542579,89542579
9802,2018-11-26,權,0.99308131,0.96059722,1.033817,33,146273538,152273538
2929,2018-11-27,權息,0.90426380,0.95238095,0.949477,11,78709600,82645080
2718,2018-11-28,除權,0.92950000,0.53025179,1.752941,0,22576000,42576000
3321,2018-11-29,權,0.95454995,0.74789916,1.276308,20,89000000,119000000
2867,2018-12-04,權,0.99028921,0.93676147,1.057141,16,2221971471,2371971471
2618,2018-12-05,權,0.98881251,0.93493482,1.057627,36,4382121476,4687087691
5543,2018-12-05,除權,0.99047619,0.85994396,1.151792,0,30699996,35699996
3388,2018-12-18,除權,0.98082976,0.86497617,1.133938,0,64061000,74061000
2208,2018-12-22,權,0.97751560,0.83913853,1.164904,16,312991749,372991749
2439,2018-12-26,權,0.99759999,0.98036340,1.017582,15,199701223,203701223
6591,2018-12-28,權,0.97571164,0.90459108,1.078622,15,23703000,26203000
8473,2019-01-02,權,0.99812009,0.95936502,1.040397,17,132212297,137812297
1786,2019-01-07,權,0.97380828,0.91394148,1.065504,16,53100000,58100000
4556,2019-01-10,除權,0.97698864,0.84422929,1.157255,1,35228000,41728000
911608,2019-01-18,權,0.79473684,0.98285469,0.808601,14,11465000,11665000
3207,2019-01-24,除權,0.98823529,0.84007436,1.176366,0,36770341,43770341
2613,2019-02-18,權,0.97717150,0.83156301,1.175102,16,123423458,148423458
5386,2019-02-19,除權,0.91643090,0.79532789,1.152268,0,15543454,19543454
6414,2019-02-21,權,0.98946223,0.92740822,1.066911,13,77507652,83574472
1472,2019-02-25,權,0.97301600,0.93431528,1.041421,15,42672722,45672722
3346,2019-02-26,權,0.97471869,0.90103452,1.081777,18,68284000,75784000
1785,2019-03-12,除權,0.99784946,0.90876563,1.098027,0,398431243,438431243
4142,2019-04-18,權,0.94106474,0.99134128,0.949284,10,235684205,237742752
6576,2019-04-18,除權,0.97574751,0.88019681,1.108556,0,88237750,100247750
1788,2019-04-19,除權,0.99413953,0.97222222,1.022544,0,35000000,36000000
4174,2019-04-25,除權,0.98841772,0.92484931,1.068734,0,173990674,188128674
8038,2019-04-25,除權,0.99123967,0.94233617,1.051896,0,56363190,59812190
2823,2019-06-03,權,0.98429914,0.89918412,1.094658,16,4013582304,4463582304
4167,2019-06-13,除權,0.99526316,0.92538642,1.075511,0,248047711,268047711
6185,2019-06-13,除權息,0.94652778,0.98039215,0.965458,0,127321108,129867531
2231,2019-06-17,權息,0.92541024,0.93769994,0.986894,25,115169470,122821241
5864,2019-06-17,除權息,0.89482759,0.94339623,0.948517,0,224047568,237490422
1314,2019-06-27,權息,0.91133000,0.95238095,0.956896,20,2699857267,2834850130
6185,2019-06-27,除權,0.97216117,0.86654881,1.121877,0,129867531,149867531
6266,2019-06-27,除權息,0.87879800,0.93179276,0.943126,0,92197356,98946203
6112,2019-07-01,權息,0.87213599,0.90909091,0.959350,20,111233942,122357336
4557,2019-07-03,權息,0.90817361,0.86937299,1.044631,34,34608000,39808000
1529,2019-07-04,權息,0.88273107,0.68739574,1.284167,19,65967982,95967982
6499,2019-07-05,除權,0.90916667,0.90915929,1.000008,0,60441054,66480159
8462,2019-07-08,權息,0.89403350,0.90984538,0.982621,30,61902149,68035900
3630,2019-07-09,除權,0.96191304,0.86490090,1.112166,0,160049348,185049348
6525,2019-07-09,權息,0.86155675,0.90909091,0.947712,8,117315804,129047384
1592,2019-07-11,權,0.96876263,0.89187070,1.086214,17,98978250,110978250
4114,2019-07-11,除權息,0.87206612,0.88137845,0.989434,0,198377677,225076613
4306,2019-07-11,權息,0.95653582,0.92174760,1.037742,17,530062269,575062269
6666,2019-07-11,權息,0.88105727,0.90909091,0.969163,12,43080000,47388000
4977,2019-07-12,權息,0.93430408,0.97059747,0.962607,12,59828163,61640551
6123,2019-07-15,除權,0.95240275,0.95390379,0.998426,0,56316028,59037430
6654,2019-07-15,除權息,0.87634253,0.95238095,0.920160,0,31526400,33102720
5469,2019-07-16,權息,0.95047289,0.98043484,0.969440,15,450436180,459424904
6514,2019-07-16,除權息,0.81476190,0.81833058,0.995639,0,24562505,30015382
1256,2019-07-17,權息,0.88560606,0.90909091,0.974167,5,30765600,33842160
4130,2019-07-17,除權息,0.94271186,0.95266357,0.989554,0,100806000,105814900
3114,2019-07-18,除權息,0.89304124,0.92882570,0.961473,0,52014239,56000000
5263,2019-07-18,除權息,0.93374083,0.95238096,0.980428,0,53092772,55747410
5386,2019-07-18,除權息,0.85876543,0.86956522,0.987580,0,19543454,22474972
6016,2019-07-18,除權,0.97089947,0.97171434,0.999161,0,606080316,623722726
6411,2019-07-18,除權息,0.89838150,0.94073683,0.954976,0,74632727,79334331
5706,2019-07-19,權息,0.91306472,0.99618598,0.916561,16,61060575,61294353
1477,2019-07-22,權息,0.92078327,0.95238095,0.966822,16,209387220,219856581
1708,2019-07-22,權息,0.93537414,0.95238095,0.982143,15,201447866,211520260
2442,2019-07-22,權息,0.87917084,0.90936677,0.966795,21,239740337,263634372
6442,2019-07-22,權息,0.91648719,0.95238095,0.962312,12,66000000,69300000
6506,2019-07-22,除權息,0.92989691,0.98039216,0.948495,0,80745908,82360826
3611,2019-07-23,除權息,0.87794521,0.90909091,0.965740,0,38555400,42410940
6153,2019-07-23,權息,0.96185638,0.79882148,1.204094,23,399999665,500737241
9910,2019-07-23,權息,0.88339087,0.90909091,0.971730,22,667940226,734734249
3092,2019-07-24,除權息,0.87744755,0.95238095,0.921320,0,71012155,74562763
3645,2019-07-24,權息,0.92496115,0.95238095,0.971209,16,123257613,129420494
4754,2019-07-24,除權息,0.81473214,0.83333333,0.977679,0,15634340,18761208
9941,2019-07-24,權息,0.87121213,0.90909091,0.958333,30,274629205,302092125
1305,2019-07-25,權息,0.90181557,0.96153846,0.937888,26,506759546,527029927
1309,2019-07-25,權息,0.96198103,0.98039216,0.981221,25,327651855,334204892
2884,2019-07-25,權息,0.91002925,0.93195921,0.976469,18,10828900000,11619500000
5227,2019-07-25,除權,0.96534954,0.87167475,1.107465,0,210573654,241573654
6238,2019-07-25,除權息,0.91351682,0.87783793,1.040644,0,50308114,57309114
6573,2019-07-25,權息,0.96631821,0.97560976,0.990476,3,65853020,67499345
6655,2019-07-25,權,0.98789707,0.88096576,1.121380,35,66608500,75608500
8099,2019-07-25,除權息,0.92670157,0.95238095,0.973037,0,67200000,70560000
8109,2019-07-26,除權息,0.86717949,0.90909091,0.953897,0,66008549,72609404
3511,2019-07-29,除權,0.97040000,0.89194153,1.087964,0,44572945,49972945
4175,2019-07-29,除權息,0.91439024,0.94073377,0.971997,0,28240000,30019120
4943,2019-07-29,權息,0.92735583,0.89553538,1.035532,9,118416043,132229329
8931,2019-07-30,除權息,0.93111111,0.95238095,0.977667,0,116433202,122254862
1598,2019-07-31,權息,0.95881683,0.96721504,0.991317,28,92950223,96100887
