stock_id,name,market,sec_kind,date,count,reason,close,per,source,asof
3490,單井,tpex,普通股,2026-08-19,20,最近六個營業日(含當日)累積之最後成交價漲幅達39.31%(第一款)<br>當日之成交量較最近六十個營業日日平均成交量放大5.64倍(第三款)<br>當日週轉率,46.80,7.41,tpex-attention,2026-09-07
3490,單井,tpex,普通股,2026-08-20,18,最近六個營業日(含當日)累積之最後成交價漲幅達39.65%(第一款)<br>當日週轉率達6.46%(第四款),49.15,7.78,tpex-attention,2026-09-07
3490,單井,tpex,普通股,2026-08-21,30,最近六個營業日(含當日)累積之最後成交價漲幅達39.31%(第一款)<br>當日週轉率達6.43%(第四款),53.90,8.53,tpex-attention,2026-09-07
3491,昇達科,tpex,普通股,2026-08-06,35,當日本益比為147.70、股價淨值比為26.66且為其所屬產業類別股價淨值比之4倍、當日週轉率達5.12%(第六款)<br>最近六個營業日(含當日)起迄兩個營業,1350.00,147.70,tpex-attention,2026-09-07
3498,陽程,tpex,普通股,2026-08-10,19,最近六個營業日(含當日)累積之最後成交價漲幅達34.19%(第一款),125.00,95.42,tpex-attention,2026-09-07
3498,陽程,tpex,普通股,2026-08-14,11,最近六個營業日(含當日)累積之最後成交價漲幅達36.7%(第一款)<br>當日週轉率達10.33%(第四款),158.00,35.99,tpex-attention,2026-09-07
3498,陽程,tpex,普通股,2026-08-17,17,最近六個營業日(含當日)累積之最後成交價漲幅達32.06%(第一款)<br>當日週轉率達13.03%(第四款),158.50,36.10,tpex-attention,2026-09-07
3498,陽程,tpex,普通股,2026-08-18,23,最近六個營業日(含當日)累積之最後成交價漲幅達34.54%(第一款)<br>當日週轉率達10.81%(第四款),174.00,39.64,tpex-attention,2026-09-07
3498,陽程,tpex,普通股,2026-08-19,20,最近六個營業日(含當日)累積之最後成交價漲幅達44.42%(第一款)<br>當日週轉率達5.11%(第四款),190.50,43.39,tpex-attention,2026-09-07
3498,陽程,tpex,普通股,2026-08-20,18,最近六個營業日(含當日)累積之最後成交價漲幅達35.53%(第一款),183.50,41.80,tpex-attention,2026-09-07
3498,陽程,tpex,普通股,2026-08-21,30,最近六個營業日(含當日)累積之最後成交價漲幅達30.24%(第一款)<br>摩根士丹利證券公司當日受託買進該有價證券之成交量占當日該有價證券總成交量之比率為22,192.00,43.74,tpex-attention,2026-09-07
3508,位速,tpex,普通股,2026-08-19,20,最近六個營業日(含當日)累積之最後成交價漲幅達30.09%(第一款),22.75,,tpex-attention,2026-09-07
3508,位速,tpex,普通股,2026-08-20,18,最近六個營業日(含當日)累積之最後成交價漲幅達36.76%(第一款)<br>當日之成交量較最近六十個營業日日平均成交量放大7.99倍(第三款),25.00,,tpex-attention,2026-09-07
3529,力旺,tpex,普通股,2026-08-05,21,最近六個營業日(自當日之前一個營業日起)之借券賣出成交量占總成交量比率達11.1%，當日之前一個營業日借券賣出成交量較最近六十個營業日(自當日之前一個營業日起),2630.00,88.23,tpex-attention,2026-09-07
3529,力旺,tpex,普通股,2026-08-06,35,最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣370元(第十一款)<br>最近六個營業日(自當日之前一個營業日起)之借券賣出成交量占總成交量比率,2660.00,89.23,tpex-attention,2026-09-07
3529,力旺,tpex,普通股,2026-08-11,18,最近六個營業日(自當日之前一個營業日起)之借券賣出成交量占總成交量比率達16.72%，當日之前一個營業日借券賣出成交量較最近六十個營業日(自當日之前一個營業日起,2660.00,89.23,tpex-attention,2026-09-07
3529,力旺,tpex,普通股,2026-08-20,18,最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣490元(第十一款),2210.00,74.14,tpex-attention,2026-09-07
3529,力旺,tpex,普通股,2026-08-31,24,當日本益比為80.51、股價淨值比為51.39且為其所屬產業類別股價淨值比之10.7倍、當日週轉率達10.5%、星洲瑞銀證券公司當日買進該有價證券之成交金額達1,2400.00,80.51,tpex-attention,2026-09-07
36053,宏致三,tpex,其他,2026-08-11,18,最近六個營業日(含當日)累積之最後成交價漲幅達32.57%(第一款),230.00,,tpex-attention,2026-09-07
36053,宏致三,tpex,其他,2026-08-12,15,最近六個營業日(含當日)累積之最後成交價漲幅達30.17%(第一款),245.00,,tpex-attention,2026-09-07
36053,宏致三,tpex,其他,2026-08-13,13,最近六個營業日(含當日)累積之最後成交價漲幅達30.13%(第一款),269.00,,tpex-attention,2026-09-07
36053,宏致三,tpex,其他,2026-08-14,11,最近六個營業日(含當日)累積之最後成交價漲幅達25.52%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣56元(第一款),274.00,,tpex-attention,2026-09-07
3624,光頡,tpex,普通股,2026-08-11,18,最近六個營業日(含當日)累積之最後成交價漲幅達29.13%，當日週轉率達10.46%(第四款),85.20,26.63,tpex-attention,2026-09-07
3624,光頡,tpex,普通股,2026-08-31,24,最近六個營業日(自當日之前一個營業日起)之當日沖銷成交量占總成交量比率達62.58%，當日之前一個營業日當日沖銷成交量占總成交量達68.1%（第十三款),88.30,27.59,tpex-attention,2026-09-07
3625,西勝,tpex,普通股,2026-08-20,18,最近六個營業日(含當日)累積之最後成交價跌幅達34.3%(第一款)<br>中國信託證證券公司當日受託買進該有價證券之成交量占當日該有價證券總成交量之比率為29.,11.75,,tpex-attention,2026-09-07
3625,西勝,tpex,普通股,2026-08-21,30,最近六個營業日(含當日)累積之最後成交價跌幅達39.54%(第一款),11.10,,tpex-attention,2026-09-07
3625,西勝,tpex,普通股,2026-08-24,27,最近六個營業日(含當日)累積之最後成交價跌幅達32.22%(第一款),11.35,,tpex-attention,2026-09-07
3629,地心引力,tpex,普通股,2026-08-28,23,最近六個營業日(含當日)累積之最後成交價漲幅達36.8%(第一款),19.65,,tpex-attention,2026-09-07
3629,地心引力,tpex,普通股,2026-08-31,24,最近六個營業日(含當日)累積之最後成交價漲幅達37.35%(第一款),19.90,,tpex-attention,2026-09-07
3629,地心引力,tpex,普通股,2026-09-01,25,最近六個營業日(含當日)累積之最後成交價漲幅達40.71%(第一款),20.00,,tpex-attention,2026-09-07
3629,地心引力,tpex,普通股,2026-09-02,24,最近六個營業日(含當日)累積之最後成交價漲幅達30.25%(第一款),19.90,,tpex-attention,2026-09-07
3664,安瑞-KY,tpex,普通股,2026-09-01,25,最近六個營業日(含當日)累積之最後成交價漲幅達36.44%(第一款),7.59,,tpex-attention,2026-09-07
3664,安瑞-KY,tpex,普通股,2026-09-02,24,最近六個營業日(含當日)累積之最後成交價漲幅達45.77%(第一款),8.34,,tpex-attention,2026-09-07
3664,安瑞-KY,tpex,普通股,2026-09-03,23,最近六個營業日(含當日)累積之最後成交價漲幅達47.46%(第一款),9.10,,tpex-attention,2026-09-07
3664,安瑞-KY,tpex,普通股,2026-09-04,21,最近六個營業日(含當日)累積之最後成交價漲幅達38.84%(第一款),8.19,,tpex-attention,2026-09-07
3693,營邦,tpex,普通股,2026-08-06,35,最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣130.5元(第十一款),537.00,62.37,tpex-attention,2026-09-07
4105,東洋,tpex,普通股,2026-08-03,10,最近六個營業日(自當日之前一個營業日起)之借券賣出成交量占總成交量比率達9.33%，當日之前一個營業日借券賣出成交量較最近六十個營業日(自當日之前一個營業日起),74.90,11.56,tpex-attention,2026-09-07
4127,天良,tpex,普通股,2026-08-18,23,最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達161.84%(第二款),92.30,61.13,tpex-attention,2026-09-07
4127,天良,tpex,普通股,2026-09-04,21,最近六個營業日(含當日)累積之最後成交價跌幅達28.06%，元大證券公司當日受託賣出該有價證券之成交量占當日該有價證券總成交量之比率為54.23%(第五款),61.30,40.60,tpex-attention,2026-09-07
4188,安克,tpex,普通股,2026-08-25,29,最近六個營業日(含當日)累積之最後成交價漲幅達27.46%，當日之成交量較最近六十個營業日日平均成交量放大11.52倍(第三款)<br>凱基證券公司當日受託買進,13.30,,tpex-attention,2026-09-07
4188,安克,tpex,普通股,2026-08-26,26,最近六個營業日(含當日)累積之最後成交價漲幅達37.71%(第一款),14.60,,tpex-attention,2026-09-07
4188,安克,tpex,普通股,2026-08-27,27,最近六個營業日(含當日)累積之最後成交價漲幅達48.62%(第一款),16.05,,tpex-attention,2026-09-07
4188,安克,tpex,普通股,2026-08-28,23,最近六個營業日(含當日)累積之最後成交價漲幅達50.23%(第一款)<br>當日之成交量較最近六十個營業日日平均成交量放大19.6倍(第三款)<br>凱基證券公,16.15,,tpex-attention,2026-09-07
4188,安克,tpex,普通股,2026-08-31,24,最近六個營業日(含當日)累積之最後成交價漲幅達32.19%(第一款)<br>當日之成交量較最近六十個營業日日平均成交量放大5.55倍(第三款),14.85,,tpex-attention,2026-09-07
4304,勝昱,tpex,普通股,2026-08-20,18,最近六個營業日(含當日)累積之最後成交價漲幅達38.28%(第一款),23.40,,tpex-attention,2026-09-07
4304,勝昱,tpex,普通股,2026-08-21,30,最近六個營業日(含當日)累積之最後成交價漲幅達48.1%(第一款),25.70,,tpex-attention,2026-09-07
4304,勝昱,tpex,普通股,2026-08-24,27,最近六個營業日(含當日)累積之最後成交價漲幅達53.02%(第一款),26.65,,tpex-attention,2026-09-07
4304,勝昱,tpex,普通股,2026-08-25,29,最近六個營業日(含當日)累積之最後成交價漲幅達37.44%(第一款),25.15,,tpex-attention,2026-09-07
4304,勝昱,tpex,普通股,2026-08-26,26,最近六個營業日(含當日)累積之最後成交價漲幅達32.1%(第一款),26.30,,tpex-attention,2026-09-07
4304,勝昱,tpex,普通股,2026-09-07,21,最近六個營業日(含當日)累積之最後成交價跌幅達33.48%(第一款),17.30,,tpex-attention,2026-09-07
4413,飛寶企業,tpex,普通股,2026-08-14,11,最近六個營業日(含當日)累積之最後成交價漲幅達27.36%，當日之成交量較最近六十個營業日日平均成交量放大21.03倍(第三款),19.20,15.48,tpex-attention,2026-09-07
4416,三圓,tpex,普通股,2026-08-21,30,最近六個營業日(含當日)累積之最後成交價漲幅達29.47%，元大證券公司當日受託賣出該有價證券之成交量占當日該有價證券總成交量之比率為34.6%(第五款),13.75,4.39,tpex-attention,2026-09-07
4416,三圓,tpex,普通股,2026-08-24,27,最近六個營業日(含當日)累積之最後成交價漲幅達34.45%(第一款)<br>台新證券公司當日受託買進該有價證券之成交量占當日該有價證券總成交量之比率為30.13,15.10,4.82,tpex-attention,2026-09-07
4416,三圓,tpex,普通股,2026-08-25,29,最近六個營業日(含當日)累積之最後成交價漲幅達32.68%(第一款)<br>當日之成交量較最近六十個營業日日平均成交量放大6.12倍(第三款)<br>當日週轉率,15.25,4.87,tpex-attention,2026-09-07
4442,竣邦-KY,tpex,普通股,2026-08-10,19,最近六個營業日(含當日)累積之最後成交價跌幅達31.5%(第一款),52.10,11.60,tpex-attention,2026-09-07
4541,晟田,tpex,普通股,2026-08-03,10,最近六個營業日(自當日之前一個營業日起)之當日沖銷成交量占總成交量比率達72.29%，當日之前一個營業日當日沖銷成交量占總成交量達69.43%（第十三款),60.50,29.09,tpex-attention,2026-09-07
4541,晟田,tpex,普通股,2026-08-19,20,最近六個營業日(自當日之前一個營業日起)之當日沖銷成交量占總成交量比率達60.69%，當日之前一個營業日當日沖銷成交量占總成交量達66.73%（第十三款),67.60,17.20,tpex-attention,2026-09-07
4541,晟田,tpex,普通股,2026-08-28,23,最近六個營業日(自當日之前一個營業日起)之當日沖銷成交量占總成交量比率達61.07%，當日之前一個營業日當日沖銷成交量占總成交量達68.04%（第十三款),65.50,16.67,tpex-attention,2026-09-07
4542,科嶠,tpex,普通股,2026-08-06,35,當日本益比為257.98、股價淨值比為12.31且為其所屬產業類別股價淨值比之3.41倍、當日週轉率達7.68%、凱基證券公司當日賣出該有價證券之成交金額達2.,307.00,257.98,tpex-attention,2026-09-07
4542,科嶠,tpex,普通股,2026-09-01,25,當日本益比為140.37、股價淨值比為11.23且為其所屬產業類別股價淨值比之2.86倍、當日週轉率達5.92%(第六款),306.00,140.37,tpex-attention,2026-09-07
45421,科嶠一,tpex,其他,2026-08-03,10,最近六個營業日(含當日)累積之最後成交價跌幅達43.84%(第一款),288.00,,tpex-attention,2026-09-07
45421,科嶠一,tpex,其他,2026-08-04,8,最近六個營業日(含當日)累積之最後成交價跌幅達24.32%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣57元(第一款),316.00,,tpex-attention,2026-09-07
4556,旭然,tpex,普通股,2026-08-03,10,最近六個營業日(含當日)累積之最後成交價跌幅達40.8%(第一款),83.10,80.68,tpex-attention,2026-09-07
4556,旭然,tpex,普通股,2026-08-04,8,最近六個營業日(含當日)累積之最後成交價跌幅達34.73%(第一款),81.00,78.64,tpex-attention,2026-09-07
4707,磐亞,tpex,普通股,2026-08-06,35,最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達219.33%(第二款),33.85,36.40,tpex-attention,2026-09-07
4707,磐亞,tpex,普通股,2026-08-10,19,最近六個營業日(含當日)累積之最後成交價漲幅達34%(第一款)<br>最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達181.49%(第二款),31.95,34.35,tpex-attention,2026-09-07
4721,美琪瑪,tpex,普通股,2026-08-19,20,最近六個營業日(自當日之前一個營業日起)之借券賣出成交量占總成交量比率達9.01%，當日之前一個營業日借券賣出成交量較最近六十個營業日(自當日之前一個營業日起),73.10,14.71,tpex-attention,2026-09-07
4749,新應材,tpex,普通股,2026-08-06,35,最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣151元(第十一款),823.00,64.91,tpex-attention,2026-09-07
4905,台聯電,tpex,普通股,2026-08-17,17,最近六個營業日(含當日)累積之最後成交價漲幅達34.93%(第一款),93.10,7.53,tpex-attention,2026-09-07
4908,前鼎,tpex,普通股,2026-08-06,35,當日本益比為79.29、股價淨值比為6.89且為其所屬產業類別股價淨值比之1.03倍、當日週轉率達6.93%、摩根士丹利證券公司當日賣出該有價證券之成交金額達1,157.00,79.29,tpex-attention,2026-09-07
4908,前鼎,tpex,普通股,2026-08-27,27,最近六個營業日(含當日)累積之最後成交價漲幅達26.95%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣41.5元(第一款),195.50,77.89,tpex-attention,2026-09-07
4908,前鼎,tpex,普通股,2026-08-31,24,最近六個營業日(含當日)累積之最後成交價漲幅達33.13%(第一款)<br>當日週轉率達11.69%(第四款),209.00,83.27,tpex-attention,2026-09-07
4908,前鼎,tpex,普通股,2026-09-01,25,最近六個營業日(含當日)累積之最後成交價漲幅達46.52%(第一款)<br>元大證券公司當日受託買進該有價證券之成交量占當日該有價證券總成交量之比率為33.74,229.50,91.43,tpex-attention,2026-09-07
4908,前鼎,tpex,普通股,2026-09-02,24,最近六個營業日(含當日)累積之最後成交價漲幅達31.68%(第一款)<br>當日之成交量較最近六十個營業日日平均成交量放大6.6倍(第三款)<br>當日週轉率達,218.00,86.85,tpex-attention,2026-09-07
4931,新盛力,tpex,普通股,2026-08-06,35,當日本益比為68.07、股價淨值比為10.78且為其所屬產業類別股價淨值比之4.31倍、當日週轉率達8.83%、元大證券公司當日買進該有價證券之成交金額達3.8,218.50,68.07,tpex-attention,2026-09-07
4931,新盛力,tpex,普通股,2026-08-07,21,當日本益比為67.45、股價淨值比為10.68且為其所屬產業類別股價淨值比之4.46倍、當日週轉率達24.71%、單一投資人當日賣出該有價證券之成交金額達4.8,216.50,67.45,tpex-attention,2026-09-07
4931,新盛力,tpex,普通股,2026-08-10,19,最近六個營業日(含當日)累積之最後成交價漲幅達30.55%(第一款)<br>凱基證券公司當日受託買進該有價證券之成交量占當日該有價證券總成交量之比率為45.72,238.00,74.14,tpex-attention,2026-09-07
4931,新盛力,tpex,普通股,2026-08-11,18,最近六個營業日(含當日)累積之最後成交價漲幅達30.09%(第一款)<br>當日週轉率達32.81%(第四款)<br>當日本益比為79.44、股價淨值比為12.,255.00,79.44,tpex-attention,2026-09-07
4931,新盛力,tpex,普通股,2026-08-12,15,最近六個營業日(含當日)累積之最後成交價漲幅達32.18%(第一款)<br>當日週轉率達24.56%(第四款)<br>最近六個營業日(自當日之前一個營業日起)之,267.00,44.80,tpex-attention,2026-09-07
4931,新盛力,tpex,普通股,2026-08-13,13,最近六個營業日(含當日)累積之最後成交價漲幅達28.41%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣42.5元(第一款),261.00,43.79,tpex-attention,2026-09-07
4931,新盛力,tpex,普通股,2026-08-28,23,最近六個營業日(含當日)之累積週轉率為84.39%，當日週轉率達20.7%(第十款),272.50,45.72,tpex-attention,2026-09-07
4931,新盛力,tpex,普通股,2026-09-01,25,最近六個營業日(自當日之前一個營業日起)之當日沖銷成交量占總成交量比率達61.08%，當日之前一個營業日當日沖銷成交量占總成交量達62.4%（第十三款),260.50,43.71,tpex-attention,2026-09-07
4939,亞電,tpex,普通股,2026-08-05,21,最近六個營業日(自當日之前一個營業日起)之當日沖銷成交量占總成交量比率達63.78%，當日之前一個營業日當日沖銷成交量占總成交量達73.24%（第十三款),59.40,,tpex-attention,2026-09-07
4939,亞電,tpex,普通股,2026-08-07,21,最近六個營業日(自當日之前一個營業日起)之當日沖銷成交量占總成交量比率達70.01%，當日之前一個營業日當日沖銷成交量占總成交量達78.2%（第十三款),60.80,70.70,tpex-attention,2026-09-07
4939,亞電,tpex,普通股,2026-08-10,19,最近六個營業日(含當日)之累積週轉率為88.79%，當日週轉率達10.66%(第十款)<br>最近六個營業日(自當日之前一個營業日起)之當日沖銷成交量占總成交量,61.30,71.28,tpex-attention,2026-09-07
4939,亞電,tpex,普通股,2026-08-19,20,最近六個營業日(自當日之前一個營業日起)之當日沖銷成交量占總成交量比率達65.01%，當日之前一個營業日當日沖銷成交量占總成交量達70.89%（第十三款),60.50,70.35,tpex-attention,2026-09-07
4939,亞電,tpex,普通股,2026-08-20,18,最近六個營業日(含當日)之累積週轉率為80.52%，當日週轉率達22.3%(第十款),62.70,72.91,tpex-attention,2026-09-07
4939,亞電,tpex,普通股,2026-08-21,30,最近六個營業日(自當日之前一個營業日起)之當日沖銷成交量占總成交量比率達68.43%，當日之前一個營業日當日沖銷成交量占總成交量達72.58%（第十三款),66.50,77.33,tpex-attention,2026-09-07
4939,亞電,tpex,普通股,2026-08-24,27,最近六個營業日(自當日之前一個營業日起)之當日沖銷成交量占總成交量比率達68.29%，當日之前一個營業日當日沖銷成交量占總成交量達65.95%（第十三款),65.20,75.81,tpex-attention,2026-09-07
4939,亞電,tpex,普通股,2026-08-25,29,最近六個營業日(自當日之前一個營業日起)之當日沖銷成交量占總成交量比率達68.15%，當日之前一個營業日當日沖銷成交量占總成交量達68.62%（第十三款),71.70,83.37,tpex-attention,2026-09-07
4939,亞電,tpex,普通股,2026-08-26,26,最近六個營業日(含當日)累積之最後成交價漲幅達28.26%，當日週轉率達31.59%(第四款)<br>最近六個營業日(自當日之前一個營業日起)之當日沖銷成交量占,78.80,91.63,tpex-attention,2026-09-07
4939,亞電,tpex,普通股,2026-08-27,27,最近六個營業日(含當日)累積之最後成交價漲幅達37.49%(第一款)<br>當日週轉率達20.24%(第四款),86.60,100.70,tpex-attention,2026-09-07
4939,亞電,tpex,普通股,2026-08-28,23,最近六個營業日(含當日)累積之最後成交價漲幅達41.01%(第一款)<br>當日週轉率達83.55%(第四款),92.80,107.91,tpex-attention,2026-09-07
4939,亞電,tpex,普通股,2026-08-31,24,最近六個營業日(含當日)累積之最後成交價漲幅達31.08%(第一款)<br>當日週轉率達31.4%(第四款)<br>最近六個營業日(自當日之前一個營業日起)之當,89.20,103.72,tpex-attention,2026-09-07
4939,亞電,tpex,普通股,2026-09-01,25,最近六個營業日(含當日)累積之最後成交價漲幅達30.68%(第一款)<br>當日週轉率達5.02%(第四款),87.10,101.28,tpex-attention,2026-09-07
4971,IET-KY,tpex,普通股,2026-08-06,35,最近六個營業日(含當日)累積之最後成交價漲幅達33.74%(第一款)<br>當日週轉率達9.56%(第四款)<br>當日本益比為94.30、股價淨值比為9.17,480.00,94.30,tpex-attention,2026-09-07
4971,IET-KY,tpex,普通股,2026-08-07,21,最近六個營業日(含當日)累積之最後成交價漲幅達39.65%(第一款)<br>當日週轉率達6.08%(第四款),460.50,90.47,tpex-attention,2026-09-07
4971,IET-KY,tpex,普通股,2026-08-10,19,最近六個營業日(含當日)累積之最後成交價漲幅達38.7%(第一款)<br>當日週轉率達5.75%(第四款),502.00,98.62,tpex-attention,2026-09-07
4971,IET-KY,tpex,普通股,2026-08-18,23,當日本益比為109.23、股價淨值比為10.62且為其所屬產業類別股價淨值比之2.25倍、當日週轉率達13.77%(第六款),556.00,109.23,tpex-attention,2026-09-07
4971,IET-KY,tpex,普通股,2026-08-19,20,當日本益比為103.73、股價淨值比為10.09且為其所屬產業類別股價淨值比之2.18倍、當日週轉率達9.18%(第六款),528.00,103.73,tpex-attention,2026-09-07
4971,IET-KY,tpex,普通股,2026-08-20,18,當日本益比為113.95、股價淨值比為11.08且為其所屬產業類別股價淨值比之2.37倍、當日週轉率達10.82%(第六款),580.00,113.95,tpex-attention,2026-09-07
4971,IET-KY,tpex,普通股,2026-08-21,30,當日本益比為115.52、股價淨值比為11.23且為其所屬產業類別股價淨值比之2.44倍、當日週轉率達11.03%(第六款),588.00,115.52,tpex-attention,2026-09-07
4971,IET-KY,tpex,普通股,2026-08-24,27,當日本益比為104.13、股價淨值比為10.13且為其所屬產業類別股價淨值比之2.2倍、當日週轉率達7.4%(第六款),530.00,104.13,tpex-attention,2026-09-07
4971,IET-KY,tpex,普通股,2026-09-01,25,當日本益比為164.59、股價淨值比為7.06且為其所屬產業類別股價淨值比之1.42倍、當日週轉率達11.69%、單一投資人當日買進該有價證券之成交金額達4.2,660.00,164.59,tpex-attention,2026-09-07
4971,IET-KY,tpex,普通股,2026-09-04,21,最近六個營業日(自當日之前一個營業日起)之當日沖銷成交量占總成交量比率達60.96%，當日之前一個營業日當日沖銷成交量占總成交量達72.14%（第十三款),624.00,155.61,tpex-attention,2026-09-07
4973,廣穎,tpex,普通股,2026-08-06,35,最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達167.15%(第二款),162.50,17.29,tpex-attention,2026-09-07
4973,廣穎,tpex,普通股,2026-08-10,19,最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達163.75%(第二款),162.00,9.14,tpex-attention,2026-09-07
4979,華星光,tpex,普通股,2026-08-05,21,最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣107.5元(第十一款),492.00,88.97,tpex-attention,2026-09-07
4979,華星光,tpex,普通股,2026-08-07,21,最近六個營業日(含當日)累積之最後成交價漲幅達35.86%(第一款),488.00,88.25,tpex-attention,2026-09-07
4979,華星光,tpex,普通股,2026-08-10,19,最近六個營業日(含當日)累積之最後成交價漲幅達38.91%(第一款)<br>當日週轉率達6.59%(第四款)<br>元大證券公司當日受託賣出該有價證券之成交量占,536.00,96.93,tpex-attention,2026-09-07
4979,華星光,tpex,普通股,2026-08-11,18,當日本益比為92.22、股價淨值比為17.57且為其所屬產業類別股價淨值比之2.6倍、當日週轉率達14.4%(第六款),510.00,92.22,tpex-attention,2026-09-07
4979,華星光,tpex,普通股,2026-08-12,15,當日本益比為101.45、股價淨值比為19.32且為其所屬產業類別股價淨值比之2.77倍、當日週轉率達12.24%、元大證券公司當日賣出該有價證券之成交金額達2,561.00,101.45,tpex-attention,2026-09-07
4979,華星光,tpex,普通股,2026-08-13,13,當日本益比為101.99、股價淨值比為19.43且為其所屬產業類別股價淨值比之2.79倍、當日週轉率達18.56%(第六款),564.00,101.99,tpex-attention,2026-09-07
4979,華星光,tpex,普通股,2026-08-21,30,當日本益比為94.44、股價淨值比為18.51且為其所屬產業類別股價淨值比之2.65倍、當日週轉率達13.41%(第六款),577.00,94.44,tpex-attention,2026-09-07
4979,華星光,tpex,普通股,2026-08-24,27,當日本益比為89.53、股價淨值比為17.54且為其所屬產業類別股價淨值比之2.56倍、當日週轉率達9.44%(第六款),547.00,89.53,tpex-attention,2026-09-07
4979,華星光,tpex,普通股,2026-08-25,29,當日本益比為98.36、股價淨值比為19.28且為其所屬產業類別股價淨值比之2.7倍、當日週轉率達11.23%、單一投資人當日買進該有價證券之成交金額達10.8,601.00,98.36,tpex-attention,2026-09-07
4979,華星光,tpex,普通股,2026-08-26,26,當日本益比為97.87、股價淨值比為19.18且為其所屬產業類別股價淨值比之2.55倍、當日週轉率達19.04%(第六款),598.00,97.87,tpex-attention,2026-09-07
4979,華星光,tpex,普通股,2026-08-27,27,當日本益比為100.98、股價淨值比為19.79且為其所屬產業類別股價淨值比之2.57倍、當日週轉率達20.56%(第六款),617.00,100.98,tpex-attention,2026-09-07
4979,華星光,tpex,普通股,2026-08-28,23,最近六個營業日(自當日之前一個營業日起)之當日沖銷成交量占總成交量比率達62.1%，當日之前一個營業日當日沖銷成交量占總成交量達65.71%（第十三款),610.00,99.84,tpex-attention,2026-09-07
4979,華星光,tpex,普通股,2026-09-04,21,當日本益比為102.95、股價淨值比為20.17且為其所屬產業類別股價淨值比之2.59倍、當日週轉率達13.32%、單一投資人當日買進該有價證券之成交金額達17,629.00,102.95,tpex-attention,2026-09-07
4979,華星光,tpex,普通股,2026-09-07,21,當日本益比為96.56、股價淨值比為18.92且為其所屬產業類別股價淨值比之2.48倍、當日週轉率達11.01%、凱基證券公司當日賣出該有價證券之成交金額達26,590.00,96.56,tpex-attention,2026-09-07
49794,華星光四,tpex,其他,2026-08-10,19,最近六個營業日(含當日)累積之最後成交價漲幅達30.87%(第一款),262.00,,tpex-attention,2026-09-07
49794,華星光四,tpex,其他,2026-08-11,18,最近六個營業日(含當日)累積之最後成交價漲幅達31.25%(第一款),263.00,,tpex-attention,2026-09-07
4991,環宇-KY,tpex,普通股,2026-08-07,21,最近六個營業日(含當日)累積之最後成交價漲幅達39.2%(第一款)<br>星洲瑞銀證券公司當日受託買進該有價證券之成交量占當日該有價證券總成交量之比率為39.4,465.00,192.15,tpex-attention,2026-09-07
4991,環宇-KY,tpex,普通股,2026-08-10,19,最近六個營業日(含當日)累積之最後成交價漲幅達39.13%(第一款),511.00,211.16,tpex-attention,2026-09-07
4991,環宇-KY,tpex,普通股,2026-08-11,18,當日本益比為198.76、股價淨值比為13.64且為其所屬產業類別股價淨值比之2.77倍、當日週轉率達7.86%、星洲瑞銀證券公司當日買進該有價證券之成交金額達,481.00,198.76,tpex-attention,2026-09-07
4991,環宇-KY,tpex,普通股,2026-08-12,15,當日本益比為200.21、股價淨值比為13.74且為其所屬產業類別股價淨值比之2.73倍、當日週轉率達9.55%(第六款),484.50,200.21,tpex-attention,2026-09-07
4991,環宇-KY,tpex,普通股,2026-08-13,13,當日本益比為197.52、股價淨值比為13.56且為其所屬產業類別股價淨值比之2.73倍、當日週轉率達7.14%、美商高盛亞證券公司當日買進該有價證券之成交金額,478.00,197.52,tpex-attention,2026-09-07
4991,環宇-KY,tpex,普通股,2026-08-21,30,當日本益比為198.76、股價淨值比為13.64且為其所屬產業類別股價淨值比之2.97倍、當日週轉率達7.34%、星洲瑞銀證券公司當日賣出該有價證券之成交金額達,481.00,198.76,tpex-attention,2026-09-07
4991,環宇-KY,tpex,普通股,2026-08-27,27,當日本益比為167.60、股價淨值比為14.65且為其所屬產業類別股價淨值比之3.03倍、當日週轉率達6.73%、單一投資人當日買進該有價證券之成交金額達6.3,538.00,167.60,tpex-attention,2026-09-07
4991,環宇-KY,tpex,普通股,2026-08-28,23,當日本益比為161.99、股價淨值比為14.16且為其所屬產業類別股價淨值比之2.92倍、當日週轉率達7.78%、單一投資人當日賣出該有價證券之成交金額達6.2,520.00,161.99,tpex-attention,2026-09-07
