stock_id,roc_year,month,high,low,avg_price,transactions,amount,volume,turnover,asof
1456,115,3,15.65,12.35,14.06,2149,37421152,2660004,2.83,20260909
1456,115,4,16.20,13.15,14.38,2487,31885103,2216772,2.36,20260909
1456,115,5,15.10,12.50,13.64,1146,25133122,1842342,1.96,20260909
1456,115,6,15.80,12.10,14.28,2291,43985796,3078874,3.28,20260909
1456,115,7,15.20,13.20,13.90,1424,26597625,1912125,2.04,20260909
1456,115,8,14.45,13.30,13.90,985,17876458,1285603,1.37,20260909
1457,115,1,15.95,15.00,15.42,2503,47514349,3079625,0.97,20260909
1457,115,2,16.20,14.90,15.42,1290,21783552,1412626,0.44,20260909
1457,115,3,16.40,14.85,15.79,3728,68959139,4364844,1.37,20260909
1457,115,4,15.70,14.40,14.90,3001,57922760,3886886,1.22,20260909
1457,115,5,14.65,13.70,14.16,2082,42729678,3017552,0.95,20260909
1457,115,6,16.20,13.85,14.96,4463,136353662,9113430,2.87,20260909
1457,115,7,15.00,14.00,14.33,1864,39885080,2781602,0.87,20260909
1457,115,8,14.70,13.90,14.28,1469,31579441,2211016,0.69,20260909
1459,115,1,12.10,11.60,11.81,1897,32798720,2775501,0.77,20260909
1459,115,2,13.10,11.60,12.38,2631,33954397,2740944,0.76,20260909
1459,115,3,12.75,11.55,11.83,2638,49216786,4160126,1.16,20260909
1459,115,4,11.90,11.55,11.69,1832,32072996,2742582,0.76,20260909
1459,115,5,12.20,11.55,11.81,2221,49403591,4182236,1.16,20260909
1459,115,6,11.95,11.30,11.67,1970,43919239,3762501,1.04,20260909
1459,115,7,12.30,11.55,11.87,1595,30989018,2610138,0.72,20260909
1459,115,8,15.90,12.45,14.92,3393,91910227,6157750,1.71,20260909
1460,115,1,6.80,6.26,6.47,5198,92991563,14350791,2.06,20260909
1460,115,2,6.87,6.45,6.74,3422,60887739,9024275,1.29,20260909
1460,115,3,7.38,6.46,6.96,8076,154000391,22119157,3.18,20260909
1460,115,4,7.20,6.59,6.94,5679,94797813,13649748,1.96,20260909
1460,115,5,7.33,6.80,7.05,5962,108488738,15366760,2.21,20260909
1460,115,6,7.60,6.78,7.17,7200,125594259,17503931,2.51,20260909
1460,115,7,8.80,6.57,7.79,17796,302355240,38765658,5.58,20260909
1460,115,8,6.80,6.51,6.64,3147,32988297,4967032,0.71,20260909
1463,115,1,18.80,17.00,17.64,2796,29085287,1648718,0.95,20260909
1463,115,2,18.45,17.40,18.04,1831,11926726,660790,0.38,20260909
1463,115,3,18.65,17.00,17.81,5422,34300559,1925838,1.11,20260909
1463,115,4,19.70,16.55,17.98,2731,72342476,4022135,2.32,20260909
1463,115,5,18.90,17.55,18.11,1363,18772916,1036275,0.59,20260909
1463,115,6,17.95,16.80,17.51,1554,19385683,1106507,0.63,20260909
1463,115,7,18.30,17.25,17.72,1567,41247539,2327295,1.34,20260909
1463,115,8,18.00,17.25,17.62,783,16212571,919685,0.53,20260909
1464,115,1,12.10,10.85,11.51,7614,130921724,11374261,2.67,20260909
1464,115,2,11.25,10.95,11.09,3558,49013616,4418650,1.03,20260909
1464,115,3,11.35,10.25,10.67,20941,112682050,10554028,2.47,20260909
1464,115,4,10.60,10.00,10.30,12523,89978520,8735722,2.05,20260909
1464,115,5,10.40,9.89,10.05,7330,116256115,11559977,2.71,20260909
1464,115,6,10.85,10.00,10.32,7740,138550586,13418648,3.15,20260909
1464,115,7,11.45,10.15,10.68,8187,156373552,14634079,3.43,20260909
1464,115,8,10.60,10.05,10.25,4214,55723680,5432231,1.27,20260909
1465,115,1,12.70,12.35,12.50,2983,17530769,1402110,1.35,20260909
1465,115,2,12.55,12.20,12.39,1500,8542167,689361,0.66,20260909
1465,115,3,12.55,11.80,12.20,5538,48722819,3993613,3.85,20260909
1465,115,4,13.20,12.00,12.46,2591,26051715,2090145,2.01,20260909
1465,115,5,12.65,11.80,12.14,2069,18233145,1500909,1.44,20260909
1465,115,6,12.80,12.00,12.44,3307,36014702,2894857,2.79,20260909
1465,115,7,14.20,12.20,12.99,3588,47380021,3645296,3.51,20260909
1465,115,8,12.75,11.85,12.11,2965,44872952,3702668,3.57,20260909
1466,115,1,15.10,13.45,14.34,2293,50051415,3488957,3.13,20260909
1466,115,2,19.95,14.20,17.15,9016,345583287,20145373,18.12,20260909
1466,115,3,21.00,15.55,18.21,7671,240686302,13216786,11.89,20260909
1466,115,4,17.95,15.80,16.60,2971,72028606,4337019,3.90,20260909
1466,115,5,16.40,13.50,14.72,2831,64662444,4392395,3.95,20260909
1466,115,6,15.20,13.75,14.28,3924,102448888,7173709,6.45,20260909
1466,115,7,20.10,15.00,17.90,26617,1086927219,60693942,54.60,20260909
1466,115,8,17.30,15.15,16.31,4793,138737638,8503626,7.65,20260909
1467,115,1,8.38,7.12,7.89,5885,77847152,9857669,5.86,20260909
1467,115,2,7.61,7.25,7.43,1627,14642548,1969825,1.17,20260909
1467,115,3,7.64,6.93,7.14,3329,26580872,3722249,2.21,20260909
1467,115,4,8.43,6.96,7.55,5416,83661788,11074276,6.58,20260909
1467,115,5,7.28,6.84,7.02,4132,37562385,5349063,3.17,20260909
1467,115,6,8.27,6.90,7.48,5438,58304785,7790385,4.63,20260909
1467,115,7,10.65,7.25,9.50,15270,283621227,29840873,17.74,20260909
1467,115,8,10.35,8.20,9.09,6003,75836380,8336188,4.95,20260909
1468,115,1,13.60,11.60,12.43,729,12768564,1027179,0.64,20260909
1468,115,2,13.50,12.50,13.03,442,7545444,578697,0.36,20260909
1468,115,3,13.45,11.35,12.20,908,13530316,1108666,0.69,20260909
1468,115,4,12.75,11.30,12.04,936,14489896,1202871,0.74,20260909
1468,115,5,12.55,11.60,12.02,741,11634622,967773,0.60,20260909
1468,115,6,12.15,11.35,11.81,872,12664718,1071994,0.66,20260909
1468,115,7,14.95,11.80,13.14,1115,17154387,1305170,0.81,20260909
1468,115,8,14.10,12.65,13.22,875,15007056,1134941,0.70,20260909
1470,115,1,24.10,21.90,22.89,104,2103195,91871,0.10,20260909
1470,115,2,24.60,22.50,23.29,78,1867372,80155,0.09,20260909
1470,115,3,24.35,21.20,22.35,196,4182007,187110,0.21,20260909
1470,115,4,23.95,21.50,22.50,237,5929085,263453,0.30,20260909
1470,115,5,22.90,20.50,21.53,292,14246815,661608,0.77,20260909
1470,115,6,23.00,21.20,22.37,201,4979134,222568,0.25,20260909
1470,115,7,23.85,20.55,22.42,205,4767961,212636,0.24,20260909
1470,115,8,24.65,22.40,23.36,184,6628423,283658,0.33,20260909
1471,115,1,15.55,8.68,12.89,22747,677207427,52521405,36.11,20260909
1471,115,2,13.60,10.70,12.35,9984,223960817,18132917,12.46,20260909
1471,115,3,14.50,11.50,13.29,25504,601185386,45229750,31.10,20260909
1471,115,4,14.00,11.15,12.28,10643,209714499,17074043,11.74,20260909
1471,115,5,11.65,10.00,10.75,7224,152361407,14167851,9.74,20260909
1471,115,6,12.40,10.35,11.39,11305,280442850,24604631,16.92,20260909
1471,115,7,11.30,8.88,10.23,4907,103454909,10112850,6.95,20260909
1471,115,8,10.60,9.12,9.81,4442,77976087,7944658,5.46,20260909
1472,115,1,92.70,85.00,88.80,1113,77839629,876561,2.50,20260909
1472,115,2,92.80,86.70,90.42,4296,55438733,613117,1.75,20260909
1472,115,3,99.10,85.80,93.52,3683,146309677,1564318,4.47,20260909
1472,115,4,98.00,89.10,94.65,1174,50173844,530091,1.51,20260909
1472,115,5,91.40,87.60,89.92,698,28109740,312590,0.89,20260909
1472,115,6,92.60,82.30,97.64,2098,570251420,5839791,16.69,20260909
1472,115,7,91.00,86.00,88.42,1313,113224292,1280474,3.65,20260909
1472,115,8,90.00,85.10,88.19,774,64783631,734554,2.09,20260909
1473,115,1,27.45,23.45,26.10,7837,214500302,8216544,5.62,20260909
1473,115,2,26.00,24.40,25.20,2325,43006173,1705952,1.16,20260909
1473,115,3,25.35,23.15,23.95,3995,57518613,2401035,1.64,20260909
1473,115,4,24.75,21.00,22.95,6163,68174438,2970051,2.03,20260909
1473,115,5,21.35,19.95,20.50,4923,53223367,2595330,1.77,20260909
1473,115,6,21.85,19.70,20.46,3530,50812045,2482576,1.69,20260909
1473,115,7,21.20,19.40,20.18,2978,36786944,1822361,1.24,20260909
1473,115,8,20.20,19.50,19.89,1675,21025660,1056775,0.72,20260909
1474,115,1,10.80,10.00,10.35,4864,37292992,3602291,2.77,20260909
1474,115,2,10.60,10.00,10.26,1512,22712043,2213500,1.70,20260909
1474,115,3,10.35,9.92,10.07,2725,25132355,2493694,1.91,20260909
1474,115,4,10.65,9.91,10.22,1837,19521375,1910018,1.47,20260909
1474,115,5,10.15,9.51,9.83,4326,24893867,2530468,1.94,20260909
1474,115,6,10.95,9.77,10.20,2624,27845331,2728578,2.10,20260909
1474,115,7,11.65,10.00,10.73,3287,50774187,4728961,3.64,20260909
1474,115,8,10.25,9.88,10.01,1101,11478908,1146538,0.88,20260909
1475,115,1,33.85,30.05,32.03,712,21672456,676481,1.02,20260909
1475,115,2,32.50,30.00,30.89,452,14555939,471070,0.71,20260909
1475,115,3,30.80,27.25,28.85,758,24646272,854178,1.29,20260909
1475,115,4,30.70,27.50,29.03,799,25753293,887046,1.34,20260909
1475,115,5,28.00,24.50,26.25,968,31871832,1214156,1.83,20260909
1475,115,6,27.70,24.15,26.21,699,22274755,849707,1.28,20260909
1475,115,7,28.10,26.00,26.88,414,11551483,429587,0.65,20260909
1475,115,8,27.55,24.90,26.12,529,18521843,709014,1.07,20260909
1476,115,1,425.00,376.00,402.78,27108,8259569089,20505957,7.47,20260909
1476,115,2,441.50,392.00,422.44,17758,12487268456,29559793,10.77,20260909
1476,115,3,426.00,328.00,368.18,41459,9816796840,26662727,9.71,20260909
1476,115,4,355.50,315.50,334.87,35808,9793673404,29246054,10.65,20260909
1476,115,5,353.00,319.00,336.92,37212,10084904091,29931767,10.90,20260909
1476,115,6,366.50,307.50,335.85,53898,14343070670,42706338,15.56,20260909
1476,115,7,357.50,310.50,338.30,42789,13171097233,38932957,14.19,20260909
1476,115,8,368.00,300.50,329.60,46474,9532361795,28920879,10.54,20260909
1477,115,1,344.00,279.50,316.99,92189,10558335236,33307982,13.50,20260909
1477,115,2,327.00,304.00,317.34,29946,4216026798,13285498,5.38,20260909
1477,115,3,325.00,226.00,279.28,59565,12281196279,43973998,17.82,20260909
1477,115,4,234.00,210.00,218.85,44555,8329373732,38058829,15.42,20260909
1477,115,5,232.00,203.00,217.67,66035,12202491412,56058257,22.72,20260909
1477,115,6,234.00,210.00,220.99,71859,14994683313,67849371,27.50,20260909
1477,115,7,234.00,210.00,222.31,68135,10043983705,45180037,18.31,20260909
1477,115,8,229.50,191.00,208.88,71115,9706212337,46465882,18.83,20260909
1503,115,1,252.00,167.50,216.34,257569,41719434796,192835610,37.01,20260909
1503,115,2,242.50,200.50,221.41,89427,13509478149,61014705,11.71,20260909
1503,115,3,233.00,178.00,206.25,92270,13279528720,64382649,12.35,20260909
1503,115,4,201.50,178.50,191.72,48543,5895203549,30748486,5.90,20260909
1503,115,5,239.00,181.00,210.36,125905,22886060607,108792627,20.88,20260909
1503,115,6,269.50,211.00,237.24,182131,37537233790,158222751,30.37,20260909
1503,115,7,246.50,181.00,214.34,69588,10620450585,49547989,9.51,20260909
1503,115,8,213.50,190.50,201.28,48954,6560805043,32594899,6.25,20260909
1504,115,1,95.00,81.10,87.41,511486,61046623827,698328614,29.38,20260909
1504,115,2,84.30,78.00,81.16,128435,13665770840,168364384,7.08,20260909
1504,115,3,81.90,59.80,70.19,173304,14843230653,211467949,8.89,20260909
1504,115,4,65.80,58.50,61.77,135644,11723992820,189775336,7.98,20260909
1504,115,5,77.50,62.80,72.42,305402,41265068054,569782217,23.97,20260909
1504,115,6,89.60,67.00,78.00,490777,60582977275,776636796,32.68,20260909
1504,115,7,74.90,60.00,67.99,199089,18182274885,267399250,11.25,20260909
1504,115,8,75.50,63.30,70.87,174845,13978224945,197236367,8.29,20260909
1506,115,1,13.90,11.40,12.71,4357,112078150,8813450,6.55,20260909
1506,115,2,12.35,11.50,11.70,1565,34434262,2941449,2.18,20260909
1506,115,3,11.65,10.85,11.34,2007,41389436,3648328,2.71,20260909
1506,115,4,11.45,10.60,11.02,2024,45058726,4087311,3.04,20260909
1506,115,5,11.10,9.95,10.41,2893,62014083,5951775,4.42,20260909
1506,115,6,10.85,9.90,10.17,4169,106883684,10499720,7.81,20260909
1506,115,7,11.40,10.00,10.63,3669,84494575,7942406,5.91,20260909
1506,115,8,10.65,10.05,10.24,1701,39972546,3901008,2.90,20260909
1512,115,1,9.39,7.03,8.39,3724,42126128,5016545,7.65,20260909
1512,115,2,8.25,7.67,7.89,1408,10727435,1358456,2.07,20260909
1512,115,3,8.51,6.91,7.75,3149,28645106,3693731,5.63,20260909
1512,115,4,8.08,7.15,7.40,4708,16214022,2188594,3.34,20260909
1512,115,5,7.66,6.50,7.01,1578,15187055,2164004,3.30,20260909
1512,115,6,7.58,6.50,6.92,2087,21143325,3052910,4.65,20260909
1512,115,7,7.37,6.50,6.90,1523,14238267,2061163,3.14,20260909
1512,115,8,6.85,6.27,6.56,1001,9092792,1384300,2.11,20260909
1513,115,1,189.00,144.50,172.84,392999,70226505688,406286610,80.75,20260909
1513,115,2,178.00,157.00,167.75,89480,15435954994,92016619,18.28,20260909
1513,115,3,175.00,142.50,157.71,128613,15625319878,99072279,19.69,20260909
1513,115,4,158.00,143.50,150.88,89263,12816078969,84937619,16.88,20260909
1513,115,5,177.00,146.50,162.00,235504,36900462199,227772729,45.27,20260909
1513,115,6,201.00,155.00,179.04,334343,66277608860,370175557,73.57,20260909
1513,115,7,182.00,145.50,165.43,111208,14868942755,89879313,17.86,20260909
1513,115,8,177.00,152.50,167.11,101836,11826474818,70768302,14.06,20260909
1514,115,1,148.00,96.00,128.07,273245,45347939033,354078877,129.64,20260909
1514,115,2,132.50,116.00,125.44,75492,10506521365,83752211,30.66,20260909
1514,115,3,129.00,100.00,115.81,69854,7949132501,68636733,25.13,20260909
1514,115,4,117.50,100.00,110.13,52156,5073498764,46068085,16.86,20260909
1514,115,5,136.50,112.00,123.80,173585,19378132837,156518784,57.31,20260909
1514,115,6,149.50,114.00,129.08,136754,20568273202,159342047,58.34,20260909
1514,115,7,130.00,90.20,114.88,85720,12199634232,106191531,38.88,20260909
1514,115,8,111.50,96.00,102.77,35600,3189145359,31029212,11.36,20260909
1515,115,1,29.90,26.50,27.75,6794,240137649,8650591,4.76,20260909
1515,115,2,27.00,25.60,26.26,2790,90447119,3443144,1.89,20260909
1515,115,3,27.20,23.55,25.08,7193,155912370,6214306,3.42,20260909
1515,115,4,24.20,21.30,22.88,4710,137526450,6008803,3.31,20260909
1515,115,5,24.10,21.15,22.42,8047,282640808,12602545,6.94,20260909
1515,115,6,33.55,21.50,27.67,34376,1520141462,54929768,30.26,20260909
1515,115,7,45.10,27.25,38.53,62433,3552284775,92177361,50.79,20260909
1515,115,8,39.50,27.35,34.15,42083,2053575493,60130641,33.13,20260909
1516,115,1,23.15,20.40,21.93,2254,25553869,1164999,2.91,20260909
1516,115,2,23.85,20.35,22.69,1601,50180567,2211202,5.52,20260909
1516,115,3,26.05,19.80,23.72,7354,94692010,3991482,9.97,20260909
1516,115,4,21.80,19.60,20.44,4568,23508818,1149820,2.87,20260909
1516,115,5,22.30,20.55,21.64,1683,45577120,2106046,5.26,20260909
1516,115,6,22.20,19.00,20.93,1236,21696139,1036575,2.59,20260909
1516,115,7,19.15,14.70,16.92,1373,11947608,705820,1.76,20260909
1516,115,8,16.20,14.00,13.88,1026,13328209,959766,2.39,20260909
1517,115,1,13.50,10.55,12.46,10472,203696099,16338094,7.42,20260909
1517,115,2,12.80,11.60,12.05,2792,45862972,3803358,1.72,20260909
1517,115,3,12.50,11.05,11.61,5732,60586926,5215445,2.37,20260909
1517,115,4,11.50,10.30,10.97,5506,55349519,5044248,2.29,20260909
1517,115,5,10.40,9.94,10.09,4840,57872677,5732976,2.60,20260909
1517,115,6,10.90,9.95,10.44,5452,71115323,6809514,3.09,20260909
1517,115,7,13.30,10.35,12.01,19716,429319942,35720308,16.23,20260909
1517,115,8,12.80,11.10,11.74,8790,162336536,13825668,6.28,20260909
1519,115,1,1100.00,731.00,917.56,310870,125854062586,137161162,43.42,20260909
1519,115,2,1115.00,908.00,981.78,145652,57276781728,58339534,18.46,20260909
1519,115,3,1070.00,783.00,914.49,231264,64518400964,70550705,22.33,20260909
1519,115,4,942.00,778.00,870.25,191542,52859670383,60740319,19.22,20260909
1519,115,5,944.00,770.00,874.91,246225,65754887652,75155322,23.79,20260909
1519,115,6,997.00,744.00,857.14,254290,74487359768,86902052,27.51,20260909
1519,115,7,800.00,636.00,714.51,158278,27850910909,38978746,12.33,20260909
1519,115,8,777.00,650.00,721.66,123295,27169825595,37648617,10.83,20260909
1521,115,1,31.15,23.30,28.58,3194,85719831,2998525,3.93,20260909
1521,115,2,28.05,25.80,26.79,783,10072150,375949,0.49,20260909
1521,115,3,27.10,24.00,25.42,1252,13592025,534572,0.70,20260909
1521,115,4,26.95,24.15,25.10,2934,12964169,516415,0.67,20260909
1521,115,5,29.60,24.10,26.70,1184,33142404,1240874,1.62,20260909
1521,115,6,29.80,25.25,27.35,1756,58577626,2141400,2.80,20260909
1521,115,7,26.50,24.55,25.46,688,14041445,551494,0.72,20260909
1521,115,8,26.40,24.65,25.54,500,10120909,396274,0.51,20260909
1522,115,1,53.80,44.35,50.18,47961,2530255066,50423134,16.11,20260909
1522,115,2,49.80,43.40,45.72,14389,700448942,15320269,4.89,20260909
1522,115,3,44.20,31.45,36.42,21792,942528341,25879376,8.27,20260909
1522,115,4,33.90,30.80,31.97,12330,501099495,15671281,5.00,20260909
1522,115,5,34.55,28.55,32.04,29390,1383158457,43161922,13.79,20260909
1522,115,6,33.95,28.95,31.83,30174,816236780,25636668,8.19,20260909
1522,115,7,31.10,26.50,29.17,11222,377663116,12942563,4.13,20260909
1522,115,8,29.75,27.50,28.25,9096,274977019,9732127,3.11,20260909
1524,115,1,36.75,27.45,33.41,72496,3466181742,103744456,62.75,20260909
1524,115,2,34.00,30.60,32.05,10324,405385873,12646430,7.65,20260909
1524,115,3,31.25,28.05,29.58,18386,641837063,21691229,13.12,20260909
1524,115,4,31.10,27.15,29.56,14650,509769552,17244393,10.43,20260909
1524,115,5,35.05,27.80,31.57,27057,1474586112,46693683,28.24,20260909
1524,115,6,34.20,28.50,31.81,35515,996268099,31314767,18.94,20260909
1524,115,7,30.20,25.00,27.46,15041,309400016,11264634,6.81,20260909
1524,115,8,27.80,26.05,27.09,6800,193349878,7137115,4.31,20260909
1525,115,1,67.30,62.00,63.50,759,32714371,515147,0.70,20260909
1525,115,2,64.90,61.10,63.03,457,25413283,403157,0.54,20260909
1525,115,3,65.00,60.20,61.95,1006,46313081,747482,1.01,20260909
1525,115,4,65.90,59.70,62.00,766,44469085,717164,0.97,20260909
1525,115,5,72.90,57.40,65.39,1742,92981415,1421895,1.93,20260909
1525,115,6,71.70,62.10,66.59,969,44584897,669503,0.91,20260909
1525,115,7,69.80,65.10,67.32,870,27221511,404316,0.55,20260909
1525,115,8,69.00,64.30,67.19,782,28044578,417361,0.56,20260909
1526,115,1,24.20,16.50,21.91,9396,283007725,12915035,21.52,20260909
1526,115,2,21.60,19.55,20.49,2903,52167339,2545558,4.24,20260909
1526,115,3,20.85,16.50,18.27,8128,69647744,3811628,6.35,20260909
1526,115,4,17.25,16.10,16.58,5424,46728719,2817957,4.69,20260909
1526,115,5,16.45,14.05,15.12,2766,42253618,2793263,4.65,20260909
1526,115,6,15.70,13.90,14.68,2277,41538194,2829107,4.71,20260909
1526,115,7,20.70,13.80,17.91,18959,607040986,33880067,56.46,20260909
1526,115,8,19.45,16.05,18.01,9137,252921896,14038843,23.39,20260909
1527,115,1,38.90,32.20,36.13,15709,593793839,16434223,11.85,20260909
1527,115,2,34.85,33.50,34.08,3222,85120053,2497273,1.80,20260909
1527,115,3,33.80,31.80,32.45,10156,250872342,7729721,5.57,20260909
1527,115,4,33.50,32.05,32.71,7130,122921631,3757260,2.71,20260909
1527,115,5,33.55,31.80,32.61,4957,208146099,6382233,4.60,20260909
1527,115,6,34.00,32.45,33.27,5068,182276809,5477528,3.95,20260909
1527,115,7,34.75,33.05,33.72,5447,189653534,5623398,4.05,20260909
1527,115,8,33.35,31.95,32.64,3346,101311506,3103778,2.23,20260909
1528,115,1,34.00,20.80,28.30,108231,5549963965,196071628,102.47,20260909
1528,115,2,30.45,21.60,25.09,68535,3245958647,129336395,67.59,20260909
1528,115,3,26.95,20.20,23.84,116954,4807962780,201667321,105.40,20260909
1528,115,4,31.75,24.00,27.95,292453,16737410672,598628036,312.87,20260909
1528,115,5,30.25,24.20,27.12,82921,3885192558,143228374,74.85,20260909
1528,115,6,32.70,22.80,28.49,90222,4143757186,145436200,76.01,20260909
1528,115,7,24.70,16.20,20.93,22635,677865302,32376248,16.92,20260909
1528,115,8,19.95,17.00,18.83,10908,266658503,14157829,7.39,20260909
1529,115,1,29.50,18.60,25.08,51247,2284277784,91056491,58.71,20260909
1529,115,2,27.15,22.30,25.24,16094,700465925,27750329,17.89,20260909
1529,115,3,29.85,23.10,27.33,54386,2569142592,93982097,60.59,20260909
1529,115,4,25.00,21.70,23.43,14648,389142302,16608609,10.70,20260909
1529,115,5,23.80,19.75,21.86,14623,438323738,20048991,12.92,20260909
1529,115,6,25.80,21.05,23.54,17166,605944154,25733909,16.59,20260909
1529,115,7,23.70,16.00,20.14,11434,325952285,16182052,10.43,20260909
1529,115,8,18.15,16.50,17.12,5731,115127901,6724725,4.33,20260909
1530,115,1,31.10,26.95,29.25,3271,39706405,1357335,1.43,20260909
1530,115,2,30.00,28.35,28.93,1250,10458739,361404,0.38,20260909
1530,115,3,29.00,25.75,26.86,2659,21300992,792868,0.83,20260909
1530,115,4,28.95,26.00,27.22,1900,17789241,653393,0.69,20260909
1530,115,5,36.80,25.60,33.43,8980,250492706,7492240,7.92,20260909
1530,115,6,35.45,28.10,31.70,5629,128032531,4037624,4.26,20260909
1530,115,7,31.45,27.00,29.41,2905,51537770,1751948,1.85,20260909
1530,115,8,30.30,26.90,28.61,1808,22388463,782386,0.82,20260909
1531,115,1,13.15,11.75,12.48,3078,34582832,2770698,1.52,20260909
1531,115,2,12.85,12.00,12.31,1387,19267672,1564811,0.85,20260909
1531,115,3,13.00,11.40,12.39,3381,40814579,3293910,1.80,20260909
1531,115,4,13.55,12.50,13.15,2967,52036093,3956901,2.17,20260909
1531,115,5,13.25,12.00,12.48,2531,50021869,4006868,2.20,20260909
1531,115,6,13.25,12.15,12.81,3054,64105705,5002616,2.74,20260909
1531,115,7,13.35,12.65,12.97,2169,49963729,3850926,2.11,20260909
1531,115,8,13.70,11.95,12.99,2902,63500985,4887357,2.68,20260909
1532,115,1,26.30,24.35,25.24,11127,402338477,15939258,3.77,20260909
1532,115,2,24.55,23.70,24.18,4390,160793553,6648186,1.57,20260909
1532,115,3,24.45,21.40,22.87,9256,360280130,15747489,3.72,20260909
1532,115,4,22.25,20.70,21.56,7981,288245708,13366635,3.16,20260909
1532,115,5,21.30,20.05,20.62,9334,349307880,16932555,4.00,20260909
1532,115,6,24.40,20.90,22.79,11139,462622287,20298297,4.80,20260909
1532,115,7,23.75,21.35,22.80,7104,301987605,13242025,3.13,20260909
1532,115,8,23.25,21.05,22.23,4492,150239005,6757465,1.59,20260909
1533,115,1,35.50,30.95,32.97,5205,152223552,4616979,4.68,20260909
1533,115,2,31.75,29.95,30.75,1269,33197971,1079318,1.09,20260909
1533,115,3,31.90,29.00,30.29,1821,55324995,1826124,1.85,20260909
1533,115,4,33.30,29.00,31.71,3639,125159078,3946551,4.00,20260909
1533,115,5,41.80,32.45,37.17,13410,559121022,15039623,15.26,20260909
1533,115,6,41.00,35.10,38.33,6092,261547659,6821994,6.92,20260909
1533,115,7,38.50,30.40,34.90,3428,129029730,3696350,3.75,20260909
1533,115,8,33.80,30.90,32.04,2224,78086198,2436954,2.47,20260909
1535,115,1,54.00,51.90,52.84,2072,65595181,1241369,1.00,20260909
1535,115,2,51.90,45.00,48.36,3189,134892467,2789021,2.25,20260909
1535,115,3,55.50,49.20,52.67,3665,144201077,2737404,2.21,20260909
1535,115,4,53.30,50.00,51.77,1876,67719641,1308033,1.05,20260909
1535,115,5,51.30,48.75,49.63,2101,81945837,1651125,1.33,20260909
1535,115,6,53.70,48.75,50.51,2906,140205011,2775655,2.24,20260909
1535,115,7,51.30,45.20,48.18,2804,108897504,2260178,1.82,20260909
1535,115,8,46.75,45.45,46.02,1175,39804730,864828,0.69,20260909
1536,115,1,67.80,53.60,61.79,84393,6229231912,100800139,36.13,20260909
1536,115,2,63.90,57.30,61.35,26457,1704111619,27773012,9.95,20260909
1536,115,3,62.90,48.90,53.47,49666,2344447061,43841010,15.71,20260909
1536,115,4,53.30,47.10,50.45,29498,1651928802,32739141,11.73,20260909
1536,115,5,57.30,47.90,52.49,52393,4015290036,76490842,27.42,20260909
1536,115,6,55.60,46.55,50.31,35481,2290680743,45526623,16.32,20260909
1536,115,7,57.20,44.80,52.28,65122,4752660021,90899642,32.58,20260909
1536,115,8,53.40,46.00,50.89,26231,1444678692,28385421,10.17,20260909
1537,115,1,126.00,122.00,123.85,2753,187307854,1512316,1.84,20260909
1537,115,2,125.50,122.00,123.69,1621,89070089,720102,0.87,20260909
1537,115,3,126.00,122.00,123.67,2078,162511532,1314068,1.60,20260909
1537,115,4,125.50,122.00,123.64,2483,168456690,1362372,1.66,20260909
1537,115,5,126.50,121.50,124.74,2647,255043476,2044560,2.49,20260909
1537,115,6,130.00,124.50,126.56,2676,237496893,1876443,2.28,20260909
1537,115,7,129.50,124.50,126.17,2399,257178247,2038252,2.48,20260909
1537,115,8,128.50,118.50,123.63,4151,407181159,3293317,4.01,20260909
1538,115,1,27.55,25.10,26.43,265,5495145,207897,2.51,20260909
1538,115,2,27.20,23.00,25.66,280,6536903,254682,3.08,20260909
1538,115,3,23.00,12.80,16.04,815,10580363,659409,7.97,20260909
1538,115,4,14.55,12.15,12.64,460,5429449,429503,5.19,20260909
1538,115,5,13.35,10.95,11.60,341,4231285,364464,4.40,20260909
1538,115,6,12.00,10.95,11.48,203,1558237,135708,1.64,20260909
1538,115,7,11.00,9.37,10.15,188,1366194,134561,1.62,20260909
1538,115,8,9.20,8.96,9.24,85,129159,13975,0.16,20260909
1539,115,1,22.00,16.80,20.16,6047,185290986,9186718,14.05,20260909
1539,115,2,18.70,17.75,18.11,829,18590918,1026234,1.56,20260909
1539,115,3,18.15,16.00,16.90,2089,42168127,2494248,3.81,20260909
1539,115,4,16.70,16.00,16.28,1052,30146760,1850637,2.83,20260909
1539,115,5,16.75,15.05,15.92,1618,37473261,2353649,3.60,20260909
1539,115,6,16.90,15.30,15.90,1489,39693693,2495550,3.81,20260909
1539,115,7,17.30,15.40,16.23,2220,58196408,3585108,5.48,20260909
1539,115,8,16.70,15.55,16.06,908,17609974,1095887,1.67,20260909
1540,115,1,28.80,22.60,26.51,21299,851196391,32104259,37.56,20260909
1540,115,2,25.75,23.55,24.35,3411,97596149,4007167,4.68,20260909
1540,115,3,23.75,21.15,22.36,7434,134502535,6013493,7.03,20260909
1540,115,4,22.60,20.00,21.52,7006,126901013,5895443,6.89,20260909
1540,115,5,21.95,20.30,21.06,5076,136719309,6490212,7.59,20260909
1540,115,6,23.65,21.05,22.19,5439,173584923,7819804,9.14,20260909
1540,115,7,23.75,18.30,21.82,7368,223308330,10232040,11.97,20260909
1540,115,8,20.65,18.85,19.63,8534,68265622,3476787,4.06,20260909
1541,115,1,30.85,22.35,27.91,3628,118306302,4238221,5.37,20260909
