stock_id,name,susp_date,susp_time,resume_date,resume_time,days
038544,CN中信,2016-05-13,8:00,2016-05-16,8:00,3
03876P,台新6W,2016-05-13,8:00,2016-05-16,8:00,3
039076,LJ統一,2016-05-13,8:00,2016-05-16,8:00,3
039586,3F兆豐,2016-05-13,8:00,2016-05-16,8:00,3
039735,GC中信,2016-05-13,8:00,2016-05-16,8:00,3
039815,1N統一,2016-05-13,8:00,2016-05-16,8:00,3
039926,1Y統一,2016-05-13,8:00,2016-05-16,8:00,3
039996,BP國泰,2016-05-13,8:00,2016-05-16,8:00,3
040244,2Z統一,2016-05-13,8:00,2016-05-16,8:00,3
040466,HJ中信,2016-05-13,8:00,2016-05-16,8:00,3
040560,日盛6D,2016-05-13,8:00,2016-05-16,8:00,3
