class,stock_id,date,official_factor,our_factor,official_src,our_event,our_kind
A,00789B,2022-01-19,0.99304207,0.99304207,exDailyQ,exright,
A,00790B,2022-01-19,0.99182652,0.99182652,exDailyQ,exright,
A,00791B,2022-01-19,0.98992537,0.98992537,exDailyQ,exright,
A,00734B,2022-01-20,0.99010445,0.99010445,exDailyQ,exright,
A,00842B,2022-01-20,0.99157451,0.99157451,exDailyQ,exright,
A,00843B,2022-01-20,0.98472906,0.98472906,exDailyQ,exright,
A,00834B,2022-01-21,0.99112126,0.99112126,exDailyQ,exright,
A,3289,2022-01-25,0.99126984,0.99126984,exDailyQ,exright,
A,6569,2022-02-10,0.98266055,0.98266055,exDailyQ,exright,
A,6751,2022-02-10,0.96646586,0.96646586,exDailyQ,exright,
A,8080,2022-02-14,2.0,2.0,revivt,reduce,
A,4174,2022-02-18,0.98712446,0.98712446,exDailyQ,exright,
A,00679B,2022-02-22,0.99407674,0.99407674,exDailyQ,exright,
A,00718B,2022-02-22,0.98433676,0.98433676,exDailyQ,exright,
A,00721B,2022-02-22,0.9859185,0.9859185,exDailyQ,exright,
A,00748B,2022-02-22,0.98212628,0.98212628,exDailyQ,exright,
A,00754B,2022-02-22,0.99250665,0.99250665,exDailyQ,exright,
A,00755B,2022-02-22,0.99161372,0.99161372,exDailyQ,exright,
A,00756B,2022-02-22,0.98970884,0.98970884,exDailyQ,exright,
A,00772B,2022-02-22,0.99696279,0.99696279,exDailyQ,exright,
A,00773B,2022-02-22,0.99725343,0.99725343,exDailyQ,exright,
A,00780B,2022-02-22,0.9929078,0.9929078,exDailyQ,exright,
A,00786B,2022-02-22,0.99038975,0.99038975,exDailyQ,exright,
A,00794B,2022-02-22,0.98505304,0.98505304,exDailyQ,exright,
A,00795B,2022-02-22,0.9938713,0.9938713,exDailyQ,exright,
A,00796B,2022-02-22,0.98431467,0.98431467,exDailyQ,exright,
A,00799B,2022-02-22,0.99166884,0.99166884,exDailyQ,exright,
A,00840B,2022-02-22,0.99607843,0.99607843,exDailyQ,exright,
A,00841B,2022-02-22,0.99308819,0.99308819,exDailyQ,exright,
A,00845B,2022-02-22,0.99177438,0.99177438,exDailyQ,exright,
A,00846B,2022-02-22,0.99279954,0.99279954,exDailyQ,exright,
A,00847B,2022-02-22,0.99111247,0.99111247,exDailyQ,exright,
A,00860B,2022-02-22,0.99554566,0.99554566,exDailyQ,exright,
A,00889B,2022-02-22,0.98972793,0.98972793,exDailyQ,exright,
A,00890B,2022-02-22,0.99066169,0.99066169,exDailyQ,exright,
A,00758B,2022-02-23,0.99138083,0.99138083,exDailyQ,exright,
A,00759B,2022-02-23,0.99189189,0.99189189,exDailyQ,exright,
A,00760B,2022-02-23,0.98957107,0.98957107,exDailyQ,exright,
A,00844B,2022-02-24,0.9913649,0.9913649,exDailyQ,exright,
A,00867B,2022-02-24,0.9913841,0.9913841,exDailyQ,exright,
A,4966,2022-03-03,0.99261658,0.99261658,exDailyQ,exright,
A,5278,2022-03-07,0.98490566,0.98490566,exDailyQ,exright,
A,4580,2022-03-10,0.99107527,0.99107527,exDailyQ,exright,
A,6186,2022-03-10,0.99322034,0.99322034,exDailyQ,exright,
A,6208,2022-03-15,0.96050269,0.96050269,exDailyQ,exright,
A,00697B,2022-03-16,0.99526689,0.99526689,exDailyQ,exright,
A,00751B,2022-03-16,0.99042443,0.99042443,exDailyQ,exright,
A,00764B,2022-03-16,0.99477352,0.99477352,exDailyQ,exright,
A,00765B,2022-03-16,0.98514258,0.98514258,exDailyQ,exright,
A,00772B,2022-03-16,0.99687663,0.99687663,exDailyQ,exright,
A,00773B,2022-03-16,0.9968928,0.9968928,exDailyQ,exright,
A,00777B,2022-03-16,0.99234222,0.99234222,exDailyQ,exright,
A,00778B,2022-03-16,0.99018088,0.99018088,exDailyQ,exright,
A,00779B,2022-03-16,0.99451782,0.99451782,exDailyQ,exright,
A,00781B,2022-03-16,0.99125922,0.99125922,exDailyQ,exright,
A,00787B,2022-03-16,0.99,0.99,exDailyQ,exright,
A,00792B,2022-03-16,0.99130435,0.99130435,exDailyQ,exright,
A,00793B,2022-03-16,0.99017199,0.99017199,exDailyQ,exright,
A,00836B,2022-03-16,0.99060757,0.99060757,exDailyQ,exright,
A,00856B,2022-03-16,0.99751861,0.99751861,exDailyQ,exright,
A,00857B,2022-03-16,0.9936747,0.9936747,exDailyQ,exright,
A,00859B,2022-03-16,0.99754031,0.99754031,exDailyQ,exright,
A,00862B,2022-03-16,0.99270499,0.99270499,exDailyQ,exright,
A,00863B,2022-03-16,0.99202733,0.99202733,exDailyQ,exright,
A,00883B,2022-03-16,0.99209139,0.99209139,exDailyQ,exright,
A,1259,2022-03-16,0.96632504,0.96632504,exDailyQ,exright,
A,3625,2022-03-16,0.99333333,0.99333333,exDailyQ,exright,
A,5009,2022-03-16,0.94584139,0.94584139,exDailyQ,exright,
A,5306,2022-03-17,0.98806366,0.98806366,TWT49U,exright,
A,6661,2022-03-17,0.97703349,0.97703349,exDailyQ,exright,
A,00831B,2022-03-18,0.99750416,0.99750416,exDailyQ,exright,
A,00853B,2022-03-21,0.99219482,0.99219482,exDailyQ,exright,
A,2756,2022-03-24,0.98387097,0.98387097,exDailyQ,exright,
A,5227,2022-03-24,0.95667828,0.95667828,exDailyQ,exright,
A,6204,2022-03-24,0.92837466,0.92837466,exDailyQ,exright,
A,6590,2022-03-24,0.94508671,0.94508671,exDailyQ,exright,
A,8401,2022-03-24,0.9145679,0.9145679,exDailyQ,exright,
A,2752,2022-03-25,0.97204969,0.97204969,exDailyQ,exright,
A,6104,2022-03-28,0.98461538,0.98461538,exDailyQ,exright,
A,6523,2022-03-30,0.97896951,0.97896951,exDailyQ,exright,
A,2063,2022-03-31,0.94764398,0.94764398,exDailyQ,exright,
A,5201,2022-03-31,0.95319813,0.95319813,exDailyQ,exright,
A,6276,2022-03-31,0.95157385,0.95157385,exDailyQ,exright,
A,8930,2022-03-31,0.95640327,0.95640327,exDailyQ,exright,
A,3465,2022-04-01,0.97,0.97,exDailyQ,exright,
A,3211,2022-04-06,0.86699115,0.86699115,exDailyQ,exright,
A,8435,2022-04-06,0.9431988,0.9431988,exDailyQ,exright,
A,2065,2022-04-07,0.92565056,0.92565056,exDailyQ,exright,
A,2070,2022-04-07,0.958159,0.958159,exDailyQ,exright,
A,2732,2022-04-07,0.97882353,0.97882353,exDailyQ,exright,
A,6148,2022-04-07,0.9376947,0.9376947,exDailyQ,exright,
A,6612,2022-04-07,0.99450549,0.99450549,exDailyQ,exright,
A,8908,2022-04-07,0.99509202,0.99509202,exDailyQ,exright,
A,4568,2022-04-11,0.94557823,0.94557823,exDailyQ,exright,
A,3587,2022-04-14,0.96539792,0.96539792,exDailyQ,exright,
A,4207,2022-04-14,0.97419355,0.97419355,exDailyQ,exright,
A,4735,2022-04-14,0.98,0.98,exDailyQ,exright,
A,4973,2022-04-14,0.95876289,0.95876289,exDailyQ,exright,
A,5287,2022-04-14,0.94955357,0.94955357,exDailyQ,exright,
A,5520,2022-04-14,0.93658537,0.93658537,exDailyQ,exright,
A,6020,2022-04-14,0.90265849,0.90265849,exDailyQ,exright,
A,6274,2022-04-14,0.93315508,0.93315508,exDailyQ,exright,
A,6294,2022-04-14,0.92910448,0.92910448,exDailyQ,exright,
A,8109,2022-04-14,0.94805195,0.94805195,exDailyQ,exright,
A,3707,2022-04-15,0.99823755,0.99823755,exDailyQ,exright,
A,4528,2022-04-15,0.98751561,0.98751561,exDailyQ,exright,
A,00687B,2022-04-20,0.99303696,0.99303696,exDailyQ,exright,
A,00694B,2022-04-20,0.99707602,0.99707602,exDailyQ,exright,
A,00695B,2022-04-20,0.9976912,0.9976912,exDailyQ,exright,
A,00696B,2022-04-20,0.99329938,0.99329938,exDailyQ,exright,
A,00719B,2022-04-20,0.99440421,0.99440421,exDailyQ,exright,
A,00720B,2022-04-20,0.98839093,0.98839093,exDailyQ,exright,
A,00722B,2022-04-20,0.98979592,0.98979592,exDailyQ,exright,
A,00723B,2022-04-20,0.99069111,0.99069111,exDailyQ,exright,
A,00724B,2022-04-20,0.98959212,0.98959212,exDailyQ,exright,
A,00725B,2022-04-20,0.98944312,0.98944312,exDailyQ,exright,
A,00726B,2022-04-20,0.98855835,0.98855835,exDailyQ,exright,
A,00727B,2022-04-20,0.98464796,0.98464796,exDailyQ,exright,
A,00740B,2022-04-20,0.98896518,0.98896518,exDailyQ,exright,
A,00741B,2022-04-20,0.98786735,0.98786735,exDailyQ,exright,
A,00746B,2022-04-20,0.99289474,0.99289474,exDailyQ,exright,
A,00749B,2022-04-20,0.98779035,0.98779035,exDailyQ,exright,
A,00750B,2022-04-20,0.98906506,0.98906506,exDailyQ,exright,
A,00761B,2022-04-20,0.99028878,0.99028878,exDailyQ,exright,
A,00772B,2022-04-20,0.99654439,0.99654439,exDailyQ,exright,
A,00773B,2022-04-20,0.9968119,0.9968119,exDailyQ,exright,
A,00782B,2022-04-20,0.9897677,0.9897677,exDailyQ,exright,
A,00784B,2022-04-20,0.99307863,0.99307863,exDailyQ,exright,
A,00785B,2022-04-20,0.9922865,0.9922865,exDailyQ,exright,
A,00788B,2022-04-20,0.98886033,0.98886033,exDailyQ,exright,
A,00848B,2022-04-20,0.99011053,0.99011053,exDailyQ,exright,
A,00849B,2022-04-20,0.9921466,0.9921466,exDailyQ,exright,
A,00870B,2022-04-20,0.98824985,0.98824985,exDailyQ,exright,
A,00884B,2022-04-20,0.9894015,0.9894015,exDailyQ,exright,
A,00888,2022-04-20,0.99796057,0.99796057,exDailyQ,exright,
A,00747B,2022-04-21,0.98523852,0.98523852,exDailyQ,exright,
A,00789B,2022-04-21,0.99219601,0.99219601,exDailyQ,exright,
A,00790B,2022-04-21,0.99081726,0.99081726,exDailyQ,exright,
A,00791B,2022-04-21,0.98944282,0.98944282,exDailyQ,exright,
A,3218,2022-04-21,0.98134328,0.98134328,exDailyQ,exright,
A,4420,2022-04-21,0.94134897,0.94134897,exDailyQ,exright,
A,5011,2022-04-21,0.97588832,0.97588832,exDailyQ,exright,
A,5478,2022-04-21,0.94360087,0.94360087,exDailyQ,exright,
A,6732,2022-04-21,0.92628993,0.92628993,exDailyQ,exright,
A,8446,2022-04-21,0.94863014,0.94863014,exDailyQ,exright,
A,00734B,2022-04-22,0.98856799,0.98856799,exDailyQ,exright,
A,00842B,2022-04-22,0.98897592,0.98897592,exDailyQ,exright,
A,6259,2022-04-22,0.99449275,0.99449275,exDailyQ,exright,
A,00834B,2022-04-25,0.99059561,0.99059561,exDailyQ,exright,
A,4912,2022-04-28,0.99082569,0.99082569,TWT49U,exright,
A,6547,2022-04-28,0.99547758,0.99547758,exDailyQ,exright,
A,5481,2022-05-04,0.95539033,0.95539033,exDailyQ,exright,
A,00679B,2022-05-18,0.99223915,0.99223915,exDailyQ,exright,
A,00754B,2022-05-18,0.99133403,0.99133403,exDailyQ,exright,
A,00755B,2022-05-18,0.98991879,0.98991879,exDailyQ,exright,
A,00756B,2022-05-18,0.98693199,0.98693199,exDailyQ,exright,
A,00772B,2022-05-18,0.99642955,0.99642955,exDailyQ,exright,
A,00773B,2022-05-18,0.99620596,0.99620596,exDailyQ,exright,
A,00780B,2022-05-18,0.98939641,0.98939641,exDailyQ,exright,
A,00786B,2022-05-18,0.98754345,0.98754345,exDailyQ,exright,
A,00794B,2022-05-18,0.9847591,0.9847591,exDailyQ,exright,
A,00795B,2022-05-18,0.99429712,0.99429712,exDailyQ,exright,
A,00799B,2022-05-18,0.9891055,0.9891055,exDailyQ,exright,
A,00840B,2022-05-18,0.99326599,0.99326599,exDailyQ,exright,
A,00841B,2022-05-18,0.99175824,0.99175824,exDailyQ,exright,
A,00845B,2022-05-18,0.98934109,0.98934109,exDailyQ,exright,
A,00846B,2022-05-18,0.99301337,0.99301337,exDailyQ,exright,
A,00847B,2022-05-18,0.99109894,0.99109894,exDailyQ,exright,
A,00860B,2022-05-18,0.99351702,0.99351702,exDailyQ,exright,
A,00889B,2022-05-18,0.98871263,0.98871263,exDailyQ,exright,
A,00890B,2022-05-18,0.98907265,0.98907265,exDailyQ,exright,
A,00758B,2022-05-19,0.98984674,0.98984674,exDailyQ,exright,
A,00759B,2022-05-19,0.9902439,0.9902439,exDailyQ,exright,
A,00760B,2022-05-19,0.98814675,0.98814675,exDailyQ,exright,
A,6712,2022-05-19,0.88635,0.88635,exDailyQ,exright,
A,00844B,2022-05-20,0.99422492,0.99422492,exDailyQ,exright,
A,00867B,2022-05-20,0.99215923,0.99215923,exDailyQ,exright,
A,3207,2022-05-24,0.95108878,0.95108878,exDailyQ,exright,
A,8074,2022-05-25,0.9537037,0.9537037,exDailyQ,exright,
A,8440,2022-05-25,0.99164345,0.99164345,exDailyQ,exright,
A,8942,2022-05-26,0.96268657,0.96268657,exDailyQ,exright,
A,6690,2022-05-27,0.94930233,0.94930233,exDailyQ,exright,
A,4995,2022-06-01,0.93954051,0.93954051,exDailyQ,exright,
A,4939,2022-06-02,0.93859649,0.93859649,exDailyQ,exright,
A,6438,2022-06-02,0.94489083,0.94489083,TWT49U,exright,
A,5213,2022-06-06,0.9975052,0.9975052,exDailyQ,exright,
A,6411,2022-06-08,0.98943262,0.98943262,exDailyQ,exright,
A,6679,2022-06-08,0.97677524,0.97677524,exDailyQ,exright,
A,6023,2022-06-09,0.95306122,0.95306122,exDailyQ,exright,
A,6248,2022-06-09,0.93378076,0.93378076,exDailyQ,exright,
A,6470,2022-06-09,0.96014815,0.96014815,exDailyQ,exright,
A,2636,2022-06-10,0.90225564,0.90225564,TWT49U,exright,
A,6123,2022-06-10,0.94107143,0.94107143,exDailyQ,exright,
A,8424,2022-06-10,0.93835616,0.93835616,exDailyQ,exright,
A,6174,2022-06-13,0.95,0.95,exDailyQ,exright,
A,8432,2022-06-13,0.96503497,0.96503497,exDailyQ,exright,
A,1584,2022-06-14,0.99056604,0.99056604,exDailyQ,exright,
A,1597,2022-06-14,0.981774,0.981774,TWT49U,exright,
A,3563,2022-06-14,0.94535519,0.94535519,TWT49U,exright,
A,4527,2022-06-14,0.93594306,0.93594306,exDailyQ,exright,
A,4535,2022-06-14,0.95663957,0.95663957,exDailyQ,exright,
A,4538,2022-06-14,0.97555012,0.97555012,exDailyQ,exright,
A,4945,2022-06-14,0.95949367,0.95949367,exDailyQ,exright,
A,5878,2022-06-14,0.93939394,0.93939394,exDailyQ,exright,
A,5902,2022-06-14,0.95862069,0.95862069,exDailyQ,exright,
A,6185,2022-06-14,0.98418972,0.98418972,exDailyQ,exright,
A,6588,2022-06-14,0.98101266,0.98101266,exDailyQ,exright,
A,8034,2022-06-14,0.94029851,0.94029851,exDailyQ,exright,
A,3374,2022-06-15,0.97931034,0.97931034,exDailyQ,exright,
A,4972,2022-06-15,0.93528505,0.93528505,exDailyQ,exright,
A,5212,2022-06-15,0.9475891,0.9475891,exDailyQ,exright,
A,6752,2022-06-15,0.9614711,0.9614711,exDailyQ,exright,
A,3264,2022-06-16,0.94371859,0.94371859,exDailyQ,exright,
A,3388,2022-06-16,0.92907801,0.92907801,exDailyQ,exright,
A,3680,2022-06-16,0.99176955,0.99176955,exDailyQ,exright,
A,4735,2022-06-16,0.98712999,0.98712999,exDailyQ,exright,
A,5609,2022-06-16,0.8990099,0.8990099,exDailyQ,exright,
A,6151,2022-06-16,0.9009901,0.9009901,exDailyQ,exright,
A,6642,2022-06-16,0.94312796,0.94312796,exDailyQ,exright,
A,6643,2022-06-16,0.97777778,0.97777778,exDailyQ,exright,
A,6735,2022-06-16,0.96235294,0.96235294,exDailyQ,exright,
A,8240,2022-06-16,0.9207607,0.9207607,exDailyQ,exright,
A,8279,2022-06-16,0.9688716,0.9688716,exDailyQ,exright,
A,8416,2022-06-16,0.9389313,0.9389313,exDailyQ,exright,
A,00697B,2022-06-17,0.99331476,0.99331476,exDailyQ,exright,
A,00751B,2022-06-17,0.98821218,0.98821218,exDailyQ,exright,
A,00764B,2022-06-17,0.99340407,0.99340407,exDailyQ,exright,
A,00765B,2022-06-17,0.9853229,0.9853229,exDailyQ,exright,
A,00772B,2022-06-17,0.99635548,0.99635548,exDailyQ,exright,
A,00773B,2022-06-17,0.99637378,0.99637378,exDailyQ,exright,
A,00777B,2022-06-17,0.9903819,0.9903819,exDailyQ,exright,
A,00778B,2022-06-17,0.98964745,0.98964745,exDailyQ,exright,
A,00779B,2022-06-17,0.99370529,0.99370529,exDailyQ,exright,
A,00781B,2022-06-17,0.98910804,0.98910804,exDailyQ,exright,
A,00787B,2022-06-17,0.98790671,0.98790671,exDailyQ,exright,
A,00792B,2022-06-17,0.989721,0.989721,exDailyQ,exright,
A,00793B,2022-06-17,0.98870056,0.98870056,exDailyQ,exright,
A,00836B,2022-06-17,0.99066023,0.99066023,exDailyQ,exright,
A,00856B,2022-06-17,0.99540541,0.99540541,exDailyQ,exright,
A,00857B,2022-06-17,0.99271592,0.99271592,exDailyQ,exright,
A,00859B,2022-06-17,0.99682959,0.99682959,exDailyQ,exright,
A,00862B,2022-06-17,0.98837209,0.98837209,exDailyQ,exright,
A,00863B,2022-06-17,0.99087036,0.99087036,exDailyQ,exright,
A,00883B,2022-06-17,0.99083149,0.99083149,exDailyQ,exright,
A,3118,2022-06-17,0.93719008,0.93719008,exDailyQ,exright,
A,5864,2022-06-17,0.90385965,0.90385965,exDailyQ,exright,
A,6494,2022-06-17,0.93191489,0.93191489,exDailyQ,exright,
A,6548,2022-06-17,0.98045455,0.98045455,exDailyQ,exright,
A,8924,2022-06-17,0.90072464,0.90072464,exDailyQ,exright,
A,2641,2022-06-20,0.96734694,0.96734694,exDailyQ,exright,
A,6266,2022-06-20,0.90956175,0.90956175,exDailyQ,exright,
A,00831B,2022-06-21,0.99482289,0.99482289,exDailyQ,exright,
A,3276,2022-06-21,0.97560976,0.97560976,exDailyQ,exright,
A,4974,2022-06-21,0.92280072,0.92280072,exDailyQ,exright,
A,5272,2022-06-21,0.97611111,0.97611111,exDailyQ,exright,
A,8027,2022-06-21,0.97626866,0.97626866,exDailyQ,exright,
A,8054,2022-06-21,0.95611702,0.95611702,exDailyQ,exright,
A,4747,2022-06-22,0.95606061,0.95606061,exDailyQ,exright,
A,6179,2022-06-22,0.94822335,0.94822335,exDailyQ,exright,
A,6570,2022-06-22,0.91566265,0.91566265,exDailyQ,exright,
A,8938,2022-06-22,0.93176179,0.93176179,exDailyQ,exright,
A,00853B,2022-06-23,0.99517408,0.99517408,exDailyQ,exright,
A,1796,2022-06-23,0.97572816,0.97572816,exDailyQ,exright,
A,2916,2022-06-23,0.90371991,0.90371991,exDailyQ,exright,
A,3217,2022-06-23,0.92462988,0.92462988,exDailyQ,exright,
A,3402,2022-06-23,0.93181818,0.93181818,exDailyQ,exright,
A,3528,2022-06-23,0.92592593,0.92592593,TWT49U,exright,
A,4168,2022-06-23,0.99215686,0.99215686,exDailyQ,exright,
A,4745,2022-06-23,0.94545455,0.94545455,exDailyQ,exright,
A,5230,2022-06-23,0.96666667,0.96666667,exDailyQ,exright,
A,5493,2022-06-23,0.9375,0.9375,exDailyQ,exright,
A,5604,2022-06-23,0.91248207,0.91248207,exDailyQ,exright,
A,5905,2022-06-23,0.96935484,0.96935484,exDailyQ,exright,
A,6523,2022-06-23,0.97546012,0.97546012,exDailyQ,exright,
A,6762,2022-06-23,0.82366795,0.82366795,exDailyQ,exright,
A,3363,2022-06-24,0.93587174,0.93587174,exDailyQ,exright,
A,4116,2022-06-24,0.99427262,0.99427262,exDailyQ,exright,
A,4175,2022-06-24,0.97759104,0.97759104,exDailyQ,exright,
A,4739,2022-06-24,0.97590361,0.97590361,TWT49U,exright,
A,5016,2022-06-24,0.91056911,0.91056911,exDailyQ,exright,
A,5601,2022-06-24,0.99290587,0.99290587,exDailyQ,exright,
A,6530,2022-06-24,0.94749403,0.94749403,exDailyQ,exright,
A,8420,2022-06-24,0.95155039,0.95155039,exDailyQ,exright,
A,9962,2022-06-24,0.92170819,0.92170819,exDailyQ,exright,
A,1580,2022-06-27,0.9287169,0.9287169,exDailyQ,exright,
A,3213,2022-06-27,0.92251309,0.92251309,exDailyQ,exright,
A,3416,2022-06-27,0.94201031,0.94201031,TWT49U,exright,
A,3479,2022-06-27,0.95392857,0.95392857,exDailyQ,exright,
A,3580,2022-06-27,0.96202532,0.96202532,exDailyQ,exright,
A,6161,2022-06-27,0.89726027,0.89726027,exDailyQ,exright,
A,6546,2022-06-27,0.95863636,0.95863636,exDailyQ,exright,
A,6680,2022-06-27,0.9480315,0.9480315,exDailyQ,exright,
A,8111,2022-06-27,0.90232558,0.90232558,exDailyQ,exright,
A,8342,2022-06-27,0.93572779,0.93572779,exDailyQ,exright,
A,3684,2022-06-28,0.93908629,0.93908629,exDailyQ,exright,
A,4549,2022-06-28,0.95367232,0.95367232,exDailyQ,exright,
A,4923,2022-06-28,0.93093415,0.93093415,exDailyQ,exright,
A,5211,2022-06-28,0.96,0.96,exDailyQ,exright,
A,5274,2022-06-28,0.89563636,0.89563636,exDailyQ,exright,
A,6146,2022-06-28,0.95121951,0.95121951,exDailyQ,exright,
A,6486,2022-06-28,0.91225895,0.91225895,exDailyQ,exright,
A,6751,2022-06-28,0.94915254,0.94915254,exDailyQ,exright,
A,8299,2022-06-28,0.95681063,0.95681063,exDailyQ,exright,
A,8921,2022-06-28,0.97124601,0.97124601,exDailyQ,exright,
A,1264,2022-06-29,0.95539033,0.95539033,exDailyQ,exright,
A,1752,2022-06-29,0.951417,0.951417,TWT49U,exright,
A,2064,2022-06-29,0.94029851,0.94029851,exDailyQ,exright,
A,3294,2022-06-29,0.98746867,0.98746867,exDailyQ,exright,
A,3541,2022-06-29,0.95040917,0.95040917,exDailyQ,exright,
A,6469,2022-06-29,0.99150413,0.99150413,exDailyQ,exright,
A,6569,2022-06-29,0.96059113,0.96059113,exDailyQ,exright,
A,8066,2022-06-29,0.96309963,0.96309963,exDailyQ,exright,
A,1570,2022-06-30,0.94505495,0.94505495,exDailyQ,exright,
A,3093,2022-06-30,0.94857143,0.94857143,exDailyQ,exright,
A,3163,2022-06-30,0.97942387,0.97942387,exDailyQ,exright,
A,3324,2022-06-30,0.96439169,0.96439169,exDailyQ,exright,
A,3438,2022-06-30,0.9330855,0.9330855,exDailyQ,exright,
A,3529,2022-06-30,0.98793103,0.98793103,exDailyQ,exright,
A,3555,2022-06-30,0.99437412,0.99437412,exDailyQ,exright,
A,3570,2022-06-30,0.93370166,0.93370166,exDailyQ,exright,
A,3652,2022-06-30,0.98066038,0.98066038,exDailyQ,exright,
A,3710,2022-06-30,0.96740741,0.96740741,exDailyQ,exright,
A,4542,2022-06-30,0.96138996,0.96138996,exDailyQ,exright,
A,4550,2022-06-30,0.94688222,0.94688222,exDailyQ,exright,
A,5236,2022-06-30,0.90291262,0.90291262,exDailyQ,exright,
A,5536,2022-06-30,0.9204244,0.9204244,exDailyQ,exright,
A,6506,2022-06-30,0.90566038,0.90566038,exDailyQ,exright,
A,6561,2022-06-30,0.96748252,0.96748252,exDailyQ,exright,
A,6577,2022-06-30,0.9375,0.9375,exDailyQ,exright,
A,6590,2022-06-30,0.98579137,0.98579137,exDailyQ,exright,
A,6613,2022-06-30,0.92523364,0.92523364,exDailyQ,exright,
A,8284,2022-06-30,0.94094488,0.94094488,exDailyQ,exright,
A,3373,2022-07-01,0.93243243,0.93243243,exDailyQ,exright,
A,4714,2022-07-01,0.96911197,0.96911197,exDailyQ,exright,
A,5209,2022-07-01,0.87859116,0.87859116,exDailyQ,exright,
A,5306,2022-07-01,0.98640483,0.98640483,TWT49U,exright,
A,5315,2022-07-01,0.92375367,0.92375367,exDailyQ,exright,
A,5353,2022-07-01,0.95955056,0.95955056,exDailyQ,exright,
A,6514,2022-07-01,0.9491256,0.9491256,exDailyQ,exright,
A,6527,2022-07-01,0.95688889,0.95688889,exDailyQ,exright,
A,6654,2022-07-01,0.91651206,0.91651206,exDailyQ,exright,
A,6716,2022-07-01,0.85319672,0.85319672,exDailyQ,exright,
A,6803,2022-07-01,0.95204819,0.95204819,exDailyQ,exright,
A,8040,2022-07-01,0.98522167,0.98522167,exDailyQ,exright,
A,8462,2022-07-01,0.99,0.99,TWT49U,exright,
A,1595,2022-07-04,0.94572592,0.94572592,exDailyQ,exright,
A,3511,2022-07-04,0.96376812,0.96376812,exDailyQ,exright,
A,3540,2022-07-04,0.93305439,0.93305439,exDailyQ,exright,
A,4153,2022-07-04,0.98554687,0.98554687,exDailyQ,exright,
A,4541,2022-07-04,0.98403194,0.98403194,exDailyQ,exright,
A,5213,2022-07-04,0.96035635,0.96035635,exDailyQ,exright,
A,5347,2022-07-04,0.93860846,0.93860846,exDailyQ,exright,
A,5474,2022-07-04,0.92846924,0.92846924,exDailyQ,exright,
A,5490,2022-07-04,0.94834711,0.94834711,exDailyQ,exright,
A,5820,2022-07-04,0.94262295,0.94262295,exDailyQ,exright,
A,6242,2022-07-04,0.92332657,0.92332657,exDailyQ,exright,
A,6747,2022-07-04,0.96054545,0.96054545,exDailyQ,exright,
A,8024,2022-07-04,0.92802057,0.92802057,exDailyQ,exright,
A,3491,2022-07-05,0.97101449,0.97101449,exDailyQ,exright,
A,4102,2022-07-05,0.99401198,0.99401198,exDailyQ,exright,
A,6219,2022-07-05,0.97942387,0.97942387,exDailyQ,exright,
A,6237,2022-07-05,0.9787234,0.9787234,exDailyQ,exright,
A,6516,2022-07-05,0.899125,0.899125,exDailyQ,exright,
A,6568,2022-07-05,0.95984,0.95984,exDailyQ,exright,
A,6667,2022-07-05,0.95211726,0.95211726,exDailyQ,exright,
A,8048,2022-07-05,0.93272171,0.93272171,exDailyQ,exright,
A,8083,2022-07-05,0.94220963,0.94220963,exDailyQ,exright,
A,8088,2022-07-05,0.94490358,0.94490358,exDailyQ,exright,
A,3527,2022-07-06,0.93220339,0.93220339,exDailyQ,exright,
A,4126,2022-07-06,0.93571429,0.93571429,exDailyQ,exright,
A,5508,2022-07-06,0.87733538,0.87733538,exDailyQ,exright,
A,6114,2022-07-06,0.97840173,0.97840173,exDailyQ,exright,
A,6594,2022-07-06,0.96865204,0.96865204,exDailyQ,exright,
A,6615,2022-07-06,0.95535714,0.95535714,exDailyQ,exright,
A,8064,2022-07-06,0.92401216,0.92401216,exDailyQ,exright,
A,8086,2022-07-06,0.96039604,0.96039604,exDailyQ,exright,
A,8255,2022-07-06,0.97142857,0.97142857,exDailyQ,exright,
A,8923,2022-07-06,0.95724466,0.95724466,exDailyQ,exright,
A,2947,2022-07-07,0.96380952,0.96380952,exDailyQ,exright,
A,3105,2022-07-07,0.9504644,0.9504644,exDailyQ,exright,
A,3141,2022-07-07,0.96296296,0.96296296,exDailyQ,exright,
A,3303,2022-07-07,0.94755877,0.94755877,exDailyQ,exright,
A,3357,2022-07-07,0.91841492,0.91841492,exDailyQ,exright,
A,3516,2022-07-07,0.98726115,0.98726115,exDailyQ,exright,
A,3709,2022-07-07,0.9430605,0.9430605,exDailyQ,exright,
A,4577,2022-07-07,0.94705882,0.94705882,exDailyQ,exright,
A,4711,2022-07-07,0.93630573,0.93630573,exDailyQ,exright,
A,4760,2022-07-07,0.9193662,0.9193662,exDailyQ,exright,
A,5015,2022-07-07,0.91421569,0.91421569,exDailyQ,exright,
A,5511,2022-07-07,0.93333333,0.93333333,exDailyQ,exright,
A,6180,2022-07-07,0.91652755,0.91652755,exDailyQ,exright,
A,6472,2022-07-07,0.98577236,0.98577236,exDailyQ,exright,
A,6510,2022-07-07,0.96402116,0.96402116,exDailyQ,exright,
A,6560,2022-07-07,0.72,0.72,exDailyQ,exright,
A,8042,2022-07-07,0.97222222,0.97222222,exDailyQ,exright,
A,3441,2022-07-08,0.98489426,0.98489426,exDailyQ,exright,
