class,stock_id,date,official_factor,our_factor,official_src,our_event,our_kind
A,5227,2015-01-21,0.97293233,0.97293233,exDailyQ,exright,
A,1566,2015-01-27,0.97899761,0.97899761,exDailyQ,exright,
A,4131,2015-01-30,1.26231156,1.26231156,revivt,reduce,
A,1593,2015-02-04,0.98056156,0.98056156,exDailyQ,exright,
A,8050,2015-02-04,0.97688073,0.97688073,exDailyQ,exright,
A,1799,2015-02-05,0.96257745,0.96257745,exDailyQ,exright,
A,4161,2015-02-09,0.99301887,0.99301887,exDailyQ,exright,
A,4743,2015-02-10,0.96215722,0.96215722,exDailyQ,exright,
A,8111,2015-02-10,1.26802218,1.26802218,revivt,reduce,
A,3224,2015-02-24,0.93369963,0.93369963,exDailyQ,exright,
A,4541,2015-02-24,0.99327146,0.99327146,exDailyQ,exright,
A,4529,2015-03-02,0.98552632,0.98552632,exDailyQ,exright,
A,3465,2015-03-13,1.67012448,1.67012448,revivt,reduce,
A,6103,2015-03-20,2.21412301,2.21412301,revivt,reduce,
A,4419,2015-03-27,1.66666667,1.66666667,revivt,reduce,
A,1569,2015-04-22,0.98544474,0.98544474,exDailyQ,exright,
A,4304,2015-04-28,1.44324324,1.44324324,revivt,reduce,
A,3265,2015-05-04,0.94966592,0.94966592,exDailyQ,exright,
A,4413,2015-05-08,3.3338843,3.3338843,revivt,reduce,
A,6506,2015-05-25,0.91992188,0.91992188,exDailyQ,exright,
A,5266,2015-05-28,0.98029197,0.98029197,exDailyQ,exright,
A,4703,2015-06-03,1.004,1.004,exDailyQ,exright,
A,6219,2015-06-04,0.82061281,0.82061281,exDailyQ,exright,
A,1813,2015-06-05,0.96661102,0.96661102,exDailyQ,exright,
A,4747,2015-06-11,0.95091324,0.95091324,exDailyQ,exright,
A,2064,2015-06-12,0.91525424,0.91525424,exDailyQ,exright,
A,8066,2015-06-12,0.94736402,0.94736402,exDailyQ,exright,
A,3563,2015-06-15,0.92176724,0.92176724,exDailyQ,exright,
A,6023,2015-06-15,0.86058175,0.86058175,exDailyQ,exright,
A,1264,2015-06-16,0.95412844,0.95412844,exDailyQ,exright,
A,3658,2015-06-16,0.99006772,0.99006772,exDailyQ,exright,
A,2063,2015-06-17,0.94241843,0.94241843,exDailyQ,exright,
A,5211,2015-06-17,0.96763006,0.96763006,exDailyQ,exright,
A,8942,2015-06-17,0.95897436,0.95897436,exDailyQ,exright,
A,1788,2015-06-18,0.94547437,0.94547437,exDailyQ,exright,
A,3169,2015-06-18,0.94545455,0.94545455,exDailyQ,exright,
A,3259,2015-06-18,0.96648649,0.96648649,exDailyQ,exright,
A,8433,2015-06-18,0.96391753,0.96391753,exDailyQ,exright,
A,5016,2015-06-22,0.92857143,0.92857143,exDailyQ,exright,
A,8435,2015-06-22,0.91587902,0.91587902,exDailyQ,exright,
A,5263,2015-06-23,0.90645333,0.90645333,exDailyQ,exright,
A,2916,2015-06-25,0.94373402,0.94373402,exDailyQ,exright,
A,3529,2015-06-25,0.98636364,0.98636364,exDailyQ,exright,
A,6024,2015-06-25,0.94252874,0.94252874,exDailyQ,exright,
A,2233,2015-06-26,0.94207317,0.94207317,exDailyQ,exright,
A,3118,2015-06-26,0.94285714,0.94285714,exDailyQ,exright,
A,4126,2015-06-26,0.96062992,0.96062992,exDailyQ,exright,
A,4533,2015-06-26,0.95121951,0.95121951,exDailyQ,exright,
A,5878,2015-06-26,0.98357964,0.98357964,exDailyQ,exright,
A,4420,2015-06-29,0.96441281,0.96441281,exDailyQ,exright,
A,5276,2015-06-29,0.92031873,0.92031873,exDailyQ,exright,
A,5604,2015-06-29,0.95231788,0.95231788,exDailyQ,exright,
A,6187,2015-06-29,0.95010395,0.95010395,exDailyQ,exright,
A,8066,2015-06-29,0.96491228,0.96491228,exDailyQ,exright,
A,8299,2015-06-29,0.9620339,0.9620339,exDailyQ,exright,
A,8923,2015-06-29,0.95211268,0.95211268,exDailyQ,exright,
A,1259,2015-06-30,0.96509863,0.96509863,exDailyQ,exright,
A,3217,2015-06-30,0.91390728,0.91390728,exDailyQ,exright,
A,4162,2015-06-30,0.99568035,0.99568035,exDailyQ,exright,
A,4706,2015-06-30,0.93730408,0.93730408,exDailyQ,exright,
A,5251,2015-06-30,0.91329193,0.91329193,exDailyQ,exright,
A,5438,2015-06-30,0.92125984,0.92125984,exDailyQ,exright,
A,5490,2015-06-30,0.97619048,0.97619048,exDailyQ,exright,
A,8064,2015-06-30,0.92857143,0.92857143,exDailyQ,exright,
A,8416,2015-06-30,0.95319149,0.95319149,exDailyQ,exright,
A,3105,2015-07-01,0.99534884,0.99534884,exDailyQ,exright,
A,3528,2015-07-01,0.91766169,0.91766169,exDailyQ,exright,
A,5371,2015-07-01,0.9071618,0.9071618,exDailyQ,exright,
A,5601,2015-07-01,0.97449909,0.97449909,exDailyQ,exright,
A,2926,2015-07-02,0.95893175,0.95893175,exDailyQ,exright,
A,3211,2015-07-02,0.92424242,0.92424242,exDailyQ,exright,
A,3276,2015-07-02,0.97413793,0.97413793,exDailyQ,exright,
A,3374,2015-07-02,0.97633929,0.97633929,exDailyQ,exright,
A,3479,2015-07-02,0.93777778,0.93777778,exDailyQ,exright,
A,5347,2015-07-02,0.948,0.948,exDailyQ,exright,
A,5536,2015-07-02,0.97113997,0.97113997,exDailyQ,exright,
A,6151,2015-07-02,0.94827586,0.94827586,exDailyQ,exright,
A,8083,2015-07-02,0.95033113,0.95033113,exDailyQ,exright,
A,8255,2015-07-02,0.94871795,0.94871795,exDailyQ,exright,
A,8420,2015-07-02,0.98895028,0.98895028,exDailyQ,exright,
A,8426,2015-07-02,0.91913747,0.91913747,exDailyQ,exright,
A,2230,2015-07-03,0.95698925,0.95698925,exDailyQ,exright,
A,3666,2015-07-03,0.89208633,0.89208633,exDailyQ,exright,
A,4939,2015-07-03,0.94067797,0.94067797,exDailyQ,exright,
A,6123,2015-07-03,0.93947896,0.93947896,exDailyQ,exright,
A,8401,2015-07-03,0.925,0.925,exDailyQ,exright,
A,3213,2015-07-06,0.93555094,0.93555094,exDailyQ,exright,
A,3354,2015-07-06,0.9404878,0.9404878,exDailyQ,exright,
A,4105,2015-07-06,0.96727749,0.96727749,exDailyQ,exright,
A,5353,2015-07-06,0.96146789,0.96146789,exDailyQ,exright,
A,5439,2015-07-06,0.92523364,0.92523364,exDailyQ,exright,
A,5511,2015-07-06,0.90185185,0.90185185,exDailyQ,exright,
A,6109,2015-07-06,0.94095941,0.94095941,exDailyQ,exright,
A,6188,2015-07-06,0.89368771,0.89368771,exDailyQ,exright,
A,6195,2015-07-06,0.92561863,0.92561863,exDailyQ,exright,
A,8024,2015-07-06,0.96183206,0.96183206,exDailyQ,exright,
A,8109,2015-07-06,0.93364198,0.93364198,exDailyQ,exright,
A,8913,2015-07-06,0.97619048,0.97619048,exDailyQ,exright,
A,2732,2015-07-07,0.91487685,0.91487685,exDailyQ,exright,
A,3672,2015-07-07,0.91468254,0.91468254,exDailyQ,exright,
A,4130,2015-07-07,0.9893617,0.9893617,exDailyQ,exright,
A,5272,2015-07-07,0.87477341,0.87477341,exDailyQ,exright,
A,5278,2015-07-07,0.96552962,0.96552962,exDailyQ,exright,
A,6241,2015-07-07,0.90625,0.90625,exDailyQ,exright,
A,8048,2015-07-07,0.97619048,0.97619048,exDailyQ,exright,
A,9962,2015-07-07,0.97777778,0.97777778,exDailyQ,exright,
A,2636,2015-07-08,0.98525963,0.98525963,exDailyQ,exright,
A,3141,2015-07-08,0.97416667,0.97416667,exDailyQ,exright,
A,3144,2015-07-08,0.93435449,0.93435449,exDailyQ,exright,
A,3260,2015-07-08,0.93746898,0.93746898,exDailyQ,exright,
A,3691,2015-07-08,0.9737303,0.9737303,exDailyQ,exright,
A,4127,2015-07-08,0.97445255,0.97445255,exDailyQ,exright,
A,4154,2015-07-08,0.95614035,0.95614035,exDailyQ,exright,
A,5487,2015-07-08,0.91869919,0.91869919,exDailyQ,exright,
A,8059,2015-07-08,0.95862069,0.95862069,exDailyQ,exright,
A,8938,2015-07-08,0.97641509,0.97641509,exDailyQ,exright,
A,1595,2015-07-09,0.93171472,0.93171472,exDailyQ,exright,
A,1785,2015-07-09,0.96190476,0.96190476,exDailyQ,exright,
A,3093,2015-07-09,0.95,0.95,exDailyQ,exright,
A,3388,2015-07-09,0.92647059,0.92647059,exDailyQ,exright,
A,3444,2015-07-09,0.94736842,0.94736842,exDailyQ,exright,
A,3491,2015-07-09,0.94588859,0.94588859,exDailyQ,exright,
A,3522,2015-07-09,0.95192308,0.95192308,exDailyQ,exright,
A,3548,2015-07-09,0.94713656,0.94713656,exDailyQ,exright,
A,4433,2015-07-09,0.97826087,0.97826087,exDailyQ,exright,
A,4711,2015-07-09,0.95555556,0.95555556,exDailyQ,exright,
A,5474,2015-07-09,0.95035461,0.95035461,exDailyQ,exright,
A,5480,2015-07-09,0.92337165,0.92337165,exDailyQ,exright,
A,6185,2015-07-09,0.87899807,0.87899807,exDailyQ,exright,
A,8027,2015-07-09,0.9618442,0.9618442,exDailyQ,exright,
A,8929,2015-07-09,0.95497186,0.95497186,exDailyQ,exright,
A,3483,2015-07-10,0.98828125,0.98828125,exDailyQ,exright,
A,4429,2015-07-10,0.98,0.98,exDailyQ,exright,
A,4527,2015-07-10,0.93103448,0.93103448,exDailyQ,exright,
A,8054,2015-07-10,0.9392,0.9392,exDailyQ,exright,
A,8921,2015-07-10,0.94858612,0.94858612,exDailyQ,exright,
A,1256,2015-07-13,0.88329897,0.88329897,exDailyQ,exright,
A,1815,2015-07-13,0.98181818,0.98181818,exDailyQ,exright,
A,4735,2015-07-13,0.98272727,0.98272727,exDailyQ,exright,
A,5514,2015-07-13,0.84398827,0.84398827,exDailyQ,exright,
A,6015,2015-07-13,0.95568685,0.95568685,exDailyQ,exright,
A,6170,2015-07-13,0.97128713,0.97128713,exDailyQ,exright,
A,6208,2015-07-13,0.936,0.936,exDailyQ,exright,
A,8047,2015-07-13,0.97211155,0.97211155,exDailyQ,exright,
A,8436,2015-07-13,0.89923581,0.89923581,exDailyQ,exright,
A,1597,2015-07-14,0.9827883,0.9827883,exDailyQ,exright,
A,3441,2015-07-14,0.95904437,0.95904437,exDailyQ,exright,
A,3455,2015-07-14,0.98220641,0.98220641,exDailyQ,exright,
A,3541,2015-07-14,0.83178744,0.83178744,exDailyQ,exright,
A,4102,2015-07-14,0.98224852,0.98224852,exDailyQ,exright,
A,4535,2015-07-14,0.9470339,0.9470339,exDailyQ,exright,
A,4736,2015-07-14,0.93417722,0.93417722,exDailyQ,exright,
A,4972,2015-07-14,0.92206704,0.92206704,exDailyQ,exright,
A,5609,2015-07-14,0.9442623,0.9442623,exDailyQ,exright,
A,6121,2015-07-14,0.94852941,0.94852941,exDailyQ,exright,
A,6229,2015-07-14,0.93976834,0.93976834,exDailyQ,exright,
A,8240,2015-07-14,0.94258373,0.94258373,exDailyQ,exright,
A,8424,2015-07-14,0.94239631,0.94239631,exDailyQ,exright,
A,8908,2015-07-14,0.89137303,0.89137303,exDailyQ,exright,
A,1580,2015-07-15,0.95043732,0.95043732,exDailyQ,exright,
A,3131,2015-07-15,0.96287129,0.96287129,exDailyQ,exright,
A,3587,2015-07-15,0.92172211,0.92172211,exDailyQ,exright,
A,4139,2015-07-15,0.90906433,0.90906433,exDailyQ,exright,
A,4506,2015-07-15,0.94575045,0.94575045,exDailyQ,exright,
A,5704,2015-07-15,0.95519713,0.95519713,exDailyQ,exright,
A,6020,2015-07-15,0.96989247,0.96989247,exDailyQ,exright,
A,6107,2015-07-15,0.8,0.8,exDailyQ,exright,
A,6609,2015-07-15,0.92982456,0.92982456,exDailyQ,exright,
A,8905,2015-07-15,0.9378882,0.9378882,exDailyQ,exright,
A,2726,2015-07-16,0.95918367,0.95918367,exDailyQ,exright,
A,3218,2015-07-16,0.96289753,0.96289753,exDailyQ,exright,
A,3390,2015-07-16,0.91150442,0.91150442,exDailyQ,exright,
A,3652,2015-07-16,0.95530726,0.95530726,exDailyQ,exright,
A,3689,2015-07-16,0.91714836,0.91714836,exDailyQ,exright,
A,4120,2015-07-16,0.97394137,0.97394137,exDailyQ,exright,
A,4205,2015-07-16,0.96052632,0.96052632,exDailyQ,exright,
A,4745,2015-07-16,0.93381201,0.93381201,exDailyQ,exright,
A,4974,2015-07-16,0.93548387,0.93548387,exDailyQ,exright,
A,5009,2015-07-16,0.95755968,0.95755968,exDailyQ,exright,
A,5015,2015-07-16,0.85221675,0.85221675,exDailyQ,exright,
A,5102,2015-07-16,0.95302013,0.95302013,exDailyQ,exright,
A,5245,2015-07-16,0.95086957,0.95086957,exDailyQ,exright,
A,5306,2015-07-16,0.98916968,0.98916968,exDailyQ,exright,
A,6221,2015-07-16,0.94713115,0.94713115,exDailyQ,exright,
A,8074,2015-07-16,0.94323144,0.94323144,exDailyQ,exright,
A,8182,2015-07-16,0.94244604,0.94244604,exDailyQ,exright,
A,8437,2015-07-16,0.97712418,0.97712418,exDailyQ,exright,
A,8928,2015-07-16,0.96108949,0.96108949,exDailyQ,exright,
A,8930,2015-07-16,0.95726496,0.95726496,exDailyQ,exright,
A,1787,2015-07-17,0.93258427,0.93258427,exDailyQ,exright,
A,3299,2015-07-17,0.92021277,0.92021277,exDailyQ,exright,
A,3546,2015-07-17,0.98881432,0.98881432,exDailyQ,exright,
A,3611,2015-07-17,0.88031634,0.88031634,exDailyQ,exright,
A,8042,2015-07-17,0.92932862,0.92932862,exDailyQ,exright,
A,3122,2015-07-20,0.94680851,0.94680851,exDailyQ,exright,
A,3206,2015-07-20,0.93384913,0.93384913,exDailyQ,exright,
A,3526,2015-07-20,0.94672686,0.94672686,exDailyQ,exright,
A,3551,2015-07-20,0.93902439,0.93902439,exDailyQ,exright,
A,4129,2015-07-20,0.9819403,0.9819403,exDailyQ,exright,
A,4163,2015-07-20,0.96254682,0.96254682,exDailyQ,exright,
A,4720,2015-07-20,0.91666667,0.91666667,TWT49U,exright,
A,4995,2015-07-20,0.93303571,0.93303571,exDailyQ,exright,
A,5212,2015-07-20,0.98847926,0.98847926,exDailyQ,exright,
A,5284,2015-07-20,0.95811518,0.95811518,exDailyQ,exright,
A,6179,2015-07-20,0.99438202,0.99438202,exDailyQ,exright,
A,8432,2015-07-20,0.95951417,0.95951417,exDailyQ,exright,
A,2719,2015-07-21,0.96987448,0.96987448,exDailyQ,exright,
A,3558,2015-07-21,0.96549091,0.96549091,exDailyQ,exright,
A,6022,2015-07-21,0.96180905,0.96180905,exDailyQ,exright,
A,6218,2015-07-21,0.94520548,0.94520548,exDailyQ,exright,
A,6411,2015-07-21,0.95918367,0.95918367,exDailyQ,exright,
A,6457,2015-07-21,0.95909091,0.95909091,exDailyQ,exright,
A,8446,2015-07-21,0.82096296,0.82096296,exDailyQ,exright,
A,2729,2015-07-22,0.95893224,0.95893224,exDailyQ,exright,
A,3303,2015-07-22,0.96531792,0.96531792,exDailyQ,exright,
A,3684,2015-07-22,0.92755776,0.92755776,exDailyQ,exright,
A,4528,2015-07-22,0.97709924,0.97709924,exDailyQ,exright,
A,5349,2015-07-22,0.90845481,0.90845481,exDailyQ,exright,
A,5403,2015-07-22,0.95464853,0.95464853,exDailyQ,exright,
A,5426,2015-07-22,0.92337165,0.92337165,exDailyQ,exright,
A,5483,2015-07-22,0.955,0.955,exDailyQ,exright,
A,5520,2015-07-22,0.94990724,0.94990724,exDailyQ,exright,
A,6173,2015-07-22,0.95963673,0.95963673,exDailyQ,exright,
A,6231,2015-07-22,0.98784195,0.98784195,exDailyQ,exright,
A,6270,2015-07-22,0.95111111,0.95111111,exDailyQ,exright,
A,8032,2015-07-22,0.92857143,0.92857143,exDailyQ,exright,
A,8050,2015-07-22,0.94375,0.94375,exDailyQ,exright,
A,2596,2015-07-23,0.91549296,0.91549296,exDailyQ,exright,
A,3234,2015-07-23,0.96305916,0.96305916,exDailyQ,exright,
A,3310,2015-07-23,0.97826087,0.97826087,exDailyQ,exright,
A,3416,2015-07-23,0.92647059,0.92647059,TWT49U,exright,
A,3537,2015-07-23,0.93314763,0.93314763,exDailyQ,exright,
A,4416,2015-07-23,0.95436105,0.95436105,exDailyQ,exright,
A,4523,2015-07-23,0.98814229,0.98814229,exDailyQ,exright,
A,4739,2015-07-23,0.9798419,0.9798419,exDailyQ,exright,
A,4909,2015-07-23,0.94183445,0.94183445,exDailyQ,exright,
A,5317,2015-07-23,0.96478873,0.96478873,exDailyQ,exright,
A,5493,2015-07-23,0.89898734,0.89898734,exDailyQ,exright,
A,6105,2015-07-23,0.91694511,0.91694511,exDailyQ,exright,
A,6130,2015-07-23,0.9375,0.9375,exDailyQ,exright,
A,6147,2015-07-23,0.948,0.948,exDailyQ,exright,
A,6160,2015-07-23,0.93548387,0.93548387,exDailyQ,exright,
A,6194,2015-07-23,0.95912807,0.95912807,exDailyQ,exright,
A,6274,2015-07-23,0.93455285,0.93455285,exDailyQ,exright,
A,8917,2015-07-23,0.98076923,0.98076923,exDailyQ,exright,
A,8933,2015-07-23,0.97142857,0.97142857,exDailyQ,exright,
A,1258,2015-07-24,0.96878752,0.96878752,exDailyQ,exright,
A,2641,2015-07-24,0.98,0.98,exDailyQ,exright,
A,3078,2015-07-24,0.90857143,0.90857143,exDailyQ,exright,
A,3580,2015-07-24,0.99755202,0.99755202,exDailyQ,exright,
A,3624,2015-07-24,0.94962217,0.94962217,exDailyQ,exright,
A,4542,2015-07-24,0.8319209,0.8319209,exDailyQ,exright,
A,5355,2015-07-24,0.95192308,0.95192308,exDailyQ,exright,
A,5443,2015-07-24,0.93700787,0.93700787,exDailyQ,exright,
A,5904,2015-07-24,0.9663754,0.9663754,exDailyQ,exright,
A,5905,2015-07-24,0.95454545,0.95454545,exDailyQ,exright,
A,8431,2015-07-24,0.9824,0.9824,exDailyQ,exright,
A,3232,2015-07-27,0.953125,0.953125,exDailyQ,exright,
A,4305,2015-07-27,0.93418647,0.93418647,exDailyQ,exright,
A,4987,2015-07-27,0.89426129,0.89426129,exDailyQ,exright,
A,8287,2015-07-27,0.92752809,0.92752809,exDailyQ,exright,
A,3068,2015-07-28,0.9704918,0.9704918,exDailyQ,exright,
A,3680,2015-07-28,0.98611111,0.98611111,exDailyQ,exright,
A,4103,2015-07-28,0.94557823,0.94557823,exDailyQ,exright,
A,4161,2015-07-28,0.98655352,0.98655352,exDailyQ,exright,
A,4401,2015-07-28,0.96982759,0.96982759,exDailyQ,exright,
A,4534,2015-07-28,0.94618834,0.94618834,exDailyQ,exright,
A,4944,2015-07-28,0.99124088,0.99124088,exDailyQ,exright,
A,5209,2015-07-28,0.94377778,0.94377778,exDailyQ,exright,
A,5410,2015-07-28,0.91183673,0.91183673,exDailyQ,exright,
A,5425,2015-07-28,0.92156863,0.92156863,exDailyQ,exright,
A,6125,2015-07-28,0.95283019,0.95283019,exDailyQ,exright,
A,8289,2015-07-28,0.94323144,0.94323144,exDailyQ,exright,
A,5287,2015-07-29,0.74352941,0.74352941,exDailyQ,exright,
A,6298,2015-07-29,0.89304813,0.89304813,exDailyQ,exright,
A,1777,2015-07-30,0.95923913,0.95923913,exDailyQ,exright,
A,3088,2015-07-30,0.92176471,0.92176471,exDailyQ,exright,
A,3297,2015-07-30,0.90954774,0.90954774,exDailyQ,exright,
A,3490,2015-07-30,0.95779295,0.95779295,exDailyQ,exright,
A,3531,2015-07-30,0.90740741,0.90740741,exDailyQ,exright,
A,3662,2015-07-30,0.7288968,0.7288968,exDailyQ,exright,
A,5310,2015-07-30,0.90915254,0.90915254,exDailyQ,exright,
A,5312,2015-07-30,0.95287958,0.95287958,exDailyQ,exright,
A,5903,2015-07-30,0.97555012,0.97555012,exDailyQ,exright,
A,6104,2015-07-30,0.8989899,0.8989899,exDailyQ,exright,
A,6266,2015-07-30,0.91828794,0.91828794,exDailyQ,exright,
A,8183,2015-07-30,0.95437956,0.95437956,exDailyQ,exright,
A,8931,2015-07-30,0.93278689,0.93278689,exDailyQ,exright,
A,1593,2015-07-31,0.9512761,0.9512761,exDailyQ,exright,
A,3221,2015-07-31,0.9109589,0.9109589,exDailyQ,exright,
A,3323,2015-07-31,0.95073892,0.95073892,exDailyQ,exright,
A,6284,2015-07-31,0.95983936,0.95983936,exDailyQ,exright,
A,3438,2015-08-03,0.9164557,0.9164557,exDailyQ,exright,
A,4114,2015-08-03,0.92006126,0.92006126,exDailyQ,exright,
A,6275,2015-08-03,0.96594203,0.96594203,exDailyQ,exright,
A,8155,2015-08-03,0.90675991,0.90675991,exDailyQ,exright,
A,8418,2015-08-03,0.9895288,0.9895288,exDailyQ,exright,
A,1566,2015-08-04,0.97311828,0.97311828,exDailyQ,exright,
A,3114,2015-08-04,0.93495935,0.93495935,exDailyQ,exright,
A,4138,2015-08-04,0.94704992,0.94704992,exDailyQ,exright,
A,5213,2015-08-04,0.93623188,0.93623188,exDailyQ,exright,
A,5274,2015-08-04,0.81361486,0.81361486,exDailyQ,exright,
A,6207,2015-08-04,0.92118644,0.92118644,exDailyQ,exright,
A,3556,2015-08-05,0.8979021,0.8979021,exDailyQ,exright,
A,4912,2015-08-05,0.93367647,0.93367647,TWT49U,exright,
A,6024,2015-08-05,0.98024194,0.98024194,exDailyQ,exright,
A,6803,2015-08-05,0.94353659,0.94353659,exDailyQ,exright,
A,8383,2015-08-05,0.95012658,0.95012658,exDailyQ,exright,
A,2066,2015-08-06,0.95022624,0.95022624,exDailyQ,exright,
A,2924,2015-08-06,0.97070573,0.97070573,exDailyQ,exright,
A,3152,2015-08-06,0.96320442,0.96320442,exDailyQ,exright,
A,3306,2015-08-06,0.93791574,0.93791574,exDailyQ,exright,
A,3332,2015-08-06,0.93291139,0.93291139,exDailyQ,exright,
A,4432,2015-08-06,0.90358974,0.90358974,exDailyQ,exright,
A,4714,2015-08-06,0.9745098,0.9745098,exDailyQ,exright,
A,5230,2015-08-06,0.93006993,0.93006993,exDailyQ,exright,
A,5460,2015-08-06,0.94117647,0.94117647,exDailyQ,exright,
A,6210,2015-08-06,0.91489362,0.91489362,exDailyQ,exright,
A,6279,2015-08-06,0.95352697,0.95352697,exDailyQ,exright,
A,3484,2015-08-07,0.90185759,0.90185759,exDailyQ,exright,
A,4927,2015-08-07,0.94517544,0.94517544,exDailyQ,exright,
A,3428,2015-08-10,0.98275862,0.98275862,exDailyQ,exright,
A,4905,2015-08-10,0.98855835,0.98855835,exDailyQ,exright,
A,5013,2015-08-10,0.98823529,0.98823529,exDailyQ,exright,
A,5508,2015-08-10,0.72987805,0.72987805,exDailyQ,exright,
A,6161,2015-08-10,0.94134897,0.94134897,exDailyQ,exright,
A,6404,2015-08-10,0.968125,0.968125,exDailyQ,exright,
A,2235,2015-08-11,0.96363636,0.96363636,exDailyQ,exright,
A,3540,2015-08-11,0.91217391,0.91217391,exDailyQ,exright,
A,4417,2015-08-11,0.94787736,0.94787736,exDailyQ,exright,
A,4947,2015-08-11,0.932,0.932,exDailyQ,exright,
A,4965,2015-08-11,0.88908425,0.88908425,exDailyQ,exright,
A,5878,2015-08-11,0.79361345,0.79361345,exDailyQ,exright,
A,6143,2015-08-11,0.89451477,0.89451477,exDailyQ,exright,
A,6432,2015-08-11,0.9310987,0.9310987,exDailyQ,exright,
A,5301,2015-08-12,0.87354086,0.87354086,exDailyQ,exright,
A,5384,2015-08-12,0.96197719,0.96197719,exDailyQ,exright,
A,5512,2015-08-12,0.92523364,0.92523364,exDailyQ,exright,
A,6146,2015-08-12,0.95363184,0.95363184,exDailyQ,exright,
A,6263,2015-08-12,0.91029252,0.91029252,exDailyQ,exright,
A,8916,2015-08-12,0.915625,0.915625,exDailyQ,exright,
A,9951,2015-08-12,0.95970149,0.95970149,exDailyQ,exright,
A,1565,2015-08-13,0.93931298,0.93931298,exDailyQ,exright,
A,3202,2015-08-13,0.96672213,0.96672213,exDailyQ,exright,
A,3272,2015-08-13,0.68025157,0.68025157,exDailyQ,exright,
A,4153,2015-08-13,0.81015169,0.81015169,exDailyQ,exright,
A,5529,2015-08-13,0.94479297,0.94479297,exDailyQ,exright,
A,6148,2015-08-13,0.94871795,0.94871795,exDailyQ,exright,
A,6245,2015-08-13,0.90984615,0.90984615,exDailyQ,exright,
A,4541,2015-08-14,0.95959596,0.95959596,exDailyQ,exright,
A,5306,2015-08-14,0.982,0.982,exDailyQ,exright,
A,6204,2015-08-14,0.95670996,0.95670996,exDailyQ,exright,
A,8349,2015-08-14,0.95833333,0.95833333,exDailyQ,exright,
A,8406,2015-08-14,0.98072993,0.98072993,exDailyQ,exright,
A,4173,2015-08-17,0.97112299,0.97112299,exDailyQ,exright,
A,5489,2015-08-17,0.9184,0.9184,exDailyQ,exright,
A,2640,2015-08-18,0.89740566,0.89740566,exDailyQ,exright,
A,3567,2015-08-18,0.94042553,0.94042553,exDailyQ,exright,
A,5289,2015-08-18,0.90374574,0.90374574,exDailyQ,exright,
A,6234,2015-08-18,0.95945946,0.95945946,exDailyQ,exright,
A,6276,2015-08-18,0.92307692,0.92307692,exDailyQ,exright,
A,8091,2015-08-18,0.93621013,0.93621013,exDailyQ,exright,
A,3360,2015-08-19,0.8888,0.8888,exDailyQ,exright,
A,5013,2015-08-19,0.90909091,0.90909091,exDailyQ,exright,
A,3227,2015-08-20,0.95033113,0.95033113,exDailyQ,exright,
A,4979,2015-08-20,0.89652778,0.89652778,exDailyQ,exright,
A,5392,2015-08-20,0.91581818,0.91581818,exDailyQ,exright,
A,6175,2015-08-20,0.98692308,0.98692308,exDailyQ,exright,
A,8086,2015-08-20,0.97568579,0.97568579,exDailyQ,exright,
A,3623,2015-08-21,0.90755008,0.90755008,exDailyQ,exright,
A,8099,2015-08-21,0.90957447,0.90957447,exDailyQ,exright,
A,8936,2015-08-21,0.93518519,0.93518519,exDailyQ,exright,
A,1591,2015-08-24,0.89277108,0.89277108,exDailyQ,exright,
A,3379,2015-08-24,0.91111111,0.91111111,exDailyQ,exright,
A,3402,2015-08-24,0.9616,0.9616,exDailyQ,exright,
A,3527,2015-08-24,0.8875,0.8875,exDailyQ,exright,
A,4510,2015-08-24,0.92771084,0.92771084,exDailyQ,exright,
A,4743,2015-08-24,0.91428571,0.91428571,exDailyQ,exright,
A,5383,2015-08-24,0.94285714,0.94285714,exDailyQ,exright,
A,5465,2015-08-24,0.98283262,0.98283262,exDailyQ,exright,
A,6265,2015-08-24,0.87606838,0.87606838,exDailyQ,exright,
A,6292,2015-08-24,0.89915966,0.89915966,exDailyQ,exright,
A,6508,2015-08-24,0.9175,0.9175,exDailyQ,exright,
A,8423,2015-08-24,0.95042017,0.95042017,exDailyQ,exright,
A,1580,2015-08-25,0.98040404,0.98040404,exDailyQ,exright,
A,2067,2015-08-25,0.9175,0.9175,exDailyQ,exright,
A,3293,2015-08-25,0.95424837,0.95424837,exDailyQ,exright,
A,3498,2015-08-25,0.9539749,0.9539749,exDailyQ,exright,
A,3553,2015-08-25,0.90238095,0.90238095,exDailyQ,exright,
A,3628,2015-08-25,0.91718427,0.91718427,exDailyQ,exright,
A,3646,2015-08-25,0.90338164,0.90338164,exDailyQ,exright,
A,4716,2015-08-25,0.94772727,0.94772727,exDailyQ,exright,
A,4911,2015-08-25,0.98652597,0.98652597,exDailyQ,exright,
A,4966,2015-08-25,0.97202247,0.97202247,exDailyQ,exright,
A,5201,2015-08-25,0.90598291,0.90598291,exDailyQ,exright,
A,5356,2015-08-25,0.86486486,0.86486486,exDailyQ,exright,
A,8043,2015-08-25,0.91869919,0.91869919,exDailyQ,exright,
A,8044,2015-08-25,0.93963516,0.93963516,exDailyQ,exright,
A,3236,2015-08-26,0.93058824,0.93058824,exDailyQ,exright,
A,3466,2015-08-26,0.94614004,0.94614004,exDailyQ,exright,
A,3492,2015-08-26,0.9447205,0.9447205,exDailyQ,exright,
