N,stop,cal_pos,date,n_triggered
8,fix 20%,2265,2024-04-19,3
8,fix 20%,2266,2024-04-22,20
8,fix 20%,2278,2024-05-09,3
8,fix 20%,2280,2024-05-13,26
8,fix 20%,2312,2024-06-27,23
8,fix 20%,2329,2024-07-22,37
8,fix 20%,2331,2024-07-26,140
8,fix 20%,2332,2024-07-29,10
8,fix 20%,2336,2024-08-02,18
8,fix 20%,2337,2024-08-05,174
8,fix 20%,2338,2024-08-06,53
8,fix 20%,2356,2024-08-30,20
8,fix 20%,2359,2024-09-04,22
8,fix 20%,2364,2024-09-11,24
8,fix 20%,2365,2024-09-12,15
8,fix 20%,2370,2024-09-20,1
8,fix 20%,2371,2024-09-23,17
8,fix 20%,2379,2024-10-07,2
8,fix 20%,2381,2024-10-09,21
8,fix 20%,2382,2024-10-11,25
8,fix 20%,2384,2024-10-15,15
8,fix 20%,2390,2024-10-23,18
8,fix 20%,2394,2024-10-29,13
8,fix 20%,2395,2024-10-30,15
8,fix 20%,2397,2024-11-04,4
8,fix 20%,2401,2024-11-08,18
8,fix 20%,2403,2024-11-12,20
8,fix 20%,2404,2024-11-13,6
8,fix 20%,2405,2024-11-14,12
8,fix 20%,2414,2024-11-27,5
8,fix 20%,2415,2024-11-28,35
8,fix 20%,2423,2024-12-10,9
8,fix 20%,2424,2024-12-11,18
8,fix 20%,2425,2024-12-12,24
8,fix 20%,2426,2024-12-13,6
8,fix 20%,2427,2024-12-16,42
8,fix 20%,2428,2024-12-17,9
8,fix 20%,2431,2024-12-20,21
8,fix 20%,2437,2024-12-30,7
8,fix 20%,2440,2025-01-03,7
8,fix 20%,2443,2025-01-08,7
8,fix 20%,2444,2025-01-09,91
8,fix 20%,2445,2025-01-10,45
8,fix 20%,2446,2025-01-13,64
8,fix 20%,2448,2025-01-15,31
8,fix 20%,2454,2025-02-03,30
8,fix 20%,2455,2025-02-04,29
8,fix 20%,2474,2025-03-04,13
8,fix 20%,2478,2025-03-10,8
8,fix 20%,2479,2025-03-11,26
8,fix 20%,2482,2025-03-14,10
8,fix 20%,2488,2025-03-24,3
8,fix 20%,2492,2025-03-28,77
8,fix 20%,2493,2025-03-31,213
8,fix 20%,2494,2025-04-01,1
8,fix 20%,2496,2025-04-07,183
8,fix 20%,2497,2025-04-08,221
8,fix 20%,2498,2025-04-09,666
8,fix 20%,2528,2025-05-22,2
8,fix 20%,2534,2025-06-02,13
8,fix 20%,2548,2025-06-20,137
8,fix 20%,2549,2025-06-23,128
8,fix 20%,2560,2025-07-08,5
8,fix 20%,2561,2025-07-09,124
8,fix 20%,2570,2025-07-22,5
8,fix 20%,2588,2025-08-15,9
8,fix 20%,2590,2025-08-19,5
8,fix 20%,2591,2025-08-20,1
8,fix 20%,2626,2025-10-13,11
8,fix 20%,2627,2025-10-14,1
8,fix 20%,2631,2025-10-20,1
8,fix 20%,2644,2025-11-07,2
8,fix 20%,2645,2025-11-10,28
8,fix 20%,2650,2025-11-17,2
8,fix 20%,2651,2025-11-18,12
8,fix 20%,2652,2025-11-19,19
8,fix 20%,2654,2025-11-21,8
8,fix 20%,2655,2025-11-24,1
8,fix 20%,2666,2025-12-09,8
8,fix 20%,2669,2025-12-12,15
8,fix 20%,2672,2025-12-17,22
8,fix 20%,2673,2025-12-18,44
8,fix 20%,2702,2026-01-30,39
8,fix 20%,2703,2026-02-02,25
8,fix 20%,2707,2026-02-06,18
8,fix 20%,2716,2026-03-03,4
8,fix 20%,2717,2026-03-04,71
8,fix 20%,2720,2026-03-09,102
8,fix 20%,2723,2026-03-12,4
8,fix 20%,2724,2026-03-13,26
8,fix 20%,2728,2026-03-19,3
8,fix 20%,2730,2026-03-23,19
8,fix 20%,2734,2026-03-27,1
8,fix 20%,2735,2026-03-30,3
8,fix 20%,2736,2026-03-31,1
8,fix 20%,2738,2026-04-02,3
8,fix 20%,2739,2026-04-07,1
8,fix 20%,2743,2026-04-13,9
8,fix 20%,2748,2026-04-20,17
8,fix 20%,2785,2026-06-11,1
8,fix 20%,2795,2026-06-26,4
8,fix 20%,2802,2026-07-07,3
8,fix 20%,2809,2026-07-17,4
8,fix 20%,2810,2026-07-20,3
8,fix 20%,2816,2026-07-28,7
8,fix 20%,2817,2026-07-29,7
8,fix 20%,2818,2026-07-30,6
8,trail 15%,551,2017-04-13,200
8,trail 15%,552,2017-04-14,200
8,trail 15%,566,2017-05-05,200
8,trail 15%,569,2017-05-10,200
8,trail 15%,578,2017-05-23,200
8,trail 15%,590,2017-06-09,200
8,trail 15%,593,2017-06-14,102
8,trail 15%,595,2017-06-16,21
8,trail 15%,604,2017-06-29,19
8,trail 15%,634,2017-08-10,14
8,trail 15%,636,2017-08-14,10
8,trail 15%,637,2017-08-15,30
8,trail 15%,649,2017-08-31,19
8,trail 15%,653,2017-09-06,117
8,trail 15%,654,2017-09-07,29
8,trail 15%,657,2017-09-12,26
8,trail 15%,658,2017-09-13,95
8,trail 15%,666,2017-09-25,68
8,trail 15%,667,2017-09-26,41
8,trail 15%,669,2017-09-28,62
8,trail 15%,680,2017-10-17,77
8,trail 15%,683,2017-10-20,12
8,trail 15%,687,2017-10-26,9
8,trail 15%,688,2017-10-27,29
8,trail 15%,689,2017-10-30,25
8,trail 15%,694,2017-11-06,21
8,trail 15%,695,2017-11-07,13
8,trail 15%,697,2017-11-09,28
8,trail 15%,698,2017-11-10,22
8,trail 15%,699,2017-11-13,34
8,trail 15%,704,2017-11-20,29
8,trail 15%,705,2017-11-21,22
8,trail 15%,708,2017-11-24,10
8,trail 15%,709,2017-11-27,11
8,trail 15%,711,2017-11-29,7
8,trail 15%,714,2017-12-04,38
8,trail 15%,715,2017-12-05,89
8,trail 15%,716,2017-12-06,78
8,trail 15%,717,2017-12-07,78
8,trail 15%,724,2017-12-18,24
8,trail 15%,729,2017-12-25,37
8,trail 15%,730,2017-12-26,23
8,trail 15%,734,2018-01-02,13
8,trail 15%,736,2018-01-04,26
8,trail 15%,738,2018-01-08,16
8,trail 15%,740,2018-01-10,29
8,trail 15%,742,2018-01-12,12
8,trail 15%,743,2018-01-15,25
8,trail 15%,745,2018-01-17,13
8,trail 15%,749,2018-01-23,24
8,trail 15%,752,2018-01-26,25
8,trail 15%,758,2018-02-05,37
8,trail 15%,759,2018-02-06,466
8,trail 15%,760,2018-02-07,27
8,trail 15%,761,2018-02-08,32
8,trail 15%,762,2018-02-09,26
8,trail 15%,763,2018-02-12,12
8,trail 15%,764,2018-02-21,4
8,trail 15%,769,2018-03-01,6
8,trail 15%,771,2018-03-05,15
8,trail 15%,776,2018-03-12,12
8,trail 15%,778,2018-03-14,34
8,trail 15%,780,2018-03-16,29
8,trail 15%,781,2018-03-19,32
8,trail 15%,785,2018-03-23,6
8,trail 15%,790,2018-03-30,33
8,trail 15%,791,2018-03-31,42
8,trail 15%,793,2018-04-03,24
8,trail 15%,795,2018-04-10,21
8,trail 15%,800,2018-04-17,4
8,trail 15%,801,2018-04-18,17
8,trail 15%,804,2018-04-23,3
8,trail 15%,805,2018-04-24,152
8,trail 15%,806,2018-04-25,51
8,trail 15%,807,2018-04-26,60
8,trail 15%,809,2018-04-30,75
8,trail 15%,818,2018-05-14,29
8,trail 15%,821,2018-05-17,60
8,trail 15%,822,2018-05-18,12
8,trail 15%,830,2018-05-30,15
8,trail 15%,834,2018-06-05,32
8,trail 15%,835,2018-06-06,2
8,trail 15%,836,2018-06-07,18
8,trail 15%,840,2018-06-13,41
8,trail 15%,841,2018-06-14,75
8,trail 15%,842,2018-06-15,54
8,trail 15%,843,2018-06-19,14
8,trail 15%,844,2018-06-20,37
8,trail 15%,845,2018-06-21,36
8,trail 15%,846,2018-06-22,78
8,trail 15%,847,2018-06-25,148
8,trail 15%,848,2018-06-26,19
8,trail 15%,850,2018-06-28,94
8,trail 15%,853,2018-07-03,3
8,trail 15%,854,2018-07-04,41
8,trail 15%,855,2018-07-05,62
8,trail 15%,856,2018-07-06,2
8,trail 15%,858,2018-07-10,4
8,trail 15%,859,2018-07-11,14
8,trail 15%,865,2018-07-19,20
8,trail 15%,877,2018-08-06,11
8,trail 15%,881,2018-08-10,95
8,trail 15%,882,2018-08-13,218
8,trail 15%,884,2018-08-15,52
8,trail 15%,886,2018-08-17,10
8,trail 15%,887,2018-08-20,62
8,trail 15%,889,2018-08-22,6
8,trail 15%,890,2018-08-23,16
8,trail 15%,891,2018-08-24,84
8,trail 15%,900,2018-09-06,51
8,trail 15%,901,2018-09-07,40
8,trail 15%,902,2018-09-10,176
8,trail 15%,903,2018-09-11,90
8,trail 15%,904,2018-09-12,38
8,trail 15%,905,2018-09-13,36
8,trail 15%,908,2018-09-18,65
8,trail 15%,909,2018-09-19,69
8,trail 15%,918,2018-10-03,21
8,trail 15%,920,2018-10-05,246
8,trail 15%,921,2018-10-08,144
8,trail 15%,922,2018-10-09,59
8,trail 15%,923,2018-10-11,413
8,trail 15%,925,2018-10-15,26
8,trail 15%,930,2018-10-22,24
8,trail 15%,931,2018-10-23,105
8,trail 15%,933,2018-10-25,82
8,trail 15%,935,2018-10-29,23
8,trail 15%,936,2018-10-30,32
8,trail 15%,947,2018-11-14,149
8,trail 15%,976,2018-12-24,111
8,trail 15%,977,2018-12-25,25
8,trail 15%,979,2018-12-27,137
8,trail 15%,991,2019-01-16,22
8,trail 15%,1015,2019-03-04,53
8,trail 15%,1022,2019-03-13,44
8,trail 15%,1023,2019-03-14,28
8,trail 15%,1030,2019-03-25,132
8,trail 15%,1039,2019-04-09,1
8,trail 15%,1042,2019-04-12,32
8,trail 15%,1043,2019-04-15,16
8,trail 15%,1047,2019-04-19,175
8,trail 15%,1053,2019-04-29,48
8,trail 15%,1054,2019-04-30,26
8,trail 15%,1057,2019-05-06,10
8,trail 15%,1060,2019-05-09,75
8,trail 15%,1061,2019-05-10,28
8,trail 15%,1062,2019-05-13,28
8,trail 15%,1063,2019-05-14,48
8,trail 15%,1066,2019-05-17,35
8,trail 15%,1067,2019-05-20,57
8,trail 15%,1068,2019-05-21,28
8,trail 15%,1069,2019-05-22,27
8,trail 15%,1070,2019-05-23,28
8,trail 15%,1072,2019-05-27,45
8,trail 15%,1080,2019-06-06,2
8,trail 15%,1085,2019-06-14,71
8,trail 15%,1105,2019-07-12,63
8,trail 15%,1118,2019-07-31,8
8,trail 15%,1120,2019-08-02,180
8,trail 15%,1122,2019-08-06,4
8,trail 15%,1128,2019-08-15,77
8,trail 15%,1135,2019-08-26,24
8,trail 15%,1146,2019-09-10,95
8,trail 15%,1153,2019-09-20,78
8,trail 15%,1155,2019-09-24,25
8,trail 15%,1156,2019-09-25,7
8,trail 15%,1158,2019-09-27,71
8,trail 15%,1159,2019-10-01,78
8,trail 15%,1163,2019-10-07,73
8,trail 15%,1164,2019-10-08,71
8,trail 15%,1165,2019-10-09,73
8,trail 15%,1166,2019-10-14,25
8,trail 15%,1180,2019-11-01,22
8,trail 15%,1186,2019-11-11,103
8,trail 15%,1187,2019-11-12,17
8,trail 15%,1189,2019-11-14,11
8,trail 15%,1191,2019-11-18,11
8,trail 15%,1193,2019-11-20,50
8,trail 15%,1198,2019-11-27,12
8,trail 15%,1201,2019-12-02,55
8,trail 15%,1202,2019-12-03,20
8,trail 15%,1203,2019-12-04,14
8,trail 15%,1204,2019-12-05,11
8,trail 15%,1208,2019-12-11,16
8,trail 15%,1209,2019-12-12,15
8,trail 15%,1213,2019-12-18,22
8,trail 15%,1216,2019-12-23,21
8,trail 15%,1217,2019-12-24,19
8,trail 15%,1225,2020-01-06,40
8,trail 15%,1226,2020-01-07,18
8,trail 15%,1227,2020-01-08,55
8,trail 15%,1236,2020-01-30,350
8,trail 15%,1237,2020-01-31,81
8,trail 15%,1238,2020-02-03,128
8,trail 15%,1246,2020-02-13,13
8,trail 15%,1248,2020-02-17,31
8,trail 15%,1253,2020-02-24,20
8,trail 15%,1255,2020-02-26,15
8,trail 15%,1256,2020-02-27,109
8,trail 15%,1257,2020-03-02,62
8,trail 15%,1261,2020-03-06,22
8,trail 15%,1262,2020-03-09,129
8,trail 15%,1264,2020-03-11,63
8,trail 15%,1265,2020-03-12,632
8,trail 15%,1266,2020-03-13,194
8,trail 15%,1267,2020-03-16,299
8,trail 15%,1268,2020-03-17,36
8,trail 15%,1269,2020-03-18,24
8,trail 15%,1270,2020-03-19,112
8,trail 15%,1309,2020-05-18,197
8,trail 15%,1327,2020-06-11,12
8,trail 15%,1336,2020-06-24,13
8,trail 15%,1343,2020-07-07,200
8,trail 15%,1348,2020-07-14,17
8,trail 15%,1350,2020-07-16,201
8,trail 15%,1351,2020-07-17,246
8,trail 15%,1352,2020-07-20,16
8,trail 15%,1357,2020-07-27,199
8,trail 15%,1358,2020-07-28,25
8,trail 15%,1359,2020-07-29,2
8,trail 15%,1362,2020-08-03,3
8,trail 15%,1367,2020-08-10,32
8,trail 15%,1369,2020-08-12,34
8,trail 15%,1370,2020-08-13,57
8,trail 15%,1374,2020-08-19,58
8,trail 15%,1375,2020-08-20,501
8,trail 15%,1377,2020-08-24,1
8,trail 15%,1378,2020-08-25,22
8,trail 15%,1386,2020-09-04,23
8,trail 15%,1387,2020-09-07,76
8,trail 15%,1388,2020-09-08,21
8,trail 15%,1390,2020-09-10,43
8,trail 15%,1391,2020-09-11,16
8,trail 15%,1394,2020-09-16,20
8,trail 15%,1398,2020-09-22,31
8,trail 15%,1399,2020-09-23,21
8,trail 15%,1400,2020-09-24,59
8,trail 15%,1401,2020-09-25,113
8,trail 15%,1402,2020-09-28,17
8,trail 15%,1403,2020-09-29,19
8,trail 15%,1408,2020-10-08,22
8,trail 15%,1410,2020-10-13,8
8,trail 15%,1412,2020-10-15,16
8,trail 15%,1417,2020-10-22,9
8,trail 15%,1420,2020-10-27,31
8,trail 15%,1422,2020-10-29,15
8,trail 15%,1423,2020-10-30,13
8,trail 15%,1424,2020-11-02,43
8,trail 15%,1425,2020-11-03,22
8,trail 15%,1426,2020-11-04,22
8,trail 15%,1429,2020-11-09,20
8,trail 15%,1431,2020-11-11,33
8,trail 15%,1435,2020-11-17,19
8,trail 15%,1439,2020-11-23,3
8,trail 15%,1440,2020-11-24,4
8,trail 15%,1447,2020-12-03,28
8,trail 15%,1449,2020-12-07,15
8,trail 15%,1450,2020-12-08,25
8,trail 15%,1452,2020-12-10,12
8,trail 15%,1453,2020-12-11,22
8,trail 15%,1454,2020-12-14,10
8,trail 15%,1455,2020-12-15,68
8,trail 15%,1457,2020-12-17,22
8,trail 15%,1460,2020-12-22,59
8,trail 15%,1465,2020-12-29,3
8,trail 15%,1466,2020-12-30,4
8,trail 15%,1471,2021-01-07,10
8,trail 15%,1472,2021-01-08,42
8,trail 15%,1474,2021-01-12,17
8,trail 15%,1477,2021-01-15,19
8,trail 15%,1479,2021-01-19,13
8,trail 15%,1480,2021-01-20,70
8,trail 15%,1481,2021-01-21,41
8,trail 15%,1484,2021-01-26,30
8,trail 15%,1485,2021-01-27,11
8,trail 15%,1486,2021-01-28,30
8,trail 15%,1487,2021-01-29,53
8,trail 15%,1488,2021-02-01,41
8,trail 15%,1490,2021-02-03,14
8,trail 15%,1492,2021-02-05,3
8,trail 15%,1498,2021-02-24,13
8,trail 15%,1501,2021-03-02,25
8,trail 15%,1503,2021-03-04,36
8,trail 15%,1504,2021-03-05,25
8,trail 15%,1505,2021-03-08,22
8,trail 15%,1506,2021-03-09,31
8,trail 15%,1514,2021-03-19,13
8,trail 15%,1516,2021-03-23,11
8,trail 15%,1523,2021-04-01,5
8,trail 15%,1527,2021-04-09,7
8,trail 15%,1528,2021-04-12,7
8,trail 15%,1530,2021-04-14,31
8,trail 15%,1532,2021-04-16,2
8,trail 15%,1533,2021-04-19,5
8,trail 15%,1535,2021-04-21,11
8,trail 15%,1536,2021-04-22,52
8,trail 15%,1537,2021-04-23,11
8,trail 15%,1540,2021-04-28,3
8,trail 15%,1541,2021-04-29,17
8,trail 15%,1542,2021-05-03,59
8,trail 15%,1543,2021-05-04,140
8,trail 15%,1544,2021-05-05,63
8,trail 15%,1545,2021-05-06,19
8,trail 15%,1546,2021-05-07,7
8,trail 15%,1548,2021-05-11,267
8,trail 15%,1549,2021-05-12,501
8,trail 15%,1550,2021-05-13,78
8,trail 15%,1551,2021-05-14,13
8,trail 15%,1552,2021-05-17,132
8,trail 15%,1556,2021-05-21,1
8,trail 15%,1576,2021-06-21,63
8,trail 15%,1577,2021-06-22,30
8,trail 15%,1584,2021-07-01,75
8,trail 15%,1591,2021-07-12,12
8,trail 15%,1592,2021-07-13,3
8,trail 15%,1593,2021-07-14,35
8,trail 15%,1594,2021-07-15,43
8,trail 15%,1597,2021-07-20,10
8,trail 15%,1598,2021-07-21,85
8,trail 15%,1602,2021-07-27,36
8,trail 15%,1603,2021-07-28,96
8,trail 15%,1605,2021-07-30,36
8,trail 15%,1606,2021-08-02,10
8,trail 15%,1608,2021-08-04,5
8,trail 15%,1609,2021-08-05,7
8,trail 15%,1610,2021-08-06,7
8,trail 15%,1611,2021-08-09,125
8,trail 15%,1612,2021-08-10,47
8,trail 15%,1613,2021-08-11,254
8,trail 15%,1615,2021-08-13,64
8,trail 15%,1616,2021-08-16,210
8,trail 15%,1617,2021-08-17,131
8,trail 15%,1619,2021-08-19,82
8,trail 15%,1620,2021-08-20,87
8,trail 15%,1622,2021-08-24,28
8,trail 15%,1625,2021-08-27,3
8,trail 15%,1629,2021-09-02,9
8,trail 15%,1630,2021-09-03,9
8,trail 15%,1631,2021-09-06,22
8,trail 15%,1632,2021-09-07,34
8,trail 15%,1633,2021-09-08,50
8,trail 15%,1635,2021-09-10,18
8,trail 15%,1637,2021-09-14,21
8,trail 15%,1638,2021-09-15,10
8,trail 15%,1639,2021-09-16,45
8,trail 15%,1641,2021-09-22,87
8,trail 15%,1645,2021-09-28,67
8,trail 15%,1646,2021-09-29,52
8,trail 15%,1648,2021-10-01,201
8,trail 15%,1649,2021-10-04,303
8,trail 15%,1651,2021-10-06,41
8,trail 15%,1654,2021-10-12,49
8,trail 15%,1655,2021-10-13,54
8,trail 15%,1657,2021-10-15,17
8,trail 15%,1658,2021-10-18,6
8,trail 15%,1660,2021-10-20,11
8,trail 15%,1665,2021-10-27,7
8,trail 15%,1673,2021-11-08,5
8,trail 15%,1684,2021-11-23,41
8,trail 15%,1685,2021-11-24,9
8,trail 15%,1686,2021-11-25,19
8,trail 15%,1687,2021-11-26,30
8,trail 15%,1689,2021-11-30,16
8,trail 15%,1690,2021-12-01,22
8,trail 15%,1691,2021-12-02,21
8,trail 15%,1692,2021-12-03,24
8,trail 15%,1697,2021-12-10,12
8,trail 15%,1698,2021-12-13,8
8,trail 15%,1699,2021-12-14,57
8,trail 15%,1703,2021-12-20,18
8,trail 15%,1712,2022-01-03,6
8,trail 15%,1714,2022-01-05,13
8,trail 15%,1715,2022-01-06,11
8,trail 15%,1716,2022-01-07,69
8,trail 15%,1718,2022-01-11,205
8,trail 15%,1719,2022-01-12,2
8,trail 15%,1720,2022-01-13,31
8,trail 15%,1721,2022-01-14,76
8,trail 15%,1724,2022-01-19,5
8,trail 15%,1726,2022-01-21,35
8,trail 15%,1727,2022-01-24,71
8,trail 15%,1728,2022-01-25,170
8,trail 15%,1729,2022-01-26,19
8,trail 15%,1730,2022-02-07,7
8,trail 15%,1734,2022-02-11,15
8,trail 15%,1735,2022-02-14,23
8,trail 15%,1738,2022-02-17,13
8,trail 15%,1741,2022-02-22,14
8,trail 15%,1742,2022-02-23,10
8,trail 15%,1743,2022-02-24,57
8,trail 15%,1745,2022-03-01,5
8,trail 15%,1747,2022-03-03,8
8,trail 15%,1748,2022-03-04,4
8,trail 15%,1749,2022-03-07,156
8,trail 15%,1750,2022-03-08,219
8,trail 15%,1751,2022-03-09,9
8,trail 15%,1752,2022-03-10,17
8,trail 15%,1753,2022-03-11,3
8,trail 15%,1754,2022-03-14,7
8,trail 15%,1755,2022-03-15,49
8,trail 15%,1756,2022-03-16,48
8,trail 15%,1762,2022-03-24,1
8,trail 15%,1763,2022-03-25,5
8,trail 15%,1764,2022-03-28,3
8,trail 15%,1765,2022-03-29,11
8,trail 15%,1769,2022-04-06,5
8,trail 15%,1770,2022-04-07,26
8,trail 15%,1772,2022-04-11,28
8,trail 15%,1773,2022-04-12,43
8,trail 15%,1774,2022-04-13,6
8,trail 15%,1775,2022-04-14,15
8,trail 15%,1776,2022-04-15,29
8,trail 15%,1777,2022-04-18,5
8,trail 15%,1780,2022-04-21,1
8,trail 15%,1781,2022-04-22,13
8,trail 15%,1782,2022-04-25,62
8,trail 15%,1783,2022-04-26,3
8,trail 15%,1784,2022-04-27,29
8,trail 15%,1785,2022-04-28,2
8,trail 15%,1787,2022-05-03,14
8,trail 15%,1788,2022-05-04,9
8,trail 15%,1789,2022-05-05,5
8,trail 15%,1790,2022-05-06,38
8,trail 15%,1791,2022-05-09,70
8,trail 15%,1792,2022-05-10,29
8,trail 15%,1793,2022-05-11,72
8,trail 15%,1794,2022-05-12,142
8,trail 15%,1796,2022-05-16,1
8,trail 15%,1802,2022-05-24,4
8,trail 15%,1804,2022-05-26,22
8,trail 15%,1814,2022-06-10,80
8,trail 15%,1815,2022-06-13,57
8,trail 15%,1816,2022-06-14,69
8,trail 15%,1817,2022-06-15,20
8,trail 15%,1818,2022-06-16,84
8,trail 15%,1819,2022-06-17,81
8,trail 15%,1820,2022-06-20,492
8,trail 15%,1822,2022-06-22,60
8,trail 15%,1823,2022-06-23,66
8,trail 15%,1824,2022-06-24,15
8,trail 15%,1828,2022-06-30,128
8,trail 15%,1829,2022-07-01,113
8,trail 15%,1830,2022-07-04,34
8,trail 15%,1832,2022-07-06,35
8,trail 15%,1833,2022-07-07,30
8,trail 15%,1851,2022-08-02,40
8,trail 15%,1852,2022-08-03,41
8,trail 15%,1853,2022-08-04,41
8,trail 15%,1856,2022-08-09,90
8,trail 15%,1858,2022-08-11,50
8,trail 15%,1865,2022-08-22,45
8,trail 15%,1870,2022-08-29,37
8,trail 15%,1875,2022-09-05,31
8,trail 15%,1876,2022-09-06,47
8,trail 15%,1877,2022-09-07,96
8,trail 15%,1882,2022-09-15,90
8,trail 15%,1883,2022-09-16,44
8,trail 15%,1884,2022-09-19,44
8,trail 15%,1887,2022-09-22,8
8,trail 15%,1888,2022-09-23,91
8,trail 15%,1889,2022-09-26,100
8,trail 15%,1890,2022-09-27,4
8,trail 15%,1891,2022-09-28,153
8,trail 15%,1892,2022-09-29,40
8,trail 15%,1894,2022-10-03,39
8,trail 15%,1899,2022-10-11,23
8,trail 15%,1900,2022-10-12,49
8,trail 15%,1901,2022-10-13,320
8,trail 15%,1902,2022-10-14,11
8,trail 15%,1903,2022-10-17,100
8,trail 15%,1904,2022-10-18,12
8,trail 15%,1905,2022-10-19,31
8,trail 15%,1906,2022-10-20,5
8,trail 15%,1907,2022-10-21,27
8,trail 15%,1909,2022-10-25,33
8,trail 15%,1910,2022-10-26,144
8,trail 15%,1912,2022-10-28,12
8,trail 15%,1914,2022-11-01,15
8,trail 15%,1924,2022-11-15,40
8,trail 15%,1940,2022-12-07,45
8,trail 15%,1943,2022-12-12,33
8,trail 15%,1948,2022-12-19,113
8,trail 15%,1949,2022-12-20,68
8,trail 15%,1950,2022-12-21,20
8,trail 15%,1953,2022-12-26,37
8,trail 15%,1955,2022-12-28,66
8,trail 15%,1956,2022-12-29,11
8,trail 15%,1957,2022-12-30,17
8,trail 15%,1964,2023-01-11,49
8,trail 15%,1966,2023-01-13,22
8,trail 15%,1994,2023-03-08,55
8,trail 15%,1998,2023-03-14,57
8,trail 15%,1999,2023-03-15,33
8,trail 15%,2000,2023-03-16,70
8,trail 15%,2009,2023-03-29,32
8,trail 15%,2020,2023-04-18,40
8,trail 15%,2022,2023-04-20,35
8,trail 15%,2023,2023-04-21,34
8,trail 15%,2025,2023-04-25,122
8,trail 15%,2031,2023-05-04,16
8,trail 15%,2034,2023-05-09,44
8,trail 15%,2036,2023-05-11,39
8,trail 15%,2038,2023-05-15,4
8,trail 15%,2042,2023-05-19,23
8,trail 15%,2050,2023-05-31,16
8,trail 15%,2057,2023-06-09,145
8,trail 15%,2062,2023-06-16,22
8,trail 15%,2066,2023-06-26,20
8,trail 15%,2067,2023-06-27,23
8,trail 15%,2068,2023-06-28,157
8,trail 15%,2073,2023-07-05,126
8,trail 15%,2075,2023-07-07,138
8,trail 15%,2076,2023-07-10,28
8,trail 15%,2077,2023-07-11,195
8,trail 15%,2079,2023-07-13,21
8,trail 15%,2082,2023-07-18,1
8,trail 15%,2083,2023-07-19,2
8,trail 15%,2085,2023-07-21,33
8,trail 15%,2086,2023-07-24,52
8,trail 15%,2091,2023-07-31,23
8,trail 15%,2093,2023-08-02,20
8,trail 15%,2099,2023-08-11,37
8,trail 15%,2100,2023-08-14,251
8,trail 15%,2102,2023-08-16,230
8,trail 15%,2105,2023-08-21,31
8,trail 15%,2106,2023-08-22,50
8,trail 15%,2107,2023-08-23,50
8,trail 15%,2110,2023-08-28,44
8,trail 15%,2113,2023-08-31,53
8,trail 15%,2118,2023-09-07,53
8,trail 15%,2120,2023-09-11,48
8,trail 15%,2121,2023-09-12,48
8,trail 15%,2126,2023-09-19,51
8,trail 15%,2127,2023-09-20,56
8,trail 15%,2128,2023-09-21,48
8,trail 15%,2129,2023-09-22,124
8,trail 15%,2139,2023-10-11,48
8,trail 15%,2140,2023-10-12,89
8,trail 15%,2142,2023-10-16,55
8,trail 15%,2143,2023-10-17,59
8,trail 15%,2144,2023-10-18,156
8,trail 15%,2145,2023-10-19,22
8,trail 15%,2146,2023-10-20,34
8,trail 15%,2150,2023-10-26,30
8,trail 15%,2153,2023-10-31,74
8,trail 15%,2154,2023-11-01,64
8,trail 15%,2162,2023-11-13,20
8,trail 15%,2170,2023-11-23,38
8,trail 15%,2174,2023-11-29,49
8,trail 15%,2183,2023-12-12,60
8,trail 15%,2184,2023-12-13,51
8,trail 15%,2185,2023-12-14,50
8,trail 15%,2192,2023-12-25,132
8,trail 15%,2195,2023-12-28,17
8,trail 15%,2196,2023-12-29,9
8,trail 15%,2201,2024-01-08,20
8,trail 15%,2203,2024-01-10,17
8,trail 15%,2205,2024-01-12,13
8,trail 15%,2207,2024-01-16,15
8,trail 15%,2208,2024-01-17,58
8,trail 15%,2209,2024-01-18,38
8,trail 15%,2219,2024-02-01,43
8,trail 15%,2221,2024-02-05,41
8,trail 15%,2222,2024-02-15,7
8,trail 15%,2223,2024-02-16,45
8,trail 15%,2224,2024-02-19,21
8,trail 15%,2227,2024-02-22,20
8,trail 15%,2228,2024-02-23,5
8,trail 15%,2229,2024-02-26,12
8,trail 15%,2237,2024-03-08,30
8,trail 15%,2238,2024-03-11,18
8,trail 15%,2239,2024-03-12,16
8,trail 15%,2240,2024-03-13,27
8,trail 15%,2241,2024-03-14,54
8,trail 15%,2242,2024-03-15,16
8,trail 15%,2243,2024-03-18,33
8,trail 15%,2244,2024-03-19,14
8,trail 15%,2245,2024-03-20,13
8,trail 15%,2248,2024-03-25,15
8,trail 15%,2249,2024-03-26,50
8,trail 15%,2255,2024-04-03,17
8,trail 15%,2261,2024-04-15,166
8,trail 15%,2262,2024-04-16,58
8,trail 15%,2265,2024-04-19,81
8,trail 15%,2266,2024-04-22,218
8,trail 15%,2267,2024-04-23,10
8,trail 15%,2271,2024-04-29,13
8,trail 15%,2274,2024-05-03,32
8,trail 15%,2276,2024-05-07,10
8,trail 15%,2280,2024-05-13,58
8,trail 15%,2281,2024-05-14,50
8,trail 15%,2285,2024-05-20,18
8,trail 15%,2287,2024-05-22,16
8,trail 15%,2288,2024-05-23,43
8,trail 15%,2297,2024-06-05,49
8,trail 15%,2316,2024-07-03,14
8,trail 15%,2317,2024-07-04,49
8,trail 15%,2319,2024-07-08,15
