seed,高點,谷底,回升,回升了,日數,基準回落,分型,最差2日占比,MA60_首跌破,MA60_落後,MA60_0050已跌,MA60_組合已跌,MA60_段數,MA60_線下日,MA20_首跌破,MA20_落後,MA20_0050已跌,MA20_組合已跌,MA20_段數,MA20_線下日,MA10_首跌破,MA10_落後,MA10_0050已跌,MA10_組合已跌,MA10_段數,MA10_線下日,窗內回落_基準,救到pp_A2,救到pp_A3,救到pp_Ba,救到pp_Bb,救到pp_Bc,救到pp_Ca,救到pp_Cc,救到pp_Cd,救到pp_Ce,救到pp_Cf,救到pp_Cg,救到pp_Ch,救到pp_Cb_ref
99050,2018-06-12,2018-10-29,2020-06-10,True,487,-0.4256387146671283,混合型,0.33400339511651145,2018-06-19,4,-0.04332344213649841,-0.04002709612623834,14,175,2018-06-14,2,-0.029673590504450842,-0.028638086605540125,22,189,2018-06-14,2,-0.029673590504450842,-0.028638086605540125,38,174,-0.4256387146671284,3.2933154392960793,3.269789832843789,-0.012217753212689919,1.8875230618699834,0.0,4.213216594366854,-0.49397757139703624,3.414642208547558,3.233447954131019,6.764515927363029,7.403313214052271,10.135272624176023,1.2925223477644077
99050,2022-08-25,2025-04-09,2025-06-26,True,684,-0.33987414095829505,單日暴跌型,0.5524337967249292,2022-08-29,2,-0.08327434950665324,-0.03204090957947292,17,206,2022-08-29,2,-0.08327434950665324,-0.03204090957947292,34,276,2022-09-14,13,-0.10608433995221911,-0.054663737720964556,50,276,-0.33987414095829505,10.109008856944268,11.209644792462829,-12.706342024050782,-8.198183603676124,-12.640851849876311,-3.814260003216108,-1.0261824749484505,10.905298031797361,7.742391326653403,6.352241583903984,9.226714390880936,3.780357489003988,7.995115249634516
