高點,谷底,回升,回升了,跌幅_simple,跌幅_log,分型_log（主）,最差2日占比_log,最差5日占比_log,分型_simple（副）,最差2日占比_simple,最差5日占比_simple,換型
2020-01-14,2020-03-19,2020-07-13,True,-0.28217651879384864,-0.3315315880617586,混合型,0.35784350088873507,0.7095163369608106,混合型,0.4082043113891227,0.8132776906852229,False
2022-01-17,2022-10-25,2024-02-15,True,-0.3395700527611012,-0.41486422084302543,延續下跌型,0.2183122785561805,0.42761008516184656,混合型,0.26059508332457043,0.5126020022987866,True
2024-07-11,2024-08-05,2025-01-06,True,-0.21301507893939753,-0.23954619077293687,單日暴跌型,0.6161864622430901,1.0432399798535892,單日暴跌型,0.6658817268536823,1.137908110185075,False
2025-01-07,2025-04-09,2025-07-17,True,-0.2748498925572104,-0.32137660080959285,混合型,0.4743828355095297,0.8271518280151485,單日暴跌型,0.5312109140168206,0.9358981191547661,True
