cell,kind,version,r,seed,param,cagr,mdd,vol,expo,x_mult_short,n_rebal,ctrl_cost_total
Ba,mbar,median,37,99037,1.0583941605839415,0.25824790545316123,-0.41212848853124107,0.2625468567872838,0.877257603991408,23.0,,
Ba,mbar,pooled,37,99037,1.058940349087199,0.25830330923480616,-0.41210508303615284,0.2625927851802286,0.8773104666524784,23.0,,
Ba,mbar,paired,38,99038,1.062043795620438,0.3643710656473229,-0.42271627078308527,0.2843515231953945,0.8798486804004888,26.0,,
Ba,mbar,median,38,99038,1.0583941605839415,0.3639713972013583,-0.4220941950918448,0.28417952675190716,0.8797421939302518,26.0,,
Ba,mbar,pooled,38,99038,1.058940349087199,0.36403136001780423,-0.4221873041437518,0.2842049812417959,0.8797581052494744,26.0,,
Ba,mbar,paired,39,99039,1.0661764705882353,0.23663107943189776,-0.42639677294174544,0.25751659977748353,0.8836206242393746,23.0,,
Ba,mbar,median,39,99039,1.0583941605839415,0.23741783671462047,-0.4255931508089495,0.25758734772214525,0.8837276030765322,24.0,,
Ba,mbar,pooled,39,99039,1.058940349087199,0.23737363613332696,-0.42564955748327044,0.25758517548652404,0.8837144593012887,24.0,,
Ba,mbar,paired,40,99040,1.0551470588235294,0.2921156404843821,-0.39082598629959625,0.276745778453023,0.8743976254149393,24.0,,
Ba,mbar,median,40,99040,1.0583941605839415,0.29339286704827505,-0.3907436726877676,0.2770121563267271,0.8747907199924073,24.0,,
Ba,mbar,pooled,40,99040,1.058940349087199,0.2936076430107948,-0.3907298301543534,0.27705718390238804,0.8748568625908403,24.0,,
Ba,mbar,paired,41,99041,1.0772058823529411,0.27038158586227246,-0.3741147964792129,0.2654982270460867,0.8781209945318124,25.0,,
Ba,mbar,median,41,99041,1.0583941605839415,0.2739331309411772,-0.36933978834491027,0.2643863568740823,0.8772221747610395,25.0,,
Ba,mbar,pooled,41,99041,1.058940349087199,0.27383404994596483,-0.3694779311473288,0.264415000345585,0.8772479833652352,25.0,,
Ba,mbar,paired,42,99042,1.0434782608695652,0.2586579324678382,-0.4329990150276094,0.26978075953763203,0.8820035029903011,24.0,,
Ba,mbar,median,42,99042,1.0583941605839415,0.26110988531599055,-0.43368116571816656,0.2707859848990046,0.8832296645958001,26.0,,
Ba,mbar,pooled,42,99042,1.058940349087199,0.2612266513399397,-0.43370653743153914,0.2708243793258271,0.8832795400697576,26.0,,
Ba,mbar,paired,43,99043,1.062043795620438,0.29280925236789423,-0.41161184246966726,0.2832800554895567,0.880791766147918,27.0,,
