cell,kind,version,r,seed,param,cagr,mdd,vol,expo,x_mult_short,n_rebal,ctrl_cost_total
Bb,mbar,median,68,99068,1.0872738813075213,0.23690260624362636,-0.3821901885520457,0.2584680407631047,0.8828049372578416,26.0,,
Bb,mbar,pooled,68,99068,1.0862561847168775,0.237065776529928,-0.38217583190784055,0.25843645853066755,0.882796754941831,26.0,,
Bb,mbar,paired,69,99069,1.0766423357664234,0.24112686530042993,-0.31859374161817283,0.2614552157076849,0.8854591904802371,23.0,,
Bb,mbar,median,69,99069,1.0872738813075213,0.24074713522491997,-0.3159217246294928,0.26158765503690545,0.8866061468695856,26.0,,
Bb,mbar,pooled,69,99069,1.0862561847168775,0.2407911224564916,-0.31584387403308023,0.26153358947034644,0.8864645614332021,26.0,,
Bb,mbar,paired,70,99070,1.088235294117647,0.29522863561083734,-0.47147362502436313,0.29344555502737224,0.8883726018871461,24.0,,
Bb,mbar,median,70,99070,1.0872738813075213,0.29501860251152556,-0.4715801616810501,0.29335946804471447,0.8883077633264763,24.0,,
Bb,mbar,pooled,70,99070,1.0862561847168775,0.2947961869499296,-0.4716930253232428,0.29326865701392996,0.8882391411012723,24.0,,
Bb,mbar,paired,71,99071,1.0724637681159421,0.18444333419711012,-0.4199573613052288,0.2720483688834926,0.8801054453231031,24.0,,
Bb,mbar,median,71,99071,1.0872738813075213,0.18543277673698633,-0.4185243043225816,0.272848543395526,0.8802633770564728,26.0,,
Bb,mbar,pooled,71,99071,1.0862561847168775,0.18537071585284126,-0.4186227690283584,0.2727795797279552,0.8802282654703812,26.0,,
Bb,mbar,paired,72,99072,1.0932835820895523,0.2559539027106523,-0.42079855395864924,0.25420360361692,0.8763523610077674,26.0,,
Bb,mbar,median,72,99072,1.0872738813075213,0.25404548746618594,-0.4205158368641702,0.2539101712228152,0.8760822717627809,26.0,,
Bb,mbar,pooled,72,99072,1.0862561847168775,0.2537144596517227,-0.4204607303838821,0.2538565672840787,0.8760336967500737,26.0,,
Bb,mbar,paired,73,99073,1.1037037037037036,0.09789590616742494,-0.457331298360447,0.2542168978388085,0.8820188165201726,27.0,,
Bb,mbar,median,73,99073,1.0872738813075213,0.10123733713546068,-0.4576974376699896,0.2534544251279066,0.8815454839087674,27.0,,
Bb,mbar,pooled,73,99073,1.0862561847168775,0.10143530544796464,-0.4577211991874758,0.25341039202951054,0.8814953628228792,27.0,,
Bb,mbar,paired,74,99074,1.0808823529411764,0.35254227335988086,-0.39408604438181033,0.28623502056894795,0.889669126016157,28.0,,
Bb,mbar,median,74,99074,1.0872738813075213,0.3502076432499206,-0.3953481339347922,0.28693609677952114,0.8905848023321127,28.0,,
Bb,mbar,pooled,74,99074,1.0862561847168775,0.3505832891846765,-0.39514733762560206,0.28682101931852383,0.8904383749565435,28.0,,
Bb,mbar,paired,75,99075,1.0808823529411764,0.2313063446340906,-0.42295105720220294,0.2635706632188709,0.8798739527081132,25.0,,
Bb,mbar,median,75,99075,1.0872738813075213,0.23209673978457057,-0.4241507991642663,0.2641041055008203,0.8799470327563128,25.0,,
Bb,mbar,pooled,75,99075,1.0862561847168775,0.2319491641346605,-0.42395986904240707,0.264021231081225,0.8799358296061136,25.0,,
Bb,mbar,paired,76,99076,1.1,0.3746056455841815,-0.3835999581873498,0.2817077799541205,0.8857966046849757,28.0,,
Bb,mbar,median,76,99076,1.0872738813075213,0.3701974863195039,-0.385840548136038,0.2810159847166875,0.8854760036937742,24.0,,
Bb,mbar,pooled,76,99076,1.0862561847168775,0.3699039048981698,-0.38569992033803085,0.2809491883522217,0.885422704167029,24.0,,
Bb,mbar,paired,77,99077,1.0888888888888888,0.4060793485601386,-0.41359837567991736,0.2851249799316762,0.8879362817535735,29.0,,
Bb,mbar,median,77,99077,1.0872738813075213,0.4060529423119612,-0.413257840723481,0.28498196948369964,0.8878987927569341,29.0,,
Bb,mbar,pooled,77,99077,1.0862561847168775,0.40603607813516795,-0.41304326625977705,0.28489242351642785,0.8878751755141449,29.0,,
Bb,mbar,paired,78,99078,1.088235294117647,0.3313381648339624,-0.4880765270052311,0.2892668380438388,0.8752489048992809,27.0,,
Bb,mbar,median,78,99078,1.0872738813075213,0.33089462742970754,-0.48819502244025575,0.28919992345321527,0.8752072927836518,27.0,,
Bb,mbar,pooled,78,99078,1.0862561847168775,0.33042508558298533,-0.48832058222593555,0.28912936947987783,0.8751633019003677,27.0,,
Bb,mbar,paired,79,99079,1.099264705882353,0.2861923641288011,-0.4472457476866987,0.2811273815952818,0.8837507932314711,28.0,,
Bb,mbar,median,79,99079,1.0872738813075213,0.2845392586941773,-0.4476168501570164,0.2804210791268833,0.8834117867899252,28.0,,
Bb,mbar,pooled,79,99079,1.0862561847168775,0.2843978859691181,-0.44764869835193466,0.2803631932311613,0.8833831663468311,28.0,,
Bb,mbar,paired,80,99080,1.0693430656934306,0.24640133096361105,-0.45797529669227977,0.2695944116181756,0.8840101818608123,25.0,,
Bb,mbar,median,80,99080,1.0872738813075213,0.2488067974805741,-0.45797705168042263,0.2702454003727134,0.8840372248435547,26.0,,
Bb,mbar,pooled,80,99080,1.0862561847168775,0.24865161952909864,-0.45797646761368427,0.2701982934220354,0.8840293573274931,26.0,,
Bb,mbar,paired,81,99081,1.062043795620438,0.34827898215930664,-0.42550948323734183,0.28127174208142647,0.8842896162059343,27.0,,
Bb,mbar,median,81,99081,1.0872738813075213,0.34593805854303517,-0.42718439641198763,0.2819803633771649,0.8845438871800092,29.0,,
Bb,mbar,pooled,81,99081,1.0862561847168775,0.34606262712206304,-0.42711664949980277,0.2819541652523322,0.8845420230286452,29.0,,
Bb,mbar,paired,82,99082,1.0888888888888888,0.3140986417437892,-0.4608763570834698,0.27501342225197606,0.8799367787278247,28.0,,
Bb,mbar,median,82,99082,1.0872738813075213,0.31407298851664134,-0.46061912135532274,0.2749461998783572,0.8798122286125875,28.0,,
Bb,mbar,pooled,82,99082,1.0862561847168775,0.31405740818927974,-0.46045696296000166,0.27490471073020323,0.8797338873117988,28.0,,
Bb,mbar,paired,83,99083,1.1074074074074074,0.30973639775429773,-0.3729881955972238,0.2689728487526641,0.8823601403863505,30.0,,
Bb,mbar,median,83,99083,1.0872738813075213,0.31024158744401875,-0.3776964768404323,0.2685336827891465,0.8823990568982223,29.0,,
Bb,mbar,pooled,83,99083,1.0862561847168775,0.3102980165349458,-0.3779339966027496,0.2685241884621232,0.8824110735797007,29.0,,
Bb,mbar,paired,84,99084,1.0833333333333333,0.2601068775351125,-0.44493527270824795,0.2780924415264894,0.8777317803961588,29.0,,
Bb,mbar,median,84,99084,1.0872738813075213,0.2598597589921714,-0.44536353940940604,0.2784028454253454,0.8777084753743261,29.0,,
Bb,mbar,pooled,84,99084,1.0862561847168775,0.25992414683940646,-0.44525300563694775,0.2783217806106801,0.8777146427741533,29.0,,
Bb,mbar,paired,85,99085,1.0735294117647058,0.26120724716947774,-0.4615138445272808,0.2844947701934517,0.8880215827122045,28.0,,
Bb,mbar,median,85,99085,1.0872738813075213,0.2610582406186259,-0.45999792155256203,0.2848938068341932,0.8885897408859206,30.0,,
Bb,mbar,pooled,85,99085,1.0862561847168775,0.2608849268914468,-0.4601103346840729,0.2848305208634688,0.8885165957610784,30.0,,
Bb,mbar,paired,86,99086,1.0698529411764706,0.3244981885647831,-0.4349339478127679,0.2640392526967144,0.884657106282366,26.0,,
Bb,mbar,median,86,99086,1.0872738813075213,0.3314103084190809,-0.4312372538431166,0.2653665649915125,0.8854696074066187,28.0,,
Bb,mbar,pooled,86,99086,1.0862561847168775,0.3305027034276844,-0.4314703777864044,0.2651910491735526,0.8854062913269777,27.0,,
Bb,mbar,paired,87,99087,1.099264705882353,0.28052657990114693,-0.48113272647806876,0.27458556901675235,0.8762244382064186,28.0,,
Bb,mbar,median,87,99087,1.0872738813075213,0.28085337546208233,-0.4814875328089938,0.2734798444652224,0.8753294496285697,26.0,,
Bb,mbar,pooled,87,99087,1.0862561847168775,0.28082164986018165,-0.4815473180145836,0.27338672068512077,0.8752068749381209,26.0,,
Bb,mbar,paired,88,99088,1.0845588235294117,0.14841980832413504,-0.4479699007489087,0.2668436251995524,0.8805635428107443,26.0,,
Bb,mbar,median,88,99088,1.0872738813075213,0.14767525118649827,-0.44849363237489664,0.2669137316716026,0.8805659479117194,26.0,,
Bb,mbar,pooled,88,99088,1.0862561847168775,0.14795445800307006,-0.44829742090394886,0.2668867861721299,0.8805651737059184,26.0,,
Bb,mbar,paired,89,99089,1.0962962962962963,0.24962172941122196,-0.4879965788632507,0.2768650325453797,0.8791675006974214,31.0,,
Bb,mbar,median,89,99089,1.0872738813075213,0.2473734747150078,-0.4875981028434253,0.27642995784282964,0.8788259769748241,29.0,,
Bb,mbar,pooled,89,99089,1.0862561847168775,0.24748105629804784,-0.48755324721374976,0.276366560855591,0.8788137838861129,29.0,,
Bb,mbar,paired,90,99090,1.0985401459854014,0.26904729713730924,-0.4069821947015486,0.2719324352309407,0.8769815908618734,28.0,,
Bb,mbar,median,90,99090,1.0872738813075213,0.2655069838655342,-0.4072025977530126,0.2712631755141831,0.8763784458833337,28.0,,
Bb,mbar,pooled,90,99090,1.0862561847168775,0.2651869031758234,-0.407232416866972,0.2712045754161701,0.8763231662120411,28.0,,
Bb,mbar,paired,91,99091,1.1102941176470589,0.266591299374912,-0.41478227053646444,0.25736668554841585,0.8810544735544451,30.0,,
Bb,mbar,median,91,99091,1.0872738813075213,0.2679926459024373,-0.40974205614448755,0.2565400619391804,0.8798763667985815,30.0,,
Bb,mbar,pooled,91,99091,1.0862561847168775,0.2681432433303643,-0.40951839672192125,0.2565096387641501,0.8798294337179684,30.0,,
Bb,mbar,paired,92,99092,1.1,0.3352788117531169,-0.42066167061884396,0.2862258458731993,0.8768613820463518,23.0,,
Bb,mbar,median,92,99092,1.0872738813075213,0.3349676810446307,-0.42026617500804986,0.2855921608706291,0.8766111392699965,23.0,,
Bb,mbar,pooled,92,99092,1.0862561847168775,0.3349413339628313,-0.42033729887500776,0.285544755973078,0.8765911471654997,23.0,,
Bb,mbar,paired,93,99093,1.094890510948905,0.2818490417292079,-0.41576677307788307,0.27442577955270153,0.8736646641703861,27.0,,
Bb,mbar,median,93,99093,1.0872738813075213,0.284966538752512,-0.41590041836519565,0.27451554822229624,0.8734574238255488,25.0,,
Bb,mbar,pooled,93,99093,1.0862561847168775,0.2853596063788575,-0.4159176201090865,0.27451000922000507,0.8734212747574323,25.0,,
Bb,mbar,paired,94,99094,1.0955882352941178,0.24899628787611228,-0.3679524386184451,0.2786050535225308,0.8916593852435849,28.0,,
Bb,mbar,median,94,99094,1.0872738813075213,0.24751092942624142,-0.37079293106804123,0.2781555153413299,0.8912909207959608,26.0,,
Bb,mbar,pooled,94,99094,1.0862561847168775,0.24731680523103328,-0.37128692660797347,0.2780911056371295,0.8912246106809281,26.0,,
Bb,mbar,paired,95,99095,1.0766423357664234,0.2582307884886137,-0.44097569036742157,0.2567620342617031,0.8796697647110318,26.0,,
Bb,mbar,median,95,99095,1.0872738813075213,0.25896380445167555,-0.4383565621249548,0.25736980561623934,0.8803715014793195,26.0,,
Bb,mbar,pooled,95,99095,1.0862561847168775,0.2588944653119789,-0.4386099464018952,0.2573096563248476,0.8803041740223131,26.0,,
Bb,mbar,paired,96,99096,1.099264705882353,0.29823012667835713,-0.40622520399450013,0.280943933083194,0.8801085122605657,30.0,,
Bb,mbar,median,96,99096,1.0872738813075213,0.2943652781684758,-0.4076248873340024,0.28008768832731,0.8800478081231345,28.0,,
Bb,mbar,pooled,96,99096,1.0862561847168775,0.29435738193225536,-0.4077433564334257,0.2800060934125877,0.8800124207652079,28.0,,
Bb,mbar,paired,97,99097,1.0869565217391304,0.34142103655204115,-0.49762518514258375,0.2776253535963609,0.8788634821380351,29.0,,
Bb,mbar,median,97,99097,1.0872738813075213,0.3414135666749205,-0.49762227556747174,0.27763642839923414,0.878864637421292,29.0,,
Bb,mbar,pooled,97,99097,1.0862561847168775,0.34143743743977906,-0.4976316274109483,0.2776010998291542,0.8788609281691928,29.0,,
Bb,mbar,paired,98,99098,1.1037037037037036,0.3333324506121216,-0.4023064776189617,0.2865253872626625,0.8767278720425986,27.0,,
Bb,mbar,median,98,99098,1.0872738813075213,0.3361661325966214,-0.40181093533177786,0.2853533329938534,0.8769012514608736,28.0,,
Bb,mbar,pooled,98,99098,1.0862561847168775,0.3361804482900588,-0.4017802710460092,0.2852879201990217,0.8769074082749727,28.0,,
Bb,mbar,paired,99,99099,1.094890510948905,0.3077235007528525,-0.4230724924950567,0.26505528845173565,0.8785035257663523,26.0,,
Bb,mbar,median,99,99099,1.0872738813075213,0.30584939545939105,-0.42287235092138514,0.26449864802944706,0.8783379363818754,26.0,,
Bb,mbar,pooled,99,99099,1.0862561847168775,0.3055988875759401,-0.42284566180103544,0.26442615940111236,0.8783158263781006,26.0,,
Bb,mbar,paired,100,99100,1.0845588235294117,0.18256766321707807,-0.4565454910734958,0.26292886688029293,0.8895215451860675,30.0,,
Bb,mbar,median,100,99100,1.0872738813075213,0.18301399185508926,-0.4567820834867289,0.26301200303841,0.8897710137375432,30.0,,
Bb,mbar,pooled,100,99100,1.0862561847168775,0.18284674337027496,-0.4566933954855021,0.26298051548143475,0.8896775036716085,30.0,,
Bb,mbar,paired,101,99101,1.0905797101449275,0.28227447741079703,-0.4707653066750162,0.2754471929194368,0.8843952696631276,27.0,,
Bb,mbar,median,101,99101,1.0872738813075213,0.2823156538207501,-0.47102577956132224,0.2752434075727198,0.884215885891908,27.0,,
Bb,mbar,pooled,101,99101,1.0862561847168775,0.28228964973102166,-0.4711058918153655,0.27518434689174703,0.884149288740921,27.0,,
Bb,mbar,paired,102,99102,1.0808823529411764,0.24331378657682,-0.3582452799369587,0.25717927098959503,0.8782926572698642,25.0,,
Bb,mbar,median,102,99102,1.0872738813075213,0.24354717944846715,-0.35851351171037316,0.2574170923361113,0.8786762382645852,25.0,,
Bb,mbar,pooled,102,99102,1.0862561847168775,0.24351043698133035,-0.35847080362242073,0.25737804585593155,0.878615148319451,25.0,,
Bb,mbar,paired,103,99103,1.1058394160583942,0.25791906016848065,-0.46280102294102315,0.2740121731780296,0.8840090625851674,26.0,,
Bb,mbar,median,103,99103,1.0872738813075213,0.2264423453107649,-0.4245565342790031,0.267540842522008,0.8851792793009128,30.0,,
Bb,mbar,pooled,103,99103,1.0862561847168775,0.22633757933772802,-0.4244530075908077,0.26746664079506016,0.8850739628384816,30.0,,
Bb,mbar,paired,104,99104,1.0766423357664234,0.21481139454209108,-0.47618480913941597,0.26947543770008325,0.8760364712458469,22.0,,
Bb,mbar,median,104,99104,1.0872738813075213,0.21449291507603108,-0.47721976866577376,0.2701913538786857,0.8762052413556535,22.0,,
Bb,mbar,pooled,104,99104,1.0862561847168775,0.21454718906021353,-0.4771207987451242,0.27012461000835813,0.8761892472391732,22.0,,
Bb,mbar,paired,105,99105,1.0772058823529411,0.34934802759969186,-0.4027021322554282,0.28211827873663314,0.8764235087759038,21.0,,
Bb,mbar,median,105,99105,1.0872738813075213,0.34798982354522723,-0.40495210888452515,0.2831491403112342,0.8778272570687162,23.0,,
Bb,mbar,pooled,105,99105,1.0862561847168775,0.34824418191249706,-0.40472362832731623,0.2830295549175831,0.8776961828533358,23.0,,
Bb,mbar,paired,106,99106,1.1029411764705883,0.18895201096126768,-0.45034975799028054,0.2684458285447368,0.8841767343828488,29.0,,
Bb,mbar,median,106,99106,1.0872738813075213,0.18927294655575921,-0.45330764881047414,0.26885929827489374,0.8840820167099486,29.0,,
Bb,mbar,pooled,106,99106,1.0862561847168775,0.18928941667074528,-0.45349930280214235,0.2688957364654324,0.8840751065276947,29.0,,
Bb,mbar,paired,107,99107,1.062043795620438,0.2565440204589551,-0.4338982583929726,0.2793574641793703,0.8826164340747854,25.0,,
Bb,mbar,median,107,99107,1.0872738813075213,0.2593882722454339,-0.438436565166682,0.281483867126175,0.8850466430547544,27.0,,
Bb,mbar,pooled,107,99107,1.0862561847168775,0.2592710977237729,-0.4382524825944078,0.28140244413132787,0.8849573118789018,27.0,,
Bb,mbar,paired,108,99108,1.0912408759124088,0.23073891214610165,-0.47149773479052876,0.2836247439460115,0.8875761349153029,29.0,,
Bb,mbar,median,108,99108,1.0872738813075213,0.23083479009892027,-0.471891897340956,0.28344647189603406,0.8875604386289914,29.0,,
Bb,mbar,pooled,108,99108,1.0862561847168775,0.23085491901306887,-0.47198116082194974,0.28340087374879513,0.8875557377342786,29.0,,
Bb,mbar,paired,109,99109,1.0845588235294117,0.2667264090689523,-0.436747865657579,0.28569558286974683,0.8823321459069384,25.0,,
Bb,mbar,median,109,99109,1.0872738813075213,0.26634052286498644,-0.438071168830004,0.285787466856288,0.8824830226481197,25.0,,
Bb,mbar,pooled,109,99109,1.0862561847168775,0.26648538685048995,-0.437575340065388,0.2857524758850144,0.882426445460312,25.0,,
Bb,mbar,paired,110,99110,1.0978260869565217,0.15070224760940065,-0.49460188909290903,0.26588722639032786,0.8771958543816815,25.0,,
Bb,mbar,median,110,99110,1.0872738813075213,0.1510486326866487,-0.4904632368074455,0.26532126010602103,0.8775474978213185,25.0,,
Bb,mbar,pooled,110,99110,1.0862561847168775,0.15108115312823878,-0.49006213384836916,0.26526993652463915,0.8775807397768611,25.0,,
Bb,mbar,paired,111,99111,1.088235294117647,0.12261162027473405,-0.5165021109062793,0.26463212190114493,0.8821444527816115,25.0,,
Bb,mbar,median,111,99111,1.0872738813075213,0.12248351547246084,-0.5165871288564167,0.2645821594201493,0.8821305778523044,25.0,,
Bb,mbar,pooled,111,99111,1.0862561847168775,0.12234784573873458,-0.5166771866075381,0.26452966825219465,0.8821158922761636,25.0,,
Bb,mbar,paired,112,99112,1.0888888888888888,0.3141012413399833,-0.42450796262774215,0.2705413785382861,0.8771408622353809,28.0,,
Bb,mbar,median,112,99112,1.0872738813075213,0.31387210850802316,-0.4239796623260595,0.27048764293021516,0.8770469990660762,28.0,,
Bb,mbar,pooled,112,99112,1.0862561847168775,0.29176437013737555,-0.5516694810209639,0.2695313757662076,0.882612586233652,27.0,,
Bb,mbar,paired,113,99113,1.0698529411764706,0.24624402456031902,-0.3760848301493747,0.2613097351285329,0.8786807208113239,21.0,,
Bb,mbar,median,113,99113,1.0872738813075213,0.24526310953602648,-0.3777011725964583,0.2619816548763619,0.878927952515652,22.0,,
Bb,mbar,pooled,113,99113,1.0862561847168775,0.24521388368895503,-0.37760683002440226,0.26193224201184073,0.8789137808519474,22.0,,
Bb,mbar,paired,114,99114,1.0985401459854014,0.28326799046340745,-0.5195215955903874,0.2719620975714371,0.8890987268716153,29.0,,
Bb,mbar,median,114,99114,1.0872738813075213,0.2844521798216124,-0.5191169765053115,0.27161604468057504,0.8881064939791445,28.0,,
Bb,mbar,pooled,114,99114,1.0862561847168775,0.28458374777834305,-0.5187927886261097,0.2715850402976758,0.8880062792664747,28.0,,
Bb,mbar,paired,115,99115,1.1014492753623188,0.2819716778633594,-0.4566271751692557,0.28264902118989194,0.8912675612272009,30.0,,
Bb,mbar,median,115,99115,1.0872738813075213,0.2817353245336416,-0.45522005382693775,0.28237366604266967,0.891180715532159,28.0,,
Bb,mbar,pooled,115,99115,1.0862561847168775,0.281757287328122,-0.4548509575733391,0.282326009582033,0.8911018062320709,28.0,,
Bb,mbar,paired,116,99116,1.1,0.23139943195498036,-0.4298192560240804,0.2677506037504962,0.8841678365783466,28.0,,
Bb,mbar,median,116,99116,1.0872738813075213,0.2302548310182695,-0.4316171433705846,0.2667625066872917,0.8833037658007191,28.0,,
Bb,mbar,pooled,116,99116,1.0862561847168775,0.23013090825646865,-0.4315864421829039,0.26669672123551474,0.8832403578195489,28.0,,
Bb,mbar,paired,117,99117,1.0955882352941178,0.2639733388593857,-0.4573564501652455,0.2804291030067842,0.8867903156816905,28.0,,
Bb,mbar,median,117,99117,1.0872738813075213,0.26439564979006347,-0.456758762149945,0.28012921097092086,0.886270197233304,27.0,,
Bb,mbar,pooled,117,99117,1.0862561847168775,0.2643899977032689,-0.45668558298676404,0.2801110810503437,0.8862044623848069,27.0,,
Bb,mbar,paired,118,99118,1.0766423357664234,0.19337498131263509,-0.5220197120751405,0.27764348050994714,0.879221790794712,26.0,,
Bb,mbar,median,118,99118,1.0872738813075213,0.19155267014412636,-0.5230279298535007,0.2780736336241779,0.8792826474245992,26.0,,
Bb,mbar,pooled,118,99118,1.0862561847168775,0.19172791035140735,-0.5229313032680777,0.2780294953798829,0.8792768664251259,26.0,,
Bb,mbar,paired,119,99119,1.094890510948905,0.3252433409698199,-0.4788576512365232,0.2738604552523493,0.8780957718752173,29.0,,
Bb,mbar,median,119,99119,1.0872738813075213,0.32715201448639,-0.4779750893155382,0.2738735246243566,0.8781334756208131,28.0,,
Bb,mbar,pooled,119,99119,1.0862561847168775,0.32712547108351697,-0.4778568928540099,0.2738146307350646,0.878105242802802,28.0,,
Bb,mbar,paired,120,99120,1.1066176470588236,0.3721319203552851,-0.5050004486366395,0.30547850718657515,0.8789370872258947,26.0,,
Bb,mbar,median,120,99120,1.0872738813075213,0.36979924494154104,-0.5010975288840688,0.3046158880157176,0.8781398545980655,23.0,,
Bb,mbar,pooled,120,99120,1.0862561847168775,0.369517726672256,-0.5008910364162193,0.30450495356585583,0.8780899646849922,23.0,,
Bb,mbar,paired,121,99121,1.0808823529411764,0.3180982941984394,-0.3833644269619401,0.27214877653193653,0.8782992218639214,26.0,,
Bb,mbar,median,121,99121,1.0872738813075213,0.32068815968774067,-0.3834975329753808,0.2722746198815592,0.8786493538844156,28.0,,
Bb,mbar,pooled,121,99121,1.0862561847168775,0.3206156400387128,-0.38347637162221493,0.2722021476277347,0.8786206515564186,28.0,,
Bb,mbar,paired,122,99122,1.0919117647058822,0.33100964002623257,-0.41956811670639915,0.2657127275987997,0.8776393343768658,28.0,,
Bb,mbar,median,122,99122,1.0872738813075213,0.33039105488181564,-0.4199420042693262,0.2655258614928348,0.8775616145213966,28.0,,
Bb,mbar,pooled,122,99122,1.0862561847168775,0.33025503298396397,-0.4200241830078202,0.2654861490319937,0.8775445756982265,28.0,,
Bb,mbar,paired,123,99123,1.0919117647058822,0.3436972621809171,-0.45477261444142103,0.2935487522493166,0.8817364870831049,27.0,,
Bb,mbar,median,123,99123,1.0872738813075213,0.3430033778808359,-0.45449965411972126,0.29314192763585495,0.8815319601626125,27.0,,
Bb,mbar,pooled,123,99123,1.0862561847168775,0.3428605372462157,-0.45443972466524374,0.2930449401031521,0.8814880807589262,27.0,,
Bb,mbar,paired,124,99124,1.083941605839416,0.35862862150355124,-0.3941228785816814,0.2766444056557032,0.8811451987544515,26.0,,
Bb,mbar,median,124,99124,1.0872738813075213,0.360573632042392,-0.39415353840290646,0.27666767174886003,0.8809136624213446,27.0,,
Bb,mbar,pooled,124,99124,1.0862561847168775,0.3602337443220962,-0.3941441296022803,0.2765937943927778,0.8808247765556758,27.0,,
Bb,mbar,paired,125,99125,1.094890510948905,0.359817292849024,-0.3854184891669211,0.2826710218103925,0.880261654955737,26.0,,
Bb,mbar,median,125,99125,1.0872738813075213,0.3582379368884798,-0.38543407019088555,0.2821813011560144,0.8799763085717341,26.0,,
Bb,mbar,pooled,125,99125,1.0862561847168775,0.35801614725449293,-0.3854363442270622,0.2821166854399249,0.8799367414580843,26.0,,
Bb,mbar,paired,126,99126,1.0851851851851853,0.27106613596585927,-0.3725638077560853,0.2652523769660888,0.8778285987467614,27.0,,
Bb,mbar,median,126,99126,1.0872738813075213,0.27096239368566866,-0.3729785487801337,0.2653524376053173,0.8779010933589195,27.0,,
Bb,mbar,pooled,126,99126,1.0862561847168775,0.2710130658183192,-0.37277647888834997,0.2653033681546736,0.8778657978238313,27.0,,
Bb,mbar,paired,127,99127,1.0912408759124088,0.3651216025104602,-0.35496796986002466,0.28118075759523603,0.8811266143768255,28.0,,
Bb,mbar,median,127,99127,1.0872738813075213,0.3646555436462917,-0.3553641007694803,0.2807757910741644,0.8808961364750787,28.0,,
Bb,mbar,pooled,127,99127,1.0862561847168775,0.3645357182424702,-0.35546594928633557,0.28067269437146924,0.880837039248914,28.0,,
Bb,mbar,paired,128,99128,1.0772058823529411,0.1391335353508807,-0.4315991020141789,0.25589926378162703,0.8823717113270031,30.0,,
Bb,mbar,median,128,99128,1.0872738813075213,0.13878721537456218,-0.4331084446176344,0.2559372997606292,0.8826246394364489,31.0,,
Bb,mbar,pooled,128,99128,1.0862561847168775,0.13890633188621093,-0.43295594525459985,0.25590167399286745,0.8825525936864633,31.0,,
Bb,mbar,paired,129,99129,1.094890510948905,0.3555605881741768,-0.418682361417018,0.2911933554869945,0.8889665264671178,26.0,,
Bb,mbar,median,129,99129,1.0872738813075213,0.355451571397454,-0.4194477189775226,0.29113818466178537,0.8891097329099242,25.0,,
Bb,mbar,pooled,129,99129,1.0862561847168775,0.35548677370000825,-0.4195499507478699,0.2911238014069072,0.8890517803936276,25.0,,
Bb,mbar,paired,130,99130,1.088235294117647,0.2961265610289554,-0.4268652009758889,0.2789090174469845,0.8841948896315294,25.0,,
Bb,mbar,median,130,99130,1.0872738813075213,0.29639112559797987,-0.4267358941671905,0.2789771688334573,0.8841980910240126,25.0,,
Bb,mbar,pooled,130,99130,1.0862561847168775,0.2966699058551021,-0.4265989311635823,0.27904994334165084,0.8842010696254387,25.0,,
Bb,mbar,paired,131,99131,1.0925925925925926,0.26030869776137067,-0.43644036985870793,0.2697713435727884,0.8843357369100032,30.0,,
Bb,mbar,median,131,99131,1.0872738813075213,0.2602164879971458,-0.4365654557902219,0.2695077893707932,0.8841419043426133,30.0,,
Bb,mbar,pooled,131,99131,1.0862561847168775,0.2601977385188645,-0.43658932275824175,0.26945926646672896,0.8841047968378781,30.0,,
Bb,mbar,paired,132,99132,1.0698529411764706,0.2175135100325427,-0.47824672773957355,0.27724519647593354,0.88978516051547,29.0,,
Bb,mbar,median,132,99132,1.0872738813075213,0.20990145105043,-0.4861813128869438,0.2740359323743255,0.8857107820258856,32.0,,
Bb,mbar,pooled,132,99132,1.0862561847168775,0.2087273985806528,-0.48506566974951926,0.27664564087720195,0.8925624666680508,31.0,,
Bb,mbar,paired,133,99133,1.0869565217391304,0.26387967809250634,-0.43520678906443233,0.27580769265689725,0.8803465802741354,23.0,,
Bb,mbar,median,133,99133,1.0872738813075213,0.26392634183254504,-0.43523523844921985,0.27583318779501237,0.8803506446736921,23.0,,
Bb,mbar,pooled,133,99133,1.0862561847168775,0.26377661643268846,-0.4351440123042817,0.2757515683863786,0.8803376095800235,23.0,,
Bb,mbar,paired,134,99134,1.094890510948905,0.37163026449117575,-0.5269993101074057,0.29010773155893066,0.8804178579317107,28.0,,
Bb,mbar,median,134,99134,1.0872738813075213,0.3726925111575474,-0.5260040634754471,0.2892963044270752,0.8794986331110384,28.0,,
Bb,mbar,pooled,134,99134,1.0862561847168775,0.3718352133283245,-0.5258712720866043,0.2893470621680443,0.8796718266523357,27.0,,
Bb,mbar,paired,135,99135,1.0802919708029197,0.2329161070608563,-0.44189722794198666,0.2814054429141948,0.8824981011631661,25.0,,
Bb,mbar,median,135,99135,1.0872738813075213,0.2316420501234484,-0.44036996016752183,0.2811388797272508,0.8821625721968032,25.0,,
Bb,mbar,pooled,135,99135,1.0862561847168775,0.23183056939091284,-0.4405932613571707,0.28117533779236986,0.8822126931449641,25.0,,
Bb,mbar,paired,136,99136,1.065217391304348,0.23377338341572695,-0.42613703698648026,0.2709882478331251,0.8726549410366118,21.0,,
Bb,mbar,median,136,99136,1.0872738813075213,0.2356340475426444,-0.4244845910564466,0.27277164306447665,0.8744852296919422,23.0,,
Bb,mbar,pooled,136,99136,1.0862561847168775,0.23551664966479335,-0.4245593324163135,0.27268393150402687,0.8743895406691681,23.0,,
