seed,高點,谷底,回升,回升了,日數,基準回落_simple,基準回落_log,分型_log（主）,最差2日占比_log,最差5日占比_log,分型_simple（副）,最差2日占比_simple,最差5日占比_simple,換型
99050,2018-06-12,2018-10-29,2020-06-10,True,487,-0.4256387146671283,-0.554496663706122,延續下跌型,0.266550634468239,0.4997723520285023,混合型,0.33400339511651145,0.6313033223093889,True
99050,2022-08-25,2025-04-09,2025-06-26,True,684,-0.33987414095829505,-0.4153247666240101,混合型,0.47472636963505666,1.03678422960577,單日暴跌型,0.5524337967249292,1.2123137659393324,True
