cell,j,r,seed,cagr,mdd,vol
Cc,4,43,99043,0.4602659762571166,-0.34288627458921594,0.28783483940293647
Cc,4,44,99044,0.3411888467844668,-0.4177360389926343,0.28143729757277264
Cc,4,45,99045,0.2783212815656133,-0.39653772736061516,0.27282105193376277
Cc,4,46,99046,0.3108847176863019,-0.3878802622137882,0.2785355910662009
Cc,4,47,99047,0.34222858456658156,-0.4029442387342357,0.28132227919234615
Cc,4,48,99048,0.3912297824175117,-0.4144695524175494,0.29210589013521865
Cc,4,49,99049,0.2285949299879686,-0.42874395934681264,0.2858362874875075
Cc,5,0,99000,0.42507815291082096,-0.40806167573043073,0.2785023919141025
Cc,5,1,99001,0.4652065783713202,-0.41205866222368875,0.30031519938639706
Cc,5,2,99002,0.3290018737406071,-0.34715992964994524,0.26328618651129265
Cc,5,3,99003,0.25602619956324935,-0.43275462200505527,0.2842892804046115
Cc,5,4,99004,0.27191928216551764,-0.46947167210968316,0.25922986371698664
Cc,5,5,99005,0.19925424083659204,-0.3721682343527415,0.2729223421498596
Cc,5,6,99006,0.30901109490186496,-0.33560226850094754,0.253333255763355
Cc,5,7,99007,0.26832162299760753,-0.4076352429361897,0.2805085111376372
Cc,5,8,99008,0.44146576131869875,-0.4819823928071056,0.29793957166163126
Cc,5,9,99009,0.22840103237422205,-0.39338913865710634,0.26985908806130526
Cc,5,10,99010,0.3622034369352618,-0.4000805385229064,0.2851197629862266
Cc,5,11,99011,0.3149676640135135,-0.48775712330123194,0.2780785569184194
Cc,5,12,99012,0.3031885259035756,-0.4390483349528775,0.26534795192234645
Cc,5,13,99013,0.3006272618566228,-0.41376300189581555,0.2687014346769027
Cc,5,14,99014,0.24043332772322978,-0.36641520946394973,0.265619503181947
Cc,5,15,99015,0.219120748082257,-0.4548030635066536,0.2694307631776322
Cc,5,16,99016,0.23396206275996168,-0.46252679267207086,0.26112005065930216
Cc,5,17,99017,0.24401782919063542,-0.5244910148318135,0.26457108412164315
Cc,5,18,99018,0.3875282192124532,-0.38685506223789307,0.29070424536962486
Cc,5,19,99019,0.347715428616296,-0.45819853120104065,0.29231716004815267
Cc,5,20,99020,0.45412820987142455,-0.36978442918643145,0.28133492575447155
Cc,5,21,99021,0.36867268854900215,-0.48749169665499387,0.27032852438040156
Cc,5,22,99022,0.3123588968490505,-0.46937015889869343,0.2774513296360151
Cc,5,23,99023,0.25275291155727664,-0.36028934681395786,0.2602041365324987
Cc,5,24,99024,0.4066698250242611,-0.4493931881822702,0.2872467592608106
Cc,5,25,99025,0.4329398879964659,-0.44471043482975586,0.2912253449266962
Cc,5,26,99026,0.3695746844638379,-0.37078467548512356,0.2825943322644155
Cc,5,27,99027,0.4451603264198034,-0.44078715326762846,0.2903115620286234
Cc,5,28,99028,0.4724346580164098,-0.4133344718024006,0.3006206527757704
Cc,5,29,99029,0.2499335065341679,-0.4626419198903397,0.26555008008027936
Cc,5,30,99030,0.19067757754380055,-0.37285085653264993,0.26165302893332165
Cc,5,31,99031,0.3380196542793119,-0.35130175613893705,0.2718698637290699
Cc,5,32,99032,0.21975912704335743,-0.39653881440240424,0.27496219671680916
Cc,5,33,99033,0.1961090454618215,-0.48638794470142355,0.2773434387179364
Cc,5,34,99034,0.3358390676737717,-0.47461619954214557,0.2891912808502596
Cc,5,35,99035,0.3683088108026107,-0.38512946322590863,0.2826799124451459
Cc,5,36,99036,0.2682250030331452,-0.38818339267444274,0.2834725975804347
Cc,5,37,99037,0.26135075699359556,-0.4121475323896591,0.27833579084001175
Cc,5,38,99038,0.27237218572473076,-0.43038588813595735,0.27554100591019515
Cc,5,39,99039,0.24884715031815507,-0.4106245601207842,0.2537912127115781
Cc,5,40,99040,0.28482246390471433,-0.5342226019579829,0.3010940546869854
Cc,5,41,99041,0.2439496449175398,-0.4840144130420952,0.29490712559305116
Cc,5,42,99042,0.33194934517014474,-0.43642898436075456,0.2698524320783276
Cc,5,43,99043,0.2585389415851831,-0.4346171551216303,0.2754962458147174
Cc,5,44,99044,0.24077751010064907,-0.5408678493018871,0.277822542661279
Cc,5,45,99045,0.2852233912063935,-0.4092831920474373,0.2626488231230293
Cc,5,46,99046,0.29706349050268965,-0.4075522336932063,0.2762405898665371
Cc,5,47,99047,0.252802717379335,-0.35778316298243584,0.2653812555215717
Cc,5,48,99048,0.2728276413284234,-0.4145093702586304,0.291597192909552
Cc,5,49,99049,0.2673533763263729,-0.41284866139924126,0.27757238282571045
Cc,6,0,99000,0.23863240448867673,-0.4264865440218765,0.26875084384738157
