arm,seed,tradable,cagr,mdd,tr,expo,trades,slot,tr_limit_up,tr_halt_in,tr_exit_delayed,tr_close_locked
S1p,104000,False,0.2533102811737096,-0.3400677363993097,7.428557491555868,0.909699691131099,142,0.9128133102852204,,,,
S1p,104000,True,0.25401951974261405,-0.3400677363993097,7.473694626120325,0.9097293268537704,142,0.9128673292999135,0.0,0.0,1.0,0.0
S1p,104001,False,0.32015033302117146,-0.3665321057995018,12.765223458316083,0.8950062641645171,141,0.9063850475367329,,,,
S1p,104001,True,0.2879915983721659,-0.3665321057995018,9.906081258028566,0.8962341500721406,142,0.9130293863439931,0.0,0.0,2.0,1.0
S1p,104002,False,0.21671480328650095,-0.4148865928193644,5.371647454136959,0.9022381916079153,142,0.9128133102852204,,,,
S1p,104002,True,0.21671480328650095,-0.4148865928193644,5.371647454136959,0.9022381916079153,142,0.9128133102852204,0.0,0.0,0.0,0.0
S1p,104003,False,0.08232438018622124,-0.4592126294493756,1.1103879257047193,0.9068705938220496,142,0.9128133102852204,,,,
S1p,104003,True,0.10809763196820943,-0.38513368225168565,1.6354389669877216,0.8988212680481827,142,0.9129753673293,0.0,0.0,1.0,0.0
S1p,104004,False,0.2643364735934979,-0.38762063387966644,8.1551766059978,0.9005418843099363,142,0.9128133102852204,,,,
S1p,104004,True,0.26389568057918233,-0.38762063387966644,8.125087493421868,0.9006220112549801,142,0.9128673292999135,0.0,0.0,1.0,0.0
S1p,104005,False,0.10967165265348888,-0.37088833486682116,1.6709939002148912,0.9063679351087817,142,0.9128133102852204,,,,
S1p,104005,True,0.1091893952294376,-0.37088833486682116,1.6600550812620063,0.9064791168128372,142,0.9128673292999135,0.0,0.0,1.0,1.0
S1p,104006,False,0.10413466963026252,-0.37722762582027364,1.5477877339804915,0.9015159577029543,142,0.9128133102852204,,,,
S1p,104006,True,0.10413466963026252,-0.37722762582027364,1.5477877339804915,0.9015159577029543,142,0.9128133102852204,0.0,0.0,0.0,0.0
S1p,104007,False,0.20601272439579899,-0.37533711490432675,4.86176294411651,0.9020663218159481,142,0.9128133102852204,,,,
S1p,104007,True,0.20563315858360554,-0.37533711490432675,4.844369074899549,0.9021468931581968,142,0.9128673292999135,0.0,0.0,1.0,1.0
S1p,104008,False,0.17723276658787412,-0.42303648975584257,3.6665760858192575,0.9075584308770426,142,0.9128133102852204,,,,
S1p,104008,True,0.17723276658787412,-0.42303648975584257,3.6665760858192575,0.9075584308770426,142,0.9128133102852204,0.0,0.0,0.0,0.0
S1p,104009,False,0.22031928179403915,-0.4183064674657202,5.552094912537499,0.903070897952754,142,0.9128133102852204,,,,
S1p,104009,True,0.2211068217201213,-0.4183064674657202,5.592123659000013,0.9031047044500954,142,0.9128673292999135,0.0,0.0,1.0,0.0
S1p,104010,False,0.2392023147183402,-0.3445164460930773,6.57423112385892,0.8993005520638384,142,0.9128133102852204,,,,
S1p,104010,True,0.23866373499420845,-0.3445164460930773,6.543209866125408,0.8994117397318308,142,0.9128673292999135,0.0,0.0,1.0,1.0
S1p,104011,False,0.20298903099777243,-0.43440608478540355,4.724474960445672,0.9057425372682538,142,0.9128133102852204,,,,
S1p,104011,True,0.18380528591341627,-0.32951446437219795,3.9184200381760537,0.9057618579216021,142,0.9129753673293,0.0,0.0,1.0,0.0
S1p,104012,False,0.21768035797937846,-0.3924505935067256,5.419544016484129,0.9090039913580203,142,0.9128133102852204,,,,
S1p,104012,True,0.21768035797937846,-0.3924505935067256,5.419544016484129,0.9090039913580203,142,0.9128133102852204,0.0,0.0,0.0,0.0
S1p,104013,False,0.2187357154233729,-0.31296180946983787,5.472263249176369,0.894950157236899,142,0.9128133102852204,,,,
S1p,104013,True,0.1613639806664402,-0.3444610886407058,3.105388694933513,0.9008228089147371,142,0.9129753673293,0.0,0.0,1.0,0.0
S1p,104014,False,0.17497354657770448,-0.37706057867942483,3.582709477056712,0.8979103651430324,141,0.9063850475367329,,,,
S1p,104014,True,0.17497354657770448,-0.37706057867942483,3.582709477056712,0.8979103651430324,141,0.9063850475367329,0.0,0.0,0.0,0.0
S1p,104015,False,0.30474019396570684,-0.3182770630416005,11.32086665113383,0.9027924791691542,142,0.9128133102852204,,,,
S1p,104015,True,0.3058037765396271,-0.3182770630416005,11.416013092366201,0.9028352062415128,142,0.9128673292999135,0.0,0.0,1.0,0.0
S1p,104016,False,0.2763110989804334,-0.41278648628269193,9.007285471497063,0.9056524597221121,142,0.9128133102852204,,,,
S1p,104016,True,0.29224142308107504,-0.37531474878343674,10.250582986133645,0.9115099710140132,142,0.9170808124459809,0.0,0.0,2.0,0.0
S1p,104017,False,0.19318383644177128,-0.4012559056117209,4.298831520186137,0.8973581384953911,142,0.9128133102852204,,,,
S1p,104017,True,0.19318383644177128,-0.4012559056117209,4.298831520186137,0.8973581384953911,142,0.9128133102852204,0.0,0.0,0.0,0.0
S1p,104018,False,0.14910984173001762,-0.35883187510445397,2.7141740590545558,0.905404659456287,142,0.9128133102852204,,,,
S1p,104018,True,0.14910984173001762,-0.35883187510445397,2.7141740590545558,0.905404659456287,142,0.9128133102852204,0.0,0.0,0.0,0.0
S1p,104019,False,0.20765879495309902,-0.39911993234468623,4.937732103019556,0.8957736701126138,141,0.9063850475367329,,,,
S1p,104019,True,0.20765879495309902,-0.39911993234468623,4.937732103019556,0.8957736701126138,141,0.9063850475367329,0.0,0.0,0.0,0.0
S1p,104020,False,0.25952618782798376,-0.4050794981702333,7.831567361595237,0.8971434813706497,141,0.9063850475367329,,,,
S1p,104020,True,0.26003325895956975,-0.4050794981702333,7.865191180158712,0.8972759940880587,141,0.9064930855661193,0.0,0.0,2.0,1.0
S1p,104021,False,0.19253380894906513,-0.43670135725642334,4.271641114326826,0.9054579684986209,142,0.9128133102852204,,,,
S1p,104021,True,0.2446382992607159,-0.4305278755962739,6.893780088402445,0.9039505628307956,142,0.9130293863439931,0.0,0.0,2.0,1.0
S1p,104022,False,0.24895115531082213,-0.4276613430970069,7.155825009904451,0.9028074379495327,142,0.9128133102852204,,,,
S1p,104022,True,0.24895115531082213,-0.4276613430970069,7.155825009904451,0.9028074379495327,142,0.9128133102852204,0.0,0.0,0.0,0.0
S1p,104023,False,0.22829829291914439,-0.32183538408596224,5.967889081964336,0.9007071897095741,141,0.9063850475367329,,,,
S1p,104023,True,0.22829829291914439,-0.32183538408596224,5.967889081964336,0.9007071897095741,141,0.9063850475367329,0.0,0.0,0.0,0.0
S1p,104024,False,0.1882858850665483,-0.40524540668477094,4.097002173035372,0.8986349118743142,142,0.9128133102852204,,,,
S1p,104024,True,0.19482750707892316,-0.3647337401456372,4.368145891924785,0.9042522660049516,142,0.9129753673293,0.0,0.0,1.0,0.0
S1p,104025,False,0.2660678986267515,-0.3323926823349086,8.27422638816119,0.9000146571061587,142,0.9128133102852204,,,,
S1p,104025,True,0.14210446902612528,-0.3323926823349086,2.5058243302971985,0.8984272570990292,142,0.9130834053586863,0.0,0.0,3.0,0.0
S1p,104026,False,0.20540824303862815,-0.32442083258365756,4.834083950232542,0.8963365404527953,142,0.9128133102852204,,,,
S1p,104026,True,0.1587505966478342,-0.3832725361275791,3.018995878423441,0.9099211251869459,142,0.9172968885047537,0.0,0.0,4.0,2.0
S1p,104027,False,0.2255931484537521,-0.4296546518490103,5.824352036470874,0.8911415011959015,141,0.9063850475367329,,,,
S1p,104027,True,0.22527593300421245,-0.4296546518490103,5.807694735991927,0.8911672069863947,141,0.9064390665514261,0.0,0.0,1.0,0.0
S1p,104028,False,0.190738411822589,-0.34038701297121315,4.197187246743847,0.9042012519225213,142,0.9128133102852204,,,,
S1p,104028,True,0.19029241250886386,-0.34038701297121315,4.17883837736321,0.9042971070213247,142,0.9128673292999135,0.0,0.0,1.0,1.0
S1p,104029,False,0.15619325295582365,-0.377616449673204,2.9360328931352564,0.8966720450441177,142,0.9128133102852204,,,,
S1p,104029,True,0.15110371351761898,-0.432162959318048,2.7754640939367463,0.9076263041853379,142,0.9170808124459809,1.0,0.0,2.0,0.0
S1p,104030,False,0.28087394884144223,-0.39270660182861533,9.350184903504283,0.9018579267702256,142,0.9128133102852204,,,,
S1p,104030,True,0.2844151688815657,-0.39270660182861533,9.62350825803275,0.9020804151465637,142,0.9128133102852204,1.0,0.0,0.0,0.0
S1p,104031,False,0.22341570425923107,-0.3852233372955235,5.710741813322085,0.904232761476079,142,0.9128133102852204,,,,
S1p,104031,True,0.17959657491438574,-0.4398437554209706,3.7557917040191793,0.907624000816391,142,0.9170267934312878,0.0,0.0,1.0,0.0
S1p,104032,False,0.2005411990651924,-0.4826429834715906,4.61544687539114,0.8963243130538402,142,0.9128133102852204,,,,
S1p,104032,True,0.2005411990651924,-0.4826429834715906,4.61544687539114,0.8963243130538402,142,0.9128133102852204,0.0,0.0,0.0,0.0
S1p,104033,False,0.15673849970616716,-0.3882288817550203,2.9535917179925955,0.9032665633677691,142,0.9128133102852204,,,,
S1p,104033,True,0.15673849970616716,-0.3882288817550203,2.9535917179925955,0.9032665633677691,142,0.9128133102852204,0.0,0.0,0.0,0.0
S1p,104034,False,0.22158254581819614,-0.3844654498631208,5.616409355310838,0.8999522062471663,142,0.9128133102852204,,,,
S1p,104034,True,0.2223984355622246,-0.3844654498631208,5.658246791108413,0.8999871962163402,142,0.9128673292999135,0.0,0.0,1.0,0.0
S1p,104035,False,0.25326048256606537,-0.36954378217734746,7.425396316305893,0.9019342693231344,142,0.9128133102852204,,,,
S1p,104035,True,0.25326048256606537,-0.36954378217734746,7.425396316305893,0.9019342693231344,142,0.9128133102852204,0.0,0.0,0.0,0.0
S1p,104036,False,0.21880668795311053,-0.378087493274897,5.475822455866177,0.8975185385745902,142,0.9128133102852204,,,,
S1p,104036,True,0.22190090538122553,-0.36303610990010576,5.63270624474459,0.9050005436279138,142,0.9170267934312878,0.0,0.0,1.0,0.0
S1p,104037,False,0.2982957312639374,-0.4118606485464759,10.758166594147585,0.9098058579696909,142,0.9128133102852204,,,,
S1p,104037,True,0.2982957312639374,-0.4118606485464759,10.758166594147585,0.9098058579696909,142,0.9128133102852204,0.0,0.0,0.0,0.0
S1p,104038,False,0.2071830009994884,-0.4023218375018756,4.915683412760478,0.9054242111754591,142,0.9128133102852204,,,,
S1p,104038,True,0.20680618631254166,-0.4023218375018756,4.8982734789247555,0.905504122164176,142,0.9128673292999135,0.0,0.0,1.0,1.0
S1p,104039,False,0.13909430062088024,-0.48183107131934033,2.4195545803683896,0.907551533121175,142,0.9128133102852204,,,,
S1p,104039,True,0.15741414974340429,-0.48183107131934033,2.9754471204350077,0.9005789790213398,142,0.9129753673293,0.0,0.0,1.0,0.0
S1p,104040,False,0.12309232379103907,-0.41050795173915583,1.9920103224156827,0.905261182214722,142,0.9128133102852204,,,,
S1p,104040,True,0.12309232379103907,-0.41050795173915583,1.9920103224156827,0.9053062417825686,142,0.9128673292999135,0.0,0.0,1.0,0.0
S1p,104041,False,0.291757204099065,-0.41005039298774243,10.21084590046313,0.907053166148553,142,0.9128133102852204,,,,
S1p,104041,True,0.2456320105101637,-0.43312655158797286,6.953480238743745,0.906927641953435,142,0.9130293863439931,0.0,0.0,2.0,0.0
S1p,104042,False,0.2315523576609395,-0.4459392806415752,6.144124691134106,0.906048066079955,141,0.9063850475367329,,,,
