stock_id,name,period,market,產業別,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
1264,德麥,2025-09,tpex,食品工業,626202,526051,596871,19.03,4.91,4950437,4888597,1.26
1294,漢田生技,2025-09,tpex,食品工業,70043,68440,50102,2.34,39.80,564816,595387,-5.13
1295,生合,2025-09,tpex,食品工業,71934,75481,75669,-4.69,-4.93,754223,742751,1.54
1780,立弘,2025-09,tpex,食品工業,71088,66535,60642,6.84,17.22,635588,620699,2.39
1796,金穎生技,2025-09,tpex,食品工業,55012,64348,51685,-14.50,6.43,499886,366170,36.51
4205,中華食,2025-09,tpex,食品工業,173709,174767,164284,-0.60,5.73,1514249,1478406,2.42
4207,環泰,2025-09,tpex,食品工業,408317,395725,429768,3.18,-4.99,3894341,4289487,-9.21
6846,綠茵,2025-09,tpex,食品工業,59169,71905,76540,-17.71,-22.69,647033,627084,3.18
7743,金利食安,2025-09,tpex,食品工業,68905,69822,51837,-1.31,32.92,525552,445719,17.91
4303,信立,2025-09,tpex,塑膠工業,87291,97571,42724,-10.53,104.31,780163,180543,332.12
4304,勝昱,2025-09,tpex,塑膠工業,31992,26509,33028,20.68,-3.13,260668,274849,-5.15
4305,世坤,2025-09,tpex,塑膠工業,100655,96361,87086,4.45,15.58,823797,780663,5.52
9950,萬國通,2025-09,tpex,塑膠工業,121237,176348,238094,-31.25,-49.08,1647882,2066800,-20.26
4401,東隆興,2025-09,tpex,紡織纖維,340102,327333,326746,3.90,4.08,2946625,2921368,0.86
4402,郡都開發,2025-09,tpex,紡織纖維,1715,971,577,76.62,197.22,18200,15520,17.26
4406,新昕纖,2025-09,tpex,紡織纖維,31512,38044,41506,-17.16,-24.07,363727,293716,23.83
4413,飛寶企業,2025-09,tpex,紡織纖維,134792,103236,20555,30.56,555.76,670120,278933,140.24
4417,金洲,2025-09,tpex,紡織纖維,332452,248411,229719,33.83,44.72,2543052,2166037,17.40
4420,光明,2025-09,tpex,紡織纖維,78573,76580,77707,2.60,1.11,769463,601908,27.83
4432,銘旺實,2025-09,tpex,紡織纖維,63979,95937,71803,-33.31,-10.89,827593,819320,1.00
4433,興采,2025-09,tpex,紡織纖維,363713,307771,289165,18.17,25.78,2338287,2209044,5.85
6506,雙邦,2025-09,tpex,紡織纖維,149031,146079,166032,2.02,-10.23,1443843,1441514,0.16
1570,力肯,2025-09,tpex,電機機械,29575,54046,54937,-45.27,-46.16,419689,577240,-27.29
1580,新麥,2025-09,tpex,電機機械,466667,416408,412209,12.06,13.21,3648596,3414012,6.87
1586,和勤,2025-09,tpex,電機機械,187133,186346,222481,0.42,-15.88,1663449,1916893,-13.22
1599,宏佳騰,2025-09,tpex,電機機械,188941,147235,256296,28.32,-26.28,1457670,1807205,-19.34
2066,世德,2025-09,tpex,電機機械,206828,199871,245607,3.48,-15.78,1961153,2131305,-7.98
2067,嘉鋼,2025-09,tpex,電機機械,82935,80827,79633,2.60,4.14,765179,737272,3.78
2070,精湛,2025-09,tpex,電機機械,60606,63963,66258,-5.24,-8.53,481779,540291,-10.82
2235,謚源,2025-09,tpex,電機機械,42279,50153,61115,-15.69,-30.82,421130,434007,-2.96
3162,精確,2025-09,tpex,電機機械,699247,565183,531098,23.72,31.66,5603649,2947838,90.09
3226,龍鋒,2025-09,tpex,電機機械,95802,87261,145208,9.78,-34.02,1276268,1666134,-23.39
3379,彬台,2025-09,tpex,電機機械,251560,133080,117043,89.02,114.92,1034020,602265,71.68
3685,元創精密,2025-09,tpex,電機機械,88583,83404,82557,6.20,7.29,786177,887693,-11.43
4502,健信,2025-09,tpex,電機機械,81900,76074,130912,7.65,-37.43,690464,1088571,-36.57
4503,金雨,2025-09,tpex,電機機械,76025,75521,28703,0.66,164.86,525025,226571,131.72
4506,崇友,2025-09,tpex,電機機械,540659,544142,605261,-0.64,-10.67,4750540,3904299,21.67
4510,高鋒,2025-09,tpex,電機機械,121559,137738,137426,-11.74,-11.54,1110526,1318471,-15.77
4513,福裕,2025-09,tpex,電機機械,75569,90837,70293,-16.80,7.50,737990,911267,-19.01
4523,永彰,2025-09,tpex,電機機械,52129,39311,44696,32.60,16.63,459786,396463,15.97
4527,方方土霖,2025-09,tpex,電機機械,297660,178380,426305,66.86,-30.17,1948925,2576880,-24.36
4528,江興鍛,2025-09,tpex,電機機械,127304,113231,142363,12.42,-10.57,1142385,1290979,-11.51
4533,協易機,2025-09,tpex,電機機械,343447,328044,378815,4.69,-9.33,3070312,2707863,13.38
4534,慶騰,2025-09,tpex,電機機械,68785,67604,69686,1.74,-1.29,593508,616897,-3.79
