stock_id,name,period,market,產業別,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
1101,台泥,2019-12,twse,水泥工業,12349908,11678701,11399794,5.74,8.33,122802418,124594602,-1.43
1102,亞泥,2019-12,twse,水泥工業,8115203,8000839,6548928,1.42,23.91,89341528,82748551,7.96
1103,嘉泥,2019-12,twse,水泥工業,157879,186042,234983,-15.13,-32.81,1883793,2092377,-9.96
1104,環泥,2019-12,twse,水泥工業,457657,493403,465496,-7.24,-1.68,5005731,4780994,4.70
1108,幸福,2019-12,twse,水泥工業,377849,345873,299981,9.24,25.95,3731696,3330601,12.04
1109,信大,2019-12,twse,水泥工業,691591,870651,707952,-20.56,-2.31,7821396,6701130,16.71
1110,東泥,2019-12,twse,水泥工業,150784,151996,183634,-0.79,-17.88,1584940,1676187,-5.44
1201,味全,2019-12,twse,食品工業,1499513,1557497,1536834,-3.72,-2.42,20229153,19442376,4.04
1203,味王,2019-12,twse,食品工業,579498,585177,521085,-0.97,11.20,6423637,6076062,5.72
1210,大成,2019-12,twse,食品工業,6971663,6902836,6339590,0.99,9.97,78074015,72745039,7.32
1213,大飲,2019-12,twse,食品工業,28674,24689,29860,16.14,-3.97,435472,594321,-26.72
1215,卜蜂,2019-12,twse,食品工業,1833883,1856161,1791014,-1.20,2.39,21173634,21235086,-0.28
1216,統一,2019-12,twse,食品工業,33014880,34315274,32590936,-3.78,1.30,447657706,431478335,3.74
1217,愛之味,2019-12,twse,食品工業,292321,277877,269710,5.19,8.38,4468894,4322650,3.38
1218,泰山,2019-12,twse,食品工業,653138,582987,546161,12.03,19.58,8123563,7989997,1.67
1219,福壽,2019-12,twse,食品工業,1144475,976184,981256,17.23,16.63,12248463,11711782,4.58
1220,台榮,2019-12,twse,食品工業,303764,290788,270544,4.46,12.27,2979164,2744263,8.55
1225,福懋油,2019-12,twse,食品工業,912234,872342,936366,4.57,-2.57,10646506,11243509,-5.30
1227,佳格,2019-12,twse,食品工業,4148791,3406880,3422885,21.77,21.20,31266232,27341415,14.35
1229,聯華,2019-12,twse,食品工業,920437,649360,451768,41.74,103.74,8262610,5097258,62.09
1231,聯華食,2019-12,twse,食品工業,911649,665580,793204,36.97,14.93,8588903,8116880,5.81
1232,大統益,2019-12,twse,食品工業,1615860,1438896,1463270,12.29,10.42,17150108,16948746,1.18
1233,天仁,2019-12,twse,食品工業,196555,210241,195176,-6.50,0.70,2265630,2208401,2.59
1234,黑松,2019-12,twse,食品工業,918928,746375,464860,23.11,97.67,9147009,8901634,2.75
1235,興泰,2019-12,twse,食品工業,1571,1886,2236,-16.70,-29.74,61642,57652,6.92
1236,宏亞,2019-12,twse,食品工業,273232,165237,255964,65.35,6.74,1863993,1972592,-5.50
1702,南僑,2019-12,twse,食品工業,1839499,1568899,1780650,17.24,3.30,18347004,18287354,0.32
1737,臺鹽,2019-12,twse,食品工業,268745,225411,260449,19.22,3.18,2907473,3001462,-3.13
1301,台塑,2019-12,twse,塑膠工業,15648643,16319772,18133624,-4.11,-13.70,207848572,230370027,-9.77
1303,南亞,2019-12,twse,塑膠工業,23946748,23539431,24812615,1.73,-3.48,286342823,333061560,-14.02
1304,台聚,2019-12,twse,塑膠工業,4568559,4549681,4968846,0.41,-8.05,55663249,60886628,-8.57
1305,華夏,2019-12,twse,塑膠工業,1233303,1229172,1271926,0.33,-3.03,15118589,15192745,-0.48
1307,三芳,2019-12,twse,塑膠工業,767780,798139,697071,-3.80,10.14,10271410,9492271,8.20
1308,亞聚,2019-12,twse,塑膠工業,593109,574097,621374,3.31,-4.54,6790970,6375122,6.52
1309,台達化,2019-12,twse,塑膠工業,1397706,1464141,1714356,-4.53,-18.47,17671185,21682478,-18.50
1310,台苯,2019-12,twse,塑膠工業,915803,836946,1080996,9.42,-15.28,12219689,15382036,-20.55
1312,國喬,2019-12,twse,塑膠工業,1645058,1665015,1952956,-1.19,-15.76,20489355,24749724,-17.21
1313,聯成,2019-12,twse,塑膠工業,5711986,5763335,6351502,-0.89,-10.06,62715952,61244785,2.40
1314,中石化,2019-12,twse,塑膠工業,1760840,1447104,2350954,21.68,-25.10,29623258,38503453,-23.06
1315,達新,2019-12,twse,塑膠工業,191026,207533,215506,-7.95,-11.35,2445575,2544233,-3.87
1321,大洋,2019-12,twse,塑膠工業,440232,373757,440513,17.78,-0.06,4693085,4769477,-1.60
1323,永裕,2019-12,twse,塑膠工業,325715,297615,300208,9.44,8.49,3642187,3764616,-3.25
1324,地球,2019-12,twse,塑膠工業,92103,93162,92683,-1.13,-0.62,1136341,1137466,-0.09
1325,恆大,2019-12,twse,塑膠工業,65899,55641,88639,18.43,-25.65,772775,914449,-15.49
1326,台化,2019-12,twse,塑膠工業,24389832,23934947,31908907,1.90,-23.56,324366935,407859765,-20.47
4306,炎洲,2019-12,twse,塑膠工業,1246172,1320334,1498126,-5.61,-16.81,16125185,19848735,-18.75
1402,遠東新,2019-12,twse,紡織纖維,20227978,19378156,20191182,4.38,0.18,249921685,228468086,9.39
1409,新纖,2019-12,twse,紡織纖維,2670865,2755876,3320620,-3.08,-19.56,38119524,42660404,-10.64
1410,南染,2019-12,twse,紡織纖維,30107,33974,34495,-11.38,-12.72,398114,505982,-21.31
1413,宏洲,2019-12,twse,紡織纖維,183726,153412,291434,19.75,-36.95,2947365,3651036,-19.27
1414,東和,2019-12,twse,紡織纖維,68651,60305,57066,13.83,20.30,790578,974924,-18.90
1417,嘉裕,2019-12,twse,紡織纖維,143657,144440,146547,-0.54,-1.97,1405652,1494584,-5.95
1418,東華,2019-12,twse,紡織纖維,5238,17183,17454,-69.51,-69.98,211540,653058,-67.60
1419,新紡,2019-12,twse,紡織纖維,194686,246266,132139,-20.94,47.33,2082287,1605981,29.65
1423,利華,2019-12,twse,紡織纖維,11776,21416,37497,-45.01,-68.59,455091,761087,-40.20
1434,福懋,2019-12,twse,紡織纖維,3044939,3508985,3549899,-13.22,-14.22,45630061,44545053,2.43
1440,南紡,2019-12,twse,紡織纖維,1857387,1768543,1889883,5.02,-1.71,22949628,24946094,-8.00
1441,大東,2019-12,twse,紡織纖維,125551,120049,141562,4.58,-11.31,1466872,1624115,-9.68
1444,力麗,2019-12,twse,紡織纖維,970164,769946,1106677,26.00,-12.33,12008118,12882065,-6.78
1445,大宇,2019-12,twse,紡織纖維,117192,111504,125528,5.10,-6.64,1370531,1572269,-12.83
1446,宏和,2019-12,twse,紡織纖維,90414,95999,26594,-5.81,239.97,555727,446305,24.51
1447,力鵬,2019-12,twse,紡織纖維,1174694,964471,1005482,21.79,16.82,14579347,17599231,-17.15
1449,佳和,2019-12,twse,紡織纖維,209856,217540,238371,-3.53,-11.96,2496050,2459080,1.50
1451,年興,2019-12,twse,紡織纖維,666468,641242,677992,3.93,-1.69,8567512,8799524,-2.63
1452,宏益,2019-12,twse,紡織纖維,160406,149486,182425,7.30,-12.07,1918138,2130851,-9.98
1454,台富,2019-12,twse,紡織纖維,138854,138256,145203,0.43,-4.37,1904529,1947905,-2.22
1455,集盛,2019-12,twse,紡織纖維,806421,790711,1216679,1.98,-33.71,11841377,15832053,-25.20
1457,宜進,2019-12,twse,紡織纖維,354395,295760,461474,19.82,-23.20,4869279,5690381,-14.42
1459,聯發,2019-12,twse,紡織纖維,233912,231416,309895,1.07,-24.51,3122224,3519248,-11.28
1460,宏遠,2019-12,twse,紡織纖維,819126,774277,862490,5.79,-5.02,8863589,9405379,-5.76
1463,強盛新,2019-12,twse,紡織纖維,43323,35319,40106,22.66,8.02,557472,975755,-42.86
1464,得力,2019-12,twse,紡織纖維,1079557,1063970,859215,1.46,25.64,10909212,9111455,19.73
1465,偉全,2019-12,twse,紡織纖維,49301,59938,154049,-17.74,-67.99,890537,1779941,-49.96
