stock_id,name,period,market,產業別,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
1264,德麥,2021-05,tpex,食品工業,351555,409622,324372,-14.17,8.38,1953114,1570745,24.34
1294,漢田生技,2021-05,tpex,食品工業,22037,19180,19656,14.89,12.11,105099,78502,33.88
1780,立弘,2021-05,tpex,食品工業,55116,58258,54710,-5.39,0.74,291295,290712,0.20
1796,金穎生技,2021-05,tpex,食品工業,40632,40278,25697,0.87,58.11,194775,143392,35.83
4205,中華食,2021-05,tpex,食品工業,143397,132842,127063,7.94,12.85,687429,669082,2.74
4207,環泰,2021-05,tpex,食品工業,338081,327774,288190,3.14,17.31,1744654,1597945,9.18
4303,信立,2021-05,tpex,塑膠工業,30176,37820,21656,-20.21,39.34,167496,161182,3.91
4304,勝昱,2021-05,tpex,塑膠工業,38735,31284,29361,23.81,31.92,175037,154154,13.54
4305,世坤,2021-05,tpex,塑膠工業,83627,125100,60232,-33.15,38.84,479378,395429,21.22
9950,萬國通,2021-05,tpex,塑膠工業,41141,82128,24894,-49.90,65.26,325993,586741,-44.44
4401,東隆興,2021-05,tpex,紡織纖維,430881,452554,170085,-4.78,153.33,1971518,1069059,84.41
4402,郡都開發,2021-05,tpex,紡織纖維,15241,14310,12921,6.50,17.95,56855,60021,-5.27
4406,新昕纖,2021-05,tpex,紡織纖維,42330,36987,15987,14.44,164.77,186027,154176,20.65
4413,飛寶企業,2021-05,tpex,紡織纖維,33179,75910,35644,-56.29,-6.91,293525,208994,40.44
4417,金洲,2021-05,tpex,紡織纖維,212710,228106,231470,-6.74,-8.10,1128976,894130,26.26
4420,光明,2021-05,tpex,紡織纖維,76166,84825,27592,-10.20,176.04,397331,230140,72.64
4432,銘旺實,2021-05,tpex,紡織纖維,95811,121044,113010,-20.84,-15.21,495341,559600,-11.48
4433,興采,2021-05,tpex,紡織纖維,332432,257176,167841,29.26,98.06,1113958,753670,47.80
6506,雙邦,2021-05,tpex,紡織纖維,187023,192605,137654,-2.89,35.86,883222,839916,5.15
1570,力肯,2021-05,tpex,電機機械,59429,39647,58094,49.89,2.29,261939,220954,18.54
1580,新麥,2021-05,tpex,電機機械,331926,387548,268179,-14.35,23.77,1505942,994095,51.48
1586,和勤,2021-05,tpex,電機機械,208039,205459,201534,1.25,3.22,1039958,822635,26.41
1599,宏佳騰,2021-05,tpex,電機機械,294811,227624,213669,29.51,37.97,1280727,1006109,27.29
2066,世德,2021-05,tpex,電機機械,194104,197488,117418,-1.71,65.31,983912,774992,26.95
2067,嘉鋼,2021-05,tpex,電機機械,76050,79457,62409,-4.28,21.85,396329,292083,35.69
2070,精湛,2021-05,tpex,電機機械,37989,62317,31764,-39.03,19.59,244595,179203,36.49
2235,謚源,2021-05,tpex,電機機械,58483,52107,34542,12.23,69.30,248713,254525,-2.28
3162,精確,2021-05,tpex,電機機械,91022,106184,38799,-14.27,134.59,485698,307622,57.88
3226,龍鋒,2021-05,tpex,電機機械,269498,263755,148141,2.17,81.91,1186621,834031,42.27
3379,彬台,2021-05,tpex,電機機械,39084,34076,37411,14.69,4.47,291950,125349,132.90
3685,元創精密,2021-05,tpex,電機機械,105706,97106,57579,8.85,83.58,503329,261547,92.44
