stock_id,name,period,market,產業別,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
1264,德麥,2019-07,tpex,食品工業,328842,297375,318409,10.58,3.27,2287975,2245575,1.88
1780,立弘,2019-07,tpex,食品工業,56442,63272,69256,-10.79,-18.50,422282,500455,-15.62
1796,金穎生技,2019-07,tpex,食品工業,23472,29177,29275,-19.55,-19.82,175614,197494,-11.07
4205,中華食,2019-07,tpex,食品工業,146285,124509,130429,17.48,12.15,905653,856489,5.74
4207,環泰,2019-07,tpex,食品工業,373579,303652,353943,23.02,5.54,2367603,2197611,7.73
4303,信立,2019-07,tpex,塑膠工業,36120,35645,33500,1.33,7.82,261590,276179,-5.28
4304,勝昱,2019-07,tpex,塑膠工業,38688,24980,33311,54.87,16.14,235427,253931,-7.28
4305,世坤,2019-07,tpex,塑膠工業,97556,81268,90030,20.04,8.35,627924,679405,-7.57
9950,萬國通,2019-07,tpex,塑膠工業,313277,253363,234734,23.64,33.46,1879897,1581686,18.85
4401,東隆興,2019-07,tpex,紡織纖維,313763,315182,322661,-0.45,-2.75,2089832,2456444,-14.92
4402,郡都開發,2019-07,tpex,紡織纖維,5882,16162,47966,-63.60,-87.73,98040,344413,-71.53
4406,新昕纖,2019-07,tpex,紡織纖維,55488,42144,76145,31.66,-27.12,359261,440543,-18.45
4413,飛寶企業,2019-07,tpex,紡織纖維,75437,37538,64335,100.96,17.25,280061,355088,-21.12
4417,金洲,2019-07,tpex,紡織纖維,245861,290977,278584,-15.50,-11.74,1611560,1895177,-14.96
4420,光明,2019-07,tpex,紡織纖維,76023,58668,107596,29.58,-29.34,526055,651576,-19.26
4432,銘旺實,2019-07,tpex,紡織纖維,180101,142567,229399,26.32,-21.49,1025410,1242667,-17.48
4433,興采,2019-07,tpex,紡織纖維,122255,117108,133102,4.39,-8.14,965840,902804,6.98
6506,雙邦,2019-07,tpex,紡織纖維,166084,136320,166289,21.83,-0.12,1304236,1418853,-8.07
1570,力肯,2019-07,tpex,電機機械,50171,56974,57789,-11.94,-13.18,341222,361731,-5.66
1580,新麥,2019-07,tpex,電機機械,359482,330937,370040,8.62,-2.85,2248107,2378335,-5.47
1586,和勤,2019-07,tpex,電機機械,151837,146699,202622,3.50,-25.06,1117181,1450790,-22.99
1599,宏佳騰,2019-07,tpex,電機機械,142214,110245,347272,28.99,-59.04,1330281,1321522,0.66
2066,世德,2019-07,tpex,電機機械,216109,209914,200282,2.95,7.90,1517835,855421,77.43
2067,嘉鋼,2019-07,tpex,電機機械,77281,70441,125298,9.71,-38.32,558886,842293,-33.64
2070,精湛,2019-07,tpex,電機機械,53538,45048,60411,18.84,-11.37,368002,451198,-18.43
2235,謚源,2019-07,tpex,電機機械,65936,66627,70350,-1.03,-6.27,483614,431374,12.11
3162,精確,2019-07,tpex,電機機械,60571,50691,58176,19.49,4.11,436816,347977,25.53
3226,龍鋒,2019-07,tpex,電機機械,145196,151350,131944,-4.06,10.04,1124528,930942,20.79
3379,彬台,2019-07,tpex,電機機械,15281,84130,32402,-81.83,-52.83,240345,176393,36.25
3685,元創精密,2019-07,tpex,電機機械,50596,50907,85173,-0.61,-40.59,430877,512939,-15.99
4502,健信,2019-07,tpex,電機機械,126480,113266,227359,11.66,-44.36,1005585,1585508,-36.57
4503,金雨,2019-07,tpex,電機機械,34275,34107,22193,0.49,54.44,230097,193078,19.17
4506,崇友,2019-07,tpex,電機機械,370832,336550,315631,10.18,17.48,2517443,2429115,3.63
4510,高鋒,2019-07,tpex,電機機械,162281,173509,301057,-6.47,-46.09,1169469,1704740,-31.39
4513,福裕,2019-07,tpex,電機機械,110150,137384,200887,-19.82,-45.16,782135,1306603,-40.13
4523,永彰,2019-07,tpex,電機機械,80152,94562,58873,-15.23,36.14,496989,648206,-23.32
4527,方方土霖,2019-07,tpex,電機機械,151478,246600,349739,-38.57,-56.68,1341915,1688860,-20.54
4528,江興鍛,2019-07,tpex,電機機械,261424,235449,269768,11.03,-3.09,1664817,1671727,-0.41
4533,協易機,2019-07,tpex,電機機械,288077,210416,372381,36.90,-22.63,1757404,2329656,-24.56
4534,慶騰,2019-07,tpex,電機機械,101288,100679,129606,0.60,-21.84,787403,926233,-14.98
4535,至興,2019-07,tpex,電機機械,213112,184756,246309,15.34,-13.47,1332583,1797010,-25.84
4538,大詠城,2019-07,tpex,電機機械,46458,37068,68134,25.33,-31.81,279614,397942,-29.73
4543,萬在,2019-07,tpex,電機機械,90211,78630,105104,14.72,-14.16,583000,677295,-13.92
4549,桓達,2019-07,tpex,電機機械,100341,101436,92951,-1.07,7.95,650247,639933,1.61
4550,長佳,2019-07,tpex,電機機械,76047,96109,75535,-20.87,0.67,547936,731044,-25.04
4558,寶緯,2019-07,tpex,電機機械,100889,83640,124530,20.62,-18.98,733577,706322,3.85
4561,健椿,2019-07,tpex,電機機械,61890,67708,94190,-8.59,-34.29,456734,642518,-28.91
4563,百德,2019-07,tpex,電機機械,111029,120406,170997,-7.78,-35.06,835970,1150646,-27.34
4568,科際精密,2019-07,tpex,電機機械,109509,109203,117796,0.28,-7.03,679349,725832,-6.40
4580,捷流閥業,2019-07,tpex,電機機械,195872,171611,170230,14.13,15.06,1399525,1154219,21.25
5381,光譜,2019-07,tpex,電機機械,34604,27203,34834,27.20,-0.66,229241,251932,-9.00
6122,擎邦,2019-07,tpex,電機機械,100130,160243,132459,-37.51,-24.40,1091614,1159902,-5.88
6125,廣運,2019-07,tpex,電機機械,395362,457216,515331,-13.52,-23.27,2618791,3628478,-27.82
6425,易發,2019-07,tpex,電機機械,73038,140285,172874,-47.93,-57.75,1022594,960895,6.42
6603,富強鑫,2019-07,tpex,電機機械,242264,339399,277318,-28.61,-12.64,1863309,1982765,-6.02
6609,瀧澤科,2019-07,tpex,電機機械,258524,233013,270505,10.94,-4.42,1600387,1931807,-17.15
8027,鈦昇,2019-07,tpex,電機機械,113199,151481,142603,-25.27,-20.61,892903,1171284,-23.76
8083,瑞穎,2019-07,tpex,電機機械,120519,115396,110542,4.43,9.02,918507,809211,13.50
8107,大億金茂,2019-07,tpex,電機機械,73030,73875,83804,-1.14,-12.85,541440,600929,-9.89
8255,朋程,2019-07,tpex,電機機械,290055,252623,302704,14.81,-4.17,1864238,2100925,-11.26
9951,皇田,2019-07,tpex,電機機械,473963,425681,449445,11.34,5.45,3361477,3412642,-1.49
2061,風青,2019-07,tpex,電器電纜,74700,63159,118323,18.27,-36.86,570196,845990,-32.60
1742,台蠟,2019-07,tpex,化學工業,28438,33876,50203,-16.05,-43.35,238867,243517,-1.90
3430,奇鈦科,2019-07,tpex,化學工業,117412,106110,154000,10.65,-23.75,863873,749779,15.21
4706,大恭,2019-07,tpex,化學工業,127458,127247,142392,0.16,-10.48,896021,959575,-6.62
4707,磐亞,2019-07,tpex,化學工業,137610,152704,157908,-9.88,-12.85,950603,1128444,-15.75
4711,永純,2019-07,tpex,化學工業,88115,79011,110661,11.52,-20.37,614044,657146,-6.55
4714,永捷,2019-07,tpex,化學工業,36160,35816,38992,0.96,-7.26,285180,331802,-14.05
4716,大立,2019-07,tpex,化學工業,77024,77689,96066,-0.85,-19.82,572891,634408,-9.69
4721,美琪瑪,2019-07,tpex,化學工業,265756,225733,435306,17.73,-38.94,1878264,3010493,-37.60
4741,泓瀚,2019-07,tpex,化學工業,67540,61741,60315,9.39,11.97,413811,425682,-2.78
4754,國碳科,2019-07,tpex,化學工業,51688,48305,46751,7.00,10.56,344691,259792,32.67
4767,誠泰科技,2019-07,tpex,化學工業,103590,100410,96082,3.16,7.81,627881,636150,-1.29
4768,晶呈科技,2019-07,tpex,化學工業,51032,39014,22083,30.80,131.09,293430,319258,-8.09
6509,聚和,2019-07,tpex,化學工業,320610,335872,281001,-4.54,14.09,2131425,1953310,9.11
1565,精華,2019-07,tpex,生技醫療業,522637,526390,558791,-0.71,-6.47,3718427,3864376,-3.77
1777,生泰,2019-07,tpex,生技醫療業,73856,78140,62648,-5.48,17.89,479532,458488,4.58
1781,合世,2019-07,tpex,生技醫療業,41973,59899,56901,-29.92,-26.23,254477,362529,-29.80
1784,訊聯,2019-07,tpex,生技醫療業,68963,60640,59641,13.72,15.63,457105,435929,4.85
1788,杏昌,2019-07,tpex,生技醫療業,254680,286896,246153,-11.22,3.46,1880191,1783793,5.40
1799,易威,2019-07,tpex,生技醫療業,11464,59822,41150,-80.83,-72.14,202725,217104,-6.62
1813,寶利徠,2019-07,tpex,生技醫療業,37579,35478,38844,5.92,-3.25,324016,253884,27.62
3118,進階,2019-07,tpex,生技醫療業,49013,55498,43552,-11.68,12.53,347445,320289,8.47
3176,基亞,2019-07,tpex,生技醫療業,34396,38825,39452,-11.40,-12.81,308267,273157,12.85
3205,佰研,2019-07,tpex,生技醫療業,40478,45510,35099,-11.05,15.32,257087,253228,1.52
3218,大學光,2019-07,tpex,生技醫療業,113572,120405,99383,-5.67,14.27,783320,679268,15.31
4102,永日,2019-07,tpex,生技醫療業,31906,37674,23078,-15.31,38.25,246196,172470,42.74
4105,東洋,2019-07,tpex,生技醫療業,360769,364484,285020,-1.01,26.57,2572007,2333249,10.23
4107,邦特,2019-07,tpex,生技醫療業,160066,162018,135392,-1.20,18.22,1074255,918974,16.89
4109,加捷生醫,2019-07,tpex,生技醫療業,25046,36226,27874,-30.86,-10.14,211036,228349,-7.58
4111,濟生,2019-07,tpex,生技醫療業,89747,87530,85487,2.53,4.98,589427,567601,3.84
4114,健喬,2019-07,tpex,生技醫療業,220328,197849,201878,11.36,9.13,1511684,1370814,10.27
4116,明基醫,2019-07,tpex,生技醫療業,116990,122858,93235,-4.77,25.47,790875,669753,18.08
