stock_id,name,period,market,產業別,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
1101,台泥,2022-02,twse,水泥工業,5456068,7517896,4173471,-27.42,30.73,12973964,12257936,5.84
1102,亞泥,2022-02,twse,水泥工業,4100676,7420726,3450204,-44.74,18.85,11521402,10886535,5.83
1103,嘉泥,2022-02,twse,水泥工業,134062,158052,145091,-15.17,-7.60,292114,340573,-14.22
1104,環泥,2022-02,twse,水泥工業,348338,592322,354013,-41.19,-1.60,940660,865479,8.68
1108,幸福,2022-02,twse,水泥工業,210635,324664,279071,-35.12,-24.52,535299,696426,-23.13
1109,信大,2022-02,twse,水泥工業,181644,566897,190339,-67.95,-4.56,748541,929565,-19.47
1110,東泥,2022-02,twse,水泥工業,97391,166858,103108,-41.63,-5.54,264249,240974,9.65
1201,味全,2022-02,twse,食品工業,1291903,1668787,1401435,-22.58,-7.81,2960690,2862553,3.42
1203,味王,2022-02,twse,食品工業,453678,564100,442622,-19.57,2.49,1017778,987890,3.02
1210,大成,2022-02,twse,食品工業,7516358,9956918,5817609,-24.51,29.20,17473275,14300322,22.18
1213,大飲,2022-02,twse,食品工業,24520,45833,39520,-46.50,-37.95,70353,72070,-2.38
1215,卜蜂,2022-02,twse,食品工業,2048952,2672823,1651502,-23.34,24.06,4721775,3688962,27.99
1216,統一,2022-02,twse,食品工業,34113196,48049485,31769464,-29.00,7.37,82162681,76964279,6.75
1217,愛之味,2022-02,twse,食品工業,312887,442813,317669,-29.34,-1.50,755700,728685,3.70
1218,泰山,2022-02,twse,食品工業,744482,978592,629161,-23.92,18.32,1723074,1474917,16.82
1219,福壽,2022-02,twse,食品工業,1130681,1433167,1134676,-21.10,-0.35,2563848,2460760,4.18
1220,台榮,2022-02,twse,食品工業,207781,322989,176717,-35.66,17.57,530770,439141,20.86
1225,福懋油,2022-02,twse,食品工業,934637,1291723,893451,-27.64,4.60,2226360,1970430,12.98
1227,佳格,2022-02,twse,食品工業,1311370,3169810,1740003,-58.62,-24.63,4481180,6325990,-29.16
1229,聯華,2022-02,twse,食品工業,643594,873750,599791,-26.34,7.30,1517344,1361129,11.47
1231,聯華食,2022-02,twse,食品工業,689899,1024108,718678,-32.63,-4.00,1714007,1668122,2.75
1232,大統益,2022-02,twse,食品工業,1467011,2063315,1377370,-28.90,6.50,3530327,3037289,16.23
1233,天仁,2022-02,twse,食品工業,131798,188123,163783,-29.94,-19.52,319921,334358,-4.31
1234,黑松,2022-02,twse,食品工業,465642,940229,646038,-50.47,-27.92,1405871,1481112,-5.08
1235,興泰,2022-02,twse,食品工業,685,1218,979,-43.76,-30.03,1903,2812,-32.32
1236,宏亞,2022-02,twse,食品工業,96993,283748,95806,-65.81,1.23,380741,425319,-10.48
1702,南僑,2022-02,twse,食品工業,1265823,1809151,1205199,-30.03,5.03,3074974,2952620,4.14
1737,臺鹽,2022-02,twse,食品工業,212495,339010,219142,-37.31,-3.03,551505,499745,10.35
1301,台塑,2022-02,twse,塑膠工業,20591656,23937795,16367396,-13.97,25.80,44529450,35583003,25.14
1303,南亞,2022-02,twse,塑膠工業,29823052,35266502,25991621,-15.43,14.74,65089554,55338386,17.62
1304,台聚,2022-02,twse,塑膠工業,5270388,6100816,4669544,-13.61,12.86,11371204,9986472,13.86
1305,華夏,2022-02,twse,塑膠工業,1571715,1890241,1551446,-16.85,1.30,3461956,3155117,9.72
1307,三芳,2022-02,twse,塑膠工業,759173,837560,706825,-9.35,7.40,1596733,1656712,-3.62
1308,亞聚,2022-02,twse,塑膠工業,668580,759128,519823,-11.92,28.61,1427708,1173067,21.70
1309,台達化,2022-02,twse,塑膠工業,1415449,1480381,1233649,-4.38,14.73,2895830,2690112,7.64
1310,台苯,2022-02,twse,塑膠工業,1121273,1118245,730574,0.27,53.47,2239518,1460616,53.32
1312,國喬,2022-02,twse,塑膠工業,1188212,1637284,1660203,-27.42,-28.42,2825496,3399877,-16.89
1313,聯成,2022-02,twse,塑膠工業,4895616,5982448,3932791,-18.16,24.48,10912240,9923881,9.95
1314,中石化,2022-02,twse,塑膠工業,2232821,2541068,1979742,-12.13,12.78,4773889,4521495,5.58
1315,達新,2022-02,twse,塑膠工業,134407,227241,170163,-40.85,-21.01,361648,355510,1.72
1321,大洋,2022-02,twse,塑膠工業,500568,596974,437107,-16.14,14.51,1097585,901401,21.76
1323,永裕,2022-02,twse,塑膠工業,256144,364733,244003,-29.77,4.97,620877,523447,18.61
1324,地球,2022-02,twse,塑膠工業,68459,87732,58498,-21.96,17.02,156191,140513,11.15
1325,恆大,2022-02,twse,塑膠工業,40122,67973,112368,-40.97,-64.29,108095,331184,-67.36
1326,台化,2022-02,twse,塑膠工業,28718758,30314286,25225711,-5.26,13.84,59033044,51974928,13.57
4306,炎洲,2022-02,twse,塑膠工業,988431,1294378,1036147,-23.63,-4.60,2282809,2324860,-1.80
1402,遠東新,2022-02,twse,紡織纖維,19440141,20470940,17332331,-5.03,12.16,39911081,36486984,9.38
1409,新纖,2022-02,twse,紡織纖維,3673150,4120985,2695907,-10.86,36.24,7794135,5841204,33.43
1410,南染,2022-02,twse,紡織纖維,25621,21405,29102,19.69,-11.96,47026,65166,-27.83
1413,宏洲,2022-02,twse,紡織纖維,262952,285966,174641,-8.04,50.56,548918,377202,45.52
1414,東和,2022-02,twse,紡織纖維,66296,57978,62318,14.34,6.38,124274,131457,-5.46
1417,嘉裕,2022-02,twse,紡織纖維,122388,131332,93957,-6.81,30.25,253720,220914,14.85
1418,東華,2022-02,twse,紡織纖維,245,1751,2740,-86.00,-91.05,1996,9211,-78.33
1419,新紡,2022-02,twse,紡織纖維,194672,260430,143826,-25.24,35.35,455102,336378,35.29
1423,利華,2022-02,twse,紡織纖維,12381,18968,14184,-34.72,-12.71,31349,31651,-0.95
1434,福懋,2022-02,twse,紡織纖維,2669478,2904198,2283006,-8.08,16.92,5573676,4874728,14.33
1440,南紡,2022-02,twse,紡織纖維,1945614,1784787,1435743,9.01,35.51,3730401,3156931,18.16
1441,大東,2022-02,twse,紡織纖維,96209,135504,76911,-28.99,25.09,231714,229083,1.14
1444,力麗,2022-02,twse,紡織纖維,812838,1047806,634910,-22.42,28.02,1860644,1384903,34.35
1445,大宇,2022-02,twse,紡織纖維,89855,135407,90150,-33.64,-0.32,225262,168333,33.81
1446,宏和,2022-02,twse,紡織纖維,6324,12563,29999,-49.66,-78.91,18887,59709,-68.36
1447,力鵬,2022-02,twse,紡織纖維,1813420,1567857,1875926,15.66,-3.33,3381277,3579756,-5.54
1449,佳和,2022-02,twse,紡織纖維,145736,203474,201706,-28.37,-27.74,349210,341254,2.33
1451,年興,2022-02,twse,紡織纖維,641972,669189,472016,-4.06,36.00,1311161,1014596,29.22
1452,宏益,2022-02,twse,紡織纖維,147000,175169,141746,-16.08,3.70,322169,312219,3.18
1454,台富,2022-02,twse,紡織纖維,120473,153526,118548,-21.52,1.62,273999,239278,14.51
1455,集盛,2022-02,twse,紡織纖維,768783,913636,708790,-15.85,8.46,1682419,1537539,9.42
1457,宜進,2022-02,twse,紡織纖維,370055,384718,257456,-3.81,43.73,754773,574483,31.38
1459,聯發,2022-02,twse,紡織纖維,177350,179979,184018,-1.46,-3.62,357720,418999,-14.62
1460,宏遠,2022-02,twse,紡織纖維,808271,866114,617249,-6.67,30.94,1674628,1409244,18.83
1463,強盛新,2022-02,twse,紡織纖維,36908,44170,29312,-16.44,25.91,81078,66008,22.83
1464,得力,2022-02,twse,紡織纖維,859396,976510,642542,-11.99,33.74,1835906,1510837,21.51
