stock_id,name,period,market,產業別,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
1264,德麥,2022-03,tpex,食品工業,425770,268668,421628,58.47,0.98,1215928,1191937,2.01
1294,漢田生技,2022-03,tpex,食品工業,17972,11091,23937,62.04,-24.91,45421,63881,-28.89
1780,立弘,2022-03,tpex,食品工業,60810,35142,61306,73.04,-0.80,160775,177921,-9.63
1796,金穎生技,2022-03,tpex,食品工業,50586,39781,41883,27.16,20.77,143911,113865,26.38
4205,中華食,2022-03,tpex,食品工業,143987,119997,132820,19.99,8.40,432884,411190,5.27
4207,環泰,2022-03,tpex,食品工業,424697,336702,408057,26.13,4.07,1174206,1078799,8.84
6846,綠茵,2022-03,tpex,食品工業,78541,40125,73467,95.74,6.90,174865,165201,5.84
4303,信立,2022-03,tpex,塑膠工業,37170,24568,38412,51.29,-3.23,93394,99500,-6.13
4304,勝昱,2022-03,tpex,塑膠工業,35836,17725,41281,102.17,-13.19,80059,105018,-23.76
4305,世坤,2022-03,tpex,塑膠工業,112798,73162,126414,54.17,-10.77,258987,270652,-4.30
9950,萬國通,2022-03,tpex,塑膠工業,173183,157774,64686,9.76,167.72,563218,202738,177.80
4401,東隆興,2022-03,tpex,紡織纖維,458698,340710,452067,34.63,1.46,1165065,1088083,7.07
4402,郡都開發,2022-03,tpex,紡織纖維,22787,12082,11997,88.60,89.93,47096,27304,72.48
4406,新昕纖,2022-03,tpex,紡織纖維,52028,38317,43077,35.78,20.77,130168,106710,21.98
4413,飛寶企業,2022-03,tpex,紡織纖維,74469,69457,30479,7.21,144.32,206207,184436,11.80
4417,金洲,2022-03,tpex,紡織纖維,189848,202519,300568,-6.25,-36.83,606596,688160,-11.85
4420,光明,2022-03,tpex,紡織纖維,94254,69106,95260,36.39,-1.05,245345,236340,3.81
4432,銘旺實,2022-03,tpex,紡織纖維,81631,137573,60817,-40.66,34.22,379754,278271,36.46
4433,興采,2022-03,tpex,紡織纖維,389085,207446,260141,87.55,49.56,909109,524350,73.37
6506,雙邦,2022-03,tpex,紡織纖維,251472,154257,214647,63.02,17.15,605594,503594,20.25
1570,力肯,2022-03,tpex,電機機械,75637,31335,71173,141.38,6.27,158531,162863,-2.65
1580,新麥,2022-03,tpex,電機機械,314443,216168,317231,45.46,-0.87,796291,790582,0.72
1586,和勤,2022-03,tpex,電機機械,259666,189688,204367,36.89,27.05,721299,626459,15.13
1599,宏佳騰,2022-03,tpex,電機機械,416297,195119,303986,113.35,36.94,893942,758292,17.88
2066,世德,2022-03,tpex,電機機械,228284,207724,220828,9.89,3.37,664602,592320,12.20
2067,嘉鋼,2022-03,tpex,電機機械,92182,70319,100124,31.09,-7.93,268750,240822,11.59
2070,精湛,2022-03,tpex,電機機械,48961,29637,48648,65.20,0.64,116107,144289,-19.53
2235,謚源,2022-03,tpex,電機機械,78647,40249,45145,95.40,74.20,186114,138123,34.74
3162,精確,2022-03,tpex,電機機械,132828,76213,107186,74.28,23.92,350170,288492,21.37
3226,龍鋒,2022-03,tpex,電機機械,250439,190130,257283,31.71,-2.66,678189,653369,3.79
3379,彬台,2022-03,tpex,電機機械,17546,34682,142959,-49.40,-87.72,93493,218734,-57.25
3685,元創精密,2022-03,tpex,電機機械,131251,104764,137023,25.28,-4.21,370656,300517,23.33
4502,健信,2022-03,tpex,電機機械,119427,82576,88992,44.62,34.19,336361,383387,-12.26
4503,金雨,2022-03,tpex,電機機械,8296,7943,14196,4.44,-41.56,29047,36262,-19.89
4506,崇友,2022-03,tpex,電機機械,388221,293954,330478,32.06,17.47,1087145,1034792,5.05
4510,高鋒,2022-03,tpex,電機機械,194362,157676,66077,23.26,194.14,526197,303148,73.57
4513,福裕,2022-03,tpex,電機機械,163507,112271,179321,45.63,-8.81,414222,350011,18.34
4523,永彰,2022-03,tpex,電機機械,58202,38496,78718,51.18,-26.06,148094,201846,-26.63
4527,方方土霖,2022-03,tpex,電機機械,246915,126558,213590,95.10,15.60,550494,524066,5.04
4528,江興鍛,2022-03,tpex,電機機械,189311,217239,182634,-12.85,3.65,628528,622044,1.04
4533,協易機,2022-03,tpex,電機機械,333463,187851,404880,77.51,-17.63,776140,753387,3.02
4534,慶騰,2022-03,tpex,電機機械,98008,55020,113210,78.13,-13.42,232601,316243,-26.44
4535,至興,2022-03,tpex,電機機械,251438,224554,275232,11.97,-8.64,779690,752030,3.67
4538,大詠城,2022-03,tpex,電機機械,55978,33909,35823,65.08,56.26,140353,102585,36.81
