sid,market,T,first,P0,px_out,退路,g,R,EW,X,T_bar,ybar,slope,T_date
1102,twse,2613,2553,34.0409484225,34.8814656675,False,0.024691358024691468,0.018841358024691467,-0.003580290739878439,0.028271648764569907,2612,36.15393477108333,-0.07117292851319813,2025-09-19
1102,twse,2707,2647,33.153735775,32.079741517500004,False,-0.032394366197183055,-0.038244366197183056,0.03180460615794427,-0.06419897235512732,2706,34.580280321375,-0.0468420149057377,2026-02-06
1102,twse,2729,2669,31.8929599075,32.966954165,False,0.03367496339677878,0.027824963396778778,0.08959587967484374,-0.05592091627806496,2728,33.49616872666666,-0.04918392103278691,2026-03-20
1103,twse,577,517,6.8460456915,7.209845221,False,0.0531400966183575,0.0472900966183575,0.01806439038592241,0.03507570623243509,576,7.219215814941666,-0.013544270543081414,2017-05-22
1103,twse,791,731,7.849971661500001,8.220571181999999,False,0.04721030042918439,0.04136030042918439,-0.034081035783025085,0.08129133621220948,790,8.5934167602,-0.030043752079938892,2018-03-31
1103,twse,938,878,8.222410982,9.7902435845,False,0.19067796610169507,0.18482796610169508,0.057997470110291785,0.1326804959914033,937,9.467386204133332,-0.04292989076624063,2018-11-01
1103,twse,1280,1220,11.316448245,12.503747733,False,0.10491803278688527,0.09906803278688528,0.15358890263954603,-0.04867086985266075,1279,14.272329262,-0.102299013783551,2020-04-06
1103,twse,1425,1365,12.415623568,14.419410916000002,False,0.16139240506329133,0.15554240506329134,0.08177829951861423,0.0796141055446771,1424,12.758755780533336,-0.01339722817049178,2020-11-03
1103,twse,1737,1677,16.98531768,17.19501296,False,0.012345679012345512,0.006495679012345512,-0.019000133051860348,0.031345812064205864,1736,17.176839369066666,-0.011927984918477349,2022-02-16
1103,twse,1821,1761,15.181938272000002,15.139999216000001,False,-0.002762430939226568,-0.008612430939226569,-0.01570769119938411,0.012945260260157541,1820,16.215037018133337,-0.04478005123556539,2022-06-21
1103,twse,1917,1857,14.013236657000002,15.710492028500001,False,0.12111801242236009,0.1152680124223601,0.08305543609418424,0.03806257632817585,1916,14.956881630641666,-0.03442250244761044,2022-11-04
1103,twse,2121,2061,16.838374234,16.568239887999997,False,-0.016042780748663277,-0.021892780748663278,0.0030494271947901783,-0.019092207943453454,2120,18.057448506741668,-0.04716113055480691,2023-09-12
1103,twse,2154,2094,16.20806076,17.198553362000002,False,0.06111111111111134,0.05526111111111134,0.07447655431882813,-0.013365443207716793,2153,16.8653876686,-0.027721483316476822,2023-11-01
1103,twse,2225,2165,16.298105542000002,15.487702504,False,-0.04972375690607744,-0.055573756906077444,0.01227139211313196,-0.061995149019209404,2224,16.8338719949,-0.020826139632342283,2024-02-20
1103,twse,2246,2186,15.442680113,16.027971196,False,0.03790087463556846,0.03205087463556846,0.0007485072817341006,0.037152367353834356,2245,16.35888576985,-0.029774324206474006,2024-03-21
1103,twse,2450,2390,15.637942982999999,15.915539604,False,0.01775147928994092,0.011901479289940918,0.07415491928920145,-0.056403439999260535,2449,16.187738512925,-0.021356453944026126,2025-01-17
1103,twse,2509,2449,13.787298843,14.7588870165,False,0.07046979865771807,0.06461979865771808,0.07070713523705503,-0.00023733657933695806,2508,15.047279061649999,-0.044736326807446505,2025-04-24
1103,twse,2606,2546,12.8839794,12.499383,False,-0.02985074626865669,-0.03570074626865669,-0.007094439072786691,-0.02275630719587,2605,13.21688944475,-0.011716251426118407,2025-09-10
1103,twse,2629,2569,12.6916812,12.8839794,False,0.015151515151515138,0.009301515151515137,-0.005851555073839944,0.02100307022535508,2628,13.018836809024998,-0.013419185969366483,2025-10-16
1104,twse,601,541,13.493047554,13.1875137,False,-0.02264379879913969,-0.028493798799139693,0.010634834135839879,-0.03327863293497957,601,13.978941769800002,-0.01804692155476521,2017-06-26
1104,twse,626,566,13.1875137,13.509875146,False,0.02444444444444449,0.01859444444444449,0.019687020975773434,0.004757423468671057,626,13.649263144733332,-0.014067885913642676,2017-07-31
1104,twse,781,721,12.982374598,12.923763426,False,-0.004514672686230181,-0.010364672686230182,0.002058721450607152,-0.006573394136837333,781,13.277384163733332,-0.00934293675365381,2018-03-19
1104,twse,802,742,12.89445784,12.660013152000001,False,-0.018181818181818077,-0.024031818181818078,-0.01701724216708815,-0.0011645760147299261,802,13.127437248700002,-0.009267209621172558,2018-04-19
1104,twse,836,776,12.60140198,11.7222344,False,-0.06976744186046513,-0.07561744186046512,-0.04311618319731699,-0.026651258663148138,836,12.8402425059,-0.010076594241455943,2018-06-07
1104,twse,859,799,11.903144448,12.3991088,False,0.04166666666666674,0.03581666666666674,0.02706117099416558,0.014605495672501162,859,12.486678173933338,-0.020803127919310882,2018-07-11
1104,twse,1276,1216,10.2129500855,11.289714791,False,0.1054313099041535,0.09958130990415351,0.18402470858760928,-0.07859339868345577,1276,11.633953204424994,-0.04975074154799943,2020-03-27
1104,twse,1632,1572,15.304136583000002,15.1953394035,False,-0.007109004739336622,-0.012959004739336623,-0.008919468261310907,0.001810463521974285,1632,15.671419766091669,-0.016804498052083904,2021-09-07
1104,twse,1793,1733,15.086542224,15.95691966,False,0.05769230769230771,0.05184230769230771,0.05443018124340595,0.00326212644890176,1793,15.231000701225001,-0.017814442311572615,2022-05-11
1104,twse,1914,1854,15.261670911000001,16.628387709,False,0.08955223880596996,0.08370223880596997,0.082557448285359,0.006994790520610958,1914,16.064617029825,-0.029229072702125575,2022-11-01
1104,twse,2141,2081,21.1963512,22.182228,False,0.04651162790697683,0.040661627906976826,0.004709426596085184,0.04180220131089164,2141,22.80509779510833,-0.050231525935829455,2023-10-13
1104,twse,2365,2305,25.9874183115,27.443419677,False,0.05602716468590829,0.05017716468590829,0.02804415564165353,0.027983009044254763,2365,28.028230409508335,-0.06298813760854406,2024-09-12
1104,twse,2435,2375,25.678569537,25.060871988,False,-0.024054982817869552,-0.029904982817869553,-0.02639095970357837,0.002335976885708819,2435,26.201406390975002,-0.04312211980723815,2024-12-26
1104,twse,2722,2662,27.568048404,27.521243568,False,-0.001697792869269965,-0.007547792869269965,0.032068500169906325,-0.03376629303917629,2722,28.1390674032,-0.028735750382217276,2026-03-11
1104,twse,2777,2717,26.21070816,26.85,False,0.024390483313061484,0.018540483313061483,0.013107022174314913,0.011283461138746571,2777,26.893278685000002,-0.036108259837176956,2026-06-01
1108,twse,571,511,6.3389642032,6.189276136799999,False,-0.02361396303901442,-0.02946396303901442,0.02893780356415768,-0.052551766603172095,571,6.435068280613333,-0.005276342947218661,2017-05-12
1108,twse,598,538,6.1241943688,6.195784313599999,False,0.011689691817215575,0.005839691817215575,0.01650334947593702,-0.004813657658721444,598,6.296661053999999,-0.00610347272446792,2017-06-21
1108,twse,731,671,5.799047611999999,5.8754422512,False,0.013173652694610904,0.007323652694610904,0.03449146790566512,-0.021317815211054213,731,5.961444095026666,-0.005321901928557927,2017-12-27
1108,twse,807,747,5.278175072,5.667093235199999,False,0.0736842105263158,0.0678342105263158,0.025870600263578153,0.047813610262737644,807,5.624381686919999,-0.011704170480177837,2018-04-26
1108,twse,941,881,4.903146843199999,5.076771023199999,False,0.03541076487252126,0.02956076487252126,0.06630602545212473,-0.03089526057960347,941,5.328641833653333,-0.010972623643412059,2018-11-06
1108,twse,1072,1012,4.8336971712,4.812862269599999,False,-0.004310344827586299,-0.0101603448275863,0.026069309699938266,-0.030379654527524565,1072,5.03718471016,-0.0071823195105307006,2019-05-27
1108,twse,1278,1218,4.382274303199999,5.2087254,False,0.18858954041204457,0.18273954041204457,0.1650574907373869,0.023532049674657662,1278,5.2121978836,-0.02810753077014727,2020-03-31
1108,twse,1621,1561,8.87809545,8.7601242575,False,-0.01328789413950271,-0.01913789413950271,0.010887751956178032,-0.024175646095680743,1621,9.402443283124997,-0.020896534704431802,2021-08-23
1108,twse,1813,1753,8.200967389999999,7.902750393999999,False,-0.036363636363636376,-0.04221363636363638,-0.08278739826785902,0.04642376190422265,1813,8.581194059899998,-0.011438970907974454,2022-06-09
1108,twse,1837,1777,7.828196145,8.1636902655,False,0.04285714285714293,0.037007142857142926,0.07943291164870753,-0.0365757687915646,1837,8.27924935145,-0.015428731496304526,2022-07-13
1108,twse,2140,2080,11.7708318825,11.7708318825,False,0.0,-0.00585,0.00025684835834099897,-0.00025684835834099897,2140,12.730454729816667,-0.03299052301330928,2023-10-12
1108,twse,2345,2285,13.2576738045,12.8067463125,False,-0.034012564998163075,-0.039862564998163076,-0.004268521834999708,-0.029744043163163366,2345,13.691336031750001,-0.015728640195526538,2024-08-15
1108,twse,2367,2307,12.982784062499999,12.8947651875,False,-0.006779661016949157,-0.012629661016949158,0.011744170514695075,-0.018523831531644233,2367,13.413975009491663,-0.018700008985537656,2024-09-16
1108,twse,2760,2700,13.580656945,13.07080293,False,-0.03754266211604096,-0.04339266211604096,0.06601464631038577,-0.10355730842642673,2760,13.833266434250001,-0.009825144056265622,2026-05-07
1108,twse,2783,2723,12.746350375,12.79270074,False,0.0036363636363636598,-0.0022136363636363404,0.030639217047134907,-0.027002853410771247,2783,13.396800497166664,-0.02489706185551544,2026-06-09
1108,twse,2807,2747,12.65,11.75,False,-0.07114624505928857,-0.07699624505928856,-0.017702418407733473,-0.0534438266515551,2807,12.986599766916667,-0.015708124531953308,2026-07-15
1109,twse,576,516,6.402962664,6.560671104000001,False,0.024630541871921263,0.018780541871921262,0.02381282034549738,0.0008177215264238841,566,6.477085630800001,-0.004237400985829423,2017-05-19
1109,twse,1140,1080,10.743618764999999,11.329634334,False,0.054545454545454675,0.048695454545454674,0.000557536320725682,0.053987918224728995,1116,11.533134574358336,-0.02838363108362045,2019-09-02
1109,twse,1274,1214,9.8645954115,10.808731606,False,0.09570957095709565,0.08985957095709565,0.1448576667500391,-0.049148095792943464,1250,11.661709823100002,-0.06131172738674631,2020-03-25
1109,twse,1492,1432,13.102618725,14.211835125,False,0.08465608465608465,0.07880608465608466,0.10492089525675746,-0.02026481060067281,1468,13.693623088125003,-0.025286951741803274,2021-02-05
1109,twse,1628,1568,16.06758318,16.14128769,False,0.004587155963302614,-0.0012628440366973864,-0.03265186535903236,0.037239021322334975,1604,17.173801645375,-0.042937581985898844,2021-09-01
1109,twse,1695,1635,14.81460651,15.03572004,False,0.01492537313432818,0.009075373134328178,0.026200983646607293,-0.011275610512279113,1671,15.8010185355,-0.03537980313309249,2021-12-08
1109,twse,1727,1667,14.59349298,14.88831102,False,0.02020202020202011,0.014352020202020109,0.034487704016843174,-0.014285683814823064,1703,15.07441490775,-0.01469277596540705,2022-01-24
1109,twse,1869,1809,14.234423416500002,12.440168364,False,-0.12605042016806733,-0.13190042016806733,-0.05615083533089732,-0.06989958483717001,1845,14.525017756691664,-0.009064567379702704,2022-08-26
1109,twse,1903,1843,12.440168364,12.599657702,False,0.012820512820512775,0.006970512820512775,0.05004151677821212,-0.037221003957699346,1879,13.715052277325002,-0.04583119901637958,2022-10-17
1109,twse,2099,2039,14.936291987999999,14.894570502000002,False,-0.0027932960893852776,-0.008643296089385279,0.027533544166161706,-0.030326840255546984,2075,14.624555882600005,-0.010985981170102771,2023-08-11
1109,twse,2229,2169,14.81112753,16.021050624,False,0.08169014084507054,0.07584014084507054,0.001702870139972586,0.07998727070509795,2205,15.017648885699998,-0.007633675612948036,2024-02-26
1109,twse,2452,2392,15.492689863499999,15.9366064785,False,0.028653295128939993,0.022803295128939992,0.049403165658281505,-0.02074987052934151,2428,16.057203825574998,-0.021537171476840776,2025-01-21
1109,twse,2629,2569,14.64163818,14.64163818,False,0.0,-0.00585,-0.005851555073839944,0.005851555073839944,2605,14.89035831575,-0.008754564902333978,2025-10-16
1109,twse,2655,2595,14.547781525,14.594709852500001,False,0.003225806451613078,-0.002624193548386922,0.05508664810160102,-0.05186084164998794,2631,14.697170034208334,-0.006390545514795772,2025-11-24
1109,twse,2786,2726,13.796928285,13.70307163,False,-0.006802721088435382,-0.012652721088435383,-0.008048022544571556,0.0012453014561361747,2762,14.193472652374997,-0.014250616594818008,2026-06-12
1110,twse,601,540,14.151589435,14.015545592499999,False,-0.009613325988919286,-0.015463325988919287,0.010634834135839879,-0.020248160124759162,597,14.627113273541665,-0.01776162794847181,2017-06-26
1110,twse,632,570,13.831735158499999,13.739829941499998,False,-0.006644518272425293,-0.012494518272425294,0.030504583190883904,-0.0371491014633092,627,14.152405712124997,-0.014386540149472094,2017-08-08
1110,twse,708,647,12.958635596999999,12.86673038,False,-0.007092198581560183,-0.012942198581560184,-0.0061778250658802115,-0.0009143735156799714,701,13.536106710483335,-0.017584310204556797,2017-11-24
1110,twse,1276,1216,14.52557262,14.711797910000001,False,0.012820512820512997,0.006970512820512997,0.18402470858760928,-0.17120419576709628,1268,15.476873476416667,-0.038484317709780544,2020-03-27
1110,twse,1513,1453,15.1293854075,17.42455533,False,0.15170278637770918,0.14585278637770918,0.10163555291958043,0.050067233458128746,1505,16.187193313958335,-0.030716188363503757,2021-03-18
1110,twse,1821,1761,18.59579815,17.18345905,False,-0.07594936708860767,-0.08179936708860766,-0.01570769119938411,-0.06024167588922356,1813,19.039900333666665,-0.0224755121016949,2022-06-21
1110,twse,1852,1792,17.13585942,17.421457077,False,0.016666666666666607,0.010816666666666606,0.08119627721054908,-0.06452961054388247,1844,18.23018532856667,-0.036630924263212024,2022-08-03
1110,twse,2012,1952,16.8026621535,17.707054734000003,False,0.05382436260623269,0.04797436260623269,0.027455023517375998,0.02636933908885669,2004,17.081913195899997,-0.009961663205168106,2023-04-06
1110,twse,2155,2095,17.606026936,18.18013651,False,0.03260869565217406,0.026758695652174057,0.06923412479027505,-0.03662542913810099,2147,18.029432746825,-0.017585661652417373,2023-11-02
1110,twse,2227,2167,17.510342007,17.031917362,False,-0.027322404371584508,-0.03317240437158451,0.009310978960586476,-0.036633383332170984,2219,17.881918481283332,-0.012984862273853846,2024-02-22
1110,twse,2408,2348,20.564089047,19.936546423499998,False,-0.030516431924882736,-0.03636643192488274,-0.021671955220701557,-0.008844476704181179,2400,21.2849585222,-0.024376343085662697,2024-11-19
1110,twse,2433,2373,19.936546423499998,19.2607312905,False,-0.03389830508474556,-0.03974830508474556,-0.02757925094194753,-0.006319054142798031,2425,20.724192870175,-0.026185723894651295,2024-12-24
1110,twse,2462,2402,19.1641862715,19.791728895,False,0.032745591939546514,0.026895591939546513,-0.00775208509614472,0.04049767703569124,2454,19.780465309449998,-0.034079130907918836,2025-02-13
1110,twse,2511,2451,17.088468363,19.8400014045,False,0.1610169491525424,0.1551669491525424,0.051237642731293595,0.10977930642124879,2503,18.525380062449997,-0.04896997282147818,2025-04-28
1110,twse,2579,2519,17.612382399,16.876488983999998,False,-0.041782729805014074,-0.047632729805014075,0.04093010364885714,-0.0827128334538712,2571,18.772461823725,-0.03674996265350096,2025-08-04
1110,twse,2614,2554,16.729310301,16.385893374,False,-0.02052785923753686,-0.026377859237536862,0.0021712254013947735,-0.022699084638931635,2606,17.61484413665,-0.028720918150486267,2025-09-22
1110,twse,2641,2581,15.993416886,16.385893374,False,0.024539877300613355,0.018689877300613354,0.014226250935772938,0.010313626364840418,2633,16.89038919295,-0.02678987364081686,2025-11-04
1110,twse,2741,2681,15.110344788,14.717868300000001,False,-0.025974025974025983,-0.031824025974025984,0.06782120987658045,-0.09379523585060644,2733,15.669623783400002,-0.02599516055209783,2026-04-09
1110,twse,2776,2716,14.325391812,14.766927861000001,False,0.03082191780821919,0.02497191780821919,0.008029453746192449,0.022792464062026743,2768,14.822528696800003,-0.026259610533592666,2026-05-29
1201,twse,638,578,14.95163155,15.19409044,False,0.016216216216216273,0.010366216216216272,0.06734833819863167,-0.0511321219824154,638,15.165130072583334,-0.012890944318282844,2017-08-16
1201,twse,908,848,18.02277749,15.800237665000001,False,-0.12331838565022413,-0.12916838565022412,-0.10301725675900929,-0.02030112889121484,908,18.85589317591666,-0.025672976381633805,2018-09-18
1201,twse,939,879,15.517368959999999,17.739908784999997,False,0.14322916666666652,0.13737916666666652,0.0742951075552571,0.06893405911140942,939,17.482632962833332,-0.0668159841906085,2018-11-02
1201,twse,1142,1082,22.198661375,20.82939815,False,-0.06168224299065428,-0.06753224299065427,-0.00025734628382726815,-0.06142489670682701,1142,24.793532217249993,-0.09895954508155043,2019-09-04
1201,twse,1229,1169,20.289991425,19.00371385,False,-0.06339468302658491,-0.0692446830265849,-0.03018379946577894,-0.03321088356080597,1229,20.884721916666667,-0.02402179776882467,2020-01-10
1201,twse,1258,1198,18.049378875,16.7631013,False,-0.07126436781609191,-0.0771143678160919,-0.17595451763597836,0.10469014981988645,1258,19.623340036666665,-0.05187813668657956,2020-03-03
1201,twse,1731,1671,19.731658074,19.5053775915,False,-0.011467889908256756,-0.017317889908256758,-0.02014908217281445,0.008681192264557692,1731,20.024314164700005,-0.009612047836788006,2022-02-08
1201,twse,1774,1714,19.460121495,18.6002556615,False,-0.04418604651162783,-0.05003604651162783,-0.07808109822553162,0.03389505171390379,1774,19.675842221650004,-0.01017036144740206,2022-04-13
1201,twse,1918,1858,17.162145675,17.7651399825,False,0.035135135135135,0.029285135135134997,0.07659472542231653,-0.04145959028718153,1918,18.0681832755,-0.034550348163934395,2022-11-07
1201,twse,2114,2054,17.793484532,17.417896468000002,False,-0.02110817941952503,-0.02695817941952503,0.007270711328652356,-0.028378890748177385,2114,18.425123366108338,-0.02009279119134483,2023-09-01
1201,twse,2137,2077,17.417896468000002,17.6056905,False,0.010781671159029615,0.004931671159029615,0.00043556037558390847,0.010346110783445706,2137,17.952464669749997,-0.022062158734426244,2023-10-05
1201,twse,2223,2163,17.511793484,17.746536023999997,False,0.013404825737265424,0.007554825737265424,0.015046433496048487,-0.0016416077587830622,2223,17.862342343733335,-0.012867465487968863,2024-02-16
1201,twse,2341,2281,17.290923836999998,16.957490044,False,-0.01928374655647369,-0.025133746556473692,0.006094712197207465,-0.025378458753681155,2341,17.527190827949997,-0.010018561511836681,2024-08-09
1201,twse,2514,2454,16.242989059,15.433221276,False,-0.04985337243401755,-0.05570337243401755,-0.0024181456780657234,-0.047435226755951826,2514,16.608972341316665,-0.03784069215918309,2025-05-02
1201,twse,2633,2573,15.046007913,14.6034782685,False,-0.02941176470588236,-0.03526176470588236,-0.052146936324753465,0.022735171618871106,2633,15.239409757633332,-0.009511566129508198,2025-10-22
1201,twse,2655,2595,14.701818189499999,14.505138347499999,False,-0.013377926421404673,-0.019227926421404674,0.05508664810160102,-0.0684645745230057,2655,15.030437425508334,-0.013070547710572403,2025-11-24
1201,twse,2686,2626,14.357628466,14.210118584499998,False,-0.010273972602739767,-0.016123972602739768,0.014790014602396222,-0.025063987205135987,2686,14.654287227683334,-0.011637391595971092,2026-01-08
1201,twse,2719,2659,13.865928860999999,13.4233992165,False,-0.031914893617021156,-0.03776489361702116,0.0511439249424647,-0.08305881855948585,2719,14.336321483116667,-0.008243721635370922,2026-03-06
1201,twse,2747,2687,13.177549414,11.80079052,False,-0.10447761194029848,-0.11032761194029847,0.010940046008901012,-0.11541765794919949,2747,13.843802378774997,-0.023579448409822196,2026-04-17
1201,twse,2769,2709,11.899130440999999,12.243320164499998,False,0.02892561983471076,0.023075619834710757,0.07268876359331529,-0.04376314375860453,2769,13.152144934408332,-0.04295233087411782,2026-05-20
1203,twse,802,742,19.391000607000002,18.978426126000002,False,-0.021276595744680882,-0.027126595744680883,-0.01701724216708815,-0.004259353577592731,802,19.80044952375,-0.01614385633678799,2018-04-19
1203,twse,826,766,19.12845321,19.12845321,False,0.0,-0.00585,0.034792930445015094,-0.034792930445015094,826,19.444760312099998,-0.01157822244540149,2018-05-24
1203,twse,1064,1004,20.541159089,20.777717543,False,0.011516314779270731,0.005666314779270731,-0.004511582278069592,0.016027897057340323,1063,20.51487481633333,-0.00820297167524312,2019-05-15
1203,twse,1272,1212,21.780026268000004,22.230365157,False,0.020676691729323293,0.014826691729323292,0.20139324010241422,-0.18071654837309092,1271,21.936280215849997,-0.017573784374854136,2020-03-23
1203,twse,1572,1512,29.5735181,28.813056206000002,False,-0.02571428571428569,-0.03156428571428569,0.0560840396158294,-0.08179832533011508,1571,31.089512968316665,-0.04990978720508477,2021-06-15
1203,twse,1602,1542,28.855304089,27.080893003,False,-0.061493411420205035,-0.06734341142020503,-0.04772522053200945,-0.013768190888195586,1601,29.67420888781667,-0.03430424798302303,2021-07-27
1203,twse,1626,1566,28.010346429000002,28.172188095,False,0.005777924468382878,-7.207553161712229e-05,-0.008419359461284625,0.014197283929667502,1625,28.720110863400002,-0.045771865905418145,2021-08-30
1203,twse,2268,2204,44.263327572,46.583208472,True,0.052410901467505155,0.046560901467505154,0.035534512512812484,0.01687638895469267,2259,49.205447182633336,-0.1527666389380939,2024-04-24
1203,twse,2427,2366,39.36235741,35.09414998,False,-0.10843373493975916,-0.11428373493975916,-0.022080965578385837,-0.08635276936137333,2413,43.99810492425,-0.15933665963637123,2024-12-16
1203,twse,2449,2388,36.04264052,36.04264052,False,0.0,-0.00585,0.07633744376389259,-0.07633744376389259,2435,40.661789449800004,-0.18147557261572655,2025-01-16
1210,twse,948,888,19.717777499999997,21.011263703999997,False,0.0656000000000001,0.0597500000000001,0.048786317068864285,0.016813682931135818,948,21.719149783883335,-0.08126280867249241,2018-11-15
1210,twse,1277,1217,25.651652260000002,28.681646084,False,0.11812080536912739,0.1122708053691274,0.16768887602512414,-0.04956807065599675,1277,27.68369925446666,-0.11157933696838007,2020-03-30
1210,twse,1690,1630,40.727662524,41.663930627999996,False,0.022988505747126187,0.017138505747126186,0.04990949876842678,-0.02692099302130059,1690,41.94351068683333,-0.04239307857210335,2021-12-01
1210,twse,1817,1757,39.38506418,38.02142652,False,-0.03462321792260692,-0.04047321792260692,-0.09029196555103257,0.05566874762842565,1817,40.86305438349999,-0.08546442267179773,2022-06-15
1210,twse,1918,1858,35.07957922,37.77476898,False,0.07683073229291715,0.07098073229291715,0.07659472542231653,0.00023600687060061631,1918,38.33359294483333,-0.11753631913170325,2022-11-07
1210,twse,2148,2088,44.911571767999995,47.339224296000005,False,0.05405405405405439,0.04820405405405439,0.04707963065990492,0.0069744233941494704,2148,47.45482679733335,-0.08652842406690749,2023-10-24
1210,twse,2367,2307,46.446609880000004,46.536797472,False,0.001941747572815622,-0.003908252427184378,0.011744170514695075,-0.009802422941879453,2367,48.340167572800006,-0.07285634520477906,2024-09-16
1210,twse,2604,2544,50.497825878,48.417391104000004,False,-0.041198501872659166,-0.04704850187265917,-0.0028017619729153427,-0.03839673989974382,2604,54.60125605028335,-0.1402371832468742,2025-09-08
1213,twse,574,514,17.174807637999997,16.688269178,False,-0.028328611898016942,-0.03417861189801694,0.026156246720232187,-0.05448485861824913,574,17.3232018683,-0.009253558651569906,2017-05-17
1213,twse,601,541,16.639615332,15.325961490000001,False,-0.07894736842105265,-0.08479736842105265,0.010634834135839879,-0.08958220255689253,601,17.025602510266665,-0.01525721883734371,2017-06-26
1213,twse,630,570,15.56923072,15.131346106,False,-0.028124999999999956,-0.03397499999999996,0.024139483807794373,-0.05226448380779433,630,16.31768905096667,-0.03490125985501525,2017-08-04
1213,twse,671,611,14.790769184,14.936730722,False,0.009868421052631637,0.004018421052631637,0.023682214504018063,-0.013813793451386426,671,15.164592900766667,-0.013876958299249793,2017-09-30
1213,twse,793,733,14.644807646,14.158269186,False,-0.03322259136212624,-0.03907259136212624,-0.0322643947958861,-0.0009581965662401395,793,15.158916618733333,-0.012383140576826879,2018-04-03
1213,twse,816,756,14.401538416000001,14.450192262,False,0.0033783783783782884,-0.002471621621621712,0.0509833619107975,-0.04760498353241921,816,14.806176235233334,-0.014317668324145608,2018-05-10
