date,stock_id,close,yield_pct,dividend_year,per,pbr,fs_quarter
2015-01-05,8446,,3.87,103,23.16,4.23,
2015-01-06,8446,,4.09,103,21.92,4.01,
2015-01-07,8446,,4.10,103,21.87,4.00,
2015-01-08,8446,,4.04,103,22.16,4.05,
2015-01-09,8446,,4.00,103,22.36,4.09,
2015-01-12,8446,,4.02,103,22.29,4.07,
2015-01-13,8446,,4.05,103,22.09,4.04,
2015-01-14,8446,,4.16,103,21.52,3.93,
2015-01-15,8446,,4.18,103,21.44,3.92,
2015-01-16,8446,,4.20,103,21.34,3.90,
2015-01-19,8446,,4.30,103,20.82,3.81,
2015-01-20,8446,,4.28,103,20.95,3.83,
2015-01-21,8446,,4.30,103,20.85,3.81,
2015-01-22,8446,,4.02,103,22.29,4.07,
2015-01-23,8446,,4.11,103,21.77,3.98,
2015-01-26,8446,,4.15,103,21.59,3.95,
2015-01-27,8446,,4.18,103,21.44,3.92,
2015-01-28,8446,,3.91,103,22.89,4.18,
2015-01-29,8446,,3.98,103,22.51,4.12,
2015-01-30,8446,,4.03,103,22.24,4.07,
2015-02-02,8446,,4.02,103,22.29,4.07,
2015-02-03,8446,,3.96,103,22.64,4.14,
2015-02-04,8446,,3.97,103,22.54,4.12,
2015-02-05,8446,,3.97,103,22.54,4.12,
2015-02-06,8446,,3.98,103,22.51,4.12,
2015-02-09,8446,,4.02,103,22.26,4.07,
2015-02-10,8446,,4.05,103,22.09,4.04,
2015-02-11,8446,,4.06,103,22.06,4.03,
2015-02-12,8446,,4.04,103,22.14,4.05,
2015-02-13,8446,,4.06,103,22.04,4.03,
2015-02-24,8446,,4.04,103,22.14,4.05,
2015-02-25,8446,,4.08,103,21.97,4.02,
2015-02-26,8446,,4.04,103,22.16,4.05,
2015-03-02,8446,,3.89,103,23.03,4.21,
2015-03-03,8446,,3.96,103,22.64,4.14,
2015-03-04,8446,,3.96,103,22.64,4.14,
2015-03-05,8446,,3.96,103,22.64,4.14,
2015-03-06,8446,,4.00,103,22.41,4.10,
2015-03-09,8446,,4.07,103,22.01,4.02,
2015-03-10,8446,,4.11,103,21.79,3.98,
2015-03-11,8446,,4.04,103,22.16,4.05,
2015-03-12,8446,,4.07,103,22.01,4.02,
2015-03-13,8446,,4.04,103,22.19,4.06,
2015-03-16,8446,,3.98,103,22.51,4.12,
2015-03-17,8446,,3.89,103,23.01,4.21,
2015-03-18,8446,,3.88,103,23.08,4.22,
2015-03-19,8446,,4.40,103,22.64,4.14,
2015-03-20,8446,,4.37,103,22.79,4.17,
2015-03-23,8446,,4.38,103,22.74,4.16,
2015-03-24,8446,,4.44,103,22.39,4.09,
2015-03-25,8446,,4.49,103,22.14,4.05,
2015-03-26,8446,,4.49,103,22.14,4.05,
2015-03-27,8446,,4.49,103,22.14,4.05,
2015-03-30,8446,,4.49,103,22.14,4.05,
2015-03-31,8446,,4.46,103,22.31,4.08,
2015-04-01,8446,,4.45,103,22.36,4.09,
2015-04-02,8446,,4.41,103,22.59,4.13,
2015-04-07,8446,,4.35,103,16.92,3.79,
2015-04-08,8446,,4.40,103,16.76,3.75,
2015-04-09,8446,,4.40,103,16.76,3.75,
2015-04-10,8446,,4.41,103,16.70,3.74,
2015-04-13,8446,,4.15,103,17.77,3.98,
2015-04-14,8446,,3.88,103,18.97,4.24,
2015-04-15,8446,,3.64,103,20.26,4.53,
2015-04-16,8446,,3.45,103,21.36,4.78,
2015-04-17,8446,,3.24,103,22.74,5.09,
2015-04-20,8446,,3.43,103,21.45,4.80,
2015-04-21,8446,,3.36,103,21.92,4.90,
2015-04-22,8446,,3.15,103,23.39,5.23,
2015-04-23,8446,,3.23,103,22.84,5.11,
2015-04-24,8446,,3.28,103,22.47,5.03,
2015-04-27,8446,,3.19,103,23.11,5.17,
2015-04-28,8446,,3.23,103,22.84,5.11,
2015-04-29,8446,,3.23,103,22.84,5.11,
2015-04-30,8446,,3.10,103,23.76,5.32,
2015-05-04,8446,,3.07,103,24.03,5.38,
2015-05-05,8446,,3.15,103,23.39,5.23,
2015-05-06,8446,,3.13,103,23.57,5.27,
2015-05-07,8446,,3.27,103,22.56,5.05,
2015-05-08,8446,,3.32,103,22.19,4.96,
2015-05-11,8446,,3.17,103,23.20,5.19,
2015-05-12,8446,,3.17,103,23.20,5.19,
2015-05-13,8446,,3.25,103,22.65,5.07,
2015-05-14,8446,,3.20,103,23.02,5.15,
2015-05-15,8446,,3.11,103,23.66,5.29,
2015-05-18,8446,,3.16,103,23.30,5.21,
2015-05-19,8446,,3.13,103,23.57,5.27,
2015-05-20,8446,,3.10,103,23.76,5.32,
2015-05-21,8446,,3.23,103,22.84,5.11,
2015-05-22,8446,,3.28,103,22.47,5.03,
2015-05-25,8446,,3.24,103,22.74,5.09,
2015-05-26,8446,,3.21,103,22.39,4.92,
2015-05-27,8446,,3.15,103,22.84,5.02,
2015-05-28,8446,,2.95,103,24.37,5.35,
2015-05-29,8446,,2.77,103,25.99,5.71,
2015-06-01,8446,,2.52,103,28.51,6.26,
2015-06-02,8446,,2.63,103,27.34,6.00,
2015-06-03,8446,,2.55,103,28.24,6.20,
2015-06-04,8446,,2.74,103,26.26,5.77,
2015-06-05,8446,,2.66,103,27.07,5.94,
2015-06-08,8446,,2.68,103,26.80,5.88,
2015-06-09,8446,,2.85,103,25.27,5.55,
2015-06-10,8446,,2.78,103,25.90,5.69,
2015-06-11,8446,,2.86,103,25.18,5.53,
2015-06-12,8446,,2.77,103,25.99,5.71,
2015-06-15,8446,,2.82,103,25.54,5.61,
2015-06-16,8446,,2.86,103,25.18,5.53,
2015-06-17,8446,,2.83,103,25.45,5.59,
2015-06-18,8446,,2.65,103,27.16,5.96,
2015-06-22,8446,,2.64,103,27.25,5.98,
2015-06-23,8446,,2.68,103,26.80,5.88,
2015-06-24,8446,,2.70,103,26.62,5.85,
2015-06-25,8446,,2.71,103,26.53,5.83,
2015-06-26,8446,,2.84,103,25.36,5.57,
2015-06-29,8446,,3.04,103,23.65,5.19,
2015-06-30,8446,,3.05,103,23.56,5.17,
2015-07-01,8446,,2.96,103,24.28,5.33,
2015-07-02,8446,,2.96,103,24.28,5.33,
2015-07-03,8446,,2.93,103,24.55,5.39,
2015-07-06,8446,,3.05,103,23.56,5.17,
2015-07-07,8446,,3.14,103,22.93,5.04,
2015-07-08,8446,,3.48,103,20.68,4.54,
2015-07-09,8446,,3.48,103,20.68,4.54,
2015-07-13,8446,,3.33,103,21.58,4.74,
2015-07-14,8446,,3.25,103,22.12,4.86,
2015-07-15,8446,,3.33,103,21.58,4.74,
2015-07-16,8446,,3.21,103,22.39,4.92,
2015-07-17,8446,,3.08,103,23.38,5.13,
2015-07-20,8446,,2.96,103,24.28,5.33,
2015-07-21,8446,,3.85,103,18.71,4.11,
2015-07-22,8446,,3.85,103,18.71,4.11,
2015-07-23,8446,,3.81,103,18.88,4.15,
