market,出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值,Date,SecuritiesCompanyCode,CompanyName,待註銷股本股數（單位：股）
tpex,,115,2,,,5979711.00,27180877.00,33160588.00,9466091.00,15000340.00,24466431.00,4190683.00,,1056266.00,409711.00,-62940.00,0.00,5593720.00,,,3100437.00,8694157.00,,0.00,0.00,13.35,1150905,8927,北基,0.00
tpex,,115,2,,,1310239.00,1691311.00,3001550.00,1176316.00,732260.00,1908576.00,508540.00,,164.00,604715.00,-20445.00,0.00,1092974.00,0.00,,0.00,1092974.00,,0.00,0.00,21.49,1150905,8928,鉅明,0.00
tpex,,115,2,,,929645.00,400651.00,1330296.00,401999.00,108282.00,510281.00,505809.00,,216198.00,48989.00,34971.00,,805967.00,,,14048.00,820015.00,,0.00,0.00,15.93,1150905,8929,富堡,0.00
tpex,,115,2,,,1081491.00,1018644.00,2100135.00,244120.00,475870.00,719990.00,818094.00,,132386.00,477599.00,0.00,-47934.00,,,,,1380145.00,,0.00,1522000.00,17.19,1150905,8930,青鋼,
tpex,,115,2,,,726159.00,4466655.00,5192814.00,1067397.00,2150029.00,3217426.00,1222549.00,,0.00,811104.00,-58265.00,,,,,,1975388.00,,0.00,0.00,16.16,1150905,8931,大汽電,
tpex,,115,2,,,2760940.00,1219648.00,3980588.00,1100052.00,393501.00,1493553.00,1065033.00,,681851.00,895891.00,60862.00,-248408.00,2455229.00,,,31806.00,2487035.00,,0.00,3832000.00,6.93,1150905,8932,智通*,
tpex,,115,2,,,2656120.00,1269477.00,3925597.00,1939643.00,451880.00,2391523.00,3267243.00,,102317.00,-1825196.00,-10290.00,,1534074.00,,,,1534074.00,,0.00,0.00,4.70,1150905,8933,愛地雅,
tpex,,115,2,,,578095.00,864150.00,1442245.00,327556.00,248123.00,575679.00,1134950.00,,0.00,-239324.00,-29060.00,,866566.00,,,,866566.00,,0.00,0.00,7.64,1150905,8935,邦泰,
tpex,,115,2,,,6897417.00,7585630.00,14483047.00,3766316.00,2567066.00,6333382.00,2480782.00,,1450428.00,2572408.00,-169726.00,,6333892.00,,,1815773.00,8149665.00,,0.00,0.00,25.53,1150905,8936,國統,0.00
tpex,,115,2,,,590139.00,5448208.00,6038347.00,3127395.00,143370.00,3270765.00,1079201.00,,1703320.00,-114822.00,-27865.00,-259642.00,2380192.00,,,387390.00,2767582.00,,0.00,1735000.00,5.54,1150905,8937,合騏*,
tpex,,115,2,,,7051694.00,5820532.00,12872226.00,3479786.00,1717511.00,5197297.00,1569865.00,,2201860.00,4072492.00,31632.00,-200920.00,7674929.00,,,,7674929.00,,0.00,2629000.00,49.72,1150905,8938,明安,0.00
tpex,,115,2,,,1327790.00,919893.00,2247683.00,943934.00,240707.00,1184641.00,349721.00,,58692.00,318422.00,273992.00,,1000827.00,,,62215.00,1063042.00,,0.00,0.00,28.62,1150905,8941,關中,
tpex,,115,2,,,5019306.00,10923917.00,15943223.00,3319713.00,1235826.00,4555539.00,1988423.00,,2468695.00,5790538.00,32680.00,,10280336.00,,,1107348.00,11387684.00,,0.00,0.00,51.70,1150905,8942,森鉅,
tpex,,115,2,,,432948.00,116984.00,549932.00,32186.00,18260.00,50446.00,448608.00,,16465.00,32096.00,2317.00,,499486.00,,,0.00,499486.00,,0.00,0.00,11.13,1150905,9949,琉園,
tpex,,115,2,,,1420687.00,2699921.00,4120608.00,1096436.00,1607852.00,2704288.00,1677160.00,,29442.00,-293233.00,2951.00,,1416320.00,,,0.00,1416320.00,,0.00,0.00,8.44,1150905,9950,萬國通,
tpex,,115,2,,,4656340.00,1741748.00,6398088.00,2362930.00,224153.00,2587083.00,733000.00,,0.00,3045497.00,108074.00,-75566.00,3811005.00,,,,3811005.00,,0.00,1425000.00,53.02,1150905,9951,皇田,0.00
tpex,,115,2,,,717207.00,388403.00,1105610.00,255100.00,144002.00,399102.00,335925.00,,35138.00,241682.00,93763.00,,706508.00,,,,706508.00,,0.00,0.00,21.03,1150905,9960,邁達康,
tpex,,115,2,,,1087739.00,412872.00,1500611.00,418403.00,7280.00,425683.00,902203.00,,8385.00,172599.00,-8259.00,,1074928.00,,,0.00,1074928.00,,0.00,0.00,11.91,1150905,9962,有益,0.00
twse,1150906,115,2,1101,台泥,195322468.00,400694063.00,596016531.00,108722932.00,187971533.00,296694465.00,77231817.00,,68922587.00,62929089.00,29325114.00,-979439.00,237429168.00,,,61892898.00,299322066.00,,0.00,30000000.00,30.86,,,,
twse,1150906,115,2,1102,亞泥,102312109.00,234955935.00,337268044.00,69583764.00,59320996.00,128904760.00,35465629.00,,8247989.00,125602305.00,15108397.00,,184424320.00,,,23938964.00,208363284.00,,0.00,0.00,52.00,,,,
twse,1150906,115,2,1103,嘉泥,9689726.00,24183310.00,33873036.00,3996922.00,11085514.00,15082436.00,8328746.00,,1676966.00,10099318.00,-173832.00,-1225259.00,18705939.00,,,84661.00,18790600.00,,0.00,131491726.00,26.67,,,,
twse,1150906,115,2,1104,環泥,7970447.00,23770514.00,31740961.00,4980332.00,1362077.00,6342409.00,6866818.00,,128916.00,14450405.00,3194814.00,,24640953.00,,,757599.00,25398552.00,,0.00,0.00,35.88,,,,
twse,1150906,115,2,1108,幸福,5793470.00,4483745.00,10277215.00,4404275.00,405012.00,4809287.00,4047380.00,,22.00,1420917.00,-453.00,,5467866.00,,,62.00,5467928.00,,0.00,0.00,13.51,,,,
twse,1150906,115,2,1109,信大,5528239.00,5970295.00,11498534.00,1210318.00,109392.00,1319710.00,3411589.00,,16134.00,4750573.00,65793.00,,8244089.00,,,1934735.00,10178824.00,0.00,0.00,0.00,24.16,,,,
twse,1150906,115,2,1110,東泥,3288026.00,10078383.00,13366409.00,2333399.00,1356283.00,3689682.00,5720008.00,,190941.00,2634692.00,967183.00,-8863.00,9503961.00,,,172766.00,9676727.00,,0.00,1536865.00,16.66,,,,
twse,1150906,115,2,1201,味全,7119755.00,11927689.00,19047444.00,6645576.00,4436680.00,11082256.00,5060629.00,,49394.00,2870495.00,-23142.00,,7957376.00,,,7812.00,7965188.00,0.00,0.00,0.00,15.72,,,,
twse,1150906,115,2,1203,味王,4864200.00,5848229.00,10712429.00,1995149.00,1361047.00,3356196.00,2400000.00,0.00,61371.00,3745309.00,328151.00,-38464.00,6496367.00,,,859866.00,7356233.00,0.00,0.00,2293865.00,27.33,,,,
twse,1150906,115,2,1210,大成,33847731.00,44737539.00,78585270.00,40000743.00,3834138.00,43834881.00,8947673.00,0.00,4274788.00,11394216.00,1649829.00,-734821.00,25531685.00,0.00,,9218704.00,34750389.00,,0.00,58059471.00,30.51,,,,
twse,1150906,115,2,1213,大飲,228166.00,512283.00,740449.00,67964.00,50808.00,118772.00,566226.00,,21938.00,32665.00,848.00,,621677.00,,,,621677.00,0.00,0.00,0.00,10.98,,,,
twse,1150906,115,2,1215,卜蜂,9291226.00,23493543.00,32784769.00,10709784.00,10711846.00,21421630.00,2947901.00,,36967.00,7116792.00,832263.00,,10933923.00,,,429216.00,11363139.00,0.00,0.00,0.00,37.09,,,,
twse,1150906,115,2,1216,統一,260285451.00,502575164.00,762860615.00,300597689.00,250522535.00,551120224.00,56820154.00,,2638446.00,76878798.00,-20681.00,,136316717.00,,,75423674.00,211740391.00,0.00,0.00,0.00,23.99,,,,
twse,1150906,115,2,1217,愛之味,2873199.00,12826934.00,15700133.00,3173113.00,4067061.00,7240174.00,4945134.00,,266157.00,1351666.00,1117879.00,,7680836.00,,,779123.00,8459959.00,0.00,0.00,0.00,15.53,,,,
twse,1150906,115,2,1218,泰山,5327686.00,9016448.00,14344134.00,2443606.00,371132.00,2814738.00,4999990.00,,1051284.00,5724910.00,-48608.00,-203876.00,11523700.00,,,5696.00,11529396.00,,0.00,13680042.00,23.70,,,,
twse,1150906,115,2,1219,福壽,5071684.00,4566116.00,9637800.00,3513868.00,2114144.00,5628012.00,3412384.00,,11935.00,556689.00,1956.00,0.00,3982964.00,,,26824.00,4009788.00,,0.00,0.00,11.67,,,,
twse,1150906,115,2,1220,台榮,2147838.00,1332364.00,3480202.00,823831.00,168041.00,991872.00,1770779.00,,25213.00,496934.00,-571.00,-10881.00,2281474.00,,,206856.00,2488330.00,,0.00,679000.00,12.93,,,,
twse,1150906,115,2,1225,福懋油,5263691.00,3327251.00,8590942.00,3495805.00,822868.00,4318673.00,2422683.00,,125619.00,1303157.00,-93810.00,,3757649.00,,,514620.00,4272269.00,,0.00,0.00,15.51,,,,
twse,1150906,115,2,1227,佳格,19844366.00,11170087.00,31014453.00,12034961.00,396362.00,12431323.00,9150897.00,,183259.00,8560485.00,425553.00,-21182.00,18299012.00,,,284118.00,18583130.00,0.00,0.00,6669471.00,20.14,,,,
twse,1150906,115,2,1229,聯華,17950855.00,93404798.00,111355653.00,20177972.00,2190858.00,22368830.00,18318799.00,,1020462.00,16497966.00,27178502.00,-183509.00,62832220.00,,,26154603.00,88986823.00,0.00,0.00,7238000.00,35.13,,,,
twse,1150906,115,2,1231,聯華食,6783779.00,9534107.00,16317886.00,4885903.00,3912830.00,8798733.00,3282999.00,,93840.00,4097695.00,26722.00,,7501256.00,,,17897.00,7519153.00,,0.00,0.00,25.13,,,,
twse,1150906,115,2,1232,大統益,7829900.00,2885579.00,10715479.00,3809801.00,1164464.00,4974265.00,1599749.00,,23784.00,3884176.00,7071.00,,5514780.00,,,226434.00,5741214.00,0.00,0.00,0.00,34.47,,,,
twse,1150906,115,2,1233,天仁,703592.00,1495164.00,2198756.00,539690.00,251512.00,791202.00,905919.00,,5501.00,547308.00,-52386.00,-1974.00,1404368.00,,,3186.00,1407554.00,0.00,0.00,43000.00,15.51,,,,
twse,1150906,115,2,1234,黑松,9508518.00,14850646.00,24359164.00,3563115.00,2359934.00,5923049.00,4018711.00,,186936.00,14123584.00,106884.00,,18436115.00,,,,18436115.00,,0.00,0.00,45.88,,,,
twse,1150906,115,2,1235,興泰,816890.00,4320160.00,5137050.00,1888034.00,385571.00,2273605.00,1980067.00,,365671.00,1044390.00,132930.00,-879488.00,2643570.00,,,219875.00,2863445.00,,0.00,143117570.00,58.15,,,,
twse,1150906,115,2,1236,宏亞,678291.00,2897204.00,3575495.00,665281.00,297972.00,963253.00,866740.00,,34205.00,1352674.00,358623.00,,2612242.00,,,,2612242.00,,0.00,0.00,30.14,,,,
twse,1150906,115,2,1256,鮮活果汁-KY,2879330.00,2907471.00,5786801.00,1306436.00,273978.00,1580414.00,357748.00,,1403005.00,2270785.00,167051.00,,4198589.00,,,7798.00,4206387.00,,0.00,0.00,117.36,,,,
twse,1150906,115,2,1301,台塑,324650972.00,456310346.00,780961318.00,107764931.00,98934232.00,206699163.00,63657408.00,0.00,11858579.00,210746809.00,287999359.00,0.00,574262155.00,0.00,,0.00,574262155.00,0.00,0.00,0.00,90.21,,,,
twse,1150906,115,2,1303,南亞,208542666.00,514490784.00,723033450.00,117261172.00,108117928.00,225379100.00,79308216.00,,66909389.00,264856051.00,66674117.00,,477747773.00,,,19906577.00,497654350.00,0.00,0.00,0.00,60.24,,,,
twse,1150906,115,2,1304,台聚,24209025.00,40515168.00,64724193.00,13609949.00,16205511.00,29815460.00,11887635.00,,507007.00,5312084.00,378374.00,-475606.00,17609494.00,,,17299239.00,34908733.00,,0.00,116465574.00,16.42,,,,
twse,1150906,115,2,1305,華夏,4928771.00,13817408.00,18746179.00,3949384.00,6600574.00,10549958.00,5810505.00,,20652.00,1829733.00,37454.00,,7698344.00,,,497877.00,8196221.00,,0.00,0.00,13.25,,,,
twse,1150906,115,2,1307,三芳,10476605.00,8213600.00,18690205.00,5610263.00,3121104.00,8731367.00,3978181.00,,151602.00,5581927.00,247128.00,,9958838.00,,,,9958838.00,,0.00,0.00,25.03,,,,
twse,1150906,115,2,1308,亞聚,2827482.00,9522443.00,12349925.00,1188593.00,394093.00,1582686.00,5937438.00,,38934.00,4347977.00,442890.00,,10767239.00,,,,10767239.00,,0.00,0.00,18.13,,,,
twse,1150906,115,2,1309,台達化,5059209.00,3344709.00,8403918.00,2464957.00,561142.00,3026099.00,3975868.00,,3946.00,1215480.00,182525.00,,5377819.00,,,,5377819.00,,0.00,0.00,13.53,,,,
twse,1150906,115,2,1310,台苯,3205183.00,4822887.00,8028070.00,1394811.00,236100.00,1630911.00,5278698.00,,132479.00,401064.00,458401.00,,6270642.00,,,126517.00,6397159.00,,0.00,0.00,11.88,,,,
twse,1150906,115,2,1312,國喬,15168784.00,52528138.00,67696922.00,14038271.00,20356026.00,34394297.00,11304985.00,,1115550.00,14178810.00,2789838.00,-49858.00,29339325.00,,,3963300.00,33302625.00,,2770123.00,1776000.00,26.02,,,,
twse,1150906,115,2,1313,聯成,18522953.00,36151059.00,54674012.00,7822345.00,16732222.00,24554567.00,13308461.00,,1023246.00,1328252.00,14459486.00,0.00,30119445.00,,,,30119445.00,,0.00,0.00,22.63,,,,
twse,1150906,115,2,1314,中石化,57411806.00,67485324.00,124897130.00,34247882.00,15236258.00,49484140.00,37848502.00,,1582006.00,36278173.00,-344337.00,,75364344.00,,,48646.00,75412990.00,0.00,0.00,0.00,19.91,,,,
twse,1150906,115,2,1315,達新,10041652.00,4167033.00,14208685.00,462049.00,210234.00,672283.00,990990.00,,265556.00,7767700.00,4560084.00,-83230.00,13501100.00,,,35302.00,13536402.00,0.00,0.00,3572068.00,141.33,,,,
twse,1150906,115,2,1316,上曜,17716883.00,10652365.00,28369248.00,11716689.00,1729722.00,13446411.00,4016462.00,,1012229.00,-609019.00,-786.00,-57476.00,4361410.00,,,10561427.00,14922837.00,0.00,0.00,38583058.00,12.01,,,,
twse,1150906,115,2,1319,東陽,13853177.00,25505566.00,39358743.00,8877716.00,2851468.00,11729184.00,5914771.00,,4152199.00,16717647.00,244460.00,,27029077.00,,,600482.00,27629559.00,,0.00,0.00,45.70,,,,
twse,1150906,115,2,1321,大洋,2574305.00,9521353.00,12095658.00,1177709.00,4846913.00,6024622.00,2272283.00,,24018.00,3529632.00,281292.00,-36189.00,6071036.00,,,,6071036.00,0.00,0.00,6542716.00,27.51,,,,
twse,1150906,115,2,1323,永裕,2445355.00,2155194.00,4600549.00,885797.00,1065853.00,1951650.00,912745.00,,42557.00,1684796.00,8801.00,,2648899.00,,,,2648899.00,0.00,0.00,0.00,29.02,,,,
twse,1150906,115,2,1324,地球,707160.00,411080.00,1118240.00,197129.00,24769.00,221898.00,751219.00,,867.00,155701.00,-11445.00,,896342.00,,,,896342.00,0.00,0.00,0.00,11.93,,,,
twse,1150906,115,2,1325,恆大,1646155.00,1091581.00,2737736.00,34351.00,51878.00,86229.00,852812.00,,3694.00,1689600.00,27185.00,,2573291.00,,,78216.00,2651507.00,0.00,0.00,0.00,30.17,,,,
twse,1150906,115,2,1326,台化,333205189.00,394878818.00,728084007.00,117716786.00,52142195.00,169858981.00,58611863.00,,9291007.00,195672638.00,255612501.00,-323952.00,518864057.00,,,39360969.00,558225026.00,0.00,0.00,12169610.00,88.71,,,,
twse,1150906,115,2,1337,再生-KY,1426588.00,4933908.00,6360496.00,2710572.00,66728.00,2777300.00,2689547.00,,928344.00,62346.00,-97041.00,,3583196.00,,,,3583196.00,,0.00,0.00,13.32,,,,
twse,1150906,115,2,1338,廣華-KY,5309115.00,8421752.00,13730867.00,4087841.00,3398524.00,7486365.00,838400.00,,2787090.00,2535896.00,-234038.00,-92080.00,5835268.00,,,409234.00,6244502.00,0.00,0.00,3081000.00,72.26,,,,
twse,1150906,115,2,1339,昭輝,1803240.00,3381849.00,5185089.00,758596.00,202420.00,961016.00,741239.00,,1193369.00,2300559.00,-104861.00,,4130306.00,,,93767.00,4224073.00,0.00,0.00,0.00,55.72,,,,
twse,1150906,115,2,1340,勝悅-KY,815014.00,2274384.00,3089398.00,188981.00,230554.00,419535.00,1529229.00,,2540814.00,-986624.00,-413556.00,,2669863.00,0.00,,0.00,2669863.00,,0.00,0.00,17.46,,,,
twse,1150906,115,2,1341,富林-KY,1728960.00,566840.00,2295800.00,1028636.00,29304.00,1057940.00,528506.00,,176616.00,872489.00,-339751.00,,1237860.00,,,,1237860.00,,0.00,0.00,23.42,,,,
twse,1150906,115,2,1342,八貫,2401248.00,1419476.00,3820724.00,1149859.00,420214.00,1570073.00,780009.00,,675743.00,800625.00,-5726.00,,,,,,2250651.00,,0.00,0.00,28.85,,,,
twse,1150906,115,2,1402,遠東新,171853943.00,517865038.00,689718981.00,171803884.00,203364703.00,375168587.00,53528751.00,,13492096.00,155554388.00,10257213.00,-25063.00,232807385.00,,,81743009.00,314550394.00,,0.00,779000.00,43.50,,,,
twse,1150906,115,2,1410,南染,657126.00,660455.00,1317581.00,54673.00,178580.00,233253.00,620000.00,,22967.00,411613.00,-3381.00,0.00,1051199.00,,,33129.00,1084328.00,0.00,0.00,0.00,16.95,,,,
twse,1150906,115,2,1413,宏洲,807201.00,1768477.00,2575678.00,592881.00,827626.00,1420507.00,1321124.00,,0.00,-157250.00,-8703.00,,,,,,1155171.00,,0.00,0.00,8.74,,,,
twse,1150906,115,2,1414,東和,937566.00,3265255.00,4202821.00,541961.00,678237.00,1220198.00,1980000.00,,,1125033.00,-122410.00,,2982623.00,,,,2982623.00,,0.00,0.00,15.06,,,,
twse,1150906,115,2,1416,廣豐,1528145.00,4897418.00,6425563.00,673828.00,1213238.00,1887066.00,1853422.00,,50055.00,1902134.00,662598.00,,4468209.00,,,70288.00,4538497.00,0.00,0.00,0.00,24.11,,,,
twse,1150906,115,2,1417,嘉裕,1623329.00,1136617.00,2759946.00,290859.00,104567.00,395426.00,1899419.00,,,229838.00,235263.00,,2364520.00,,,,2364520.00,,0.00,0.00,12.45,,,,
twse,1150906,115,2,1418,東華,1570626.00,3950293.00,5520919.00,200819.00,4180130.00,4380949.00,568343.00,,8008.00,-907061.00,1551018.00,-80333.00,1139975.00,,,-5.00,1139970.00,,0.00,2522865.00,20.99,,,,
twse,1150906,115,2,1419,新紡,7112345.00,20631391.00,27743736.00,3976035.00,980642.00,4956677.00,3000413.00,,70537.00,8860441.00,10868842.00,-13174.00,22787059.00,,,,22787059.00,,0.00,803829.00,76.15,,,,
twse,1150906,115,2,1423,利華,1304157.00,2687208.00,3991365.00,375867.00,199709.00,575576.00,996480.00,,106111.00,818624.00,1494574.00,,,,,,3415789.00,,0.00,0.00,34.28,,,,
twse,1150906,115,2,1432,大魯閣,1469997.00,2246608.00,3716605.00,1363693.00,843859.00,2207552.00,1080000.00,,296196.00,38266.00,-87609.00,,1326853.00,,,182200.00,1509053.00,0.00,0.00,0.00,12.29,,,,
twse,1150906,115,2,1434,福懋,16345497.00,47966502.00,64311999.00,6279917.00,9372752.00,15652669.00,16846646.00,,955061.00,19845961.00,11030726.00,-19064.00,48659330.00,,,,48659330.00,0.00,0.00,2193228.00,28.92,,,,
twse,1150906,115,2,1435,中福,303341.00,799900.00,1103241.00,7709.00,177804.00,185513.00,1397801.00,,125137.00,-301289.00,-303921.00,,,,,,917728.00,,0.00,0.00,6.57,,,,
twse,1150906,115,2,1436,華友聯,18824426.00,2135871.00,20960297.00,9586845.00,5091030.00,14677875.00,1941518.00,,1133116.00,2453806.00,20550.00,,5548990.00,,,733432.00,6282422.00,,0.00,0.00,28.58,,,,
twse,1150906,115,2,1437,勤益控,2566511.00,11543305.00,14109816.00,1379284.00,4153596.00,5532880.00,2018713.00,,410786.00,5705585.00,453527.00,-13690.00,8574921.00,,,2015.00,8576936.00,0.00,0.00,455000.00,42.57,,,,
twse,1150906,115,2,1438,三地開發,14220774.00,485018.00,14705792.00,10325324.00,1238857.00,11564181.00,1201022.00,,1621262.00,326713.00,-7386.00,,,,,,3141611.00,,0.00,0.00,28.25,,,,
twse,1150906,115,2,1439,雋揚,3826267.00,2452342.00,6278609.00,2304038.00,487131.00,2791169.00,920000.00,,229264.00,2024681.00,-159847.00,,3014098.00,,,473342.00,3487440.00,,0.00,0.00,32.76,,,,
twse,1150906,115,2,1440,南紡,12454933.00,33773727.00,46228660.00,9103859.00,8143165.00,17247024.00,16568159.00,,69088.00,10716067.00,1270806.00,,28624120.00,,,357516.00,28981636.00,0.00,0.00,0.00,17.28,,,,
twse,1150906,115,2,1441,大東,617237.00,671991.00,1289228.00,673401.00,252320.00,925721.00,717444.00,,26394.00,-319045.00,-61286.00,,363507.00,,,0.00,363507.00,0.00,0.00,0.00,5.07,,,,
twse,1150906,115,2,1442,名軒,13711502.00,1293336.00,15004838.00,4180854.00,3436732.00,7617586.00,3662113.00,,991852.00,2715916.00,17371.00,,7387252.00,,,,7387252.00,,0.00,0.00,20.17,,,,
twse,1150906,115,2,1443,立益物流,591046.00,7403418.00,7994464.00,2494698.00,3568269.00,6062967.00,1353430.00,,701.00,311532.00,722239.00,,2387902.00,,,-456405.00,1931497.00,0.00,0.00,0.00,17.64,,,,
twse,1150906,115,2,1444,力麗,6650963.00,13848293.00,20499256.00,7526387.00,1685044.00,9211431.00,9955950.00,,128521.00,165052.00,-193471.00,-28470.00,10027582.00,,,1260243.00,11287825.00,,0.00,11204989.00,10.19,,,,
twse,1150906,115,2,1445,大宇,653284.00,3766070.00,4419354.00,306419.00,1979370.00,2285789.00,1306660.00,,1712.00,627304.00,197889.00,,2133565.00,,,,2133565.00,,0.00,0.00,16.33,,,,
twse,1150906,115,2,1446,宏和,2744628.00,406900.00,3151528.00,476370.00,2959.00,479329.00,1377095.00,,6584.00,1265519.00,23001.00,0.00,2672199.00,,,0.00,2672199.00,0.00,0.00,0.00,19.40,,,,
twse,1150906,115,2,1447,力鵬,7902916.00,9404449.00,17307365.00,6326103.00,1910539.00,8236642.00,9100712.00,,226353.00,-472272.00,-455868.00,-287142.00,8111783.00,,,958940.00,9070723.00,,0.00,66529106.00,9.62,,,,
twse,1150906,115,2,1449,佳和,3233958.00,5235874.00,8469832.00,3035673.00,2316231.00,5351904.00,1283857.00,,122309.00,197850.00,864771.00,,2468787.00,,,649141.00,3117928.00,,0.00,0.00,19.42,,,,
twse,1150906,115,2,1451,年興,5599947.00,3272283.00,8872230.00,1128434.00,348666.00,1477100.00,1980000.00,,419716.00,5481170.00,-485756.00,,7395130.00,,,,7395130.00,,0.00,0.00,37.35,,,,
twse,1150906,115,2,1452,宏益,2041043.00,868103.00,2909146.00,139061.00,47804.00,186865.00,1326414.00,,156172.00,930567.00,309128.00,,2722281.00,,,,2722281.00,,0.00,0.00,20.52,,,,
twse,1150906,115,2,1453,大將,2938162.00,183494.00,3121656.00,1446454.00,158883.00,1605337.00,1166404.00,,2762.00,333701.00,,,1502867.00,,,13452.00,1516319.00,,0.00,0.00,13.27,,,,
twse,1150906,115,2,1454,台富,993052.00,951422.00,1944474.00,629878.00,9971.00,639849.00,1298338.00,,57557.00,47679.00,-21917.00,-77032.00,1304625.00,,,0.00,1304625.00,,0.00,7714103.00,10.68,,,,
twse,1150906,115,2,1455,集盛,3773808.00,6212018.00,9985826.00,2025999.00,1753649.00,3779648.00,5316884.00,,11717.00,806596.00,70981.00,,6206178.00,,,,6206178.00,,0.00,0.00,11.67,,,,
twse,1150906,115,2,1456,怡華,10464710.00,3049318.00,13514028.00,9158478.00,2519189.00,11677667.00,937200.00,,18377.00,880784.00,,,1836361.00,,,,1836361.00,0.00,0.00,0.00,19.59,,,,
twse,1150906,115,2,1457,宜進,2087425.00,14692070.00,16779495.00,2320450.00,5745565.00,8066015.00,3167300.00,,562824.00,1882949.00,7385.00,-349848.00,5270610.00,,,3442870.00,8713480.00,0.00,0.00,83211323.00,22.57,,,,
twse,1150906,115,2,1459,聯發,2722029.00,2504902.00,5226931.00,2028388.00,88910.00,2117298.00,2689717.00,,305962.00,658051.00,-118921.00,-425784.00,3109025.00,,,608.00,3109633.00,89657227.00,0.00,30858397.00,13.06,,,,
twse,1150906,115,2,1460,宏遠,5427068.00,5355319.00,10782387.00,3891542.00,1255581.00,5147123.00,6946434.00,,115943.00,-1131740.00,37458.00,-332836.00,5635259.00,,,5.00,5635264.00,,0.00,20177533.00,8.36,,,,
twse,1150906,115,2,1463,強盛新,1995193.00,1173041.00,3168234.00,369094.00,123182.00,492276.00,1732684.00,,414531.00,411725.00,30083.00,-22714.00,2566309.00,,,109649.00,2675958.00,0.00,0.00,1676795.00,14.96,,,,
twse,1150906,115,2,1464,得力,8917180.00,8506024.00,17423204.00,8358195.00,2977342.00,11335537.00,4255757.00,,599159.00,1029810.00,-466115.00,-27494.00,5391117.00,,,696550.00,6087667.00,,0.00,2548653.00,12.74,,,,
twse,1150906,115,2,1465,偉全,1132583.00,594165.00,1726748.00,132190.00,34013.00,166203.00,1036073.00,,269229.00,269758.00,-14515.00,,,,,,1560545.00,,0.00,0.00,15.06,,,,
twse,1150906,115,2,1466,聚隆,1533580.00,2106351.00,3639931.00,492895.00,1489506.00,1982401.00,1111573.00,,421361.00,40973.00,-6200.00,0.00,1567707.00,0.00,,89823.00,1657530.00,,0.00,0.00,14.10,,,,
twse,1150906,115,2,1467,南緯,4924787.00,4213324.00,9138111.00,3901276.00,2224484.00,6125760.00,2336247.00,,145999.00,148920.00,232923.00,-26145.00,2837944.00,,,174407.00,3012351.00,0.00,0.00,2950000.00,12.30,,,,
twse,1150906,115,2,1468,昶和,2059163.00,1193531.00,3252694.00,1305511.00,412047.00,1717558.00,1604053.00,,26753.00,-254159.00,80812.00,,1457459.00,,,77677.00,1535136.00,,0.00,0.00,9.09,,,,
twse,1150906,115,2,1470,大統新創,657112.00,549117.00,1206229.00,188829.00,9184.00,198013.00,857670.00,,7317.00,143892.00,-663.00,,1008216.00,,,,1008216.00,,0.00,0.00,11.76,,,,
twse,1150906,115,2,1471,首利,1399867.00,291459.00,1691326.00,83482.00,41069.00,124551.00,1504145.00,,0.00,-122729.00,78518.00,,1459934.00,,,106841.00,1566775.00,0.00,0.00,0.00,9.71,,,,
twse,1150906,115,2,1472,三洋實業,4239132.00,982782.00,5221914.00,2697901.00,273729.00,2971630.00,524881.00,,837670.00,782700.00,30173.00,,2175424.00,,,74860.00,2250284.00,,0.00,0.00,41.45,,,,
twse,1150906,115,2,1473,台南,3393722.00,2514684.00,5908406.00,1771129.00,277786.00,2048915.00,1461535.00,,824543.00,1530108.00,43305.00,,3859491.00,,,,3859491.00,0.00,0.00,0.00,26.41,,,,
twse,1150906,115,2,1474,弘裕,2050236.00,1721497.00,3771733.00,969022.00,603770.00,1572792.00,1298970.00,,66368.00,818886.00,-2084.00,,2182140.00,,,16801.00,2198941.00,0.00,0.00,0.00,16.80,,,,
twse,1150906,115,2,1475,業旺,1765818.00,392927.00,2158745.00,494735.00,139248.00,633983.00,660168.00,,128834.00,730833.00,4927.00,,1524762.00,,,,1524762.00,0.00,0.00,0.00,23.10,,,,
twse,1150906,115,2,1476,儒鴻,24664655.00,13518372.00,38183027.00,9003839.00,160506.00,9164345.00,2743671.00,,3769803.00,22208961.00,296247.00,,29018682.00,,,,29018682.00,,0.00,0.00,105.77,,,,
twse,1150906,115,2,1477,聚陽,16020657.00,7946047.00,23966704.00,8894674.00,1182508.00,10077182.00,2466937.00,,6166333.00,5017142.00,138233.00,,13788645.00,,,100877.00,13889522.00,0.00,0.00,0.00,55.89,,,,
twse,1150906,115,2,1503,士電,29775744.00,34211188.00,63986932.00,21926401.00,2465027.00,24391428.00,5209722.00,,2837634.00,22963921.00,7684700.00,,38695977.00,,,899527.00,39595504.00,,0.00,0.00,74.28,,,,
