seed,j,cagr,mdd
102012,3,0.22456702035335563,-0.3610061729020466
102012,4,0.1766875542374413,-0.3638715057680606
102012,5,0.16207142166522615,-0.37027260789060046
102012,6,0.2491559976111175,-0.3109921574394383
102012,7,0.1296415170271077,-0.29249682830284757
102012,8,0.23902633770360304,-0.2659473524682479
102012,9,0.15099039270462322,-0.2967049108885949
102012,10,0.19673102349218263,-0.29897239237275036
102012,11,0.1442563772176133,-0.28938405801488404
102012,12,0.046312187790469306,-0.4890490742790939
102012,13,0.12232525495071367,-0.36961213994215225
102012,14,0.12841912197863925,-0.3147319322212226
102012,15,0.20297401006032745,-0.2784878247657287
102012,16,0.19982489158383898,-0.26906734265099236
102012,17,0.07308602472115688,-0.4763099292845451
102012,18,0.17369109859581444,-0.34836981840412146
102012,19,0.20294732481489164,-0.3202528781987478
102012,20,0.12969452750438926,-0.33615144858144613
102012,21,0.1246368174921264,-0.3941300755093205
102012,22,0.19067115674017066,-0.24612717856065994
102012,23,0.18285937082472947,-0.34208904213510133
102012,24,0.19484674654158818,-0.36348629244380215
102012,25,0.15621184338441307,-0.35984818193181256
102012,26,0.09047606428343324,-0.4193506721882273
102012,27,0.09035844445061669,-0.31819716300928313
102012,28,0.13980809899945612,-0.34596320668148256
102012,29,0.12175485497255245,-0.3161046646445987
102012,30,0.11581560825288872,-0.3290915692976286
102013,1,0.11515282126862414,-0.40701108651506623
102013,2,0.09459397327760266,-0.5054191714682352
102013,3,0.12923768150925685,-0.42571537651861663
102013,4,0.07835375477210849,-0.3660414597300345
102013,5,0.07926387262544354,-0.3821791206566506
102013,6,0.22106951432838384,-0.37087254766242744
102013,7,0.21019852415861862,-0.3240461760269912
102013,8,0.07676797554712333,-0.43148778500246115
102013,9,0.08853420385936883,-0.40909150359253577
102013,10,0.20232885774852205,-0.3986925735404966
102013,11,0.19947004380741218,-0.3556474666761652
102013,12,0.10981209711985529,-0.5334577079774512
102013,13,0.1710491478289795,-0.3590898747494553
102013,14,0.12756276154682333,-0.38880213798143093
102013,15,0.15456666920279716,-0.31144455849952246
102013,16,0.1751114935617457,-0.3074046484256036
102013,17,0.14769598219704783,-0.4083460321191746
102013,18,0.26140329764183745,-0.31166339976138846
102013,19,0.18749974999506258,-0.3361459524797847
102013,20,0.19964953186834022,-0.27310120281102124
102013,21,0.05400290895609228,-0.5168845352710449
102013,22,0.059443125086575455,-0.5314124788183141
102013,23,0.07703652033212505,-0.5478307359009739
102013,24,0.08196728813297516,-0.35070862847935097
102013,25,0.13612724158880551,-0.3261318569907032
102013,26,0.1062539662546742,-0.4329232298212644
102013,27,0.233867471755971,-0.409603350898578
102013,28,0.14763469360279302,-0.39044390290587944
102013,29,0.13529767081383315,-0.3999060199864709
102013,30,0.1323240867962605,-0.34777772828551673
102014,1,0.1509230915103028,-0.3535726677369388
102014,2,0.10651241475757889,-0.462650243056776
102014,3,0.16830670961855754,-0.38504935581430866
102014,4,0.11358721904057734,-0.3554125079585806
102014,5,0.05186585663469123,-0.31231154051106064
102014,6,0.1657460258360821,-0.37774166921084584
102014,7,0.09737683529320673,-0.3281537326500507
102014,8,0.07123852472289727,-0.36544537522337023
102014,9,0.15665495532154772,-0.3401861887199225
102014,10,0.1355935669905166,-0.3376221584827661
102014,11,0.07367218240947637,-0.39624896726938064
102014,12,0.08532498256129761,-0.3908351599496147
102014,13,0.11912014877000976,-0.3663205920383014
102014,14,0.1507419980801039,-0.3764394718806663
102014,15,0.1877726295479345,-0.2839558017655147
102014,16,0.07601007267579041,-0.5009081258155782
102014,17,0.1135055708630981,-0.49590197553336735
102014,18,0.17358286801315037,-0.3457984944581533
102014,19,0.17123567207724344,-0.35079215233922106
102014,20,0.19069127328406843,-0.3042632709264117
102014,21,0.07297663019678469,-0.37665379164441426
102014,22,0.07276508725863118,-0.36894459730212126
102014,23,0.10213285817270856,-0.45115111481025677
102014,24,0.08300253818252168,-0.35646684453075245
102014,25,0.06052137021075321,-0.36825186807341004
102014,26,0.13947781853427155,-0.3264276779220316
102014,27,0.1770778266181552,-0.381916399135214
102014,28,0.12894293089012443,-0.2893288253168392
102014,29,0.13194925266171076,-0.3292764189734389
102014,30,0.1301560731472069,-0.3748673366220962
102015,1,0.13970595119575968,-0.34463554383535816
102015,2,0.24499358932962578,-0.3047533026780086
102015,3,0.12437486095362127,-0.32878666019276903
102015,4,0.042053014400373234,-0.4528549462725494
102015,5,0.05715343587723587,-0.5239235660600384
102015,6,0.09176100295714984,-0.273393222799779
102015,7,0.14089264505078192,-0.3985033842730262
102015,8,0.06934942664073329,-0.35181819936837794
102015,9,0.09965337103068528,-0.3578948730825035
102015,10,0.08597462914949006,-0.4108289736133547
102015,11,0.056185332293706924,-0.3499203188560401
102015,12,0.11256184356896193,-0.3741405556057725
102015,13,0.07973446971476528,-0.3195457354373707
102015,14,0.14167436874003814,-0.35012029139265316
102015,15,0.13663343832813712,-0.33597988276607815
102015,16,0.00904865216470463,-0.5714494382495582
102015,17,0.14775965588244966,-0.4872936173143389
102015,18,0.049886017490982315,-0.3784863422790658
102015,19,0.1718719601997778,-0.3328624244361505
102015,20,0.04539894153646706,-0.34241810036623466
102015,21,0.11148310477160894,-0.416511440241705
102015,22,0.10303318467249745,-0.29094102103152103
102015,23,0.09883193131484269,-0.37564904732984034
102015,24,0.06009443497377531,-0.3522389490466262
102015,25,0.09161601318960622,-0.3982174751587142
102015,26,0.21340973513605244,-0.3064814817497585
102015,27,0.04899394826551795,-0.3460494320744144
102015,28,0.11122086070546433,-0.27285164930473665
102015,29,0.09521411935085222,-0.31899288653760527
102015,30,0.10833508687850268,-0.4578480186471664
102016,1,0.08791783170595968,-0.45180483102602764
102016,2,0.1257477683879138,-0.35747015262569104
102016,3,0.056580625141820606,-0.5811035549917312
102016,4,0.053534018395885674,-0.45441667290388177
102016,5,0.10514443059298029,-0.37109788363674967
102016,6,0.05967643350336016,-0.39490410695545786
102016,7,0.09532685085540482,-0.44123903268770115
102016,8,0.02300519581344651,-0.5549656312814607
102016,9,0.11089509428498201,-0.31975812647770646
102016,10,0.11512949730082656,-0.32627135233342497
102016,11,0.03347371466999638,-0.44971147621204727
102016,12,0.05896120268592675,-0.42343805489526043
102016,13,0.09446801733268972,-0.47933367871114935
102016,14,0.09003693900438314,-0.41957212962331397
102016,15,0.04482419133051829,-0.38516285480529217
102016,16,0.07197303718636561,-0.4981636935330137
102016,17,0.1323993255731788,-0.3567282408782283
102016,18,0.04743304538168114,-0.48554200405941184
102016,19,0.0789478816529714,-0.4643869043719651
102016,20,0.06371719530184516,-0.3559966272975243
102016,21,0.05952347190684426,-0.3240048474644249
102016,22,0.04254745646525726,-0.4458606362152286
102016,23,0.14232801347175217,-0.3458517893864417
102016,24,0.10553717994091483,-0.3084697187248919
102016,25,0.10738624796851015,-0.3954112474237109
102016,26,0.050515371290543065,-0.3924762106480164
102016,27,0.05733136743050249,-0.40762249434162395
102016,28,0.06403729231775457,-0.40111184260932586
102016,29,0.038155835831655605,-0.35945177209474355
102016,30,0.11345327416023343,-0.40868830628295266
102017,1,0.08795781072309738,-0.4939056360224261
102017,2,0.10833606547357522,-0.5535702227151181
102017,3,0.05966988311860133,-0.5066245541865652
102017,4,0.13874025719508198,-0.33292895676836276
102017,5,0.08537841516218792,-0.45806512812372285
102017,6,0.07057526552602544,-0.5472451579959201
102017,7,0.09994452438331436,-0.37458920069404616
102017,8,0.14496820486559603,-0.39167703765484146
102017,9,0.11801466300619334,-0.38774835812659986
102017,10,0.07586869561435194,-0.4302883758863034
102017,11,0.014081352696148963,-0.4438132243756748
102017,12,0.10645658469154085,-0.39392547822283946
102017,13,0.025974049240143682,-0.5069386514073755
102017,14,0.10963191567183839,-0.3812784532598315
102017,15,0.11057491130664232,-0.3664016173164277
102017,16,0.08947960197219884,-0.43379029263452057
102017,17,0.17542125962257926,-0.36984941419559936
102017,18,0.04569935206615994,-0.416010514592183
102017,19,0.12700710343456212,-0.37232666315176705
102017,20,0.06807272759049243,-0.4434810728078355
102017,21,0.12403488168775789,-0.3358665025818531
102017,22,0.053807135870002964,-0.5311095156589274
102017,23,0.15838622556651938,-0.4169689223839831
102017,24,0.11770299616237345,-0.31787173660330004
102017,25,0.05694360569469903,-0.49848827941541285
102017,26,0.10942955953965816,-0.39811810534306097
102017,27,0.1286139233733239,-0.4128728567517895
102017,28,0.06441490174540054,-0.3739766447998339
102017,29,0.0968469902775293,-0.4358849970845295
102017,30,0.08510635433839031,-0.3780752643453636
102018,1,0.20214292971109904,-0.3586335182004291
102018,2,0.1394651702683034,-0.2900844955497095
