seed,arm,cagr,mdd
102147,碎形k3,0.21192017797557017,-0.34452877083606737
102148,碎形k3,0.11456915431384429,-0.3944294975756896
102149,碎形k3,0.10333172659840972,-0.4602439284923946
102150,碎形k3,0.06266557405556128,-0.5192681814072989
102151,碎形k3,0.06787865622569744,-0.5340444757300329
102152,碎形k3,0.3019970157538707,-0.40643757988227375
102153,碎形k3,0.20805306187608918,-0.5057049369532867
102154,碎形k3,0.05586551655891103,-0.6563905182925033
102155,碎形k3,0.10630264651392807,-0.44973753045280845
102156,碎形k3,0.04470771832394682,-0.6091220259748391
102157,碎形k3,0.08675673125912953,-0.4255888132726149
102158,碎形k3,0.23919235583755394,-0.35937192373326365
102159,碎形k3,0.14519263989847953,-0.3861397961360427
102160,碎形k3,0.11129292459212303,-0.4006995161130444
102161,碎形k3,0.1619300778498154,-0.37642395093134434
102162,碎形k3,0.12685057000466027,-0.5300948173361819
102163,碎形k3,0.1507499083142274,-0.3807620642362902
102164,碎形k3,0.10997363919625047,-0.4653252624974886
102165,碎形k3,0.2240651453067699,-0.4347213518996686
102166,碎形k3,0.1110289981450876,-0.4100021204341318
102167,碎形k3,0.2197384737458874,-0.4318713196756579
102168,碎形k3,0.11866711134040853,-0.48370269676686906
102169,碎形k3,0.173401421507815,-0.5093132729976825
102170,碎形k3,0.15554960289537867,-0.3964901090192678
102171,碎形k3,0.1202084529844083,-0.43591410105310746
102172,碎形k3,0.07326186798446699,-0.4619072289015106
102173,碎形k3,0.07577084196519124,-0.4345183113398699
102174,碎形k3,0.1787923762729169,-0.5174396442948138
102175,碎形k3,0.12066851108461152,-0.43996692113882707
102176,碎形k3,0.12140480489426309,-0.43804291107187276
102177,碎形k3,0.09816878881312685,-0.5101487676068547
102178,碎形k3,0.1676499382117933,-0.4025741809980368
102179,碎形k3,0.031704915300172276,-0.5369331098583512
102180,碎形k3,0.13407218216382688,-0.4188130373850573
102181,碎形k3,0.28306930214341475,-0.4563078067958463
102182,碎形k3,0.1406831941556821,-0.36894958038446085
102183,碎形k3,0.11919516746607628,-0.47430559508593656
102184,碎形k3,0.14367678055535227,-0.5088774462717333
102185,碎形k3,0.04562844249333087,-0.4761268721690431
102186,碎形k3,0.07116082322687811,-0.3675035605622866
102187,碎形k3,0.11937905722462072,-0.4710877518854512
102188,碎形k3,0.06761546458601808,-0.4848220911907549
102189,碎形k3,0.07701173007655893,-0.4959056498390679
102190,碎形k3,0.13458916741620763,-0.43854204804343594
102191,碎形k3,0.22904927983558987,-0.45289720116406273
102192,碎形k3,0.11103003556855073,-0.3869123717489971
102193,碎形k3,0.14949969334284652,-0.37499844130880217
102194,碎形k3,0.20648565070828107,-0.4158130347133371
102195,碎形k3,0.1879832315986325,-0.3921614067797577
102196,碎形k3,0.1501570040551894,-0.38419872970386915
102197,碎形k3,0.24331622262762154,-0.45184497502776005
102198,碎形k3,0.11131587490171313,-0.46408455630977613
102199,碎形k3,0.10126867583944477,-0.45196825886652
