seed,cagr,mdd,cash_cagr,cash_mdd,n_stop,trades,avg_cash,seg_stop_w
102024,-0.05036330633617947,-0.6974893631085076,0.11461614336167525,-0.25284631681412284,644,645,0.5137356126772266,2.0106157290413638
102025,0.01476290642991751,-0.5905351460898144,0.10609481121767539,-0.23255101226054042,621,624,0.5208223918726929,2.090299305115337
102026,0.02895850044788828,-0.48140406203469677,0.11709560525441876,-0.21668480277467017,619,621,0.5163919405571142,1.9422291312833482
102027,-0.019273485170675175,-0.6163552888979761,0.1199523353501526,-0.24052370334418693,634,635,0.5235236301454471,1.9552471542370609
102028,0.11325052190587503,-0.48399963443972405,0.11317683995481564,-0.2572228693367744,605,606,0.5036307914277106,2.1699325389728576
102029,0.07766462963030962,-0.48192688332368705,0.12522113981808958,-0.2611090391432982,610,612,0.5182729912102586,1.9621169227871587
102030,0.005122868500908373,-0.6997187561802112,0.10908424423350627,-0.23855726992065973,632,633,0.5242507348043074,2.091030415422848
102031,0.0476139095372079,-0.6153174232945885,0.12616591528198784,-0.23108459362646705,618,621,0.5066576093842036,2.078858871398188
102032,0.05339163715493633,-0.5448215116245976,0.11489062946877127,-0.23696125468606377,616,618,0.5170947622647455,2.2239857249944928
102033,0.023057478129890896,-0.5668134498508941,0.11647193595616212,-0.2216396050976509,619,620,0.510172086311429,2.223488509833902
102034,0.06788145639635124,-0.5922935471662448,0.09950008162234081,-0.19773532505221636,625,626,0.5101927975447658,2.0814517664507566
102035,0.10205463814450177,-0.4248316670921348,0.1056897273071149,-0.25985848402410583,623,624,0.5039751159554731,2.1238599112667687
102036,0.14324325672210914,-0.5129834061234485,0.13946508799479718,-0.22888678633969928,615,617,0.5010137798977907,1.8237681548263052
102037,0.05612430543720737,-0.5301432201893398,0.11565207862579086,-0.23530283390183082,607,610,0.49788772824877847,1.9547568555124881
102038,0.0554589249423556,-0.586542629784452,0.11103335297675043,-0.2668584110882951,623,623,0.51349133461122,2.0801270473312847
102039,0.07466349129475391,-0.5713058560882116,0.13224359215824633,-0.22712981346893168,603,605,0.49820177902562857,2.1860413494238515
102040,0.02397496146949063,-0.6989657319527318,0.10582629370726426,-0.248105257570704,622,622,0.504697159792492,2.0917072540740205
102041,0.01116022075026013,-0.4878075095993297,0.12167020795084871,-0.22995981087956663,631,632,0.5152207618181539,1.9516377835475587
102042,0.09187924965165184,-0.5431135068431018,0.10387014353797475,-0.2390779476961069,628,629,0.5298195133649812,2.0006175756790547
102043,0.06355357984783394,-0.5567296766132929,0.09722580351762122,-0.27181141813404075,611,612,0.5055577746749101,2.1132944898434607
102044,0.0499009178840224,-0.5695224795851335,0.09846747853446014,-0.22050455050484064,616,616,0.5153174387994774,1.9665680979563092
102045,0.0345068676640059,-0.5958758364681012,0.10798905885933485,-0.2780819732201403,609,611,0.4845076840692343,2.060508646546043
102046,0.0402155252751506,-0.4789247535764104,0.12222519147692168,-0.23486179754561798,629,632,0.5168559648443023,2.236422737316736
102047,0.06136554661969984,-0.5265524140189093,0.10655464515867896,-0.25133283797370687,621,622,0.5241461844847488,2.2426012107668623
102048,0.08711200095644567,-0.6516759748945457,0.1049434251553596,-0.23184913309094157,631,632,0.5219257445041183,1.971284979894939
102049,-0.023358805698000307,-0.6300123411818924,0.09795068440373034,-0.21254143017600813,643,643,0.5424266042204079,1.6749088494850846
102050,0.07470026412171937,-0.4801541464980132,0.09651662555004248,-0.25207920003266693,619,621,0.5150949286607959,2.186389063774129
102051,0.04848144519287034,-0.44042051145245176,0.11312702767579497,-0.25856059935966014,623,623,0.5129549403788092,2.0760002891817617
102052,0.03686420967843729,-0.5233820210501391,0.10072077277849445,-0.25474176864113707,624,625,0.5202219245614779,1.9559099265652446
102053,0.07197543001228746,-0.5631382676197667,0.11606965092948918,-0.24460234806971726,609,611,0.49849945195981527,2.346558409120306
102054,-0.019516144143342684,-0.570158523663327,0.09800684540820814,-0.23616263689216554,630,631,0.5311110665409676,2.091120229582906
102055,0.03268025507188366,-0.5816030982587186,0.11142690879286832,-0.23106795354023835,610,611,0.5051815681927045,2.1003282507424763
102056,0.045994376359383526,-0.4533282496122644,0.11821605851462258,-0.23306873691502872,612,613,0.5182876816375327,1.9591459547775354
102057,0.0840459636645372,-0.39791395300858173,0.10919797482294236,-0.2257379463211946,616,617,0.504997273929662,1.9639690581542169
102058,0.005911128543162336,-0.6030557093732127,0.09208497260592519,-0.2402405439022557,628,629,0.524449178274248,2.386447479909248
102059,0.03582833893739901,-0.5958764034577279,0.11770333389316678,-0.21995915671028665,628,629,0.5187695262013412,2.074889224093683
102060,0.15166517033237126,-0.42464448157147183,0.11621946486892942,-0.2299663222106374,604,605,0.4979032316218467,2.254209992878391
102061,0.0236042922663402,-0.6126301223354897,0.11630847288543533,-0.20996368227004936,623,624,0.5282191903894191,2.255152088632963
102062,0.08382789116858413,-0.4476698019000277,0.13391520979459082,-0.22583443520559254,631,632,0.5135799998553818,2.2408746832240576
102063,0.07662368258501084,-0.3919388151555939,0.10160517111882306,-0.24300994586589675,595,597,0.501717668274889,1.800071476205636
102064,-0.0004926609455602193,-0.7068325345228105,0.11384365022547804,-0.21281294295782094,625,626,0.5218283786707977,2.2094985470160737
102065,0.12979078529333243,-0.48672594062901947,0.14137721780753787,-0.18810619233873294,614,617,0.5023870415892385,2.1039397119129584
102066,0.08444325806616182,-0.5536357753684314,0.10533608723212606,-0.1966845581158796,631,632,0.5238929542552253,2.2464290543490413
102067,0.06970143693808684,-0.3517337524261391,0.12040328489451091,-0.2175997359065136,607,608,0.4924756871294248,2.093368733889261
102068,0.05214733710045172,-0.42750769861564286,0.12713784154857932,-0.22478368660889936,620,622,0.504137170355088,2.112733593077728
102069,0.03312728183496172,-0.5109139580313619,0.11501873656428652,-0.2603436780253655,617,619,0.5141656447734293,2.09260252568101
102070,0.18414840097181506,-0.41954911038174947,0.12975914682313694,-0.23892566864485543,600,602,0.4766588535933459,1.9616797122918792
102071,0.06559825599477032,-0.40589243262796315,0.13109571212405657,-0.22353630869776153,615,617,0.4963436469104664,2.0573436972915506
102072,0.0743063634645924,-0.6618081652454688,0.09933596013421075,-0.24443453966112005,619,620,0.5187997509035243,2.2370512165574232
102073,-0.013394710356299466,-0.5725904445474238,0.10333732394003303,-0.26484104806857667,631,631,0.5367354325199855,2.088996463918461
102074,-0.018242629049431636,-0.5568946342871706,0.10280160563064111,-0.22394034556105558,632,633,0.5303300414431131,1.9460327828559902
102075,0.11649188621919015,-0.5414945549529872,0.1097708238821582,-0.2130011868653,614,616,0.501021872210105,1.9301857098032393
102076,0.05716389873938987,-0.5079923090866453,0.10095033924816321,-0.22583230896657636,614,616,0.5208072799821298,2.071216680210694
102077,-0.01741400926725889,-0.5593275266507463,0.11094580625792738,-0.23210303060022064,636,637,0.5305088739167819,2.2420102955382073
102078,0.04731607304257546,-0.5544791822827276,0.11805783883533971,-0.2372254650697937,629,631,0.519376897436038,1.9728742347990493
102079,0.061760377441009595,-0.5707377734191202,0.1121924589373835,-0.22919777694663568,614,615,0.5107983739834174,2.2105473030622305
102080,0.05263612969494447,-0.36089803340855364,0.0941557072177257,-0.2722763432546502,622,622,0.5109690836880358,2.2364372867929867
102081,0.11854613193812957,-0.6166743657002504,0.12282697460818692,-0.22943273349627313,619,622,0.4984122998050934,2.396714074841557
102082,0.11143622368501349,-0.5934146467751726,0.12245162682698196,-0.26797143237708265,623,625,0.5092567344290237,1.9305195488574283
102083,0.09906338095234024,-0.5778579272242217,0.1199763001141465,-0.22322534905807856,618,620,0.5052640996483359,2.085112417068819
102084,0.2098592784868829,-0.5658160802435886,0.1258248278674723,-0.2158386872014516,609,611,0.494954107762941,2.104567120403913
102085,0.07673059400392801,-0.45800784300773567,0.1416131449914355,-0.2452303023409872,608,610,0.4901936051176492,2.097210356567031
102086,0.08637974240711244,-0.554554150271759,0.11657392960010937,-0.21811632914375423,623,625,0.5144012949148973,2.0030676967233143
102087,0.11068348177873322,-0.49019707126899775,0.1334947847729111,-0.22854463635928834,612,614,0.49670078386764094,2.239435527960874
102088,0.11719057425021129,-0.6078109941526939,0.1091748144569833,-0.21104306916930726,622,623,0.5154301724213208,2.1077317934106894
102089,0.021776715065934926,-0.6151859056474818,0.10615005996622218,-0.23847184198803673,612,614,0.5036611840963635,2.2373845939465733
102090,0.0478538464008349,-0.581601681516903,0.11154241296360334,-0.2199724734042503,620,621,0.5159904313657876,2.0860222240437527
102091,0.07083014806998,-0.5826355491715294,0.12238473043271147,-0.21054621300584908,625,627,0.5130581059026474,2.087644981419849
102092,0.04974981050517924,-0.5783934658898753,0.10436214625782725,-0.22355216850184378,624,625,0.5309186590030794,2.0862939292650005
102093,0.05182072293368756,-0.5708801149134882,0.11568340370335695,-0.24309749851476037,629,629,0.5081826253094213,1.9824300086497906
102094,0.06770371922976315,-0.59319289031268,0.1339186763572393,-0.24392090988948578,623,624,0.4999779824589822,2.103717546657277
102095,0.04301797777659089,-0.5986662387164908,0.12380186118220471,-0.23289160486887928,626,627,0.5120581407758038,2.1219211218590606
102096,0.08713550800246828,-0.6292237033633051,0.12432956336808898,-0.22464787346705528,599,601,0.49392963483850516,2.2481361089205603
102097,0.07295826009063866,-0.42820516215817833,0.09815431440777012,-0.2557748737154686,626,627,0.5138268779071657,1.8283012416007585
102098,-0.025900935151872417,-0.6050618609118837,0.1089608154028261,-0.22766254276303122,628,628,0.5269699202077991,2.0775520939809535
102099,-0.022534698138551912,-0.624763145694522,0.0946547205144379,-0.24279410849550886,645,645,0.5309809624749244,1.9649836524127833
102100,0.11648016207794964,-0.44844937106787947,0.12768157851046325,-0.20801085147744536,606,608,0.5022160773717999,2.000630093480729
102101,0.032879099564090186,-0.605252925571972,0.10881832783736978,-0.22028606531542394,627,628,0.5219816952040476,1.9658449995977143
102102,0.12200202009863448,-0.43322360933970866,0.10237652934537311,-0.2391359325755299,621,622,0.5054462083913243,2.215738432062126
102103,0.04807620357385667,-0.6598532051640249,0.10266594481405611,-0.2413522317729213,628,629,0.5155884836845392,1.8230354647472904
102104,0.0720358992739023,-0.4297702683782131,0.12133098479484516,-0.23081114676791858,619,620,0.49889234919679826,2.2574537525443787
102105,0.01705907467211354,-0.6074020578322537,0.1025798687931021,-0.22567466165542316,634,636,0.5236961127595006,2.0924364251806855
102106,0.049531768455604475,-0.5986275908899106,0.11463607411810828,-0.23878964714569928,621,622,0.5096955827952332,2.244970023332335
102107,0.06865661931065681,-0.5743665970132468,0.10190900111796353,-0.22499525850043356,625,626,0.5155860776500665,1.810502231569179
102108,0.06095511150081512,-0.5363071111717443,0.11738646336497749,-0.23581047540042976,606,607,0.5058708844477384,2.0891526065357273
102109,0.10232500357703334,-0.57379542599422,0.10198360507756266,-0.259478502128077,600,601,0.5022780683637994,2.2085352794680926
102110,0.052325797802787566,-0.5841495920760046,0.1125993844117581,-0.2318823136950473,632,633,0.5221874116234251,2.0948440469250773
102111,0.014136390417966105,-0.5630002449270437,0.10114024296947055,-0.2477388319268975,625,626,0.5223321562519944,1.8083000632102235
102112,0.04194400139444587,-0.4926618246312582,0.09816721909184745,-0.2567480283344352,612,612,0.5048758601660744,2.3586843645256796
102113,0.035529141926319285,-0.5221701354805444,0.11338465404858389,-0.2201064984670299,632,633,0.5177019999635281,2.2312277588324623
102114,0.006177683441761506,-0.5279645490439278,0.10912555941899704,-0.21395183411217555,635,636,0.5300365106804968,1.9699774807848625
102115,0.09340852092307306,-0.4718387465433873,0.12645643779267934,-0.21254820237096317,611,611,0.5119203470879363,2.0551675144911132
102116,0.024554814550784343,-0.525843997550871,0.10422174956052865,-0.21061889479744755,618,619,0.5080717557540793,1.8189214023301379
102117,0.06786679997634781,-0.6332926555546927,0.10414500366573276,-0.24925438842967695,617,617,0.5052047391665646,2.0687791681948315
102118,0.0006328040382523881,-0.5994756575849782,0.1025601021266298,-0.23642852005054815,622,625,0.514458259742599,1.9700338543992517
102119,-0.013029598919313434,-0.6574236193939729,0.10229054991351005,-0.23154635693614078,633,633,0.5140780934071246,1.9594254646229698
102120,0.007028090775274887,-0.6443640359512276,0.09380106534868271,-0.24714848584823534,629,630,0.5265086280317748,1.9472544821894753
102121,0.09813513237933313,-0.5700252210354086,0.12553053540904147,-0.2221557156170989,616,618,0.4952978159115484,2.0728268582289844
102122,0.10105581114405848,-0.5953593117419952,0.12789316464256517,-0.2220150771657572,610,614,0.49721972412951765,2.2402813729568973
102123,0.052327061569403144,-0.42093789758057754,0.11065684583306812,-0.23918717733816186,603,606,0.5009023539377603,1.959039200578079
102124,0.052609273391325484,-0.5181570108748342,0.1149924469680168,-0.2587971952636453,604,605,0.5022423295259371,1.9495316717189568
102125,0.026457642381324975,-0.4510563307145946,0.10166840538894428,-0.2332006713847976,612,613,0.5076702001329623,2.0739700728095913
102126,0.05047045527110616,-0.6176944215754264,0.09452375071685881,-0.2446832862917795,618,619,0.5260757004945349,2.0867984155800716
102127,0.03640861573419807,-0.4680199134224487,0.10040477649632762,-0.2571441535317026,611,614,0.5083802827655348,1.958401052374243
102128,0.030283172484024456,-0.5283253531915789,0.10151784582387857,-0.2519027400269427,620,621,0.5085271019189208,2.2629318101966507
102129,0.0645475660904522,-0.6252218460218415,0.1068221416566073,-0.22504580184648726,631,633,0.523742317869502,2.073705071118284
102130,-0.0033809504374765487,-0.6903472776935563,0.1005015616547178,-0.23241836887430478,625,625,0.5116370372791614,2.1189394040902094
102131,0.03387461806715808,-0.5691462236010195,0.10065941654386279,-0.22151462893856488,622,623,0.5111646966369213,2.348665728868589
102132,-0.013165169853119663,-0.5815334129686923,0.11262711372038559,-0.21618186744744494,638,639,0.5312521133564957,2.162722661338175
102133,0.07368109998913108,-0.4869717046365211,0.1109703505881332,-0.22381977603667436,618,619,0.507952561695787,1.9549909413231978
102134,0.049501486993126065,-0.5362706909496279,0.12133064550978334,-0.2367339279394991,621,623,0.5098719608236046,2.1888225168156827
102135,-0.02950189267847181,-0.6406385482748557,0.11537969885461519,-0.1975943542235543,635,635,0.5244301226870217,1.9610206237438248
102136,0.10727711663017847,-0.6072379916745393,0.12295445388330006,-0.25328579564071585,616,619,0.5111400126183353,1.9608686800654143
102137,0.08047776435245435,-0.5530832737325879,0.11667581939471217,-0.25431743831401743,600,601,0.5031538798357813,2.0679675194359475
102138,0.04002682073494834,-0.7119159367904888,0.11912437622862537,-0.21112587315084552,616,618,0.5174044681618601,2.0947958411874055
102139,0.002319702490479969,-0.6298276290920691,0.10834890306282574,-0.22012251086439572,625,626,0.5203663159808987,1.9425198743790653
102140,0.056986655379996254,-0.5477732554541167,0.10503449127247921,-0.23227704625285872,632,632,0.5209264691395361,2.119369819058008
102141,0.15011699948029578,-0.42244661843864467,0.1308360250567604,-0.24210907005162052,615,617,0.4987342233334535,1.9632607361319
102142,-0.03888757182637692,-0.6574702304971504,0.0966570968534235,-0.25469354861442917,634,634,0.5324921314705464,2.08439498813059
102143,0.07613846091015031,-0.48564626097141833,0.10450585830091064,-0.24146485472036483,603,605,0.4954868122128341,2.237078600507457
102144,0.05832125523086362,-0.5482986096294962,0.10619937329024753,-0.2414821817241214,624,625,0.5157620751688723,1.9750962713750064
102145,-0.013204076026408607,-0.6267104890055063,0.10362423295152667,-0.21738968664109237,630,631,0.5349935500930574,2.251122954524712
102146,0.08656854804441538,-0.509804836408073,0.11547048151293371,-0.21771438751634475,620,621,0.5126236511755669,1.9642655081703442
102147,0.021763301394811307,-0.6647497618702946,0.11632235295136129,-0.24787963257421308,615,618,0.5092564294848072,2.0767630674742716
102148,0.12163056403005656,-0.4812115829920485,0.12966365746251318,-0.2561128923162498,628,630,0.5154240310894308,2.245724884593211
102149,0.025907071761738454,-0.48984577947163893,0.0907816365105496,-0.24464562640313958,627,627,0.5173294787733234,1.946802010186546
102150,0.04496440655953804,-0.5247169471163944,0.08677044531966738,-0.2525207693911483,616,619,0.5098031356367625,1.8308533753332015
102151,0.03255217310368996,-0.517392211511562,0.11467956716919447,-0.25176730283803983,617,619,0.5031929635842651,2.227704824723653
102152,0.07192137358864392,-0.5415609180659428,0.11889489876775561,-0.25313079567785035,618,620,0.5067747517393788,2.230484401365024
102153,0.07888808203550846,-0.4981195142822478,0.11561334797371647,-0.2258899430983432,620,621,0.5089882695008443,2.1795966038917944
102154,-0.05787808045615106,-0.7263340422023178,0.10615922039392434,-0.2260742448036519,656,657,0.5476139703488074,2.088928263178598
102155,-0.0018076862330126398,-0.6289941180119689,0.1062365782948651,-0.22826363196327204,631,632,0.5273462555940152,2.264352869545125
102156,-0.010175206488216681,-0.6505866668314488,0.11444631865206434,-0.22759548645095928,634,634,0.5292631195247917,1.9681070825958544
102157,0.05738174271502694,-0.5796992881708843,0.10618007512123784,-0.22889213059791613,616,616,0.5011711772261321,1.93840128228623
102158,0.10494991000848697,-0.3775283219516581,0.10192864120086798,-0.2508579479083728,626,628,0.5058202980216864,2.233967286961462
102159,0.07329050233703471,-0.5041611267331328,0.0934408293361062,-0.23834880897225086,613,616,0.5175241417518477,1.9663812161078047
102160,0.016639395530368306,-0.5286673126821484,0.08778668859011773,-0.2643442221243586,630,632,0.5250186148689369,2.1188260806186765
102161,0.005753551524259715,-0.6243517673845311,0.1107475471936954,-0.22898851390435326,620,622,0.5153230959959841,1.9904403177756793
102162,0.013650495036680699,-0.7263732653027001,0.11583364440066668,-0.2177067681999909,617,618,0.5087707968504147,1.9786229114113194
102163,-0.012287308743577308,-0.7108177030382258,0.1150268783359718,-0.21494047267719818,631,632,0.510905185215448,2.0921624729554003
102164,0.0019759752038042144,-0.5827784293050111,0.10669685806945339,-0.24688493940107747,619,620,0.5154419056196744,2.247926883411296
102165,0.03109220639779453,-0.5940563414045225,0.11282241336949017,-0.23581867844562,623,626,0.5211961380434853,2.2501722736629612
102166,0.0774114682569762,-0.4825692488400805,0.11850778673994111,-0.2443348844690264,612,612,0.5115160703457016,2.1974924368230915
102167,0.09813700483716548,-0.5056608012336843,0.12895032220444858,-0.2291776835544841,601,604,0.4803367466792886,2.058028294027446
102168,-0.004907242308016313,-0.5794303906406442,0.11558233688247466,-0.19303192641995726,633,634,0.5255723227550271,2.072176445886476
102169,0.0005093849557107344,-0.600037457026572,0.11286824212554314,-0.20122631306455718,628,630,0.5340093042223459,2.0675322459482537
102170,0.13449353821639365,-0.530735650486864,0.1380129260453984,-0.22551835155525057,622,624,0.4953747639823891,2.075112364065706
102171,0.08426816629885647,-0.42463902106037393,0.10897579499012844,-0.23486120474351635,610,611,0.5116179844088156,2.07568418937848
102172,0.08714016478383835,-0.47597105811264995,0.13252769408416576,-0.21515678363901725,614,616,0.4924580618591443,2.052466613627892
102173,0.020373055856531597,-0.573839246145632,0.1228580059354143,-0.24645208606392066,623,624,0.5064580245030159,2.2492029287878172
102174,0.11756616142934773,-0.49012480142993614,0.11924524582800045,-0.23167751994027552,608,608,0.4997310131720146,1.9392494805400702
102175,0.029074980737793243,-0.6418316097251321,0.11097752952121653,-0.22989877778817058,631,632,0.5169287409536238,2.065669075299394
102176,-0.014857151641913369,-0.6454240263056575,0.0923816487127278,-0.24387801831535183,629,629,0.521147995836009,1.9362006920185257
102177,0.017807005836630196,-0.5557242610914409,0.11528178405998823,-0.2170152539425666,618,619,0.5155754377928679,1.7955375467119183
102178,0.12445532043096375,-0.4691603984002864,0.1353764300537439,-0.19490065848521088,595,596,0.48709596717422077,1.9768736503717528
102179,0.056064495776585455,-0.6234571305855713,0.09779751676697068,-0.24950539330169497,615,616,0.5316099794601041,2.016325106006544
102180,0.06834393334093058,-0.6620656420879728,0.11914495218515553,-0.23190466498205553,620,620,0.5003765429215143,2.000503422929255
102181,0.018612724672209646,-0.608524766012515,0.10927479776933002,-0.22554400427287746,626,626,0.5204595080505974,2.1105550874544683
102182,0.08137566902451088,-0.5939758336047217,0.11202278966103862,-0.23777399534703758,629,631,0.5146841865593081,2.0842713565080406
102183,0.07206236809755473,-0.5926633525372491,0.12360957474861012,-0.2549254002309632,619,620,0.49801026404431126,2.0834027232138834
102184,0.07061384497077561,-0.6156159525392985,0.12628856688161338,-0.23297009016971582,611,613,0.5001039682641135,2.1921061650943723
102185,0.09681691033167406,-0.6075663610584584,0.11207589358558478,-0.21642244163959656,624,627,0.5123038126986359,2.0546522706987114
102186,-0.029883298258773783,-0.5282988765073362,0.09904094344788339,-0.25363464850172013,618,620,0.5171641368660564,2.2292463539128877
102187,0.08128292232159562,-0.5474253133372341,0.10647738776476534,-0.23399944312068022,624,625,0.5107216436539945,1.7903983074736578
102188,0.05688243804761828,-0.5562089178313091,0.10722722572967913,-0.25383911514739976,628,629,0.5144697896196888,2.100571241482886
102189,-0.020312349686186004,-0.6181294913511212,0.1242473734382814,-0.18220295456870228,631,632,0.5219299828584693,2.0767120910388663
102190,0.05024017711812201,-0.6304719366714857,0.12660572989294416,-0.2302563132677089,614,617,0.511141148467878,2.2382953544806123
102191,0.08151524178382696,-0.6148883271767814,0.13409953939661468,-0.22710121855340104,608,610,0.5055752044353276,2.2219272267295134
102192,0.025251917764390175,-0.5856836481830486,0.12798732110991473,-0.22106312885562096,617,620,0.5183468397768197,2.076185872439221
102193,0.03916430347634492,-0.39650945240035285,0.11375227114798414,-0.25755664084056185,607,608,0.5041910336834421,2.2106652605703676
102194,0.08910197362379058,-0.42117798461328215,0.12649550047732339,-0.21519559084881146,619,620,0.5089337590365838,2.233202316421136
102195,0.02697304160168157,-0.5876463557926278,0.11344134656402693,-0.24170326364794348,632,633,0.5165376032835032,1.9474511047539895
102196,0.008041103823105633,-0.482300297733121,0.10256201467134907,-0.2456610152315314,637,638,0.5313661856646399,1.8381810311923859
102197,0.09099308660266936,-0.4967161322360873,0.10583371973030187,-0.24649466518749685,609,612,0.4981281729096688,2.1148277923575862
102198,0.05512507820403312,-0.5589390790462598,0.10548888410347645,-0.20451508073952684,641,641,0.5292395685248139,2.0939774070442545
102199,0.08031078466712271,-0.5594935422925287,0.10374484146649432,-0.2148213668033856,626,628,0.5162572020295095,2.09659976652559
