date,stock_id,foreign,trust,dealer,total
2025-07-25,2887H,9000,0,0,9000
2025-08-01,2887H,1509,0,0,1509
2025-08-12,2887H,12000,0,0,12000
2025-08-13,2887H,61000,0,0,61000
2025-08-14,2887H,10000,0,0,10000
2025-09-22,2887H,21000,0,0,21000
2025-09-24,2887H,1000,0,0,1000
2025-09-25,2887H,27000,0,0,27000
2025-09-26,2887H,1000,0,0,1000
2025-09-30,2887H,17000,0,0,17000
2025-10-01,2887H,27000,0,0,27000
2025-10-08,2887H,1000,0,0,1000
2025-11-04,2887H,-5000,0,0,-5000
2025-11-05,2887H,-3000,0,0,-3000
2025-11-06,2887H,-30000,0,0,-30000
2025-11-07,2887H,-8000,0,0,-8000
2025-11-10,2887H,-25000,0,0,-25000
2025-11-11,2887H,-13000,0,0,-13000
2025-12-09,2887H,1000,0,0,1000
2025-12-31,2887H,-12000,0,0,-12000
2026-01-12,2887H,-10000,0,0,-10000
2026-01-23,2887H,-361,0,0,-361
2026-01-27,2887H,-1000,0,0,-1000
2026-01-28,2887H,-221,0,0,-221
2026-01-30,2887H,-1000,0,0,-1000
2026-02-04,2887H,2000,0,0,2000
2026-02-05,2887H,1000,0,0,1000
2026-02-06,2887H,997,0,0,997
2026-02-09,2887H,1000,0,0,1000
2026-02-10,2887H,9000,0,0,9000
2026-02-23,2887H,14000,0,0,14000
2026-03-02,2887H,3000,0,0,3000
2026-03-04,2887H,-23000,0,0,-23000
2026-03-05,2887H,-13000,0,0,-13000
2026-03-06,2887H,-1000,0,0,-1000
2026-03-09,2887H,-22000,0,0,-22000
2026-03-10,2887H,-1000,0,0,-1000
2026-03-11,2887H,14000,0,0,14000
2026-03-12,2887H,-2000,0,0,-2000
2026-03-13,2887H,17000,0,0,17000
2026-03-16,2887H,-9000,0,0,-9000
2026-03-17,2887H,-7000,0,0,-7000
2026-03-18,2887H,-6000,0,0,-6000
2026-03-19,2887H,-1000,0,0,-1000
2026-03-20,2887H,0,0,0,0
2026-03-23,2887H,-1000,0,0,-1000
2026-03-25,2887H,47000,0,0,47000
2026-03-26,2887H,-7000,0,0,-7000
2026-03-27,2887H,14000,0,0,14000
2026-03-30,2887H,11000,0,0,11000
2026-03-31,2887H,37000,0,0,37000
2026-04-01,2887H,5000,0,0,5000
2026-04-07,2887H,137000,0,0,137000
2026-04-08,2887H,-67000,0,0,-67000
2026-04-09,2887H,-1000,0,0,-1000
2026-04-10,2887H,-1000,0,0,-1000
2026-04-13,2887H,-14000,0,0,-14000
2026-04-14,2887H,-16000,0,0,-16000
2026-04-15,2887H,-10000,0,0,-10000
2026-04-16,2887H,-92000,0,0,-92000
2026-05-20,2887H,-14000,0,0,-14000
2026-05-22,2887H,0,0,-286,-286
2026-06-05,2887H,28000,0,0,28000
2026-06-08,2887H,14000,0,0,14000
2026-06-09,2887H,23000,0,0,23000
2026-06-10,2887H,37000,0,0,37000
2026-06-12,2887H,49000,0,0,49000
2026-06-16,2887H,38000,0,0,38000
2026-06-17,2887H,11000,0,0,11000
2026-07-06,2887H,6000,0,0,6000
2026-07-07,2887H,11000,0,0,11000
2026-07-08,2887H,26000,0,0,26000
2026-07-09,2887H,4000,0,0,4000
2026-07-13,2887H,-4000,0,0,-4000
2026-07-14,2887H,-23000,0,0,-23000
2026-07-15,2887H,-8000,0,0,-8000
2026-07-16,2887H,38000,0,0,38000
2026-07-17,2887H,-15000,0,0,-15000
2026-07-20,2887H,50000,0,0,50000
2026-07-21,2887H,-12000,0,0,-12000
2026-07-22,2887H,-18000,0,0,-18000
2026-07-23,2887H,-14000,0,0,-14000
2026-07-24,2887H,22000,0,0,22000
2026-07-27,2887H,82000,0,0,82000
2026-07-28,2887H,115000,0,0,115000
2026-07-29,2887H,20000,0,0,20000
2026-07-30,2887H,18000,0,0,18000
2026-07-31,2887H,-6000,0,0,-6000
2026-08-03,2887H,55000,0,0,55000
2026-08-04,2887H,66000,0,0,66000
2026-08-05,2887H,-2000,0,0,-2000
2026-08-06,2887H,-1000,0,0,-1000
2026-08-07,2887H,24000,0,0,24000
2026-08-10,2887H,-4000,0,0,-4000
2026-08-12,2887H,21000,0,0,21000
2026-08-13,2887H,33000,0,0,33000
2026-08-14,2887H,10000,0,0,10000
2026-08-17,2887H,15000,0,0,15000
2026-08-19,2887H,6000,0,0,6000
2026-08-20,2887H,1000,0,0,1000
2026-08-21,2887H,3000,0,0,3000
2026-08-26,2887H,-6000,0,0,-6000
2026-08-27,2887H,-15000,0,0,-15000
2026-08-28,2887H,-9000,0,0,-9000
2026-08-31,2887H,-11000,0,0,-11000
2026-09-01,2887H,-34000,0,0,-34000
2026-09-02,2887H,-65000,0,0,-65000
2026-09-03,2887H,-16000,0,0,-16000
