date,stock_id,foreign,trust,dealer,total,dealer_self,dealer_hedge
2015-01-05,1540,2000,0,0,2000,0,0
2015-01-06,1540,-15000,0,0,-15000,0,0
2015-01-07,1540,1000,0,0,1000,0,0
2015-01-08,1540,-4000,-6000,0,-10000,0,0
2015-01-09,1540,-8000,0,0,-8000,0,0
2015-01-12,1540,-8000,0,0,-8000,0,0
2015-01-13,1540,-11000,0,1000,-10000,1000,0
2015-01-14,1540,-16000,0,0,-16000,0,0
2015-01-15,1540,26000,0,0,26000,0,0
2015-01-16,1540,-17450,0,0,-17450,0,0
2015-01-19,1540,1000,0,0,1000,0,0
2015-01-20,1540,-4000,0,0,-4000,0,0
2015-01-21,1540,4000,0,0,4000,0,0
2015-01-22,1540,2000,0,0,2000,0,0
2015-01-23,1540,4000,0,0,4000,0,0
2015-01-26,1540,21000,0,0,21000,0,0
2015-01-27,1540,-4000,0,0,-4000,0,0
2015-01-28,1540,-10000,0,0,-10000,0,0
2015-01-29,1540,-3000,0,0,-3000,0,0
2015-02-02,1540,25000,0,40000,65000,40000,0
2015-02-03,1540,-6000,0,1000,-5000,1000,0
2015-02-04,1540,-4000,0,-1000,-5000,-1000,0
2015-02-05,1540,0,0,0,0,0,0
2015-02-06,1540,-5000,0,0,-5000,0,0
2015-02-09,1540,-8000,0,0,-8000,0,0
2015-02-10,1540,8000,0,2000,10000,2000,0
2015-02-11,1540,-6000,0,0,-6000,0,0
2015-02-12,1540,-11000,0,0,-11000,0,0
2015-02-13,1540,-7000,0,0,-7000,0,0
2015-02-24,1540,-3000,0,0,-3000,0,0
2015-02-25,1540,2000,0,0,2000,0,0
2015-02-26,1540,-1000,0,12000,11000,12000,0
2015-03-02,1540,6000,0,0,6000,0,0
2015-03-03,1540,-1000,0,0,-1000,0,0
2015-03-04,1540,66000,0,1000,67000,1000,0
2015-03-05,1540,7000,0,0,7000,0,0
2015-03-06,1540,6000,0,-1000,5000,-1000,0
2015-03-09,1540,5000,0,0,5000,0,0
2015-03-10,1540,-1000,0,-1000,-2000,-1000,0
2015-03-11,1540,-9000,0,0,-9000,0,0
2015-03-12,1540,1000,0,0,1000,0,0
2015-03-13,1540,1000,0,0,1000,0,0
2015-03-16,1540,5000,0,-1000,4000,-1000,0
2015-03-17,1540,0,0,2000,2000,2000,0
2015-03-18,1540,-1300,0,-20000,-21300,-20000,0
2015-03-19,1540,-94000,0,2000,-92000,2000,0
2015-03-20,1540,3000,0,0,3000,0,0
2015-03-23,1540,1000,0,0,1000,0,0
2015-03-24,1540,1000,0,0,1000,0,0
2015-03-25,1540,-5000,0,1000,-4000,1000,0
2015-03-26,1540,-1000,0,0,-1000,0,0
2015-03-27,1540,-3000,0,1000,-2000,1000,0
2015-03-30,1540,-12000,0,-20000,-32000,-20000,0
2015-03-31,1540,45000,0,10000,55000,10000,0
2015-04-01,1540,9000,0,0,9000,0,0
2015-04-02,1540,44000,0,0,44000,0,0
2015-04-07,1540,62000,0,-1000,61000,-1000,0
2015-04-08,1540,32000,0,-22000,10000,-22000,0
2015-04-09,1540,48000,0,0,48000,0,0
2015-04-10,1540,17000,0,1000,18000,1000,0
2015-04-13,1540,38000,0,0,38000,0,0
2015-04-14,1540,41000,0,0,41000,0,0
2015-04-15,1540,30000,0,0,30000,0,0
2015-04-16,1540,38000,0,-6000,32000,-6000,0
2015-04-17,1540,39000,0,0,39000,0,0
2015-04-20,1540,-14000,0,0,-14000,0,0
2015-04-21,1540,-34000,0,1000,-33000,1000,0
2015-04-22,1540,-3000,0,0,-3000,0,0
2015-04-23,1540,-3000,0,0,-3000,0,0
2015-04-24,1540,-94000,0,2000,-92000,2000,0
2015-04-27,1540,-31000,0,1000,-30000,1000,0
2015-04-28,1540,7000,41000,0,48000,0,0
2015-04-29,1540,20000,0,3000,23000,3000,0
2015-04-30,1540,-6000,0,0,-6000,0,0
2015-05-04,1540,-4000,0,0,-4000,0,0
2015-05-05,1540,1000,0,0,1000,0,0
2015-05-06,1540,2000,0,0,2000,0,0
2015-05-07,1540,-6000,50000,0,44000,0,0
2015-05-08,1540,-2000,0,0,-2000,0,0
2015-05-11,1540,-9000,0,0,-9000,0,0
2015-05-12,1540,-35000,0,1000,-34000,1000,0
2015-05-13,1540,-33000,0,0,-33000,0,0
2015-05-14,1540,-17000,0,-1000,-18000,-1000,0
2015-05-15,1540,0,0,-1000,-1000,-1000,0
2015-05-18,1540,-13000,0,0,-13000,0,0
2015-05-19,1540,-16000,0,-1000,-17000,-1000,0
2015-05-20,1540,-52000,0,-1000,-53000,-1000,0
2015-05-21,1540,-19000,0,-4000,-23000,-4000,0
2015-05-22,1540,-25000,0,1000,-24000,1000,0
2015-05-25,1540,-18000,0,0,-18000,0,0
2015-05-26,1540,-1000,0,0,-1000,0,0
2015-05-27,1540,-3000,0,0,-3000,0,0
2015-05-28,1540,-3000,0,-1000,-4000,-1000,0
2015-05-29,1540,-13000,0,0,-13000,0,0
2015-06-02,1540,4000,0,0,4000,0,0
2015-06-03,1540,-7000,0,0,-7000,0,0
2015-06-04,1540,-27000,0,0,-27000,0,0
2015-06-05,1540,-33000,0,0,-33000,0,0
