date,stock_id,foreign,trust,dealer,total,dealer_self,dealer_hedge
2026-02-04,00984D,0,0,3757000,3757000,0,3757000
2026-02-05,00984D,0,0,2685000,2685000,0,2685000
2026-02-06,00984D,0,0,-317000,-317000,0,-317000
2026-02-09,00984D,0,0,1200000,1200000,-449000,1649000
2026-02-10,00984D,0,0,-762000,-762000,-709000,-53000
2026-02-11,00984D,0,100000,-1903000,-1803000,-3000,-1900000
2026-02-23,00984D,0,0,615333,615333,-1000,616333
2026-02-24,00984D,0,0,-428103,-428103,0,-428103
2026-02-25,00984D,12000,0,-7909953,-7897953,-1338000,-6571953
2026-02-26,00984D,0,0,-2572000,-2572000,0,-2572000
2026-03-02,00984D,0,0,-600000,-600000,0,-600000
2026-03-03,00984D,0,0,452000,452000,0,452000
2026-03-04,00984D,0,0,2485000,2485000,0,2485000
2026-03-05,00984D,708000,0,37000,745000,0,37000
2026-03-06,00984D,84000,0,496000,580000,0,496000
2026-03-09,00984D,-25000,1800000,-799000,976000,0,-799000
2026-03-10,00984D,-193000,0,-384000,-577000,0,-384000
2026-03-11,00984D,629000,1800000,-1044000,1385000,0,-1044000
2026-03-12,00984D,0,0,1236000,1236000,0,1236000
2026-03-13,00984D,0,0,400000,400000,0,400000
2026-03-16,00984D,0,0,859000,859000,0,859000
2026-03-17,00984D,5000,0,237000,242000,0,237000
2026-03-18,00984D,0,0,944000,944000,0,944000
2026-03-19,00984D,24000,0,790000,814000,0,790000
2026-03-20,00984D,151000,0,440000,591000,0,440000
2026-03-23,00984D,-7000,0,597000,590000,0,597000
2026-03-24,00984D,-86000,-64000,1366000,1216000,0,1366000
2026-03-25,00984D,0,0,74000,74000,0,74000
2026-03-26,00984D,0,0,37000,37000,0,37000
2026-03-27,00984D,141,0,-104000,-103859,0,-104000
2026-03-30,00984D,2000,0,397000,399000,0,397000
2026-03-31,00984D,65000,0,63000,128000,0,63000
2026-04-01,00984D,1000,-84000,34000,-49000,0,34000
2026-04-02,00984D,2000,0,241000,243000,0,241000
2026-04-07,00984D,21000,0,1402000,1423000,0,1402000
2026-04-08,00984D,0,0,106000,106000,0,106000
2026-04-09,00984D,1113000,0,2728000,3841000,0,2728000
2026-04-10,00984D,0,0,3843000,3843000,0,3843000
2026-04-13,00984D,-67000,0,253000,186000,0,253000
2026-04-14,00984D,-10000,118000,1383000,1491000,0,1383000
2026-04-15,00984D,5000,0,1762000,1767000,0,1762000
2026-04-16,00984D,13000,0,-158000,-145000,0,-158000
2026-04-17,00984D,-2080000,0,-4199000,-6279000,0,-4199000
2026-04-20,00984D,-297000,0,-5100000,-5397000,0,-5100000
2026-04-21,00984D,-20000,0,-4379250,-4399250,0,-4379250
2026-04-22,00984D,-545000,0,-11640027,-12185027,0,-11640027
2026-04-23,00984D,-976000,0,-6742000,-7718000,0,-6742000
2026-04-24,00984D,-106000,0,-15118000,-15224000,0,-15118000
2026-04-27,00984D,-26000,-200000,-12341000,-12567000,0,-12341000
2026-04-28,00984D,0,-200000,-3159000,-3359000,0,-3159000
